|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1352.81        2500.00                 NaN   99.2604       0.350417                 NaN            NaN            NaN  0.126327       0.262884                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.2690       0.345839                 NaN            NaN            NaN  0.126084       0.259048                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.2730       0.346639                 NaN            NaN            NaN  0.123001       0.257330                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.2823       0.330151                 NaN            NaN            NaN  0.130856       0.256737                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.2885       0.341436                 NaN            NaN            NaN  0.119872       0.250194                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2919       0.339282                 NaN            NaN            NaN  0.118966       0.249833                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.2975       0.337277                 NaN            NaN            NaN  0.117676       0.247551                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.3068       0.333740                 NaN            NaN            NaN  0.115543       0.243868                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.3084       0.330401                 NaN            NaN            NaN  0.117448       0.243775                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.3150       0.332087                 NaN            NaN            NaN  0.112532       0.240423                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3203       0.331731                 NaN            NaN            NaN  0.109920       0.238063                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.3261       0.328380                 NaN            NaN            NaN  0.109633       0.235895                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.3314       0.327659                 NaN            NaN            NaN  0.107300       0.233606                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.3364       0.323099                 NaN            NaN            NaN  0.108228       0.232300                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.3412       0.327008                 NaN            NaN            NaN  0.103116       0.228670                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3481       0.319984                 NaN            NaN            NaN  0.104835       0.227059                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3520       0.320134                 NaN            NaN            NaN  0.102596       0.225288                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.3567       0.320074                 NaN            NaN            NaN  0.100057       0.223119                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3628       0.317419                 NaN            NaN            NaN  0.989244E-001  0.220837                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.3666       0.318131                 NaN            NaN            NaN  0.963315E-001  0.218894                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.3718       0.314585                 NaN            NaN            NaN  0.965042E-001  0.217076                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.3760       0.315439                 NaN            NaN            NaN  0.934743E-001  0.215090                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.3814       0.311844                 NaN            NaN            NaN  0.936665E-001  0.213127                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3856       0.312302                 NaN            NaN            NaN  0.909045E-001  0.211172                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.3896       0.311310                 NaN            NaN            NaN  0.896286E-001  0.209484                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.3940       0.311473                 NaN            NaN            NaN  0.870239E-001  0.207527                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.3985       0.309381                 NaN            NaN            NaN  0.863601E-001  0.205801                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.4016       0.310979                 NaN            NaN            NaN  0.831604E-001  0.204309                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.4065       0.308759                 NaN            NaN            NaN  0.825979E-001  0.202121                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.4111       0.307756                 NaN            NaN            NaN  0.807689E-001  0.200343                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4146       0.308216                 NaN            NaN            NaN  0.783473E-001  0.198832                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4181       0.306827                 NaN            NaN            NaN  0.777675E-001  0.197257                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.4224       0.306250                 NaN            NaN            NaN  0.758546E-001  0.195528                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.4249       0.308835                 NaN            NaN            NaN  0.721518E-001  0.194082                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.4296       0.305315                 NaN            NaN            NaN  0.727007E-001  0.192366                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.4334       0.305000                 NaN            NaN            NaN  0.707587E-001  0.190853                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.4370       0.305757                 NaN            NaN            NaN  0.679931E-001  0.189215                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.4380       0.310884                 NaN            NaN            NaN  0.630814E-001  0.188050                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   99.4448       0.302376                 NaN            NaN            NaN  0.666650E-001  0.186163                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.4462       0.306106                 NaN            NaN            NaN  0.627089E-001  0.185011                 NaN            NaN            NaN
  1306.54        2500.00                 NaN   98.6233       0.461186                 NaN            NaN            NaN  0.947773E-001  0.289539       0.531204                 NaN            NaN
  1305.38        2500.00                 NaN   90.2447        2.07294                 NaN            NaN            NaN  0.415620        1.36323        5.90348                 NaN            NaN
  1304.22        2500.00                 NaN   90.7381        1.99981                 NaN            NaN            NaN  0.385909        1.30141        5.57473                 NaN            NaN
  1303.07        2500.00                 NaN   89.3695        2.24675                 NaN            NaN            NaN  0.440577        1.49542        6.38908       0.586314E-001            NaN
  1301.91        2500.00                 NaN   78.6166        4.25117                 NaN            NaN            NaN  0.837562        2.98107        12.8826       0.430983                 NaN
  1300.75        2500.00                 NaN   80.1168        3.95618                 NaN            NaN            NaN  0.828088        2.77845        11.9247       0.395791                 NaN
  1299.60        2500.00                 NaN   81.7341        3.66620                 NaN            NaN            NaN  0.783783        2.56033        10.8977       0.357901                 NaN
  1298.44        2500.00                 NaN   83.3376        3.38310                 NaN            NaN            NaN  0.725768        2.34265        9.88952       0.321385                 NaN
  1297.28        2500.00                 NaN   84.8263        3.12609                 NaN            NaN            NaN  0.661436        2.14021        8.95799       0.287975                 NaN
  1296.13        2500.00                 NaN   86.3052        2.87514                 NaN            NaN            NaN  0.581662        1.93836        8.04363       0.256015                 NaN
  1294.97        2500.00                 NaN   85.8687        2.98792                 NaN            NaN            NaN  0.614794        2.00395        8.26262       0.262008                 NaN
  1293.81        2500.00                 NaN   89.5317        2.27055                 NaN            NaN            NaN  0.455900        1.49386        6.06031       0.187673                 NaN
  1292.66        2500.00                 NaN   89.5269        2.30287                 NaN            NaN            NaN  0.426930        1.49542        6.05989       0.187953                 NaN
  1291.50        2500.00                 NaN   90.3300        2.17708                 NaN            NaN            NaN  0.369589        1.38446        5.56792       0.170936                 NaN
  1290.34        2500.00                 NaN   87.0008        2.85216                 NaN            NaN            NaN  0.563431        1.87434        7.47110       0.238197                 NaN
  1289.19        2500.00                 NaN   94.7786        1.21830                 NaN            NaN            NaN  0.203861       0.740187        2.97643       0.826030E-001            NaN
  1288.03        2500.00                 NaN   92.5429        1.78652                 NaN            NaN            NaN  0.243985        1.07268        4.22681       0.127113                 NaN
  1286.87        2500.00                 NaN   79.6482        4.57564                 NaN            NaN            NaN  0.849778        2.94836        11.6118       0.366195                 NaN
  1285.72        2500.00                 NaN   99.9435                 NaN            NaN            NaN            NaN            NaN  0.518538E-001            NaN  0.461673E-002            NaN
  1284.56        2500.00                 NaN   99.1124       0.934190E-001            NaN            NaN            NaN  0.117306       0.909427E-001  0.583725       0.223667E-002            NaN
  1283.40        2500.00                 NaN   92.5341        2.32460       0.291983E-001            NaN            NaN            NaN   1.08425        3.92627       0.101537                 NaN
  1282.25        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.121474E-005  0.115475E-005  0.434646E-005            NaN            NaN
  1281.09        2500.00                 NaN   99.1790       0.235790                 NaN            NaN            NaN  0.291160E-002  0.118132       0.452854       0.112762E-001            NaN
  1279.93        2500.00                 NaN   85.9978        4.11589                 NaN            NaN            NaN            NaN   2.03051        7.65233       0.203506                 NaN
  1278.77        2500.00                 NaN   95.0793        1.46467                 NaN            NaN            NaN            NaN  0.718800        2.66702       0.702393E-001            NaN
  1277.62        2500.00                 NaN   95.8761       0.171273                 NaN            NaN            NaN  0.120903       0.753614        2.92067       0.157475                 NaN
  1276.46        2500.00                 NaN   93.2477        1.69505        1.13416                 NaN            NaN            NaN  0.812437        3.10202       0.861027E-002            NaN
  1275.30        2500.00                 NaN   97.1514       0.777054                 NaN            NaN            NaN            NaN  0.412744        1.61325       0.455710E-001            NaN
  1274.15        2500.00                 NaN   86.8328        3.79385                 NaN            NaN            NaN  0.182238        2.05719        6.98218       0.151754                 NaN
  1272.99        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.83        2500.00                 NaN   99.9820                 NaN            NaN            NaN            NaN            NaN  0.166406E-001            NaN  0.131654E-002            NaN
  1270.68        2500.00                 NaN   98.2528       0.518101                 NaN            NaN            NaN            NaN  0.238514       0.966035       0.245136E-001            NaN
  1269.52        2500.00                 NaN   97.8395       0.616093                 NaN            NaN            NaN            NaN  0.316902        1.19473       0.327494E-001            NaN
  1268.36        2500.00                 NaN   98.8001       0.306057                 NaN            NaN            NaN            NaN  0.181682       0.697858       0.143104E-001            NaN
  1267.21        2500.00                 NaN   97.6520       0.712893E-001  0.636382                 NaN            NaN            NaN  0.353398        1.25598       0.309141E-001            NaN
  1266.05        2500.00                 NaN   93.1318       0.234399        1.77334       0.170499E-003            NaN            NaN   1.00694        3.75371       0.996782E-001            NaN
  1264.89        2500.00                 NaN   98.7256                 NaN            NaN            NaN            NaN            NaN  0.154237        1.06749       0.526235E-001            NaN
  1263.74        2500.00                 NaN   92.0549        2.69334                 NaN            NaN            NaN            NaN   1.20872        3.95365       0.894055E-001            NaN
  1262.58        2500.00                 NaN   99.3195       0.957733E-002            NaN            NaN            NaN            NaN  0.145582       0.525322                 NaN            NaN
  1261.42        2500.00                 NaN   99.1442       0.431844                 NaN            NaN            NaN            NaN  0.560973E-001  0.354520       0.133432E-001            NaN
  1260.27        2500.00                 NaN   97.3884       0.749100                 NaN            NaN            NaN            NaN  0.387923        1.42756       0.469975E-001            NaN
  1259.11        2500.00                 NaN   95.5287        1.24132                 NaN            NaN            NaN            NaN  0.684693        2.46729       0.779618E-001            NaN
  1257.95        2500.00                 NaN   99.2116       0.174604                 NaN            NaN            NaN            NaN  0.577848E-001  0.542575       0.134649E-001            NaN
  1256.80        2500.00                 NaN   96.2858       0.411163       0.570623                 NaN            NaN            NaN  0.490597        2.18241       0.593731E-001            NaN
  1255.64        2500.00                 NaN   99.6322       0.112843                 NaN            NaN            NaN            NaN  0.107339       0.115237       0.323738E-001            NaN
  1254.48        2500.00                 NaN   94.6724        1.29323       0.329870                 NaN            NaN            NaN  0.790028        2.89764       0.168790E-001            NaN
  1253.33        2500.00                 NaN   99.8590       0.513835E-002            NaN            NaN            NaN            NaN            NaN  0.135904                 NaN            NaN
  1252.17        2500.00                 NaN   99.2682       0.184808                 NaN            NaN            NaN            NaN  0.898482E-001  0.442331       0.148048E-001            NaN
  1251.01        2500.00                 NaN   99.3638       0.157587                 NaN            NaN            NaN            NaN  0.103798       0.372321       0.252079E-002            NaN
  1249.86        2500.00                 NaN   97.3499       0.880967                 NaN            NaN            NaN            NaN  0.409028        1.33150       0.285589E-001            NaN
  1248.70        2500.00                 NaN   98.0104       0.195186       0.264625                 NaN            NaN            NaN  0.239234        1.23668       0.539212E-001            NaN
  1247.54        2500.00                 NaN   98.3179       0.367632                 NaN            NaN            NaN            NaN  0.304344        1.01010                 NaN            NaN
  1246.39        2500.00                 NaN   98.7929       0.480334                 NaN            NaN            NaN            NaN  0.113102       0.595809       0.178171E-001            NaN
  1245.23        2500.00                 NaN   98.1494       0.565878                 NaN            NaN            NaN            NaN  0.286673       0.978562       0.194838E-001            NaN
  1244.07        2500.00                 NaN   97.9136       0.513122       0.101555E-004            NaN            NaN            NaN  0.302452        1.24152       0.293301E-001            NaN
  1242.92        2500.00                 NaN   98.9527       0.197419       0.150806                 NaN            NaN            NaN  0.141152       0.544917       0.130064E-001            NaN
  1241.76        2500.00                 NaN   98.4413       0.433505                 NaN            NaN            NaN            NaN  0.213145       0.889846       0.222079E-001            NaN
  1240.60        2500.00                 NaN   98.1906       0.339277                 NaN            NaN            NaN            NaN  0.234164        1.20631       0.296579E-001            NaN
  1239.45        2500.00                 NaN   92.6740        1.20078                 NaN            NaN            NaN            NaN  0.724679        3.26784       0.664076E-001   2.06627     
  1238.29        2500.00                 NaN   98.9246       0.185149                 NaN            NaN            NaN            NaN  0.112972       0.528471       0.112504E-001  0.237602     
  1237.13        2500.00                 NaN   99.9991       0.341204E-003            NaN            NaN            NaN            NaN  0.143581E-003  0.452079E-003  0.316477E-005            NaN
  1235.98        2500.00                 NaN   99.9982       0.341973E-004            NaN            NaN            NaN            NaN  0.118998E-003  0.725001E-003  0.114310E-004  0.872236E-003
  1234.82        2500.00                 NaN   73.7060        3.89711                 NaN            NaN            NaN            NaN   2.48144        11.7551       0.179438        7.98097     
  1233.66        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.51        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1231.35        2500.00                 NaN   54.5376        5.51641                 NaN            NaN            NaN            NaN   3.95359        20.7594       0.255862        14.9772     
  1230.19        2500.00                 NaN            NaN  0.851945        10.3726                 NaN            NaN            NaN   8.29526        46.3871       0.617625        33.4755     
  1229.03        2500.00                 NaN            NaN  0.326302E-005   5.72724        5.42146                 NaN            NaN   8.16586        46.6222       0.618174        33.4450     
  1227.88        2500.00                 NaN            NaN  0.326378E-005   5.75412        5.39540                 NaN            NaN   8.16853        46.6182       0.617850        33.4459     
  1226.72        2500.00                 NaN            NaN  0.326464E-005   5.78085        5.36950                 NaN            NaN   8.17120        46.6142       0.617524        33.4468     
  1225.56        2500.00                 NaN            NaN   6.95735        4.30670                 NaN            NaN            NaN   8.20780        46.4176       0.614187        33.4963     
  1224.41        2500.00                 NaN            NaN  0.842494E-005   5.83404        5.31799                 NaN            NaN   8.17655        46.6061       0.616864        33.4485     
  1223.25        2500.00                 NaN            NaN   3.87621        7.30170       0.119812E-005            NaN            NaN   8.19448        46.5599       0.612020        33.4557     
  1222.09        2500.00                 NaN            NaN   3.33933        7.90490       0.734268E-004            NaN            NaN   8.19271        46.4462       0.620583        33.4962     
  1220.94        2500.00                 NaN            NaN  0.365197E-005   6.14900        5.00292                 NaN            NaN   8.18445        46.5972       0.616253        33.4502     
  1219.78        2500.00                 NaN            NaN  0.196513E-005   6.17918        4.97337                 NaN            NaN   8.18724        46.5932       0.615907        33.4511     
  1218.62        2500.00                 NaN            NaN  0.196505E-005   6.20990        4.94352                 NaN            NaN   8.18998        46.5891       0.615566        33.4519     
