|6.6.6
Archiving\03_Data\eq/QFM_m1/Y98/Y98_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2165       0.775151       0.835614E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2164       0.775221       0.835611E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2164       0.775290       0.835608E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2163       0.775360       0.835606E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2162       0.775429       0.835604E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2161       0.775499       0.835602E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2161       0.775569       0.835600E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2160       0.775639       0.835598E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2159       0.775708       0.835597E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2159       0.775778       0.835596E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2158       0.775849       0.835595E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2157       0.775919       0.835595E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2157       0.775989       0.835594E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2156       0.776060       0.835594E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2155       0.776130       0.835594E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2154       0.776201       0.835594E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2154       0.776271       0.835594E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2153       0.776341       0.835595E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2152       0.776412       0.835595E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2152       0.776482       0.835596E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2151       0.776553       0.835597E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2150       0.776624       0.835598E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2149       0.776694       0.835599E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2149       0.776765       0.835601E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2148       0.776836       0.835602E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2147       0.776907       0.835604E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2147       0.776977       0.835605E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2146       0.777048       0.835607E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2145       0.777119       0.835609E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2145       0.777190       0.835612E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2144       0.777261       0.835614E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2143       0.777332       0.835617E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2142       0.777403       0.835620E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2142       0.777474       0.835623E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2141       0.777545       0.835625E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2140       0.777616       0.835629E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2140       0.777687       0.835632E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2139       0.777758       0.835635E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2138       0.777830       0.835639E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2137       0.777901       0.835643E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2137       0.777972       0.835647E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2136       0.778043       0.835651E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2135       0.778114       0.835655E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2135       0.778186       0.835659E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2134       0.778257       0.835664E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2133       0.778328       0.835668E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2132       0.778400       0.835673E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.2132       0.778471       0.835678E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.2131       0.778543       0.835683E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.2130       0.778614       0.835688E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.2130       0.778686       0.835693E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.2129       0.778757       0.835699E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.2128       0.778829       0.835704E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2127       0.778900       0.835710E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2127       0.778972       0.835716E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2126       0.779044       0.835722E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2125       0.779115       0.835728E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2125       0.779187       0.835734E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2124       0.779258       0.835741E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2123       0.779330       0.835747E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2122       0.779402       0.835754E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2122       0.779473       0.835760E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2121       0.779545       0.835767E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2120       0.779617       0.835774E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2120       0.779689       0.835782E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2119       0.779761       0.835789E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2118       0.779832       0.835796E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2117       0.779904       0.835804E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2117       0.779976       0.835811E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.2116       0.780048       0.835819E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.2115       0.780120       0.835827E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.2114       0.780192       0.835835E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.2114       0.780264       0.835843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.2113       0.780335       0.835851E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.2112       0.780407       0.835859E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.2112       0.780479       0.835868E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.2111       0.780551       0.835876E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.2110       0.780623       0.835885E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.2109       0.780695       0.835894E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.2109       0.780767       0.835903E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.2108       0.780839       0.835912E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.2107       0.780911       0.835921E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.2107       0.780983       0.835930E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0137       0.781088                 NaN  0.205180                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0073       0.781162                 NaN  0.211497                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        98.9992       0.781237                 NaN  0.219563                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        98.9911       0.781311                 NaN  0.227631                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        98.9829       0.781386                 NaN  0.235701                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        98.9748       0.781461                 NaN  0.243772                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        98.9651       0.781536                 NaN  0.253394                 NaN            NaN            NaN            NaN            NaN
