|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1286.45        500.000        99.7364                 NaN            NaN            NaN  0.836599E-001  0.101692                 NaN            NaN            NaN  0.782900E-001            NaN            NaN            NaN
  1285.09        500.000        99.7219                 NaN            NaN            NaN  0.114256       0.804963E-001            NaN            NaN            NaN  0.833927E-001            NaN            NaN            NaN
  1283.73        500.000        99.5840                 NaN            NaN            NaN  0.102640       0.134064                 NaN            NaN            NaN  0.100983       0.783000E-001            NaN            NaN
  1282.37        500.000        97.0349                 NaN            NaN            NaN  0.290470       0.548389                 NaN            NaN            NaN  0.332937        1.79332                 NaN            NaN
  1281.02        500.000        97.3413                 NaN            NaN            NaN   1.20759                 NaN            NaN            NaN            NaN  0.645293       0.805815                 NaN            NaN
  1279.66        500.000        81.4561                 NaN            NaN  0.523267        3.60685       0.504900                 NaN            NaN            NaN   2.22804        11.3317       0.349090                 NaN
  1278.30        500.000        95.4944                 NaN            NaN  0.594147E-001  0.251955       0.788107                 NaN            NaN            NaN  0.528447        2.71058       0.167052                 NaN
  1276.94        500.000        97.9640                 NaN            NaN            NaN  0.325801       0.170031                 NaN            NaN            NaN  0.232810        1.21406       0.933182E-001            NaN
  1275.59        500.000        98.5634                 NaN            NaN            NaN  0.112431       0.235927                 NaN            NaN            NaN  0.164531       0.853256       0.704657E-001            NaN
  1274.23        500.000        98.8303                 NaN            NaN            NaN  0.856033E-001  0.196080                 NaN            NaN            NaN  0.134035       0.692282       0.616893E-001            NaN
  1272.87        500.000        98.9444                 NaN            NaN            NaN  0.181918       0.703980E-001            NaN            NaN            NaN  0.120812       0.622228       0.602109E-001            NaN
  1271.51        500.000        98.9505                 NaN            NaN            NaN  0.634430E-001  0.184981                 NaN            NaN            NaN  0.119810       0.616530       0.646924E-001            NaN
  1270.16        500.000        98.8380                 NaN            NaN            NaN  0.209446       0.624582E-001            NaN            NaN            NaN  0.132041       0.680079       0.779511E-001            NaN
  1268.80        500.000        98.5017                 NaN            NaN            NaN  0.274795       0.712588E-001            NaN            NaN            NaN  0.169347       0.874048       0.108817                 NaN
  1267.44        500.000        97.3707                 NaN            NaN            NaN  0.490334       0.107854                 NaN            NaN            NaN  0.295112        1.52835       0.207645                 NaN
  1266.08        500.000        86.1924                 NaN            NaN            NaN  0.499121        2.57004                 NaN            NaN            NaN   1.53608        8.02248        1.17992                 NaN
  1264.73        500.000        96.2546                 NaN            NaN            NaN  0.613515       0.219081                 NaN            NaN            NaN  0.417369        2.27262       0.222806                 NaN
  1263.37        500.000        96.4245                 NaN            NaN            NaN  0.585486       0.203874                 NaN            NaN            NaN  0.397702        2.17442       0.213976                 NaN
  1262.01        500.000        96.5819                 NaN            NaN            NaN  0.560253       0.189948                 NaN            NaN            NaN  0.379524        2.08305       0.205331                 NaN
  1260.65        500.000        96.7251                 NaN            NaN            NaN  0.177384       0.536584                 NaN            NaN            NaN  0.362868        2.00058       0.197513                 NaN
  1259.30        500.000        96.8589                 NaN            NaN            NaN  0.514317       0.165903                 NaN            NaN            NaN  0.347173        1.92356       0.190128                 NaN
  1257.94        500.000        96.9837                 NaN            NaN            NaN  0.492681       0.155630                 NaN            NaN            NaN  0.332499        1.85215       0.183329                 NaN
  1256.58        500.000        97.1007                 NaN            NaN            NaN  0.145869       0.473267                 NaN            NaN            NaN  0.318689        1.78498       0.176462                 NaN
  1255.22        500.000        97.2107                 NaN            NaN            NaN  0.454553       0.136746                 NaN            NaN            NaN  0.305683        1.72211       0.170249                 NaN
  1253.87        500.000        97.3131                 NaN            NaN            NaN  0.437201       0.128551                 NaN            NaN            NaN  0.293471        1.66356       0.164137                 NaN
  1252.51        500.000        96.9144                 NaN            NaN            NaN  0.436744                 NaN            NaN            NaN            NaN  0.617371        2.03148                 NaN            NaN
  1251.15        500.000        97.7253                 NaN            NaN            NaN  0.289970       0.366649                 NaN            NaN            NaN            NaN   1.27442       0.343612                 NaN
  1249.79        500.000        97.8756                 NaN            NaN            NaN  0.373119       0.650807E-001            NaN            NaN            NaN  0.179220        1.37385       0.133115                 NaN
  1248.44        500.000        97.6671                 NaN            NaN            NaN  0.375479       0.101498                 NaN            NaN            NaN  0.251193        1.46209       0.142599                 NaN
  1247.08        500.000        97.7559                 NaN            NaN            NaN  0.959175E-001  0.359857                 NaN            NaN            NaN  0.240699        1.41075       0.136853                 NaN
  1245.72        500.000        97.8276                 NaN            NaN            NaN  0.899929E-001  0.348010                 NaN            NaN            NaN  0.231830        1.37009       0.132508                 NaN
  1244.36        500.000        97.8984                 NaN            NaN            NaN  0.335068       0.853710E-001            NaN            NaN            NaN  0.223425        1.32989       0.127896                 NaN
  1243.00        500.000        97.9670                 NaN            NaN            NaN  0.808544E-001  0.322678                 NaN            NaN            NaN  0.215100        1.29084       0.123512                 NaN
  1241.65        500.000        98.0325                 NaN            NaN            NaN  0.768681E-001  0.310181                 NaN            NaN            NaN  0.207220        1.25381       0.119450                 NaN
  1240.29        500.000        98.0962                 NaN            NaN            NaN  0.299683       0.724164E-001            NaN            NaN            NaN  0.199502        1.21704       0.115156                 NaN
  1238.93        500.000        98.1554                 NaN            NaN            NaN  0.288848       0.687359E-001            NaN            NaN            NaN  0.192356        1.18338       0.111241                 NaN
  1237.57        500.000        98.2130                 NaN            NaN            NaN  0.278411       0.652155E-001            NaN            NaN            NaN  0.185398        1.15046       0.107511                 NaN
  1236.22        500.000        98.2680                 NaN            NaN            NaN  0.618872E-001  0.268500                 NaN            NaN            NaN  0.178774        1.11897       0.103832                 NaN
  1234.86        500.000        98.3211                 NaN            NaN            NaN  0.258456       0.589702E-001            NaN            NaN            NaN  0.172304        1.08880       0.100417                 NaN
  1233.50        500.000        98.3714                 NaN            NaN            NaN  0.249361       0.558786E-001            NaN            NaN            NaN  0.166280        1.05994       0.970930E-001            NaN
  1232.14        500.000        98.4207                 NaN            NaN            NaN  0.241302       0.530473E-001            NaN            NaN            NaN  0.160373        1.03106       0.935550E-001            NaN
  1230.79        500.000        98.4674                 NaN            NaN            NaN  0.232435       0.505611E-001            NaN            NaN            NaN  0.154821        1.00431       0.905192E-001            NaN
  1229.43        500.000        98.5123                 NaN            NaN            NaN  0.480291E-001  0.224429                 NaN            NaN            NaN  0.149392       0.978405       0.874613E-001            NaN
  1228.07        500.000        98.5554                 NaN            NaN            NaN  0.216838       0.457613E-001            NaN            NaN            NaN  0.144165       0.953286       0.845532E-001            NaN
  1226.71        500.000        98.5955                 NaN            NaN            NaN  0.209433       0.437307E-001            NaN            NaN            NaN  0.139497       0.930090       0.817164E-001            NaN
  1225.36        500.000        98.6379                 NaN            NaN            NaN  0.202109       0.415730E-001            NaN            NaN            NaN  0.134371       0.905077       0.789243E-001            NaN
  1224.00        500.000        86.5634                 NaN            NaN            NaN  0.924207E-001  0.917774                 NaN            NaN            NaN  0.989643        5.85537       0.336890        5.24446     
  1222.64        500.000        85.7860                 NaN            NaN            NaN  0.950522       0.920277E-001            NaN            NaN            NaN   1.04016        6.14019       0.346175        5.64495     
  1221.28        500.000        87.0940                 NaN            NaN            NaN  0.861631       0.836098E-001            NaN            NaN            NaN  0.943547        5.57662       0.312007        5.12858     
  1219.93        500.000        88.1524                 NaN            NaN            NaN  0.764953E-001  0.789791                 NaN            NaN            NaN  0.865469        5.12051       0.284178        4.71112     
  1218.57        500.000        89.0225                 NaN            NaN            NaN  0.730803       0.705687E-001            NaN            NaN            NaN  0.801006        4.74629       0.261098        4.36771     
  1217.21        500.000        89.7421                 NaN            NaN            NaN  0.657194E-001  0.680780                 NaN            NaN            NaN  0.747327        4.43734       0.242100        4.08463     
  1215.85        500.000        90.3387                 NaN            NaN            NaN  0.639918       0.614173E-001            NaN            NaN            NaN  0.702899        4.18137       0.225980        3.84975     
  1214.50        500.000        90.8356                 NaN            NaN            NaN  0.579608E-001  0.604425                 NaN            NaN            NaN  0.665523        3.96924       0.212596        3.65465     
  1213.14        500.000        91.2413                 NaN            NaN            NaN  0.575491       0.548866E-001            NaN            NaN            NaN  0.634726        3.79659       0.201307        3.49572     
  1211.78        500.000        91.5673                 NaN            NaN            NaN  0.521400E-001  0.551327                 NaN            NaN            NaN  0.609646        3.65931       0.191925        3.36832     
  1210.42        500.000        91.8067                 NaN            NaN            NaN  0.533632       0.493890E-001            NaN            NaN            NaN  0.590470        3.55948       0.184346        3.27599     
  1209.07        500.000        91.7425                 NaN            NaN            NaN  0.149867E-001  0.536793                 NaN            NaN            NaN  0.588869        3.59892       0.186559        3.33139     
  1207.71        500.000        92.3201                 NaN            NaN            NaN  0.761419E-001  0.489363                 NaN            NaN            NaN  0.552884        3.34691       0.167504        3.04711     
  1206.35        500.000        91.9551                 NaN            NaN            NaN  0.432622E-001  0.507050                 NaN            NaN            NaN  0.571579        3.51805       0.175017        3.22991     
  1204.99        500.000        91.1911                 NaN            NaN            NaN  0.387983       0.294165                 NaN            NaN            NaN  0.673236        3.79835       0.141753        3.51343     
  1203.64        500.000        89.3057                 NaN            NaN            NaN  0.300691       0.323703                 NaN            NaN            NaN  0.737251        4.70666       0.228873        4.39717     
  1202.28        500.000        89.4754                 NaN            NaN            NaN  0.445935                 NaN            NaN            NaN            NaN  0.627155        5.04347                 NaN   4.40809     
  1200.92        500.000        90.8865                 NaN            NaN            NaN  0.831798                 NaN            NaN            NaN            NaN  0.693222        3.74089       0.458506        3.38904     
  1199.56        500.000        65.0363                 NaN            NaN            NaN   1.65292                 NaN            NaN            NaN            NaN   2.23599        15.8829       0.730119        14.4618     
  1198.21        500.000        13.0093                 NaN            NaN            NaN  0.974960        4.02313                 NaN            NaN            NaN   5.56530        39.6709        1.53788        35.2186     
  1196.85        500.000                 NaN            NaN            NaN            NaN   4.38137        2.90426                 NaN            NaN            NaN   6.69165        44.2707        1.32506        40.4269     
  1195.49        500.000                 NaN            NaN            NaN            NaN   4.32032        2.46950       0.239774       0.367009E-004            NaN   6.49716        44.6956        1.39927        40.3784     
  1194.13        500.000                 NaN            NaN            NaN            NaN   4.18241        2.43184       0.420264       0.338121E-004            NaN   6.50284        44.6854        1.39794        40.3793     
  1192.77        500.000                 NaN            NaN            NaN            NaN   4.17235        2.43416       0.428620       0.320705E-004            NaN   6.50397        44.6838        1.39770        40.3794     
  1191.42        500.000                 NaN            NaN            NaN            NaN   4.16240        2.43657       0.436769       0.304285E-004            NaN   6.50508        44.6822        1.39745        40.3795     
  1190.06        500.000                 NaN            NaN            NaN            NaN   4.15241        2.43900       0.444945       0.294621E-004            NaN   6.50620        44.6806        1.39720        40.3796     
  1188.70        500.000                 NaN            NaN            NaN            NaN  0.353067        6.91647                 NaN            NaN            NaN   6.67451        44.2994        1.33218        40.4244     
  1187.34        500.000                 NaN            NaN            NaN            NaN  0.396269        6.87449                 NaN            NaN            NaN   6.67565        44.2973        1.33168        40.4246     
  1185.99        500.000                 NaN            NaN            NaN            NaN  0.439908        6.83204                 NaN            NaN            NaN   6.67677        44.2953        1.33119        40.4248     
  1184.63        500.000                 NaN            NaN            NaN            NaN  0.481251        6.79188                 NaN            NaN            NaN   6.67791        44.2933        1.33070        40.4249     
  1183.27        500.000                 NaN            NaN            NaN            NaN  0.521730        6.75256                 NaN            NaN            NaN   6.67905        44.2913        1.33021        40.4251     
  1181.91        500.000                 NaN            NaN            NaN            NaN  0.560725        6.71472                 NaN            NaN            NaN   6.68020        44.2893        1.32973        40.4253     
  1180.56        500.000                 NaN            NaN            NaN            NaN  0.599137        6.67745                 NaN            NaN            NaN   6.68135        44.2873        1.32925        40.4255     
  1179.20        500.000                 NaN            NaN            NaN            NaN   7.22056       0.854440E-001            NaN            NaN            NaN   6.71058        44.2356        1.31739        40.4304     
  1177.84        500.000                 NaN            NaN            NaN            NaN   7.12451       0.171046                 NaN            NaN            NaN   6.70224        44.2493        1.32345        40.4295     
  1176.48        500.000                 NaN            NaN            NaN            NaN   6.97842       0.329736                 NaN            NaN            NaN   6.71173        44.2323        1.31686        40.4309     
  1175.13        500.000                 NaN            NaN            NaN            NaN   6.94587       0.361743                 NaN            NaN            NaN   6.71179        44.2328        1.31702        40.4308     
  1173.77        500.000                 NaN            NaN            NaN            NaN  0.426080        6.88179                 NaN            NaN            NaN   6.71223        44.2321        1.31688        40.4309     
  1172.41        500.000                 NaN            NaN            NaN            NaN   6.79953       0.494715                 NaN            NaN            NaN   6.70389        44.2511        1.32220        40.4286     
  1171.05        500.000                 NaN            NaN            NaN            NaN   6.75515       0.539843                 NaN            NaN            NaN   6.70464        44.2498        1.32190        40.4287     
  1169.70        500.000                 NaN            NaN            NaN            NaN   6.71510       0.580684                 NaN            NaN            NaN   6.70541        44.2483        1.32159        40.4289     
  1168.34        500.000                 NaN            NaN            NaN            NaN   6.67430       0.622248                 NaN            NaN            NaN   6.70617        44.2470        1.32129        40.4290     
  1166.98        500.000                 NaN            NaN            NaN            NaN   6.63520       0.662135                 NaN            NaN            NaN   6.70694        44.2456        1.32098        40.4292     
  1165.62        500.000                 NaN            NaN            NaN            NaN   6.59743       0.700685                 NaN            NaN            NaN   6.70771        44.2442        1.32067        40.4293     
  1164.27        500.000                 NaN            NaN            NaN            NaN   6.56134       0.737572                 NaN            NaN            NaN   6.70849        44.2428        1.32035        40.4295     
  1162.91        500.000                 NaN            NaN            NaN            NaN   6.52600       0.773714                 NaN            NaN            NaN   6.70926        44.2414        1.32004        40.4296     
  1161.55        500.000                 NaN            NaN            NaN            NaN   6.49190       0.808620                 NaN            NaN            NaN   6.71004        44.2399        1.31972        40.4298     
  1160.19        500.000                 NaN            NaN            NaN            NaN   6.39126       0.916195                 NaN            NaN            NaN   6.71488        44.2302        1.31658        40.4308     
  1158.84        500.000                 NaN            NaN            NaN            NaN   6.33770       0.966243                 NaN            NaN            NaN   6.71299        44.2350        1.31783        40.4302     
  1157.48        500.000                 NaN            NaN            NaN            NaN   6.33624       0.968357                 NaN            NaN            NaN   6.71419        44.2338        1.31722        40.4302     
  1156.12        500.000                 NaN            NaN            NaN            NaN   1.02574        6.28772                 NaN            NaN            NaN   6.72061        44.2207        1.31355        40.4317     
  1154.76        500.000                 NaN            NaN            NaN            NaN   4.50967        2.58670                 NaN            NaN            NaN   6.50315        44.6196        1.38595        40.3949     
  1153.41        500.000                 NaN            NaN            NaN            NaN   6.24733        1.06932                 NaN            NaN            NaN   6.72276        44.2156        1.31260        40.4324     
  1152.05        500.000                 NaN            NaN            NaN            NaN   6.22259        1.09543                 NaN            NaN            NaN   6.72374        44.2134        1.31217        40.4327     
  1150.69        500.000                 NaN            NaN            NaN            NaN   4.49667        2.60510                 NaN            NaN            NaN   6.50437        44.6146        1.38351        40.3958     
  1149.33        500.000                 NaN            NaN            NaN            NaN   1.08935        6.21323                 NaN            NaN            NaN   6.71509        44.2343        1.31808        40.4299     
  1147.98        500.000                 NaN            NaN            NaN            NaN   4.49129        2.60883                 NaN            NaN            NaN   6.50666        44.6148        1.38318        40.3952     
  1146.62        500.000                 NaN            NaN            NaN            NaN   1.16167        6.14216                 NaN            NaN            NaN   6.71648        44.2320        1.31754        40.4301     
  1145.26        500.000                 NaN            NaN            NaN            NaN   1.18925        6.11523                 NaN            NaN            NaN   6.71715        44.2308        1.31725        40.4303     
  1143.90        500.000                 NaN            NaN            NaN            NaN   4.48329        2.61434                 NaN            NaN            NaN   6.51010        44.6152        1.38267        40.3944     
  1142.54        500.000                 NaN            NaN            NaN            NaN   1.56794        5.73144                 NaN            NaN            NaN   6.71240        44.2404        1.31842        40.4294     
  1141.19        500.000                 NaN            NaN            NaN            NaN   5.90344        1.39442                 NaN            NaN            NaN   6.71487        44.2382        1.31960        40.4295     
  1139.83        500.000                 NaN            NaN            NaN            NaN   5.86421        1.43973                 NaN            NaN            NaN   6.71715        44.2316        1.31694        40.4304     
  1138.47        500.000                 NaN            NaN            NaN            NaN   5.83805        1.46098                 NaN            NaN            NaN   6.71623        44.2361        1.31903        40.4297     
  1137.11        500.000                 NaN            NaN            NaN            NaN   5.85147        1.47200                 NaN            NaN            NaN   6.73072        44.2027        1.30942        40.4337     
  1135.76        500.000                 NaN            NaN            NaN            NaN   6.10803        1.19835                 NaN            NaN            NaN   6.72182        44.2248        1.31608        40.4310     
  1134.40        500.000                 NaN            NaN            NaN            NaN   1.70354       0.478094        5.11910                 NaN            NaN   6.71618        44.2359        1.31791        40.4292     
  1133.04        500.000                 NaN            NaN            NaN            NaN   5.85678        1.46784                 NaN            NaN            NaN   6.73137        44.1997        1.30989        40.4345     
  1131.68        500.000                 NaN            NaN            NaN            NaN   5.95325        1.35699                 NaN            NaN            NaN   6.72348        44.2199        1.31466        40.4317     
  1130.33        500.000                 NaN            NaN            NaN            NaN   6.11775        1.19398                 NaN            NaN            NaN   6.72507        44.2165        1.31442        40.4323     
  1128.97        500.000                 NaN            NaN            NaN            NaN   1.50053        5.82548                 NaN            NaN            NaN   6.73414        44.1965        1.30883        40.4345     
  1127.61        500.000                 NaN            NaN            NaN            NaN   5.90517        1.40409                 NaN            NaN            NaN   6.72495        44.2189        1.31524        40.4316     
  1126.25        500.000                 NaN            NaN            NaN            NaN  0.835030        1.37266        5.10664                 NaN            NaN   6.72362        44.2163        1.31311        40.4326     
  1124.90        500.000                 NaN            NaN            NaN            NaN   5.58182        1.74744                 NaN            NaN            NaN   6.73821        44.1915        1.30644        40.4346     
  1123.54        500.000                 NaN            NaN            NaN            NaN   5.75063        1.56682                 NaN            NaN            NaN   6.72979        44.2086        1.31139        40.4327     
  1122.18        500.000                 NaN            NaN            NaN            NaN   5.72636        1.59316                 NaN            NaN            NaN   6.73147        44.2054        1.31049        40.4331     
  1120.82        500.000                 NaN            NaN            NaN            NaN   5.71365        1.60584                 NaN            NaN            NaN   6.73177        44.2052        1.31046        40.4330     
  1119.47        500.000                 NaN            NaN            NaN            NaN   5.69279        1.62788                 NaN            NaN            NaN   6.73284        44.2033        1.30998        40.4332     
  1118.11        500.000                 NaN            NaN            NaN            NaN   5.50212        1.82601                 NaN            NaN            NaN   6.73413        44.1945        1.30848        40.4348     
  1116.75        500.000                 NaN            NaN            NaN            NaN   5.68404        1.63788                 NaN            NaN            NaN   6.73406        44.2010        1.30957        40.4335     
  1115.39        500.000                 NaN            NaN            NaN            NaN   5.62259        1.70137                 NaN            NaN            NaN   6.73583        44.1979        1.30855        40.4337     
  1114.04        500.000                 NaN            NaN            NaN            NaN   5.19411        2.14121                 NaN            NaN            NaN   6.74542        44.1796        1.30413        40.4355     
  1112.68        500.000                 NaN            NaN            NaN            NaN   5.60757        1.71673                 NaN            NaN            NaN   6.73706        44.1962        1.30859        40.4338     
  1111.32        500.000                 NaN            NaN            NaN            NaN   5.54027        1.78548                 NaN            NaN            NaN   6.73791        44.1935        1.30807        40.4347     
  1109.96        500.000                 NaN            NaN            NaN            NaN   5.55604        1.76925                 NaN            NaN            NaN   6.73869        44.1929        1.30843        40.4347     
  1108.61        500.000                 NaN            NaN            NaN            NaN   2.40894        4.91962                 NaN            NaN            NaN   6.74631        44.1860        1.30466        40.4344     
  1107.25        500.000                 NaN            NaN            NaN            NaN   2.40230        4.92654                 NaN            NaN            NaN   6.74661        44.1853        1.30468        40.4346     
  1105.89        500.000                 NaN            NaN            NaN            NaN   2.39587        4.93326                 NaN            NaN            NaN   6.74691        44.1846        1.30470        40.4347     
  1104.53        500.000                 NaN            NaN            NaN            NaN   2.52821        3.36812        1.34329                 NaN            NaN   6.72184        44.3043        1.31902        40.4152     
  1103.18        500.000                 NaN            NaN            NaN            NaN   2.48900        3.34791        1.40475                 NaN            NaN   6.72304        44.3011        1.31849        40.4157     
  1101.82        500.000                 NaN            NaN            NaN            NaN   2.44913        3.32830        1.46624                 NaN            NaN   6.72423        44.2981        1.31796        40.4161     
  1100.46        500.000                 NaN            NaN            NaN            NaN   2.40884        3.30942        1.52749                 NaN            NaN   6.72546        44.2949        1.31742        40.4165     
  1099.10        500.000                 NaN            NaN            NaN            NaN   2.36839        3.29125        1.58825                 NaN            NaN   6.72672        44.2916        1.31685        40.4169     
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.32694        3.27337        1.64970                 NaN            NaN   6.72797        44.2883        1.31629        40.4174     
  1096.39        500.000                 NaN            NaN            NaN            NaN   2.28404        3.25585        1.71235                 NaN            NaN   6.72926        44.2849        1.31571        40.4178     
  1095.03        500.000                 NaN            NaN            NaN            NaN   2.24258        3.23933        1.77253                 NaN            NaN   6.73055        44.2816        1.31513        40.4183     
  1093.67        500.000                 NaN            NaN            NaN            NaN  0.877709        4.71118        1.70560                 NaN            NaN   6.72759        44.2343        1.31594        40.4277     
  1092.31        500.000                 NaN            NaN            NaN            NaN  0.894912        4.70750        1.69332                 NaN            NaN   6.72873        44.2322        1.31543        40.4279     
  1090.96        500.000                 NaN            NaN            NaN            NaN  0.912194        4.70381        1.68099                 NaN            NaN   6.72989        44.2300        1.31492        40.4282     
  1089.60        500.000                 NaN            NaN            NaN            NaN  0.929506        4.70010        1.66867                 NaN            NaN   6.73105        44.2279        1.31440        40.4284     
  1088.24        500.000                 NaN            NaN            NaN            NaN   2.00896        3.50169        1.82528                 NaN            NaN   6.75738        44.1702        1.30098        40.4355     
  1086.88        500.000                 NaN            NaN            NaN            NaN   3.16374        3.54580       0.559685                 NaN            NaN   6.73688        44.2581        1.31264        40.4232     
  1085.53        500.000                 NaN            NaN            NaN            NaN   3.13949        3.53440       0.596811                 NaN            NaN   6.73809        44.2556        1.31211        40.4234     
  1084.17        500.000                 NaN            NaN            NaN            NaN   3.11512        3.52343       0.633663                 NaN            NaN   6.73932        44.2532        1.31158        40.4237     
  1082.81        500.000                 NaN            NaN            NaN            NaN   3.09061        3.51276       0.670361                 NaN            NaN   6.74056        44.2507        1.31105        40.4240     
  1081.45        500.000                 NaN            NaN            NaN            NaN   3.06581        3.50244       0.707053                 NaN            NaN   6.74183        44.2481        1.31050        40.4243     
  1080.10        500.000                 NaN            NaN            NaN            NaN   3.04133        3.49242       0.743093                 NaN            NaN   6.74309        44.2455        1.30995        40.4246     
  1078.74        500.000                 NaN            NaN            NaN            NaN   3.01589        3.48246       0.780037                 NaN            NaN   6.74433        44.2430        1.30940        40.4249     
  1077.38        500.000                 NaN            NaN            NaN            NaN   2.99073        3.47292       0.816338                 NaN            NaN   6.74560        44.2404        1.30885        40.4252     
  1076.02        500.000                 NaN            NaN            NaN            NaN   2.96552        3.46366       0.852403                 NaN            NaN   6.74689        44.2378        1.30828        40.4255     
  1074.67        500.000                 NaN            NaN            NaN            NaN   2.94014        3.45471       0.888392                 NaN            NaN   6.74820        44.2351        1.30770        40.4258     
  1073.31        500.000                 NaN            NaN            NaN            NaN   2.91464        3.44590       0.924309                 NaN            NaN   6.74949        44.2325        1.30713        40.4261     
  1071.95        500.000                 NaN            NaN            NaN            NaN   2.88894        3.43731       0.960240                 NaN            NaN   6.75079        44.2298        1.30655        40.4264     
  1070.59        500.000                 NaN            NaN            NaN            NaN   2.86299        3.42903       0.996182                 NaN            NaN   6.75214        44.2270        1.30596        40.4267     
  1069.24        500.000                 NaN            NaN            NaN            NaN   2.83712        3.42086        1.03188                 NaN            NaN   6.75344        44.2243        1.30537        40.4270     
  1067.88        500.000                 NaN            NaN            NaN            NaN   2.81116        3.41300        1.06740                 NaN            NaN   6.75478        44.2216        1.30477        40.4273     
  1066.52        500.000                 NaN            NaN            NaN            NaN   2.78454        3.40522        1.10353                 NaN            NaN   6.75613        44.2188        1.30417        40.4276     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.75851        3.39775        1.13876                 NaN            NaN   6.75748        44.2160        1.30356        40.4279     
  1063.81        500.000                 NaN            NaN            NaN            NaN   2.73196        3.39040        1.17442                 NaN            NaN   6.75884        44.2132        1.30295        40.4283     
  1062.45        500.000                 NaN            NaN            NaN            NaN   2.70556        3.38333        1.20965                 NaN            NaN   6.76021        44.2103        1.30233        40.4286     
  1061.09        500.000                 NaN            NaN            NaN            NaN   2.67880        3.37637        1.24516                 NaN            NaN   6.76159        44.2075        1.30170        40.4289     
  1059.73        500.000                 NaN            NaN            NaN            NaN   2.65193        3.36957        1.28063                 NaN            NaN   6.76297        44.2046        1.30107        40.4293     
  1058.38        500.000                 NaN            NaN            NaN            NaN   2.62496        3.36296        1.31604                 NaN            NaN   6.76437        44.2016        1.30044        40.4296     
  1057.02        500.000                 NaN            NaN            NaN            NaN   2.59764        3.35651        1.35164                 NaN            NaN   6.76577        44.1987        1.29979        40.4299     
  1055.66        500.000                 NaN            NaN            NaN            NaN   2.57082        3.35029        1.38653                 NaN            NaN   6.76718        44.1958        1.29915        40.4303     
  1054.30        500.000                 NaN            NaN            NaN            NaN   2.54339        3.34417        1.42194                 NaN            NaN   6.76860        44.1928        1.29850        40.4306     
  1052.95        500.000                 NaN            NaN            NaN            NaN   2.51571        3.33807        1.45758                 NaN            NaN   6.77001        44.1898        1.29785        40.4310     
  1051.59        500.000                 NaN            NaN            NaN            NaN   2.48913        3.33254        1.49162                 NaN            NaN   6.77147        44.1868        1.29718        40.4313     
  1050.23        500.000                 NaN            NaN            NaN            NaN   2.46097        3.32670        1.52750                 NaN            NaN   6.77289        44.1838        1.29652        40.4317     
  1048.87        500.000                 NaN            NaN            NaN            NaN   2.47979        3.40126        1.49591                 NaN            NaN   6.79254        44.1021        1.28483        40.4436     
  1047.51        500.000                 NaN            NaN            NaN            NaN   2.49148        3.40523        1.48175                 NaN            NaN   6.79384        44.0996        1.28423        40.4439     
  1046.16        500.000                 NaN            NaN            NaN            NaN   2.50307        3.40947        1.46743                 NaN            NaN   6.79515        44.0971        1.28362        40.4441     
  1044.80        500.000                 NaN            NaN            NaN            NaN   2.51451        3.41402        1.45294                 NaN            NaN   6.79646        44.0946        1.28301        40.4444     
  1043.44        500.000                 NaN            NaN            NaN            NaN   2.52585        3.41880        1.43836                 NaN            NaN   6.79778        44.0921        1.28240        40.4447     
  1042.08        500.000                 NaN            NaN            NaN            NaN   2.53710        3.42376        1.42369                 NaN            NaN   6.79910        44.0896        1.28178        40.4450     
  1040.73        500.000                 NaN            NaN            NaN            NaN   2.54826        3.42921        1.40861                 NaN            NaN   6.80044        44.0870        1.28116        40.4453     
  1039.37        500.000                 NaN            NaN            NaN            NaN   2.55926        3.43465        1.39372                 NaN            NaN   6.80178        44.0845        1.28054        40.4456     
  1038.01        500.000                 NaN            NaN            NaN            NaN   2.20721        3.28202        1.84398                 NaN            NaN   6.78626        44.1553        1.29024        40.4350     
  1036.65        500.000                 NaN            NaN            NaN            NaN   2.58105        3.44626        1.36344                 NaN            NaN   6.80448        44.0793        1.27928        40.4462     
  1035.30        500.000                 NaN            NaN            NaN            NaN   2.59180        3.45272        1.34782                 NaN            NaN   6.80584        44.0767        1.27864        40.4465     
  1033.94        500.000                 NaN            NaN            NaN            NaN   2.60247        3.45916        1.33230                 NaN            NaN   6.80721        44.0741        1.27800        40.4468     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.61310        3.46617        1.31625                 NaN            NaN   6.80858        44.0715        1.27735        40.4471     
  1031.22        500.000                 NaN            NaN            NaN            NaN   2.62362        3.47320        1.30032                 NaN            NaN   6.80997        44.0688        1.27670        40.4474     
  1029.87        500.000                 NaN            NaN            NaN            NaN   2.63407        3.48052        1.28417                 NaN            NaN   6.81136        44.0662        1.27605        40.4477     
  1028.51        500.000                 NaN            NaN            NaN            NaN   2.00315        3.25415        2.09099                 NaN            NaN   6.79718        44.1317        1.28503        40.4378     
