|6.6.6
Archiving\03_Data\DfracLP/QFM/K22/K22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1847.12        500.000        99.6438       0.346708       0.954049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4042       0.579750       0.160148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4715       0.514337       0.141605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4719       0.514004       0.141391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4748       0.511160       0.140665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4767       0.509312       0.140299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4768       0.509226       0.140105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4762       0.509768       0.140277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4774       0.508627       0.139750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4809       0.505237       0.138756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4795       0.506567       0.139100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4806       0.505487       0.138729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4814       0.504762       0.138062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4810       0.505223       0.138111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4805       0.505680       0.138030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4233       0.561430       0.152817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6549       0.336011       0.913693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.9753       0.240439E-001  0.663675E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        98.8729        1.09746       0.296544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4759       0.510313       0.137840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4784       0.507969       0.136543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4841       0.502402       0.134550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4798       0.506644       0.135203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.2675       0.713402       0.191259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.7196       0.273287       0.713944E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4428       0.542816       0.143442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4722       0.514264       0.135652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4782       0.508546       0.132865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4678       0.518688       0.135230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4727       0.513941       0.133315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4691       0.517522       0.133787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4674       0.519248       0.133709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5688       0.420399       0.107813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.8498       0.146048       0.412430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.9723        1.00267       0.250510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1395       0.839192       0.212683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.8212       0.174461       0.432912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4102       0.575452       0.143345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4512       0.535579       0.132534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4490       0.537761       0.132612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4425       0.544249       0.132920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.5315       0.457376       0.111255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3540       0.630832       0.152181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4362       0.550658       0.131708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4356       0.551162       0.131910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4311       0.555743       0.131748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4278       0.559072       0.131761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4235       0.563292       0.131647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4219       0.564992       0.131165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4186       0.568300       0.130966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4150       0.571938       0.130916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4086       0.578252       0.131533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4447       0.543088       0.122481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3644       0.621666       0.139358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3971       0.589798       0.131271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3978       0.589213       0.129896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4393       0.548663       0.120482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3393       0.646614       0.140781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3807       0.606186       0.131135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3785       0.608421       0.130622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3770       0.609973       0.129840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3692       0.617700       0.130554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3677       0.619259       0.130015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3612       0.625705       0.130501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3597       0.627315       0.130029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3529       0.634015       0.130458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3521       0.634888       0.129689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3466       0.640394       0.129949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3434       0.643581       0.129807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3374       0.649561       0.130095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3357       0.651292       0.129637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.0420       0.939437       0.185424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.6164       0.376198       0.740004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3244       0.662610       0.129797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3221       0.664922       0.129341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3148       0.672178       0.130019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3158       0.671286       0.129138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3103       0.676740       0.129527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3072       0.679883       0.129481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3041       0.682933       0.129417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3037       0.683429       0.128885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2996       0.687490       0.129143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2943       0.692746       0.129972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2960       0.691096       0.128597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2818       0.705066       0.130860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3039       0.683431       0.126356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2909       0.696245       0.128208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2834       0.703691       0.129228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2896       0.697644       0.127654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2906       0.696682       0.127375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2785       0.708584       0.128963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2816       0.705618       0.128296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2857       0.701608       0.127265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.5648       0.427466       0.771432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.9996       0.982629       0.177662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.8094       0.469401       0.269891E-002  0.718474                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1218       0.116379                 NaN   1.76185                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.1612       0.112107                 NaN   1.72668                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.1059       0.914190E-001            NaN   1.80271                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3091       0.128681                 NaN   1.56221                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.2588       0.101288                 NaN   1.63986                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.2856       0.969115E-001            NaN   1.61744                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3170       0.955139E-001            NaN   1.58744                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3522       0.904257E-001            NaN   1.55739                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3558       0.936992E-001            NaN   1.55049                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4292       0.841501E-001            NaN   1.48670                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4249       0.787117E-001            NaN   1.49640                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4580       0.753730E-001            NaN   1.46660                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4789       0.728732E-001            NaN   1.44826                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5026       0.691837E-001            NaN   1.42820                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5290       0.668427E-001            NaN   1.40419                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5521       0.641880E-001            NaN   1.38370                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5726       0.590766E-001            NaN   1.36831                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.5911       0.546277E-001            NaN   1.35427                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6140       0.531174E-001            NaN   1.33292                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6353       0.502906E-001            NaN   1.31445                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6541       0.473133E-001            NaN   1.29864                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.6735       0.436046E-001            NaN   1.28285                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.6893       0.408186E-001            NaN   1.26985                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7094       0.354465E-001            NaN   1.25515                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7261       0.346883E-001            NaN   1.23916                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7406       0.298191E-001            NaN   1.22963                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.6998       0.466581E-001            NaN  0.253590                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        97.8396       0.362713E-002            NaN   2.15679                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.6997       0.267443E-001            NaN   1.27352                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8979       0.193183E-001            NaN   1.08278                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8239       0.173180E-001            NaN   1.15879                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8368       0.144477E-001            NaN   1.14874                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8498       0.106150E-001            NaN   1.13954                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8635       0.696896E-002            NaN   1.12951                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8300       0.368578                 NaN  0.801387                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9884                 NaN            NaN   1.01162                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9051                 NaN            NaN   1.09489                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9134                 NaN            NaN   1.08663                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9275                 NaN            NaN   1.07254                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9376                 NaN            NaN   1.06240                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9551                 NaN            NaN   1.04494                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9575                 NaN            NaN   1.04250                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9716                 NaN            NaN   1.02845                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9839                 NaN            NaN   1.01607                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9917                 NaN            NaN   1.00829                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0013                 NaN            NaN  0.998724                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0103                 NaN            NaN  0.989653                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0200                 NaN            NaN  0.980009                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0289                 NaN            NaN  0.971069                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0382                 NaN            NaN  0.961840                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0456                 NaN            NaN  0.954358                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0548                 NaN            NaN  0.945158                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0628                 NaN            NaN  0.937238                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0657                 NaN            NaN  0.934272                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0754                 NaN            NaN  0.924598                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0809                 NaN            NaN  0.919076                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0886                 NaN            NaN  0.911449                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0950                 NaN            NaN  0.905043                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0971                 NaN            NaN  0.902942                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0942                 NaN            NaN  0.891799       0.140040E-001            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.2854                 NaN            NaN  0.636822        1.07782                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.2022       0.486895E-005            NaN  0.591754        1.20600                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.2291                 NaN            NaN  0.579735        1.19119                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.2570                 NaN            NaN  0.568955        1.17405                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2767                 NaN            NaN  0.543507        1.15875       0.210000E-001            NaN            NaN            NaN            NaN
  1443.61        500.000        98.3012                 NaN            NaN  0.481946        1.13280       0.840984E-001            NaN            NaN            NaN            NaN
  1441.10        500.000        98.2754                 NaN            NaN  0.482127E-001  0.623364        1.05304                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.2997                 NaN            NaN  0.403543E-001  0.621859        1.03806                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3219                 NaN            NaN  0.307304E-001   1.02425       0.623148                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3421                 NaN            NaN  0.193638E-001   1.01073       0.627779                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3634                 NaN            NaN  0.156842E-001  0.622227       0.998728                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3839                 NaN            NaN  0.135385E-001  0.615776       0.986763                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4031                 NaN            NaN  0.905033E-002  0.612059       0.975765                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4213                 NaN            NaN  0.165004E-002  0.613064       0.963975                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4401                 NaN            NaN            NaN  0.953398       0.606537                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4594                 NaN            NaN  0.548919E-001  0.947799       0.537932                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4746                 NaN            NaN            NaN  0.933682       0.591699                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4920                 NaN            NaN            NaN  0.584450       0.923582                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.2644                 NaN            NaN            NaN  0.690710       0.936910       0.107955                 NaN            NaN            NaN
  1408.52        500.000        96.3233                 NaN            NaN            NaN   1.09674        1.60041       0.979521                 NaN            NaN            NaN
  1406.02        500.000        96.4274                 NaN            NaN            NaN   1.06628        1.55558       0.950715                 NaN            NaN            NaN
  1403.51        500.000        96.5267       0.120623E-005            NaN            NaN   1.03670        1.51411       0.922443                 NaN            NaN            NaN
  1401.00        500.000        96.6234                 NaN            NaN            NaN   1.47321        1.00789       0.895551                 NaN            NaN            NaN
  1398.50        500.000        96.7118                 NaN            NaN            NaN  0.980800        1.43639       0.871030                 NaN            NaN            NaN
  1395.99        500.000        96.7944                 NaN            NaN            NaN  0.955754        1.40237       0.847453                 NaN            NaN            NaN
  1393.48        500.000        96.8774                 NaN            NaN            NaN  0.930959        1.36740       0.824295                 NaN            NaN            NaN
  1390.98        500.000        96.9529                 NaN            NaN            NaN  0.907846        1.33643       0.802860                 NaN            NaN            NaN
  1388.47        500.000        97.0277                 NaN            NaN            NaN  0.885655        1.30497       0.781711                 NaN            NaN            NaN
  1385.96        500.000        97.0969                 NaN            NaN            NaN  0.864095        1.27704       0.761939                 NaN            NaN            NaN
