|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1857.14        500.000        99.1009       0.899125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1009       0.899120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1009       0.899119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1009       0.899116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1009       0.899113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1009       0.899110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1009       0.899107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1009       0.899104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1009       0.899101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1009       0.899099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1009       0.899095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1009       0.899092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1009       0.899089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1009       0.899086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1009       0.899083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1009       0.899090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1009       0.899077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1009       0.899073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1009       0.899070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1009       0.899067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1009       0.899064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1009       0.899060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1009       0.899057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1009       0.899053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1009       0.899050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1010       0.899047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1010       0.899043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1010       0.899040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1010       0.899036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1010       0.899033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1010       0.899029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1010       0.899026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1010       0.899022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1010       0.899018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1010       0.899014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1010       0.899011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1010       0.899007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1010       0.899003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1010       0.898999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1010       0.898995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1010       0.898992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1010       0.898988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1010       0.898984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1010       0.898980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.1010       0.898976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.1010       0.898972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1010       0.898968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1010       0.898963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.1010       0.898959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1010       0.898955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1010       0.898951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1011       0.898947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.1011       0.898942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1011       0.898938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1011       0.898934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1011       0.898929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.1011       0.898925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.1011       0.898921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1011       0.898916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1011       0.898912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1011       0.898907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1011       0.898902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1011       0.898898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1011       0.898893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1011       0.898888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1011       0.898884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1011       0.898879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1011       0.898874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1011       0.898869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1011       0.898864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1011       0.898859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1011       0.898855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1012       0.898850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1012       0.898845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0911       0.898839       0.101034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.0877       0.898924       0.133758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.0877       0.899039       0.132725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.0877       0.899153       0.131494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0877       0.899265       0.130562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0877       0.899377       0.129415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.0877       0.899487       0.128208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.0876       0.899597       0.127588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0877       0.899706       0.125871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0877       0.899813       0.125117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.0877       0.899920       0.124243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.0877       0.900026       0.122757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0877       0.900130       0.122152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.0877       0.900234       0.120747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.0877       0.900336       0.119867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.0877       0.900438       0.118938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0877       0.900539       0.117910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.0877       0.900639       0.116872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0869       0.900738       0.123752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.0885       0.900843       0.106864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0918       0.900936       0.726326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.0836       0.900992       0.154115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.0877       0.901124       0.111952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.0877       0.901219       0.110976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.0877       0.901312       0.109973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0877       0.901405       0.108801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.0361       0.901498       0.108282E-001  0.516030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3636                 NaN  0.113622E-001  0.625054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3647                 NaN  0.113247E-001  0.624023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3718                 NaN  0.111439E-001  0.617102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3123                 NaN  0.121800E-001  0.675484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4286                 NaN  0.101040E-001  0.561249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3727                 NaN  0.110592E-001  0.616273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3752                 NaN  0.110040E-001  0.613833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3766                 NaN  0.109679E-001  0.612461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3785                 NaN  0.109041E-001  0.610565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3769                 NaN  0.109173E-001  0.612227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3855                 NaN  0.107483E-001  0.603710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.2668                 NaN  0.127813E-001  0.720414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.7982                 NaN  0.363258E-002  0.198189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.0945                 NaN  0.156052E-001  0.889876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3911                 NaN  0.106056E-001  0.598336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3960                 NaN  0.105106E-001  0.593530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4894                 NaN  0.888550E-002  0.501761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3095                 NaN  0.119786E-001  0.678474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4026                 NaN  0.103388E-001  0.587026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4075                 NaN  0.102563E-001  0.582238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4092                 NaN  0.102103E-001  0.580579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4098                 NaN  0.101896E-001  0.579969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4178                 NaN  0.100423E-001  0.572197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3559                 NaN  0.111369E-001  0.632991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4865                 NaN  0.885006E-002  0.504670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.2522                 NaN  0.305237E-001   1.71724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.9985                 NaN  0.150235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.9993                 NaN            NaN  0.677586E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5074                 NaN  0.655367E-002  0.486057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4404                 NaN  0.962615E-002  0.550021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4427                 NaN  0.955784E-002  0.547705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4459                 NaN  0.949401E-002  0.544597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4503                 NaN  0.943309E-002  0.540293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4539                 NaN  0.936508E-002  0.536737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9002                 NaN  0.190248E-001   1.08079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.8765                 NaN  0.194972E-002  0.121584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6114                 NaN  0.664249E-002  0.381913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4685                 NaN  0.908640E-002  0.522445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2226                 NaN  0.130028E-001  0.764414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.7294                 NaN  0.505600E-002  0.265513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4803                 NaN  0.886190E-002  0.510879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.4837                 NaN  0.879429E-002  0.507486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.4874                 NaN  0.872964E-002  0.503831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2987                 NaN  0.135125E-002  0.290604       0.409350                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0609                 NaN            NaN  0.282183E-001  0.910895                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0677                 NaN            NaN  0.232488E-001  0.909051                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1546                 NaN  0.149074E-001  0.131728       0.698776                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0935                 NaN            NaN  0.182728E-001  0.888232                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0963                 NaN            NaN  0.153871E-001  0.888301                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1043                 NaN            NaN  0.168308E-001  0.878856                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1142                 NaN            NaN  0.136847E-001  0.872078                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1222                 NaN            NaN  0.148326E-001  0.862970                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1351                 NaN            NaN  0.880094E-002  0.856050                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1251                 NaN            NaN  0.598674E-002  0.868916                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1464                 NaN            NaN  0.450299E-002  0.849083                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1517                 NaN            NaN  0.462035E-002  0.843652                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1561                 NaN            NaN  0.143805E-002  0.842435                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1768                 NaN            NaN  0.895886E-001  0.733614                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1108                 NaN            NaN  0.254827E-004  0.592941       0.296270                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9286                 NaN            NaN            NaN            NaN   1.07142                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9197                 NaN            NaN            NaN            NaN   1.08027                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9107                 NaN            NaN            NaN            NaN   1.08927                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9057                 NaN            NaN            NaN            NaN   1.09429                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8813                 NaN            NaN            NaN            NaN   1.11870                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8173                 NaN            NaN            NaN            NaN   1.08840       0.943192E-001            NaN            NaN            NaN            NaN
  1441.10        500.000        98.3531                 NaN            NaN            NaN            NaN   1.06495       0.581905                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3757                 NaN            NaN            NaN            NaN   1.04887       0.575445                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3964                 NaN            NaN            NaN            NaN   1.03412       0.569482                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4169                 NaN            NaN            NaN            NaN  0.563545        1.01958                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4370                 NaN            NaN            NaN            NaN   1.00505       0.557958                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4550                 NaN            NaN            NaN            NaN  0.550999       0.994023                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4755                 NaN            NaN            NaN            NaN  0.545186       0.979353                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4915                 NaN            NaN            NaN            NaN  0.541699       0.966754                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5100                 NaN            NaN            NaN            NaN  0.535793       0.954180                 NaN            NaN            NaN            NaN
