|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        500.000        99.5253                 NaN            NaN            NaN            NaN  0.468367       0.633729E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5303                 NaN            NaN            NaN            NaN  0.463471       0.627781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5323                 NaN            NaN            NaN            NaN  0.461437       0.624900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5408                 NaN            NaN            NaN            NaN  0.453046       0.615086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1483                 NaN            NaN            NaN            NaN  0.598257E-001            NaN  0.791863                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1285                 NaN            NaN            NaN            NaN  0.271252E-001            NaN  0.844406                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1383                 NaN            NaN            NaN            NaN  0.251079E-001            NaN  0.836547                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1532                 NaN            NaN            NaN            NaN  0.265755E-001            NaN  0.820196                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1618                 NaN            NaN            NaN            NaN  0.270986E-001            NaN  0.811141                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1740                 NaN            NaN            NaN            NaN  0.283714E-001            NaN  0.797633                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1832                 NaN            NaN            NaN            NaN  0.265497E-001            NaN  0.790264                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1903                 NaN            NaN            NaN            NaN  0.233868E-001            NaN  0.786335                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2021                 NaN            NaN            NaN            NaN  0.227616E-001            NaN  0.775161                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2089                 NaN            NaN            NaN            NaN  0.207138E-001            NaN  0.770408                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2155                 NaN            NaN            NaN            NaN  0.186230E-001            NaN  0.765891                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2264                 NaN            NaN            NaN            NaN  0.175935E-001            NaN  0.756011                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2341                 NaN            NaN            NaN            NaN  0.173648E-001            NaN  0.748511                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2060                 NaN            NaN            NaN            NaN            NaN            NaN  0.616016       0.177978                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0796                 NaN            NaN            NaN            NaN  0.194156E-001            NaN            NaN  0.901015                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0784                 NaN            NaN            NaN            NaN            NaN            NaN  0.382006E-002  0.917830                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.920321                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0846                 NaN            NaN            NaN            NaN            NaN            NaN  0.371292E-003  0.915044                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0894                 NaN            NaN            NaN            NaN            NaN            NaN  0.457241E-001  0.864882                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.911488                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.909282                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.910128                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.910384                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.910141                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.915147                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.921449                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0733                 NaN            NaN            NaN            NaN            NaN  0.139987E-002            NaN  0.925306                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0573                 NaN            NaN            NaN            NaN            NaN  0.527283E-002            NaN  0.937381                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0434                 NaN            NaN            NaN            NaN            NaN  0.513669E-002            NaN  0.951482                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0260                 NaN            NaN            NaN            NaN            NaN  0.498972E-002            NaN  0.968973                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.9115                 NaN            NaN            NaN            NaN            NaN  0.433564E-002            NaN  0.212669       0.871515                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5895                 NaN            NaN            NaN            NaN            NaN  0.233990E-002            NaN  0.436081       0.972107                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6100                 NaN            NaN            NaN            NaN            NaN  0.219637E-002            NaN  0.956410       0.431345                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6303                 NaN            NaN            NaN            NaN            NaN  0.204343E-002            NaN  0.941507       0.426180                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6498                 NaN            NaN            NaN            NaN            NaN  0.189006E-002            NaN  0.421468       0.926883                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6693                 NaN            NaN            NaN            NaN            NaN  0.176095E-002            NaN  0.912702       0.416195                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6867                 NaN            NaN            NaN            NaN            NaN  0.162957E-002            NaN  0.899866       0.411850                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7043                 NaN            NaN            NaN            NaN            NaN  0.149708E-002            NaN  0.407312       0.886844                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7223                 NaN            NaN            NaN            NaN            NaN  0.137138E-002            NaN  0.873311       0.402968                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.7391                 NaN            NaN            NaN            NaN            NaN  0.125174E-002            NaN  0.861092       0.398581                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.7542                 NaN            NaN            NaN            NaN            NaN  0.113913E-002            NaN  0.394791       0.849858                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.7702                 NaN            NaN            NaN            NaN            NaN  0.102240E-002            NaN  0.390676       0.838118                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.7847                 NaN            NaN            NaN            NaN            NaN  0.911170E-003            NaN  0.827383       0.387043                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.8001                 NaN            NaN            NaN            NaN            NaN  0.792497E-003            NaN  0.383154       0.815921                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.8143                 NaN            NaN            NaN            NaN            NaN  0.685348E-003            NaN  0.805741       0.379242                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.8285                 NaN            NaN            NaN            NaN            NaN  0.588014E-003            NaN  0.375824       0.795044                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.8406                 NaN            NaN            NaN            NaN            NaN  0.482895E-003            NaN  0.373028       0.785924                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.8547                 NaN            NaN            NaN            NaN            NaN  0.384579E-003            NaN  0.775905       0.369045                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.8664                 NaN            NaN            NaN            NaN            NaN  0.290976E-003            NaN  0.366090       0.767253                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.8766                 NaN            NaN            NaN            NaN            NaN  0.212979E-003            NaN  0.362959       0.760180                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.7714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.757417       0.408910       0.623209E-001            NaN            NaN            NaN
  1388.47        500.000        97.2505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05105       0.835036       0.863422                 NaN            NaN            NaN
  1385.96        500.000        97.3203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02444       0.814136       0.841147                 NaN            NaN            NaN
  1383.46        500.000        97.3813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795486        1.00265       0.820533                 NaN            NaN            NaN
  1380.95        500.000        97.4407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.981088       0.777218       0.801027                 NaN            NaN            NaN
  1378.45        500.000        97.4962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.961343       0.759887       0.782615                 NaN            NaN            NaN
  1375.94        500.000        97.5495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.742858       0.942659       0.764937                 NaN            NaN            NaN
  1373.43        500.000        97.6084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.921891       0.724554       0.745196                 NaN            NaN            NaN
  1370.93        500.000        97.6525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.711345       0.905642       0.730478                 NaN            NaN            NaN
  1368.42        500.000        97.6978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.696210       0.890797       0.715161                 NaN            NaN            NaN
  1365.91        500.000        97.7429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875187       0.681861       0.700062                 NaN            NaN            NaN
  1363.41        500.000        97.7873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.860264       0.667692       0.684746                 NaN            NaN            NaN
  1360.90        500.000        97.8286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.846938       0.653677       0.670816                 NaN            NaN            NaN
  1358.40        500.000        97.8674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.833662       0.641403       0.657554                 NaN            NaN            NaN
  1355.89        500.000        97.9036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629162       0.822290       0.644940                 NaN            NaN            NaN
  1353.38        500.000        97.9344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.813445       0.618459       0.633703                 NaN            NaN            NaN
  1350.88        500.000        97.9718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.801747       0.605342       0.621078                 NaN            NaN            NaN
  1348.37        500.000        98.0039                 NaN            NaN            NaN            NaN  0.117867E-005            NaN            NaN  0.594333       0.791877       0.609924                 NaN            NaN            NaN
  1345.86        500.000        98.0443                 NaN            NaN            NaN            NaN  0.407603                 NaN            NaN  0.868853                 NaN  0.679227                 NaN            NaN            NaN
  1343.36        500.000        98.0759                 NaN            NaN            NaN            NaN  0.401214                 NaN            NaN  0.855956                 NaN  0.666887                 NaN            NaN            NaN
  1340.85        500.000        98.1201                 NaN            NaN            NaN            NaN  0.380562                 NaN            NaN  0.218490E-001  0.828767       0.648696                 NaN            NaN            NaN
  1338.35        500.000        98.1584                 NaN            NaN            NaN            NaN  0.382912                 NaN            NaN  0.823040                 NaN  0.635679                 NaN            NaN            NaN
  1335.84        500.000        98.1905                 NaN            NaN            NaN            NaN  0.375567                 NaN            NaN  0.810758                 NaN  0.623212                 NaN            NaN            NaN
  1333.33        500.000        98.2227                 NaN            NaN            NaN            NaN  0.367419                 NaN            NaN  0.799505                 NaN  0.610391                 NaN            NaN            NaN
  1330.83        500.000        98.2590                 NaN            NaN            NaN            NaN  0.362538                 NaN            NaN  0.781142                 NaN  0.597288                 NaN            NaN            NaN
  1328.32        500.000        98.2902                 NaN            NaN            NaN            NaN  0.353633                 NaN            NaN  0.771058                 NaN  0.585065                 NaN            NaN            NaN
  1325.81        500.000        98.3251                 NaN            NaN            NaN            NaN  0.346126                 NaN            NaN  0.757164                 NaN  0.571644                 NaN            NaN            NaN
  1323.31        500.000        98.3508                 NaN            NaN            NaN            NaN  0.337153                 NaN            NaN  0.751247                 NaN  0.560817                 NaN            NaN            NaN
  1320.80        500.000        98.3850                 NaN            NaN            NaN            NaN  0.331074                 NaN            NaN  0.735872                 NaN  0.548097                 NaN            NaN            NaN
  1318.30        500.000        98.4009                 NaN            NaN            NaN            NaN  0.326969                 NaN            NaN  0.729117                 NaN  0.542985                 NaN            NaN            NaN
  1315.79        500.000        98.4497                 NaN            NaN            NaN            NaN  0.315507                 NaN            NaN  0.712722                 NaN  0.522023                 NaN            NaN            NaN
  1313.28        500.000        98.3525                 NaN            NaN            NaN            NaN  0.308764                 NaN            NaN  0.752466                 NaN  0.548083       0.382176E-001            NaN            NaN
  1310.78        500.000        98.2568                 NaN            NaN            NaN            NaN  0.301369                 NaN            NaN  0.789982                 NaN  0.572176       0.797043E-001            NaN            NaN
  1308.27        500.000        98.3005                 NaN            NaN            NaN            NaN  0.295747                 NaN            NaN  0.768873                 NaN  0.557844       0.770478E-001            NaN            NaN
  1305.76        500.000        98.3419                 NaN            NaN            NaN            NaN  0.291180                 NaN            NaN  0.747738                 NaN  0.544598       0.745592E-001            NaN            NaN
  1303.26        500.000        98.3936                 NaN            NaN            NaN            NaN  0.284676                 NaN            NaN  0.719899                 NaN  0.529337       0.724494E-001            NaN            NaN
  1300.75        500.000        98.4331                 NaN            NaN            NaN            NaN  0.276159                 NaN            NaN  0.708757                 NaN  0.512903       0.690502E-001            NaN            NaN
  1298.25        500.000        98.4643                 NaN            NaN            NaN            NaN  0.271870                 NaN            NaN  0.693319                 NaN  0.503237       0.672295E-001            NaN            NaN
  1295.74        500.000        98.5008                 NaN            NaN            NaN            NaN  0.265539                 NaN            NaN  0.677733                 NaN  0.490918       0.649629E-001            NaN            NaN
  1293.23        500.000        98.5387                 NaN            NaN            NaN            NaN  0.259238                 NaN            NaN  0.661161                 NaN  0.478121       0.627871E-001            NaN            NaN
  1290.73        500.000        98.5748                 NaN            NaN            NaN            NaN  0.252257                 NaN            NaN  0.646455                 NaN  0.465876       0.606467E-001            NaN            NaN
  1288.22        500.000        98.6119                 NaN            NaN            NaN            NaN  0.246322                 NaN            NaN  0.629773                 NaN  0.453427       0.585626E-001            NaN            NaN
  1285.71        500.000        98.6471                 NaN            NaN            NaN            NaN  0.239431                 NaN            NaN  0.615337                 NaN  0.441546       0.565458E-001            NaN            NaN
  1283.21        500.000        98.6807                 NaN            NaN            NaN            NaN  0.232539                 NaN            NaN  0.601968                 NaN  0.430169       0.546141E-001            NaN            NaN
  1280.70        500.000        98.7142                 NaN            NaN            NaN            NaN  0.226991                 NaN            NaN  0.587456                 NaN  0.418647       0.527056E-001            NaN            NaN
  1278.20        500.000        98.7474                 NaN            NaN            NaN            NaN  0.220748                 NaN            NaN  0.573345                 NaN  0.407608       0.508957E-001            NaN            NaN
  1275.69        500.000        98.7792                 NaN            NaN            NaN            NaN  0.214320                 NaN            NaN  0.560584                 NaN  0.396746       0.491281E-001            NaN            NaN
  1273.18        500.000        98.8099                 NaN            NaN            NaN            NaN  0.208013                 NaN            NaN  0.548387                 NaN  0.386282       0.473969E-001            NaN            NaN
  1270.68        500.000        98.8409                 NaN            NaN            NaN            NaN  0.201626                 NaN            NaN  0.536023                 NaN  0.375740       0.457079E-001            NaN            NaN
  1268.17        500.000        98.8717                 NaN            NaN            NaN            NaN  0.195723                 NaN            NaN  0.523019                 NaN  0.365498       0.440952E-001            NaN            NaN
  1265.66        500.000        98.9004                 NaN            NaN            NaN            NaN  0.189595                 NaN            NaN  0.511881                 NaN  0.355633       0.425170E-001            NaN            NaN
  1263.16        500.000        98.9277                 NaN            NaN            NaN            NaN  0.182940                 NaN            NaN  0.502260                 NaN  0.346123       0.409825E-001            NaN            NaN
  1260.65        500.000        98.5803                 NaN            NaN            NaN            NaN  0.195584                 NaN            NaN  0.546193                 NaN  0.379276       0.468665E-001  0.251732                 NaN
  1258.15        500.000        91.3470                 NaN            NaN            NaN            NaN  0.518062                 NaN            NaN   1.63569                 NaN   1.18336       0.184151        5.13178                 NaN
  1255.64        500.000        92.1908                 NaN            NaN            NaN            NaN  0.462020                 NaN            NaN   1.49335                 NaN   1.07147       0.164475        4.61789                 NaN
  1253.13        500.000        92.8969                 NaN            NaN            NaN            NaN  0.415183                 NaN            NaN   1.37205                 NaN  0.976875       0.147883        4.19115                 NaN
  1250.63        500.000        93.4890                 NaN            NaN            NaN            NaN  0.377023                 NaN            NaN   1.26817                 NaN  0.896526       0.133851        3.83538                 NaN
  1248.12        500.000        94.0072                 NaN            NaN            NaN            NaN  0.342101                 NaN            NaN   1.17686                 NaN  0.825358       0.121458        3.52703                 NaN
  1245.61        500.000        94.4524                 NaN            NaN            NaN            NaN  0.313556                 NaN            NaN   1.09656                 NaN  0.763597       0.110750        3.26313                 NaN
  1243.11        500.000        94.8482                 NaN            NaN            NaN            NaN  0.286991                 NaN            NaN   1.02509                 NaN  0.707906       0.101110        3.03071                 NaN
  1240.60        500.000        95.1981                 NaN            NaN            NaN            NaN  0.265180                 NaN            NaN  0.959884                 NaN  0.658215       0.926169E-001   2.82603                 NaN
  1238.10        500.000        95.5129                 NaN            NaN            NaN            NaN  0.242683                 NaN            NaN  0.903455                 NaN  0.612827       0.848284E-001   2.64327                 NaN
  1235.59        500.000        95.7966                 NaN            NaN            NaN            NaN  0.224992                 NaN            NaN  0.849745                 NaN  0.571884       0.778292E-001   2.47892                 NaN
  1233.08        500.000        96.0532                 NaN            NaN            NaN            NaN  0.208130                 NaN            NaN  0.801440                 NaN  0.534385       0.715216E-001   2.33130                 NaN
  1230.58        500.000        96.2921                 NaN            NaN            NaN            NaN  0.190215                 NaN            NaN  0.758514                 NaN  0.499320       0.655716E-001   2.19427                 NaN
  1228.07        500.000        96.5072                 NaN            NaN            NaN            NaN  0.175559                 NaN            NaN  0.718172                 NaN  0.467461       0.602588E-001   2.07131                 NaN
  1225.56        500.000        96.7023                 NaN            NaN            NaN            NaN  0.161603                 NaN            NaN  0.682858                 NaN  0.438349       0.553847E-001   1.95947                 NaN
  1223.06        500.000        96.8935                 NaN            NaN            NaN            NaN  0.137036                 NaN            NaN  0.658555                 NaN  0.410629       0.502186E-001   1.85001                 NaN
  1220.55        500.000        97.0481                 NaN            NaN            NaN            NaN  0.133867                 NaN            NaN  0.624146                 NaN  0.386543       0.466706E-001   1.76070                 NaN
  1218.05        500.000        97.2023                 NaN            NaN            NaN            NaN  0.116901                 NaN            NaN  0.602642                 NaN  0.363867       0.425786E-001   1.67175                 NaN
  1215.54        500.000        97.2983                 NaN            NaN            NaN            NaN  0.450850E-001            NaN            NaN  0.284327       0.391717       0.349370       0.361350E-001   1.59509                 NaN
  1213.03        500.000        97.3895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552861       0.162488       0.337545       0.307841E-001   1.52680                 NaN
  1210.53        500.000        74.6715                 NaN            NaN            NaN            NaN  0.572556                 NaN            NaN   2.34988                 NaN   2.16392       0.144865        10.1454        9.95188     
  1208.02        500.000        71.6203                 NaN            NaN            NaN            NaN  0.659253                 NaN            NaN   2.52326                 NaN   2.38799       0.153289        11.2020        11.4539     
  1205.51        500.000        75.9760                 NaN            NaN            NaN            NaN  0.553940                 NaN            NaN   2.14236                 NaN   2.01520       0.127004        9.48569        9.69981     
  1203.01        500.000        79.2340                 NaN            NaN            NaN            NaN  0.424519                 NaN            NaN   1.91278                 NaN   1.73432       0.105925        8.20690        8.38153     
  1200.50        500.000        73.4961                 NaN            NaN            NaN            NaN  0.651428                 NaN            NaN   2.21461                 NaN   2.25027       0.136861        10.6705        10.5802     
  1197.99        500.000        88.8447                 NaN            NaN            NaN            NaN  0.217952                 NaN            NaN  0.883505       0.129415       0.866471       0.521143E-001   4.13663        4.86921     
  1195.49        500.000        87.4105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.61560                 NaN   1.05559       0.442898E-001   5.06901        4.80506     
  1192.98        500.000        84.4530                 NaN            NaN            NaN            NaN  0.353040                 NaN            NaN  0.123399        1.08078        1.24515       0.789847E-001   6.32598        6.33962     
  1190.48        500.000        91.2252                 NaN            NaN            NaN            NaN  0.109917E-002            NaN            NaN  0.865047                 NaN  0.722490       0.290899E-001   3.60138        3.55567     
  1187.97        500.000        46.1998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.10465        1.56698        4.09608       0.172322        22.3692        21.4910     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.00344                 NaN            NaN   4.98499       0.733699        7.08728       0.463767        43.6214        41.1055     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.95761                 NaN            NaN   4.45363        1.36055        7.10760       0.458162        43.5677        41.0947     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.17871                 NaN            NaN   5.39788       0.181071E-001   7.06431       0.475632        43.6810        41.1844     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.18201                 NaN            NaN   5.40411       0.571209E-002   7.06378       0.475814        43.6811        41.1875     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.20065                 NaN   7.36449       0.321353        42.8566        40.2569     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.05859        1.13309        7.35998       0.323733        42.8651        40.2595     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.28752                 NaN            NaN   5.23997                 NaN   7.06295       0.480858        43.6851        41.2436     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.18309                 NaN            NaN   5.40603                 NaN   7.06330       0.475836        43.6767        41.1950     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   2.28729                 NaN            NaN   5.23943                 NaN   7.06281       0.480816        43.6827        41.2470     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   1.70088                 NaN            NaN   6.29450       0.160016E-003   7.15256       0.432931        43.4230        40.9960     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.32726                 NaN            NaN   5.17477       0.416506E-005   7.06251       0.482702        43.6830        41.2698     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.18266                 NaN            NaN   5.40484       0.292487E-004   7.06302       0.475755        43.6718        41.2019     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.28683                 NaN            NaN   5.23830                 NaN   7.06253       0.480734        43.6778        41.2538     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.28671                 NaN            NaN   5.23802                 NaN   7.06246       0.480714        43.6765        41.2555     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.28660                 NaN            NaN   5.23775                 NaN   7.06239       0.480693        43.6753        41.2573     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.28648                 NaN            NaN   5.23747                 NaN   7.06232       0.480673        43.6741        41.2590     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.28636                 NaN            NaN   5.23719                 NaN   7.06225       0.480652        43.6729        41.2607     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.28625                 NaN            NaN   5.23691                 NaN   7.06218       0.480632        43.6717        41.2624     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.09228                 NaN            NaN   5.61995                 NaN   7.10825       0.459998        43.5331        41.1864     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   2.32621                 NaN            NaN   5.17229                 NaN   7.06188       0.482518        43.6720        41.2851     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.30213                 NaN            NaN   5.21003                 NaN   7.06178       0.481368        43.6695        41.2752     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.30200                 NaN            NaN   5.20978                 NaN   7.06171       0.481347        43.6683        41.2769     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.30191                 NaN            NaN   5.20946                 NaN   7.06164       0.481328        43.6671        41.2786     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.19594                 NaN            NaN   5.44434                 NaN   7.10079       0.466473        43.5490        41.2435     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.21613                 NaN            NaN   5.40949                 NaN   7.09866       0.467824        43.5534        41.2545     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.23283                 NaN            NaN   5.38140                 NaN   7.09765       0.468827        43.5551        41.2642     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.24880                 NaN            NaN   5.35459                 NaN   7.09677       0.469772        43.5565        41.2736     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.26420                 NaN            NaN   5.32878                 NaN   7.09595       0.470682        43.5577        41.2827     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.27900                 NaN            NaN   5.30398                 NaN   7.09520       0.471554        43.5587        41.2916     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.29324                 NaN            NaN   5.28021                 NaN   7.09455       0.472375        43.5594        41.3002     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.39813                 NaN            NaN   5.05706                 NaN   7.06374       0.485297        43.6547        41.3411     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.31921                 NaN            NaN   5.23719                 NaN   7.09367       0.473815        43.5596        41.3165     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.33163                 NaN            NaN   5.21666                 NaN   7.09329       0.474497        43.5596        41.3243     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.34368                 NaN            NaN   5.19684                 NaN   7.09298       0.475149        43.5593        41.3321     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.36591                 NaN            NaN   5.14691                 NaN   7.08557       0.478096        43.5816        41.3419     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.36714                 NaN            NaN   5.15674                 NaN   7.09214       0.476498        43.5602        41.3473     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.37883                 NaN            NaN   5.14288                 NaN   7.09765       0.476472        43.5473        41.3569     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.38976                 NaN            NaN   5.11794                 NaN   7.09230       0.477819        43.5602        41.3620     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.39992                 NaN            NaN   5.10065                 NaN   7.09121       0.478357        43.5606        41.3692     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.41006                 NaN            NaN   5.08419                 NaN   7.09119       0.478875        43.5595        41.3762     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.41993                 NaN            NaN   5.06820                 NaN   7.09121       0.479373        43.5583        41.3830     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.42956                 NaN            NaN   5.05264                 NaN   7.09127       0.479855        43.5570        41.3897     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.43895                 NaN            NaN   5.03751                 NaN   7.09137       0.480322        43.5555        41.3963     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.44813                 NaN            NaN   5.02276                 NaN   7.09151       0.480769        43.5540        41.4028     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.45709                 NaN            NaN   5.00840                 NaN   7.09169       0.481201        43.5523        41.4093     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.46584                 NaN            NaN   4.99441                 NaN   7.09190       0.481620        43.5506        41.4157     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.47480                 NaN            NaN   4.98055                 NaN   7.09266       0.482089        43.5476        41.4223     
