|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        500.000        99.4220                 NaN            NaN            NaN            NaN  0.567967       0.999702E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4274                 NaN            NaN            NaN            NaN  0.562738       0.991082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4288                 NaN            NaN            NaN            NaN  0.561291       0.987356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4387                 NaN            NaN            NaN            NaN  0.551613       0.972374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0120                 NaN            NaN            NaN            NaN  0.728964E-001            NaN  0.915113                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9906                 NaN            NaN            NaN            NaN  0.330764E-001            NaN  0.976345                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0016                 NaN            NaN            NaN            NaN  0.306619E-001            NaN  0.967783                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0179                 NaN            NaN            NaN            NaN  0.324843E-001            NaN  0.949572                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0271                 NaN            NaN            NaN            NaN  0.331619E-001            NaN  0.939756                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0406                 NaN            NaN            NaN            NaN  0.347568E-001            NaN  0.924605                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0506                 NaN            NaN            NaN            NaN  0.325675E-001            NaN  0.916830                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0588                 NaN            NaN            NaN            NaN  0.287117E-001            NaN  0.912501                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0717                 NaN            NaN            NaN            NaN  0.279690E-001            NaN  0.900285                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0792                 NaN            NaN            NaN            NaN  0.254871E-001            NaN  0.895319                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0863                 NaN            NaN            NaN            NaN  0.229442E-001            NaN  0.890725                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0987                 NaN            NaN            NaN            NaN  0.216950E-001            NaN  0.879637                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1071                 NaN            NaN            NaN            NaN  0.214388E-001            NaN  0.871427                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0761                 NaN            NaN            NaN            NaN            NaN            NaN  0.717630       0.206260                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9314                 NaN            NaN            NaN            NaN  0.240126E-001            NaN            NaN   1.04456                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9305                 NaN            NaN            NaN            NaN            NaN            NaN  0.445584E-002   1.06500                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06887                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9359                 NaN            NaN            NaN            NaN            NaN            NaN  0.433816E-003   1.06371                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9403                 NaN            NaN            NaN            NaN            NaN            NaN  0.534795E-001   1.00626                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06125                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05957                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06160                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06255                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06320                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07012                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07826                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9141                 NaN            NaN            NaN            NaN            NaN  0.221885E-002            NaN   1.08365                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8931                 NaN            NaN            NaN            NaN            NaN  0.835765E-002            NaN   1.09856                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8762                 NaN            NaN            NaN            NaN            NaN  0.814293E-002            NaN   1.11566                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8549                 NaN            NaN            NaN            NaN            NaN  0.791060E-002            NaN   1.13715                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7231                 NaN            NaN            NaN            NaN            NaN  0.687304E-002            NaN  0.246445        1.02358                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3567                 NaN            NaN            NaN            NaN            NaN  0.370589E-002            NaN  0.512561        1.12702                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3790                 NaN            NaN            NaN            NaN            NaN  0.347692E-002            NaN   1.10990       0.507630                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4008                 NaN            NaN            NaN            NaN            NaN  0.323379E-002            NaN   1.09373       0.502221                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4220                 NaN            NaN            NaN            NaN            NaN  0.299036E-002            NaN  0.497271        1.07774                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4430                 NaN            NaN            NaN            NaN            NaN  0.278490E-002            NaN   1.06246       0.491756                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4615                 NaN            NaN            NaN            NaN            NaN  0.257600E-002            NaN   1.04863       0.487281                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4806                 NaN            NaN            NaN            NaN            NaN  0.236566E-002            NaN  0.482531        1.03449                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4999                 NaN            NaN            NaN            NaN            NaN  0.216628E-002            NaN   1.01983       0.478059                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.5180                 NaN            NaN            NaN            NaN            NaN  0.197666E-002            NaN   1.00660       0.473471                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.5340                 NaN            NaN            NaN            NaN            NaN  0.179801E-002            NaN  0.469638       0.994587                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.5510                 NaN            NaN            NaN            NaN            NaN  0.161328E-002            NaN  0.465409       0.981965                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.5664                 NaN            NaN            NaN            NaN            NaN  0.143715E-002            NaN  0.970471       0.461730                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.5829                 NaN            NaN            NaN            NaN            NaN  0.124964E-002            NaN  0.457734       0.958101                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5980                 NaN            NaN            NaN            NaN            NaN  0.108031E-002            NaN  0.947243       0.453707                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6131                 NaN            NaN            NaN            NaN            NaN  0.926463E-003            NaN  0.450255       0.935726                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6254                 NaN            NaN            NaN            NaN            NaN  0.760652E-003            NaN  0.447625       0.926174                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.6405                 NaN            NaN            NaN            NaN            NaN  0.605562E-003            NaN  0.915411       0.443451                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.6527                 NaN            NaN            NaN            NaN            NaN  0.457947E-003            NaN  0.440565       0.906317                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.6631                 NaN            NaN            NaN            NaN            NaN  0.335068E-003            NaN  0.437477       0.899127                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.5501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.896859       0.493500       0.595159E-001            NaN            NaN            NaN
  1388.47        500.000        96.9170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26963       0.989344       0.824064                 NaN            NaN            NaN
  1385.96        500.000        96.9905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23986       0.966271       0.803333                 NaN            NaN            NaN
  1383.46        500.000        97.0537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.945976        1.21617       0.784171                 NaN            NaN            NaN
  1380.95        500.000        97.1155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19249       0.925955       0.766068                 NaN            NaN            NaN
  1378.45        500.000        97.1730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17093       0.907044       0.749003                 NaN            NaN            NaN
  1375.94        500.000        97.2284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.888367        1.15057       0.732635                 NaN            NaN            NaN
  1373.43        500.000        97.2897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12774       0.868293       0.714288                 NaN            NaN            NaN
  1370.93        500.000        97.3349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854151        1.11019       0.700738                 NaN            NaN            NaN
  1368.42        500.000        97.3813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.837674        1.09441       0.686611                 NaN            NaN            NaN
  1365.91        500.000        97.4277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07758       0.822043       0.672688                 NaN            NaN            NaN
  1363.41        500.000        97.4734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06148       0.806615       0.658549                 NaN            NaN            NaN
  1360.90        500.000        97.5156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04733       0.791311       0.645733                 NaN            NaN            NaN
  1358.40        500.000        97.5552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03317       0.778091       0.633553                 NaN            NaN            NaN
  1355.89        500.000        97.5917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.764914        1.02137       0.621988                 NaN            NaN            NaN
  1353.38        500.000        97.6219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01274       0.753648       0.611743                 NaN            NaN            NaN
  1350.88        500.000        97.6603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00038       0.739160       0.600160                 NaN            NaN            NaN
  1348.37        500.000        97.6924                 NaN            NaN            NaN            NaN  0.165347E-005            NaN            NaN  0.727316       0.990301       0.589986                 NaN            NaN            NaN
  1345.86        500.000        97.7022                 NaN            NaN            NaN            NaN  0.574264                 NaN            NaN   1.06563                 NaN  0.657940                 NaN            NaN            NaN
  1343.36        500.000        97.7325                 NaN            NaN            NaN            NaN  0.567692                 NaN            NaN   1.05268                 NaN  0.647106                 NaN            NaN            NaN
  1340.85        500.000        97.7797                 NaN            NaN            NaN            NaN  0.540200                 NaN            NaN  0.275393E-001   1.02195       0.630570                 NaN            NaN            NaN
  1338.35        500.000        97.8175                 NaN            NaN            NaN            NaN  0.545782                 NaN            NaN   1.01767                 NaN  0.619013                 NaN            NaN            NaN
  1335.84        500.000        97.8494                 NaN            NaN            NaN            NaN  0.537417                 NaN            NaN   1.00524                 NaN  0.607966                 NaN            NaN            NaN
  1333.33        500.000        97.8815                 NaN            NaN            NaN            NaN  0.527818                 NaN            NaN  0.994094                 NaN  0.596546                 NaN            NaN            NaN
  1330.83        500.000        97.9187                 NaN            NaN            NaN            NaN  0.522798                 NaN            NaN  0.973633                 NaN  0.584823                 NaN            NaN            NaN
  1328.32        500.000        97.9505                 NaN            NaN            NaN            NaN  0.511919                 NaN            NaN  0.963672                 NaN  0.573925                 NaN            NaN            NaN
  1325.81        500.000        97.9863                 NaN            NaN            NaN            NaN  0.502889                 NaN            NaN  0.949003                 NaN  0.561818                 NaN            NaN            NaN
  1323.31        500.000        98.0117                 NaN            NaN            NaN            NaN  0.491659                 NaN            NaN  0.944451                 NaN  0.552219                 NaN            NaN            NaN
  1320.80        500.000        98.0471                 NaN            NaN            NaN            NaN  0.484691                 NaN            NaN  0.927505                 NaN  0.540732                 NaN            NaN            NaN
  1318.30        500.000        98.0608                 NaN            NaN            NaN            NaN  0.480567                 NaN            NaN  0.921917                 NaN  0.536716                 NaN            NaN            NaN
  1315.79        500.000        98.1144                 NaN            NaN            NaN            NaN  0.465258                 NaN            NaN  0.903287                 NaN  0.517016                 NaN            NaN            NaN
  1313.28        500.000        97.9782                 NaN            NaN            NaN            NaN  0.456931                 NaN            NaN  0.956116                 NaN  0.543834       0.649605E-001            NaN            NaN
  1310.78        500.000        97.8411                 NaN            NaN            NaN            NaN  0.447714                 NaN            NaN   1.00641                 NaN  0.568985       0.135779                 NaN            NaN
  1308.27        500.000        97.8883                 NaN            NaN            NaN            NaN  0.441276                 NaN            NaN  0.982613                 NaN  0.556208       0.131607                 NaN            NaN
  1305.76        500.000        97.9328                 NaN            NaN            NaN            NaN  0.436342                 NaN            NaN  0.958666                 NaN  0.544443       0.127699                 NaN            NaN
  1303.26        500.000        97.9918                 NaN            NaN            NaN            NaN  0.427947                 NaN            NaN  0.925243                 NaN  0.530604       0.124422                 NaN            NaN
  1300.75        500.000        98.0339                 NaN            NaN            NaN            NaN  0.417264                 NaN            NaN  0.914436                 NaN  0.515479       0.118899                 NaN            NaN
  1298.25        500.000        98.0671                 NaN            NaN            NaN            NaN  0.412427                 NaN            NaN  0.897321                 NaN  0.507090       0.116072                 NaN            NaN
  1295.74        500.000        98.1070                 NaN            NaN            NaN            NaN  0.404534                 NaN            NaN  0.880075                 NaN  0.495978       0.112457                 NaN            NaN
  1293.23        500.000        98.1491                 NaN            NaN            NaN            NaN  0.396478                 NaN            NaN  0.861129                 NaN  0.484318       0.108980                 NaN            NaN
  1290.73        500.000        98.1892                 NaN            NaN            NaN            NaN  0.387337                 NaN            NaN  0.844738                 NaN  0.473147       0.105543                 NaN            NaN
  1288.22        500.000        98.2310                 NaN            NaN            NaN            NaN  0.379648                 NaN            NaN  0.825435                 NaN  0.461701       0.102185                 NaN            NaN
  1285.71        500.000        98.2708                 NaN            NaN            NaN            NaN  0.370468                 NaN            NaN  0.809013                 NaN  0.450763       0.989237E-001            NaN            NaN
  1283.21        500.000        98.3088                 NaN            NaN            NaN            NaN  0.361158                 NaN            NaN  0.793953                 NaN  0.440274       0.957921E-001            NaN            NaN
  1280.70        500.000        98.3468                 NaN            NaN            NaN            NaN  0.353904                 NaN            NaN  0.777073                 NaN  0.429571       0.926829E-001            NaN            NaN
  1278.20        500.000        98.3849                 NaN            NaN            NaN            NaN  0.345383                 NaN            NaN  0.760718                 NaN  0.419299       0.897291E-001            NaN            NaN
  1275.69        500.000        98.4215                 NaN            NaN            NaN            NaN  0.336523                 NaN            NaN  0.746036                 NaN  0.409147       0.868325E-001            NaN            NaN
  1273.18        500.000        98.4568                 NaN            NaN            NaN            NaN  0.327797                 NaN            NaN  0.732062                 NaN  0.399342       0.839829E-001            NaN            NaN
  1270.68        500.000        98.4929                 NaN            NaN            NaN            NaN  0.318864                 NaN            NaN  0.717622                 NaN  0.389398       0.811916E-001            NaN            NaN
  1268.17        500.000        98.5290                 NaN            NaN            NaN            NaN  0.310564                 NaN            NaN  0.702192                 NaN  0.379703       0.785198E-001            NaN            NaN
  1265.66        500.000        98.5626                 NaN            NaN            NaN            NaN  0.301877                 NaN            NaN  0.689247                 NaN  0.370340       0.758936E-001            NaN            NaN
  1263.16        500.000        98.5948                 NaN            NaN            NaN            NaN  0.292253                 NaN            NaN  0.678335                 NaN  0.361291       0.733303E-001            NaN            NaN
  1260.65        500.000        98.2218                 NaN            NaN            NaN            NaN  0.313401                 NaN            NaN  0.739424                 NaN  0.396707       0.840331E-001  0.244665                 NaN
  1258.15        500.000        90.4258                 NaN            NaN            NaN            NaN  0.829227                 NaN            NaN   2.21104                 NaN   1.23364       0.329102        4.97117                 NaN
  1255.64        500.000        91.3193                 NaN            NaN            NaN            NaN  0.743864                 NaN            NaN   2.02994                 NaN   1.12128       0.295078        4.49058                 NaN
  1253.13        500.000        92.0692                 NaN            NaN            NaN            NaN  0.672226                 NaN            NaN   1.87512                 NaN   1.02615       0.266321        4.09102                 NaN
  1250.63        500.000        92.6992                 NaN            NaN            NaN            NaN  0.613731                 NaN            NaN   1.74222                 NaN  0.945236       0.241951        3.75764                 NaN
  1248.12        500.000        93.2533                 NaN            NaN            NaN            NaN  0.559799                 NaN            NaN   1.62500                 NaN  0.873382       0.220361        3.46820                 NaN
  1245.61        500.000        93.7300                 NaN            NaN            NaN            NaN  0.515650                 NaN            NaN   1.52152                 NaN  0.810925       0.201660        3.22023                 NaN
  1243.11        500.000        94.1558                 NaN            NaN            NaN            NaN  0.474266                 NaN            NaN   1.42925                 NaN  0.754437       0.184762        3.00145                 NaN
  1240.60        500.000        94.5330                 NaN            NaN            NaN            NaN  0.440255                 NaN            NaN   1.34450                 NaN  0.703909       0.169835        2.80847                 NaN
  1238.10        500.000        94.8744                 NaN            NaN            NaN            NaN  0.404740                 NaN            NaN   1.27136                 NaN  0.657601       0.156088        2.63581                 NaN
  1235.59        500.000        95.1825                 NaN            NaN            NaN            NaN  0.376872                 NaN            NaN   1.20102                 NaN  0.615713       0.143691        2.48019                 NaN
  1233.08        500.000        95.4625                 NaN            NaN            NaN            NaN  0.350111                 NaN            NaN   1.13759                 NaN  0.577218       0.132481        2.34014                 NaN
  1230.58        500.000        95.7247                 NaN            NaN            NaN            NaN  0.321269                 NaN            NaN   1.08141                 NaN  0.541067       0.121852        2.20966                 NaN
  1228.07        500.000        95.9614                 NaN            NaN            NaN            NaN  0.297657                 NaN            NaN   1.02814                 NaN  0.508120       0.112332        2.09235                 NaN
  1225.56        500.000        96.1765                 NaN            NaN            NaN            NaN  0.275056                 NaN            NaN  0.981597                 NaN  0.477920       0.103562        1.98541                 NaN
  1223.06        500.000        96.3913                 NaN            NaN            NaN            NaN  0.234053                 NaN            NaN  0.951413                 NaN  0.449024       0.941833E-001   1.88006                 NaN
  1220.55        500.000        96.5600                 NaN            NaN            NaN            NaN  0.229482                 NaN            NaN  0.904485                 NaN  0.423884       0.877800E-001   1.79440                 NaN
  1218.05        500.000        96.7327                 NaN            NaN            NaN            NaN  0.201061                 NaN            NaN  0.877305                 NaN  0.400133       0.803102E-001   1.70853                 NaN
  1215.54        500.000        96.8396                 NaN            NaN            NaN            NaN  0.777962E-001            NaN            NaN  0.421834       0.572822       0.385194       0.683367E-001   1.63446                 NaN
  1213.03        500.000        96.9393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.822530       0.238222       0.373098       0.583666E-001   1.56847                 NaN
  1210.53        500.000        72.7667                 NaN            NaN            NaN            NaN  0.972839                 NaN            NaN   3.36605                 NaN   2.34479       0.269270        10.2153        10.0650     
  1208.02        500.000        69.5903                 NaN            NaN            NaN            NaN   1.11933                 NaN            NaN   3.60099                 NaN   2.58334       0.284470        11.2571        11.5645     
  1205.51        500.000        74.1266                 NaN            NaN            NaN            NaN  0.946182                 NaN            NaN   3.07012                 NaN   2.19204       0.236995        9.58127        9.84684     
  1203.01        500.000        77.5536                 NaN            NaN            NaN            NaN  0.728639                 NaN            NaN   2.75398                 NaN   1.89504       0.198560        8.32358        8.54659     
  1200.50        500.000        71.5058                 NaN            NaN            NaN            NaN   1.11443                 NaN            NaN   3.15093                 NaN   2.44954       0.255593        10.7763        10.7474     
  1197.99        500.000        87.8193                 NaN            NaN            NaN            NaN  0.379046                 NaN            NaN   1.28564       0.186227       0.958806       0.989389E-001   4.24431        5.02770     
  1195.49        500.000        86.2207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37617                 NaN   1.16733       0.840330E-001   5.19375        4.95802     
  1192.98        500.000        83.1237                 NaN            NaN            NaN            NaN  0.613006                 NaN            NaN  0.181769        1.55279        1.37554       0.149712        6.46907        6.53437     
  1190.48        500.000        90.4499                 NaN            NaN            NaN            NaN  0.192304E-002            NaN            NaN   1.29016                 NaN  0.804170       0.555564E-001   3.70596        3.69235     
  1187.97        500.000        43.8618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.83127        2.16250        4.37601       0.315893        22.0330        21.4195     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   3.24957                 NaN            NaN   6.63826        1.00241        7.31287       0.821131        41.4091        39.5666     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.17533                 NaN            NaN   5.90629        1.86079        7.33376       0.811226        41.3588        39.5539     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   3.53469                 NaN            NaN   7.18981       0.247868E-001   7.29029       0.842323        41.4735        39.6446     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.54022                 NaN            NaN   7.19853       0.782090E-002   7.28984       0.842684        41.4749        39.6460     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5343                 NaN   7.58753       0.568201        40.6261        38.6839     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0086        1.51489        7.58306       0.572440        40.6358        38.6852     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.71232                 NaN            NaN   6.96103                 NaN   7.28988       0.851806        41.4862        39.6988     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   3.54270                 NaN            NaN   7.20264                 NaN   7.28964       0.842868        41.4754        39.6467     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   3.71231                 NaN            NaN   6.96105                 NaN   7.28988       0.851805        41.4862        39.6987     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   2.75940                 NaN            NaN   8.43606       0.219256E-003   7.37910       0.766643        41.2217        39.4369     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   3.77770                 NaN            NaN   6.86791       0.557270E-005   7.28998       0.855251        41.4904        39.7188     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.54270                 NaN            NaN   7.20261       0.391275E-004   7.28964       0.842868        41.4754        39.6467     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.71231                 NaN            NaN   6.96105                 NaN   7.28988       0.851806        41.4862        39.6988     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.71231                 NaN            NaN   6.96105                 NaN   7.28988       0.851805        41.4862        39.6987     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.71231                 NaN            NaN   6.96105                 NaN   7.28988       0.851805        41.4862        39.6987     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   3.71230                 NaN            NaN   6.96106                 NaN   7.28988       0.851805        41.4862        39.6987     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.71230                 NaN            NaN   6.96106                 NaN   7.28988       0.851805        41.4862        39.6987     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.71230                 NaN            NaN   6.96106                 NaN   7.28988       0.851805        41.4862        39.6987     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   3.39701                 NaN            NaN   7.48313                 NaN   7.33641       0.815150        41.3501        39.6182     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   3.77770                 NaN            NaN   6.86791                 NaN   7.28998       0.855251        41.4904        39.7188     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.73870                 NaN            NaN   6.92329                 NaN   7.28979       0.853230        41.4882        39.7067     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.73868                 NaN            NaN   6.92332                 NaN   7.28979       0.853229        41.4882        39.7067     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.73871                 NaN            NaN   6.92327                 NaN   7.28979       0.853231        41.4882        39.7067     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.56651                 NaN            NaN   7.23377                 NaN   7.32973       0.826872        41.3747        39.6684     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   3.59956                 NaN            NaN   7.18447                 NaN   7.32773       0.829317        41.3808        39.6781     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.62691                 NaN            NaN   7.14448                 NaN   7.32687       0.831141        41.3842        39.6864     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.65308                 NaN            NaN   7.10629                 NaN   7.32614       0.832864        41.3873        39.6943     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.67833                 NaN            NaN   7.06949                 NaN   7.32546       0.834524        41.3902        39.7020     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.70261                 NaN            NaN   7.03413                 NaN   7.32485       0.836117        41.3928        39.7095     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.72598                 NaN            NaN   7.00019                 NaN   7.32434       0.837617        41.3952        39.7166     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.89690                 NaN            NaN   6.70235                 NaN   7.29316       0.860633        41.4896        39.7573     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.76864                 NaN            NaN   6.93865                 NaN   7.32374       0.840261        41.3988        39.7299     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   3.78906                 NaN            NaN   6.90925                 NaN   7.32351       0.841515        41.4003        39.7363     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.80886                 NaN            NaN   6.88082                 NaN   7.32334       0.842717        41.4017        39.7426     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.84522                 NaN            NaN   6.81571                 NaN   7.31584       0.847989        41.4244        39.7509     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   3.84743                 NaN            NaN   6.82461                 NaN   7.32273       0.845193        41.4054        39.7546     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   3.86668                 NaN            NaN   6.80185                 NaN   7.32858       0.845193        41.3950        39.7627     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   3.88465                 NaN            NaN   6.77007                 NaN   7.32315       0.847621        41.4084        39.7661     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.90138                 NaN            NaN   6.74614                 NaN   7.32212       0.848614        41.4101        39.7716     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   3.91808                 NaN            NaN   6.72240                 NaN   7.32224       0.849576        41.4107        39.7770     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.93437                 NaN            NaN   6.69930                 NaN   7.32240       0.850504        41.4111        39.7824     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.95026                 NaN            NaN   6.67681                 NaN   7.32260       0.851403        41.4114        39.7876     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.96575                 NaN            NaN   6.65492                 NaN   7.32284       0.852274        41.4115        39.7927     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.98092                 NaN            NaN   6.63355                 NaN   7.32311       0.853109        41.4116        39.7977     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   3.99572                 NaN            NaN   6.61273                 NaN   7.32343       0.853920        41.4116        39.8026     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   4.01018                 NaN            NaN   6.59243                 NaN   7.32378       0.854705        41.4114        39.8075     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   4.02498                 NaN            NaN   6.57212                 NaN   7.32468       0.855580        41.4101        39.8125     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   4.03799                 NaN            NaN   6.55353                 NaN   7.32464       0.856167        41.4108        39.8169     
