|6.6.6
Archiving\03_Data\eq/QFM_m0.5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.3191       0.240515       0.440366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3086       0.251077       0.440364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2980       0.261639       0.440363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2874       0.272201       0.440361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2769       0.282763       0.440359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2663       0.293325       0.440357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2558       0.303887       0.440356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2452       0.314449       0.440354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2346       0.325010       0.440352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2115       0.348180       0.440350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1883       0.371349       0.440349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1651       0.394518       0.440347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1420       0.417686       0.440345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1188       0.440855       0.440343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0956       0.464023       0.440342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0725       0.487191       0.440340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0493       0.510359       0.440338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.9640       0.595668       0.440337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.8787       0.680976       0.440336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.7934       0.766284       0.440334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.7081       0.851592       0.440333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.6228       0.936899       0.440332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.5375        1.02220       0.440331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.4522        1.10751       0.440329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.3669        1.19282       0.440328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.9510        1.60871       0.440331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.5351        2.02461       0.440333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.1191        2.44052       0.440336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.7032        2.85643       0.440338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.2873        3.27234       0.440340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        95.8714        3.68826       0.440343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        95.4555        4.10418       0.440345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        95.0395        4.52011       0.440348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        94.3815        5.17820       0.440353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        93.7233        5.83630       0.440359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        93.0438        6.51582       0.440365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        92.3440        7.20415       0.440371       0.114448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.6360        7.89472       0.440376       0.288735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        89.4296        9.73549       0.648635E-001  0.764658E-001  0.693590                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        88.4673        10.6208                 NaN  0.984788E-001  0.813405                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        87.7441        11.3275                 NaN  0.114914       0.813417                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        87.0474        12.0086                 NaN  0.130648       0.813430                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        86.3505        12.6896                 NaN  0.146382       0.813443                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        85.6537        13.3707                 NaN  0.162116       0.813455                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        84.9568        14.0518                 NaN  0.177851       0.813468                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        84.2600        14.7330                 NaN  0.193587       0.813481                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        83.5631        15.4141                 NaN  0.209323       0.813493                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        82.8661        16.0953                 NaN  0.225059       0.813506                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        82.1692        16.7765                 NaN  0.240796       0.813519                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        81.5036        17.4277                 NaN  0.255222       0.813532                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        80.8379        18.0789                 NaN  0.269647       0.813546                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        80.1723        18.7301                 NaN  0.284074       0.813559                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        79.5066        19.3813                 NaN  0.298500       0.813573                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        78.8409        20.0326                 NaN  0.312927       0.813586                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        78.1751        20.6839                 NaN  0.327355       0.813600                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        77.5094        21.3352                 NaN  0.341783       0.813613                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        76.8436        21.9865                 NaN  0.356212       0.813627                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        76.2054        22.6115                 NaN  0.369527       0.813641                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        75.5671        23.2364                 NaN  0.382842       0.813655                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        74.9288        23.8614                 NaN  0.396158       0.813670                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        74.2905        24.4864                 NaN  0.409475       0.813684                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        73.6521        25.1114                 NaN  0.422791       0.813698                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        73.0137        25.7364                 NaN  0.436109       0.813712                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        72.3753        26.3615                 NaN  0.449427       0.813727                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        71.7369        26.9866                 NaN  0.462745       0.813741                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        71.1238        27.5875                 NaN  0.474958       0.813756                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        70.5106        28.1885                 NaN  0.487171       0.813770                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        69.8974        28.7894                 NaN  0.499384       0.813785                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        69.2842        29.3904                 NaN  0.511599       0.813800                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        68.6709        29.9915                 NaN  0.523813       0.813815                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        68.0576        30.5925                 NaN  0.536028       0.813829                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        67.4444        31.1936                 NaN  0.548243       0.813844                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        66.8310        31.7946                 NaN  0.560459       0.813859                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        66.2450        32.3694                 NaN  0.571737       0.813874                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        65.6589        32.9442                 NaN  0.583015       0.813889                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        65.0728        33.5190                 NaN  0.594294       0.813903                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        64.4867        34.0938                 NaN  0.605573       0.813918                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        63.9006        34.6686                 NaN  0.616852       0.813933                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        63.3144        35.2435                 NaN  0.628132       0.813948                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        62.7282        35.8184                 NaN  0.639413       0.813963                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        62.1420        36.3933                 NaN  0.650693       0.813978                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        61.5848        36.9403                 NaN  0.660964       0.813993                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        61.0275        37.4873                 NaN  0.671234       0.814007                 NaN            NaN            NaN            NaN            NaN            NaN
