|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.5/T13/T13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1300.43        500.000        99.1631                 NaN  0.187287                 NaN            NaN  0.412784                 NaN            NaN            NaN  0.236785                 NaN            NaN            NaN
  1298.93        500.000        99.1699                 NaN  0.184883                 NaN            NaN  0.410590                 NaN            NaN            NaN  0.234588                 NaN            NaN            NaN
  1297.43        500.000        99.1793                 NaN  0.185304                 NaN            NaN  0.403662                 NaN            NaN            NaN  0.231740                 NaN            NaN            NaN
  1295.92        500.000        99.1882                 NaN  0.181086                 NaN            NaN  0.402308                 NaN            NaN            NaN  0.228436                 NaN            NaN            NaN
  1294.42        500.000        99.1965                 NaN  0.177648                 NaN            NaN  0.399969                 NaN            NaN            NaN  0.225838                 NaN            NaN            NaN
  1292.92        500.000        99.2040                 NaN  0.172173                 NaN            NaN  0.400509                 NaN            NaN            NaN  0.223334                 NaN            NaN            NaN
  1291.42        500.000        99.2145                 NaN  0.170471                 NaN            NaN  0.395898                 NaN            NaN            NaN  0.219115                 NaN            NaN            NaN
  1289.92        500.000        99.2217                 NaN  0.169474                 NaN            NaN  0.391698                 NaN            NaN            NaN  0.217156                 NaN            NaN            NaN
  1288.41        500.000        99.2313                 NaN  0.167212                 NaN            NaN  0.386834                 NaN            NaN            NaN  0.214624                 NaN            NaN            NaN
  1286.91        500.000        99.2390                 NaN  0.164165                 NaN            NaN  0.385620                 NaN            NaN            NaN  0.211185                 NaN            NaN            NaN
  1285.41        500.000        99.2458                 NaN  0.158211                 NaN            NaN  0.386909                 NaN            NaN            NaN  0.209084                 NaN            NaN            NaN
  1283.91        500.000        99.2548                 NaN  0.158604                 NaN            NaN  0.380606                 NaN            NaN            NaN  0.206021                 NaN            NaN            NaN
  1282.41        500.000        99.2617                 NaN  0.154650                 NaN            NaN  0.379862                 NaN            NaN            NaN  0.203772                 NaN            NaN            NaN
  1280.90        500.000        99.2701                 NaN  0.152464                 NaN            NaN  0.376331                 NaN            NaN            NaN  0.201129                 NaN            NaN            NaN
  1279.40        500.000        99.2767                 NaN  0.148659                 NaN            NaN  0.376017                 NaN            NaN            NaN  0.198662                 NaN            NaN            NaN
  1277.90        500.000        99.2844                 NaN  0.145714                 NaN            NaN  0.373703                 NaN            NaN            NaN  0.196161                 NaN            NaN            NaN
  1276.40        500.000        99.2905                 NaN  0.143076                 NaN            NaN  0.372405                 NaN            NaN            NaN  0.194025                 NaN            NaN            NaN
  1274.89        500.000        99.2986                 NaN  0.140444                 NaN            NaN  0.369509                 NaN            NaN            NaN  0.191397                 NaN            NaN            NaN
  1273.39        500.000        99.3035                 NaN  0.136329                 NaN            NaN  0.370521                 NaN            NaN            NaN  0.189659                 NaN            NaN            NaN
  1271.89        500.000        99.3123                 NaN  0.132350                 NaN            NaN  0.368617                 NaN            NaN            NaN  0.186723                 NaN            NaN            NaN
  1270.39        500.000        99.2696                 NaN  0.131326                 NaN            NaN  0.378092                 NaN            NaN            NaN  0.189831       0.311145E-001            NaN            NaN
  1268.89        500.000        94.9549                 NaN  0.308794                 NaN            NaN   1.34361                 NaN            NaN            NaN  0.635789        2.75692                 NaN            NaN
  1267.38        500.000        95.0628                 NaN  0.177354                 NaN            NaN   1.36127       0.109916                 NaN            NaN  0.624373        2.66430                 NaN            NaN
  1265.88        500.000        95.0640                 NaN            NaN            NaN            NaN   1.68790                 NaN            NaN            NaN  0.629840        2.61824                 NaN            NaN
  1264.38        500.000        95.2816                 NaN            NaN            NaN            NaN   1.62214                 NaN            NaN            NaN  0.604548        2.49166                 NaN            NaN
  1262.88        500.000        95.4948                 NaN  0.187537E-005            NaN            NaN   1.55603                 NaN            NaN            NaN  0.579142        2.37006                 NaN            NaN
  1261.38        500.000        95.6864                 NaN            NaN            NaN            NaN   1.49712                 NaN            NaN            NaN  0.556525        2.25994                 NaN            NaN
  1259.87        500.000        95.8685                 NaN            NaN            NaN            NaN   1.44004                 NaN            NaN            NaN  0.534615        2.15686                 NaN            NaN
  1258.37        500.000        96.0309                 NaN            NaN            NaN            NaN   1.38973                 NaN            NaN            NaN  0.515468        2.06392                 NaN            NaN
  1256.87        500.000        96.0519                 NaN            NaN            NaN            NaN   1.36562                 NaN            NaN            NaN  0.512098        2.04967       0.207629E-001            NaN
  1255.37        500.000        95.5165                 NaN            NaN            NaN            NaN   1.44272                 NaN            NaN            NaN  0.576477        2.33688       0.127410                 NaN
  1253.86        500.000        95.7138                 NaN            NaN            NaN            NaN   1.38327                 NaN            NaN            NaN  0.548795        2.23195       0.122146                 NaN
  1252.36        500.000        95.9049                 NaN            NaN            NaN            NaN   1.32537                 NaN            NaN            NaN  0.524389        2.12973       0.115637                 NaN
  1250.86        500.000        96.0768                 NaN            NaN            NaN            NaN   1.27356                 NaN            NaN            NaN  0.501536        2.03808       0.109993                 NaN
  1249.36        500.000        96.2366                 NaN            NaN            NaN            NaN   1.22655                 NaN            NaN            NaN  0.482611        1.95094       0.103344                 NaN
  1247.86        500.000        96.3838                 NaN            NaN            NaN            NaN   1.18224                 NaN            NaN            NaN  0.463646        1.87232       0.980029E-001            NaN
  1246.35        500.000        96.5209                 NaN            NaN            NaN            NaN   1.14079                 NaN            NaN            NaN  0.445603        1.79953       0.931478E-001            NaN
  1244.85        500.000        96.6509                 NaN            NaN            NaN            NaN   1.10110                 NaN            NaN            NaN  0.427991        1.73124       0.888046E-001            NaN
  1243.35        500.000        96.7771                 NaN            NaN            NaN            NaN   1.06176                 NaN            NaN            NaN  0.411583        1.66531       0.842939E-001            NaN
  1241.85        500.000        96.8876                 NaN            NaN            NaN            NaN   1.02870                 NaN            NaN            NaN  0.397268        1.60644       0.799806E-001            NaN
  1240.34        500.000        96.9838                 NaN            NaN            NaN            NaN   1.00294                 NaN            NaN            NaN  0.388024        1.55115       0.740522E-001            NaN
  1238.84        500.000        97.0978                 NaN            NaN            NaN            NaN  0.963462                 NaN            NaN            NaN  0.367061        1.49817       0.734830E-001            NaN
  1237.34        500.000        97.1907                 NaN            NaN            NaN            NaN  0.935617                 NaN            NaN            NaN  0.355548        1.44862       0.694754E-001            NaN
  1235.84        500.000        97.2870                 NaN            NaN            NaN            NaN  0.904790                 NaN            NaN            NaN  0.343864        1.39885       0.655115E-001            NaN
  1234.34        500.000        97.3710                 NaN            NaN            NaN            NaN  0.879670                 NaN            NaN            NaN  0.331909        1.35495       0.625083E-001            NaN
  1232.83        500.000        97.4539                 NaN            NaN            NaN            NaN  0.853936                 NaN            NaN            NaN  0.322228        1.31117       0.588111E-001            NaN
  1231.33        500.000        97.5339                 NaN            NaN            NaN            NaN  0.827993                 NaN            NaN            NaN  0.309667        1.27164       0.567617E-001            NaN
  1229.83        500.000        97.6100                 NaN            NaN            NaN            NaN  0.803973                 NaN            NaN            NaN  0.300086        1.23229       0.536205E-001            NaN
  1228.33        500.000        97.6838                 NaN            NaN            NaN            NaN  0.780137                 NaN            NaN            NaN  0.289426        1.19536       0.513077E-001            NaN
  1226.83        500.000        97.7545                 NaN            NaN            NaN            NaN  0.756243                 NaN            NaN            NaN  0.278861        1.16105       0.493422E-001            NaN
  1225.32        500.000        97.8145                 NaN            NaN            NaN            NaN  0.740140                 NaN            NaN            NaN  0.271731        1.12737       0.462718E-001            NaN
  1223.82        500.000        97.8816                 NaN            NaN            NaN            NaN  0.717177                 NaN            NaN            NaN  0.262956        1.09427       0.439448E-001            NaN
  1222.32        500.000        97.9421                 NaN            NaN            NaN            NaN  0.697758                 NaN            NaN            NaN  0.254808        1.06367       0.416523E-001            NaN
  1220.82        500.000        98.0051                 NaN  0.220331E-003            NaN            NaN  0.675514                 NaN            NaN            NaN  0.244714        1.03407       0.403685E-001            NaN
  1219.31        500.000        98.0595                 NaN            NaN            NaN            NaN  0.658812                 NaN            NaN            NaN  0.238721        1.00525       0.377145E-001            NaN
  1217.81        500.000        95.7708                 NaN  0.413741                 NaN            NaN  0.331540       0.501450E-005            NaN            NaN  0.699061        2.60230       0.182508                 NaN
  1216.31        500.000        99.1978                 NaN  0.303625E-002            NaN            NaN  0.498570                 NaN            NaN            NaN  0.920996E-001  0.197799       0.106817E-001            NaN
  1214.81        500.000        98.8152                 NaN            NaN            NaN            NaN  0.436163       0.226394                 NaN            NaN            NaN  0.522198                 NaN            NaN
  1213.31        500.000        99.2774                 NaN            NaN            NaN            NaN  0.143211                 NaN            NaN            NaN  0.530263E-002  0.567500       0.660205E-002            NaN
  1211.80        500.000        98.2263                 NaN  0.106657                 NaN            NaN  0.624934                 NaN            NaN            NaN  0.259629       0.774607       0.788472E-002            NaN
  1210.30        500.000        77.1013                 NaN            NaN            NaN            NaN   3.45262                 NaN            NaN            NaN   1.94189        8.88783       0.175094        8.44124     
  1208.80        500.000        95.8535                 NaN  0.366045E-001            NaN            NaN  0.879353                 NaN            NaN            NaN  0.492136        1.53415       0.397082E-002   1.20026     
  1207.30        500.000        94.1212                 NaN            NaN            NaN            NaN   1.09328                 NaN            NaN            NaN  0.418871        2.10325       0.578320E-001   2.20553     
  1205.80        500.000        87.5172                 NaN  0.358790       0.796922E-001            NaN   1.24471                 NaN            NaN            NaN   1.05492        4.87040       0.122367        4.75190     
  1204.29        500.000        91.7975                 NaN  0.208988E-005            NaN            NaN   1.73997                 NaN            NaN            NaN  0.617033        2.58606       0.408426E-001   3.21862     
  1202.79        500.000        88.2119                 NaN            NaN            NaN            NaN  0.299378        1.56670                 NaN            NaN  0.968004        4.37015       0.863921E-001   4.49746     
  1201.29        500.000        86.5874                 NaN  0.277290                 NaN            NaN   1.93421                 NaN            NaN            NaN   1.17582        4.89330       0.700429E-001   5.06196     
  1199.79        500.000        89.4213                 NaN            NaN            NaN            NaN   1.68129                 NaN            NaN            NaN  0.844258        3.94538       0.828643E-001   4.02492     
  1198.28        500.000        81.5705                 NaN            NaN            NaN            NaN   1.88666       0.837200                 NaN            NaN   1.49305        6.84263       0.126039        7.24395     
  1196.78        500.000        91.4717                 NaN            NaN            NaN            NaN  0.554021       0.935922                 NaN            NaN  0.779369        3.44555       0.549644E-001   2.75852     
  1195.28        500.000        90.7939                 NaN            NaN            NaN            NaN  0.489314       0.823889                 NaN            NaN  0.688037        3.18909       0.501059E-001   3.96567     
  1193.78        500.000        90.3982                 NaN            NaN            NaN            NaN  0.592289       0.869356                 NaN            NaN  0.780737        3.68545       0.570134E-001   3.61690     
  1192.28        500.000        93.6504                 NaN  0.166675                 NaN            NaN  0.740611       0.111254E-002            NaN            NaN  0.502357        2.52789       0.497049E-001   2.36122     
  1190.77        500.000        83.2579                 NaN            NaN            NaN            NaN  0.844202        1.44811                 NaN            NaN   1.31813        6.55782       0.974823E-001   6.47633     
  1189.27        500.000        32.7402                 NaN            NaN            NaN            NaN   1.01098        7.34366                 NaN            NaN   5.06667        27.2084       0.370014        26.2601     
  1187.77        500.000                 NaN            NaN            NaN            NaN            NaN   4.78402        6.92597       0.102965E-003            NaN   7.35589        40.9394       0.601891        39.3928     
  1186.27        500.000                 NaN            NaN            NaN            NaN            NaN   4.70895        7.00388       0.118166E-003            NaN   7.35791        40.9351       0.600812        39.3932     
  1184.77        500.000                 NaN            NaN            NaN            NaN            NaN   4.63470        7.08100       0.134481E-003            NaN   7.35992        40.9308       0.599728        39.3937     
  1183.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.105383E-004   4.56494        7.15347                 NaN   7.36195        40.9267       0.598735        39.3942     
  1181.76        500.000                 NaN            NaN            NaN            NaN            NaN  0.572797E-005   4.47883        7.24588                 NaN   7.36176        40.9192       0.597819        39.3965     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.434343E-005   4.39401        7.32865                 NaN   7.36755        40.9180       0.596920        39.3949     
  1178.76        500.000                 NaN            NaN            NaN            NaN            NaN   4.37828        7.32288       0.300640E-001            NaN   7.35742        40.9183       0.596007        39.3970     
  1177.25        500.000                 NaN            NaN            NaN            NaN            NaN  0.752432E-005   4.21296        7.51641                 NaN   7.36986        40.9110       0.594096        39.3956     
  1175.75        500.000                 NaN            NaN            NaN            NaN            NaN  0.519575E-005   4.12205        7.61038                 NaN   7.37167        40.9068       0.592994        39.3961     
  1174.25        500.000                 NaN            NaN            NaN            NaN            NaN  0.529571E-004   4.02677        7.70879                 NaN   7.37384        40.9023       0.591676        39.3966     
  1172.75        500.000                 NaN            NaN            NaN            NaN            NaN  0.377376E-004   3.93052        7.80849                 NaN   7.37583        40.8976       0.590444        39.3971     
  1171.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.27314        9.55932       0.146359E-003            NaN   7.35336        40.8190       0.577438        39.4176     
  1169.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.53661        3.33461        5.91469                 NaN   7.40171        40.8349       0.572475        39.4050     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.43549        10.4108       0.925865E-005            NaN   7.37504        40.7928       0.567973        39.4179     
  1166.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.27154        9.56971       0.435060E-003            NaN   7.36058        40.8045       0.573965        39.4193     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.08014        9.76661       0.299480E-003            NaN   7.36150        40.7991       0.572272        39.4201     
  1163.73        500.000                 NaN            NaN            NaN            NaN            NaN   9.11102        2.65871       0.416318E-004            NaN   7.39316        40.8580       0.578334        39.4008     
  1162.23        500.000                 NaN            NaN            NaN            NaN            NaN  0.791698E-005   3.46893        8.29320                 NaN   7.39107        40.8639       0.581970        39.4010     
  1160.73        500.000                 NaN            NaN            NaN            NaN            NaN   3.40007        8.36516       0.291995E-003            NaN   7.39209        40.8601       0.580735        39.4015     
  1159.23        500.000                 NaN            NaN   2.29041                 NaN            NaN  0.164063E-003   8.34526                 NaN            NaN   7.17479        41.4275       0.750421        40.0114     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.49480        2.68809        6.61395                 NaN   7.40954        40.8183       0.568535        39.4067     
  1156.22        500.000                 NaN            NaN            NaN            NaN            NaN   2.40941        2.48328        6.90441                 NaN   7.41104        40.8179       0.567479        39.4065     
  1154.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.45416        2.30472        7.03858       0.654993E-004   7.41193        40.8168       0.567329        39.4064     
  1153.22        500.000                 NaN            NaN            NaN            NaN            NaN   2.57100        2.14113        7.08754                 NaN   7.41579        40.8110       0.566467        39.4071     
  1151.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.99254        8.78698                 NaN            NaN   7.41437        40.8299       0.573310        39.4029     
  1150.22        500.000                 NaN            NaN            NaN            NaN            NaN   2.91349        8.86963       0.266895E-003            NaN   7.41797        40.8233       0.571829        39.4035     
  1148.71        500.000                 NaN            NaN            NaN            NaN            NaN   7.05281        4.75969                 NaN            NaN   7.43416        40.7857       0.561758        39.4059     
  1147.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.29981        4.51404                 NaN            NaN   7.43661        40.7826       0.560903        39.4060     
  1145.71        500.000                 NaN            NaN   2.40959                 NaN            NaN   8.06325       0.131134                 NaN            NaN   7.18582        41.4089       0.751455        40.0499     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.86975        3.94892                 NaN            NaN   7.44185        40.7738       0.558888        39.4068     
  1142.70        500.000                 NaN            NaN            NaN            NaN            NaN   8.02759        3.79328                 NaN            NaN   7.44498        40.7693       0.557804        39.4071     
  1141.20        500.000                 NaN            NaN            NaN            NaN            NaN   9.02378        2.78039                 NaN            NaN   7.48374        40.7489       0.561252        39.4019     
  1139.70        500.000                 NaN            NaN            NaN            NaN            NaN   8.76641        3.11424                 NaN            NaN   7.39498        40.7460       0.557075        39.4213     
  1138.20        500.000                 NaN            NaN   2.52184                 NaN            NaN   7.90741       0.111112                 NaN            NaN   7.17330        41.4450       0.762129        40.0792     
  1136.70        500.000                 NaN            NaN            NaN            NaN            NaN   8.69540        3.13656                 NaN            NaN   7.45679        40.7498       0.552947        39.4085     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN   11.6649       0.160156                 NaN            NaN   7.50683        40.7130       0.551563        39.4035     
  1133.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.68267        10.1445       0.935517E-003            NaN   7.45737        40.7504       0.555022        39.4090     
  1132.19        500.000                 NaN            NaN            NaN            NaN            NaN   6.08878        5.73844                 NaN            NaN   7.47549        40.7408       0.551526        39.4050     
  1130.69        500.000                 NaN            NaN            NaN            NaN            NaN   9.75783        2.08995       0.758957E-003            NaN   7.47089        40.7231       0.546690        39.4108     
  1129.19        500.000                 NaN            NaN            NaN            NaN            NaN   11.8571                 NaN            NaN            NaN   7.47849        40.7110       0.542582        39.4108     
  1127.68        500.000                 NaN            NaN            NaN            NaN            NaN   11.2365       0.616366                 NaN            NaN   7.48974        40.7057       0.542930        39.4087     
  1126.18        500.000                 NaN            NaN            NaN            NaN            NaN   10.3884        1.46898                 NaN            NaN   7.49025        40.7014       0.540048        39.4110     
  1124.68        500.000                 NaN            NaN            NaN            NaN            NaN   10.4137        1.44977                 NaN            NaN   7.48937        40.6946       0.539577        39.4129     
  1123.18        500.000                 NaN            NaN            NaN            NaN            NaN  0.513409E-001   10.2391        1.57208                 NaN   7.48667        40.6989       0.539819        39.4121     
  1121.67        500.000                 NaN            NaN            NaN            NaN            NaN   11.8765       0.236248E-003            NaN            NaN   7.49772        40.6802       0.533037        39.4124     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   11.4426       0.428991                 NaN            NaN   7.49691        40.6833       0.535402        39.4128     
  1118.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.347758        11.5295                 NaN            NaN   7.49977        40.6759       0.533577        39.4135     
  1117.17        500.000                 NaN            NaN  0.765946E-001            NaN            NaN   11.7686                 NaN            NaN            NaN   7.49536        40.6881       0.537064        39.4342     
  1115.67        500.000                 NaN            NaN   1.54700                 NaN            NaN   9.57038       0.280437E-004            NaN            NaN   7.32738        41.0737       0.653253        39.8283     
  1114.16        500.000                 NaN            NaN   1.74783                 NaN            NaN  0.834761E-002   9.25989                 NaN            NaN   7.30390        41.1277       0.669904        39.8824     
  1112.66        500.000                 NaN            NaN   1.87906                 NaN            NaN  0.376315E-002   9.06713                 NaN            NaN   7.28884        41.1625       0.680752        39.9180     
  1111.16        500.000                 NaN            NaN   1.97765                 NaN            NaN   8.92283       0.101743E-004            NaN            NaN   7.27778        41.1881       0.688826        39.9448     
  1109.66        500.000                 NaN            NaN   2.04588                 NaN            NaN   8.82094                 NaN            NaN            NaN   7.27057        41.2049       0.694219        39.9635     
  1108.16        500.000                 NaN            NaN   2.12718                 NaN            NaN   8.69865                 NaN            NaN            NaN   7.26145        41.2261       0.700946        39.9856     
  1106.65        500.000                 NaN            NaN   2.18795                 NaN            NaN   8.60768                 NaN            NaN            NaN   7.25499        41.2412       0.705821        40.0023     
  1105.15        500.000                 NaN            NaN   2.24225                 NaN            NaN   8.52650                 NaN            NaN            NaN   7.24933        41.2545       0.710144        40.0173     
  1103.65        500.000                 NaN            NaN   2.29086                 NaN            NaN   8.45395                 NaN            NaN            NaN   7.24436        41.2662       0.713974        40.0307     
  1102.15        500.000                 NaN            NaN   2.33542                 NaN            NaN   8.38766                 NaN            NaN            NaN   7.23997        41.2765       0.717436        40.0430     
  1100.64        500.000                 NaN            NaN   2.37748                 NaN            NaN   8.32497                 NaN            NaN            NaN   7.23577        41.2863       0.720720        40.0547     
  1099.14        500.000                 NaN            NaN   2.41462                 NaN            NaN   8.27333                 NaN            NaN            NaN   7.23674        41.2856       0.723291        40.0664     
  1097.64        500.000                 NaN            NaN   2.45382                 NaN            NaN   8.21132                 NaN            NaN            NaN   7.22832        41.3039       0.726642        40.0760     
  1096.14        500.000                 NaN            NaN   2.48824                 NaN            NaN   8.16029                 NaN            NaN            NaN   7.22509        41.3115       0.729276        40.0856     
  1094.64        500.000                 NaN            NaN   2.52074                 NaN            NaN   8.11205                 NaN            NaN            NaN   7.22209        41.3187       0.731731        40.0947     
  1093.13        500.000                 NaN            NaN   2.56121                 NaN            NaN   8.05022                 NaN            NaN            NaN   7.22011        41.3276       0.735228        40.1056     
  1091.63        500.000                 NaN            NaN   2.58116                 NaN            NaN   8.02255                 NaN            NaN            NaN   7.21659        41.3317       0.736284        40.1117     
  1090.13        500.000                 NaN            NaN   2.60913                 NaN            NaN   7.98123                 NaN            NaN            NaN   7.21413        41.3375       0.738362        40.1196     
  1088.63        500.000                 NaN            NaN   2.63724                 NaN            NaN   7.93894                 NaN            NaN            NaN   7.21134        41.3446       0.740616        40.1273     
  1087.13        500.000                 NaN            NaN   2.66121                 NaN            NaN   7.90451                 NaN            NaN            NaN   7.20971        41.3480       0.742171        40.1344     
  1085.62        500.000                 NaN            NaN   2.68580                 NaN            NaN   7.86831                 NaN            NaN            NaN   7.20766        41.3528       0.743960        40.1414     
  1084.12        500.000                 NaN            NaN   2.70945                 NaN            NaN   7.83355                 NaN            NaN            NaN   7.20573        41.3574       0.745668        40.1482     
  1082.62        500.000                 NaN            NaN   3.07208                 NaN            NaN   7.25243                 NaN            NaN            NaN   7.15059        41.4965       0.785662        40.2427     
  1081.12        500.000                 NaN            NaN   2.75419                 NaN            NaN   7.76790                 NaN            NaN            NaN   7.20218        41.3658       0.748863        40.1610     
  1079.61        500.000                 NaN            NaN   2.77341                 NaN            NaN   7.74031                 NaN            NaN            NaN   7.20248        41.3667       0.750386        40.1667     
  1078.11        500.000                 NaN            NaN   2.79899                 NaN            NaN   7.70136                 NaN            NaN            NaN   7.19958        41.3741       0.752229        40.1737     
  1076.61        500.000                 NaN            NaN   3.11245                 NaN            NaN   7.19676                 NaN            NaN            NaN   7.14996        41.4981       0.787463        40.2553     
  1075.11        500.000                 NaN            NaN   2.83523                 NaN            NaN   7.64941                 NaN            NaN            NaN   7.19611        41.3803       0.754534        40.1845     
  1073.61        500.000                 NaN            NaN   2.85388                 NaN            NaN   7.62224                 NaN            NaN            NaN   7.19478        41.3834       0.755815        40.1899     
  1072.10        500.000                 NaN            NaN   2.87342                 NaN            NaN   7.59335                 NaN            NaN            NaN   7.19394        41.3866       0.757248        40.1955     
  1070.60        500.000                 NaN            NaN   2.88954                 NaN            NaN   7.57047                 NaN            NaN            NaN   7.19236        41.3891       0.758218        40.2003     
  1069.10        500.000                 NaN            NaN   2.90667                 NaN            NaN   7.54563                 NaN            NaN            NaN   7.19124        41.3917       0.759362        40.2054     
  1067.60        500.000                 NaN            NaN   2.92334                 NaN            NaN   7.52150                 NaN            NaN            NaN   7.19017        41.3942       0.760465        40.2103     
  1066.09        500.000                 NaN            NaN   2.93977                 NaN            NaN   7.49767                 NaN            NaN            NaN   7.18911        41.3968       0.761564        40.2151     
  1064.59        500.000                 NaN            NaN   2.95556                 NaN            NaN   7.47489                 NaN            NaN            NaN   7.18815        41.3990       0.762589        40.2198     
  1063.09        500.000                 NaN            NaN   2.97105                 NaN            NaN   7.45256                 NaN            NaN            NaN   7.18724        41.4012       0.763591        40.2244     
  1061.59        500.000                 NaN            NaN   2.98613                 NaN            NaN   7.43088                 NaN            NaN            NaN   7.18638        41.4032       0.764554        40.2289     
  1060.09        500.000                 NaN            NaN   3.00084                 NaN            NaN   7.40973                 NaN            NaN            NaN   7.18556        41.4051       0.765488        40.2333     
  1058.58        500.000                 NaN            NaN   3.01523                 NaN            NaN   7.38911                 NaN            NaN            NaN   7.18478        41.4069       0.766391        40.2376     
  1057.08        500.000                 NaN            NaN   3.02906                 NaN            NaN   7.36936                 NaN            NaN            NaN   7.18405        41.4085       0.767236        40.2418     
  1055.58        500.000                 NaN            NaN   3.04279                 NaN            NaN   7.34973                 NaN            NaN            NaN   7.18327        41.4102       0.768098        40.2459     
  1054.08        500.000                 NaN            NaN   3.05546                 NaN            NaN   7.33177                 NaN            NaN            NaN   7.18283        41.4117       0.768700        40.2496     
  1052.58        500.000                 NaN            NaN   3.06874                 NaN            NaN   7.31284                 NaN            NaN            NaN   7.18214        41.4133       0.769479        40.2535     
  1051.07        500.000                 NaN            NaN   3.08150                 NaN            NaN   7.29471                 NaN            NaN            NaN   7.18150        41.4146       0.770248        40.2574     
  1049.57        500.000                 NaN            NaN   3.09428                 NaN            NaN   7.27659                 NaN            NaN            NaN   7.18094        41.4158       0.771011        40.2613     
  1048.07        500.000                 NaN            NaN   3.28332                 NaN            NaN   6.96375                 NaN            NaN            NaN   7.14927        41.4994       0.794556        40.3098     
  1046.57        500.000                 NaN            NaN   3.29147                 NaN            NaN   6.95277                 NaN            NaN            NaN   7.14933        41.4992       0.794869        40.3124     
  1045.06        500.000                 NaN            NaN   3.29956                 NaN            NaN   6.94188                 NaN            NaN            NaN   7.14940        41.4989       0.795177        40.3151     
  1043.56        500.000                 NaN            NaN   3.30769                 NaN            NaN   6.93040                 NaN            NaN            NaN   7.14924        41.4995       0.795591        40.3176     
  1042.06        500.000                 NaN            NaN   3.31561                 NaN            NaN   6.91977                 NaN            NaN            NaN   7.14934        41.4992       0.795885        40.3202     
  1040.56        500.000                 NaN            NaN   3.32347                 NaN            NaN   6.90924                 NaN            NaN            NaN   7.14944        41.4989       0.796177        40.3228     
  1039.06        500.000                 NaN            NaN   3.33126                 NaN            NaN   6.89882                 NaN            NaN            NaN   7.14956        41.4985       0.796460        40.3254     
  1037.55        500.000                 NaN            NaN   3.33897                 NaN            NaN   6.88851                 NaN            NaN            NaN   7.14969        41.4981       0.796741        40.3279     
  1036.05        500.000                 NaN            NaN   3.34662                 NaN            NaN   6.87831                 NaN            NaN            NaN   7.14982        41.4978       0.797015        40.3305     
  1034.55        500.000                 NaN            NaN   3.35419                 NaN            NaN   6.86821                 NaN            NaN            NaN   7.14996        41.4973       0.797283        40.3330     
  1033.05        500.000                 NaN            NaN   3.36170                 NaN            NaN   6.85822                 NaN            NaN            NaN   7.15012        41.4969       0.797547        40.3355     
  1031.55        500.000                 NaN            NaN   3.36914                 NaN            NaN   6.84833                 NaN            NaN            NaN   7.15028        41.4964       0.797805        40.3380     
  1030.04        500.000                 NaN            NaN   3.37652                 NaN            NaN   6.83854                 NaN            NaN            NaN   7.15045        41.4959       0.798058        40.3405     
  1028.54        500.000                 NaN            NaN   3.38382                 NaN            NaN   6.82886                 NaN            NaN            NaN   7.15064        41.4954       0.798308        40.3429     
  1027.04        500.000                 NaN            NaN   3.39108                 NaN            NaN   6.81927                 NaN            NaN            NaN   7.15083        41.4949       0.798549        40.3454     
  1025.54        500.000                 NaN            NaN   3.39826                 NaN            NaN   6.80979                 NaN            NaN            NaN   7.15103        41.4943       0.798786        40.3478     
  1024.03        500.000                 NaN            NaN   3.40538                 NaN            NaN   6.80039                 NaN            NaN            NaN   7.15124        41.4937       0.799019        40.3502     
  1022.53        500.000                 NaN            NaN   3.41245                 NaN            NaN   6.79109                 NaN            NaN            NaN   7.15146        41.4931       0.799247        40.3527     
  1021.03        500.000                 NaN            NaN   3.41945                 NaN            NaN   6.78189                 NaN            NaN            NaN   7.15170        41.4925       0.799470        40.3550     
  1019.53        500.000                 NaN            NaN   3.42639                 NaN            NaN   6.77279                 NaN            NaN            NaN   7.15194        41.4918       0.799687        40.3574     
  1018.03        500.000                 NaN            NaN   3.43326                 NaN            NaN   6.76378                 NaN            NaN            NaN   7.15219        41.4911       0.799898        40.3598     
  1016.52        500.000                 NaN            NaN   3.44009                 NaN            NaN   6.75485                 NaN            NaN            NaN   7.15245        41.4904       0.800108        40.3621     
  1015.02        500.000                 NaN            NaN   3.44684                 NaN            NaN   6.74603                 NaN            NaN            NaN   7.15271        41.4896       0.800313        40.3645     
