|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  2000.00        500.000        99.9860       0.140336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        500.000        99.9860       0.140339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        500.000        99.9860       0.140342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        500.000        99.9860       0.140345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        500.000        99.9860       0.140348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        500.000        99.9860       0.140351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        500.000        99.9860       0.140354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        500.000        99.9860       0.140357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        500.000        99.9860       0.140361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        500.000        99.9860       0.140364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        500.000        99.9860       0.140367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        500.000        99.9860       0.140370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        500.000        99.9860       0.140373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        500.000        99.9860       0.140377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.9860       0.140380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.9860       0.140383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.8411       0.102374E-001  0.148693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.9893                 NaN  0.106510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4337                 NaN  0.566344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4390                 NaN  0.561000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4415                 NaN  0.556502       0.195195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4405                 NaN  0.551258       0.820372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4428                 NaN  0.546765       0.104352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4466                 NaN  0.543051       0.103936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4475                 NaN  0.542058       0.104589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.5035                 NaN  0.487081       0.940682E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4087                 NaN  0.580181       0.111304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4596                 NaN  0.530075       0.102796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4635                 NaN  0.526272       0.102131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4665                 NaN  0.523335       0.101990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4703                 NaN  0.519543       0.101488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4721                 NaN  0.517764       0.101336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4977                 NaN  0.492629       0.967214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4545                 NaN  0.535019       0.104654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4793                 NaN  0.510680       0.100479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4822                 NaN  0.507808       0.999314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4847                 NaN  0.505325       0.996431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4867                 NaN  0.503401       0.994691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4874                 NaN  0.502625       0.994899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2578                 NaN  0.728194       0.140537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.7849                 NaN  0.210794       0.431814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4270                 NaN  0.561868       0.111103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4981                 NaN  0.492150       0.973022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4957                 NaN  0.494475       0.981181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4997                 NaN  0.490631       0.971561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4993                 NaN  0.490974       0.972027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5013                 NaN  0.489007       0.969083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5018                 NaN  0.488483       0.967379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5030                 NaN  0.487361       0.963904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5010                 NaN  0.489358       0.965380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5051                 NaN  0.485366       0.958238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5057                 NaN  0.484717       0.955217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5409                 NaN  0.450251       0.886775E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4698                 NaN  0.520016       0.102102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5059                 NaN  0.484563       0.950127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5062                 NaN  0.484348       0.947445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5069                 NaN  0.483669       0.945270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5046                 NaN  0.485943       0.948161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5038                 NaN  0.486696       0.947019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4914                 NaN  0.498947       0.968089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5224                 NaN  0.468531       0.904169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5053                 NaN  0.485329       0.936233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4660                 NaN  0.523925       0.100871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5400                 NaN  0.451385       0.861687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5208                 NaN  0.470199       0.897010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4822                 NaN  0.508190       0.964191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4998                 NaN  0.490932       0.927964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4990                 NaN  0.491797       0.924536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4996                 NaN  0.491175       0.920764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4979                 NaN  0.492924       0.920959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4953                 NaN  0.495481       0.922111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4941                 NaN  0.496718       0.919924E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5399                 NaN  0.451795       0.832768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4425                 NaN  0.547420       0.100730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4895                 NaN  0.501358       0.913489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4877                 NaN  0.503134       0.912343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4825                 NaN  0.508330       0.919610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4820                 NaN  0.508895       0.913812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4724                 NaN  0.518342       0.923071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4847                 NaN  0.506350       0.897055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        97.4493                 NaN   2.50518       0.454860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.9075                 NaN  0.902278E-001  0.223193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4629                 NaN  0.528044       0.902632E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4606                 NaN  0.530359       0.901576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4572                 NaN  0.533734       0.902081E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4550                 NaN  0.535065       0.996392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4515                 NaN  0.540404       0.814125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4503                 NaN  0.540750       0.895825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4453                 NaN  0.545733       0.898084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4421                 NaN  0.548916       0.897729E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4404                 NaN  0.550620       0.894061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4362                 NaN  0.554868       0.896180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4331                 NaN  0.557929       0.894867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4817                 NaN  0.510192       0.813895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3759                 NaN  0.614363       0.972413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4233                 NaN  0.567744       0.893471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4211                 NaN  0.570014       0.892027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4183                 NaN  0.572849       0.889410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4155                 NaN  0.575629       0.890078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4091                 NaN  0.581944       0.893674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4115                 NaN  0.579647       0.885474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4234                 NaN  0.567941       0.862565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3852                 NaN  0.605660       0.912947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4007                 NaN  0.590404       0.887315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3959                 NaN  0.595195       0.889765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3955                 NaN  0.595631       0.886262E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3943                 NaN  0.596868       0.883811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3906                 NaN  0.600567       0.884136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3878                 NaN  0.603311       0.885348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3859                 NaN  0.605241       0.882970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3839                 NaN  0.607243       0.882245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3802                 NaN  0.610942       0.883780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3811                 NaN  0.610077       0.878663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3787                 NaN  0.612499       0.879191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3770                 NaN  0.614230       0.878734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3745                 NaN  0.616660       0.879119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3747                 NaN  0.616555       0.876168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3733                 NaN  0.617950       0.875862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3719                 NaN  0.619301       0.874879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3709                 NaN  0.620331       0.874880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3703                 NaN  0.620957       0.873325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3718                 NaN  0.619504       0.869375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.5436                 NaN  0.448800       0.761466E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1967                 NaN  0.793554       0.977857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3706                 NaN  0.620716       0.868346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3414                 NaN  0.649532       0.906814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4004                 NaN  0.591325       0.824737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3714                 NaN  0.619955       0.862432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3738                 NaN  0.617576       0.859622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3570                 NaN  0.634123       0.882871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3918                 NaN  0.599799       0.836153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3788                 NaN  0.612691       0.852893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3782                 NaN  0.613255       0.854367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5014                 NaN  0.159994                 NaN   1.33863                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4345                 NaN  0.105316                 NaN   1.46021                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4611                 NaN  0.103783                 NaN   1.43508                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        97.3490                 NaN  0.147257                 NaN   2.50378                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.6583                 NaN  0.293433E-001            NaN  0.312384                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5448                 NaN  0.927239E-001            NaN   1.36249                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5578                 NaN  0.903004E-001            NaN   1.35193                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6037                 NaN  0.848823E-001            NaN   1.31141                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6180                 NaN  0.845242E-001            NaN   1.29743                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6440                 NaN  0.812925E-001            NaN   1.27475                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6595                 NaN  0.766604E-001            NaN   1.26383                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6925                 NaN  0.751759E-001            NaN   1.23231                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7076                 NaN  0.704647E-001            NaN   1.22195                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7254                 NaN  0.675839E-001            NaN   1.20705                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7488                 NaN  0.638881E-001            NaN   1.18733                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7640                 NaN  0.589722E-001            NaN   1.17705                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7903                 NaN  0.613253E-001            NaN   1.14839                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8072                 NaN  0.627043E-001            NaN   1.13007                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8258                 NaN  0.520224E-001            NaN   1.12215                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8296                 NaN  0.484142E-001            NaN   1.12201                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7399                 NaN  0.464438E-001            NaN   1.21370                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9936                 NaN  0.422510E-001            NaN  0.964121                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8914                 NaN  0.407987E-001            NaN   1.06777                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9046                 NaN  0.385922E-001            NaN   1.05680                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8532                 NaN  0.378836E-001            NaN   1.10894                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0817                 NaN  0.325606E-001            NaN  0.885742                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8663                 NaN  0.318448E-001            NaN   1.10183                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9637                 NaN  0.386789E-001            NaN  0.997633                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9745                 NaN  0.159485E-001            NaN   1.00952                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9857                 NaN  0.215047E-001            NaN  0.992816                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9998                 NaN  0.187085E-001            NaN  0.981475                 NaN            NaN            NaN            NaN            NaN            NaN
