|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1528.82        500.000        99.0107                 NaN  0.162653E-001            NaN  0.973006                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0284                 NaN  0.161490E-001            NaN  0.955453                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0341                 NaN  0.100053E-001            NaN  0.955939                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0473                 NaN  0.122463E-001            NaN  0.940457                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0630                 NaN  0.982474E-002            NaN  0.927210                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0699                 NaN  0.728519E-002            NaN  0.922770                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0798                 NaN  0.529104E-002            NaN  0.914954                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0874                 NaN            NaN            NaN  0.912614                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1002                 NaN            NaN            NaN  0.899782                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1108                 NaN  0.524207E-002            NaN  0.883930                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1334                 NaN  0.601445E-001            NaN  0.806470                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1358                 NaN  0.121160E-001            NaN  0.852076                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1373                 NaN            NaN            NaN  0.862734                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1447                 NaN            NaN            NaN  0.855255                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1551                 NaN            NaN            NaN  0.844920                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1632                 NaN  0.159797E-005            NaN  0.836801                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1736                 NaN  0.668221E-002            NaN  0.819761                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1781                 NaN            NaN            NaN  0.821906                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1859                 NaN            NaN            NaN  0.814123                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1889                 NaN            NaN            NaN  0.811111                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2022                 NaN            NaN            NaN  0.797752                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2096                 NaN            NaN            NaN  0.790361                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2127                 NaN            NaN            NaN  0.787269                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2201                 NaN            NaN            NaN  0.779945                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2263                 NaN            NaN            NaN  0.773716                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0662                 NaN  0.127590E-005            NaN  0.387926E-001  0.895054                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0179                 NaN            NaN            NaN            NaN  0.982059                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0123                 NaN            NaN            NaN            NaN  0.987700                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9994                 NaN            NaN            NaN            NaN   1.00056                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9838                 NaN            NaN            NaN            NaN   1.01621                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5716                 NaN  0.127620E-005            NaN            NaN  0.719135       0.709240                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.3935                 NaN            NaN            NaN            NaN   1.04350       0.563021                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4201                 NaN            NaN            NaN            NaN   1.02693       0.552928                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.4418                 NaN            NaN            NaN            NaN   1.01467       0.543547                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.4661                 NaN            NaN            NaN            NaN  0.533421        1.00048                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.4867                 NaN            NaN            NaN            NaN  0.987627       0.525717                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5126                 NaN            NaN            NaN            NaN  0.972074       0.515325                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5305                 NaN            NaN            NaN            NaN  0.507224       0.962269                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5509                 NaN            NaN            NaN            NaN  0.499728       0.949336                 NaN            NaN            NaN            NaN
