|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q              hed           
  1199.35        500.000        99.4051                 NaN  0.284546E-001  0.248945                 NaN  0.605856E-001            NaN  0.256759       0.194975E-003            NaN            NaN
  1198.29        500.000        93.4996                 NaN  0.460758       0.372447                 NaN  0.523169                 NaN   2.56280       0.211021E-001   2.56016                 NaN
  1197.23        500.000        89.6660                 NaN  0.651122       0.412594                 NaN  0.807431                 NaN   4.13562       0.396856E-001   4.28751                 NaN
  1196.16        500.000        95.7859                 NaN  0.174928       0.306199                 NaN  0.320232                 NaN   1.70042       0.159302E-001   1.69636                 NaN
  1195.10        500.000        77.6389                 NaN  0.886861        1.59604                 NaN   1.76879                 NaN   9.05361       0.706063E-001   8.98520                 NaN
  1194.04        500.000        99.1532                 NaN  0.886173E-001  0.777809E-003            NaN  0.663100E-001            NaN  0.344559       0.277483E-002  0.343795                 NaN
  1192.98        500.000       100.0000                 NaN  0.330433E-005            NaN            NaN  0.116633E-005            NaN            NaN            NaN  0.576264E-005            NaN
  1191.92        500.000        99.9995       0.490208E-005            NaN            NaN            NaN  0.329500E-004  0.130797E-004  0.238249E-003  0.295659E-005  0.216333E-003  0.169829E-004
  1190.86        500.000        71.4450                 NaN   2.61270                 NaN            NaN   2.08243                 NaN   12.0980       0.945242E-001   11.6674                 NaN
  1189.80        500.000                 NaN            NaN   6.71755        1.72495       0.745908E-004   7.04063                 NaN   43.0899       0.336401        41.0905                 NaN
  1188.74        500.000                 NaN            NaN   6.68313        1.75998       0.272416E-005   7.04179                 NaN   43.0876       0.336236        41.0913                 NaN
  1187.68        500.000                 NaN            NaN   8.26437       0.216045                 NaN   7.06862                 NaN   43.0225       0.328546        41.0999                 NaN
  1186.62        500.000                 NaN            NaN   6.71640        1.72187                 NaN   7.04091                 NaN   43.0920       0.337296        41.0915                 NaN
  1185.56        500.000                 NaN            NaN   6.67733        1.76165                 NaN   7.04192                 NaN   43.0896       0.337062        41.0925                 NaN
  1184.50        500.000                 NaN            NaN   8.48609                 NaN            NaN   7.07427                 NaN   43.0091       0.327162        41.1034                 NaN
  1183.44        500.000                 NaN            NaN   7.84790       0.639481                 NaN   7.07573                 NaN   43.0059       0.326752        41.1043                 NaN
  1182.38        500.000                 NaN            NaN   4.66055        3.80273                 NaN   7.06271                 NaN   43.0433       0.331206        41.0995                 NaN
  1181.32        500.000                 NaN            NaN   4.61275        3.85139                 NaN   7.06388                 NaN   43.0406       0.330943        41.1004                 NaN
  1180.26        500.000                 NaN            NaN   4.53607        3.92909                 NaN   7.06512                 NaN   43.0377       0.330643        41.1014                 NaN
  1179.20        500.000                 NaN            NaN   6.45099        1.99188       0.148027E-005   7.04972                 NaN   43.0740       0.335815        41.0976                 NaN
  1178.14        500.000                 NaN            NaN   4.39194        4.07527                 NaN   7.06778                 NaN   43.0317       0.330021        41.1033                 NaN
  1177.08        500.000                 NaN            NaN   4.32223        4.14601                 NaN   7.06909                 NaN   43.0287       0.329713        41.1042                 NaN
  1176.02        500.000                 NaN            NaN   4.24807        4.22122                 NaN   7.07042                 NaN   43.0257       0.329399        41.1052                 NaN
  1174.96        500.000                 NaN            NaN   4.17034        4.30010                 NaN   7.07179                 NaN   43.0226       0.329068        41.1061                 NaN
  1173.90        500.000                 NaN            NaN   6.30023        2.14635       0.167058E-005   7.05284                 NaN   43.0637       0.334545        41.1023                 NaN
  1172.84        500.000                 NaN            NaN   6.26514        2.18233                 NaN   7.05378                 NaN   43.0612       0.334296        41.1033                 NaN
  1171.78        500.000                 NaN            NaN   6.16209        2.28675                 NaN   7.06023                 NaN   43.0534       0.333817        41.1038                 NaN
  1170.72        500.000                 NaN            NaN   5.06312        3.40108                 NaN   7.06797                 NaN   43.0295       0.330513        41.1078                 NaN
  1169.66        500.000                 NaN            NaN   7.64687       0.290984E-004            NaN   6.99053       0.471791        43.2266       0.362538        41.3016                 NaN
  1168.60        500.000                 NaN            NaN   5.65009        2.82141                 NaN   7.04492                 NaN   43.0340       0.334050        41.1155                 NaN
  1167.54        500.000                 NaN            NaN   8.41484       0.200613E-001            NaN   7.06682                 NaN   43.0623       0.336286        41.0996                 NaN
  1166.48        500.000                 NaN            NaN   4.58877        3.88151                 NaN   7.07564                 NaN   43.0126       0.328897        41.1126                 NaN
  1165.41        500.000                 NaN            NaN   5.55647        2.91843                 NaN   7.04665                 NaN   43.0265       0.333276        41.1187                 NaN
  1164.35        500.000                 NaN            NaN   2.89141        5.59067                 NaN   7.09177                 NaN   42.9870       0.324475        41.1147                 NaN
  1163.29        500.000                 NaN            NaN   2.81354        5.66979                 NaN   7.09320                 NaN   42.9838       0.324065        41.1156                 NaN
  1162.23        500.000                 NaN            NaN   3.19414        5.29069                 NaN   7.08903                 NaN   42.9833       0.324957        41.1179                 NaN
  1161.17        500.000                 NaN            NaN   8.48563                 NaN            NaN   7.09675                 NaN   42.9764       0.323817        41.1174                 NaN
  1160.11        500.000                 NaN            NaN   8.49429                 NaN            NaN   7.09522                 NaN   42.9657       0.323468        41.1214                 NaN
  1159.05        500.000                 NaN            NaN   8.50586                 NaN            NaN   7.10166                 NaN   42.9477       0.320720        41.1241                 NaN
  1157.99        500.000                 NaN            NaN   4.80935        3.66099       0.190297E-005   7.08506                 NaN   42.9923       0.329848        41.1224                 NaN
  1156.93        500.000                 NaN            NaN   4.75070        3.72309                 NaN   7.08604                 NaN   42.9897       0.327497        41.1229                 NaN
  1155.87        500.000                 NaN            NaN   5.57896        2.88198       0.209222E-005   7.07364                 NaN   43.0178       0.330146        41.1175                 NaN
  1154.81        500.000                 NaN            NaN   5.58981        2.87191       0.254506E-005   7.07575                 NaN   43.0143       0.329630        41.1186                 NaN
  1153.75        500.000                 NaN            NaN   5.45010        3.01279       0.163185E-005   7.07708                 NaN   43.0110       0.329402        41.1196                 NaN
  1152.69        500.000                 NaN            NaN   1.65871        6.84817                 NaN   7.13332                 NaN   42.9164       0.317721        41.1256                 NaN
  1151.63        500.000                 NaN            NaN   8.52395                 NaN            NaN   7.12458                 NaN   42.9033       0.315784        41.1324                 NaN
  1150.57        500.000                 NaN            NaN   8.52949                 NaN            NaN   7.12734                 NaN   42.8946       0.314301        41.1343                 NaN
  1149.51        500.000                 NaN            NaN   5.59922        2.87209                 NaN   7.08575                 NaN   42.9860       0.329012        41.1279                 NaN
  1148.45        500.000                 NaN            NaN   5.53209        2.93984                 NaN   7.08647                 NaN   42.9841       0.328781        41.1288                 NaN
  1147.39        500.000                 NaN            NaN   5.46700        3.00560                 NaN   7.08752                 NaN   42.9817       0.328520        41.1297                 NaN
  1146.33        500.000                 NaN            NaN   3.53545        4.95742                 NaN   7.12589                 NaN   42.9389       0.316022        41.1263                 NaN
  1145.27        500.000                 NaN            NaN   5.33772        3.13729                 NaN   7.08974                 NaN   42.9759       0.327864        41.1314                 NaN
  1144.21        500.000                 NaN            NaN  0.517880E-001   8.47149                 NaN   7.12629                 NaN   42.8978       0.315525        41.1372                 NaN
  1143.15        500.000                 NaN            NaN  0.160933        8.36314                 NaN   7.12941                 NaN   42.8928       0.315299        41.1384                 NaN
  1142.09        500.000                 NaN            NaN   8.52150                 NaN            NaN   7.12022                 NaN   42.8985       0.318462        41.1413                 NaN
  1141.03        500.000                 NaN            NaN  0.727534        7.81289                 NaN   7.13815                 NaN   42.8674       0.311007        41.1430                 NaN
  1139.97        500.000                 NaN            NaN  0.891572        7.65069                 NaN   7.13948                 NaN   42.8634       0.310621        41.1443                 NaN
  1138.91        500.000                 NaN            NaN   1.12291        7.42503                 NaN   7.14151                 NaN   42.8544       0.310935        41.1452                 NaN
  1137.85        500.000                 NaN            NaN   2.08729        6.45220                 NaN   7.14074                 NaN   42.8635       0.311291        41.1449                 NaN
  1136.79        500.000                 NaN            NaN  0.455458        8.08336                 NaN   7.14226                 NaN   42.8625       0.311213        41.1453                 NaN
  1135.72        500.000                 NaN            NaN   5.01098        3.46892       0.150256E-005   7.09521                 NaN   42.9650       0.324318        41.1356                 NaN
  1134.66        500.000                 NaN            NaN  0.720170        7.82228                 NaN   7.14576                 NaN   42.8541       0.310187        41.1475                 NaN
  1133.60        500.000                 NaN            NaN   4.89441        3.59014       0.120208E-005   7.10114                 NaN   42.9533       0.323420        41.1376                 NaN
  1132.54        500.000                 NaN            NaN   4.79551        3.69122       0.939221E-006   7.10397                 NaN   42.9476       0.322964        41.1388                 NaN
  1131.48        500.000                 NaN            NaN   4.93343        3.55216       0.129240E-005   7.10145                 NaN   42.9504       0.323069        41.1395                 NaN
  1130.42        500.000                 NaN            NaN   1.19292        4.56128                 NaN   6.86835        1.62563        43.5033       0.417381        41.8311                 NaN
  1129.36        500.000                 NaN            NaN   1.20739        4.53917                 NaN   6.86735        1.62961        43.5054       0.417725        41.8334                 NaN
  1128.30        500.000                 NaN            NaN   3.12523        5.42085                 NaN   7.15065                 NaN   42.8414       0.309200        41.1527                 NaN
  1127.24        500.000                 NaN            NaN   1.22007        4.52123                 NaN   6.86651        1.63203        43.5065       0.417991        41.8357                 NaN
  1126.18        500.000                 NaN            NaN   3.02836        1.68862        3.77555        7.10912                 NaN   42.9331       0.320863        41.1444                 NaN
  1125.12        500.000                 NaN            NaN   1.97528        6.57335                 NaN   7.15467                 NaN   42.8333       0.308270        41.1552                 NaN
  1124.06        500.000                 NaN            NaN   1.23116        4.50498                 NaN   6.86575        1.63438        43.5068       0.418212        41.8387                 NaN
  1123.00        500.000                 NaN            NaN  0.558299E-001   2.65698        5.84915        7.16439                 NaN   42.8094       0.304834        41.1594                 NaN
  1121.94        500.000                 NaN            NaN   3.43056        5.12766                 NaN   7.16275                 NaN   42.8140       0.305709        41.1593                 NaN
  1120.88        500.000                 NaN            NaN   2.69606        5.86329                 NaN   7.16392                 NaN   42.8111       0.305407        41.1603                 NaN
  1119.82        500.000                 NaN            NaN   2.83740        5.72384                 NaN   7.16534                 NaN   42.8075       0.304923        41.1610                 NaN
  1118.76        500.000                 NaN            NaN   3.55552        5.00271                 NaN   7.16420                 NaN   42.8106       0.305598        41.1614                 NaN
  1117.70        500.000                 NaN            NaN   3.73480        4.82511                 NaN   7.16591                 NaN   42.8066       0.305128        41.1625                 NaN
  1116.64        500.000                 NaN            NaN   2.83679        5.73430                 NaN   7.17096                 NaN   42.7894       0.303975        41.1645                 NaN
  1115.58        500.000                 NaN            NaN   1.24151        4.48923                 NaN   6.86489        1.63633        43.5044       0.418379        41.8453                 NaN
  1114.52        500.000                 NaN            NaN   4.91190        3.66154                 NaN   7.17702                 NaN   42.7805       0.301650        41.1674                 NaN
  1113.46        500.000                 NaN            NaN   5.04162        3.53352                 NaN   7.17878                 NaN   42.7764       0.301173        41.1685                 NaN
  1112.40        500.000                 NaN            NaN   1.24275        4.48707                 NaN   6.86472        1.63649        43.5030       0.418384        41.8476                 NaN
  1111.34        500.000                 NaN            NaN   5.37574        3.20301                 NaN   7.18253                 NaN   42.7680       0.300159        41.1706                 NaN
  1110.28        500.000                 NaN            NaN   5.99370        2.58821                 NaN   7.18551                 NaN   42.7614       0.299329        41.1719                 NaN
  1109.22        500.000                 NaN            NaN   4.19490        4.38269                 NaN   7.18130                 NaN   42.7688       0.300363        41.1719                 NaN
  1108.16        500.000                 NaN            NaN   1.24364        4.48527                 NaN   6.86455        1.63655        43.5011       0.418375        41.8505                 NaN
  1107.10        500.000                 NaN            NaN   4.73257        3.85073                 NaN   7.18756                 NaN   42.7560       0.298789        41.1744                 NaN
  1106.04        500.000                 NaN            NaN   1.24389        4.48464                 NaN   6.86448        1.63653        43.5001       0.418367        41.8520                 NaN
  1104.97        500.000                 NaN            NaN   5.27437        3.30599                 NaN   7.18386                 NaN   42.7598       0.300360        41.1757                 NaN
  1103.91        500.000                 NaN            NaN   5.46922        3.11585                 NaN   7.19097                 NaN   42.7491       0.298151        41.1767                 NaN
  1102.85        500.000                 NaN            NaN   5.79716        2.78449                 NaN   7.17994                 NaN   42.7571       0.300836        41.1805                 NaN
  1101.79        500.000                 NaN            NaN   1.24418        4.48368                 NaN   6.86434        1.63647        43.4981       0.418345        41.8549                 NaN
  1100.73        500.000                 NaN            NaN   3.87039        4.51873                 NaN   7.16427       0.107865        42.8089       0.308252        41.2216                 NaN
  1099.67        500.000                 NaN            NaN   5.31036        3.28041                 NaN   7.19704                 NaN   42.7349       0.296532        41.1808                 NaN
  1098.61        500.000                 NaN            NaN   5.43523        3.15767                 NaN   7.19910                 NaN   42.7302       0.295944        41.1819                 NaN
  1097.55        500.000                 NaN            NaN   7.28396        1.31858                 NaN   7.20489                 NaN   42.7141       0.293983        41.1845                 NaN
  1096.49        500.000                 NaN            NaN   7.82199       0.782359                 NaN   7.20869                 NaN   42.7092       0.292792        41.1850                 NaN
  1095.43        500.000                 NaN            NaN   4.71290        3.88802                 NaN   7.20700                 NaN   42.7133       0.293617        41.1852                 NaN
  1094.37        500.000                 NaN            NaN   5.95293        2.64888                 NaN   7.20770                 NaN   42.7106       0.293474        41.1864                 NaN
  1093.31        500.000                 NaN            NaN   6.08603        2.51816                 NaN   7.20995                 NaN   42.7055       0.292820        41.1876                 NaN
  1092.25        500.000                 NaN            NaN   6.22362        2.38301                 NaN   7.21225                 NaN   42.7002       0.292148        41.1887                 NaN
  1091.19        500.000                 NaN            NaN   5.82584        2.78447                 NaN   7.21570                 NaN   42.6930       0.291069        41.1899                 NaN
  1090.13        500.000                 NaN            NaN   1.24431        4.48195                 NaN   6.86401        1.63617        43.4925       0.418272        41.8628                 NaN
  1089.07        500.000                 NaN            NaN   7.31125        1.29460                 NaN   7.21466                 NaN   42.6969       0.291906        41.1906                 NaN
  1088.01        500.000                 NaN            NaN   7.41830        1.19111                 NaN   7.21767                 NaN   42.6900       0.290966        41.1920                 NaN
  1086.95        500.000                 NaN            NaN   7.53672        1.07646                 NaN   7.22080                 NaN   42.6827       0.289975        41.1934                 NaN
  1085.89        500.000                 NaN            NaN   7.66912       0.948071                 NaN   7.22409                 NaN   42.6750       0.288927        41.1948                 NaN
  1084.83        500.000                 NaN            NaN   7.44102        1.18559                 NaN   7.23038                 NaN   42.6591       0.286696        41.1972                 NaN
  1083.77        500.000                 NaN            NaN   7.79653       0.832493                 NaN   7.23381                 NaN   42.6534       0.285687        41.1981                 NaN
  1082.71        500.000                 NaN            NaN   8.04219       0.592072                 NaN   7.23694                 NaN   42.6442       0.284628        41.1999                 NaN
  1081.65        500.000                 NaN            NaN   8.49619       0.142884                 NaN   7.24090                 NaN   42.6353       0.283340        41.2014                 NaN
  1080.59        500.000                 NaN            NaN   8.49954                 NaN            NaN   7.22634       0.824497E-001   42.6661       0.288564        41.2370                 NaN
  1079.53        500.000                 NaN            NaN   3.11888        4.02698                 NaN   7.04725       0.846205        43.0573       0.352067        41.5513                 NaN
  1078.47        500.000                 NaN            NaN   7.68785                 NaN            NaN   7.12730       0.550765        42.8768       0.323468        41.4338                 NaN
  1077.41        500.000                 NaN            NaN   7.45279                 NaN            NaN   7.09769       0.685508        42.9394       0.333932        41.4907                 NaN
  1076.35        500.000                 NaN            NaN   2.53652        4.23389                 NaN   7.00344        1.06537        43.1472       0.367528        41.6460                 NaN
  1075.28        500.000                 NaN            NaN   7.19614                 NaN            NaN   7.06567       0.832724        43.0065       0.345327        41.5536                 NaN
  1074.22        500.000                 NaN            NaN   7.10785                 NaN            NaN   7.05481       0.883448        43.0291       0.349216        41.5756                 NaN
  1073.16        500.000                 NaN            NaN   1.24399        4.48013                 NaN   6.86355        1.63565        43.4842       0.418157        41.8743                 NaN
  1072.10        500.000                 NaN            NaN   6.96243                 NaN            NaN   7.03706       0.967065        43.0657       0.355601        41.6121                 NaN
  1071.04        500.000                 NaN            NaN   6.90138                 NaN            NaN   7.02969        1.00224        43.0807       0.358265        41.6277                 NaN
  1069.98        500.000                 NaN            NaN   6.84683                 NaN            NaN   7.02316        1.03371        43.0940       0.360631        41.6417                 NaN
  1068.92        500.000                 NaN            NaN   6.79729                 NaN            NaN   7.01729        1.06232        43.1058       0.362768        41.6545                 NaN
  1067.86        500.000                 NaN            NaN   6.75180                 NaN            NaN   7.01194        1.08863        43.1165       0.364718        41.6664                 NaN
  1066.80        500.000                 NaN            NaN   6.70967                 NaN            NaN   7.00703        1.11302        43.1263       0.366514        41.6775                 NaN
  1065.74        500.000                 NaN            NaN   6.67003                 NaN            NaN   7.00243        1.13599        43.1354       0.368199        41.6880                 NaN
  1064.68        500.000                 NaN            NaN   6.63350                 NaN            NaN   6.99825        1.15721        43.1436       0.369737        41.6978                 NaN
  1063.62        500.000                 NaN            NaN   6.59839                 NaN            NaN   6.99425        1.17759        43.1514       0.371214        41.7072                 NaN
  1062.56        500.000                 NaN            NaN   1.24372        4.47908                 NaN   6.86328        1.63531        43.4791       0.418084        41.8814                 NaN
  1061.50        500.000                 NaN            NaN   1.24369        4.47898                 NaN   6.86325        1.63527        43.4786       0.418077        41.8821                 NaN
  1060.44        500.000                 NaN            NaN   1.24366        4.47888                 NaN   6.86322        1.63524        43.4781       0.418070        41.8829                 NaN
  1059.38        500.000                 NaN            NaN   1.24364        4.47878                 NaN   6.86320        1.63520        43.4776       0.418063        41.8836                 NaN
  1058.32        500.000                 NaN            NaN   1.24361        4.47867                 NaN   6.86317        1.63517        43.4770       0.418055        41.8843                 NaN
  1057.26        500.000                 NaN            NaN   1.24358        4.47857                 NaN   6.86314        1.63514        43.4765       0.418048        41.8850                 NaN
  1056.20        500.000                 NaN            NaN   1.24355        4.47847                 NaN   6.86312        1.63510        43.4760       0.418041        41.8857                 NaN
  1055.14        500.000                 NaN            NaN   1.24352        4.47837                 NaN   6.86309        1.63507        43.4755       0.418033        41.8864                 NaN
  1054.08        500.000                 NaN            NaN   1.24349        4.47827                 NaN   6.86306        1.63503        43.4750       0.418026        41.8871                 NaN
  1053.02        500.000                 NaN            NaN   1.24347        4.47817                 NaN   6.86303        1.63500        43.4745       0.418019        41.8878                 NaN
  1051.96        500.000                 NaN            NaN   1.24344        4.47806                 NaN   6.86301        1.63497        43.4740       0.418012        41.8886                 NaN
  1050.90        500.000                 NaN            NaN   1.24341        4.47796                 NaN   6.86298        1.63493        43.4734       0.418004        41.8893                 NaN
  1049.84        500.000                 NaN            NaN   1.24338        4.47786                 NaN   6.86295        1.63490        43.4729       0.417997        41.8900                 NaN
  1048.78        500.000                 NaN            NaN   1.24335        4.47776                 NaN   6.86293        1.63486        43.4724       0.417990        41.8907                 NaN
  1047.72        500.000                 NaN            NaN   1.24332        4.47766                 NaN   6.86290        1.63483        43.4719       0.417982        41.8914                 NaN
  1046.66        500.000                 NaN            NaN   1.24329        4.47756                 NaN   6.86287        1.63480        43.4714       0.417975        41.8921                 NaN
  1045.60        500.000                 NaN            NaN   1.24326        4.47746                 NaN   6.86285        1.63476        43.4709       0.417968        41.8928                 NaN
  1044.53        500.000                 NaN            NaN   1.24323        4.47736                 NaN   6.86282        1.63473        43.4704       0.417961        41.8935                 NaN
  1043.47        500.000                 NaN            NaN   1.24320        4.47726                 NaN   6.86279        1.63469        43.4699       0.417953        41.8943                 NaN
  1042.41        500.000                 NaN            NaN   1.24320        4.47712                 NaN   6.86276        1.63466        43.4693       0.417947        41.8950                 NaN
  1041.35        500.000                 NaN            NaN   1.24315        4.47705                 NaN   6.86274        1.63463        43.4688       0.417939        41.8957                 NaN
  1040.29        500.000                 NaN            NaN   1.24312        4.47695                 NaN   6.86271        1.63459        43.4683       0.417932        41.8964                 NaN
  1039.23        500.000                 NaN            NaN   1.24309        4.47685                 NaN   6.86269        1.63456        43.4678       0.417924        41.8971                 NaN
  1038.17        500.000                 NaN            NaN   1.24306        4.47675                 NaN   6.86266        1.63452        43.4673       0.417917        41.8978                 NaN
  1037.11        500.000                 NaN            NaN   1.24303        4.47665                 NaN   6.86263        1.63449        43.4668       0.417910        41.8985                 NaN
  1036.05        500.000                 NaN            NaN   1.24300        4.47655                 NaN   6.86261        1.63446        43.4663       0.417903        41.8992                 NaN
  1034.99        500.000                 NaN            NaN   1.24297        4.47645                 NaN   6.86258        1.63442        43.4658       0.417895        41.8999                 NaN
  1033.93        500.000                 NaN            NaN   1.24294        4.47635                 NaN   6.86255        1.63439        43.4652       0.417888        41.9006                 NaN
  1032.87        500.000                 NaN            NaN   1.24294        4.47622                 NaN   6.86253        1.63435        43.4647       0.417881        41.9014                 NaN
  1031.81        500.000                 NaN            NaN   1.24288        4.47615                 NaN   6.86250        1.63432        43.4642       0.417874        41.9021                 NaN
  1030.75        500.000                 NaN            NaN   1.24288        4.47602                 NaN   6.86247        1.63429        43.4637       0.417867        41.9028                 NaN
  1029.69        500.000                 NaN            NaN   1.24282        4.47595                 NaN   6.86245        1.63425        43.4632       0.417859        41.9035                 NaN
  1028.63        500.000                 NaN            NaN   1.24279        4.47585                 NaN   6.86242        1.63422        43.4627       0.417852        41.9042                 NaN
  1027.57        500.000                 NaN            NaN   1.24279        4.47572                 NaN   6.86239        1.63418        43.4622       0.417845        41.9049                 NaN
  1026.51        500.000                 NaN            NaN   1.24276        4.47562                 NaN   6.86237        1.63415        43.4617       0.417838        41.9056                 NaN
  1025.45        500.000                 NaN            NaN   1.24270        4.47555                 NaN   6.86234        1.63411        43.4611       0.417830        41.9063                 NaN
  1024.39        500.000                 NaN            NaN   1.24267        4.47545                 NaN   6.86232        1.63408        43.4606       0.417823        41.9070                 NaN
  1023.33        500.000                 NaN            NaN   1.24264        4.47535                 NaN   6.86229        1.63405        43.4601       0.417816        41.9077                 NaN
  1022.27        500.000                 NaN            NaN   1.24264        4.47522                 NaN   6.86226        1.63401        43.4596       0.417809        41.9084                 NaN
  1021.21        500.000                 NaN            NaN   1.24258        4.47515                 NaN   6.86224        1.63398        43.4591       0.417802        41.9091                 NaN
  1020.15        500.000                 NaN            NaN   1.24255        4.47505                 NaN   6.86221        1.63394        43.4586       0.417794        41.9099                 NaN
  1019.09        500.000                 NaN            NaN   1.24252        4.47495                 NaN   6.86219        1.63391        43.4581       0.417787        41.9106                 NaN
  1018.03        500.000                 NaN            NaN   1.24249        4.47485                 NaN   6.86216        1.63388        43.4576       0.417780        41.9113                 NaN
  1016.97        500.000                 NaN            NaN   1.24246        4.47475                 NaN   6.86213        1.63384        43.4571       0.417773        41.9120                 NaN
  1015.91        500.000                 NaN            NaN   1.24243        4.47466                 NaN   6.86211        1.63381        43.4565       0.417766        41.9127                 NaN
  1014.84        500.000                 NaN            NaN   1.24240        4.47456                 NaN   6.86208        1.63377        43.4560       0.417758        41.9134                 NaN
  1013.78        500.000                 NaN            NaN   1.24237        4.47446                 NaN   6.86206        1.63374        43.4555       0.417751        41.9141                 NaN
  1012.72        500.000                 NaN            NaN   1.24234        4.47436                 NaN   6.86203        1.63371        43.4550       0.417744        41.9148                 NaN
  1011.66        500.000                 NaN            NaN   1.24231        4.47426                 NaN   6.86200        1.63367        43.4545       0.417737        41.9155                 NaN
  1010.60        500.000                 NaN            NaN   1.24228        4.47416                 NaN   6.86198        1.63364        43.4540       0.417730        41.9162                 NaN
  1009.54        500.000                 NaN            NaN   1.24226        4.47406                 NaN   6.86195        1.63361        43.4535       0.417722        41.9169                 NaN
  1008.48        500.000                 NaN            NaN   1.24222        4.47396                 NaN   6.86193        1.63357        43.4530       0.417715        41.9176                 NaN
  1007.42        500.000                 NaN            NaN   1.24220        4.47386                 NaN   6.86190        1.63354        43.4525       0.417708        41.9183                 NaN
  1006.36        500.000                 NaN            NaN   1.24216        4.47376                 NaN   6.86187        1.63350        43.4519       0.417701        41.9190                 NaN
  1005.30        500.000                 NaN            NaN   1.24213        4.47366                 NaN   6.86185        1.63347        43.4514       0.417694        41.9198                 NaN
  1004.24        500.000                 NaN            NaN   1.24210        4.47357                 NaN   6.86182        1.63344        43.4509       0.417687        41.9205                 NaN
  1003.18        500.000                 NaN            NaN   1.24207        4.47347                 NaN   6.86180        1.63340        43.4504       0.417679        41.9212                 NaN
  1002.12        500.000                 NaN            NaN   1.24204        4.47337                 NaN   6.86177        1.63337        43.4499       0.417672        41.9219                 NaN
  1001.06        500.000                 NaN            NaN   1.24201        4.47327                 NaN   6.86175        1.63333        43.4494       0.417665        41.9226                 NaN
