|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1237.61        2500.00        95.9961                 NaN   1.04241                 NaN            NaN            NaN            NaN            NaN  0.488094        2.39469       0.786789E-001            NaN
  1236.45        2500.00        97.3201                 NaN  0.306897                 NaN            NaN            NaN            NaN            NaN  0.215372        2.06862       0.890175E-001            NaN
  1235.28        2500.00        99.3682                 NaN  0.577643E-001            NaN            NaN            NaN            NaN            NaN  0.424063E-001  0.373309       0.948206E-002  0.148794     
  1234.12        2500.00        97.1349                 NaN  0.518600                 NaN            NaN            NaN            NaN            NaN  0.392598       0.842563       0.609383E-002   1.10525     
  1232.95        2500.00        82.8138                 NaN   1.96977                 NaN            NaN            NaN            NaN            NaN   1.39955        8.29663       0.122441        5.39785     
  1231.79        2500.00        44.2224                 NaN   5.85536                 NaN            NaN            NaN            NaN            NaN   4.46724        26.2915       0.400681        18.7629     
  1230.62        2500.00                 NaN            NaN  0.275890        6.25802        4.17245                 NaN            NaN            NaN   8.02240        46.9366       0.657444        33.6772     
  1229.46        2500.00                 NaN            NaN   10.8083                 NaN            NaN            NaN            NaN            NaN   8.08789        46.7607       0.640032        33.7031     
  1228.29        2500.00                 NaN            NaN  0.216080        6.48690        3.99540                 NaN            NaN            NaN   8.00812        46.9591       0.658541        33.6759     
  1227.13        2500.00                 NaN            NaN   3.00495        7.76140                 NaN            NaN            NaN            NaN   8.06714        46.8259       0.647365        33.6932     
  1225.96        2500.00                 NaN            NaN   3.01623        7.75121                 NaN            NaN            NaN            NaN   8.06951        46.8219       0.646999        33.6942     
  1224.80        2500.00                 NaN            NaN   3.02683        7.74174                 NaN            NaN            NaN            NaN   8.07189        46.8178       0.646633        33.6951     
  1223.63        2500.00                 NaN            NaN   3.03833        7.73133                 NaN            NaN            NaN            NaN   8.07427        46.8137       0.646261        33.6961     
  1222.47        2500.00                 NaN            NaN   10.8168                 NaN            NaN            NaN            NaN            NaN   8.10038        46.7388       0.636367        33.7076     
  1221.30        2500.00                 NaN            NaN   4.00531       0.721424        6.07658                 NaN            NaN            NaN   8.04539        46.8091       0.635491        33.7068     
  1220.14        2500.00                 NaN            NaN   10.8203                 NaN            NaN            NaN            NaN            NaN   8.10508        46.7288       0.635659        33.7102     
  1218.98        2500.00                 NaN            NaN   4.60988        6.14741                 NaN            NaN            NaN            NaN   8.07317        46.8266       0.647730        33.6952     
  1217.81        2500.00                 NaN            NaN   10.8288                 NaN            NaN            NaN            NaN            NaN   8.11476        46.7074       0.634005        33.7150     
  1216.65        2500.00                 NaN            NaN   10.8255                 NaN            NaN            NaN            NaN            NaN   8.11859        46.7077       0.633806        33.7144     
  1215.48        2500.00                 NaN            NaN   2.71840        8.06455                 NaN            NaN            NaN            NaN   8.09442        46.7761       0.642460        33.7041     
  1214.32        2500.00                 NaN            NaN   10.8389                 NaN            NaN            NaN            NaN            NaN   8.12742        46.6828       0.631438        33.7195     
  1213.15        2500.00                 NaN            NaN   10.8376                 NaN            NaN            NaN            NaN            NaN   8.12726        46.6835       0.631282        33.7204     
  1211.99        2500.00                 NaN            NaN  0.260255        6.47826        3.99159                 NaN            NaN            NaN   8.05780        46.8640       0.653079        33.6950     
  1210.82        2500.00                 NaN            NaN  0.308281        6.45578        3.97000                 NaN            NaN            NaN   8.05112        46.8667       0.652667        33.6955     
  1209.66        2500.00                 NaN            NaN  0.283722        6.50522        3.94860                 NaN            NaN            NaN   8.05363        46.8593       0.652230        33.6973     
  1208.49        2500.00                 NaN            NaN   10.8321                 NaN            NaN            NaN            NaN            NaN   8.13416        46.6801       0.632410        33.7212     
  1207.33        2500.00                 NaN            NaN   6.83551        3.89354                 NaN            NaN            NaN            NaN   8.07015        46.8516       0.650016        33.6992     
  1206.16        2500.00                 NaN            NaN   2.99077        7.81994                 NaN            NaN            NaN            NaN   8.10740        46.7304       0.634140        33.7174     
  1205.00        2500.00                 NaN            NaN  0.317892        6.49725        3.91332                 NaN            NaN            NaN   8.06667        46.8559       0.651601        33.6974     
  1203.83        2500.00                 NaN            NaN   2.83540        7.95998                 NaN            NaN            NaN            NaN   8.11832        46.7339       0.638452        33.7140     
  1202.67        2500.00                 NaN            NaN   2.85546        7.94146                 NaN            NaN            NaN            NaN   8.12113        46.7286       0.638192        33.7152     
  1201.50        2500.00                 NaN            NaN   10.8427                 NaN            NaN            NaN            NaN            NaN   8.15038        46.6498       0.629255        33.7279     
  1200.34        2500.00                 NaN            NaN   2.90673        7.89247                 NaN            NaN            NaN            NaN   8.12557        46.7207       0.637392        33.7171     
  1199.17        2500.00                 NaN            NaN  0.348085        6.43535        3.96293                 NaN            NaN            NaN   8.08383        46.8208       0.645342        33.7037     
  1198.01        2500.00                 NaN            NaN   3.78815       0.203072        6.84420                 NaN            NaN            NaN   8.10247        46.7078       0.626394        33.7280     
  1196.84        2500.00                 NaN            NaN   3.79363       0.175694        6.86801                 NaN            NaN            NaN   8.10516        46.7025       0.625788        33.7292     
  1195.68        2500.00                 NaN            NaN   6.76326        3.98095                 NaN            NaN            NaN            NaN   8.07875        46.8222       0.647416        33.7074     
  1194.52        2500.00                 NaN            NaN  0.271948        6.50032        3.97060                 NaN            NaN            NaN   8.08965        46.8153       0.646248        33.7059     
  1193.35        2500.00                 NaN            NaN   6.60945        4.14652                 NaN            NaN            NaN            NaN   8.08742        46.8019       0.643205        33.7115     
  1192.19        2500.00                 NaN            NaN   2.57797        8.23514                 NaN            NaN            NaN            NaN   8.14564        46.6828       0.633359        33.7251     
  1191.02        2500.00                 NaN            NaN   6.72269        4.01606                 NaN            NaN            NaN            NaN   8.09241        46.8141       0.645837        33.7089     
  1189.86        2500.00                 NaN            NaN   2.94375        7.86841                 NaN            NaN            NaN            NaN   8.14743        46.6808       0.633304        33.7263     
  1188.69        2500.00                 NaN            NaN   3.18067        7.64088                 NaN            NaN            NaN            NaN   8.13986        46.6784       0.630485        33.7297     
  1187.53        2500.00                 NaN            NaN   6.85620        3.88764                 NaN            NaN            NaN            NaN   8.10162        46.7988       0.644231        33.7115     
  1186.36        2500.00                 NaN            NaN   2.82838        7.98924                 NaN            NaN            NaN            NaN   8.15574        46.6653       0.631651        33.7297     
  1185.20        2500.00                 NaN            NaN   2.96181        7.85632                 NaN            NaN            NaN            NaN   8.15740        46.6623       0.631546        33.7306     
  1184.03        2500.00                 NaN            NaN   3.25456        7.56105                 NaN            NaN            NaN            NaN   8.15684        46.6648       0.631989        33.7308     
  1182.87        2500.00                 NaN            NaN   3.28190        7.53496                 NaN            NaN            NaN            NaN   8.15907        46.6607       0.631587        33.7318     
  1181.70        2500.00                 NaN            NaN   3.35156        7.46599                 NaN            NaN            NaN            NaN   8.16082        46.6577       0.631294        33.7326     
  1180.54        2500.00                 NaN            NaN   2.68617        8.14128                 NaN            NaN            NaN            NaN   8.16967        46.6385       0.628913        33.7355     
  1179.37        2500.00                 NaN            NaN   2.84451        7.97866                 NaN            NaN            NaN            NaN   8.17092        46.6453       0.628752        33.7318     
  1178.21        2500.00                 NaN            NaN   3.85793        6.97166                 NaN            NaN            NaN            NaN   8.17008        46.6344       0.628129        33.7378     
  1177.04        2500.00                 NaN            NaN   3.86505        6.96611                 NaN            NaN            NaN            NaN   8.17251        46.6298       0.627662        33.7389     
  1175.88        2500.00                 NaN            NaN   3.87264        6.96008                 NaN            NaN            NaN            NaN   8.17494        46.6252       0.627198        33.7399     
  1174.71        2500.00                 NaN            NaN   3.87997        6.95434                 NaN            NaN            NaN            NaN   8.17738        46.6206       0.626728        33.7410     
  1173.55        2500.00                 NaN            NaN   3.88721        6.94867                 NaN            NaN            NaN            NaN   8.17982        46.6159       0.626258        33.7421     
  1172.38        2500.00                 NaN            NaN   3.89386        6.94363                 NaN            NaN            NaN            NaN   8.18226        46.6113       0.625784        33.7432     
  1171.22        2500.00                 NaN            NaN   3.90134        6.93776                 NaN            NaN            NaN            NaN   8.18469        46.6067       0.625309        33.7442     
  1170.06        2500.00                 NaN            NaN   3.49297        7.34293                 NaN            NaN            NaN            NaN   8.18948        46.6050       0.625919        33.7437     
  1168.89        2500.00                 NaN            NaN   3.63709        7.19905                 NaN            NaN            NaN            NaN   8.19101        46.6028       0.625693        33.7444     
  1167.73        2500.00                 NaN            NaN   3.80557        7.03050                 NaN            NaN            NaN            NaN   8.19240        46.6010       0.625526        33.7450     
  1166.56        2500.00                 NaN            NaN   3.92817        6.91750                 NaN            NaN            NaN            NaN   8.19447        46.5879       0.623382        33.7486     
  1165.40        2500.00                 NaN            NaN   3.93442        6.91293                 NaN            NaN            NaN            NaN   8.19691        46.5832       0.622893        33.7497     
  1164.23        2500.00                 NaN            NaN   3.94074        6.90828                 NaN            NaN            NaN            NaN   8.19936        46.5784       0.622402        33.7508     
  1163.07        2500.00                 NaN            NaN   3.94736        6.90335                 NaN            NaN            NaN            NaN   8.20180        46.5737       0.621911        33.7519     
  1161.90        2500.00                 NaN            NaN   3.95304        6.89939                 NaN            NaN            NaN            NaN   8.20426        46.5689       0.621414        33.7530     
  1160.74        2500.00                 NaN            NaN   3.95897        6.89518                 NaN            NaN            NaN            NaN   8.20670        46.5641       0.620916        33.7541     
  1159.57        2500.00                 NaN            NaN   3.96468        6.89121                 NaN            NaN            NaN            NaN   8.20916        46.5593       0.620415        33.7552     
  1158.41        2500.00                 NaN            NaN   6.84473        3.94262       0.142879E-005            NaN            NaN            NaN   8.15826        46.6815       0.633785        33.7391     
  1157.24        2500.00                 NaN            NaN   3.97612        6.88326                 NaN            NaN            NaN            NaN   8.21407        46.5497       0.619406        33.7574     
  1156.08        2500.00                 NaN            NaN   3.98155        6.87961                 NaN            NaN            NaN            NaN   8.21652        46.5449       0.618898        33.7585     
  1154.91        2500.00                 NaN            NaN   3.98708        6.87585                 NaN            NaN            NaN            NaN   8.21898        46.5400       0.618388        33.7597     
  1153.75        2500.00                 NaN            NaN   6.85057        3.94344       0.137718E-005            NaN            NaN            NaN   8.16788        46.6627       0.631892        33.7435     
  1152.58        2500.00                 NaN            NaN   6.85190        3.94381       0.136482E-005            NaN            NaN            NaN   8.17029        46.6579       0.631416        33.7447     
  1151.42        2500.00                 NaN            NaN   6.85283        3.94459       0.135225E-005            NaN            NaN            NaN   8.17266        46.6532       0.630938        33.7458     
  1150.25        2500.00                 NaN            NaN   6.85416        3.94493       0.133977E-005            NaN            NaN            NaN   8.17509        46.6485       0.630457        33.7469     
  1149.09        2500.00                 NaN            NaN   6.85516        3.94568       0.132758E-005            NaN            NaN            NaN   8.17748        46.6437       0.629976        33.7480     
  1147.92        2500.00                 NaN            NaN   6.85608        3.94650       0.131524E-005            NaN            NaN            NaN   8.17986        46.6389       0.629493        33.7491     
  1146.76        2500.00                 NaN            NaN   6.90597        3.89531       0.147864E-005            NaN            NaN            NaN   8.18874        46.6314       0.629489        33.7491     
  1145.60        2500.00                 NaN            NaN   6.85774        3.94831       0.129097E-005            NaN            NaN            NaN   8.18465        46.6294       0.628523        33.7514     
  1144.43        2500.00                 NaN            NaN   2.40421        8.48447                 NaN            NaN            NaN            NaN   8.25274        46.4748       0.611970        33.7718     
  1143.27        2500.00                 NaN            NaN   6.85918        3.95039       0.126690E-005            NaN            NaN            NaN   8.18943        46.6198       0.627545        33.7536     
  1142.10        2500.00                 NaN            NaN   6.85981        3.95153       0.125495E-005            NaN            NaN            NaN   8.19182        46.6150       0.627054        33.7548     
  1140.94        2500.00                 NaN            NaN   6.86028        3.95283       0.124275E-005            NaN            NaN            NaN   8.19422        46.6102       0.626566        33.7559     
  1139.77        2500.00                 NaN            NaN   7.04997        3.76484       0.125922E-005            NaN            NaN            NaN   8.19804        46.6044       0.625951        33.7568     
  1138.61        2500.00                 NaN            NaN   6.99336        3.82329       0.123914E-005            NaN            NaN            NaN   8.19999        46.5999       0.625487        33.7580     
  1137.44        2500.00                 NaN            NaN   6.87760        3.94090       0.121027E-005            NaN            NaN            NaN   8.20148        46.5957       0.625064        33.7593     
  1136.28        2500.00                 NaN            NaN   6.86177        3.95855       0.119625E-005            NaN            NaN            NaN   8.20374        46.5909       0.624576        33.7604     
  1135.11        2500.00                 NaN            NaN   6.86194        3.96020       0.118471E-005            NaN            NaN            NaN   8.20611        46.5861       0.624076        33.7616     
  1133.95        2500.00                 NaN            NaN   6.86196        3.96200       0.117317E-005            NaN            NaN            NaN   8.20849        46.5813       0.623575        33.7627     
  1132.78        2500.00                 NaN            NaN   6.86212        3.96369       0.116180E-005            NaN            NaN            NaN   8.21087        46.5764       0.623071        33.7639     
  1131.62        2500.00                 NaN            NaN   6.86208        3.96556       0.115046E-005            NaN            NaN            NaN   8.21324        46.5715       0.622566        33.7650     
  1130.45        2500.00                 NaN            NaN   6.86210        3.96739                 NaN            NaN            NaN            NaN   8.21563        46.5667       0.622061        33.7662     
  1129.29        2500.00                 NaN            NaN   10.9606                 NaN            NaN            NaN            NaN            NaN   8.31631        46.3297       0.594880        33.7985     
  1128.12        2500.00                 NaN            NaN   7.19741        3.63597       0.116789E-005            NaN            NaN            NaN   8.22317        46.5546       0.620744        33.7681     
  1126.96        2500.00                 NaN            NaN   10.9598                 NaN            NaN            NaN            NaN            NaN   8.31812        46.3278       0.594804        33.7996     
  1125.79        2500.00                 NaN            NaN   2.56818        8.40624                 NaN            NaN            NaN            NaN   8.33058        46.3036       0.589325        33.8020     
  1124.63        2500.00                 NaN            NaN   10.9650                 NaN            NaN            NaN            NaN            NaN   8.32415        46.3150       0.593439        33.8023     
  1123.46        2500.00                 NaN            NaN   10.9582                 NaN            NaN            NaN            NaN            NaN   8.32035        46.3250       0.594948        33.8015     
  1122.30        2500.00                 NaN            NaN   6.81059        4.15492                 NaN            NaN            NaN            NaN   8.32205        46.3154       0.593321        33.8037     
  1121.14        2500.00                 NaN            NaN   10.9703                 NaN            NaN            NaN            NaN            NaN   8.33178        46.3008       0.591720        33.8054     
  1119.97        2500.00                 NaN            NaN   10.9787                 NaN            NaN            NaN            NaN            NaN   8.33731        46.2859       0.589854        33.8083     
  1118.81        2500.00                 NaN            NaN   6.76947        4.10651                 NaN            NaN            NaN            NaN   8.21989        46.5057       0.615644        33.7828     
  1117.64        2500.00                 NaN            NaN   6.76945        4.10857                 NaN            NaN            NaN            NaN   8.22214        46.5008       0.615114        33.7839     
  1116.48        2500.00                 NaN            NaN   3.41310        7.52740                 NaN            NaN            NaN            NaN   8.31408        46.3478       0.597097        33.8005     
  1115.31        2500.00                 NaN            NaN   6.78056        4.10131                 NaN            NaN            NaN            NaN   8.22878        46.4892       0.614041        33.7861     
  1114.15        2500.00                 NaN            NaN   6.78028        4.10370                 NaN            NaN            NaN            NaN   8.23028        46.4848       0.613562        33.7873     
  1112.98        2500.00                 NaN            NaN   6.77866        4.10735                 NaN            NaN            NaN            NaN   8.23254        46.4799       0.613025        33.7885     
  1111.82        2500.00                 NaN            NaN   6.76880        4.11948                 NaN            NaN            NaN            NaN   8.23335        46.4760       0.612441        33.7899     
  1110.65        2500.00                 NaN            NaN   3.97796        6.94926                 NaN            NaN            NaN            NaN   8.30735        46.3642       0.599944        33.8013     
  1109.49        2500.00                 NaN            NaN   3.97896        6.95109                 NaN            NaN            NaN            NaN   8.30876        46.3590       0.599391        33.8028     
  1108.32        2500.00                 NaN            NaN   3.84157        7.15705                 NaN            NaN            NaN            NaN   8.35951        46.2376       0.584163        33.8201     
  1107.16        2500.00                 NaN            NaN   4.68073        6.30643                 NaN            NaN            NaN            NaN   8.34704        46.2608       0.586792        33.8182     
  1105.99        2500.00                 NaN            NaN   6.84822        4.02189                 NaN            NaN            NaN            NaN   8.26519        46.4628       0.611107        33.7907     
  1104.83        2500.00                 NaN            NaN   11.0170                 NaN            NaN            NaN            NaN            NaN   8.37554        46.2009       0.579822        33.8268     
  1103.66        2500.00                 NaN            NaN   4.25236        6.69902                 NaN            NaN            NaN            NaN   8.32787        46.3156       0.593830        33.8113     
  1102.50        2500.00                 NaN            NaN   4.23270        6.72023                 NaN            NaN            NaN            NaN   8.32676        46.3135       0.594268        33.8126     
  1101.33        2500.00                 NaN            NaN   4.26025        6.69524                 NaN            NaN            NaN            NaN   8.32976        46.3075       0.593258        33.8140     
  1100.17        2500.00                 NaN            NaN   4.12820        6.80733                 NaN            NaN            NaN            NaN   8.32270        46.3348       0.597311        33.8096     
  1099.00        2500.00                 NaN            NaN   4.15949        6.78614                 NaN            NaN            NaN            NaN   8.32848        46.3128       0.596497        33.8166     
  1097.84        2500.00                 NaN            NaN   4.35129        6.60535                 NaN            NaN            NaN            NaN   8.33391        46.3002       0.592465        33.8168     
  1096.68        2500.00                 NaN            NaN   4.34771        6.61399                 NaN            NaN            NaN            NaN   8.33909        46.2904       0.590795        33.8180     
  1095.51        2500.00                 NaN            NaN   4.95744        6.01950                 NaN            NaN            NaN            NaN   8.29901        46.3147       0.585980        33.8234     
  1094.35        2500.00                 NaN            NaN   4.40298        6.56509                 NaN            NaN            NaN            NaN   8.34622        46.2754       0.589467        33.8208     
  1093.18        2500.00                 NaN            NaN   4.42886        6.53916                 NaN            NaN            NaN            NaN   8.34665        46.2749       0.589059        33.8214     
  1092.02        2500.00                 NaN            NaN   4.97649        6.01634                 NaN            NaN            NaN            NaN   8.30625        46.2860       0.583068        33.8318     
  1090.85        2500.00                 NaN            NaN   11.0375                 NaN            NaN            NaN            NaN            NaN   8.40438        46.1454       0.573564        33.8392     
  1089.69        2500.00                 NaN            NaN   5.05728        5.92110                 NaN            NaN            NaN            NaN   8.31899        46.2927       0.583578        33.8264     
  1088.52        2500.00                 NaN            NaN   5.23591        5.75907                 NaN            NaN            NaN            NaN   8.32044        46.2728       0.580339        33.8314     
  1087.36        2500.00                 NaN            NaN   5.32677        5.63691                 NaN            NaN            NaN            NaN   8.32355        46.3002       0.588301        33.8243     
  1086.19        2500.00                 NaN            NaN   5.52248        5.42956                 NaN            NaN            NaN            NaN   8.32940        46.3043       0.591672        33.8226     
  1085.03        2500.00                 NaN            NaN   6.22508        4.70391                 NaN            NaN            NaN            NaN   8.32141        46.3338       0.597773        33.8180     
  1083.86        2500.00                 NaN            NaN   6.29624        4.63854                 NaN            NaN            NaN            NaN   8.32524        46.3243       0.595802        33.8199     
  1082.70        2500.00                 NaN            NaN   6.30544        4.62711                 NaN            NaN            NaN            NaN   8.32833        46.3225       0.596087        33.8206     
  1081.53        2500.00                 NaN            NaN   6.34814        4.58530                 NaN            NaN            NaN            NaN   8.33028        46.3188       0.595746        33.8217     
  1080.37        2500.00                 NaN            NaN   6.20212        4.73498                 NaN            NaN            NaN            NaN   8.32669        46.3185       0.595149        33.8226     
  1079.20        2500.00                 NaN            NaN   6.25763        4.68122                 NaN            NaN            NaN            NaN   8.33489        46.3097       0.593466        33.8231     
  1078.04        2500.00                 NaN            NaN   6.24941        4.68849                 NaN            NaN            NaN            NaN   8.33505        46.3093       0.594043        33.8237     
  1076.87        2500.00                 NaN            NaN   6.22522        4.71560                 NaN            NaN            NaN            NaN   8.33574        46.3039       0.593605        33.8259     
  1075.71        2500.00                 NaN            NaN   6.17540        4.77252                 NaN            NaN            NaN            NaN   8.34030        46.2900       0.592658        33.8292     
  1074.54        2500.00                 NaN            NaN   6.21229        4.73599                 NaN            NaN            NaN            NaN   8.34362        46.2865       0.591852        33.8298     
  1073.38        2500.00                 NaN            NaN   4.10169        6.91519                 NaN            NaN            NaN            NaN   8.39610        46.1660       0.576335        33.8447     
  1072.22        2500.00                 NaN            NaN   4.04456        6.96256                 NaN            NaN            NaN            NaN   8.38988        46.1809       0.578832        33.8432     
  1071.05        2500.00                 NaN            NaN   4.00777        7.00273                 NaN            NaN            NaN            NaN   8.39295        46.1739       0.577968        33.8447     
  1069.89        2500.00                 NaN            NaN   4.03819        6.97439                 NaN            NaN            NaN            NaN   8.39526        46.1688       0.577421        33.8459     
  1068.72        2500.00                 NaN            NaN   4.02354        6.99198                 NaN            NaN            NaN            NaN   8.39834        46.1622       0.576675        33.8473     
  1067.56        2500.00                 NaN            NaN   3.96664        7.05257                 NaN            NaN            NaN            NaN   8.40195        46.1543       0.575723        33.8488     
  1066.39        2500.00                 NaN            NaN   4.14881        6.88337                 NaN            NaN            NaN            NaN   8.41153        46.1314       0.572399        33.8525     
  1065.23        2500.00                 NaN            NaN   4.12713        6.90844                 NaN            NaN            NaN            NaN   8.41447        46.1244       0.571550        33.8540     
  1064.06        2500.00                 NaN            NaN   4.13164        6.90662                 NaN            NaN            NaN            NaN   8.41690        46.1186       0.570863        33.8554     
  1062.90        2500.00                 NaN            NaN   4.15217        6.87441                 NaN            NaN            NaN            NaN   8.40895        46.1372       0.573825        33.8535     
  1061.73        2500.00                 NaN            NaN   4.14430        6.89880                 NaN            NaN            NaN            NaN   8.42322        46.1063       0.569555        33.8578     
  1060.57        2500.00                 NaN            NaN   4.16601        6.87966                 NaN            NaN            NaN            NaN   8.42421        46.1020       0.568933        33.8592     
  1059.40        2500.00                 NaN            NaN   4.24360        6.80331                 NaN            NaN            NaN            NaN   8.42550        46.0987       0.568610        33.8602     
  1058.24        2500.00                 NaN            NaN   5.19586        5.84424                 NaN            NaN            NaN            NaN   8.37966        46.1501       0.569113        33.8611     
  1057.07        2500.00                 NaN            NaN   4.29380        6.75774                 NaN            NaN            NaN            NaN   8.42996        46.0883       0.567428        33.8628     
  1055.91        2500.00                 NaN            NaN   5.21782        5.82660       0.368114E-005            NaN            NaN            NaN   8.38440        46.1398       0.567952        33.8635     
  1054.74        2500.00                 NaN            NaN   4.46026        6.57896                 NaN            NaN            NaN            NaN   8.42140        46.1072       0.570597        33.8616     
  1053.58        2500.00                 NaN            NaN   5.20984        5.84096                 NaN            NaN            NaN            NaN   8.38864        46.1281       0.566277        33.8662     
  1052.41        2500.00                 NaN            NaN   6.32656        4.66319                 NaN            NaN            NaN            NaN   8.38392        46.1934       0.581370        33.8516     
  1051.25        2500.00                 NaN            NaN   5.25275        5.80158                 NaN            NaN            NaN            NaN   8.39367        46.1180       0.565429        33.8686     
  1050.08        2500.00                 NaN            NaN   5.24475        5.81304                 NaN            NaN            NaN            NaN   8.39550        46.1122       0.564518        33.8699     
  1048.92        2500.00                 NaN            NaN   5.25590        5.80429                 NaN            NaN            NaN            NaN   8.39776        46.1069       0.563913        33.8712     
  1047.76        2500.00                 NaN            NaN   5.26906        5.79345                 NaN            NaN            NaN            NaN   8.40000        46.1017       0.563332        33.8725     
  1046.59        2500.00                 NaN            NaN   5.28256        5.78225                 NaN            NaN            NaN            NaN   8.40223        46.0964       0.562759        33.8738     
  1045.43        2500.00                 NaN            NaN   5.32530        5.74246                 NaN            NaN            NaN            NaN   8.40662        46.0888       0.561829        33.8750     
  1044.26        2500.00                 NaN            NaN   4.75152        3.39104        2.93551                 NaN            NaN            NaN   8.46002        46.0252       0.560166        33.8765     
  1043.10        2500.00                 NaN            NaN   5.32465        5.74713                 NaN            NaN            NaN            NaN   8.40884        46.0808       0.561014        33.8776     
  1041.93        2500.00                 NaN            NaN   5.33948        5.73463                 NaN            NaN            NaN            NaN   8.41101        46.0756       0.560435        33.8788     
  1040.77        2500.00                 NaN            NaN   1.55807        9.59344                 NaN            NaN            NaN            NaN   8.52087        45.8910       0.541969        33.8946     
  1039.60        2500.00                 NaN            NaN   5.36949        5.70918                 NaN            NaN            NaN            NaN   8.41532        46.0654       0.559273        33.8814     
  1038.44        2500.00                 NaN            NaN   7.46620        3.69933                 NaN            NaN            NaN            NaN   8.52788        45.8670       0.539579        33.9000     
  1037.27        2500.00                 NaN            NaN   2.10049        9.05653                 NaN            NaN            NaN            NaN   8.52592        45.8782       0.540634        33.8982     
  1036.11        2500.00                 NaN            NaN   2.21838        8.94022                 NaN            NaN            NaN            NaN   8.52739        45.8744       0.540252        33.8993     
  1034.94        2500.00                 NaN            NaN   2.24302        8.91847                 NaN            NaN            NaN            NaN   8.53006        45.8683       0.539504        33.9007     
  1033.78        2500.00                 NaN            NaN   2.26630        8.89808                 NaN            NaN            NaN            NaN   8.53273        45.8621       0.538755        33.9021     
  1032.61        2500.00                 NaN            NaN   2.29783        8.86952                 NaN            NaN            NaN            NaN   8.53540        45.8558       0.538003        33.9035     
  1031.45        2500.00                 NaN            NaN   6.82963        4.18494                 NaN            NaN            NaN            NaN   8.37087        46.1725       0.569993        33.8721     
  1030.28        2500.00                 NaN            NaN   6.82181        4.19375                 NaN            NaN            NaN            NaN   8.37273        46.1691       0.569678        33.8730     
  1029.12        2500.00                 NaN            NaN   6.81396        4.20258                 NaN            NaN            NaN            NaN   8.37458        46.1656       0.569363        33.8739     
  1027.95        2500.00                 NaN            NaN   6.80614        4.21139                 NaN            NaN            NaN            NaN   8.37646        46.1622       0.569042        33.8748     
  1026.79        2500.00                 NaN            NaN   6.79840        4.22012                 NaN            NaN            NaN            NaN   8.37832        46.1587       0.568723        33.8757     
  1025.62        2500.00                 NaN            NaN   6.79061        4.22891                 NaN            NaN            NaN            NaN   8.38018        46.1553       0.568405        33.8766     
  1024.46        2500.00                 NaN            NaN   6.78283        4.23768                 NaN            NaN            NaN            NaN   8.38204        46.1518       0.568086        33.8776     
  1023.30        2500.00                 NaN            NaN   6.77502        4.24646                 NaN            NaN            NaN            NaN   8.38388        46.1484       0.567772        33.8785     
  1022.13        2500.00                 NaN            NaN   6.76731        4.25516                 NaN            NaN            NaN            NaN   8.38573        46.1450       0.567452        33.8794     
  1020.97        2500.00                 NaN            NaN   6.75960        4.26386                 NaN            NaN            NaN            NaN   8.38757        46.1415       0.567134        33.8803     
  1019.80        2500.00                 NaN            NaN   6.75189        4.27256                 NaN            NaN            NaN            NaN   8.38941        46.1381       0.566817        33.8812     
  1018.64        2500.00                 NaN            NaN   6.74413        4.28131                 NaN            NaN            NaN            NaN   8.39125        46.1347       0.566499        33.8821     
  1017.47        2500.00                 NaN            NaN   6.73646        4.28996                 NaN            NaN            NaN            NaN   8.39307        46.1313       0.566179        33.8830     
  1016.31        2500.00                 NaN            NaN   6.72878        4.29862                 NaN            NaN            NaN            NaN   8.39490        46.1279       0.565864        33.8840     
  1015.14        2500.00                 NaN            NaN   6.72114        4.30726                 NaN            NaN            NaN            NaN   8.39673        46.1244       0.565544        33.8849     
  1013.98        2500.00                 NaN            NaN   6.71353        4.31586                 NaN            NaN            NaN            NaN   8.39855        46.1210       0.565226        33.8858     
  1012.81        2500.00                 NaN            NaN   6.70592        4.32445                 NaN            NaN            NaN            NaN   8.40037        46.1177       0.564907        33.8867     
  1011.65        2500.00                 NaN            NaN   6.69830        4.33306                 NaN            NaN            NaN            NaN   8.40219        46.1143       0.564588        33.8876     
  1010.48        2500.00                 NaN            NaN   6.69077        4.34159                 NaN            NaN            NaN            NaN   8.40400        46.1109       0.564269        33.8885     
  1009.32        2500.00                 NaN            NaN   6.68332        4.35002                 NaN            NaN            NaN            NaN   8.40580        46.1075       0.563949        33.8894     
  1008.15        2500.00                 NaN            NaN   6.67574        4.35859                 NaN            NaN            NaN            NaN   8.40761        46.1041       0.563630        33.8904     
  1006.99        2500.00                 NaN            NaN   6.66824        4.36708                 NaN            NaN            NaN            NaN   8.40941        46.1007       0.563311        33.8913     
  1005.82        2500.00                 NaN            NaN   6.66081        4.37551                 NaN            NaN            NaN            NaN   8.41121        46.0973       0.562991        33.8922     
  1004.66        2500.00                 NaN            NaN   6.65344        4.38388                 NaN            NaN            NaN            NaN   8.41301        46.0939       0.562670        33.8931     
  1003.49        2500.00                 NaN            NaN   6.64592        4.39237                 NaN            NaN            NaN            NaN   8.41478        46.0906       0.562354        33.8940     
