|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1554.49        2500.00       0.163294E-002            NaN   99.7361       0.107499       0.154734                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.10        2500.00       0.495750E-003            NaN   99.4580       0.483208       0.583069E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.71        2500.00                 NaN            NaN   99.4614       0.483722       0.548720E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00                 NaN            NaN   99.2845       0.643239       0.722211E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.93        2500.00                 NaN            NaN   99.6445       0.319716       0.357642E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00                 NaN            NaN   99.4741       0.473931       0.519736E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.15        2500.00                 NaN            NaN   99.4745       0.471927       0.535257E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN            NaN   99.4798       0.468584       0.516484E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.37        2500.00                 NaN            NaN   99.4818       0.466581       0.515828E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.98        2500.00                 NaN            NaN   99.4853       0.465302       0.493575E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.59        2500.00                 NaN            NaN   99.4891       0.461226       0.497055E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00                 NaN            NaN   99.4922       0.459003       0.488389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.81        2500.00                 NaN            NaN   99.4589       0.489938       0.511674E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00                 NaN            NaN   99.5350       0.421213       0.437676E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.03        2500.00                 NaN            NaN   99.5019       0.451460       0.465949E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        2500.00                 NaN            NaN   99.5044       0.449647       0.459919E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.25        2500.00                 NaN            NaN   99.4807       0.470500       0.488414E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.87        2500.00                 NaN            NaN   99.5394       0.418114       0.425246E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.48        2500.00                 NaN            NaN   99.5144       0.425469       0.600811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.09        2500.00                 NaN            NaN   99.2048       0.709400       0.858368E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.70        2500.00                 NaN            NaN   99.8350       0.143277       0.217002E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.31        2500.00                 NaN            NaN   99.6745       0.316513       0.893840E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1523.92        2500.00                 NaN            NaN   99.3719       0.581820       0.462417E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.53        2500.00                 NaN            NaN   99.5482       0.417063       0.347596E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.14        2500.00                 NaN            NaN   99.5101       0.449309       0.405586E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        2500.00                 NaN            NaN   99.5341       0.425560       0.403583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.36        2500.00                 NaN            NaN   99.5367       0.423557       0.397030E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.97        2500.00                 NaN            NaN   99.5384       0.422768       0.388807E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1515.58        2500.00                 NaN            NaN   99.5410       0.421184       0.377951E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        2500.00                 NaN            NaN   99.5435       0.419159       0.373786E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.80        2500.00                 NaN            NaN   99.5460       0.417490       0.365245E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.41        2500.00                 NaN            NaN   99.1085       0.827162       0.643590E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.02        2500.00                 NaN            NaN   99.9776                 NaN  0.224322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00                 NaN            NaN   99.8448       0.133673       0.215477E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.24        2500.00                 NaN            NaN   99.2727       0.703102       0.242224E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00                 NaN            NaN   99.5575       0.408153       0.343722E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1504.46        2500.00                 NaN            NaN   99.4403       0.368555E-001            NaN  0.522804                 NaN            NaN            NaN            NaN            NaN
  1503.07        2500.00                 NaN            NaN   99.4085       0.191083E-002            NaN  0.589575                 NaN            NaN            NaN            NaN            NaN
  1501.68        2500.00                 NaN            NaN   99.4077                 NaN            NaN  0.592326                 NaN            NaN            NaN            NaN            NaN
  1500.29        2500.00                 NaN            NaN   99.4055                 NaN            NaN  0.594544                 NaN            NaN            NaN            NaN            NaN
  1498.90        2500.00                 NaN            NaN   99.3064                 NaN            NaN  0.693642                 NaN            NaN            NaN            NaN            NaN
  1497.51        2500.00                 NaN            NaN   99.4954                 NaN            NaN  0.504621                 NaN            NaN            NaN            NaN            NaN
