|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1181.62        500.000                 NaN   10.3740       0.899636E-003  0.892315                 NaN            NaN   7.15201        41.2375       0.572149        39.7711     
  1180.55        500.000                 NaN   10.3700       0.899347E-003  0.896415                 NaN            NaN   7.15223        41.2372       0.572087        39.7712     
  1179.49        500.000                 NaN   10.3655       0.899060E-003  0.901013                 NaN            NaN   7.15245        41.2369       0.572024        39.7712     
  1178.42        500.000                 NaN   10.3610       0.898771E-003  0.905675                 NaN            NaN   7.15268        41.2366       0.571963        39.7712     
  1177.35        500.000                 NaN   10.3569       0.898481E-003  0.909937                 NaN            NaN   7.15290        41.2363       0.571890        39.7712     
  1176.28        500.000                 NaN   10.3522       0.898191E-003  0.914788                 NaN            NaN   7.15312        41.2359       0.571819        39.7712     
  1175.21        500.000                 NaN   10.3476       0.897900E-003  0.919542                 NaN            NaN   7.15336        41.2356       0.571747        39.7713     
  1174.14        500.000                 NaN   10.3431       0.897611E-003  0.924157                 NaN            NaN   7.15359        41.2353       0.571677        39.7713     
  1173.08        500.000                 NaN   10.3385       0.897323E-003  0.928982                 NaN            NaN   7.15381        41.2349       0.571605        39.7713     
  1172.01        500.000                 NaN   10.3335       0.897031E-003  0.934097                 NaN            NaN   7.15405        41.2346       0.571530        39.7713     
  1170.94        500.000                 NaN   10.3287       0.896741E-003  0.939077                 NaN            NaN   7.15428        41.2342       0.571455        39.7713     
  1169.87        500.000                 NaN   10.3238       0.896453E-003  0.944145                 NaN            NaN   7.15452        41.2339       0.571379        39.7714     
  1168.80        500.000                 NaN   10.2990        1.07168                 NaN            NaN            NaN   7.22084        41.0794       0.540075        39.7890     
  1167.73        500.000                 NaN   10.3140       0.895876E-003  0.954338                 NaN            NaN   7.15500        41.2332       0.571222        39.7714     
  1166.67        500.000                 NaN   10.3080       0.202078E-002  0.959349                 NaN            NaN   7.15525        41.2328       0.571138        39.7714     
  1165.60        500.000                 NaN   10.3025       0.203013E-002  0.965088                 NaN            NaN   7.15550        41.2324       0.571055        39.7715     
  1164.53        500.000                 NaN   10.2971       0.200567E-002  0.970674                 NaN            NaN   7.15575        41.2320       0.570972        39.7715     
  1163.46        500.000                 NaN   10.2916       0.198134E-002  0.976358                 NaN            NaN   7.15600        41.2316       0.570888        39.7715     
  1162.39        500.000                 NaN   10.2863       0.192685E-002  0.981910                 NaN            NaN   7.15624        41.2313       0.570804        39.7716     
  1161.32        500.000                 NaN   10.2804       0.989964                 NaN            NaN            NaN   7.15650        41.2309       0.570715        39.7716     
  1160.26        500.000                 NaN   10.2746       0.995951                 NaN            NaN            NaN   7.15676        41.2305       0.570627        39.7716     
  1159.19        500.000                 NaN   10.2689        1.00181                 NaN            NaN            NaN   7.15701        41.2301       0.570538        39.7716     
  1158.12        500.000                 NaN   10.2629        1.00803                 NaN            NaN            NaN   7.15727        41.2297       0.570447        39.7717     
  1157.05        500.000                 NaN   10.2568        1.01437                 NaN            NaN            NaN   7.15754        41.2293       0.570353        39.7717     
  1155.98        500.000                 NaN   10.2502        1.02117                 NaN            NaN            NaN   7.15781        41.2288       0.570256        39.7717     
  1154.91        500.000                 NaN   10.2441        1.02748                 NaN            NaN            NaN   7.15808        41.2284       0.570161        39.7718     
  1153.85        500.000                 NaN   10.2373        1.03457                 NaN            NaN            NaN   7.15835        41.2280       0.570060        39.7718     
  1152.78        500.000                 NaN   7.80191        3.59244                 NaN            NaN            NaN   7.24414        41.0384       0.530286        39.7928     
  1151.71        500.000                 NaN   7.09043        4.30597                 NaN            NaN            NaN   7.24476        41.0352       0.529877        39.7938     
  1150.64        500.000                 NaN   6.71134        4.68662                 NaN            NaN            NaN   7.24640        41.0324       0.529190        39.7941     
  1149.57        500.000                 NaN   6.34019        5.05927                 NaN            NaN            NaN   7.24798        41.0297       0.528537        39.7943     
  1148.50        500.000                 NaN   6.03170        5.36983                 NaN            NaN            NaN   7.24996        41.0260       0.527753        39.7948     
  1147.44        500.000                 NaN   6.01134        5.39082                 NaN            NaN            NaN   7.25178        41.0249       0.527015        39.7941     
  1146.37        500.000                 NaN   5.43078        5.97397                 NaN            NaN            NaN   7.25265        41.0213       0.526155        39.7952     
  1145.30        500.000                 NaN   10.1795        1.09434                 NaN            NaN            NaN   7.16067        41.2242       0.569199        39.7721     
  1144.23        500.000                 NaN   4.96814        6.43927                 NaN            NaN            NaN   7.25685        41.0159       0.524843        39.7950     
  1143.16        500.000                 NaN   10.1631        1.11132                 NaN            NaN            NaN   7.16129        41.2232       0.568960        39.7722     
  1142.09        500.000                 NaN   4.28641        7.12463                 NaN            NaN            NaN   7.26035        41.0097       0.523311        39.7956     
  1141.02        500.000                 NaN   3.94399        7.46890                 NaN            NaN            NaN   7.26214        41.0066       0.522530        39.7959     
  1139.96        500.000                 NaN   3.60872        7.80611                 NaN            NaN            NaN   7.26398        41.0033       0.521720        39.7962     
  1138.89        500.000                 NaN   3.27457        8.14227                 NaN            NaN            NaN   7.26587        40.9999       0.520888        39.7965     
  1137.82        500.000                 NaN   2.94165        8.47725                 NaN            NaN            NaN   7.26779        40.9965       0.520036        39.7968     
  1136.75        500.000                 NaN   2.61499        8.80603                 NaN            NaN            NaN   7.26975        40.9929       0.519163        39.7971     
  1135.68        500.000                 NaN   2.28382        9.13937                 NaN            NaN            NaN   7.27175        40.9893       0.518264        39.7975     
  1134.61        500.000                 NaN   4.89587        6.50816       0.654767E-003            NaN            NaN   7.25542        41.0188       0.525804        39.7953     
  1133.55        500.000                 NaN   5.04304        6.36213       0.579531E-003            NaN            NaN   7.25664        41.0168       0.525328        39.7955     
  1132.48        500.000                 NaN   5.18455        6.22170       0.570784E-003            NaN            NaN   7.25788        41.0147       0.524839        39.7957     
  1131.41        500.000                 NaN  0.943066        10.4895                 NaN            NaN            NaN   7.28017        40.9739       0.514428        39.7989     
  1130.34        500.000                 NaN  0.610670        10.8245                 NaN            NaN            NaN   7.28236        40.9698       0.513413        39.7993     
  1129.27        500.000                 NaN  0.268081        11.1697                 NaN            NaN            NaN   7.28460        40.9656       0.512366        39.7997     
  1128.20        500.000                 NaN   11.4402                 NaN            NaN            NaN            NaN   7.28667        40.9617       0.511399        39.8000     
  1127.14        500.000                 NaN   11.4417                 NaN            NaN            NaN            NaN   7.28805        40.9592       0.510775        39.8003     
  1126.07        500.000                 NaN   11.4433                 NaN            NaN            NaN            NaN   7.28947        40.9565       0.510128        39.8006     
  1125.00        500.000                 NaN   11.4449                 NaN            NaN            NaN            NaN   7.29092        40.9538       0.509467        39.8009     
  1123.93        500.000                 NaN   11.4466                 NaN            NaN            NaN            NaN   7.29240        40.9511       0.508791        39.8012     
  1122.86        500.000                 NaN   11.4483                 NaN            NaN            NaN            NaN   7.29393        40.9482       0.508097        39.8014     
  1121.79        500.000                 NaN   11.4500                 NaN            NaN            NaN            NaN   7.29550        40.9453       0.507379        39.8017     
  1120.73        500.000                 NaN   11.4518                 NaN            NaN            NaN            NaN   7.29711        40.9424       0.506643        39.8020     
  1119.66        500.000                 NaN   11.4537                 NaN            NaN            NaN            NaN   7.29877        40.9393       0.505883        39.8024     
  1118.59        500.000                 NaN   11.4556                 NaN            NaN            NaN            NaN   7.30047        40.9361       0.505101        39.8027     
  1117.52        500.000                 NaN   11.4575                 NaN            NaN            NaN            NaN   7.30220        40.9330       0.504306        39.8030     
  1116.45        500.000                 NaN   11.4595                 NaN            NaN            NaN            NaN   7.30400        40.9297       0.503475        39.8033     
  1115.38        500.000                 NaN   9.81265        1.47308       0.258780E-004            NaN            NaN   7.17230        41.2037       0.564348        39.7739     
  1114.32        500.000                 NaN   11.4638                 NaN            NaN            NaN            NaN   7.30776        40.9227       0.501723        39.8040     
  1113.25        500.000                 NaN   9.76449        1.52269       0.256367E-004            NaN            NaN   7.17358        41.2013       0.563779        39.7741     
  1112.18        500.000                 NaN   2.61285        8.85550                 NaN            NaN            NaN   7.31173        40.9153       0.499853        39.8047     
  1111.11        500.000                 NaN   2.07103        9.39973                 NaN            NaN            NaN   7.31380        40.9115       0.498869        39.8051     
  1110.04        500.000                 NaN   1.52554        9.94773                 NaN            NaN            NaN   7.31594        40.9075       0.497849        39.8055     
  1108.97        500.000                 NaN  0.972946        10.5029                 NaN            NaN            NaN   7.31813        40.9033       0.496794        39.8059     
  1107.91        500.000                 NaN   9.61259        1.67898       0.410484E-004            NaN            NaN   7.17739        41.1941       0.562064        39.7748     
  1106.84        500.000                 NaN   5.85838        5.60558                 NaN            NaN            NaN   7.30970        40.9204       0.501384        39.8045     
  1105.77        500.000                 NaN   6.09858        5.36699                 NaN            NaN            NaN   7.31130        40.9177       0.500679        39.8048     
  1104.70        500.000                 NaN   6.33354        5.13373                 NaN            NaN            NaN   7.31289        40.9148       0.499967        39.8051     
  1103.63        500.000                 NaN   1.90966        9.57463                 NaN            NaN            NaN   7.32557        40.8895       0.493328        39.8073     
  1102.56        500.000                 NaN   6.36019        5.10467       0.104954E-004            NaN            NaN   7.31113        40.9191       0.500988        39.8039     
  1101.50        500.000                 NaN   2.37323        9.11042                 NaN            NaN            NaN   7.32617        40.8894       0.493466        39.8073     
  1100.43        500.000                 NaN   2.16990        9.31643                 NaN            NaN            NaN   7.32838        40.8852       0.492373        39.8077     
  1099.36        500.000                 NaN   1.73871        9.75104                 NaN            NaN            NaN   7.33108        40.8799       0.490994        39.8083     
  1098.29        500.000                 NaN   1.17292        10.3208                 NaN            NaN            NaN   7.33418        40.8738       0.489390        39.8089     
  1097.22        500.000                 NaN  0.568381        10.9297                 NaN            NaN            NaN   7.33749        40.8673       0.487656        39.8095     
  1096.15        500.000                 NaN   11.4968       0.565272E-002            NaN            NaN            NaN   7.33990        40.8612       0.486119        39.8102     
  1095.09        500.000                 NaN   10.5059       0.997140                 NaN            NaN            NaN   7.34129        40.8596       0.485701        39.8103     
  1094.02        500.000                 NaN   9.04467        2.45841                 NaN            NaN            NaN   7.34131        40.8594       0.485743        39.8105     
  1092.95        500.000                 NaN   9.25887        2.27882                 NaN            NaN            NaN   7.30624        40.8504       0.485181        39.8205     
  1091.88        500.000                 NaN   9.67939        1.86449                 NaN            NaN            NaN   7.30651        40.8448       0.483444        39.8214     
  1090.81        500.000                 NaN   10.1112        1.43935       0.494824E-004            NaN            NaN   7.30678        40.8388       0.481544        39.8222     
  1089.74        500.000                 NaN   10.5617       0.996508                 NaN            NaN            NaN   7.30711        40.8322       0.479408        39.8231     
  1088.67        500.000                 NaN   11.2127       0.351722       0.187099E-004            NaN            NaN   7.30612        40.8282       0.477426        39.8238     
  1087.61        500.000                 NaN   11.4758       0.993260E-001  0.148714E-005            NaN            NaN   7.30789        40.8176       0.474480        39.8249     
  1086.54        500.000                 NaN   11.5676       0.101088E-003            NaN            NaN            NaN   7.29939        40.8314       0.478281        39.8232     
  1085.47        500.000                 NaN   11.5442       0.200784E-005            NaN            NaN            NaN   7.34383        40.8195       0.474969        39.8175     
  1084.40        500.000                 NaN   10.3112        1.21305                 NaN  0.152979E-005            NaN   7.35899        40.8259       0.477106        39.8138     
  1083.33        500.000                 NaN   8.80397        2.71831                 NaN            NaN            NaN   7.35742        40.8285       0.477986        39.8138     
  1082.26        500.000                 NaN   7.76217        3.75970                 NaN  0.122871E-005            NaN   7.35721        40.8289       0.478201        39.8139     
  1081.20        500.000                 NaN   6.94023        4.58205                 NaN  0.121687E-005            NaN   7.35779        40.8279       0.478021        39.8140     
  1080.13        500.000                 NaN   11.1768       0.447275E-004            NaN  0.220828                 NaN   7.32209        40.9134       0.499581        39.8672     
  1079.06        500.000                 NaN   7.42567        4.08513                 NaN  0.149731E-005            NaN   7.35171        40.8434       0.482130        39.8120     
  1077.99        500.000                 NaN   6.50010        5.02193                 NaN            NaN            NaN   7.35892        40.8272       0.477756        39.8141     
  1076.92        500.000                 NaN   6.54122        4.97290                 NaN  0.860191E-004            NaN   7.35440        40.8378       0.480800        39.8127     
  1075.85        500.000                 NaN   6.22359        5.29262                 NaN  0.358800E-005            NaN   7.35613        40.8346       0.479968        39.8131     
  1074.79        500.000                 NaN   5.91468        5.60357                 NaN  0.140284E-005            NaN   7.35786        40.8312       0.479137        39.8135     
  1073.72        500.000                 NaN   5.63796        5.88243                 NaN  0.138998E-005            NaN   7.35967        40.8277       0.478264        39.8139     
  1072.65        500.000                 NaN   5.38639        6.13621                 NaN  0.137714E-005            NaN   7.36156        40.8241       0.477354        39.8143     
  1071.58        500.000                 NaN   5.15601        6.36889                 NaN  0.136433E-005            NaN   7.36351        40.8204       0.476406        39.8148     
  1070.51        500.000                 NaN   4.94083        6.58643                 NaN  0.135152E-005            NaN   7.36552        40.8166       0.475423        39.8152     
  1069.44        500.000                 NaN   7.40355        4.13498                 NaN            NaN            NaN   7.36568        40.8052       0.472760        39.8179     
  1068.38        500.000                 NaN   4.88574        6.65881                 NaN            NaN            NaN   7.34111        40.8147       0.477017        39.8226     
  1067.31        500.000                 NaN   4.53885        7.00204                 NaN  0.662271E-004            NaN   7.35773        40.8075       0.474054        39.8197     
  1066.24        500.000                 NaN   4.18419        7.35409                 NaN  0.305180E-004            NaN   7.36204        40.8089       0.472632        39.8181     
  1065.17        500.000                 NaN   4.04673        7.49362       0.296629E-005  0.135701E-005            NaN   7.37647        40.7957       0.470020        39.8174     
  1064.10        500.000                 NaN   3.88855        7.65466       0.282519E-005  0.135639E-005            NaN   7.37882        40.7912       0.468841        39.8179     
  1063.03        500.000                 NaN   3.73053        7.81562                 NaN  0.135421E-005            NaN   7.38124        40.7866       0.467622        39.8184     
  1061.97        500.000                 NaN   8.61950       0.533982                 NaN   1.58570                 NaN   7.15379        41.2710       0.603582        40.2324     
  1060.90        500.000                 NaN   8.93519       0.871582E-004            NaN   1.73019                 NaN   7.13308        41.3152       0.616061        40.2702     
  1059.83        500.000                 NaN   8.88757       0.950647E-004            NaN   1.76207                 NaN   7.12900        41.3239       0.618617        40.2787     
  1058.76        500.000                 NaN   8.84174       0.104280E-003            NaN   1.79277                 NaN   7.12510        41.3323       0.621066        40.2870     
  1057.69        500.000                 NaN   8.79814       0.114750E-003            NaN   1.82201                 NaN   7.12136        41.3402       0.623382        40.2948     
  1056.62        500.000                 NaN   8.75665       0.125936E-003            NaN   1.84986                 NaN   7.11780        41.3477       0.625567        40.3023     
  1055.56        500.000                 NaN   8.71432       0.294742E-003            NaN   1.87809                 NaN   7.11434        41.3553       0.627845        40.3098     
  1054.49        500.000                 NaN   8.67491       0.244983E-003            NaN   1.90457                 NaN   7.11103        41.3624       0.629938        40.3169     
  1053.42        500.000                 NaN   8.63680       0.204786E-003            NaN   1.93018                 NaN   7.10784        41.3692       0.631956        40.3238     
  1052.35        500.000                 NaN   8.60011       0.108808E-004            NaN   1.95497                 NaN   7.10478        41.3758       0.633900        40.3304     
  1051.28        500.000                 NaN   8.56436       0.263293E-005            NaN   1.97900                 NaN   7.10182        41.3821       0.635784        40.3369     
  1050.21        500.000                 NaN   8.52969       0.110402E-004            NaN   2.00231                 NaN   7.09896        41.3882       0.637605        40.3432     
  1049.15        500.000                 NaN   8.49604       0.263762E-005            NaN   2.02494                 NaN   7.09619        41.3942       0.639371        40.3493     
  1048.08        500.000                 NaN   8.46341       0.283031E-005            NaN   2.04691                 NaN   7.09353        41.3999       0.641075        40.3552     
  1047.01        500.000                 NaN   8.43165       0.118565E-004            NaN   2.06829                 NaN   7.09095        41.4054       0.642730        40.3610     
  1045.94        500.000                 NaN   8.40078       0.118880E-004            NaN   2.08908                 NaN   7.08844        41.4107       0.644337        40.3666     
  1044.87        500.000                 NaN   8.37075       0.119149E-004            NaN   2.10933                 NaN   7.08602        41.4159       0.645895        40.3721     
  1043.80        500.000                 NaN   8.34149       0.119424E-004            NaN   2.12906                 NaN   7.08367        41.4209       0.647409        40.3774     
  1042.73        500.000                 NaN   8.31297       0.119714E-004            NaN   2.14830                 NaN   7.08139        41.4258       0.648880        40.3827     
  1041.67        500.000                 NaN   8.28536       0.288691E-005            NaN   2.16695                 NaN   7.07921        41.4305       0.650297        40.3877     
  1040.60        500.000                 NaN   8.25799       0.120375E-004            NaN   2.18545                 NaN   7.07705        41.4350       0.651699        40.3927     
  1039.53        500.000                 NaN   8.23151                 NaN            NaN   2.20336                 NaN   7.07497        41.4395       0.653054        40.3976     
  1038.46        500.000                 NaN   8.20567       0.290002E-005            NaN   2.22084                 NaN   7.07295        41.4438       0.654370        40.4024     
  1037.39        500.000                 NaN   8.18033                 NaN            NaN   2.23798                 NaN   7.07098        41.4480       0.655659        40.4071     
  1036.32        500.000                 NaN   8.15562                 NaN            NaN   2.25472                 NaN   7.06907        41.4521       0.656909        40.4116     
  1035.26        500.000                 NaN   8.13139                 NaN            NaN   2.27113                 NaN   7.06720        41.4560       0.658136        40.4161     
  1034.19        500.000                 NaN   8.10773                 NaN            NaN   2.28718                 NaN   7.06540        41.4599       0.659327        40.4205     
  1033.12        500.000                 NaN   8.08456                 NaN            NaN   2.30289                 NaN   7.06363        41.4636       0.660490        40.4248     
  1032.05        500.000                 NaN   8.06186                 NaN            NaN   2.31830                 NaN   7.06191        41.4673       0.661628        40.4290     
  1030.98        500.000                 NaN   8.03963                 NaN            NaN   2.33340                 NaN   7.06024        41.4708       0.662736        40.4332     
  1029.91        500.000                 NaN   8.01787                 NaN            NaN   2.34819                 NaN   7.05861        41.4743       0.663819        40.4372     
  1028.85        500.000                 NaN   7.99647                 NaN            NaN   2.36274                 NaN   7.05702        41.4777       0.664881        40.4412     
  1027.78        500.000                 NaN   7.97558                 NaN            NaN   2.37697                 NaN   7.05548        41.4809       0.665911        40.4452     
  1026.71        500.000                 NaN   7.95499                 NaN            NaN   2.39099                 NaN   7.05397        41.4841       0.666922        40.4490     
  1025.64        500.000                 NaN   7.93480                 NaN            NaN   2.40474                 NaN   7.05249        41.4872       0.667917        40.4528     
  1024.57        500.000                 NaN   7.91498                 NaN            NaN   2.41825                 NaN   7.05105        41.4903       0.668887        40.4565     
  1023.50        500.000                 NaN   7.89554                 NaN            NaN   2.43152                 NaN   7.04965        41.4932       0.669835        40.4602     
  1022.44        500.000                 NaN   7.87645                 NaN            NaN   2.44456                 NaN   7.04828        41.4961       0.670763        40.4638     
  1021.37        500.000                 NaN   10.9594       0.371103E-003  0.179038E-003  0.206955                 NaN   7.13409        41.2876       0.586091        39.8253     
  1020.30        500.000                 NaN   7.83924                 NaN            NaN   2.46998                 NaN   7.04563        41.5017       0.672566        40.4709     
  1019.23        500.000                 NaN   7.82129                 NaN            NaN   2.48230                 NaN   7.04435        41.5044       0.673424        40.4743     
  1018.16        500.000                 NaN   7.80330                 NaN            NaN   2.49458                 NaN   7.04312        41.5070       0.674287        40.4777     
  1017.09        500.000                 NaN   7.78575                 NaN            NaN   2.50661                 NaN   7.04191        41.5095       0.675123        40.4811     
  1016.03        500.000                 NaN   8.44126                 NaN            NaN   2.10626                 NaN   7.12656        41.3178       0.624163        40.3840     
  1014.96        500.000                 NaN   7.75156                 NaN            NaN   2.53006                 NaN   7.03956        41.5145       0.676748        40.4876     
  1013.89        500.000                 NaN   7.73509                 NaN            NaN   2.54133                 NaN   7.03839        41.5169       0.677551        40.4908     
  1012.82        500.000                 NaN   7.71860                 NaN            NaN   2.55266                 NaN   7.03729        41.5192       0.678322        40.4939     
  1011.75        500.000                 NaN   7.70244                 NaN            NaN   2.56384                 NaN   7.03627        41.5213       0.679049        40.4971     
  1010.68        500.000                 NaN   7.68633                 NaN            NaN   2.57490                 NaN   7.03518        41.5236       0.679808        40.5002     
  1009.62        500.000                 NaN   7.67107                 NaN            NaN   2.58536                 NaN   7.03410        41.5258       0.680546        40.5031     
  1008.55        500.000                 NaN   7.65598                 NaN            NaN   2.59580                 NaN   7.03311        41.5278       0.681231        40.5061     
  1007.48        500.000                 NaN   7.64052                 NaN            NaN   2.60652                 NaN   7.03218        41.5298       0.681909        40.5091     
  1006.41        500.000                 NaN   7.62503                 NaN            NaN   2.61707                 NaN   7.03117        41.5320       0.682656        40.5120     
  1005.34        500.000                 NaN   7.61143                 NaN            NaN   2.62666                 NaN   7.03050        41.5336       0.683115        40.5147     
  1004.27        500.000                 NaN   7.59691                 NaN            NaN   2.63665                 NaN   7.02926        41.5357       0.683923        40.5175     
  1003.21        500.000                 NaN   7.58148                 NaN            NaN   2.64719                 NaN   7.02847        41.5376       0.684655        40.5206     
  1002.14        500.000                 NaN   7.56953                 NaN            NaN   2.65574                 NaN   7.02768        41.5390       0.685075        40.5230     
  1001.07        500.000                 NaN   7.55384                 NaN            NaN   2.66626                 NaN   7.02678        41.5412       0.685916        40.5260     
