|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1183.76        500.000                 NaN   7.61203       0.660791E-003  0.640676                 NaN            NaN   6.90937        43.3244       0.322208        41.1907     
  1182.69        500.000                 NaN   7.60886       0.660565E-003  0.643786                 NaN            NaN   6.90955        43.3235       0.322165        41.1914     
  1181.62        500.000                 NaN   7.60530       0.660338E-003  0.647302                 NaN            NaN   6.90974        43.3227       0.322119        41.1922     
  1180.55        500.000                 NaN   7.60220       0.660110E-003  0.650335                 NaN            NaN   6.90992        43.3219       0.322078        41.1929     
  1179.49        500.000                 NaN   7.59875       0.659884E-003  0.653743                 NaN            NaN   6.91010        43.3210       0.322037        41.1937     
  1178.42        500.000                 NaN   7.59524       0.659656E-003  0.657194                 NaN            NaN   6.91029        43.3202       0.321996        41.1944     
  1177.35        500.000                 NaN   7.59204       0.659428E-003  0.660336                 NaN            NaN   6.91047        43.3194       0.321950        41.1952     
  1176.28        500.000                 NaN   7.58842       0.659200E-003  0.663931                 NaN            NaN   6.91066        43.3185       0.321904        41.1959     
  1175.21        500.000                 NaN   7.58486       0.658971E-003  0.667447                 NaN            NaN   6.91085        43.3177       0.321857        41.1967     
  1174.14        500.000                 NaN   7.58140       0.658742E-003  0.670854                 NaN            NaN   6.91104        43.3168       0.321812        41.1974     
  1173.08        500.000                 NaN   7.57780       0.658516E-003  0.674421                 NaN            NaN   6.91122        43.3160       0.321765        41.1982     
  1172.01        500.000                 NaN   7.57398       0.658286E-003  0.678213                 NaN            NaN   6.91143        43.3151       0.321717        41.1989     
  1170.94        500.000                 NaN   7.57027       0.658058E-003  0.681895                 NaN            NaN   6.91162        43.3142       0.321669        41.1997     
  1169.87        500.000                 NaN   7.56649       0.657831E-003  0.685644                 NaN            NaN   6.91182        43.3134       0.321620        41.2004     
  1168.80        500.000                 NaN   7.57083       0.795689                 NaN            NaN            NaN   6.97474        43.1421       0.303945        41.2127     
  1167.73        500.000                 NaN   7.55891       0.657376E-003  0.693178                 NaN            NaN   6.91222        43.3116       0.321520        41.2019     
  1166.67        500.000                 NaN   7.55436       0.148278E-002  0.696887                 NaN            NaN   6.91244        43.3107       0.321467        41.2026     
  1165.60        500.000                 NaN   7.55010       0.148960E-002  0.701138                 NaN            NaN   6.91265        43.3098       0.321414        41.2034     
  1164.53        500.000                 NaN   7.54598       0.147162E-002  0.705270                 NaN            NaN   6.91286        43.3089       0.321362        41.2041     
  1163.46        500.000                 NaN   7.54178       0.145373E-002  0.709474                 NaN            NaN   6.91307        43.3080       0.321308        41.2049     
  1162.39        500.000                 NaN   7.53771       0.141372E-002  0.713572                 NaN            NaN   6.91328        43.3071       0.321255        41.2057     
  1161.32        500.000                 NaN   7.53318       0.719524                 NaN            NaN            NaN   6.91349        43.3062       0.321199        41.2064     
  1160.26        500.000                 NaN   7.52876       0.723952                 NaN            NaN            NaN   6.91371        43.3053       0.321144        41.2072     
  1159.19        500.000                 NaN   7.52443       0.728275                 NaN            NaN            NaN   6.91393        43.3044       0.321088        41.2079     
  1158.12        500.000                 NaN   7.51984       0.732877                 NaN            NaN            NaN   6.91415        43.3034       0.321031        41.2087     
  1157.05        500.000                 NaN   7.51516       0.737568                 NaN            NaN            NaN   6.91437        43.3025       0.320972        41.2094     
  1155.98        500.000                 NaN   7.51017       0.742600                 NaN            NaN            NaN   6.91461        43.3016       0.320911        41.2102     
  1154.91        500.000                 NaN   7.50551       0.747263                 NaN            NaN            NaN   6.91483        43.3006       0.320852        41.2109     
  1153.85        500.000                 NaN   7.50031       0.752511                 NaN            NaN            NaN   6.91507        43.2996       0.320790        41.2117     
  1152.78        500.000                 NaN   5.75512        2.63064                 NaN            NaN            NaN   6.99679        43.0915       0.298354        41.2276     
  1151.71        500.000                 NaN   5.23172        3.15579                 NaN            NaN            NaN   6.99737        43.0877       0.298119        41.2293     
  1150.64        500.000                 NaN   4.95337        3.43540                 NaN            NaN            NaN   6.99892        43.0842       0.297727        41.2303     
  1149.57        500.000                 NaN   4.68075        3.70924                 NaN            NaN            NaN   7.00041        43.0809       0.297354        41.2314     
  1148.50        500.000                 NaN   4.45433        3.93744                 NaN            NaN            NaN   7.00230        43.0765       0.296908        41.2325     
  1147.44        500.000                 NaN   4.44050        3.95165                 NaN            NaN            NaN   7.00402        43.0748       0.296487        41.2325     
  1146.37        500.000                 NaN   4.01285        4.38143                 NaN            NaN            NaN   7.00484        43.0705       0.295998        41.2344     
  1145.30        500.000                 NaN   7.45653       0.796711                 NaN            NaN            NaN   6.91707        43.2917       0.320258        41.2177     
  1144.23        500.000                 NaN   3.67317        4.72330                 NaN            NaN            NaN   7.00882        43.0639       0.295249        41.2356     
  1143.16        500.000                 NaN   7.44414       0.809267                 NaN            NaN            NaN   6.91761        43.2896       0.320112        41.2193     
  1142.09        500.000                 NaN   3.17104        5.22842                 NaN            NaN            NaN   7.01214        43.0564       0.294376        41.2376     
  1141.02        500.000                 NaN   2.91862        5.48234                 NaN            NaN            NaN   7.01384        43.0526       0.293932        41.2387     
  1139.96        500.000                 NaN   2.67132        5.73125                 NaN            NaN            NaN   7.01560        43.0486       0.293471        41.2397     
  1138.89        500.000                 NaN   2.42471        5.97953                 NaN            NaN            NaN   7.01739        43.0446       0.292997        41.2408     
  1137.82        500.000                 NaN   2.17886        6.22709                 NaN            NaN            NaN   7.01922        43.0405       0.292513        41.2418     
  1136.75        500.000                 NaN   1.93750        6.47022                 NaN            NaN            NaN   7.02108        43.0363       0.292017        41.2429     
  1135.68        500.000                 NaN   1.69265        6.71689                 NaN            NaN            NaN   7.02299        43.0320       0.291506        41.2440     
  1134.61        500.000                 NaN   3.56822        4.82494       0.481327E-003            NaN            NaN   7.00707        43.0617       0.295737        41.2419     
  1133.55        500.000                 NaN   3.67595        4.71811       0.426134E-003            NaN            NaN   7.00821        43.0591       0.295464        41.2428     
  1132.48        500.000                 NaN   3.77954        4.61537       0.419815E-003            NaN            NaN   7.00938        43.0564       0.295183        41.2437     
  1131.41        500.000                 NaN  0.699813        7.71758                 NaN            NaN            NaN   7.03101        43.0139       0.289328        41.2484     
  1130.34        500.000                 NaN  0.453292        7.96621                 NaN            NaN            NaN   7.03310        43.0091       0.288752        41.2495     
  1129.27        500.000                 NaN  0.199053        8.22264                 NaN            NaN            NaN   7.03524        43.0042       0.288158        41.2507     
  1128.20        500.000                 NaN   8.42372                 NaN            NaN            NaN            NaN   7.03721        42.9997       0.287609        41.2518     
  1127.14        500.000                 NaN   8.42499                 NaN            NaN            NaN            NaN   7.03850        42.9965       0.287252        41.2528     
  1126.07        500.000                 NaN   8.42631                 NaN            NaN            NaN            NaN   7.03984        42.9932       0.286884        41.2538     
  1125.00        500.000                 NaN   8.42766                 NaN            NaN            NaN            NaN   7.04121        42.9898       0.286507        41.2548     
  1123.93        500.000                 NaN   8.42904                 NaN            NaN            NaN            NaN   7.04262        42.9864       0.286121        41.2558     
  1122.86        500.000                 NaN   8.43045                 NaN            NaN            NaN            NaN   7.04406        42.9829       0.285726        41.2568     
  1121.79        500.000                 NaN   8.43192                 NaN            NaN            NaN            NaN   7.04555        42.9794       0.285317        41.2578     
  1120.73        500.000                 NaN   8.43342                 NaN            NaN            NaN            NaN   7.04707        42.9757       0.284898        41.2589     
  1119.66        500.000                 NaN   8.43497                 NaN            NaN            NaN            NaN   7.04865        42.9720       0.284466        41.2599     
  1118.59        500.000                 NaN   8.43657                 NaN            NaN            NaN            NaN   7.05026        42.9682       0.284020        41.2609     
  1117.52        500.000                 NaN   8.43809                 NaN            NaN            NaN            NaN   7.05190        42.9644       0.283568        41.2620     
  1116.45        500.000                 NaN   8.43979                 NaN            NaN            NaN            NaN   7.05361        42.9604       0.283096        41.2631     
  1115.38        500.000                 NaN   7.18289        1.07663       0.192764E-004            NaN            NaN   6.92746        43.2560       0.317367        41.2396     
  1114.32        500.000                 NaN   8.44337                 NaN            NaN            NaN            NaN   7.05718        42.9521       0.282101        41.2652     
  1113.25        500.000                 NaN   7.14729        1.11328       0.191080E-004            NaN            NaN   6.92863        43.2525       0.317035        41.2413     
  1112.18        500.000                 NaN   1.93358        6.51367                 NaN            NaN            NaN   7.06095        42.9434       0.281039        41.2674     
  1111.11        500.000                 NaN   1.53317        6.91611                 NaN            NaN            NaN   7.06293        42.9388       0.280481        41.2685     
  1110.04        500.000                 NaN   1.12975        7.32165                 NaN            NaN            NaN   7.06496        42.9341       0.279903        41.2696     
  1108.97        500.000                 NaN  0.720786        7.73281                 NaN            NaN            NaN   7.06705        42.9293       0.279304        41.2708     
  1107.91        500.000                 NaN   7.03524        1.22874       0.306408E-004            NaN            NaN   6.93215        43.2423       0.316042        41.2455     
  1106.84        500.000                 NaN   4.28764        4.15577                 NaN            NaN            NaN   7.05876        42.9457       0.281871        41.2703     
  1105.77        500.000                 NaN   4.46440        3.98036                 NaN            NaN            NaN   7.06027        42.9423       0.281470        41.2712     
  1104.70        500.000                 NaN   4.63743        3.80875                 NaN            NaN            NaN   7.06178        42.9387       0.281064        41.2722     
  1103.63        500.000                 NaN   1.39860        7.06214                 NaN            NaN            NaN   7.07407        42.9122       0.277330        41.2757     
  1102.56        500.000                 NaN   4.65911        3.78480       0.774024E-005            NaN            NaN   7.06000        42.9421       0.281628        41.2723     
  1101.50        500.000                 NaN   1.75867        6.70126                 NaN            NaN            NaN   7.07458        42.9110       0.277398        41.2771     
  1100.43        500.000                 NaN   1.60835        6.85387                 NaN            NaN            NaN   7.07668        42.9061       0.276778        41.2782     
  1099.36        500.000                 NaN   1.28927        7.17586                 NaN            NaN            NaN   7.07927        42.9001       0.275998        41.2795     
  1098.29        500.000                 NaN  0.870178        7.59837                 NaN            NaN            NaN   7.08224        42.8932       0.275092        41.2809     
  1097.22        500.000                 NaN  0.421901        8.05037                 NaN            NaN            NaN   7.08541        42.8859       0.274112        41.2823     
  1096.15        500.000                 NaN   8.47191       0.413540E-002            NaN            NaN            NaN   7.08772        42.8791       0.273244        41.2839     
  1095.09        500.000                 NaN   7.74687       0.729663                 NaN            NaN            NaN   7.08903        42.8768       0.273004        41.2846     
  1094.02        500.000                 NaN   6.67632        1.80013                 NaN            NaN            NaN   7.08901        42.8761       0.273022        41.2854     
  1092.95        500.000                 NaN   6.80734        1.69748                 NaN            NaN            NaN   7.05548        42.8683       0.272716        41.2987     
  1091.88        500.000                 NaN   7.11987        1.39004                 NaN            NaN            NaN   7.05574        42.8621       0.271735        41.3005     
  1090.81        500.000                 NaN   7.44127        1.07416       0.366491E-004            NaN            NaN   7.05601        42.8556       0.270664        41.3023     
  1089.74        500.000                 NaN   7.77706       0.744639                 NaN            NaN            NaN   7.05634        42.8483       0.269460        41.3042     
  1088.67        500.000                 NaN   8.26135       0.265349       0.140017E-004            NaN            NaN   7.05538        42.8439       0.268342        41.3057     
  1087.61        500.000                 NaN   8.46065       0.749973E-001  0.111361E-005            NaN            NaN   7.05713        42.8326       0.266685        41.3080     
  1086.54        500.000                 NaN   8.52863       0.751011E-004            NaN            NaN            NaN   7.04889        42.8466       0.268816        41.3070     
  1085.47        500.000                 NaN   8.51066       0.150227E-005            NaN            NaN            NaN   7.09141        42.8314       0.266936        41.2996     
  1084.40        500.000                 NaN   7.60768       0.886747                 NaN  0.938272E-006            NaN   7.10581        42.8363       0.268125        41.2953     
  1083.33        500.000                 NaN   6.50497        1.98768                 NaN            NaN            NaN   7.10426        42.8386       0.268613        41.2959     
  1082.26        500.000                 NaN   5.74181        2.75049                 NaN  0.753432E-006            NaN   7.10401        42.8384       0.268729        41.2966     
  1081.20        500.000                 NaN   5.13877        3.35384                 NaN  0.746009E-006            NaN   7.10453        42.8368       0.268623        41.2975     
  1080.13        500.000                 NaN   8.24401       0.327111E-004            NaN  0.135400                 NaN   7.06929        42.9216       0.280704        41.3490     
  1079.06        500.000                 NaN   5.49352        2.98918                 NaN  0.918046E-006            NaN   7.09853        42.8516       0.270920        41.2963     
  1077.99        500.000                 NaN   4.81584        3.67625                 NaN            NaN            NaN   7.10551        42.8345       0.268459        41.2995     
  1076.92        500.000                 NaN   4.84504        3.64043                 NaN  0.527388E-004            NaN   7.10107        42.8447       0.270163        41.2985     
  1075.85        500.000                 NaN   4.61227        3.87498                 NaN  0.219983E-005            NaN   7.10271        42.8408       0.269690        41.2996     
  1074.79        500.000                 NaN   4.38556        4.10343                 NaN  0.860252E-006            NaN   7.10435        42.8367       0.269218        41.3007     
  1073.72        500.000                 NaN   4.18236        4.30844                 NaN  0.852350E-006            NaN   7.10606        42.8326       0.268723        41.3018     
  1072.65        500.000                 NaN   3.99753        4.49516                 NaN  0.844462E-006            NaN   7.10785        42.8283       0.268206        41.3030     
  1071.58        500.000                 NaN   3.82816        4.66648                 NaN  0.836595E-006            NaN   7.10971        42.8239       0.267669        41.3041     
  1070.51        500.000                 NaN   3.66986        4.82676                 NaN  0.828725E-006            NaN   7.11162        42.8194       0.267112        41.3052     
  1069.44        500.000                 NaN   5.43353        3.07251                 NaN            NaN            NaN   7.11182        42.8074       0.265614        41.3092     
  1068.38        500.000                 NaN   3.63176        4.87862                 NaN            NaN            NaN   7.08822        42.8178       0.268007        41.3156     
  1067.31        500.000                 NaN   3.37502        5.13276                 NaN  0.405997E-004            NaN   7.10412        42.8090       0.266333        41.3127     
  1066.24        500.000                 NaN   3.11230        5.39328                 NaN  0.187080E-004            NaN   7.10817        42.8095       0.265526        41.3112     
  1065.17        500.000                 NaN   3.01100        5.49684       0.219435E-005  0.831824E-006            NaN   7.12204        42.7950       0.264053        41.3111     
  1064.10        500.000                 NaN   2.89420        5.61609       0.209105E-005  0.831435E-006            NaN   7.12429        42.7897       0.263386        41.3123     
  1063.03        500.000                 NaN   2.77742        5.73535                 NaN  0.830018E-006            NaN   7.12660        42.7844       0.262697        41.3135     
  1061.97        500.000                 NaN   6.42040       0.391694                 NaN  0.971321                 NaN   6.90205        43.2616       0.338828        41.7141     
  1060.90        500.000                 NaN   6.65700       0.639481E-004            NaN   1.05973                 NaN   6.88159        43.3045       0.345804        41.7513     
  1059.83        500.000                 NaN   6.62323       0.697647E-004            NaN   1.07922                 NaN   6.87752        43.3125       0.347228        41.7602     
  1058.76        500.000                 NaN   6.59074       0.765456E-004            NaN   1.09799                 NaN   6.87363        43.3202       0.348591        41.7688     
  1057.69        500.000                 NaN   6.55983       0.842528E-004            NaN   1.11586                 NaN   6.86990        43.3274       0.349880        41.7771     
  1056.62        500.000                 NaN   6.53042       0.924923E-004            NaN   1.13287                 NaN   6.86635        43.3342       0.351095        41.7850     
  1055.56        500.000                 NaN   6.50042       0.216545E-003            NaN   1.15012                 NaN   6.86289        43.3410       0.352363        41.7929     
  1054.49        500.000                 NaN   6.47249       0.180056E-003            NaN   1.16629                 NaN   6.85958        43.3474       0.353527        41.8005     
  1053.42        500.000                 NaN   6.44549       0.150585E-003            NaN   1.18194                 NaN   6.85639        43.3535       0.354649        41.8078     
  1052.35        500.000                 NaN   6.41951       0.799906E-005            NaN   1.19708                 NaN   6.85333        43.3594       0.355729        41.8149     
  1051.28        500.000                 NaN   6.39418       0.193146E-005            NaN   1.21176                 NaN   6.85037        43.3650       0.356776        41.8219     
  1050.21        500.000                 NaN   6.36963       0.818367E-005            NaN   1.22599                 NaN   6.84750        43.3705       0.357787        41.8286     
  1049.15        500.000                 NaN   6.34579       0.193583E-005            NaN   1.23981                 NaN   6.84473        43.3757       0.358768        41.8352     
  1048.08        500.000                 NaN   6.32269       0.209891E-005            NaN   1.25322                 NaN   6.84206        43.3807       0.359714        41.8416     
  1047.01        500.000                 NaN   6.30021       0.880675E-005            NaN   1.26627                 NaN   6.83947        43.3855       0.360633        41.8479     
  1045.94        500.000                 NaN   6.27836       0.883430E-005            NaN   1.27895                 NaN   6.83696        43.3902       0.361525        41.8540     
  1044.87        500.000                 NaN   6.25710       0.885805E-005            NaN   1.29131                 NaN   6.83453        43.3947       0.362389        41.8600     
  1043.80        500.000                 NaN   6.23640       0.888197E-005            NaN   1.30335                 NaN   6.83217        43.3990       0.363228        41.8658     
  1042.73        500.000                 NaN   6.21622       0.890672E-005            NaN   1.31509                 NaN   6.82988        43.4032       0.364044        41.8716     
  1041.67        500.000                 NaN   6.19664       0.214790E-005            NaN   1.32646                 NaN   6.82769        43.4072       0.364829        41.8771     
  1040.60        500.000                 NaN   6.17733       0.896171E-005            NaN   1.33775                 NaN   6.82552        43.4111       0.365606        41.8827     
  1039.53        500.000                 NaN   6.15860                 NaN            NaN   1.34867                 NaN   6.82342        43.4149       0.366356        41.8881     
  1038.46        500.000                 NaN   6.14034       0.215980E-005            NaN   1.35933                 NaN   6.82139        43.4185       0.367084        41.8934     
  1037.39        500.000                 NaN   6.12242                 NaN            NaN   1.36978                 NaN   6.81940        43.4220       0.367798        41.8986     
  1036.32        500.000                 NaN   6.10496                 NaN            NaN   1.37998                 NaN   6.81748        43.4254       0.368490        41.9037     
  1035.26        500.000                 NaN   6.08783                 NaN            NaN   1.38999                 NaN   6.81559        43.4287       0.369168        41.9087     
  1034.19        500.000                 NaN   6.07112                 NaN            NaN   1.39977                 NaN   6.81377        43.4319       0.369827        41.9136     
  1033.12        500.000                 NaN   6.05475                 NaN            NaN   1.40935                 NaN   6.81198        43.4350       0.370470        41.9184     
  1032.05        500.000                 NaN   6.03872                 NaN            NaN   1.41873                 NaN   6.81025        43.4380       0.371099        41.9232     
  1030.98        500.000                 NaN   6.02302                 NaN            NaN   1.42793                 NaN   6.80856        43.4409       0.371711        41.9279     
  1029.91        500.000                 NaN   6.00766                 NaN            NaN   1.43694                 NaN   6.80691        43.4437       0.372309        41.9325     
  1028.85        500.000                 NaN   5.99255                 NaN            NaN   1.44581                 NaN   6.80529        43.4464       0.372896        41.9371     
  1027.78        500.000                 NaN   5.97780                 NaN            NaN   1.45447                 NaN   6.80373        43.4490       0.373464        41.9415     
  1026.71        500.000                 NaN   5.96328                 NaN            NaN   1.46301                 NaN   6.80220        43.4515       0.374022        41.9460     
  1025.64        500.000                 NaN   5.94904                 NaN            NaN   1.47138                 NaN   6.80070        43.4540       0.374571        41.9503     
  1024.57        500.000                 NaN   5.93505                 NaN            NaN   1.47961                 NaN   6.79924        43.4564       0.375105        41.9546     
  1023.50        500.000                 NaN   5.92134                 NaN            NaN   1.48769                 NaN   6.79781        43.4587       0.375628        41.9588     
  1022.44        500.000                 NaN   5.90788                 NaN            NaN   1.49562                 NaN   6.79642        43.4609       0.376139        41.9630     
  1021.37        500.000                 NaN   8.00481       0.271420E-003  0.134342E-003  0.126773                 NaN   6.88769        43.2984       0.329061        41.3529     
  1020.30        500.000                 NaN   5.88165                 NaN            NaN   1.51109                 NaN   6.79373        43.4652       0.377132        41.9712     
  1019.23        500.000                 NaN   5.86902                 NaN            NaN   1.51858                 NaN   6.79242        43.4672       0.377604        41.9752     
  1018.16        500.000                 NaN   5.85633                 NaN            NaN   1.52606                 NaN   6.79117        43.4692       0.378079        41.9792     
  1017.09        500.000                 NaN   5.84397                 NaN            NaN   1.53338                 NaN   6.78993        43.4711       0.378539        41.9831     
  1016.03        500.000                 NaN   6.31715                 NaN            NaN   1.28872                 NaN   6.87300        43.2789       0.350036        41.8922     
  1014.96        500.000                 NaN   5.81990                 NaN            NaN   1.54763                 NaN   6.78753        43.4747       0.379432        41.9908     
  1013.89        500.000                 NaN   5.80831                 NaN            NaN   1.55449                 NaN   6.78633        43.4765       0.379874        41.9945     
  1012.82        500.000                 NaN   5.79671                 NaN            NaN   1.56138                 NaN   6.78521        43.4781       0.380297        41.9983     
  1011.75        500.000                 NaN   5.78535                 NaN            NaN   1.56817                 NaN   6.78416        43.4796       0.380696        42.0020     
  1010.68        500.000                 NaN   5.77401                 NaN            NaN   1.57490                 NaN   6.78305        43.4812       0.381113        42.0057     
  1009.62        500.000                 NaN   5.76314                 NaN            NaN   1.58125                 NaN   6.78194        43.4829       0.381518        42.0093     
  1008.55        500.000                 NaN   5.75250                 NaN            NaN   1.58760                 NaN   6.78093        43.4842       0.381893        42.0128     
  1007.48        500.000                 NaN   5.74167                 NaN            NaN   1.59411                 NaN   6.77997        43.4855       0.382265        42.0164     
  1006.41        500.000                 NaN   5.73077                 NaN            NaN   1.60052                 NaN   6.77892        43.4872       0.382675        42.0199     
  1005.34        500.000                 NaN   5.72123                 NaN            NaN   1.60634                 NaN   6.77822        43.4880       0.382924        42.0232     
  1004.27        500.000                 NaN   5.71104                 NaN            NaN   1.61241                 NaN   6.77696        43.4896       0.383368        42.0266     
  1003.21        500.000                 NaN   5.70019                 NaN            NaN   1.61881                 NaN   6.77613        43.4908       0.383769        42.0303     
  1002.14        500.000                 NaN   5.69187                 NaN            NaN   1.62400                 NaN   6.77532        43.4915       0.383996        42.0333     
  1001.07        500.000                 NaN   5.68081                 NaN            NaN   1.63039                 NaN   6.77439        43.4930       0.384458        42.0369     
