|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1498.75        500.000        99.0020                 NaN            NaN            NaN            NaN            NaN  0.998037                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0080                 NaN            NaN            NaN            NaN            NaN  0.991954                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0120                 NaN            NaN            NaN            NaN            NaN  0.987986                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0213                 NaN            NaN            NaN            NaN  0.609135E-001  0.917790                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0212                 NaN            NaN            NaN            NaN            NaN  0.978755                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0193                 NaN            NaN            NaN            NaN            NaN  0.980740                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0198                 NaN            NaN            NaN            NaN            NaN  0.980241                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0192                 NaN            NaN            NaN            NaN            NaN  0.980827                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0153                 NaN            NaN            NaN            NaN            NaN  0.984697                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0115                 NaN            NaN            NaN            NaN            NaN  0.988537                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9992                 NaN            NaN            NaN            NaN            NaN   1.00078                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8240                 NaN            NaN            NaN            NaN            NaN  0.272577       0.903414                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.3796                 NaN            NaN            NaN            NaN            NaN  0.572705        1.04770                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4101                 NaN            NaN            NaN            NaN            NaN   1.02974       0.560117                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4398                 NaN            NaN            NaN            NaN            NaN   1.01237       0.547846                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4671                 NaN            NaN            NaN            NaN            NaN  0.536368       0.996553                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.4949                 NaN            NaN            NaN            NaN            NaN  0.524594       0.980481                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5225                 NaN            NaN            NaN            NaN            NaN  0.513967       0.963578                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5495                 NaN            NaN            NaN            NaN            NaN  0.503260       0.947229                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5730                 NaN            NaN            NaN            NaN            NaN  0.492891       0.934144                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.5983                 NaN            NaN            NaN            NaN            NaN  0.918936       0.482777                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6204                 NaN            NaN            NaN            NaN            NaN  0.906348       0.473249                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        96.8156                 NaN            NaN            NaN            NaN            NaN   1.20394        1.16524                 NaN  0.815171                 NaN            NaN            NaN
  1441.10        500.000        95.0541                 NaN            NaN            NaN            NaN            NaN   1.40014        1.91742                 NaN   1.62833                 NaN            NaN            NaN
  1438.60        500.000        95.2986                 NaN            NaN            NaN            NaN            NaN   1.33434        1.81634                 NaN   1.55076                 NaN            NaN            NaN
  1436.09        500.000        95.4997                 NaN            NaN            NaN            NaN            NaN   1.27846        1.73472                 NaN   1.48713                 NaN            NaN            NaN
  1433.58        500.000        95.6943                 NaN            NaN            NaN            NaN            NaN   1.22553        1.65486                 NaN   1.42527                 NaN            NaN            NaN
  1431.08        500.000        95.8770                 NaN            NaN            NaN            NaN            NaN   1.58061        1.17612                 NaN   1.36628                 NaN            NaN            NaN
  1428.57        500.000        96.0423                 NaN            NaN            NaN            NaN            NaN   1.13117        1.51306                 NaN   1.31344                 NaN            NaN            NaN
  1426.07        500.000        96.1981                 NaN            NaN            NaN            NaN            NaN   1.45075        1.08783                 NaN   1.26335                 NaN            NaN            NaN
  1423.56        500.000        96.3477                 NaN            NaN            NaN            NaN            NaN   1.04700        1.39040                 NaN   1.21490                 NaN            NaN            NaN
  1421.05        500.000        96.4817                 NaN            NaN            NaN            NaN            NaN   1.33700        1.00991                 NaN   1.17141                 NaN            NaN            NaN
  1418.55        500.000        96.6113                 NaN            NaN            NaN            NaN            NaN  0.973597        1.28553                 NaN   1.12958                 NaN            NaN            NaN
  1416.04        500.000        96.7321                 NaN            NaN            NaN            NaN            NaN  0.940376        1.23735                 NaN   1.09019                 NaN            NaN            NaN
  1413.53        500.000        96.8481                 NaN            NaN            NaN            NaN            NaN   1.19187       0.907382                 NaN   1.05267                 NaN            NaN            NaN
  1411.03        500.000        1.45651        85.4968       0.125175E-002            NaN            NaN            NaN   5.49119        3.12111       0.681819E-004   4.43305                 NaN            NaN            NaN
  1408.52        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        99.7077                 NaN            NaN            NaN            NaN            NaN  0.138962       0.100583                 NaN  0.527103E-001            NaN            NaN            NaN
  1401.00        500.000        97.3690                 NaN            NaN            NaN            NaN            NaN  0.755807       0.993646                 NaN  0.881506                 NaN            NaN            NaN
  1398.50        500.000        97.4499                 NaN            NaN            NaN            NaN            NaN  0.962816       0.732286                 NaN  0.854973                 NaN            NaN            NaN
  1395.99        500.000        97.5258                 NaN            NaN            NaN            NaN            NaN  0.933671       0.710623                 NaN  0.829859                 NaN            NaN            NaN
  1393.48        500.000        97.4608                 NaN  0.260766E-001            NaN            NaN            NaN  0.834070       0.802367                 NaN  0.876642                 NaN            NaN            NaN
  1390.98        500.000        97.4366                 NaN  0.470342E-001            NaN            NaN            NaN  0.868894       0.742275                 NaN  0.905182                 NaN            NaN            NaN
  1388.47        500.000        97.5396                 NaN  0.443363E-001            NaN            NaN            NaN  0.832713       0.714637                 NaN  0.868670                 NaN            NaN            NaN
  1385.96        500.000        97.6353                 NaN  0.418893E-001            NaN            NaN            NaN  0.800687       0.687414                 NaN  0.834674                 NaN            NaN            NaN
  1383.46        500.000        97.7230                 NaN  0.395449E-001            NaN            NaN            NaN  0.771017       0.663093                 NaN  0.803394                 NaN            NaN            NaN
  1380.95        500.000        97.8111                 NaN  0.373494E-001            NaN            NaN            NaN  0.639647       0.739896                 NaN  0.771987                 NaN            NaN            NaN
  1378.45        500.000        97.8894                 NaN  0.353629E-001            NaN            NaN            NaN  0.618686       0.712503                 NaN  0.744009                 NaN            NaN            NaN
  1375.94        500.000        97.9641                 NaN  0.333383E-001            NaN            NaN            NaN  0.686305       0.599126                 NaN  0.717176                 NaN            NaN            NaN
  1373.43        500.000        98.0345                 NaN  0.315112E-001            NaN            NaN            NaN  0.580209       0.661955                 NaN  0.691801                 NaN            NaN            NaN
  1370.93        500.000        98.1021                 NaN  0.297506E-001            NaN            NaN            NaN  0.637676       0.562994                 NaN  0.667521                 NaN            NaN            NaN
  1368.42        500.000        98.1651                 NaN  0.280630E-001            NaN            NaN            NaN  0.615197       0.546852                 NaN  0.644740                 NaN            NaN            NaN
  1365.91        500.000        98.2252                 NaN  0.265129E-001            NaN            NaN            NaN  0.531450       0.593711                 NaN  0.623101                 NaN            NaN            NaN
  1363.41        500.000        98.2778                 NaN  0.249822E-001            NaN            NaN            NaN  0.516981       0.576444                 NaN  0.603837                 NaN            NaN            NaN
  1360.90        500.000        98.3392                 NaN  0.233664E-001            NaN            NaN            NaN  0.552351       0.503628                 NaN  0.581435                 NaN            NaN            NaN
  1358.40        500.000        98.3870                 NaN  0.219460E-001            NaN            NaN            NaN  0.534919       0.492160                 NaN  0.563994                 NaN            NaN            NaN
  1355.89        500.000        98.4355                 NaN  0.206025E-001            NaN            NaN            NaN  0.516745       0.480882                 NaN  0.546269                 NaN            NaN            NaN
  1353.38        500.000        98.4823                 NaN  0.192312E-001            NaN            NaN            NaN  0.469981       0.499401                 NaN  0.529048                 NaN            NaN            NaN
  1350.88        500.000        98.5262                 NaN  0.179756E-001            NaN            NaN            NaN  0.459948       0.482863                 NaN  0.513010                 NaN            NaN            NaN
  1348.37        500.000        98.5687                 NaN  0.166575E-001            NaN            NaN            NaN  0.450743       0.466754                 NaN  0.497167                 NaN            NaN            NaN
  1345.86        500.000        98.6086                 NaN  0.154780E-001            NaN            NaN            NaN  0.443031       0.450419                 NaN  0.482511                 NaN            NaN            NaN
  1343.36        500.000        98.6475                 NaN  0.142738E-001            NaN            NaN            NaN  0.433936       0.436332                 NaN  0.467986                 NaN            NaN            NaN
  1340.85        500.000        98.6835                 NaN  0.131164E-001            NaN            NaN            NaN  0.421855       0.426915                 NaN  0.454569                 NaN            NaN            NaN
  1338.35        500.000        98.7188                 NaN  0.119526E-001            NaN            NaN            NaN  0.407755       0.420153                 NaN  0.441302                 NaN            NaN            NaN
  1335.84        500.000        98.7524                 NaN  0.108945E-001            NaN            NaN            NaN  0.394331       0.413523                 NaN  0.428808                 NaN            NaN            NaN
  1333.33        500.000        98.7846                 NaN  0.986339E-002            NaN            NaN            NaN  0.407824       0.380908                 NaN  0.416768                 NaN            NaN            NaN
  1330.83        500.000        98.8150                 NaN  0.875018E-002            NaN            NaN            NaN  0.367942       0.403061                 NaN  0.405256                 NaN            NaN            NaN
  1328.32        500.000        98.8442                 NaN  0.772668E-002            NaN            NaN            NaN  0.398482       0.355432                 NaN  0.394173                 NaN            NaN            NaN
  1325.81        500.000        98.8725                 NaN  0.668301E-002            NaN            NaN            NaN  0.393882       0.343489                 NaN  0.383414                 NaN            NaN            NaN
  1323.31        500.000        98.8994                 NaN  0.571730E-002            NaN            NaN            NaN  0.331809       0.389807                 NaN  0.373262                 NaN            NaN            NaN
  1320.80        500.000        98.9249                 NaN  0.471490E-002            NaN            NaN            NaN  0.386751       0.320177                 NaN  0.363478                 NaN            NaN            NaN
  1318.30        500.000        98.8937                 NaN            NaN            NaN            NaN            NaN  0.518990       0.164612                 NaN  0.422734                 NaN            NaN            NaN
  1315.79        500.000        99.0352                 NaN  0.736166E-002            NaN            NaN            NaN  0.599822       0.828409E-001            NaN  0.274825                 NaN            NaN            NaN
  1313.28        500.000        98.9949                 NaN  0.189913E-002            NaN            NaN            NaN  0.286719       0.379707                 NaN  0.336790                 NaN            NaN            NaN
  1310.78        500.000        99.0182                 NaN  0.830445E-003            NaN            NaN            NaN  0.378289       0.275317                 NaN  0.327352                 NaN            NaN            NaN
  1308.27        500.000        99.0418                 NaN  0.133240E-002            NaN            NaN            NaN  0.379252       0.253418                 NaN  0.324160                 NaN            NaN            NaN
  1305.76        500.000        99.0521                 NaN  0.343207E-001            NaN            NaN            NaN  0.538318                 NaN            NaN  0.375216                 NaN            NaN            NaN
  1303.26        500.000        99.0842                 NaN            NaN            NaN            NaN            NaN  0.840370E-001  0.562231                 NaN  0.269568                 NaN            NaN            NaN
  1300.75        500.000        99.0997                 NaN            NaN            NaN            NaN            NaN  0.356860       0.244911                 NaN  0.298578                 NaN            NaN            NaN
  1298.25        500.000        99.1168                 NaN            NaN            NaN            NaN            NaN  0.351680       0.238914                 NaN  0.292649                 NaN            NaN            NaN
  1295.74        500.000        99.1341                 NaN            NaN            NaN            NaN            NaN  0.346678       0.232580                 NaN  0.286680                 NaN            NaN            NaN
  1293.23        500.000        99.1507                 NaN            NaN            NaN            NaN            NaN  0.341372       0.227218                 NaN  0.280754                 NaN            NaN            NaN
  1290.73        500.000        99.1666                 NaN            NaN            NaN            NaN            NaN  0.220301       0.337769                 NaN  0.275312                 NaN            NaN            NaN
  1288.22        500.000        99.1826                 NaN            NaN            NaN            NaN            NaN  0.214762       0.332897                 NaN  0.269713                 NaN            NaN            NaN
  1285.71        500.000        99.1979                 NaN            NaN            NaN            NaN            NaN  0.208765       0.328912                 NaN  0.264433                 NaN            NaN            NaN
  1283.21        500.000        99.2130                 NaN            NaN            NaN            NaN            NaN  0.203321       0.324600                 NaN  0.259104                 NaN            NaN            NaN
  1280.70        500.000        99.2245                 NaN            NaN            NaN            NaN            NaN  0.195383       0.323360                 NaN  0.256712                 NaN            NaN            NaN
  1278.20        500.000        97.2809                 NaN            NaN            NaN            NaN            NaN  0.348087       0.562465                 NaN  0.452062        1.35644                 NaN            NaN
  1275.69        500.000        92.0217                 NaN            NaN            NaN            NaN            NaN  0.759703        1.19803                 NaN  0.992415        5.02816                 NaN            NaN
  1273.18        500.000        92.7992                 NaN            NaN            NaN            NaN            NaN   1.07993       0.690766                 NaN  0.900662        4.52947                 NaN            NaN
  1270.68        500.000        93.4565                 NaN            NaN            NaN            NaN            NaN  0.629900       0.980656                 NaN  0.822071        4.11086                 NaN            NaN
  1268.17        500.000        94.0058                 NaN            NaN            NaN            NaN            NaN  0.907634       0.569601                 NaN  0.756181        3.76075                 NaN            NaN
  1265.66        500.000        94.4800                 NaN            NaN            NaN            NaN            NaN  0.443117       0.918134                 NaN  0.699075        3.45972                 NaN            NaN
  1263.16        500.000        94.8728                 NaN            NaN            NaN            NaN            NaN   1.26783                 NaN            NaN  0.651093        3.20832                 NaN            NaN
  1260.65        500.000        95.2404                 NaN            NaN            NaN            NaN            NaN   1.17635                 NaN            NaN  0.605362        2.97787                 NaN            NaN
  1258.15        500.000        95.5579                 NaN            NaN            NaN            NaN            NaN   1.09860                 NaN            NaN  0.564864        2.77861                 NaN            NaN
  1255.64        500.000        95.8376                 NaN            NaN            NaN            NaN            NaN   1.02935                 NaN            NaN  0.530294        2.60276                 NaN            NaN
  1253.13        500.000        96.0857                 NaN            NaN            NaN            NaN            NaN  0.969588                 NaN            NaN  0.497642        2.44711                 NaN            NaN
  1250.63        500.000        96.3120                 NaN            NaN            NaN            NaN            NaN  0.913220                 NaN            NaN  0.469002        2.30575                 NaN            NaN
  1248.12        500.000        96.5138                 NaN            NaN            NaN            NaN            NaN  0.863510                 NaN            NaN  0.442638        2.18003                 NaN            NaN
  1245.61        500.000        96.6969                 NaN            NaN            NaN            NaN            NaN  0.819270                 NaN            NaN  0.419215        2.06461                 NaN            NaN
  1243.11        500.000        96.8640                 NaN            NaN            NaN            NaN            NaN  0.778192                 NaN            NaN  0.397478        1.96034                 NaN            NaN
  1240.60        500.000        97.0165                 NaN            NaN            NaN            NaN            NaN  0.740263                 NaN            NaN  0.378362        1.86485                 NaN            NaN
  1238.10        500.000        97.1560                 NaN            NaN            NaN            NaN            NaN  0.707568                 NaN            NaN  0.358186        1.77825                 NaN            NaN
  1235.59        500.000        97.2874                 NaN            NaN            NaN            NaN            NaN  0.675087                 NaN            NaN  0.341180        1.69636                 NaN            NaN
  1233.08        500.000        97.4044                 NaN            NaN            NaN            NaN            NaN  0.647028                 NaN            NaN  0.325310        1.62323                 NaN            NaN
  1230.58        500.000        97.5169                 NaN            NaN            NaN            NaN            NaN  0.618992                 NaN            NaN  0.310871        1.55323                 NaN            NaN
  1228.07        500.000        97.4370                 NaN            NaN            NaN            NaN            NaN  0.598754                 NaN            NaN  0.320430        1.61570       0.281254E-001            NaN
  1225.56        500.000        97.4600                 NaN            NaN            NaN            NaN            NaN  0.574570                 NaN            NaN  0.313678        1.61081       0.409665E-001            NaN
  1223.06        500.000        97.5802                 NaN            NaN            NaN            NaN            NaN  0.546956                 NaN            NaN  0.294014        1.54009       0.387011E-001            NaN
  1220.55        500.000        97.6904                 NaN            NaN            NaN            NaN            NaN  0.523902                 NaN            NaN  0.280374        1.46998       0.353917E-001            NaN
  1218.05        500.000        97.7991                 NaN            NaN            NaN            NaN            NaN  0.497559                 NaN            NaN  0.262667        1.40715       0.334858E-001            NaN
  1215.54        500.000        97.8953                 NaN            NaN            NaN            NaN            NaN  0.476424                 NaN            NaN  0.249609        1.34763       0.310003E-001            NaN
  1213.03        500.000        91.8975                 NaN            NaN            NaN            NaN            NaN  0.962462                 NaN            NaN  0.692022        3.60439       0.561746E-001   2.78741     
  1210.53        500.000        81.9658                 NaN            NaN            NaN            NaN            NaN   1.82839                 NaN            NaN   1.43008        7.29398       0.929337E-001   7.38884     
  1208.02        500.000        82.8140                 NaN            NaN            NaN            NaN            NaN   1.80004                 NaN            NaN   1.36946        6.90518       0.811596E-001   7.03016     
  1205.51        500.000        75.4557                 NaN            NaN            NaN            NaN            NaN   2.42051                 NaN            NaN   1.95958        9.77643       0.114109        10.2736     
  1203.01        500.000        86.8853                 NaN            NaN            NaN            NaN            NaN   1.54659                 NaN            NaN   1.04798        5.37327       0.501139E-001   5.09673     
  1200.50        500.000        85.9926                 NaN            NaN            NaN            NaN            NaN   1.65236                 NaN            NaN   1.16986        5.51389       0.299866E-001   5.64132     
  1197.99        500.000        90.7737                 NaN            NaN            NaN            NaN            NaN  0.885020                 NaN            NaN  0.682992        3.69964       0.412821E-001   3.91735     
  1195.49        500.000        81.5157                 NaN            NaN            NaN            NaN            NaN   1.43868       0.752888                 NaN   1.43724        7.39781       0.584860E-001   7.39915     
  1192.98        500.000        78.0701                 NaN            NaN            NaN            NaN            NaN   1.57639       0.567949                 NaN   1.64318        9.09774       0.754061E-001   8.96924     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.53813                 NaN            NaN   7.09488        42.8758       0.323598        41.1675     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.08537       0.443407                 NaN   7.08847        42.8889       0.327308        41.1665     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.98483       0.548483       0.111850E-005   7.09575        42.8753       0.325933        41.1697     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.67962       0.843336                 NaN   7.07983        42.8995       0.328865        41.1689     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.53073       0.994762                 NaN   7.08219        42.8929       0.328195        41.1712     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.37929        1.14882                 NaN   7.08466        42.8862       0.327503        41.1735     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21532        1.31552                 NaN   7.08717        42.8794       0.326798        41.1758     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.92792        1.61693                 NaN   7.09579        42.8557       0.323294        41.1804     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.90174        1.63462                 NaN   7.09259        42.8652       0.325318        41.1806     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.74437        1.79490                 NaN   7.09546        42.8578       0.324544        41.1829     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.58690        1.95535                 NaN   7.09842        42.8503       0.323752        41.1853     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42962        2.11567                 NaN   7.10148        42.8426       0.322940        41.1877     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.28526        2.26293                 NaN   7.10439        42.8352       0.322160        41.1901     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.12886        2.42250                 NaN   7.10763        42.8272       0.321311        41.1925     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.97359        2.58102                 NaN   7.11095        42.8191       0.320442        41.1949     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.82033        2.73760                 NaN   7.11437        42.8108       0.319551        41.1974     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.66680        2.89451                 NaN   7.11788        42.8024       0.318645        41.1998     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.51667        3.04814                 NaN   7.12147        42.7937       0.317706        41.2023     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.35132        3.21728                 NaN   7.12538        42.7845       0.316697        41.2048     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.20227        3.36998                 NaN   7.12915        42.7756       0.315718        41.2073     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.05462        3.52138                 NaN   7.13301        42.7665       0.314714        41.2098     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.90852        3.67134                 NaN   7.13697        42.7572       0.313684        41.2123     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.76514        3.81875                 NaN   7.14104        42.7476       0.312619        41.2148     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.61924        3.96867                 NaN   7.14517        42.7380       0.311540        41.2174     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.47573        4.11638                 NaN   7.14943        42.7281       0.310423        41.2200     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.38305        4.20958                 NaN   7.15126        42.7242       0.310205        41.2217     
  1125.31        500.000                 NaN            NaN            NaN  0.948509E-002            NaN            NaN   4.33366        4.24250                 NaN   7.15085        42.7255       0.310784        41.2272     
  1122.81        500.000                 NaN            NaN            NaN  0.361153E-001            NaN            NaN   4.29333        4.24105                 NaN   7.14994        42.7274       0.311497        41.2407     
  1120.30        500.000                 NaN            NaN            NaN  0.646174E-001            NaN            NaN   4.26099        4.22838                 NaN   7.14861        42.7301       0.312344        41.2550     
  1117.79        500.000                 NaN            NaN            NaN  0.949497E-001            NaN            NaN   4.23633        4.20486                 NaN   7.14685        42.7336       0.313326        41.2700     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.71678        4.90095       0.124670E-003   7.17561        42.6675       0.303460        41.2356     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.61920        5.00283       0.787591E-004   7.17989        42.6575       0.302305        41.2381     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.50388        5.12281       0.685685E-004   7.18451        42.6469       0.301049        41.2408     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.39028        5.24117       0.593983E-004   7.18919        42.6360       0.299771        41.2435     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.27831        5.35799       0.511969E-004   7.19393        42.6251       0.298470        41.2462     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.16347        5.47771       0.423528E-004   7.19873        42.6140       0.297147        41.2489     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.12923        5.51799       0.441516E-004   7.20438        42.6010       0.295556        41.2518     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.92081        5.73104       0.402161E-004   7.20892        42.5904       0.294303        41.2544     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.81135        5.84578       0.333795E-004   7.21393        42.5788       0.292894        41.2572     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.70330        5.95924                 NaN   7.21900        42.5670       0.291461        41.2600     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.41705        6.25402       0.121877E-005   7.22663        42.5496       0.289246        41.2634     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.79742        5.86813                 NaN   7.21731        42.5624       0.293741        41.2610     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.38159        6.29778       0.151000E-004   7.23464        42.5305       0.286993        41.2685     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.27569        6.40954       0.718264E-005   7.23998        42.5180       0.285448        41.2714     
  1080.20        500.000                 NaN            NaN            NaN  0.438855                 NaN            NaN   3.76977        4.13281                 NaN   7.13196        42.7555       0.322355        41.4487     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72910                 NaN            NaN   7.27367        42.4384       0.274939        41.2839     
  1075.19        500.000                 NaN            NaN            NaN  0.494995                 NaN            NaN   3.86985        3.94392                 NaN   7.12689        42.7618       0.324348        41.4782     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.97808        2.74808                 NaN   7.27230        42.4392       0.275533        41.2868     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.18300        2.54845                 NaN   7.27716        42.4277       0.274110        41.2895     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73755                 NaN            NaN   7.28284        42.4148       0.272526        41.2923     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.58626        2.15595                 NaN   7.28699        42.4046       0.271220        41.2950     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.40569        7.33069                 NaN   7.28521        42.4112       0.272062        41.2951     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.16977        2.58645                 NaN   7.29911        42.3761       0.267565        41.3011     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.26109        7.49071                 NaN   7.29798        42.3805       0.268164        41.3016     
  1055.14        500.000                 NaN            NaN            NaN  0.142305                 NaN            NaN   1.59584        6.90709                 NaN   7.26586        42.4483       0.279054        41.3615     
  1052.63        500.000                 NaN            NaN            NaN   1.43503                 NaN            NaN   6.19356       0.398309E-004            NaN   6.92895        43.1673       0.391431        41.8837     
  1050.13        500.000                 NaN            NaN            NaN   1.44840                 NaN            NaN   6.17275       0.296706E-004            NaN   6.92775        43.1676       0.391879        41.8916     
  1047.62        500.000                 NaN            NaN            NaN   1.46149                 NaN            NaN   6.15244       0.213107E-004            NaN   6.92661        43.1678       0.392309        41.8994     
  1045.11        500.000                 NaN            NaN            NaN   1.47423                 NaN            NaN   6.13277       0.531612E-005            NaN   6.92555        43.1677       0.392711        41.9070     
  1042.61        500.000                 NaN            NaN            NaN   1.48677                 NaN            NaN   6.11342       0.359353E-005            NaN   6.92452        43.1676       0.393102        41.9146     
  1040.10        500.000                 NaN            NaN            NaN   1.49624                 NaN            NaN   6.10108       0.263427E-005            NaN   6.92600        43.1630       0.392655        41.9211     
  1037.59        500.000                 NaN            NaN            NaN   1.51109                 NaN            NaN   6.07607       0.216916E-005            NaN   6.92262        43.1670       0.393830        41.9294     
  1035.09        500.000                 NaN            NaN            NaN   1.52288                 NaN            NaN   6.05805       0.179559E-005            NaN   6.92174        43.1665       0.394169        41.9366     
  1032.58        500.000                 NaN            NaN            NaN   1.53414                 NaN            NaN   6.04102       0.151704E-005            NaN   6.92102        43.1657       0.394457        41.9437     
  1030.08        500.000                 NaN            NaN            NaN   1.54578                 NaN            NaN   6.02324       0.131378E-005            NaN   6.92014        43.1652       0.394795        41.9509     
  1027.57        500.000                 NaN            NaN            NaN   1.55689                 NaN            NaN   6.00644       0.114985E-005            NaN   6.91941        43.1643       0.395084        41.9579     
  1025.06        500.000                 NaN            NaN            NaN   1.56776                 NaN            NaN   5.99006       0.101087E-005            NaN   6.91875        43.1633       0.395353        41.9648     
  1022.56        500.000                 NaN            NaN            NaN   1.57843                 NaN            NaN   5.97406       0.897124E-006            NaN   6.91812        43.1622       0.395608        41.9716     
  1020.05        500.000                 NaN            NaN            NaN   1.58890                 NaN            NaN   5.95842                 NaN            NaN   6.91755        43.1610       0.395847        41.9783     
  1017.54        500.000                 NaN            NaN            NaN   1.59917                 NaN            NaN   5.94315                 NaN            NaN   6.91702        43.1596       0.396070        41.9850     
  1015.04        500.000                 NaN            NaN            NaN   1.60923                 NaN            NaN   5.92825                 NaN            NaN   6.91653        43.1582       0.396278        41.9916     
