|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1265.28        500.000       0.766915E-001            NaN            NaN   99.4103                 NaN            NaN  0.226083       0.103886       0.183066                 NaN            NaN            NaN
  1263.90        500.000       0.117797                 NaN            NaN   98.1281                 NaN            NaN  0.251318       0.340531       0.327648       0.834636                 NaN            NaN
  1262.51        500.000       0.248543                 NaN            NaN   94.0073                 NaN            NaN  0.725419       0.705378       0.792451        3.52091                 NaN            NaN
  1261.13        500.000       0.232453                 NaN            NaN   94.4611                 NaN            NaN  0.657931       0.661188       0.735350        3.25196                 NaN            NaN
  1259.75        500.000       0.218985                 NaN            NaN   94.8527                 NaN            NaN  0.617340       0.604512       0.685924        3.02057                 NaN            NaN
  1258.37        500.000       0.207324                 NaN            NaN   95.1928                 NaN            NaN  0.554554       0.582190       0.642625        2.82055                 NaN            NaN
  1256.99        500.000       0.197200                 NaN            NaN   95.4922                 NaN            NaN  0.551415       0.509982       0.604210        2.64498                 NaN            NaN
  1255.61        500.000       0.188217                 NaN            NaN   95.7571                 NaN            NaN  0.470334       0.524293       0.570112        2.48990                 NaN            NaN
  1254.22        500.000       0.179980                 NaN            NaN   95.9916                 NaN            NaN  0.500039       0.435679       0.539698        2.35304                 NaN            NaN
  1252.84        500.000       0.172769                 NaN            NaN   96.2052                 NaN            NaN  0.477859       0.403299       0.511778        2.22913                 NaN            NaN
  1251.46        500.000       0.166144                 NaN            NaN   96.3961                 NaN            NaN  0.373949       0.458480       0.486621        2.11869                 NaN            NaN
  1250.08        500.000       0.159991                 NaN            NaN   96.5721                 NaN            NaN  0.439995       0.347607       0.463213        2.01704                 NaN            NaN
  1248.70        500.000       0.154847                 NaN            NaN   96.7275                 NaN            NaN  0.423895       0.323095       0.442475        1.92819                 NaN            NaN
  1247.32        500.000       0.148563                 NaN            NaN   96.8825                 NaN            NaN  0.302150       0.407097       0.421579        1.83809                 NaN            NaN
  1245.93        500.000       0.143960                 NaN            NaN   97.0133                 NaN            NaN  0.281402       0.393217       0.403892        1.76427                 NaN            NaN
  1244.55        500.000       0.139157                 NaN            NaN   97.1405                 NaN            NaN  0.379117       0.263134       0.386522        1.69152                 NaN            NaN
  1243.17        500.000       0.240333E-001  0.145029                 NaN   95.6964                 NaN            NaN  0.504778       0.513368       0.601250        2.51519                 NaN            NaN
  1241.79        500.000       0.202592                 NaN            NaN   96.0180                 NaN            NaN  0.359257       0.532246       0.556398        2.33151                 NaN            NaN
  1240.41        500.000       0.207536                 NaN            NaN   98.1444                 NaN            NaN  0.230838                 NaN  0.244187        1.17301                 NaN            NaN
  1239.03        500.000                 NaN            NaN            NaN   99.3113                 NaN            NaN  0.237287                 NaN  0.703967E-001  0.381031                 NaN            NaN
  1237.64        500.000       0.404764E-001            NaN            NaN   97.6832                 NaN            NaN  0.361312       0.226607       0.307400        1.38096                 NaN            NaN
  1236.26        500.000       0.121809                 NaN            NaN   97.7949                 NaN            NaN  0.144827       0.321957       0.293996        1.32251                 NaN            NaN
  1234.88        500.000       0.926723E-001            NaN            NaN   97.9467                 NaN            NaN  0.266840       0.194087       0.274552        1.22517                 NaN            NaN
  1233.50        500.000       0.118557                 NaN            NaN   98.0566                 NaN            NaN  0.291116       0.107345       0.257435        1.16896                 NaN            NaN
  1232.12        500.000       0.503370E-001            NaN            NaN   98.0983                 NaN            NaN  0.239584       0.214024       0.250673        1.14709                 NaN            NaN
  1230.74        500.000       0.282512                 NaN            NaN   95.2636                 NaN            NaN  0.459257       0.346357       0.654540        2.99374                 NaN            NaN
  1229.35        500.000                 NaN            NaN            NaN   99.6923                 NaN            NaN  0.255839                 NaN  0.256053E-001  0.262340E-001            NaN            NaN
  1227.97        500.000       0.927757E-002            NaN            NaN   99.3311                 NaN            NaN  0.156589       0.239174E-001  0.911865E-001  0.387929                 NaN            NaN
  1226.59        500.000       0.123141                 NaN            NaN   98.0698                 NaN            NaN  0.368047                 NaN  0.244023        1.19496                 NaN            NaN
  1225.21        500.000       0.162773                 NaN            NaN   97.2620                 NaN            NaN  0.144755       0.378008       0.370255        1.68220                 NaN            NaN
  1223.83        500.000       0.276500E-001            NaN            NaN   99.4200                 NaN            NaN  0.141449       0.147208E-001  0.660515E-001  0.330178                 NaN            NaN
  1222.45        500.000       0.809917E-001            NaN            NaN   98.6477                 NaN            NaN  0.224952       0.310173E-001  0.172000       0.843379                 NaN            NaN
  1221.06        500.000       0.726377E-002            NaN            NaN   99.8577                 NaN            NaN  0.115626E-001  0.149394E-001  0.194399E-001  0.890847E-001            NaN            NaN
  1219.68        500.000       0.155593                 NaN            NaN   96.8458                 NaN            NaN  0.213138       0.432926       0.404154        1.94834                 NaN            NaN
  1218.30        500.000       0.118620                 NaN            NaN   97.6681                 NaN            NaN  0.326323       0.141759       0.295990        1.44918                 NaN            NaN
  1216.92        500.000       0.241372E-001            NaN            NaN   99.6275                 NaN            NaN  0.179301E-001  0.435643E-001  0.485705E-001  0.238295                 NaN            NaN
  1215.54        500.000       0.337900E-002            NaN            NaN   98.9908                 NaN            NaN  0.148744                 NaN  0.982053E-001  0.443412       0.315428                 NaN
  1214.16        500.000       0.156782       0.365738E-001            NaN   93.8458                 NaN            NaN  0.451400                 NaN  0.513870        2.52667        2.46893                 NaN
  1212.77        500.000       0.484388       0.856522                 NaN   55.9832                 NaN            NaN   3.42105                 NaN   3.71021        18.3506        17.1940                 NaN
  1211.39        500.000       0.172538E-004            NaN            NaN   99.9994                 NaN  0.756675E-005  0.379180E-004            NaN  0.511021E-004  0.238872E-003  0.243880E-003            NaN
  1210.01        500.000       0.683262                 NaN            NaN   76.8521                 NaN            NaN   1.63485                 NaN   1.89804        9.32950        9.60229                 NaN
  1208.63        500.000       0.519259                 NaN            NaN   82.6516                 NaN            NaN   1.21532                 NaN   1.42432        6.97729        7.21223                 NaN
  1207.25        500.000       0.789339                 NaN            NaN   74.1357                 NaN            NaN   1.79320                 NaN   2.12775        10.3633        10.7907                 NaN
  1205.87        500.000                 NaN            NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN  0.298765E-005  0.329790E-005            NaN
  1204.48        500.000       0.319940E-004            NaN            NaN   99.9989                 NaN  0.433034E-005  0.709023E-004            NaN  0.877067E-004  0.420652E-003  0.435822E-003            NaN
  1203.10        500.000        1.18343                 NaN            NaN   60.8492                 NaN            NaN   2.67004                 NaN   3.19144        15.7394        16.3664                 NaN
  1201.72        500.000                 NaN            NaN            NaN  100.0000                 NaN            NaN  0.821380E-006            NaN            NaN  0.503679E-005  0.528180E-005            NaN
  1200.34        500.000       0.516918E-005            NaN            NaN   99.9999                 NaN            NaN  0.694180E-005            NaN  0.942279E-005  0.380529E-004  0.420125E-004            NaN
  1198.96        500.000       0.135912E-004            NaN            NaN   99.9996                 NaN            NaN  0.310556E-004            NaN  0.365684E-004  0.180797E-003  0.185958E-003            NaN
  1197.58        500.000       0.569399                 NaN            NaN   80.5690                 NaN            NaN   1.28567                 NaN   1.56514        7.86373        8.14704                 NaN
  1196.19        500.000       0.351859                 NaN            NaN   88.1431                 NaN            NaN  0.771087                 NaN  0.948503        4.82089        4.96455                 NaN
  1194.81        500.000       0.575543E-001  0.628087E-001            NaN   95.9230                 NaN            NaN  0.270036                 NaN  0.327000        1.63578        1.72379                 NaN
  1193.43        500.000       0.212212E-001            NaN            NaN   99.3210                 NaN            NaN  0.367988E-001            NaN  0.538946E-001  0.273367       0.293755                 NaN
  1192.05        500.000       0.503407                 NaN            NaN   82.3415                 NaN            NaN   1.09915                 NaN   1.38858        7.22706        7.44027                 NaN
  1190.67        500.000       0.461489                 NaN            NaN   83.0305                 NaN            NaN   1.06591                 NaN   1.30989        6.93168        7.20053                 NaN
  1189.29        500.000       0.217762E-002            NaN            NaN   99.9397                 NaN            NaN  0.293289E-002            NaN  0.480379E-002  0.232402E-001  0.266290E-001  0.514691E-003
  1187.90        500.000       0.496488E-004            NaN            NaN   99.9989                 NaN            NaN  0.904956E-004            NaN  0.423374E-004  0.884273E-003            NaN            NaN
  1186.52        500.000       0.685078                 NaN            NaN   73.9917                 NaN            NaN   1.46786                 NaN   1.91441        11.0864        10.8546                 NaN
  1185.14        500.000        1.84173                 NaN            NaN   21.9749                 NaN            NaN   3.76859                 NaN   5.43933        34.0186        32.9568                 NaN
  1183.76        500.000        2.29624                 NaN            NaN            NaN            NaN            NaN   4.72195                 NaN   6.88935        43.7380        42.3544                 NaN
  1182.38        500.000        2.30795                 NaN            NaN            NaN            NaN            NaN   4.70131                 NaN   6.88375        43.7353        42.3717                 NaN
  1181.00        500.000        2.30777                 NaN            NaN            NaN            NaN            NaN   4.69999                 NaN   6.88589        43.7336        42.3728                 NaN
  1179.62        500.000        2.30819                 NaN            NaN            NaN            NaN            NaN   4.69857                 NaN   6.88701        43.7316        42.3747                 NaN
  1178.23        500.000        2.30858                 NaN            NaN            NaN            NaN            NaN   4.69708                 NaN   6.88821        43.7296        42.3766                 NaN
  1176.85        500.000        2.30891                 NaN            NaN            NaN            NaN            NaN   4.69554                 NaN   6.88950        43.7278        42.3783                 NaN
  1175.47        500.000        2.30943                 NaN            NaN            NaN            NaN            NaN   4.69504                 NaN   6.89000        43.7250        42.3806                 NaN
  1174.09        500.000        2.31193                 NaN            NaN            NaN            NaN            NaN   4.68971                 NaN   6.89169        43.7205        42.3862                 NaN
  1172.71        500.000        2.31687                 NaN            NaN            NaN            NaN            NaN   4.67612                 NaN   6.89733        43.7135        42.3962                 NaN
  1171.33        500.000        2.31940       0.163970E-002  0.155581E-004            NaN            NaN            NaN   4.66262                 NaN   6.90456        43.7036        42.4081                 NaN
  1169.94        500.000        2.30789                 NaN            NaN            NaN            NaN            NaN   4.69571                 NaN   6.90381        43.7040        42.3886                 NaN
  1168.56        500.000        2.31446                 NaN            NaN            NaN            NaN            NaN   4.67919                 NaN   6.89922        43.7117        42.3954                 NaN
  1167.18        500.000        2.31496                 NaN            NaN            NaN            NaN            NaN   4.68054                 NaN   6.89811        43.7087        42.3977                 NaN
  1165.80        500.000        2.32427                 NaN            NaN            NaN            NaN            NaN   4.65681                 NaN   6.90947        43.6926        42.4169                 NaN
  1164.42        500.000        2.31762                 NaN            NaN            NaN            NaN            NaN   4.67417                 NaN   6.90110        43.7022        42.4049                 NaN
  1163.04        500.000        2.33094       0.670845E-002            NaN            NaN            NaN            NaN   4.60701                 NaN   6.97547        43.6224        42.4575                 NaN
  1161.65        500.000        2.32002                 NaN            NaN            NaN            NaN            NaN   4.66617                 NaN   6.90594        43.6962        42.4116                 NaN
  1160.27        500.000        2.33390       0.351517E-002            NaN            NaN            NaN            NaN   4.60643                 NaN   6.97578        43.6210        42.4594                 NaN
  1158.89        500.000        2.32027                 NaN            NaN            NaN            NaN            NaN   4.66663                 NaN   6.90636        43.6921        42.4146                 NaN
  1157.51        500.000        2.32157                 NaN            NaN            NaN            NaN            NaN   4.66352                 NaN   6.90810        43.6885        42.4183                 NaN
  1156.13        500.000        2.32438                 NaN            NaN            NaN            NaN            NaN   4.65712                 NaN   6.91052        43.6833        42.4246                 NaN
  1154.75        500.000        2.32459                 NaN            NaN            NaN            NaN            NaN   4.65431                 NaN   6.91326        43.6816        42.4263                 NaN
  1153.36        500.000        2.32595                 NaN            NaN            NaN            NaN            NaN   4.65105                 NaN   6.91503        43.6779        42.4301                 NaN
  1151.98        500.000        2.32739                 NaN            NaN            NaN            NaN            NaN   4.64974                 NaN   6.91498        43.6739        42.4340                 NaN
  1150.60        500.000        2.32850                 NaN            NaN            NaN            NaN            NaN   4.64490                 NaN   6.91853        43.6706        42.4374                 NaN
  1149.22        500.000        2.32957                 NaN            NaN            NaN            NaN            NaN   4.64224                 NaN   6.92023        43.6672        42.4408                 NaN
  1147.84        500.000        2.32961                 NaN            NaN            NaN            NaN            NaN   4.64379                 NaN   6.91929        43.6653        42.4420                 NaN
  1146.46        500.000        2.33085                 NaN            NaN            NaN            NaN            NaN   4.64092                 NaN   6.92101        43.6615        42.4457                 NaN
  1145.07        500.000        2.33129                 NaN            NaN            NaN            NaN            NaN   4.63940                 NaN   6.92229        43.6592        42.4478                 NaN
  1143.69        500.000        2.33273                 NaN            NaN            NaN            NaN            NaN   4.63375                 NaN   6.92655        43.6550        42.4520                 NaN
  1142.31        500.000        2.33353                 NaN            NaN            NaN            NaN            NaN   4.63173                 NaN   6.92826        43.6515        42.4550                 NaN
  1140.93        500.000        2.33450                 NaN            NaN            NaN            NaN            NaN   4.63095                 NaN   6.92799        43.6487        42.4579                 NaN
  1139.55        500.000        2.33469                 NaN            NaN            NaN            NaN            NaN   4.63005                 NaN   6.93200        43.6414        42.4618                 NaN
  1138.17        500.000        2.33592                 NaN            NaN            NaN            NaN            NaN   4.62760                 NaN   6.93185        43.6409        42.4637                 NaN
  1136.78        500.000        2.33664                 NaN            NaN            NaN            NaN            NaN   4.62579                 NaN   6.93338        43.6376        42.4666                 NaN
  1135.40        500.000        2.33623                 NaN            NaN            NaN            NaN            NaN   4.62633                 NaN   6.93243        43.6387        42.4663                 NaN
  1134.02        500.000        2.33822                 NaN            NaN            NaN            NaN            NaN   4.62171                 NaN   6.93644        43.6313        42.4724                 NaN
  1132.64        500.000        2.33880                 NaN            NaN            NaN            NaN            NaN   4.61991                 NaN   6.93817        43.6282        42.4749                 NaN
  1131.26        500.000        2.33972                 NaN            NaN            NaN            NaN            NaN   4.61729                 NaN   6.94002        43.6251        42.4778                 NaN
  1129.88        500.000        2.34025                 NaN            NaN            NaN            NaN            NaN   4.61654                 NaN   6.94085        43.6220        42.4803                 NaN
  1128.49        500.000        2.34081                 NaN            NaN            NaN            NaN            NaN   4.61410                 NaN   6.94317        43.6191        42.4828                 NaN
  1127.11        500.000        2.34163                 NaN            NaN            NaN            NaN            NaN   4.61193                 NaN   6.94477        43.6159        42.4857                 NaN
  1125.73        500.000        2.34231                 NaN            NaN            NaN            NaN            NaN   4.61024                 NaN   6.94633        43.6128        42.4883                 NaN
  1124.35        500.000        2.34298                 NaN            NaN            NaN            NaN            NaN   4.60864                 NaN   6.94761        43.6097        42.4911                 NaN
  1122.97        500.000        2.34370                 NaN            NaN            NaN            NaN            NaN   4.60705                 NaN   6.94899        43.6065        42.4937                 NaN
  1121.59        500.000        2.34432                 NaN            NaN            NaN            NaN            NaN   4.60559                 NaN   6.95020        43.6035        42.4964                 NaN
  1120.20        500.000        2.34485                 NaN            NaN            NaN            NaN            NaN   4.60446                 NaN   6.95135        43.6005        42.4988                 NaN
  1118.82        500.000        2.34548                 NaN            NaN            NaN            NaN            NaN   4.60301                 NaN   6.95224        43.5981        42.5011                 NaN
  1117.44        500.000        2.34608                 NaN            NaN            NaN            NaN            NaN   4.60136                 NaN   6.95357        43.5954        42.5036                 NaN
  1116.06        500.000        2.34666                 NaN            NaN            NaN            NaN            NaN   4.59982                 NaN   6.95484        43.5927        42.5060                 NaN
  1114.68        500.000        2.34723                 NaN            NaN            NaN            NaN            NaN   4.59827                 NaN   6.95609        43.5900        42.5084                 NaN
  1113.30        500.000        2.34804                 NaN            NaN            NaN            NaN            NaN   4.59343                 NaN   6.96014        43.5871        42.5113                 NaN
  1111.91        500.000        2.34831                 NaN            NaN            NaN            NaN            NaN   4.59242                 NaN   6.96123        43.5850        42.5131                 NaN
  1110.53        500.000        2.34629                 NaN            NaN            NaN            NaN            NaN   4.59770                 NaN   6.95900        43.5865        42.5105                 NaN
  1109.15        500.000        2.34778                 NaN            NaN            NaN            NaN            NaN   4.59533                 NaN   6.95981        43.5828        42.5143                 NaN
  1107.77        500.000        2.34861                 NaN            NaN            NaN            NaN            NaN   4.59331                 NaN   6.96147        43.5793        42.5173                 NaN
  1106.39        500.000        2.35267                 NaN            NaN            NaN            NaN            NaN   4.58414                 NaN   6.97034        43.5638        42.5291                 NaN
  1105.01        500.000        2.35114                 NaN            NaN            NaN            NaN            NaN   4.58791                 NaN   6.96621        43.5691        42.5257                 NaN
  1103.62        500.000        2.35263                 NaN            NaN            NaN            NaN            NaN   4.58426                 NaN   6.97157        43.5599        42.5317                 NaN
  1102.24        500.000        2.34934                 NaN            NaN            NaN            NaN            NaN   4.58279                 NaN   6.97872        43.5596        42.5295                 NaN
  1100.86        500.000        2.35622                 NaN            NaN            NaN            NaN            NaN   4.57699                 NaN   6.97988        43.5431        42.5438                 NaN
  1099.48        500.000        2.35367                 NaN            NaN            NaN            NaN            NaN   4.58133                 NaN   6.97332        43.5549        42.5368                 NaN
  1098.10        500.000        2.35791                 NaN            NaN            NaN            NaN            NaN   4.56724                 NaN   6.98767        43.5382        42.5490                 NaN
  1096.72        500.000        2.35701                 NaN            NaN            NaN            NaN            NaN   4.57499                 NaN   6.98021        43.5398        42.5479                 NaN
  1095.33        500.000        2.35638                 NaN            NaN            NaN            NaN            NaN   4.57256                 NaN   6.98149        43.5427        42.5469                 NaN
  1093.95        500.000        2.35812                 NaN            NaN            NaN            NaN            NaN   4.57159                 NaN   6.98518        43.5311        42.5540                 NaN
  1092.57        500.000        2.36661                 NaN            NaN            NaN            NaN            NaN   4.55031                 NaN   6.98300        43.5365        42.5636                 NaN
  1091.19        500.000        2.36804                 NaN            NaN            NaN            NaN            NaN   4.54656                 NaN   6.98427        43.5342        42.5669                 NaN
  1089.81        500.000        2.35948                 NaN            NaN            NaN            NaN            NaN   4.56807                 NaN   6.98936        43.5221        42.5610                 NaN
  1088.43        500.000        2.36010                 NaN            NaN            NaN            NaN            NaN   4.56668                 NaN   6.99130        43.5181        42.5638                 NaN
  1087.04        500.000        2.36046                 NaN            NaN            NaN            NaN            NaN   4.56568                 NaN   6.99246        43.5155        42.5659                 NaN
  1085.66        500.000        2.36082                 NaN            NaN            NaN            NaN            NaN   4.56451                 NaN   6.99363        43.5132        42.5679                 NaN
  1084.28        500.000        2.36118                 NaN            NaN            NaN            NaN            NaN   4.56335                 NaN   6.99402        43.5120        42.5694                 NaN
  1082.90        500.000        2.36130                 NaN            NaN            NaN            NaN            NaN   4.56335                 NaN   6.99434        43.5102        42.5708                 NaN
  1081.52        500.000        2.36192                 NaN            NaN            NaN            NaN            NaN   4.56187                 NaN   6.99618        43.5064        42.5736                 NaN
  1080.14        500.000        2.36235                 NaN            NaN            NaN            NaN            NaN   4.56054                 NaN   6.99654        43.5053        42.5752                 NaN
  1078.75        500.000        2.36279                 NaN            NaN            NaN            NaN            NaN   4.55943                 NaN   6.99811        43.5020        42.5777                 NaN
  1077.37        500.000        2.36272                 NaN            NaN            NaN            NaN            NaN   4.55918                 NaN   6.99805        43.5018        42.5782                 NaN
  1075.99        500.000        2.36328                 NaN            NaN            NaN            NaN            NaN   4.55785                 NaN   6.99992        43.4979        42.5810                 NaN
  1074.61        500.000        2.36383                 NaN            NaN            NaN            NaN            NaN   4.55655                 NaN   7.00181        43.4940        42.5838                 NaN
  1073.23        500.000        2.36438                 NaN            NaN            NaN            NaN            NaN   4.55526                 NaN   7.00371        43.4900        42.5866                 NaN
  1071.85        500.000        2.36522                 NaN            NaN            NaN            NaN            NaN   4.55373                 NaN   7.00697        43.4833        42.5908                 NaN
  1070.46        500.000        2.36545                 NaN            NaN            NaN            NaN            NaN   4.55275                 NaN   7.00754        43.4821        42.5922                 NaN
  1069.08        500.000        2.36703                 NaN            NaN            NaN            NaN            NaN   4.55053                 NaN   7.01457        43.4678        42.6000                 NaN
  1067.70        500.000        2.36750                 NaN            NaN            NaN            NaN            NaN   4.54942                 NaN   7.01631        43.4641        42.6026                 NaN
  1066.32        500.000        2.36789                 NaN            NaN            NaN            NaN            NaN   4.54839                 NaN   7.01787        43.4609        42.6050                 NaN
  1064.94        500.000        2.37272                 NaN            NaN            NaN            NaN            NaN   4.51554                 NaN   7.01395        43.4705        42.6193       0.804894E-002
  1063.56        500.000        2.36844                 NaN            NaN            NaN            NaN            NaN   4.54532                 NaN   7.02076        43.4571        42.6083                 NaN
  1062.17        500.000        2.37589                 NaN            NaN            NaN            NaN            NaN   4.51312                 NaN   7.01791        43.4623        42.6248       0.596327E-002
  1060.79        500.000        2.36943                 NaN            NaN            NaN            NaN            NaN   4.54457                 NaN   7.02429        43.4473        42.6144                 NaN
  1059.41        500.000        2.38006       0.310249E-004            NaN            NaN            NaN            NaN   4.51583                 NaN   7.02420        43.4528        42.6271                 NaN
  1058.03        500.000        2.37033                 NaN            NaN            NaN            NaN            NaN   4.54271                 NaN   7.02918        43.4373        42.6204                 NaN
  1056.65        500.000        2.37077                 NaN            NaN            NaN            NaN            NaN   4.54166                 NaN   7.03100        43.4336        42.6230                 NaN
  1055.27        500.000        2.37121                 NaN            NaN            NaN            NaN            NaN   4.54054                 NaN   7.03170        43.4316        42.6249                 NaN
  1053.88        500.000        2.38767                 NaN            NaN            NaN            NaN            NaN   4.49960                 NaN   7.03067        43.4382        42.6438                 NaN
  1052.50        500.000        2.39073                 NaN            NaN            NaN            NaN  0.652526E-003   4.48828                 NaN   7.03477        43.4360        42.6496                 NaN
  1051.12        500.000        2.39122                 NaN            NaN            NaN            NaN            NaN   4.48930                 NaN   7.03410        43.4317        42.6530       0.724214E-003
  1049.74        500.000        2.38854                 NaN            NaN            NaN            NaN            NaN   4.49360                 NaN   7.03491        43.4261        42.6545       0.240526E-002
  1048.36        500.000        2.38547                 NaN            NaN            NaN            NaN            NaN   4.49092                 NaN   7.03628        43.4232        42.6576       0.649679E-002
  1046.98        500.000        2.38246                 NaN            NaN            NaN            NaN            NaN   4.48818                 NaN   7.03765        43.4203        42.6608       0.105451E-001
  1045.59        500.000        2.37953                 NaN            NaN            NaN            NaN            NaN   4.48536                 NaN   7.03901        43.4175        42.6640       0.145504E-001
  1044.21        500.000        2.37641                 NaN            NaN            NaN            NaN            NaN   4.48333                 NaN   7.04044        43.4144        42.6670       0.184518E-001
  1042.83        500.000        2.37315                 NaN            NaN            NaN            NaN            NaN   4.48191                 NaN   7.04193        43.4110        42.6698       0.222708E-001
  1041.45        500.000        2.36993                 NaN            NaN            NaN            NaN            NaN   4.48048                 NaN   7.04343        43.4076        42.6725       0.260494E-001
  1040.07        500.000        2.36675                 NaN            NaN            NaN            NaN            NaN   4.47907                 NaN   7.04494        43.4041        42.6753       0.297882E-001
  1038.69        500.000        2.36361                 NaN            NaN            NaN            NaN            NaN   4.47764                 NaN   7.04646        43.4007        42.6781       0.334858E-001
  1037.30        500.000        2.36054                 NaN            NaN            NaN            NaN            NaN   4.47617                 NaN   7.04797        43.3973        42.6809       0.371421E-001
  1035.92        500.000        2.35750                 NaN            NaN            NaN            NaN            NaN   4.47470                 NaN   7.04949        43.3939        42.6837       0.407594E-001
  1034.54        500.000        2.35450                 NaN            NaN            NaN            NaN            NaN   4.47323                 NaN   7.05102        43.3904        42.6865       0.443373E-001
  1033.16        500.000        2.34150                 NaN            NaN            NaN            NaN            NaN   4.49471                 NaN   7.05526        43.3816        42.6788       0.482067E-001
  1031.78        500.000        2.33614                 NaN            NaN            NaN            NaN            NaN   4.49877                 NaN   7.05749        43.3766        42.6791       0.518390E-001
  1030.40        500.000        2.33080                 NaN            NaN            NaN            NaN            NaN   4.50295                 NaN   7.05975        43.3716        42.6794       0.554207E-001
  1029.01        500.000        2.32549                 NaN            NaN            NaN            NaN            NaN   4.50726                 NaN   7.06204        43.3665        42.6798       0.589528E-001
  1027.63        500.000        2.33644                 NaN            NaN            NaN            NaN            NaN   4.47241                 NaN   7.05967        43.3724        42.6969       0.622617E-001
  1026.25        500.000        2.33295                 NaN            NaN            NaN            NaN            NaN   4.47227                 NaN   7.06143        43.3687        42.6990       0.657239E-001
  1024.87        500.000        2.32952                 NaN            NaN            NaN            NaN            NaN   4.47213                 NaN   7.06319        43.3649        42.7011       0.691432E-001
  1023.49        500.000        2.32612                 NaN            NaN            NaN            NaN            NaN   4.47200                 NaN   7.06496        43.3612        42.7032       0.725239E-001
  1022.11        500.000        2.32277                 NaN            NaN            NaN            NaN            NaN   4.47188                 NaN   7.06674        43.3574        42.7053       0.758649E-001
  1020.72        500.000        2.31947                 NaN            NaN            NaN            NaN            NaN   4.47175                 NaN   7.06853        43.3536        42.7074       0.791668E-001
  1019.34        500.000        2.23618                 NaN            NaN            NaN            NaN  0.839693E-001   4.51076                 NaN   7.08143        43.3422        42.6548       0.906908E-001
  1017.96        500.000        1.88376                 NaN            NaN            NaN            NaN  0.555684        4.47892                 NaN   7.11427        43.3752        42.4517       0.140377     
  1016.58        500.000        2.30843                 NaN            NaN            NaN            NaN            NaN   4.46412                 NaN   7.08015        43.3405        42.7155       0.913625E-001
  1015.20        500.000        2.30566                 NaN            NaN            NaN            NaN            NaN   4.46298                 NaN   7.08202        43.3368        42.7181       0.945223E-001
  1013.82        500.000        2.30292                 NaN            NaN            NaN            NaN            NaN   4.46185                 NaN   7.08388        43.3330        42.7207       0.976501E-001
  1012.43        500.000        2.30023                 NaN            NaN            NaN            NaN            NaN   4.46069                 NaN   7.08575        43.3293        42.7233       0.100735     
  1011.05        500.000        2.29758                 NaN            NaN            NaN            NaN            NaN   4.45954                 NaN   7.08763        43.3256        42.7259       0.103790     
  1009.67        500.000        2.29495                 NaN            NaN            NaN            NaN            NaN   4.45839                 NaN   7.08950        43.3218        42.7285       0.106817     
  1008.29        500.000        2.29238                 NaN            NaN            NaN            NaN            NaN   4.45723                 NaN   7.09138        43.3181        42.7311       0.109801     
  1006.91        500.000        1.94079                 NaN            NaN            NaN            NaN  0.485301        4.41105                 NaN   7.11784        43.3638        42.5258       0.155395     
  1005.53        500.000                 NaN            NaN            NaN            NaN            NaN   3.09865        4.32268                 NaN   7.28685        43.5491        41.3543       0.388457     
  1004.14        500.000        2.28482                 NaN            NaN            NaN            NaN            NaN   4.45375                 NaN   7.09705        43.3068        42.7390       0.118583     
  1002.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.10050        4.32100                 NaN   7.28806        43.5447        41.3574       0.388354     
  1001.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.11935        4.28647                 NaN   7.29006        43.5461        41.3675       0.390538     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   3.12061        4.28536                 NaN   7.29133        43.5423        41.3699       0.390513     
