|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1516.74        500.000                 NaN            NaN            NaN   98.2745       0.560161                 NaN   1.16530                 NaN            NaN            NaN            NaN            NaN
  1515.36        500.000                 NaN            NaN            NaN   98.3053       0.550391                 NaN   1.14433                 NaN            NaN            NaN            NaN            NaN
  1513.98        500.000                 NaN            NaN            NaN   98.3269       0.536328                 NaN   1.13677                 NaN            NaN            NaN            NaN            NaN
  1512.59        500.000                 NaN            NaN            NaN   98.3578       0.534020                 NaN   1.10819                 NaN            NaN            NaN            NaN            NaN
  1511.21        500.000                 NaN            NaN            NaN   98.3806       0.527430                 NaN   1.09196                 NaN            NaN            NaN            NaN            NaN
  1509.83        500.000                 NaN            NaN            NaN   98.4038       0.519070                 NaN   1.07715                 NaN            NaN            NaN            NaN            NaN
  1508.45        500.000                 NaN            NaN            NaN   98.4255       0.509521                 NaN   1.06499                 NaN            NaN            NaN            NaN            NaN
  1507.07        500.000                 NaN            NaN            NaN   98.4506       0.500039                 NaN   1.04936                 NaN            NaN            NaN            NaN            NaN
  1505.69        500.000                 NaN            NaN            NaN   98.4667       0.495688                 NaN   1.03759                 NaN            NaN            NaN            NaN            NaN
  1504.30        500.000                 NaN            NaN            NaN   98.4975       0.486598                 NaN   1.01595                 NaN            NaN            NaN            NaN            NaN
  1502.92        500.000                 NaN            NaN            NaN   98.5151       0.479182                 NaN   1.00570                 NaN            NaN            NaN            NaN            NaN
  1501.54        500.000                 NaN            NaN            NaN   98.5344       0.470531                 NaN  0.995074                 NaN            NaN            NaN            NaN            NaN
  1500.16        500.000                 NaN            NaN            NaN   98.5546       0.462247                 NaN  0.983138                 NaN            NaN            NaN            NaN            NaN
  1498.78        500.000                 NaN            NaN            NaN   98.5748       0.456517                 NaN  0.968703                 NaN            NaN            NaN            NaN            NaN
  1497.40        500.000                 NaN            NaN            NaN   98.5932       0.448958                 NaN  0.957880                 NaN            NaN            NaN            NaN            NaN
  1496.01        500.000                 NaN            NaN            NaN   98.6130       0.442498                 NaN  0.944545                 NaN            NaN            NaN            NaN            NaN
  1494.63        500.000                 NaN            NaN            NaN   98.6275       0.434745                 NaN  0.937784                 NaN            NaN            NaN            NaN            NaN
  1493.25        500.000                 NaN            NaN            NaN   98.6505       0.426032                 NaN  0.923467                 NaN            NaN            NaN            NaN            NaN
  1491.87        500.000                 NaN            NaN            NaN   98.6648       0.420461                 NaN  0.914705                 NaN            NaN            NaN            NaN            NaN
  1490.49        500.000                 NaN            NaN            NaN   98.4418       0.483978                 NaN   1.07421                 NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN            NaN            NaN   98.9377       0.331810                 NaN  0.730522                 NaN            NaN            NaN            NaN            NaN
  1487.72        500.000                 NaN            NaN            NaN   98.7159       0.399480                 NaN  0.884637                 NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN            NaN            NaN   98.7328       0.392242                 NaN  0.874919                 NaN            NaN            NaN            NaN            NaN
  1484.96        500.000                 NaN            NaN            NaN   98.7478       0.385013                 NaN  0.867193                 NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN            NaN            NaN   98.7629       0.380961                 NaN  0.856125                 NaN            NaN            NaN            NaN            NaN
  1482.20        500.000                 NaN            NaN            NaN   98.7753       0.374136                 NaN  0.850516                 NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN            NaN            NaN   98.7969       0.366953                 NaN  0.836175                 NaN            NaN            NaN            NaN            NaN
  1479.43        500.000                 NaN            NaN            NaN   98.8062       0.361258                 NaN  0.832551                 NaN            NaN            NaN            NaN            NaN
  1478.05        500.000                 NaN            NaN            NaN   98.8204       0.355151                 NaN  0.824493                 NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN            NaN            NaN   98.8328       0.350022                 NaN  0.817189                 NaN            NaN            NaN            NaN            NaN
  1475.29        500.000                 NaN            NaN            NaN   98.8475       0.344376                 NaN  0.808152                 NaN            NaN            NaN            NaN            NaN
  1473.91        500.000                 NaN            NaN            NaN   98.8614       0.338518                 NaN  0.800064                 NaN            NaN            NaN            NaN            NaN
  1472.53        500.000                 NaN            NaN            NaN   98.8666       0.333086                 NaN  0.800293                 NaN            NaN            NaN            NaN            NaN
  1471.14        500.000                 NaN            NaN            NaN   98.8923       0.325311                 NaN  0.782382                 NaN            NaN            NaN            NaN            NaN
  1469.76        500.000                 NaN            NaN            NaN   98.8967       0.322190                 NaN  0.781152                 NaN            NaN            NaN            NaN            NaN
  1468.38        500.000                 NaN            NaN            NaN   98.9094       0.316486                 NaN  0.774065                 NaN            NaN            NaN            NaN            NaN
  1467.00        500.000                 NaN            NaN            NaN   98.9208       0.311221                 NaN  0.768010                 NaN            NaN            NaN            NaN            NaN
  1465.62        500.000                 NaN            NaN            NaN   98.9310       0.306172                 NaN  0.762874                 NaN            NaN            NaN            NaN            NaN
  1464.24        500.000                 NaN            NaN            NaN   98.9421       0.300953                 NaN  0.756985                 NaN            NaN            NaN            NaN            NaN
  1462.85        500.000                 NaN            NaN            NaN   98.8065       0.335118                 NaN  0.858385                 NaN            NaN            NaN            NaN            NaN
  1461.47        500.000                 NaN            NaN            NaN   99.1097       0.250077                 NaN  0.640268                 NaN            NaN            NaN            NaN            NaN
  1460.09        500.000                 NaN            NaN            NaN   98.9721       0.284828                 NaN  0.743047                 NaN            NaN            NaN            NaN            NaN
  1458.71        500.000                 NaN            NaN            NaN   98.9838       0.282930                 NaN  0.733233                 NaN            NaN            NaN            NaN            NaN
  1457.33        500.000                 NaN            NaN            NaN   98.9928       0.276117                 NaN  0.731035                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000                 NaN            NaN            NaN   99.0018       0.271308                 NaN  0.726904                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000                 NaN            NaN            NaN   99.0117       0.267504                 NaN  0.720749                 NaN            NaN            NaN            NaN            NaN
  1453.18        500.000                 NaN            NaN            NaN   99.0154       0.246619                 NaN  0.707981       0.300232E-001            NaN            NaN            NaN            NaN
  1451.80        500.000                 NaN            NaN            NaN   99.0217       0.187872                 NaN  0.967047E-001  0.693739                 NaN            NaN            NaN            NaN
  1450.42        500.000                 NaN            NaN            NaN   99.0026       0.713768E-001            NaN  0.650097       0.275901                 NaN            NaN            NaN            NaN
  1449.04        500.000                 NaN            NaN            NaN   99.0096       0.550505E-002            NaN  0.635050       0.349808                 NaN            NaN            NaN            NaN
  1447.66        500.000                 NaN            NaN            NaN   99.0173       0.223817E-001            NaN  0.632890       0.327478                 NaN            NaN            NaN            NaN
  1446.27        500.000                 NaN            NaN            NaN   99.0243       0.211622E-001            NaN  0.326986       0.627540                 NaN            NaN            NaN            NaN
  1444.89        500.000                 NaN            NaN            NaN   99.0313       0.156341E-001            NaN  0.330986       0.622069                 NaN            NaN            NaN            NaN
  1443.51        500.000                 NaN            NaN            NaN   99.0365       0.126981E-001            NaN  0.332208       0.618559                 NaN            NaN            NaN            NaN
  1442.13        500.000                 NaN            NaN            NaN   99.0462       0.468948E-002            NaN  0.338855       0.610231                 NaN            NaN            NaN            NaN
  1440.75        500.000                 NaN            NaN            NaN   99.0529       0.247034E-001            NaN  0.314186       0.608162                 NaN            NaN            NaN            NaN
  1439.37        500.000                 NaN            NaN            NaN   99.0577                 NaN            NaN  0.340346       0.601974                 NaN            NaN            NaN            NaN
  1437.98        500.000                 NaN            NaN            NaN   99.0626                 NaN            NaN  0.339349       0.598067                 NaN            NaN            NaN            NaN
  1436.60        500.000                 NaN            NaN            NaN   99.0749                 NaN            NaN  0.336050       0.589089                 NaN            NaN            NaN            NaN
  1435.22        500.000                 NaN            NaN            NaN   99.0794       0.522914E-001            NaN  0.593147       0.275128                 NaN            NaN            NaN            NaN
  1433.84        500.000                 NaN            NaN            NaN   99.0844                 NaN            NaN  0.332504       0.583140                 NaN            NaN            NaN            NaN
  1432.46        500.000                 NaN            NaN            NaN   99.0903       0.145109E-001  0.171779E-005  0.580610       0.314534                 NaN            NaN            NaN            NaN
  1431.08        500.000                 NaN            NaN            NaN   99.0959                 NaN            NaN  0.575204       0.328893                 NaN            NaN            NaN            NaN
  1429.69        500.000                 NaN            NaN            NaN   99.1001                 NaN            NaN  0.573010       0.326845                 NaN            NaN            NaN            NaN
  1428.31        500.000                 NaN            NaN            NaN   99.1084                 NaN            NaN  0.324405       0.567170                 NaN            NaN            NaN            NaN
  1426.93        500.000                 NaN            NaN            NaN   99.1138                 NaN  0.112472E-005  0.323566       0.562665                 NaN            NaN            NaN            NaN
  1425.55        500.000                 NaN            NaN            NaN   99.1190                 NaN            NaN  0.321943       0.559061                 NaN            NaN            NaN            NaN
  1424.17        500.000                 NaN            NaN            NaN   99.1212                 NaN            NaN  0.321643       0.557110                 NaN            NaN            NaN            NaN
  1422.79        500.000                 NaN            NaN            NaN   99.1319                 NaN            NaN  0.317764       0.550318                 NaN            NaN            NaN            NaN
  1421.40        500.000                 NaN            NaN            NaN   99.1355                 NaN            NaN  0.316497       0.548039                 NaN            NaN            NaN            NaN
  1420.02        500.000                 NaN            NaN            NaN   99.1407                 NaN            NaN  0.544063       0.315209                 NaN            NaN            NaN            NaN
  1418.64        500.000                 NaN            NaN            NaN   99.1452                 NaN            NaN  0.313416       0.541412                 NaN            NaN            NaN            NaN
  1417.26        500.000                 NaN            NaN            NaN   99.1508                 NaN            NaN  0.537394       0.311788                 NaN            NaN            NaN            NaN
  1415.88        500.000                 NaN            NaN            NaN   99.1559                 NaN            NaN  0.310840       0.533223                 NaN            NaN            NaN            NaN
  1414.50        500.000                 NaN            NaN            NaN   99.1601                 NaN            NaN  0.530387       0.309491                 NaN            NaN            NaN            NaN
  1413.11        500.000                 NaN            NaN            NaN   99.1658                 NaN            NaN  0.526608       0.307591                 NaN            NaN            NaN            NaN
  1411.73        500.000                 NaN            NaN            NaN   99.1697                 NaN            NaN  0.306507       0.523794                 NaN            NaN            NaN            NaN
  1410.35        500.000                 NaN            NaN            NaN   99.1727                 NaN            NaN  0.305461       0.521889                 NaN            NaN            NaN            NaN
  1408.97        500.000                 NaN            NaN            NaN   99.1806                 NaN            NaN  0.516999       0.302421                 NaN            NaN            NaN            NaN
  1407.59        500.000                 NaN            NaN            NaN   99.1848                 NaN            NaN  0.302178       0.513060                 NaN            NaN            NaN            NaN
  1406.21        500.000                 NaN            NaN            NaN   99.1879                 NaN  0.655715E-005  0.510779       0.301287                 NaN            NaN            NaN            NaN
  1404.82        500.000                 NaN            NaN            NaN   99.1929                 NaN            NaN  0.507575       0.299513                 NaN            NaN            NaN            NaN
  1403.44        500.000                 NaN            NaN            NaN   99.1968                 NaN            NaN  0.298057       0.505133                 NaN            NaN            NaN            NaN
  1402.06        500.000                 NaN            NaN            NaN   99.2019                 NaN            NaN  0.501080       0.296988                 NaN            NaN            NaN            NaN
  1400.68        500.000                 NaN            NaN            NaN   99.2050                 NaN  0.134630E-005  0.296019       0.498984                 NaN            NaN            NaN            NaN
  1399.30        500.000                 NaN            NaN            NaN   99.2094                 NaN            NaN  0.294598       0.496032                 NaN            NaN            NaN            NaN
  1397.92        500.000                 NaN            NaN            NaN   99.2132                 NaN            NaN  0.493278       0.293550                 NaN            NaN            NaN            NaN
  1396.53        500.000                 NaN            NaN            NaN   99.2172                 NaN            NaN  0.490559       0.292289                 NaN            NaN            NaN            NaN
  1395.15        500.000                 NaN            NaN            NaN   99.2212                 NaN            NaN  0.487597       0.291207                 NaN            NaN            NaN            NaN
  1393.77        500.000                 NaN            NaN            NaN   99.2244                 NaN            NaN  0.485119       0.290467                 NaN            NaN            NaN            NaN
  1392.39        500.000                 NaN            NaN            NaN   99.2288                 NaN            NaN  0.288950       0.482260                 NaN            NaN            NaN            NaN
  1391.01        500.000                 NaN            NaN            NaN   99.2319                 NaN            NaN  0.480006       0.288129                 NaN            NaN            NaN            NaN
  1389.63        500.000                 NaN            NaN            NaN   99.2357                 NaN            NaN  0.477458       0.286836                 NaN            NaN            NaN            NaN
  1388.24        500.000                 NaN            NaN            NaN   99.2383                 NaN            NaN  0.285969       0.475689                 NaN            NaN            NaN            NaN
  1386.86        500.000                 NaN            NaN            NaN   99.2425                 NaN            NaN  0.472344       0.285141                 NaN            NaN            NaN            NaN
  1385.48        500.000                 NaN            NaN            NaN   99.2449                 NaN            NaN  0.283958       0.471171                 NaN            NaN            NaN            NaN
  1384.10        500.000                 NaN            NaN            NaN   99.2499                 NaN            NaN  0.282940       0.467204                 NaN            NaN            NaN            NaN
  1382.72        500.000                 NaN            NaN            NaN   99.0879                 NaN            NaN  0.360385       0.473301       0.783906E-001            NaN            NaN            NaN
  1381.34        500.000                 NaN            NaN            NaN   98.4025                 NaN            NaN  0.500659       0.688455       0.408382                 NaN            NaN            NaN
  1379.95        500.000                 NaN            NaN            NaN   98.4219                 NaN            NaN  0.494047       0.681234       0.402849                 NaN            NaN            NaN
  1378.57        500.000                 NaN            NaN            NaN   98.4385                 NaN            NaN  0.674783       0.488766       0.398000                 NaN            NaN            NaN
  1377.19        500.000                 NaN            NaN            NaN   98.4567                 NaN            NaN  0.668201       0.482372       0.392772                 NaN            NaN            NaN
  1375.81        500.000                 NaN            NaN            NaN   98.4719                 NaN            NaN  0.662312       0.477622       0.388161                 NaN            NaN            NaN
  1374.43        500.000                 NaN            NaN            NaN   98.4907                 NaN  0.251192E-005  0.472094       0.654339       0.382878                 NaN            NaN            NaN
  1373.05        500.000                 NaN            NaN            NaN   98.4901                 NaN  0.182205       0.519724       0.399991       0.407936                 NaN            NaN            NaN
  1371.66        500.000                 NaN            NaN            NaN   98.4968                 NaN  0.290236       0.245813       0.546693       0.420453                 NaN            NaN            NaN
  1370.28        500.000                 NaN            NaN            NaN   98.5141                 NaN  0.292601       0.234753       0.542484       0.416050                 NaN            NaN            NaN
  1368.90        500.000                 NaN            NaN            NaN   98.5309                 NaN  0.295580       0.538754       0.223023       0.411760                 NaN            NaN            NaN
  1367.52        500.000                 NaN            NaN            NaN   98.5458                 NaN  0.297891       0.535367       0.213358       0.407568                 NaN            NaN            NaN
  1366.14        500.000                 NaN            NaN            NaN   98.5609                 NaN  0.300353       0.202837       0.532308       0.403631                 NaN            NaN            NaN
  1364.76        500.000                 NaN            NaN            NaN   98.5764                 NaN  0.302753       0.192740       0.528759       0.399343                 NaN            NaN            NaN
  1363.38        500.000                 NaN            NaN            NaN   98.5913                 NaN  0.304964       0.182888       0.525591       0.395246                 NaN            NaN            NaN
  1361.99        500.000                 NaN            NaN            NaN   98.6045                 NaN  0.307747       0.522475       0.173512       0.391757                 NaN            NaN            NaN
  1360.61        500.000                 NaN            NaN            NaN   98.6161                 NaN  0.311970       0.162607       0.520331       0.388973                 NaN            NaN            NaN
  1359.23        500.000                 NaN            NaN            NaN   98.6391                 NaN  0.309006       0.156692       0.513520       0.381701                 NaN            NaN            NaN
  1357.85        500.000                 NaN            NaN            NaN   98.6472                 NaN  0.313961       0.513090       0.145667       0.380074                 NaN            NaN            NaN
  1356.47        500.000                 NaN            NaN            NaN   98.6606                 NaN  0.315817       0.510237       0.137082       0.376294                 NaN            NaN            NaN
  1355.09        500.000                 NaN            NaN            NaN   98.6734                 NaN  0.317566       0.507433       0.128906       0.372718                 NaN            NaN            NaN
  1353.70        500.000                 NaN            NaN            NaN   98.6837                 NaN  0.319693       0.505156       0.121579       0.369921                 NaN            NaN            NaN
  1352.32        500.000                 NaN            NaN            NaN   98.7002                 NaN  0.320869       0.501869       0.111958       0.365101                 NaN            NaN            NaN
  1350.94        500.000                 NaN            NaN            NaN   98.7109                 NaN  0.323558       0.103098       0.499880       0.362605                 NaN            NaN            NaN
  1349.56        500.000                 NaN            NaN            NaN   98.7233                 NaN  0.323513       0.985086E-001  0.496270       0.358399                 NaN            NaN            NaN
  1348.18        500.000                 NaN            NaN            NaN   98.7319                 NaN  0.324988       0.494435       0.927629E-001  0.355953                 NaN            NaN            NaN
  1346.80        500.000                 NaN            NaN            NaN   98.7462                 NaN  0.330416       0.493473       0.766948E-001  0.353244                 NaN            NaN            NaN
  1345.41        500.000                 NaN            NaN            NaN   98.7634                 NaN  0.325759       0.487466       0.767261E-001  0.346613                 NaN            NaN            NaN
  1344.03        500.000                 NaN            NaN            NaN   98.7703                 NaN  0.328676       0.485997       0.697876E-001  0.345271                 NaN            NaN            NaN
  1342.65        500.000                 NaN            NaN            NaN   98.7791                 NaN  0.329872       0.484638       0.638885E-001  0.342547                 NaN            NaN            NaN
  1341.27        500.000       0.860430E-002            NaN            NaN   98.7796                 NaN  0.319983       0.710991E-001  0.480059       0.340685                 NaN            NaN            NaN
  1339.89        500.000       0.306000E-001            NaN            NaN   98.7643                 NaN  0.293372       0.959927E-001  0.475427       0.340298                 NaN            NaN            NaN
  1338.51        500.000       0.468627E-001            NaN            NaN   98.7412                 NaN  0.243442       0.471255       0.158303       0.338891                 NaN            NaN            NaN
  1337.12        500.000       0.551960E-001            NaN            NaN   98.7545                 NaN  0.295311       0.490589       0.643938E-001  0.340058                 NaN            NaN            NaN
  1335.74        500.000       0.820644E-001            NaN            NaN   98.7146                 NaN  0.232164       0.137504       0.493359       0.340325                 NaN            NaN            NaN
  1334.36        500.000       0.114106                 NaN            NaN   98.6714                 NaN  0.193832       0.165083       0.512342       0.343286                 NaN            NaN            NaN
  1332.98        500.000       0.136977                 NaN            NaN   98.6478                 NaN  0.166024       0.522757       0.182705       0.343757                 NaN            NaN            NaN
  1331.60        500.000       0.164666                 NaN            NaN   98.6129                 NaN  0.131604       0.206033       0.539212       0.345593                 NaN            NaN            NaN
  1330.22        500.000       0.190207                 NaN            NaN   98.5824                 NaN  0.993543E-001  0.226151       0.555013       0.346840                 NaN            NaN            NaN
  1328.83        500.000       0.208649                 NaN            NaN   98.5657                 NaN  0.751396E-001  0.238865       0.565217       0.346437                 NaN            NaN            NaN
  1327.45        500.000       0.219846                 NaN            NaN   98.5627                 NaN  0.591422E-001  0.244655       0.569212       0.344444                 NaN            NaN            NaN
  1326.07        500.000       0.228742                 NaN            NaN   98.5631                 NaN  0.453194E-001  0.571480       0.249231       0.342080                 NaN            NaN            NaN
  1324.69        500.000       0.223695                 NaN            NaN   98.5813                 NaN  0.112000       0.145470       0.591626       0.345922                 NaN            NaN            NaN
  1323.31        500.000       0.240285                 NaN            NaN   98.5776                 NaN            NaN  0.559987       0.289412       0.332711                 NaN            NaN            NaN
  1321.93        500.000       0.240516                 NaN            NaN   98.5919                 NaN            NaN  0.556486       0.281489       0.329607                 NaN            NaN            NaN
  1320.54        500.000       0.236310                 NaN            NaN   98.6125                 NaN  0.281686E-001  0.234553       0.560119       0.328323                 NaN            NaN            NaN
  1319.16        500.000       0.238384                 NaN            NaN   98.6265                 NaN            NaN  0.545874       0.267257       0.322025                 NaN            NaN            NaN
  1317.78        500.000       0.234243                 NaN            NaN   98.6469                 NaN  0.213248E-001  0.230973       0.546602       0.320006                 NaN            NaN            NaN
  1316.40        500.000       0.235105                 NaN            NaN   98.6625                 NaN  0.277409E-003  0.533841       0.254104       0.314153                 NaN            NaN            NaN
  1315.02        500.000       0.233264                 NaN            NaN   98.6806                 NaN  0.100710E-003  0.527413       0.248458       0.310210                 NaN            NaN            NaN
  1313.64        500.000       0.230135                 NaN            NaN   98.6996                 NaN  0.321525E-002  0.521028       0.239556       0.306457                 NaN            NaN            NaN
  1312.25        500.000       0.227380                 NaN            NaN   98.7187                 NaN  0.531089E-002  0.514326       0.231692       0.302562                 NaN            NaN            NaN
  1310.87        500.000       0.225165                 NaN            NaN   98.7374                 NaN  0.479201E-002  0.507318       0.226902       0.298471                 NaN            NaN            NaN
  1309.49        500.000       0.223294                 NaN            NaN   98.7539                 NaN  0.228228E-003  0.499202       0.229030       0.294392                 NaN            NaN            NaN
  1308.11        500.000       0.219750                 NaN            NaN   98.7740                 NaN  0.470014E-002  0.492145       0.218772       0.290635                 NaN            NaN            NaN
  1306.73        500.000       0.217969                 NaN            NaN   98.7894                 NaN  0.134022E-005  0.485294       0.220648       0.286659                 NaN            NaN            NaN
  1305.35        500.000       0.215207                 NaN            NaN   98.8077                 NaN            NaN  0.216994       0.477270       0.282785                 NaN            NaN            NaN
  1303.96        500.000       0.201951                 NaN            NaN   98.8716                 NaN  0.111271       0.535451                 NaN  0.279722                 NaN            NaN            NaN
  1302.58        500.000       0.201425                 NaN            NaN   98.8206                 NaN            NaN  0.428839       0.268217       0.280969                 NaN            NaN            NaN
  1301.20        500.000       0.207128                 NaN            NaN   98.8606                 NaN            NaN  0.455694       0.205186       0.271381                 NaN            NaN            NaN
  1299.82        500.000       0.204272                 NaN            NaN   98.8770                 NaN            NaN  0.201599       0.449338       0.267755                 NaN            NaN            NaN
  1298.44        500.000       0.201468                 NaN            NaN   98.8934                 NaN            NaN  0.442099       0.198782       0.264245                 NaN            NaN            NaN
  1297.06        500.000       0.198952                 NaN            NaN   98.9099                 NaN            NaN  0.435315       0.195171       0.260657                 NaN            NaN            NaN
  1295.67        500.000       0.196370                 NaN            NaN   98.9258                 NaN            NaN  0.428840       0.191769       0.257181                 NaN            NaN            NaN
  1294.29        500.000       0.193526                 NaN            NaN   98.9419                 NaN            NaN  0.421770       0.189071       0.253685                 NaN            NaN            NaN
  1292.91        500.000       0.190951                 NaN            NaN   98.9573                 NaN            NaN  0.415537       0.185905       0.250320                 NaN            NaN            NaN
  1291.53        500.000       0.188319                 NaN            NaN   98.9729                 NaN            NaN  0.408895       0.183011       0.246923                 NaN            NaN            NaN
  1290.15        500.000       0.185589                 NaN            NaN   98.9877                 NaN            NaN  0.180493       0.402588       0.243676                 NaN            NaN            NaN
  1288.77        500.000       0.183243                 NaN            NaN   99.0030                 NaN            NaN  0.177118       0.396225       0.240402                 NaN            NaN            NaN
  1287.38        500.000       0.180425                 NaN            NaN   99.0178                 NaN            NaN  0.389980       0.174714       0.237033                 NaN            NaN            NaN
  1286.00        500.000       0.178019                 NaN            NaN   99.0317                 NaN            NaN  0.383949       0.172309       0.234007                 NaN            NaN            NaN
  1284.62        500.000       0.175382                 NaN            NaN   99.0463                 NaN            NaN  0.377898       0.169602       0.230778                 NaN            NaN            NaN
  1283.24        500.000       0.172893                 NaN            NaN   99.0599                 NaN            NaN  0.167514       0.371926       0.227810                 NaN            NaN            NaN
  1281.86        500.000       0.170177                 NaN            NaN   99.0746                 NaN            NaN  0.365879       0.164872       0.224486                 NaN            NaN            NaN
  1280.48        500.000       0.167752                 NaN            NaN   99.0879                 NaN            NaN  0.162752       0.360066       0.221570                 NaN            NaN            NaN
  1279.09        500.000       0.165189                 NaN            NaN   99.1012                 NaN            NaN  0.354282       0.160681       0.218619                 NaN            NaN            NaN
  1277.71        500.000       0.162578                 NaN            NaN   99.1146                 NaN            NaN  0.348648       0.158527       0.215678                 NaN            NaN            NaN
  1276.33        500.000       0.160176                 NaN            NaN   99.1278                 NaN            NaN  0.156454       0.342901       0.212704                 NaN            NaN            NaN
  1274.95        500.000       0.157491                 NaN            NaN   99.1408                 NaN            NaN  0.337287       0.154693       0.209731                 NaN            NaN            NaN
  1273.57        500.000       0.155301                 NaN            NaN   99.1525                 NaN            NaN  0.332222       0.152783       0.207220                 NaN            NaN            NaN
  1272.19        500.000       0.152799                 NaN            NaN   99.1662                 NaN            NaN  0.326567       0.150359       0.204092                 NaN            NaN            NaN
  1270.80        500.000       0.150365                 NaN            NaN   99.1781                 NaN            NaN  0.321237       0.148869       0.201434                 NaN            NaN            NaN
  1269.42        500.000       0.147937                 NaN            NaN   99.1902                 NaN            NaN  0.147215       0.315936       0.198732                 NaN            NaN            NaN
  1268.04        500.000       0.145610                 NaN            NaN   99.2025                 NaN            NaN  0.310794       0.145197       0.195908                 NaN            NaN            NaN
  1266.66        500.000       0.143145                 NaN            NaN   99.2140                 NaN            NaN  0.305692       0.143813       0.193349                 NaN            NaN            NaN
  1265.28        500.000       0.140878                 NaN            NaN   99.2258                 NaN            NaN  0.300534       0.142032       0.190783                 NaN            NaN            NaN
