|6.6.6
Archiving\03_Data\Deq/QFM_m1.5/K22/K22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9608       0.392498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9608       0.392497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9608       0.392497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9608       0.392496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9608       0.392495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9608       0.392494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1712       0.840593E-002  0.820398                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.8899                 NaN   1.11007                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.7710                 NaN   1.22905                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.4928                 NaN   1.50723                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.2146                 NaN   1.78541                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        97.9364                 NaN   2.06359                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        97.6582                 NaN   2.34178                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.3800                 NaN   2.61996                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.1019                 NaN   2.89814                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        96.8237                 NaN   3.17633                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.5455                 NaN   3.45451                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        95.9291                 NaN   4.07087                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.3128                 NaN   4.68724                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        94.6964                 NaN   5.30361                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.0800                 NaN   5.91999                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        93.4636                 NaN   6.53638                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        92.8472                 NaN   7.15277                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        92.2308                 NaN   7.76917                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        91.6144                 NaN   8.38558                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        90.9319                 NaN   9.05853       0.954613E-002            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        90.2274                 NaN   9.74453       0.281232E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.5414                 NaN   10.4122       0.463186E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.8555                 NaN   11.0799       0.645142E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        88.1762                 NaN   11.7417       0.821156E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        87.4969                 NaN   12.4034       0.997172E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        86.8175                 NaN   13.0651       0.117319                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        86.1382                 NaN   13.7269       0.134921                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        85.4927                 NaN   14.3559       0.151376                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        84.8472                 NaN   14.9850       0.167830                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        84.2017                 NaN   15.6140       0.184285                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        83.5562                 NaN   16.2430       0.200740                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        82.9107                 NaN   16.8721       0.217196                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        82.2652                 NaN   17.5012       0.233651                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        81.6196                 NaN   18.1302       0.250107                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        80.9741                 NaN   18.7593       0.266563                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        80.3705                 NaN   19.3478       0.281697                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        79.7669                 NaN   19.9363       0.296832                 NaN            NaN            NaN            NaN            NaN
