|6.6.6
Archiving\03_Data\Deq/QFM_m1.5/K22/K22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9859       0.140926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.140930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.140934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9859       0.140938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9859       0.140942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9859       0.140946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2450       0.302011E-002  0.752004                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.9811                 NaN   1.01889                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.8696                 NaN   1.13042                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.6094                 NaN   1.39063                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.3490                 NaN   1.65098                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.0885                 NaN   1.91146                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        97.8279                 NaN   2.17208                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.5672                 NaN   2.43284                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.3063                 NaN   2.69373                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.0452                 NaN   2.95476                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.7841                 NaN   3.21592                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.2074                 NaN   3.79256                 NaN            NaN            NaN            NaN            NaN            NaN
