|6.6.6
Archiving\03_Data\fracLP/QFM_m0.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1802.01        500.000        99.1007       0.899327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1007       0.899324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1007       0.899321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1007       0.899318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1007       0.899315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1007       0.899312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1007       0.899309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1007       0.899306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1007       0.899302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1007       0.899299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1007       0.899296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1007       0.899293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1007       0.899289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1007       0.899286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1007       0.899282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1007       0.899279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1007       0.899275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1007       0.899277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1007       0.899268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1007       0.899265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1007       0.899261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1007       0.899258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.1007       0.899254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.1007       0.899250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1008       0.899247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1008       0.899243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.1008       0.899239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1008       0.899235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1008       0.899232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1008       0.899228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.1008       0.899224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1008       0.899220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1008       0.899216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1008       0.899212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.1008       0.899208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.1008       0.899204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1008       0.899200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1008       0.899196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1008       0.899192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1008       0.899188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1008       0.899183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1008       0.899179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1008       0.899175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1008       0.899171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1008       0.899166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1008       0.899162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1008       0.899158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1008       0.899153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1009       0.899149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1009       0.899144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1009       0.899140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1009       0.899135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0996       0.899130       0.124120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.0876       0.899137       0.132297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.0876       0.899250       0.131283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.0876       0.899363       0.130336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0876       0.899475       0.128993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0876       0.899586       0.127997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.0876       0.899696       0.127010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.0876       0.899805       0.125936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0876       0.899913       0.124889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0876       0.900020       0.123631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.0876       0.900126       0.122733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.0876       0.900231       0.121728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0876       0.900335       0.120689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.0875       0.900438       0.120163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.0877       0.900541       0.117940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.0873       0.900642       0.120384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0879       0.900744       0.113345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.0876       0.900841       0.115602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0876       0.900939       0.114587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.0876       0.901037       0.113529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0876       0.901133       0.112465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.0876       0.901229       0.111549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.0876       0.901323       0.110542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.0876       0.901417       0.109514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.0876       0.901510       0.108639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.7411       0.901614       0.111049E-001  0.346134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3600                 NaN  0.114176E-001  0.628595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3630                 NaN  0.113495E-001  0.625644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3620                 NaN  0.113322E-001  0.626636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3491                 NaN  0.115509E-001  0.639383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3741                 NaN  0.110290E-001  0.614910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3729                 NaN  0.110641E-001  0.616022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3704                 NaN  0.110992E-001  0.618498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3720                 NaN  0.110549E-001  0.616974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3743                 NaN  0.110063E-001  0.614703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3760                 NaN  0.109589E-001  0.613058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3786                 NaN  0.109094E-001  0.610480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3816                 NaN  0.108359E-001  0.607559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3830                 NaN  0.107883E-001  0.606243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3856                 NaN  0.107337E-001  0.603659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3874                 NaN  0.106865E-001  0.601881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3925                 NaN  0.105985E-001  0.596866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3293                 NaN  0.117115E-001  0.659019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4634                 NaN  0.934969E-002  0.527275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3995                 NaN  0.104510E-001  0.590034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4036                 NaN  0.103546E-001  0.586082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4072                 NaN  0.102912E-001  0.582533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4100                 NaN  0.102387E-001  0.579728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4120                 NaN  0.102010E-001  0.577781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4169                 NaN  0.101130E-001  0.573023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4203                 NaN  0.100515E-001  0.569668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4467                 NaN  0.958150E-002  0.543678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4027                 NaN  0.103303E-001  0.586922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4303                 NaN  0.985823E-002  0.559799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.3337                 NaN  0.115304E-001  0.654792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5372                 NaN  0.799573E-002  0.454763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4418                 NaN  0.965452E-002  0.548578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4450                 NaN  0.959698E-002  0.545436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.3738                 NaN  0.108083E-001  0.615441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5261                 NaN  0.818788E-002  0.465735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4565                 NaN  0.937132E-002  0.534158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4592                 NaN  0.931764E-002  0.531452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4635                 NaN  0.924566E-002  0.527304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4713                 NaN  0.912771E-002  0.519568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4671                 NaN  0.918472E-002  0.523673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4764                 NaN  0.901372E-002  0.514546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.4786                 NaN  0.896469E-002  0.512452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.6599                 NaN  0.639445E-002  0.333678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.7220                 NaN  0.427172E-002  0.273766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0801                 NaN  0.158234E-001  0.904082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.4934                 NaN  0.868901E-002  0.497926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1182                 NaN            NaN  0.769442E-001  0.804810                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0786                 NaN            NaN  0.254420E-001  0.895916                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0841                 NaN            NaN  0.237591E-001  0.892189                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1029                 NaN            NaN  0.230918E-001  0.874033                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1082                 NaN            NaN  0.233242E-001  0.868526                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1126                 NaN            NaN  0.148506E-001  0.872507                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1221                 NaN            NaN  0.206247E-001  0.857288                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1358                 NaN            NaN  0.167166E-001  0.847471                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1385                 NaN            NaN  0.150483E-001  0.846446                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1456                 NaN            NaN  0.981494E-002  0.844600                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1528                 NaN            NaN  0.142314E-001  0.832974                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1613                 NaN            NaN  0.127234E-001  0.825963                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1670                 NaN            NaN            NaN  0.832959                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0183                 NaN            NaN            NaN  0.223410       0.758251                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9318                 NaN            NaN            NaN            NaN   1.06821                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9256                 NaN            NaN            NaN            NaN   1.07437                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9326                 NaN            NaN            NaN  0.202985       0.864452                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9076                 NaN            NaN            NaN            NaN   1.09239                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8936                 NaN            NaN            NaN            NaN   1.10641                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8756                 NaN            NaN            NaN            NaN   1.12445                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6459                 NaN            NaN            NaN            NaN  0.453187       0.900929                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3661                 NaN            NaN            NaN            NaN  0.563143        1.07079                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3892                 NaN            NaN            NaN            NaN   1.05117       0.559640                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.4104                 NaN            NaN            NaN            NaN   1.03688       0.552710                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4273                 NaN            NaN            NaN            NaN   1.02566       0.547065                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4497                 NaN            NaN            NaN            NaN  0.541414        1.00889                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4673                 NaN            NaN            NaN            NaN  0.995543       0.537158                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4867                 NaN            NaN            NaN            NaN  0.982768       0.530522                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.5043                 NaN            NaN            NaN            NaN  0.967631       0.528031                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5218                 NaN            NaN            NaN            NaN  0.521319       0.956884                 NaN            NaN            NaN            NaN
