|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1508.97        500.000        99.6057       0.282423E-002  0.391515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.64        500.000        99.5610                 NaN  0.438991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.32        500.000        99.5641       0.159223E-002  0.434277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.99        500.000        99.5666                 NaN  0.433440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.67        500.000        99.4945                 NaN  0.160659       0.344845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.34        500.000        99.4640                 NaN  0.356180E-001  0.500425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        500.000        99.4644                 NaN  0.338921E-001  0.501690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.69        500.000        99.4658                 NaN  0.318684E-001  0.502292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.4664                 NaN  0.300665E-001  0.503533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.04        500.000        99.4301                 NaN  0.297356E-001  0.540192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.5084                 NaN  0.234066E-001  0.468227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.39        500.000        99.4112                 NaN            NaN  0.588830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000        99.9861                 NaN  0.139495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.74        500.000        99.0158                 NaN  0.493803E-001  0.934837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.41        500.000        99.4702                 NaN  0.170649E-001  0.512705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.09        500.000        99.4748                 NaN  0.140922E-001  0.511102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000        99.4711                 NaN  0.126247E-001  0.516298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.44        500.000        99.4143                 NaN  0.901634E-002  0.576723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000        99.5340                 NaN  0.626223E-002  0.459723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.79        500.000        99.4719                 NaN  0.372274E-002  0.524384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        500.000        99.4710                 NaN  0.682463E-003  0.528272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000        99.3663                 NaN  0.330622E-001  0.600626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.6888                 NaN  0.501939E-001  0.260986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000        99.3526                 NaN            NaN  0.647398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000        99.4658                 NaN            NaN  0.534160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000        99.4564                 NaN            NaN  0.540924                 NaN            NaN  0.268781E-002            NaN            NaN            NaN            NaN
  1474.51        500.000        99.4483                 NaN            NaN  0.547929                 NaN            NaN  0.373765E-002            NaN            NaN            NaN            NaN
  1473.18        500.000        99.4471                 NaN            NaN  0.549244                 NaN            NaN  0.369553E-002            NaN            NaN            NaN            NaN
  1471.86        500.000        99.4235                 NaN            NaN  0.540789       0.321547E-001            NaN  0.356960E-002            NaN            NaN            NaN            NaN
  1470.53        500.000        99.0872                 NaN            NaN  0.569542       0.340805                 NaN  0.241657E-002            NaN            NaN            NaN            NaN
  1469.21        500.000        99.6652                 NaN            NaN  0.210279       0.123635                 NaN  0.858457E-003            NaN            NaN            NaN            NaN
  1467.88        500.000        98.6593                 NaN            NaN  0.835796       0.501485                 NaN  0.344980E-002            NaN            NaN            NaN            NaN
  1466.55        500.000        99.1528                 NaN            NaN  0.528941       0.316148                 NaN  0.211025E-002            NaN            NaN            NaN            NaN
  1465.23        500.000        99.0341                 NaN            NaN  0.602909       0.360596                 NaN  0.237046E-002            NaN            NaN            NaN            NaN
  1463.90        500.000        99.3033                 NaN            NaN  0.259723       0.435252                 NaN  0.167606E-002            NaN            NaN            NaN            NaN
  1462.58        500.000        99.1792                 NaN            NaN  0.512767       0.306079                 NaN  0.193609E-002            NaN            NaN            NaN            NaN
  1461.25        500.000        99.1884                 NaN            NaN  0.506866       0.302812                 NaN  0.188053E-002            NaN            NaN            NaN            NaN
  1459.93        500.000        99.1957                 NaN            NaN  0.502630       0.299832                 NaN  0.182400E-002            NaN            NaN            NaN            NaN
  1458.60        500.000        99.2032                 NaN            NaN  0.296900       0.498152                 NaN  0.176734E-002            NaN            NaN            NaN            NaN
  1457.28        500.000        99.2099                 NaN            NaN  0.294354       0.494005                 NaN  0.171635E-002            NaN            NaN            NaN            NaN
  1455.95        500.000        99.2194                 NaN            NaN  0.488202       0.290755                 NaN  0.165962E-002            NaN            NaN            NaN            NaN
  1454.63        500.000        99.2260                 NaN            NaN  0.484192       0.288211                 NaN  0.160916E-002            NaN            NaN            NaN            NaN
  1453.30        500.000        99.2328                 NaN            NaN  0.480198       0.285440                 NaN  0.155546E-002            NaN            NaN            NaN            NaN
  1451.97        500.000        99.2405                 NaN            NaN  0.282905       0.475054                 NaN  0.150292E-002            NaN            NaN            NaN            NaN
  1450.65        500.000        99.2456                 NaN            NaN  0.472327       0.280592                 NaN  0.145546E-002            NaN            NaN            NaN            NaN
  1449.32        500.000        99.2559                 NaN            NaN  0.276571       0.466162                 NaN  0.140606E-002            NaN            NaN            NaN            NaN
  1448.00        500.000        99.5375                 NaN            NaN  0.171349       0.290299                 NaN  0.843215E-003            NaN            NaN            NaN            NaN
  1446.67        500.000        99.8870                 NaN            NaN  0.935655E-001  0.190793E-001            NaN  0.348283E-003            NaN            NaN            NaN            NaN
  1445.35        500.000        98.3769                 NaN            NaN   1.06748       0.552874                 NaN  0.275812E-002            NaN            NaN            NaN            NaN
  1444.02        500.000        99.2803                 NaN            NaN  0.451561       0.266960                 NaN  0.122689E-002            NaN            NaN            NaN            NaN
  1442.70        500.000        99.2876                 NaN            NaN  0.446985       0.264251                 NaN  0.117570E-002            NaN            NaN            NaN            NaN
  1441.37        500.000        99.2926                 NaN            NaN  0.444112       0.262179                 NaN  0.113379E-002            NaN            NaN            NaN            NaN
  1440.05        500.000        99.3005                 NaN            NaN  0.439082       0.259286                 NaN  0.108853E-002            NaN            NaN            NaN            NaN
  1438.72        500.000        99.3050                 NaN            NaN  0.257347       0.436608                 NaN  0.106617E-002            NaN            NaN            NaN            NaN
  1437.39        500.000        99.3124                 NaN            NaN  0.432000       0.254588                 NaN  0.100859E-002            NaN            NaN            NaN            NaN
  1436.07        500.000        99.3174                 NaN            NaN  0.252597       0.429061                 NaN  0.969975E-003            NaN            NaN            NaN            NaN
  1434.74        500.000        99.3233                 NaN            NaN  0.425262       0.250460                 NaN  0.933205E-003            NaN            NaN            NaN            NaN
  1433.42        500.000        99.2187                 NaN            NaN  0.289015       0.491273                 NaN  0.102637E-002            NaN            NaN            NaN            NaN
  1432.09        500.000        99.4463                 NaN            NaN  0.348280       0.204703                 NaN  0.711791E-003            NaN            NaN            NaN            NaN
  1430.77        500.000        99.3401                 NaN            NaN  0.415618       0.243447                 NaN  0.813197E-003            NaN            NaN            NaN            NaN
  1429.44        500.000        99.3458                 NaN            NaN  0.241212       0.412202                 NaN  0.777367E-003            NaN            NaN            NaN            NaN
  1428.12        500.000        99.3510                 NaN            NaN  0.239250       0.408996                 NaN  0.741048E-003            NaN            NaN            NaN            NaN
  1426.79        500.000        99.3547                 NaN            NaN  0.407049       0.237569                 NaN  0.701726E-003            NaN            NaN            NaN            NaN
  1425.47        500.000        99.3626                 NaN            NaN  0.401845       0.234890                 NaN  0.675438E-003            NaN            NaN            NaN            NaN
  1424.14        500.000        99.3657                 NaN            NaN  0.400351       0.233277                 NaN  0.630962E-003            NaN            NaN            NaN            NaN
  1422.81        500.000        99.3715                 NaN            NaN  0.396899       0.231013                 NaN  0.619781E-003            NaN            NaN            NaN            NaN
  1421.49        500.000        99.3796                 NaN            NaN  0.391414       0.228441                 NaN  0.576852E-003            NaN            NaN            NaN            NaN
  1420.16        500.000        99.3819                 NaN            NaN  0.226996       0.390576                 NaN  0.544000E-003            NaN            NaN            NaN            NaN
  1418.84        500.000        99.3865                 NaN            NaN  0.387779       0.225210                 NaN  0.512741E-003            NaN            NaN            NaN            NaN
  1417.51        500.000        98.7898                 NaN            NaN  0.460101       0.453288                 NaN            NaN  0.296856                 NaN            NaN            NaN
  1416.19        500.000        98.8703                 NaN            NaN  0.344388       0.425153                 NaN            NaN  0.360147                 NaN            NaN            NaN
  1414.86        500.000        97.7801                 NaN            NaN  0.836569       0.676368                 NaN            NaN  0.706995                 NaN            NaN            NaN
  1413.54        500.000        98.3740                 NaN            NaN  0.612066       0.495664                 NaN            NaN  0.518298                 NaN            NaN            NaN
  1412.21        500.000        98.4020                 NaN            NaN  0.487556       0.600942                 NaN            NaN  0.509533                 NaN            NaN            NaN
  1410.89        500.000        98.4281                 NaN            NaN  0.479675       0.591063                 NaN            NaN  0.501174                 NaN            NaN            NaN
  1409.56        500.000        98.4530                 NaN            NaN  0.471538       0.581950                 NaN  0.431827E-003  0.493086                 NaN            NaN            NaN
  1408.24        500.000        98.4851                 NaN            NaN  0.568746       0.462897                 NaN            NaN  0.483263                 NaN            NaN            NaN
  1406.91        500.000        98.5066                 NaN            NaN  0.560054       0.456671                 NaN            NaN  0.476721                 NaN            NaN            NaN
  1405.58        500.000        98.5303                 NaN            NaN  0.550318       0.450008                 NaN            NaN  0.469400                 NaN            NaN            NaN
  1404.26        500.000        98.5529                 NaN            NaN  0.541714       0.443426                 NaN            NaN  0.461910                 NaN            NaN            NaN
  1402.93        500.000        98.5798                 NaN            NaN  0.434867       0.531932                 NaN            NaN  0.453422                 NaN            NaN            NaN
  1401.61        500.000        98.6019                 NaN            NaN  0.523563       0.428020                 NaN            NaN  0.446526                 NaN            NaN            NaN
  1400.28        500.000        98.6201                 NaN            NaN  0.423009       0.516112                 NaN            NaN  0.440805                 NaN            NaN            NaN
  1398.96        500.000        98.6454                 NaN            NaN  0.506576       0.415346                 NaN            NaN  0.432691                 NaN            NaN            NaN
  1397.63        500.000        98.6643                 NaN            NaN  0.409786       0.499112                 NaN            NaN  0.426806                 NaN            NaN            NaN
  1396.31        500.000        98.6834                 NaN            NaN  0.404645       0.491243                 NaN            NaN  0.420744                 NaN            NaN            NaN
  1394.98        500.000        98.7037                 NaN            NaN  0.484091       0.397783                 NaN            NaN  0.414401                 NaN            NaN            NaN
  1393.66        500.000        98.7223                 NaN            NaN  0.477218       0.392146                 NaN            NaN  0.408377                 NaN            NaN            NaN
  1392.33        500.000        98.7437                 NaN            NaN  0.385566       0.469272                 NaN            NaN  0.401500                 NaN            NaN            NaN
  1391.00        500.000        98.7597                 NaN            NaN  0.381065       0.462825                 NaN            NaN  0.396418                 NaN            NaN            NaN
  1389.68        500.000        98.7780                 NaN            NaN  0.375282       0.456185                 NaN            NaN  0.390582                 NaN            NaN            NaN
  1388.35        500.000        98.7944                 NaN            NaN  0.449951       0.370297                 NaN            NaN  0.385304                 NaN            NaN            NaN
  1387.03        500.000        98.8119                 NaN            NaN  0.364789       0.443594                 NaN            NaN  0.379757                 NaN            NaN            NaN
  1385.70        500.000        98.8283                 NaN            NaN  0.360047       0.437243                 NaN            NaN  0.374444                 NaN            NaN            NaN
  1384.38        500.000        98.8444                 NaN            NaN  0.431452       0.354819                 NaN            NaN  0.369342                 NaN            NaN            NaN
  1383.05        500.000        98.8598                 NaN            NaN  0.425706       0.350167                 NaN            NaN  0.364287                 NaN            NaN            NaN
  1381.73        500.000        98.8750                 NaN            NaN  0.345116       0.420377                 NaN            NaN  0.359540                 NaN            NaN            NaN
  1380.40        500.000        98.8896                 NaN            NaN  0.341049       0.414465                 NaN            NaN  0.354840                 NaN            NaN            NaN
  1379.08        500.000        98.9043                 NaN            NaN  0.409186       0.336384                 NaN            NaN  0.350091                 NaN            NaN            NaN
  1377.75        500.000        98.9189                 NaN            NaN  0.403696       0.331998                 NaN            NaN  0.345428                 NaN            NaN            NaN
  1376.42        500.000        98.9326                 NaN            NaN  0.398834       0.327536                 NaN            NaN  0.341021                 NaN            NaN            NaN
  1375.10        500.000        98.9464                 NaN            NaN  0.322864       0.394098                 NaN            NaN  0.336593                 NaN            NaN            NaN
  1373.77        500.000        98.9606                 NaN            NaN  0.388764       0.318830                 NaN            NaN  0.331855                 NaN            NaN            NaN
  1372.45        500.000        98.9716                 NaN            NaN  0.383901       0.316243                 NaN            NaN  0.328272                 NaN            NaN            NaN
  1371.12        500.000        98.9857                 NaN            NaN  0.311064       0.379503                 NaN            NaN  0.323758                 NaN            NaN            NaN
  1369.80        500.000        98.9971                 NaN            NaN  0.375690       0.307019                 NaN            NaN  0.320179                 NaN            NaN            NaN
  1368.47        500.000        99.0059                 NaN            NaN  0.303312       0.373079                 NaN            NaN  0.317740                 NaN            NaN            NaN
  1367.15        500.000        99.0258                 NaN            NaN  0.298181       0.365411                 NaN            NaN  0.310616                 NaN            NaN            NaN
  1365.82        500.000        99.0327                 NaN            NaN  0.362845       0.295933                 NaN            NaN  0.308530                 NaN            NaN            NaN
  1364.50        500.000        99.0441                 NaN            NaN  0.292512       0.358518                 NaN            NaN  0.304820                 NaN            NaN            NaN
  1363.17        500.000        99.0551                 NaN            NaN  0.288701       0.354936                 NaN            NaN  0.301306                 NaN            NaN            NaN
  1361.84        500.000        99.0660                 NaN            NaN  0.285221       0.351084                 NaN            NaN  0.297664                 NaN            NaN            NaN
  1360.52        500.000        99.0771                 NaN            NaN  0.346939       0.281829                 NaN            NaN  0.294125                 NaN            NaN            NaN
  1359.19        500.000        99.0876                 NaN            NaN  0.278341       0.343487                 NaN            NaN  0.290611                 NaN            NaN            NaN
  1357.87        500.000        99.0974                 NaN            NaN  0.274757       0.340357                 NaN            NaN  0.287523                 NaN            NaN            NaN
  1356.54        500.000        99.1070                 NaN            NaN  0.271759       0.336998                 NaN            NaN  0.284244                 NaN            NaN            NaN
  1355.22        500.000        99.1174                 NaN            NaN  0.268515       0.333278                 NaN            NaN  0.280811                 NaN            NaN            NaN
  1353.89        500.000        99.1258                 NaN            NaN  0.330332       0.265803                 NaN            NaN  0.278090                 NaN            NaN            NaN
  1352.57        500.000        99.1362                 NaN            NaN  0.326848       0.262154                 NaN            NaN  0.274791                 NaN            NaN            NaN
  1351.24        500.000        99.1446                 NaN            NaN  0.324190       0.259045                 NaN            NaN  0.272125                 NaN            NaN            NaN
  1349.92        500.000        99.1544                 NaN            NaN  0.256345       0.320726                 NaN            NaN  0.268533                 NaN            NaN            NaN
  1348.59        500.000        99.1627                 NaN            NaN  0.253464       0.317834                 NaN            NaN  0.265982                 NaN            NaN            NaN
  1347.26        500.000        99.1713                 NaN            NaN  0.314626       0.250788                 NaN            NaN  0.263276                 NaN            NaN            NaN
  1345.94        500.000        99.1783                 NaN            NaN  0.312902       0.247956                 NaN            NaN  0.260847                 NaN            NaN            NaN
  1344.61        500.000        99.1885                 NaN            NaN  0.244690       0.309394                 NaN            NaN  0.257434                 NaN            NaN            NaN
  1343.29        500.000        99.1953                 NaN            NaN  0.242051       0.307466                 NaN            NaN  0.255187                 NaN            NaN            NaN
  1341.96        500.000        99.2040                 NaN            NaN  0.238934       0.304584                 NaN            NaN  0.252437                 NaN            NaN            NaN
  1340.64        500.000        99.2108                 NaN            NaN  0.236720       0.302280                 NaN            NaN  0.250206                 NaN            NaN            NaN
  1339.31        500.000        99.2190                 NaN            NaN  0.233683       0.299818                 NaN            NaN  0.247474                 NaN            NaN            NaN
  1337.99        500.000        99.2265                 NaN            NaN  0.297625       0.230918                 NaN            NaN  0.244967                 NaN            NaN            NaN
  1336.66        500.000        99.2337                 NaN            NaN  0.295198       0.228328                 NaN            NaN  0.242769                 NaN            NaN            NaN
  1335.34        500.000        99.2426                 NaN            NaN  0.225510       0.292152                 NaN            NaN  0.239757                 NaN            NaN            NaN
  1334.01        500.000        99.2483                 NaN            NaN  0.223376       0.290476                 NaN            NaN  0.237881                 NaN            NaN            NaN
  1332.69        500.000        99.2529                 NaN            NaN  0.221388       0.289107                 NaN            NaN  0.236595                 NaN            NaN            NaN
  1331.36        500.000        99.2649                 NaN            NaN  0.285784       0.217103                 NaN            NaN  0.232251                 NaN            NaN            NaN
  1330.03        500.000        99.2680                 NaN            NaN  0.284745       0.215893                 NaN            NaN  0.231336                 NaN            NaN            NaN
  1328.71        500.000        99.2750                 NaN            NaN  0.282769       0.213132                 NaN            NaN  0.229099                 NaN            NaN            NaN
  1327.38        500.000        99.2816                 NaN            NaN  0.210736       0.280706                 NaN            NaN  0.226955                 NaN            NaN            NaN
  1326.06        500.000        99.2863                 NaN            NaN  0.209186       0.278999                 NaN            NaN  0.225498                 NaN            NaN            NaN
  1324.73        500.000        99.2940                 NaN            NaN  0.206063       0.277193                 NaN            NaN  0.222785                 NaN            NaN            NaN
  1323.41        500.000        99.2993                 NaN            NaN  0.203722       0.275896                 NaN            NaN  0.221127                 NaN            NaN            NaN
  1322.08        500.000        99.3049                 NaN            NaN  0.274140       0.201723                 NaN            NaN  0.219239                 NaN            NaN            NaN
  1320.76        500.000        99.3115                 NaN            NaN  0.272765       0.198574                 NaN            NaN  0.217165                 NaN            NaN            NaN
  1319.43        500.000        99.4858                 NaN            NaN  0.201104       0.150006                 NaN            NaN  0.163132                 NaN            NaN            NaN
  1318.11        500.000        99.1493                 NaN            NaN  0.339770       0.244054                 NaN            NaN  0.266912                 NaN            NaN            NaN
  1316.78        500.000        99.3268                 NaN            NaN  0.269219       0.191853                 NaN            NaN  0.212107                 NaN            NaN            NaN
  1315.45        500.000        99.3328                 NaN            NaN  0.267849       0.189126                 NaN            NaN  0.210195                 NaN            NaN            NaN
  1314.13        500.000        99.3386                 NaN            NaN  0.186536       0.266475                 NaN            NaN  0.208419                 NaN            NaN            NaN
  1312.80        500.000        99.3426                 NaN            NaN  0.265936       0.184373                 NaN            NaN  0.207075                 NaN            NaN            NaN
  1311.48        500.000        99.3491                 NaN            NaN  0.264239       0.181625                 NaN            NaN  0.205048                 NaN            NaN            NaN
  1310.15        500.000        99.3523                 NaN            NaN  0.179616       0.264153                 NaN            NaN  0.203890                 NaN            NaN            NaN
  1308.83        500.000        99.3575                 NaN            NaN  0.176589       0.263641                 NaN            NaN  0.202241                 NaN            NaN            NaN
  1307.50        500.000        99.3624                 NaN            NaN  0.262152       0.174702                 NaN            NaN  0.200745                 NaN            NaN            NaN
  1306.18        500.000        99.3674                 NaN            NaN  0.171440       0.262069                 NaN            NaN  0.199140                 NaN            NaN            NaN
  1304.85        500.000        99.3716                 NaN            NaN  0.168639       0.261963                 NaN            NaN  0.197792                 NaN            NaN            NaN
  1303.53        500.000        99.3760                 NaN            NaN  0.262013       0.165573                 NaN            NaN  0.196437                 NaN            NaN            NaN
  1302.20        500.000        99.3796                 NaN            NaN  0.161854       0.263210                 NaN            NaN  0.195304                 NaN            NaN            NaN
  1300.87        500.000        99.3747                 NaN            NaN  0.178012       0.244517                 NaN            NaN  0.196633       0.617212E-002            NaN            NaN
  1299.55        500.000        99.3478                 NaN            NaN  0.242416       0.177354                 NaN            NaN  0.204580       0.278251E-001            NaN            NaN
  1298.22        500.000        99.3544                 NaN            NaN  0.176532       0.239210                 NaN            NaN  0.202639       0.272187E-001            NaN            NaN
  1296.90        500.000        99.3608                 NaN            NaN  0.236790       0.175071                 NaN            NaN  0.200721       0.266383E-001            NaN            NaN
  1295.57        500.000        99.3675                 NaN            NaN  0.175026       0.232656                 NaN            NaN  0.198775       0.260641E-001            NaN            NaN
  1294.25        500.000        99.3738                 NaN            NaN  0.229663       0.174140                 NaN            NaN  0.196900       0.254803E-001            NaN            NaN
  1292.92        500.000        99.3804                 NaN            NaN  0.173305       0.226363                 NaN            NaN  0.194972       0.249447E-001            NaN            NaN
  1291.60        500.000        99.3862                 NaN            NaN  0.172883       0.223317                 NaN            NaN  0.193255       0.243641E-001            NaN            NaN
  1290.27        500.000        99.3921                 NaN            NaN  0.171896       0.220640                 NaN            NaN  0.191505       0.238330E-001            NaN            NaN
  1288.95        500.000        99.3984                 NaN            NaN  0.216939       0.171695                 NaN            NaN  0.189679       0.232930E-001            NaN            NaN
  1287.62        500.000        99.4039                 NaN            NaN  0.170762       0.214551                 NaN            NaN  0.188064       0.227667E-001            NaN            NaN
  1286.29        500.000        99.4095                 NaN            NaN  0.212226       0.169624                 NaN            NaN  0.186427       0.222564E-001            NaN            NaN
  1284.97        500.000        99.4148                 NaN            NaN  0.172460       0.206145                 NaN            NaN  0.184854       0.217194E-001            NaN            NaN
  1283.64        500.000        99.4214                 NaN            NaN  0.204974       0.169370                 NaN            NaN  0.182985       0.212644E-001            NaN            NaN
  1282.32        500.000        99.4265                 NaN            NaN  0.371159                 NaN            NaN            NaN  0.181557       0.207529E-001            NaN            NaN
  1280.99        500.000        99.4311                 NaN            NaN  0.368578                 NaN            NaN            NaN  0.180096       0.202616E-001            NaN            NaN
  1279.67        500.000        98.2222                 NaN            NaN  0.626156                 NaN            NaN            NaN  0.319162       0.425441E-001  0.789984                 NaN
  1278.34        500.000        89.7568                 NaN            NaN   2.44196                 NaN            NaN            NaN   1.29715       0.197875        6.30624                 NaN
  1277.02        500.000        90.7789                 NaN            NaN   2.21369                 NaN            NaN            NaN   1.17484       0.176146        5.65647                 NaN
  1275.69        500.000        91.6435                 NaN            NaN   2.01777                 NaN            NaN            NaN   1.07048       0.158235        5.11004                 NaN
  1274.37        500.000        92.3669                 NaN            NaN   1.85325                 NaN            NaN            NaN  0.982716       0.143358        4.65374                 NaN
  1273.04        500.000        92.9773                 NaN            NaN   1.71429                 NaN            NaN            NaN  0.909091       0.130577        4.26872                 NaN
  1271.71        500.000        93.5076                 NaN            NaN   1.59202                 NaN            NaN            NaN  0.843687       0.120011        3.93668                 NaN
  1270.39        500.000        93.9656                 NaN            NaN   1.48628                 NaN            NaN            NaN  0.787455       0.110664        3.65002                 NaN
  1269.06        500.000        94.3702                 NaN            NaN   1.39194                 NaN            NaN            NaN  0.736973       0.102694        3.39822                 NaN
  1267.74        500.000        94.7234                 NaN            NaN   1.30979                 NaN            NaN            NaN  0.693489       0.954226E-001   3.17793                 NaN
  1266.41        500.000        95.0398                 NaN            NaN   1.23539                 NaN            NaN            NaN  0.653772       0.891390E-001   2.98189                 NaN
  1265.09        500.000        95.3147                 NaN            NaN   1.17153                 NaN            NaN            NaN  0.619542       0.834379E-001   2.81079                 NaN
  1263.76        500.000        95.5681                 NaN            NaN   1.11186                 NaN            NaN            NaN  0.587801       0.782303E-001   2.65406                 NaN
  1262.44        500.000        95.7931                 NaN            NaN   1.05857                 NaN            NaN            NaN  0.557910       0.740780E-001   2.51634                 NaN
  1261.11        500.000        96.0000                 NaN            NaN   1.00984                 NaN            NaN            NaN  0.532553       0.695347E-001   2.38805                 NaN
  1259.79        500.000        96.1934                 NaN            NaN  0.963080                 NaN            NaN            NaN  0.507119       0.658181E-001   2.27058                 NaN
  1258.46        500.000        96.3671                 NaN            NaN  0.921283                 NaN            NaN            NaN  0.484013       0.625255E-001   2.16504                 NaN
  1257.14        500.000        96.5273                 NaN            NaN  0.882671                 NaN            NaN            NaN  0.462907       0.593298E-001   2.06775                 NaN
  1255.81        500.000        96.6726                 NaN            NaN  0.848304                 NaN            NaN            NaN  0.444677       0.560718E-001   1.97831                 NaN
  1254.48        500.000        96.8038                 NaN            NaN  0.817754                 NaN            NaN            NaN  0.428562       0.529165E-001   1.89697                 NaN
  1253.16        500.000        96.9339                 NaN            NaN  0.785404                 NaN            NaN            NaN  0.409173       0.509645E-001   1.82055                 NaN
  1251.83        500.000        97.0525                 NaN            NaN  0.756712                 NaN            NaN            NaN  0.393625       0.484318E-001   1.74877                 NaN
  1250.51        500.000        97.1645                 NaN            NaN  0.729279                 NaN            NaN            NaN  0.378927       0.460454E-001   1.68128                 NaN
  1249.18        500.000        97.2685                 NaN            NaN  0.703895                 NaN            NaN            NaN  0.364580       0.439764E-001   1.61909                 NaN
  1247.86        500.000        97.3636                 NaN            NaN  0.680966                 NaN            NaN            NaN  0.352082       0.418218E-001   1.56151                 NaN
  1246.53        500.000        97.4631                 NaN            NaN  0.655313                 NaN            NaN            NaN  0.338733       0.398273E-001   1.50300                 NaN
  1245.21        500.000        97.5378                 NaN            NaN  0.639135                 NaN            NaN            NaN  0.328033       0.381703E-001   1.45689                 NaN
  1243.88        500.000        97.6265                 NaN            NaN  0.615772                 NaN            NaN            NaN  0.315144       0.366463E-001   1.40594                 NaN
  1242.56        500.000        97.7059                 NaN            NaN  0.596127                 NaN            NaN            NaN  0.305278       0.347151E-001   1.35795                 NaN
  1241.23        500.000        97.7715                 NaN            NaN  0.581413                 NaN            NaN            NaN  0.295888       0.331914E-001   1.31797                 NaN
  1239.90        500.000        97.8454                 NaN            NaN  0.562124                 NaN            NaN            NaN  0.285541       0.317894E-001   1.27517                 NaN
  1238.58        500.000        97.9118                 NaN            NaN  0.545696                 NaN            NaN            NaN  0.275920       0.304463E-001   1.23610                 NaN
