|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          O(HP)          pxmn           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1074.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.94064                 NaN            NaN   7.07955                 NaN   41.8059       0.732965        40.4409     
  1072.80        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.94313                 NaN            NaN   7.08143                 NaN   41.8021       0.732019        40.4414     
  1071.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.94575                 NaN            NaN   7.08341                 NaN   41.7980       0.731004        40.4418     
  1070.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.94688                 NaN            NaN   7.08431                 NaN   41.7962       0.730571        40.4420     
  1068.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.95127                 NaN            NaN   7.08755                 NaN   41.7895       0.728872        40.4428     
  1067.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.95288                 NaN            NaN   7.08881                 NaN   41.7870       0.728236        40.4431     
  1065.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.96604                 NaN            NaN   7.09784                 NaN   41.7675       0.723525        40.4451     
  1064.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.73773        3.22980                 NaN   7.09906                 NaN   41.7651       0.722894        40.4454     
  1063.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.95928                 NaN            NaN   7.09350                 NaN   41.7772       0.725807        40.4442     
  1061.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.38437        3.58599                 NaN   7.10138                 NaN   41.7607       0.721700        40.4459     
  1060.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.42357        1.54124                 NaN   7.09793                 NaN   41.7686       0.723505        40.4451     
  1059.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.97124                 NaN            NaN   7.10236                 NaN   41.7590       0.721212        40.4462     
  1057.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.80961        5.16243                 NaN   7.10404                 NaN   41.7573       0.720367        40.4462     
  1056.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.97806                 NaN            NaN   7.10814                 NaN   41.7482       0.718236        40.4473     
  1054.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80354        8.16897                 NaN   7.10474                 NaN   41.7556       0.720573        40.4465     
  1053.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98264       0.109498E-003            NaN   7.11143                 NaN   41.7413       0.716493        40.4481     
  1052.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.10813       0.875403                 NaN   7.11155                 NaN   41.7399       0.716510        40.4485     
  1050.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98907                 NaN            NaN   7.11549                 NaN   41.7318       0.714370        40.4493     
  1049.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.56287        1.97876        6.43127        7.10517                 NaN   41.7549       0.720404        40.4467     
  1048.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.96955        8.00407                 NaN   7.10565                 NaN   41.7538       0.720150        40.4468     
  1046.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.95952        8.01490                 NaN   7.10618                 NaN   41.7526       0.719871        40.4469     
  1045.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.09171        1.89495                 NaN   7.11530                 NaN   41.7344       0.714764        40.4488     
  1043.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.64566        2.33807                 NaN   7.11407                 NaN   41.7384       0.715474        40.4483     
  1042.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.57722        1.41865                 NaN   7.12135                 NaN   41.7205       0.711550        40.4507     
  1041.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.64525        2.34010                 NaN   7.11570                 NaN   41.7356       0.714681        40.4487     
  1039.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.40243        1.60095                 NaN   7.12630                 NaN   41.7090       0.709055        40.4523     
  1038.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83644        8.16848                 NaN   7.12739                 NaN   41.7066       0.708526        40.4526     
  1037.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.70487        2.28824                 NaN   7.12054                 NaN   41.7238       0.712166        40.4504     
  1035.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.73323        2.26606                 NaN   7.12467                 NaN   41.7143       0.710121        40.4516     
  1034.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04963        7.96073                 NaN   7.13141                 NaN   41.6980       0.706543        40.4537     
  1032.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.92285        2.08997                 NaN   7.13322                 NaN   41.6941       0.705623        40.4542     
  1031.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.72821        2.28558                 NaN   7.13440                 NaN   41.6923       0.705085        40.4544     
  1030.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.64999        2.36527                 NaN   7.13550                 NaN   41.6900       0.704559        40.4547     
  1028.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60034        2.41628                 NaN   7.13649                 NaN   41.6878       0.704095        40.4550     
  1027.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.53190        2.48635                 NaN   7.13771                 NaN   41.6851       0.703509        40.4554     
  1026.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.51004        2.51198                 NaN   7.14013                 NaN   41.6794       0.702273        40.4562     
  1024.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30311        2.71406                 NaN   7.13774                 NaN   41.6863       0.703616        40.4552     
  1023.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34484        2.68156                 NaN   7.14346                 NaN   41.6725       0.700615        40.4570     
  1021.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.27935        2.74491                 NaN   7.14205                 NaN   41.6753       0.701558        40.4568     
  1020.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.81417        3.22000                 NaN   7.14946                 NaN   41.6596       0.697845        40.4589     
  1019.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.91754        3.12135                 NaN   7.15480                 NaN   41.6514       0.695345        40.4596     
  1017.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.68943        3.34977                 NaN   7.15510                 NaN   41.6505       0.695329        40.4598     
  1016.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.68924        3.34997                 NaN   7.15510                 NaN   41.6505       0.695328        40.4598     
  1015.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.68921        3.35000                 NaN   7.15511                 NaN   41.6505       0.695328        40.4598     
  1013.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.83114        3.20582                 NaN   7.15332                 NaN   41.6543       0.696152        40.4593     
  1012.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.80994        3.22767                 NaN   7.15377                 NaN   41.6532       0.695929        40.4594     
  1010.99        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.97112        3.07248                 NaN   7.15619                 NaN   41.6451       0.694445        40.4607     
  1009.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.93968        3.10591                 NaN   7.15767                 NaN   41.6419       0.693721        40.4611     
  1008.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.73913        3.30693                 NaN   7.15871                 NaN   41.6405       0.693399        40.4613     
  1006.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.73950        3.30711                 NaN   7.15932                 NaN   41.6395       0.693115        40.4614     
  1005.49        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.75456        3.29482                 NaN   7.16101                 NaN   41.6355       0.692248        40.4619     
  1004.12        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.75619        3.29367                 NaN   7.16153                 NaN   41.6346       0.692013        40.4620     
  1002.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.77651        3.27611                 NaN   7.16330                 NaN   41.6305       0.691099        40.4625     
  1001.37        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.78250        3.27427                 NaN   7.16591                 NaN   41.6243       0.689742        40.4633     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.76243        3.30123                 NaN   7.17016                 NaN   41.6140       0.687522        40.4646     
