|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          O(HP)          pxmn           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1310.44        500.000                 NaN   99.5453                 NaN            NaN            NaN            NaN            NaN  0.110994       0.193411                 NaN  0.149903       0.390449E-003            NaN            NaN            NaN
  1309.07        500.000                 NaN   99.5506                 NaN            NaN            NaN            NaN            NaN  0.109009       0.192207                 NaN  0.147925       0.240483E-003            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.5559                 NaN            NaN            NaN            NaN            NaN  0.107109       0.190806                 NaN  0.146076       0.135119E-003            NaN            NaN            NaN
  1306.32        500.000                 NaN   99.5608                 NaN            NaN            NaN            NaN            NaN  0.105333       0.189466                 NaN  0.144335       0.368257E-004            NaN            NaN            NaN
  1304.95        500.000                 NaN   99.5657                 NaN            NaN            NaN            NaN            NaN  0.187483       0.104119                 NaN  0.142648                 NaN            NaN            NaN            NaN
  1303.57        500.000                 NaN   99.5711                 NaN            NaN            NaN            NaN            NaN  0.185111       0.102760                 NaN  0.140921       0.110763E-003            NaN            NaN            NaN
  1302.20        500.000                 NaN   99.5757                 NaN            NaN            NaN            NaN            NaN  0.101116       0.183855                 NaN  0.139343                 NaN            NaN            NaN            NaN
  1300.83        500.000                 NaN   99.5805                 NaN            NaN            NaN            NaN            NaN  0.995935E-001  0.182191                 NaN  0.137705                 NaN            NaN            NaN            NaN
  1299.45        500.000                 NaN   99.5854                 NaN            NaN            NaN            NaN            NaN  0.984354E-001  0.180113                 NaN  0.136092                 NaN            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.5898                 NaN            NaN            NaN            NaN            NaN  0.178521       0.970490E-001            NaN  0.134589                 NaN            NaN            NaN            NaN
  1296.70        500.000                 NaN   95.9931                 NaN            NaN            NaN            NaN            NaN  0.373663       0.686843                 NaN  0.516347       0.315463E-002   2.42685                 NaN            NaN
  1295.33        500.000                 NaN   85.2946                 NaN            NaN            NaN            NaN            NaN   2.12493        1.22847                 NaN   1.65658       0.214115E-001   9.67403                 NaN            NaN
  1293.96        500.000                 NaN   87.7465                 NaN            NaN            NaN            NaN            NaN   1.77509        1.02581                 NaN   1.38416       0.149165E-001   8.05347                 NaN            NaN
  1292.58        500.000                 NaN   89.5170                 NaN            NaN            NaN            NaN            NaN  0.878785        1.52162                 NaN   1.18736       0.104706E-001   6.88476                 NaN            NaN
  1291.21        500.000                 NaN   90.8454                 NaN            NaN            NaN            NaN            NaN  0.768600        1.33089                 NaN   1.03946       0.716862E-002   6.00845                 NaN            NaN
  1289.84        500.000                 NaN   91.8699                 NaN            NaN            NaN            NaN            NaN   1.18286       0.682697                 NaN  0.925381       0.485087E-002   5.33436                 NaN            NaN
  1288.46        500.000                 NaN   92.7171                 NaN            NaN            NaN            NaN            NaN  0.614218        1.05873                 NaN  0.830708       0.315877E-002   4.77609                 NaN            NaN
  1287.09        500.000                 NaN   93.3878                 NaN            NaN            NaN            NaN            NaN  0.961719       0.557232                 NaN  0.755956       0.177333E-002   4.33548                 NaN            NaN
  1285.72        500.000                 NaN   93.9486                 NaN            NaN            NaN            NaN            NaN  0.511311       0.878354                 NaN  0.693200       0.839613E-003   3.96773                 NaN            NaN
  1284.34        500.000                 NaN   94.4317                 NaN            NaN            NaN            NaN            NaN  0.471015       0.807406                 NaN  0.639058                 NaN   3.65079                 NaN            NaN
  1282.97        500.000                 NaN   94.8327                 NaN            NaN            NaN            NaN            NaN  0.737783       0.442891                 NaN  0.596299       0.151511E-002   3.38879                 NaN            NaN
  1281.59        500.000                 NaN   95.2063                 NaN            NaN            NaN            NaN            NaN  0.411455       0.684870                 NaN  0.552584                 NaN   3.14480                 NaN            NaN
  1280.22        500.000                 NaN   95.5149                 NaN            NaN            NaN            NaN            NaN  0.387159       0.636219                 NaN  0.518059                 NaN   2.94362                 NaN            NaN
  1278.85        500.000                 NaN   95.7890                 NaN            NaN            NaN            NaN            NaN  0.592694       0.366097                 NaN  0.487231                 NaN   2.76499                 NaN            NaN
  1277.47        500.000                 NaN   96.0378                 NaN            NaN            NaN            NaN            NaN  0.346882       0.553116                 NaN  0.459101                 NaN   2.60314                 NaN            NaN
  1276.10        500.000                 NaN   96.2585                 NaN            NaN            NaN            NaN            NaN  0.518819       0.328925                 NaN  0.434009                 NaN   2.45973                 NaN            NaN
  1274.73        500.000                 NaN   96.4590                 NaN            NaN            NaN            NaN            NaN  0.312915       0.487300                 NaN  0.411286                 NaN   2.32953                 NaN            NaN
  1273.35        500.000                 NaN   96.6396                 NaN            NaN            NaN            NaN            NaN  0.299084       0.458344                 NaN  0.390430                 NaN   2.21252                 NaN            NaN
  1271.98        500.000                 NaN   96.8044                 NaN            NaN            NaN            NaN            NaN  0.432737       0.285443                 NaN  0.371552                 NaN   2.10588                 NaN            NaN
  1270.61        500.000                 NaN   96.9558                 NaN            NaN            NaN            NaN            NaN  0.273978       0.408269                 NaN  0.354012                 NaN   2.00797                 NaN            NaN
  1269.23        500.000                 NaN   97.0953                 NaN            NaN            NaN            NaN            NaN  0.386798       0.262486                 NaN  0.337928                 NaN   1.91751                 NaN            NaN
  1267.86        500.000                 NaN   97.2236                 NaN            NaN            NaN            NaN            NaN  0.366350       0.252236                 NaN  0.322920                 NaN   1.83488                 NaN            NaN
  1266.49        500.000                 NaN   97.3426                 NaN            NaN            NaN            NaN            NaN  0.242074       0.347995                 NaN  0.308973                 NaN   1.75836                 NaN            NaN
  1265.11        500.000                 NaN   97.4511                 NaN            NaN            NaN            NaN            NaN  0.330829       0.233759                 NaN  0.296316                 NaN   1.68798                 NaN            NaN
  1263.74        500.000                 NaN   97.5491                 NaN            NaN            NaN            NaN            NaN  0.225687       0.315324                 NaN  0.284854                 NaN   1.62507                 NaN            NaN
  1262.36        500.000                 NaN   97.6549                 NaN            NaN            NaN            NaN            NaN  0.216926       0.299395                 NaN  0.272334                 NaN   1.55645                 NaN            NaN
  1260.99        500.000                 NaN   97.7374                 NaN            NaN            NaN            NaN            NaN  0.209530       0.286990                 NaN  0.262650                 NaN   1.50346                 NaN            NaN
  1259.62        500.000                 NaN   97.8227                 NaN            NaN            NaN            NaN            NaN  0.203111       0.273177                 NaN  0.252409                 NaN   1.44861                 NaN            NaN
  1258.24        500.000                 NaN   97.9005                 NaN            NaN            NaN            NaN            NaN  0.260872       0.196691                 NaN  0.243216                 NaN   1.39877                 NaN            NaN
  1256.87        500.000                 NaN   97.9737                 NaN            NaN            NaN            NaN            NaN  0.189739       0.250463                 NaN  0.234404                 NaN   1.35169                 NaN            NaN
  1255.50        500.000                 NaN   98.0445                 NaN            NaN            NaN            NaN            NaN  0.184340       0.239147                 NaN  0.225931                 NaN   1.30608                 NaN            NaN
  1254.12        500.000                 NaN   98.1099                 NaN            NaN            NaN            NaN            NaN  0.179053       0.228782                 NaN  0.217996                 NaN   1.26431                 NaN            NaN
  1252.75        500.000                 NaN   98.1715                 NaN            NaN            NaN            NaN            NaN  0.173766       0.219772                 NaN  0.210706                 NaN   1.22422                 NaN            NaN
  1251.38        500.000                 NaN   98.2283                 NaN            NaN            NaN            NaN            NaN  0.169187       0.210907                 NaN  0.203858                 NaN   1.18770                 NaN            NaN
  1250.00        500.000                 NaN   98.2865                 NaN            NaN            NaN            NaN            NaN  0.202574       0.163576                 NaN  0.196750                 NaN   1.15061                 NaN            NaN
  1248.63        500.000                 NaN   98.3357                 NaN            NaN            NaN            NaN            NaN  0.194732       0.159982                 NaN  0.190852                 NaN   1.11877                 NaN            NaN
  1247.25        500.000                 NaN   98.3904                 NaN            NaN            NaN            NaN            NaN  0.186819       0.154892                 NaN  0.184129                 NaN   1.08373                 NaN            NaN
  1245.88        500.000                 NaN   98.4366                 NaN            NaN            NaN            NaN            NaN  0.150923       0.179903                 NaN  0.178665                 NaN   1.05391                 NaN            NaN
  1244.51        500.000                 NaN   98.4818                 NaN            NaN            NaN            NaN            NaN  0.173047       0.146923                 NaN  0.173039                 NaN   1.02524                 NaN            NaN
  1243.13        500.000                 NaN   98.5241                 NaN            NaN            NaN            NaN            NaN  0.143559       0.166783                 NaN  0.167823                 NaN  0.997724                 NaN            NaN
  1241.76        500.000                 NaN   98.5683                 NaN            NaN            NaN            NaN            NaN  0.160216       0.139862                 NaN  0.162516                 NaN  0.969150                 NaN            NaN
  1240.39        500.000                 NaN   98.6020                 NaN            NaN            NaN            NaN            NaN  0.136412       0.155499                 NaN  0.158444                 NaN  0.947650                 NaN            NaN
  1239.01        500.000                 NaN   98.6459                 NaN            NaN            NaN            NaN            NaN  0.149001       0.133119                 NaN  0.153090                 NaN  0.918872                 NaN            NaN
  1237.64        500.000                 NaN   98.6794                 NaN            NaN            NaN            NaN            NaN  0.130550       0.143849                 NaN  0.148926                 NaN  0.897286                 NaN            NaN
  1236.27        500.000                 NaN   98.7137                 NaN            NaN            NaN            NaN            NaN  0.139016       0.127221                 NaN  0.144792                 NaN  0.875276                 NaN            NaN
  1234.89        500.000                 NaN   98.7473                 NaN            NaN            NaN            NaN            NaN  0.124135       0.134017                 NaN  0.140594                 NaN  0.853945                 NaN            NaN
  1233.52        500.000                 NaN   98.7732                 NaN            NaN            NaN            NaN            NaN  0.121478       0.130545                 NaN  0.137600                 NaN  0.837162                 NaN            NaN
  1232.14        500.000                 NaN   98.8143                 NaN            NaN            NaN            NaN            NaN  0.118720       0.125270                 NaN  0.132488                 NaN  0.809185                 NaN            NaN
  1230.77        500.000                 NaN   98.8375                 NaN            NaN            NaN            NaN            NaN  0.117164       0.120746                 NaN  0.129626                 NaN  0.794960                 NaN            NaN
  1229.40        500.000                 NaN   98.8654                 NaN            NaN            NaN            NaN            NaN  0.114837       0.116885                 NaN  0.126210                 NaN  0.776673                 NaN            NaN
  1228.02        500.000                 NaN   98.8926                 NaN            NaN            NaN            NaN            NaN  0.113004       0.112372                 NaN  0.122856                 NaN  0.759179                 NaN            NaN
  1226.65        500.000                 NaN   98.9178                 NaN            NaN            NaN            NaN            NaN  0.110206       0.109483                 NaN  0.119823                 NaN  0.742731                 NaN            NaN
  1225.28        500.000                 NaN   98.9429                 NaN            NaN            NaN            NaN            NaN  0.108416       0.105725                 NaN  0.116708                 NaN  0.726279                 NaN            NaN
  1223.90        500.000                 NaN   98.9679                 NaN            NaN            NaN            NaN            NaN  0.102214       0.106044                 NaN  0.113595                 NaN  0.710273                 NaN            NaN
  1222.53        500.000                 NaN   98.9891                 NaN            NaN            NaN            NaN            NaN  0.104426       0.993201E-001            NaN  0.111133                 NaN  0.696019                 NaN            NaN
  1221.16        500.000                 NaN   99.0131                 NaN            NaN            NaN            NaN            NaN  0.952426E-001  0.103136                 NaN  0.108083                 NaN  0.680466                 NaN            NaN
  1219.78        500.000                 NaN   99.0334                 NaN            NaN            NaN            NaN            NaN  0.101973       0.919381E-001            NaN  0.105604                 NaN  0.667089                 NaN            NaN
  1218.41        500.000                 NaN   99.0551                 NaN            NaN            NaN            NaN            NaN  0.998400E-001  0.888447E-001            NaN  0.102883                 NaN  0.653349                 NaN            NaN
  1217.03        500.000                 NaN   99.0752                 NaN            NaN            NaN            NaN            NaN  0.857683E-001  0.986127E-001            NaN  0.100440                 NaN  0.640009                 NaN            NaN
  1215.66        500.000                 NaN   99.0832                 NaN            NaN            NaN            NaN            NaN  0.736113E-001  0.107026                 NaN  0.992623E-001            NaN  0.635128       0.174904E-002            NaN
  1214.29        500.000                 NaN   98.9730                 NaN            NaN            NaN            NaN            NaN  0.178301                 NaN            NaN  0.110630                 NaN  0.715320       0.227441E-001            NaN
  1212.91        500.000                 NaN   98.6627                 NaN            NaN            NaN            NaN            NaN  0.191780                 NaN            NaN  0.130348                 NaN  0.831390       0.242893E-001  0.159450     
  1211.54        500.000                 NaN   92.5219                 NaN            NaN            NaN            NaN            NaN  0.534184                 NaN            NaN  0.554101                 NaN   3.23341       0.640786E-001   3.09229     
  1210.17        500.000                 NaN   92.7890                 NaN            NaN            NaN            NaN            NaN  0.517767                 NaN            NaN  0.531778                 NaN   3.11599       0.608397E-001   2.98462     
  1208.79        500.000                 NaN   93.0140                 NaN            NaN            NaN            NaN            NaN  0.505279                 NaN            NaN  0.514865                 NaN   3.01553       0.573910E-001   2.89294     
  1207.42        500.000                 NaN   93.1995                 NaN            NaN            NaN            NaN            NaN  0.494046                 NaN            NaN  0.499509                 NaN   2.93435       0.547610E-001   2.81785     
  1206.05        500.000                 NaN   93.3315                 NaN            NaN            NaN            NaN            NaN  0.486593                 NaN            NaN  0.488732                 NaN   2.87590       0.522927E-001   2.76500     
  1204.67        500.000                 NaN   93.4102                 NaN            NaN            NaN            NaN            NaN  0.483536                 NaN            NaN  0.481336                 NaN   2.84144       0.504047E-001   2.73309     
  1203.30        500.000                 NaN   93.4357                 NaN            NaN            NaN            NaN            NaN  0.483105                 NaN            NaN  0.478006                 NaN   2.83073       0.487481E-001   2.72367     
  1201.92        500.000                 NaN   93.3917                 NaN            NaN            NaN            NaN            NaN  0.486997                 NaN            NaN  0.479927                 NaN   2.85142       0.475273E-001   2.74245     
  1200.55        500.000                 NaN   93.2237                 NaN            NaN            NaN            NaN            NaN  0.500130                 NaN            NaN  0.489910                 NaN   2.92666       0.469906E-001   2.81262     
  1199.18        500.000                 NaN   92.8951                 NaN            NaN            NaN            NaN            NaN  0.487850                 NaN            NaN  0.495381                 NaN   3.09738       0.516932E-001   2.97259     
  1197.80        500.000                 NaN   84.7349                 NaN            NaN            NaN            NaN            NaN  0.801145                 NaN            NaN   1.09200       0.467976E-001   6.42930       0.949474E-001   6.80092     
  1196.43        500.000                 NaN   97.0637                 NaN            NaN            NaN            NaN            NaN  0.284412       0.144057                 NaN  0.203423       0.930523E-002   1.45831       0.116116E-001  0.825140     
  1195.06        500.000                 NaN   81.6146                 NaN            NaN            NaN            NaN            NaN   1.05571                 NaN            NaN   1.30490       0.327584E-001   7.82178       0.109749        8.06053     
  1193.68        500.000                 NaN   71.9642                 NaN            NaN            NaN            NaN            NaN   1.66728                 NaN            NaN   1.81560       0.688199E-001   12.9437       0.144534        11.3958     
  1192.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.55718                 NaN            NaN   6.48893       0.294488        44.5537       0.518786        42.5869     
  1190.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58785                 NaN            NaN   6.49235       0.289261        44.5419       0.517536        42.5711     
  1189.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.63766                 NaN            NaN   6.49834       0.280684        44.5226       0.515329        42.5454     
  1188.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.69002                 NaN            NaN   6.50465       0.271647        44.5025       0.513002        42.5181     
  1186.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.96177                 NaN            NaN   6.53648       0.223646        44.4092       0.501272        42.3676     
  1185.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81301                 NaN            NaN   6.51958       0.250141        44.4566       0.507493        42.4532     
  1184.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.88406                 NaN            NaN   6.52824       0.237875        44.4297       0.504291        42.4158     
  1182.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.03991                 NaN            NaN   6.54610       0.210137        44.3778       0.497670        42.3284     
  1181.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.08838                 NaN            NaN   6.55166       0.201477        44.3611       0.495586        42.3018     
  1179.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.11720                 NaN            NaN   6.55516       0.196434        44.3500       0.494267        42.2869     
  1178.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.24681                 NaN            NaN   6.57228       0.174779        44.2968       0.487961        42.2213     
  1177.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37197                 NaN            NaN   6.58739       0.152904        44.2521       0.482334        42.1533     
  1175.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.51289                 NaN            NaN   6.60425       0.128182        44.2025       0.476035        42.0761     
  1174.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.69306                 NaN            NaN   6.63154       0.974892E-001   44.1306       0.466631        41.9806     
  1173.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.76942                 NaN            NaN   6.64132       0.841382E-001   44.1027       0.463054        41.9394     
  1171.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.18230                 NaN            NaN   6.69264       0.117598E-001   43.9581       0.444141        41.7111     
  1170.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25378                 NaN            NaN   6.70571                 NaN   43.9252       0.439845        41.6755     
  1168.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.24199                 NaN            NaN   6.69277                 NaN   43.9472       0.443076        41.6749     
  1167.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25409                 NaN            NaN   6.70631                 NaN   43.9224       0.439651        41.6775     
  1166.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.24533                 NaN            NaN   6.69629                 NaN   43.9388       0.442135        41.6775     
  1164.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.24683                 NaN            NaN   6.69788                 NaN   43.9349       0.441708        41.6787     
  1163.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25867                 NaN            NaN   6.71142                 NaN   43.9104       0.438276        41.6812     
  1162.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25843                 NaN            NaN   6.71136                 NaN   43.9098       0.438271        41.6821     
  1160.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25371                 NaN            NaN   6.70617                 NaN   43.9181       0.439563        41.6825     
  1159.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25407                 NaN            NaN   6.70668                 NaN   43.9163       0.439411        41.6835     
  1157.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25332                 NaN            NaN   6.70468                 NaN   43.9174       0.439831        41.6848     
  1156.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25446                 NaN            NaN   6.70587                 NaN   43.9142       0.439507        41.6860     
  1155.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25566                 NaN            NaN   6.70707                 NaN   43.9109       0.439170        41.6872     
  1153.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25712                 NaN            NaN   6.71116                 NaN   43.9057       0.438204        41.6878     
  1152.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25793                 NaN            NaN   6.70936                 NaN   43.9046       0.438521        41.6895     
  1151.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25912                 NaN            NaN   6.71053                 NaN   43.9014       0.438188        41.6907     
  1149.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25853                 NaN            NaN   6.71151                 NaN   43.9006       0.438008        41.6914     
  1148.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.26328                 NaN            NaN   6.71346                 NaN   43.8922       0.437312        41.6938     
  1146.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25748                 NaN            NaN   6.71150                 NaN   43.9002       0.437976        41.6928     
  1145.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.26122                 NaN            NaN   6.71344                 NaN   43.8929       0.437482        41.6950     
  1144.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.26037                 NaN            NaN   6.71386                 NaN   43.8930       0.437292        41.6955     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25865                 NaN            NaN   6.71290                 NaN   43.8947       0.437668        41.6961     
  1141.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25672                 NaN            NaN   6.71179                 NaN   43.8968       0.438096        41.6966     
  1140.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.27302                 NaN            NaN   6.72272                 NaN   43.8681       0.434685        41.7015     
  1138.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28224                 NaN            NaN   6.73230                 NaN   43.8496       0.432108        41.7037     
  1137.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28310                 NaN            NaN   6.73502                 NaN   43.8461       0.431383        41.7044     
  1135.99        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28497                 NaN            NaN   6.73489                 NaN   43.8427       0.431341        41.7061     
  1134.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.27933                 NaN            NaN   6.72880                 NaN   43.8523       0.432950        41.7066     
  1133.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.27986                 NaN            NaN   6.73137                 NaN   43.8496       0.432714        41.7065     
  1131.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.27931                 NaN            NaN   6.73188                 NaN   43.8487       0.432546        41.7076     
  1130.50        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28295                 NaN            NaN   6.73423                 NaN   43.8420       0.431860        41.7090     
  1129.12        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28646                 NaN            NaN   6.73533                 NaN   43.8353       0.431056        41.7119     
  1127.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28822                 NaN            NaN   6.73690                 NaN   43.8311       0.430598        41.7132     
  1126.37        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29012                 NaN            NaN   6.73856                 NaN   43.8267       0.430113        41.7145     
  1125.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29315                 NaN            NaN   6.74253                 NaN   43.8196       0.429039        41.7157     
  1123.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29383                 NaN            NaN   6.74189                 NaN   43.8180       0.429138        41.7171     
  1122.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29538                 NaN            NaN   6.74339                 NaN   43.8141       0.428701        41.7184     
  1120.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29738                 NaN            NaN   6.74512                 NaN   43.8095       0.428191        41.7198     
  1119.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29844                 NaN            NaN   6.74769                 NaN   43.8061       0.427521        41.7202     
  1118.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29952                 NaN            NaN   6.74862                 NaN   43.8032       0.427232        41.7214     
  1116.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30294                 NaN            NaN   6.75009                 NaN   43.7965       0.426726        41.7237     
  1115.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30308                 NaN            NaN   6.75111                 NaN   43.7948       0.426448        41.7245     
  1114.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31046                 NaN            NaN   6.75790                 NaN   43.7804       0.424854        41.7264     
  1112.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29670                 NaN            NaN   6.74623                 NaN   43.8036       0.428139        41.7253     
  1111.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30601                 NaN            NaN   6.75413                 NaN   43.7867       0.425540        41.7276     
  1109.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31129                 NaN            NaN   6.75776                 NaN   43.7763       0.424487        41.7302     
  1108.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30945                 NaN            NaN   6.75694                 NaN   43.7786       0.424688        41.7303     
  1107.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31144                 NaN            NaN   6.75853                 NaN   43.7742       0.424206        41.7317     
  1105.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31427                 NaN            NaN   6.76145                 NaN   43.7676       0.423703        41.7330     
  1104.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31616                 NaN            NaN   6.76226                 NaN   43.7639       0.423082        41.7346     
  1103.02        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31901                 NaN            NaN   6.76449                 NaN   43.7580       0.422414        41.7361     
  1101.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.32235                 NaN            NaN   6.76706                 NaN   43.7512       0.421644        41.7377     
  1100.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33011                 NaN            NaN   6.77317                 NaN   43.7361       0.420390        41.7402     
  1098.90        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33162                 NaN            NaN   6.77447                 NaN   43.7325       0.419857        41.7415     
  1097.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33297                 NaN            NaN   6.77567                 NaN   43.7291       0.419465        41.7427     
  1096.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33471                 NaN            NaN   6.77717                 NaN   43.7250       0.419073        41.7440     
  1094.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33591                 NaN            NaN   6.77826                 NaN   43.7220       0.418623        41.7452     
  1093.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33752                 NaN            NaN   6.77965                 NaN   43.7182       0.418169        41.7465     
  1092.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33923                 NaN            NaN   6.78112                 NaN   43.7142       0.417689        41.7478     
  1090.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34106                 NaN            NaN   6.78267                 NaN   43.7100       0.417181        41.7491     
  1089.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34391                 NaN            NaN   6.78499                 NaN   43.7042       0.416236        41.7507     
  1087.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34520                 NaN            NaN   6.78611                 NaN   43.7008       0.416055        41.7518     
  1086.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34734                 NaN            NaN   6.78842                 NaN   43.6956       0.415199        41.7535     
  1085.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35005                 NaN            NaN   6.79006                 NaN   43.6905       0.414755        41.7546     
  1083.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35139                 NaN            NaN   6.79208                 NaN   43.6854       0.414399        41.7567     
  1082.42        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35431                 NaN            NaN   6.79422                 NaN   43.6804       0.413424        41.7577     
  1081.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35483                 NaN            NaN   6.79481                 NaN   43.6783       0.413344        41.7587     
  1079.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35776                 NaN            NaN   6.79721                 NaN   43.6722       0.412549        41.7603     
  1078.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36070                 NaN            NaN   6.79958                 NaN   43.6662       0.411784        41.7618     
  1076.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36321                 NaN            NaN   6.80168                 NaN   43.6608       0.411135        41.7632     
  1075.55        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36496                 NaN            NaN   6.80341                 NaN   43.6564       0.410600        41.7647     
