|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1746.87        500.000        99.4943       0.493649       0.120086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3645       0.620553       0.149219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4207       0.565690       0.135745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4258       0.560927       0.133056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5264       0.462654       0.109167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3036       0.680393       0.159907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4115       0.575107       0.134193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4104       0.576278       0.133291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4597       0.528176       0.121429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3430       0.642342       0.146570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3972       0.589454       0.133618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2063       0.776295       0.174503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5792       0.412085       0.871833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3767       0.609425       0.138998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3823       0.604395       0.133142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3760       0.610614       0.133739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3889       0.598076       0.129901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.8716       0.125035       0.331693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.8490        1.12744       0.235810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3613       0.625416       0.133191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3780       0.609092       0.128759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3339       0.652420       0.137133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3484       0.638326       0.133126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0715       0.909723       0.188223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.6354       0.357229       0.736911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3211       0.665315       0.136065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3352       0.651581       0.132355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.8462        1.13108       0.227596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.8097       0.186530       0.372103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3220       0.664746       0.132780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3190       0.667724       0.132500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.7692        1.20708       0.237516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.8626       0.134756       0.264080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3103       0.676501       0.131969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3018       0.684927       0.132903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3012       0.685492       0.132654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9928       0.642674E-002  0.758435E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        98.6140        1.36049       0.254652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2958       0.691068       0.131803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1374       0.846608       0.160038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4453       0.544373       0.102926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2871       0.699744       0.131901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2856       0.701195       0.131690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2869       0.700018       0.131037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2461       0.740103       0.137628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.7419       0.253444       0.464908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.8575        1.12163       0.209169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2788       0.708102       0.131053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2787       0.708231       0.130811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4236       0.565948       0.104535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1323       0.851964       0.157019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2769       0.710080       0.130479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2784       0.708551       0.130035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2745       0.712431       0.130826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2725       0.700925       0.127227E-001  0.138736E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2349       0.180318       0.749455E-002   1.57730                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1994       0.107161                 NaN   1.69345                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2016       0.102725                 NaN   1.69569                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2398       0.100891                 NaN   1.65935                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2602       0.964150E-001            NaN   1.64334                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3001       0.893188E-001            NaN   1.61058                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3309       0.899745E-001            NaN   1.57912                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3574       0.833172E-001            NaN   1.55932                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3852       0.819337E-001            NaN   1.53286                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4094       0.796933E-001            NaN   1.51092                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4408       0.738284E-001            NaN   1.48540                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4631       0.686101E-001            NaN   1.46829                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4920       0.691783E-001            NaN   1.43883                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5111       0.614864E-001            NaN   1.42742                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5383       0.621615E-001            NaN   1.39949                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5609       0.585818E-001            NaN   1.38048                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5823       0.563033E-001            NaN   1.36137                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6027       0.509826E-001            NaN   1.34636                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6234       0.501074E-001            NaN   1.32646                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6390       0.422736E-001            NaN   1.31871                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6683       0.420646E-001            NaN   1.28966                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6840       0.386812E-001            NaN   1.27734                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7014       0.354340E-001            NaN   1.26316                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7203       0.338243E-001            NaN   1.24589                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7372       0.297647E-001            NaN   1.23303                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7551       0.265023E-001            NaN   1.21844                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7688       0.244085E-001            NaN   1.20683                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7875       0.218367E-001            NaN   1.19070                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8018       0.190512E-001            NaN   1.17917                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8223       0.171843E-001            NaN   1.16048                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8318       0.121247E-001            NaN   1.15610                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8464       0.902359E-002            NaN   1.14455                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8607       0.880386E-002            NaN   1.13048                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8755       0.345139E-002            NaN   1.12107                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8889       0.843781E-002            NaN   1.10265                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9045       0.287517E-001            NaN   1.06673                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9233       0.680731E-001            NaN   1.00862                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9270                 NaN            NaN   1.07302                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9515       0.920807E-001            NaN  0.956458                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9485                 NaN            NaN   1.05145                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9582                 NaN            NaN   1.04182                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9762                 NaN            NaN   1.02385                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9812                 NaN            NaN   1.01879                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9945                 NaN            NaN   1.00546                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0051                 NaN            NaN  0.994859                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0173                 NaN            NaN  0.982692                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0255                 NaN            NaN  0.974498                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0351                 NaN            NaN  0.964918                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0442                 NaN            NaN  0.955811                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0468                 NaN            NaN  0.953156                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0603                 NaN            NaN  0.939716                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0658                 NaN            NaN  0.934151                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0733                 NaN            NaN  0.926679                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0818                 NaN            NaN  0.918168                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0908                 NaN            NaN  0.909245                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0979                 NaN            NaN  0.902099                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1029                 NaN            NaN  0.897069                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9745                 NaN            NaN  0.250188       0.775309                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8440                 NaN            NaN            NaN   1.15603                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.8267                 NaN            NaN            NaN   1.17325                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5632                 NaN            NaN            NaN  0.436874       0.999916                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.1638                 NaN            NaN            NaN   1.13509       0.701150                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.1922                 NaN            NaN            NaN   1.11907       0.688695                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2190                 NaN            NaN            NaN   1.10266       0.678366                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4177                 NaN            NaN  0.330087        1.25226                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.1066                 NaN            NaN            NaN  0.938874       0.954557                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.4939                 NaN            NaN  0.265856        1.24027                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.1267                 NaN            NaN            NaN  0.906551       0.966763                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3427                 NaN            NaN            NaN  0.627025        1.03028                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3629                 NaN            NaN            NaN  0.618360        1.01873                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3869                 NaN            NaN            NaN  0.608494        1.00461                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4063                 NaN            NaN            NaN  0.599788       0.993951                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4256                 NaN            NaN            NaN  0.982462       0.591962                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4471                 NaN            NaN            NaN  0.968854       0.584053                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4663                 NaN            NaN            NaN  0.958234       0.575439                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4827                 NaN            NaN            NaN  0.567726       0.949577                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.5023                 NaN            NaN            NaN  0.560391       0.937324                 NaN            NaN            NaN            NaN
  1416.04        500.000        97.4447                 NaN            NaN            NaN   1.03792        1.05085       0.466559                 NaN            NaN            NaN
  1413.53        500.000        96.1355                 NaN            NaN            NaN   1.15058        1.66228        1.05168                 NaN            NaN            NaN
  1411.03        500.000        96.2553                 NaN            NaN            NaN   1.11566        1.61101        1.01799                 NaN            NaN            NaN
  1408.52        500.000        96.3666                 NaN            NaN            NaN   1.08226        1.56425       0.986846                 NaN            NaN            NaN
  1406.02        500.000        96.4710                 NaN            NaN            NaN   1.05158        1.51998       0.957469                 NaN            NaN            NaN
  1403.51        500.000        96.5714                 NaN            NaN            NaN   1.47850        1.02067       0.929412                 NaN            NaN            NaN
  1401.00        500.000        96.6641                 NaN            NaN            NaN  0.993272        1.43979       0.902876                 NaN            NaN            NaN
  1398.50        500.000        96.7533                 NaN            NaN            NaN   1.40352       0.965071       0.878116                 NaN            NaN            NaN
  1395.99        500.000        96.8393                 NaN            NaN            NaN  0.939871        1.36766       0.853197                 NaN            NaN            NaN
  1393.48        500.000        96.9193                 NaN            NaN            NaN  0.915091        1.33512       0.830530                 NaN            NaN            NaN
  1390.98        500.000        96.9955                 NaN            NaN            NaN   1.30365       0.892346       0.808510                 NaN            NaN            NaN
  1388.47        500.000        97.0680                 NaN            NaN            NaN   1.27480       0.869463       0.787784                 NaN            NaN            NaN
  1385.96        500.000        97.1380                 NaN            NaN            NaN  0.847957        1.24655       0.767516                 NaN            NaN            NaN
  1383.46        500.000        97.2033                 NaN            NaN            NaN   1.22147       0.826548       0.748703                 NaN            NaN            NaN
