|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/YM20/YM20_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1576.92        500.000       0.105571E-001   99.0160       0.973430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.47        500.000                 NaN   99.5583       0.441364       0.286033E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1574.03        500.000                 NaN   98.7514        1.24863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.58        500.000                 NaN   99.1554       0.844641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.14        500.000                 NaN   99.1464       0.842484       0.111465E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        500.000                 NaN   99.1854       0.796448       0.181125E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1568.24        500.000                 NaN   99.1795       0.806903       0.135953E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.80        500.000                 NaN   99.1875       0.771255       0.412442E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1565.35        500.000                 NaN   99.1940       0.766016       0.399953E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000                 NaN   99.2001       0.760654       0.392512E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1562.46        500.000                 NaN   99.1958       0.769101       0.350651E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        500.000                 NaN   99.2266       0.743534       0.298206E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.57        500.000                 NaN   99.2219       0.729233       0.488812E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.12        500.000                 NaN   99.4989       0.482656       0.184874E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   98.9564       0.992834       0.507476E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.23        500.000                 NaN   98.5408        1.39901       0.601839E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.79        500.000                 NaN   99.8736       0.121976       0.439981E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1552.34        500.000                 NaN   99.6718       0.313988       0.141859E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.89        500.000                 NaN   98.9031        1.05489       0.420084E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.45        500.000                 NaN   99.2699       0.700880       0.292557E-001            NaN            NaN            NaN            NaN            NaN            NaN
