|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1576.92        500.000       0.680027E-002   99.1355       0.857665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.47        500.000                 NaN   99.6112       0.388587       0.245994E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1574.03        500.000                 NaN   98.9002        1.09976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.58        500.000                 NaN   99.2565       0.743451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.14        500.000                 NaN   99.2490       0.741404       0.958929E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        500.000                 NaN   99.2837       0.700763       0.155772E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1568.24        500.000                 NaN   99.2785       0.709814       0.116888E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.80        500.000                 NaN   99.2862       0.678335       0.354477E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1565.35        500.000                 NaN   99.2921       0.673547       0.343592E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000                 NaN   99.2976       0.668687       0.337117E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1562.46        500.000                 NaN   99.2939       0.675966       0.301012E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        500.000                 NaN   99.3211       0.653342       0.255934E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1559.57        500.000                 NaN   99.3174       0.640661       0.419368E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.12        500.000                 NaN   99.5604       0.423748       0.158447E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.0845       0.871954       0.435099E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.23        500.000                 NaN   98.7198        1.22860       0.515820E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.79        500.000                 NaN   99.8892       0.107010       0.376775E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1552.34        500.000                 NaN   99.7125       0.275369       0.121442E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.89        500.000                 NaN   99.0381       0.925949       0.359808E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.45        500.000                 NaN   99.3601       0.614860       0.250368E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.00        500.000                 NaN   99.3589       0.618478       0.226073E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        500.000                 NaN   99.3660       0.611447       0.225868E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.11        500.000                 NaN   99.3703       0.608155       0.215428E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000                 NaN   99.3738       0.605875       0.203728E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.22        500.000                 NaN   99.3800       0.599499       0.204848E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.77        500.000                 NaN   99.3864       0.594257       0.192979E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.33        500.000                 NaN   99.3891       0.592599       0.183436E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000                 NaN   99.3938       0.589220       0.170020E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.43        500.000                 NaN   99.2750       0.711002       0.140105E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        500.000                 NaN   99.9600       0.387860E-001  0.124258E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1533.54        500.000                 NaN   98.9664        1.00918       0.244214E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        500.000                 NaN   99.4125       0.573537       0.139822E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.65        500.000                 NaN   99.4149       0.572764       0.122876E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.20        500.000                 NaN   99.4208       0.564802       0.144305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.76        500.000                 NaN   99.8104       0.164830       0.247706E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        500.000                 NaN   99.0408       0.956341       0.282758E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        500.000                 NaN   99.2981       0.701729       0.155557E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1523.42        500.000                 NaN   99.5646       0.426995       0.840752E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1521.98        500.000                 NaN   99.4444       0.521103       0.345107E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.53        500.000                 NaN   99.4424       0.557597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        500.000                 NaN   99.4474       0.551994       0.626051E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        500.000                 NaN   99.4542       0.525562       0.202689E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        500.000                 NaN   99.4538       0.541112       0.506459E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        500.000                 NaN   99.4566       0.543429       0.104663E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1513.30        500.000                 NaN   99.4647       0.512251       0.230447E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.85        500.000                 NaN   99.4644       0.535582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.41        500.000                 NaN   99.4664       0.533572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000                 NaN   99.4734       0.517363       0.922497E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1507.52        500.000                 NaN   99.4757       0.520345       0.398457E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1506.07        500.000                 NaN   99.4779       0.522064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.62        500.000                 NaN   99.4803       0.515303       0.439904E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        500.000                 NaN   99.4828       0.517205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.73        500.000                 NaN   99.2958       0.704171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   99.7776       0.222407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.84        500.000                 NaN   99.3991       0.600924       0.116660E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1497.39        500.000                 NaN   99.4938       0.506181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.95        500.000                 NaN   99.4973       0.502703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.50        500.000                 NaN   99.5017       0.498309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000                 NaN   99.5037       0.496321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        500.000                 NaN   99.5065       0.493502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.17        500.000                 NaN   99.4838       0.516229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000                 NaN   99.7099       0.220353       0.697045E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1487.27        500.000                 NaN   99.3480       0.652031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        500.000                 NaN   99.5140       0.485960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.38        500.000                 NaN   99.4941       0.505895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.94        500.000                 NaN   99.5448       0.455161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        500.000                 NaN   99.5219       0.478086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.04        500.000                 NaN   99.5250       0.475035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.60        500.000                 NaN   99.5275       0.472470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.15        500.000                 NaN   99.7096       0.290370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000                 NaN   99.3509       0.649115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.26        500.000                 NaN   99.5332       0.466838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.81        500.000                 NaN   99.4010       0.436318                 NaN  0.162674                 NaN            NaN            NaN            NaN            NaN
  1471.37        500.000                 NaN   98.9959       0.346937                 NaN  0.657186                 NaN            NaN            NaN            NaN            NaN
  1469.92        500.000                 NaN   99.0069       0.341743                 NaN  0.651370                 NaN            NaN            NaN            NaN            NaN
  1468.48        500.000                 NaN   99.0163       0.338308                 NaN  0.645354                 NaN            NaN            NaN            NaN            NaN
  1467.03        500.000                 NaN   99.0280       0.332265                 NaN  0.639768                 NaN            NaN            NaN            NaN            NaN
  1465.58        500.000                 NaN   99.0364       0.328416                 NaN  0.635166                 NaN            NaN            NaN            NaN            NaN
  1464.14        500.000                 NaN   99.0460       0.323880                 NaN  0.630146                 NaN            NaN            NaN            NaN            NaN
  1462.69        500.000                 NaN   99.0299       0.175492                 NaN  0.186382       0.608212                 NaN            NaN            NaN            NaN
  1461.25        500.000                 NaN   99.0085       0.354998E-001            NaN  0.371539       0.584491                 NaN            NaN            NaN            NaN
  1459.80        500.000                 NaN   99.0165                 NaN            NaN  0.578088       0.405424                 NaN            NaN            NaN            NaN
  1458.35        500.000                 NaN   99.0278       0.334468E-001            NaN  0.574234       0.364506                 NaN            NaN            NaN            NaN
  1456.91        500.000                 NaN   99.0357                 NaN            NaN  0.568233       0.396051                 NaN            NaN            NaN            NaN
  1455.46        500.000                 NaN   99.0447                 NaN            NaN  0.563276       0.392032                 NaN            NaN            NaN            NaN
  1454.02        500.000                 NaN   99.0540                 NaN            NaN  0.558454       0.387527                 NaN            NaN            NaN            NaN
  1452.57        500.000                 NaN   99.0630                 NaN            NaN  0.382920       0.554063                 NaN            NaN            NaN            NaN
  1451.13        500.000                 NaN   99.0715                 NaN            NaN  0.378849       0.549603                 NaN            NaN            NaN            NaN
  1449.68        500.000                 NaN   99.0797                 NaN            NaN  0.545686       0.374584                 NaN            NaN            NaN            NaN
  1448.23        500.000                 NaN   99.0871                 NaN            NaN  0.542337       0.370573                 NaN            NaN            NaN            NaN
  1446.79        500.000                 NaN   99.0958                 NaN            NaN  0.537535       0.366634                 NaN            NaN            NaN            NaN
  1445.34        500.000                 NaN   99.1043                 NaN            NaN  0.362773       0.532888                 NaN            NaN            NaN            NaN
  1443.90        500.000                 NaN   99.1114                 NaN            NaN  0.359376       0.529233                 NaN            NaN            NaN            NaN
  1442.45        500.000                 NaN   99.1199                 NaN            NaN  0.354955       0.525102                 NaN            NaN            NaN            NaN
  1441.00        500.000                 NaN   99.1272                 NaN            NaN  0.351191       0.521559                 NaN            NaN            NaN            NaN
  1439.56        500.000                 NaN   99.1228                 NaN            NaN  0.519485       0.352441       0.526273E-002            NaN            NaN            NaN
  1438.11        500.000                 NaN   97.2083                 NaN            NaN  0.788159        1.13668       0.866849                 NaN            NaN            NaN
  1436.67        500.000                 NaN   97.2777                 NaN            NaN   1.10778       0.768624       0.845930                 NaN            NaN            NaN
  1435.22        500.000                 NaN   97.3393                 NaN            NaN  0.751430        1.08201       0.827219                 NaN            NaN            NaN
