|6.6.6
Archiving\03_Data\frac/QFM_m4.75/TIS/TIS_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1889.72        2500.00        96.5496       0.991061        2.44347       0.159110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        96.5260       0.991127        2.46697       0.159120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        96.5024       0.991194        2.49046       0.159131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        96.4791       0.991259        2.51369       0.159141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        96.4559       0.991325        2.53690       0.159152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        96.4326       0.991390        2.56006       0.159162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        96.4096       0.991455        2.58306       0.159173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        96.3866       0.991520        2.60596       0.159183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        96.3636       0.991584        2.62890       0.159194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        96.3409       0.991648        2.65152       0.159204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        96.3182       0.991712        2.67415       0.159214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        96.2956       0.991776        2.69669       0.159224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        96.2689       0.991851        2.72332       0.159236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        96.2507       0.991902        2.74151       0.159245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        96.2283       0.991965        2.76376       0.159255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        96.2061       0.992027        2.78591       0.159265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        96.1840       0.992090        2.80797       0.159275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        96.1620       0.992152        2.82996       0.159285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        96.1400       0.992213        2.85183       0.159295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        96.1182       0.992275        2.87357       0.159304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        96.0964       0.992336        2.89529       0.159314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        96.0748       0.992397        2.91688       0.159324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        96.0533       0.992457        2.93834       0.159334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        96.0318       0.992518        2.95971       0.159343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        96.0105       0.992578        2.98101       0.159353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        95.9840       0.992652        3.00739       0.159365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        95.9680       0.992697        3.02333       0.159372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        95.9470       0.992756        3.04432       0.159382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        95.9260       0.992815        3.06524       0.159391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        95.9051       0.992874        3.08608       0.159401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        95.8844       0.992932        3.10677       0.159410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        95.8637       0.992990        3.12741       0.159419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        95.8430       0.993048        3.14797       0.159429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        95.8226       0.993106        3.16838       0.159438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        95.8022       0.993163        3.18872       0.159447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        95.7816       0.993221        3.20925       0.159456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        95.7617       0.993277        3.22911       0.159465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        95.7415       0.993333        3.24918       0.159474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        95.7215       0.993390        3.26912       0.159484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        95.7016       0.993446        3.28899       0.159492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        95.6813       0.993503        3.30921       0.159502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        95.6620       0.993557        3.32847       0.159510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        95.6424       0.993612        3.34800       0.159519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        95.6228       0.993667        3.36761       0.159528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        95.6035       0.993721        3.38686       0.159537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        95.5841       0.993776        3.40618       0.159545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        95.5648       0.993830        3.42537       0.159554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        95.5457       0.993884        3.44446       0.159563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        95.5462       0.993882        3.44400       0.159563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        95.5077       0.993990        3.48235       0.159580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        95.4888       0.994043        3.50116       0.159588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        95.4688       0.994099        3.52115       0.159597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        95.4514       0.994148        3.53850       0.159605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        95.4328       0.994200        3.55701       0.159614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        95.4143       0.994252        3.57545       0.159622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        95.3959       0.994304        3.59383       0.159630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        95.3776       0.994355        3.61204       0.159639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        95.3594       0.994406        3.63021       0.159647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        95.3414       0.994457        3.64819       0.159655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        95.3152       0.994530        3.67426       0.159667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        95.3055       0.994558        3.68400       0.159671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        95.2877       0.994608        3.70174       0.159679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        95.2700       0.994657        3.71941       0.159687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        95.2524       0.994707        3.73696       0.159695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        95.2348       0.994756        3.75445       0.159703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        95.2174       0.994805        3.77181       0.159711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        95.2045       0.994841        3.78464       0.159716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        95.1828       0.994902        3.80628       0.159726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        95.1657       0.994949        3.82333       0.159734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        95.1487       0.994997        3.84035       0.159742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        95.1318       0.995045        3.85722       0.159749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        95.1149       0.995092        3.87402       0.159757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        95.0982       0.995139        3.89071       0.159764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        95.0815       0.995185        3.90732       0.159772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        95.0650       0.995232        3.92381       0.159779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        95.0485       0.995278        3.94025       0.159787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        95.0322       0.995324        3.95651       0.159794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        95.0159       0.995369        3.97276       0.159801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        94.9998       0.995414        3.98885       0.159809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        94.9836       0.995460        4.00493       0.159816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        94.9677       0.995504        4.02080       0.159823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        94.9518       0.995549        4.03666       0.159830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        94.9028       0.995686        4.08557       0.159852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        94.9204       0.995636        4.06795       0.159844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        94.9049       0.995680        4.08348       0.159851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        94.8894       0.995723        4.09892       0.159858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        94.8740       0.995766        4.11424       0.159865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        94.8587       0.995809        4.12950       0.159872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        94.8435       0.995852        4.14467       0.159879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        94.8265       0.995892        4.15925       0.159885E-001  0.237456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        94.8037       0.995952        4.17207       0.159895E-001  0.123046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        94.7901       0.996109        4.18524       0.159920E-001  0.126060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        94.7777       0.996270        4.19834       0.159946E-001  0.117156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        94.7642       0.996422        4.21132       0.159970E-001  0.120246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        94.7512       0.996576        4.22425       0.159995E-001  0.119282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        94.7384       0.996730        4.23707       0.160020E-001  0.118398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        94.7256       0.996882        4.24982       0.160044E-001  0.117448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        94.7128       0.997033        4.26247       0.160068E-001  0.116514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        94.7002       0.997183        4.27504       0.160092E-001  0.115624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        94.6499       0.997318        4.28286       0.159525E-001  0.116186E-001  0.423786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.6528                 NaN            NaN            NaN  0.126634E-001  0.334494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3761                 NaN            NaN            NaN  0.128482E-001  0.611073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.5361                 NaN            NaN            NaN  0.644068E-002  0.457421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2168                 NaN            NaN            NaN  0.191915E-001  0.764033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3777                 NaN            NaN            NaN  0.127410E-001  0.609608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3795                 NaN            NaN            NaN  0.127135E-001  0.607823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.6641                 NaN            NaN            NaN  0.763372E-002  0.328286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.1010                 NaN            NaN            NaN  0.177724E-001  0.881198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.3835                 NaN            NaN            NaN  0.125721E-001  0.603911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.3862                 NaN            NaN            NaN  0.125043E-001  0.601260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3868                 NaN            NaN            NaN  0.125010E-001  0.600749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.3880                 NaN            NaN            NaN  0.124795E-001  0.599529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.3901                 NaN            NaN            NaN  0.124219E-001  0.597510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3945                 NaN            NaN            NaN  0.123227E-001  0.593147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3955                 NaN            NaN            NaN  0.123225E-001  0.592201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.3967                 NaN            NaN            NaN  0.122686E-001  0.591045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4005                 NaN            NaN            NaN  0.122097E-001  0.587333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4031                 NaN            NaN            NaN  0.121555E-001  0.584782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6998                 NaN            NaN            NaN  0.121096E-002  0.177234        1.12171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6479                 NaN            NaN            NaN            NaN  0.126988        1.22511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6637                 NaN            NaN            NaN            NaN  0.123579        1.21269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6824                 NaN            NaN            NaN            NaN  0.123252        1.19439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7028                 NaN            NaN            NaN            NaN  0.119599        1.17764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7186                 NaN            NaN            NaN            NaN  0.116264        1.16509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7371                 NaN            NaN            NaN            NaN  0.114726        1.14821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7532                 NaN            NaN            NaN            NaN  0.111096        1.13567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7689                 NaN            NaN            NaN            NaN  0.110000        1.12112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7843                 NaN            NaN            NaN            NaN  0.103932        1.11179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8019                 NaN            NaN            NaN            NaN  0.102444        1.09564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.6406                 NaN            NaN            NaN            NaN  0.187312        1.17207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0060                 NaN            NaN            NaN            NaN  0.256830E-001  0.968351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8444                 NaN            NaN            NaN            NaN  0.730500E-001   1.08256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8592                 NaN            NaN            NaN            NaN  0.915990E-001   1.04920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.7742                 NaN            NaN            NaN            NaN  0.100837        1.12498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.6326                 NaN            NaN            NaN            NaN  0.239931E-001  0.343435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.2546                 NaN            NaN            NaN            NaN  0.140450        1.60497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9135                 NaN            NaN            NaN            NaN  0.111436       0.975041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8474                 NaN            NaN            NaN            NaN  0.585253E-001   1.09406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0124                 NaN            NaN            NaN            NaN  0.738374E-001  0.913805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
