|6.6.6
Archiving\03_Data\frac/QFM_m1.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.6984                 NaN            NaN            NaN  0.301639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.4331                 NaN            NaN            NaN  0.566857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4366                 NaN            NaN            NaN  0.563354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4405                 NaN            NaN            NaN  0.559509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4435                 NaN            NaN            NaN  0.556482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4475                 NaN            NaN            NaN  0.552486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4511                 NaN            NaN            NaN  0.548875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        98.4768                 NaN            NaN            NaN   1.52324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.9058                 NaN            NaN            NaN  0.941893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4625                 NaN            NaN            NaN  0.537497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4677                 NaN            NaN            NaN  0.532250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4683                 NaN            NaN            NaN  0.529482       0.219668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4632                 NaN            NaN            NaN  0.526177       0.106122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4650                 NaN            NaN            NaN  0.524404       0.105782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1161                 NaN            NaN            NaN  0.866181       0.177167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.8210                 NaN            NaN            NaN  0.175675       0.335646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.2890                 NaN            NaN            NaN  0.696850       0.141592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.7037                 NaN            NaN            NaN  0.290552       0.579345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4363                 NaN            NaN            NaN  0.552550       0.111910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4784                 NaN            NaN            NaN  0.511173       0.104038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4834                 NaN            NaN            NaN  0.506286       0.102710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5368                 NaN            NaN            NaN  0.453933       0.923563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4327                 NaN            NaN            NaN  0.556005       0.112855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4874                 NaN            NaN            NaN  0.502398       0.101933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3793                 NaN            NaN            NaN  0.608282       0.124020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.7028                 NaN            NaN            NaN  0.291292       0.592224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3891                 NaN            NaN            NaN  0.598738       0.121464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4943                 NaN            NaN            NaN  0.495622       0.100663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4956                 NaN            NaN            NaN  0.494368       0.100456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4974                 NaN            NaN            NaN  0.492591       0.999549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.9393                 NaN            NaN            NaN  0.594801E-001  0.121154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0578                 NaN            NaN            NaN  0.923577       0.186590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5008                 NaN            NaN            NaN  0.489322       0.989799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5012                 NaN            NaN            NaN  0.488957       0.986786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5024                 NaN            NaN            NaN  0.487750       0.983133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5008                 NaN            NaN            NaN  0.489313       0.986487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5062                 NaN            NaN            NaN  0.484066       0.970947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5043                 NaN            NaN            NaN  0.485963       0.974025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5045                 NaN            NaN            NaN  0.485785       0.973115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5064                 NaN            NaN            NaN  0.483940       0.967165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5061                 NaN            NaN            NaN  0.484229       0.964880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5063                 NaN            NaN            NaN  0.484043       0.961580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5038                 NaN            NaN            NaN  0.486590       0.965220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5077                 NaN            NaN            NaN  0.482796       0.954048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5086                 NaN            NaN            NaN  0.481867       0.948590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5073                 NaN            NaN            NaN  0.483221       0.949261E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5067                 NaN            NaN            NaN  0.483847       0.947623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4305                 NaN            NaN            NaN  0.558567       0.108884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5837                 NaN            NaN            NaN  0.408383       0.791052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5068                 NaN            NaN            NaN  0.483848       0.938406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5058                 NaN            NaN            NaN  0.484871       0.937302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5038                 NaN            NaN            NaN  0.486850       0.937854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4476                 NaN            NaN            NaN  0.541968       0.103996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.6107                 NaN            NaN            NaN  0.381965       0.729144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4604                 NaN            NaN            NaN  0.529553       0.100800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5033                 NaN            NaN            NaN  0.487442       0.923245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5041                 NaN            NaN            NaN  0.486686       0.917075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5021                 NaN            NaN            NaN  0.488714       0.917421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.5000                 NaN            NaN            NaN  0.490793       0.919475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.5035                 NaN            NaN            NaN  0.487378       0.908032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4992                 NaN            NaN            NaN  0.491664       0.909066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5190                 NaN            NaN            NaN  0.472312       0.869345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4783                 NaN            NaN            NaN  0.512251       0.941064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4979                 NaN            NaN            NaN  0.493064       0.900122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4961                 NaN            NaN            NaN  0.494924       0.899303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5097                 NaN            NaN            NaN  0.481616       0.871245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4787                 NaN            NaN            NaN  0.512127       0.919515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4932                 NaN            NaN            NaN  0.497940       0.890326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4765                 NaN            NaN            NaN  0.514318       0.917349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5233                 NaN            NaN            NaN  0.468390       0.830636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.9171                 NaN            NaN            NaN  0.814196E-001  0.148526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0389                 NaN            NaN            NaN  0.944616       0.164738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4856                 NaN            NaN            NaN  0.505594       0.879634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4836                 NaN            NaN            NaN  0.507570       0.879550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4833                 NaN            NaN            NaN  0.507905       0.874563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4800                 NaN            NaN            NaN  0.511236       0.877148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4810                 NaN            NaN            NaN  0.510318       0.869038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4788                 NaN            NaN            NaN  0.512532       0.870242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.7634                 NaN            NaN            NaN  0.232605       0.399798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.1903                 NaN            NaN            NaN  0.796399       0.132908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4726                 NaN            NaN            NaN  0.518777       0.865805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4742                 NaN            NaN            NaN  0.517203       0.858892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4701                 NaN            NaN            NaN  0.521249       0.861318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4709                 NaN            NaN            NaN  0.520550       0.854069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.0657                 NaN            NaN            NaN  0.919350       0.149363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.8802                 NaN            NaN            NaN  0.117881       0.190834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4578                 NaN            NaN            NaN  0.533548       0.864359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4655                 NaN            NaN            NaN  0.526008       0.846997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4643                 NaN            NaN            NaN  0.527209       0.846023E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4747                 NaN            NaN            NaN  0.517017       0.824616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4502                 NaN            NaN            NaN  0.541189       0.859739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4599                 NaN            NaN            NaN  0.531707       0.841406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4610                 NaN            NaN            NaN  0.530684       0.836349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4601                 NaN            NaN            NaN  0.531559       0.834100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4588                 NaN            NaN            NaN  0.532913       0.833253E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4581                 NaN            NaN            NaN  0.533602       0.831067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4559                 NaN            NaN            NaN  0.535817       0.829264E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4587                 NaN            NaN            NaN  0.533078       0.823946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4560                 NaN            NaN            NaN  0.535800       0.824611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4561                 NaN            NaN            NaN  0.535697       0.822978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4564                 NaN            NaN            NaN  0.535390       0.819196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4560                 NaN            NaN            NaN  0.535818       0.817268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4554                 NaN            NaN            NaN  0.536488       0.815737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4564                 NaN            NaN            NaN  0.535430       0.812258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4555                 NaN            NaN            NaN  0.536385       0.811520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4562                 NaN            NaN            NaN  0.535704       0.808734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4534                 NaN            NaN            NaN  0.538456       0.812978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4614                 NaN            NaN            NaN  0.530619       0.797271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2763                 NaN            NaN            NaN  0.467374       0.514266E-002            NaN  0.251229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.4905                 NaN            NaN            NaN  0.187315       0.290065E-002            NaN   1.31931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5673                 NaN            NaN            NaN  0.167541                 NaN            NaN   1.26520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5614                 NaN            NaN            NaN  0.167039                 NaN            NaN   1.27156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.5883                 NaN            NaN            NaN  0.162947                 NaN            NaN   1.24873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6203                 NaN            NaN            NaN  0.159745                 NaN            NaN   1.21992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6389                 NaN            NaN            NaN  0.154746                 NaN            NaN   1.20639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6630                 NaN            NaN            NaN  0.156347                 NaN            NaN   1.18063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6952                 NaN            NaN            NaN  0.148873                 NaN            NaN   1.15596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7183                 NaN            NaN            NaN  0.145416                 NaN            NaN   1.13625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7348                 NaN            NaN            NaN  0.142668                 NaN            NaN   1.12254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7607                 NaN            NaN            NaN  0.140224                 NaN            NaN   1.09910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7818                 NaN            NaN            NaN  0.136401                 NaN            NaN   1.08175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6966                 NaN            NaN            NaN  0.140621                 NaN            NaN   1.16282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.9222                 NaN            NaN            NaN  0.118165                 NaN            NaN  0.959676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8394                 NaN            NaN            NaN  0.126336                 NaN            NaN   1.03426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8559                 NaN            NaN            NaN  0.122608                 NaN            NaN   1.02148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8817                 NaN            NaN            NaN  0.119492                 NaN            NaN  0.998775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.0199                 NaN            NaN            NaN  0.104727                 NaN            NaN  0.875401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7841                 NaN            NaN            NaN  0.127149                 NaN            NaN   1.08876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9327                 NaN            NaN            NaN  0.110115                 NaN            NaN  0.957156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9511                 NaN            NaN            NaN  0.109734                 NaN            NaN  0.939148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9630                 NaN            NaN            NaN  0.105065                 NaN            NaN  0.931939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.2036                 NaN            NaN            NaN  0.126075                 NaN            NaN  0.670298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7619                 NaN            NaN            NaN  0.685901E-001            NaN            NaN   1.16950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0097                 NaN            NaN            NaN  0.974739E-001            NaN            NaN  0.892845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0233                 NaN            NaN            NaN  0.942378E-001            NaN            NaN  0.882478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0394                 NaN            NaN            NaN  0.928609E-001            NaN            NaN  0.867746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0518                 NaN            NaN            NaN  0.903244E-001            NaN            NaN  0.857876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0654                 NaN            NaN            NaN  0.875770E-001            NaN            NaN  0.847028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0773                 NaN            NaN            NaN  0.842345E-001            NaN            NaN  0.838506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0921                 NaN            NaN            NaN  0.831578E-001            NaN            NaN  0.824741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
