|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.5/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.2238       0.604411       0.171829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.0014       0.941977       0.566408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.0115       0.933280       0.552372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.0199       0.927012       0.530672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.0144       0.931022       0.545744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0617       0.888740       0.495754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0517       0.898479       0.498049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.0470       0.910645       0.423838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.0823       0.869595       0.480674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.0808       0.872895       0.463444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0905       0.863049       0.464318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.0989       0.856473       0.445912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.1109       0.845741       0.433420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.1181       0.838989       0.429152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.1252       0.834483       0.403085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1346       0.826078       0.393617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.0292       0.944181       0.266010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.5143       0.467955       0.177097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        98.8937        1.05601       0.502976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.0628       0.800884       0.136349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.2400       0.759977       0.785704E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.2294       0.770566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.1881       0.811536       0.355814E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.1980       0.778170       0.238445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2056       0.763114       0.312778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2153       0.729110       0.556348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2167       0.778976       0.434147E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2268       0.747902       0.252661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2331       0.741113       0.257716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.2395       0.734970       0.255570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        500.000        99.2468       0.729085       0.241635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000        99.2532       0.722895       0.238711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        500.000        99.2570       0.722399       0.205949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000        99.2653       0.713646       0.210199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000        99.2693       0.710572       0.200959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.2796       0.701558       0.188901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000        99.2855       0.693590       0.209077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000        99.5826       0.407450       0.996314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000        99.0010       0.976295       0.227169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.3006       0.684084       0.153181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.2948       0.690724       0.145014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.3212       0.666477       0.123233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.3177       0.668437       0.138246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        99.3196       0.672497       0.785465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.3282       0.660637       0.111313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.3355       0.624729       0.397747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.3433       0.621634       0.350582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        98.7416        1.21160       0.467550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.9321       0.656054E-001  0.227785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.3724       0.627564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.3552       0.644769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        99.3574       0.642632       0.799934E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        99.3605       0.639450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.3800       0.595210       0.247889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.3738       0.625679       0.531856E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.3849       0.572096       0.429717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.3428       0.651800       0.543007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.4301       0.569382       0.489315E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.3926       0.607361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.3956       0.604390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.2375       0.762516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.5931       0.406858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.3883       0.582458       0.292602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.4118       0.588233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4146       0.585400       0.196998E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4203       0.579712       0.338536E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.4245       0.575545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.4262       0.573826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.4292       0.570753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.4327       0.567324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.4322       0.567830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.4359       0.547502       0.334846E-003  0.162353E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.1052       0.105837                 NaN  0.788986                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.5722                 NaN            NaN  0.427780                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.3218                 NaN            NaN  0.678152                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.3263       0.442911E-001            NaN  0.629383                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.3282                 NaN            NaN  0.671805                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.4374                 NaN            NaN  0.562646                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.2184                 NaN            NaN  0.781644                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.3296                 NaN            NaN  0.670388                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.3076                 NaN            NaN  0.692388                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.3514                 NaN            NaN  0.648618                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.3264                 NaN            NaN  0.673646                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.3297                 NaN            NaN  0.670329                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.3292                 NaN            NaN  0.670783                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.3261                 NaN            NaN  0.673862                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.3240                 NaN            NaN  0.675992                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.3230                 NaN            NaN  0.676982                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.3189                 NaN            NaN  0.681060                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.3132                 NaN            NaN  0.686842                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.3076                 NaN            NaN  0.692358                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.3010                 NaN            NaN  0.698985                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.2943                 NaN            NaN  0.705713                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        99.1400                 NaN            NaN  0.276927       0.583123                 NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        98.8997                 NaN            NaN  0.742075       0.358185                 NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        98.9117                 NaN            NaN  0.733330       0.354955                 NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        98.9222                 NaN            NaN  0.727238       0.350525                 NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        98.9315                 NaN            NaN  0.345983       0.722567                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        98.9421                 NaN            NaN  0.343053       0.714849                 NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        98.9525                 NaN            NaN  0.339065       0.708475                 NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        98.9623                 NaN            NaN  0.701858       0.335892                 NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        98.9724                 NaN            NaN  0.696049       0.331537                 NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        98.9785                 NaN            NaN  0.692048       0.329436                 NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        98.9941                 NaN            NaN  0.681745       0.324151                 NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        98.9994                 NaN            NaN  0.679077       0.321548                 NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.0079                 NaN            NaN  0.674310       0.317789                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.0147                 NaN            NaN  0.670969       0.314350                 NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.0294                 NaN            NaN  0.659275       0.311355                 NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.0343                 NaN            NaN  0.308053       0.657669                 NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        99.0908                 NaN            NaN  0.288787       0.620384                 NaN            NaN            NaN            NaN            NaN
  1436.44        500.000        98.2065                 NaN            NaN  0.796383       0.674506                 NaN  0.322596                 NaN            NaN            NaN
  1434.93        500.000        96.8364                 NaN            NaN   1.29495       0.963990                 NaN  0.904701                 NaN            NaN            NaN
  1433.42        500.000        96.9311                 NaN            NaN   1.25590       0.935240                 NaN  0.877738                 NaN            NaN            NaN
