|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.5/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.3211       0.532248       0.146690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.1222       0.829432       0.483413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.1313       0.821541       0.471278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.1390       0.815776       0.452470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.1344       0.819054       0.465099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.1761       0.781716       0.422338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.1676       0.789948       0.424053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.1634       0.800503       0.360723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.1950       0.764100       0.408853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.1938       0.766793       0.394068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.2027       0.757863       0.394564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.2102       0.751944       0.378811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.2209       0.742269       0.368036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.2275       0.736107       0.364286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.2338       0.731982       0.341949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.2422       0.724424       0.333817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.1490       0.828424       0.225638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.5749       0.410126       0.150047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        99.0316       0.925751       0.426235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.1831       0.701539       0.115377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.3347       0.665343       0.664572E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.3255       0.674458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
