|6.6.6
Archiving\03_Data\DeqLP/QFM_m1.75/K22/K22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9860       0.140024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9860       0.140028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9860       0.140032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9860       0.140036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9860       0.140041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9860       0.140045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9860       0.140050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9860       0.140054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9860       0.140059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9860       0.140063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9860       0.140068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9860       0.140072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7400       0.115147E-001  0.248502                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.8236       0.214205E-002   1.17426                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.4736                 NaN   1.52643                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.2481                 NaN   1.75193                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.0225                 NaN   1.97755                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.5536                 NaN   2.44643                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.0843                 NaN   2.91570                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.6146                 NaN   3.38535                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.1446                 NaN   3.85540                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.6742                 NaN   4.32583                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.2033                 NaN   4.79665                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.7321                 NaN   5.26785                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        94.2606                 NaN   5.73944                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        93.6353                 NaN   6.36472                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.0094                 NaN   6.99065                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        92.3828                 NaN   7.61721                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.7556                 NaN   8.24440                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.1211                 NaN   8.87894                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        90.4859                 NaN   9.51413                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        89.8533                 NaN   10.1410       0.572647E-002            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        89.2175                 NaN   10.7642       0.183001E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        88.5995                 NaN   11.3703       0.302293E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.9808                 NaN   11.9770       0.421715E-001            NaN            NaN            NaN            NaN            NaN
