|6.6.6
Archiving\03_Data\DeqLP/QFM_m1.75/K22/K22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9607       0.392547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9607       0.392546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9607       0.392545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9607       0.392545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9607       0.392544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9607       0.392543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9607       0.392542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9607       0.392542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9607       0.392541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9607       0.392540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9607       0.392539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9607       0.392538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.6970       0.322622E-001  0.270767                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.7148       0.599772E-002   1.27917                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.3395                 NaN   1.66048                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.0976                 NaN   1.90243                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        97.8556                 NaN   2.14439                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.3518                 NaN   2.64816                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        96.8481                 NaN   3.15193                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.3443                 NaN   3.65571                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        95.8405                 NaN   4.15949                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.3367                 NaN   4.66327                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        94.8329                 NaN   5.16705                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.3292                 NaN   5.67084                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        93.8254                 NaN   6.17463                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        93.1549                 NaN   6.84507                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        92.4845                 NaN   7.51552                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        91.8140                 NaN   8.18597                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.1436                 NaN   8.85643                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        90.4642                 NaN   9.53578                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        89.7849                 NaN   10.2151                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        89.1072                 NaN   10.8844       0.839516E-002            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        88.4230                 NaN   11.5502       0.268259E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        87.7557                 NaN   12.1999       0.443631E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.0884                 NaN   12.8497       0.619005E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        86.4211                 NaN   13.4994       0.794381E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        85.7538                 NaN   14.1492       0.969759E-001            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        85.0865                 NaN   14.7989       0.114514                 NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        84.4192                 NaN   15.4487       0.132052                 NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        83.7519                 NaN   16.0985       0.149591                 NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        83.0846                 NaN   16.7483       0.167129                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        82.4620                 NaN   17.3547       0.183262                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        81.8395                 NaN   17.9611       0.199395                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        81.2169                 NaN   18.5676       0.215529                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        80.5943                 NaN   19.1740       0.231663                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        79.9717                 NaN   19.7805       0.247796                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        79.3491                 NaN   20.3870       0.263930                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        78.7265                 NaN   20.9934       0.280065                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        78.1039                 NaN   21.5999       0.296199                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        77.5147                 NaN   22.1742       0.311056                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        76.9256                 NaN   22.7485       0.325912                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        76.3364                 NaN   23.3228       0.340770                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        75.7473                 NaN   23.8971       0.355627                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        75.1581                 NaN   24.4714       0.370484                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        74.5689                 NaN   25.0457       0.385342                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        73.9797                 NaN   25.6201       0.400199                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        73.3905                 NaN   26.1944       0.415057                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        72.8365                 NaN   26.7347       0.428795                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        72.2825                 NaN   27.2749       0.442534                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        71.7285                 NaN   27.8152       0.456272                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        71.1745                 NaN   28.3555       0.470011                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        70.6205                 NaN   28.8958       0.483749                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        70.0664                 NaN   29.4361       0.497488                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        69.5124                 NaN   29.9764       0.511227                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        68.9583                 NaN   30.5167       0.524967                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        68.4253                 NaN   31.0370       0.537692                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        67.8922                 NaN   31.5573       0.550417                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        67.3592                 NaN   32.0777       0.563142                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        66.8261                 NaN   32.5980       0.575867                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        66.2931                 NaN   33.1183       0.588593                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        65.7600                 NaN   33.6387       0.601319                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        65.2269                 NaN   34.1590       0.614045                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        64.6939                 NaN   34.6794       0.626771                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        64.1789                 NaN   35.1819       0.639204                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        63.6639                 NaN   35.6844       0.651636                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        63.1490                 NaN   36.1870       0.664070                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        62.6340                 NaN   36.6895       0.676503                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        62.1190                 NaN   37.1921       0.688936                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        61.6040                 NaN   37.6946       0.701370                 NaN            NaN            NaN            NaN            NaN
