|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1299.22        2500.00        90.1969                 NaN            NaN            NaN  0.800219        1.35588        1.33689       0.997777E-001   6.21035                 NaN            NaN            NaN
  1297.67        2500.00        89.0991                 NaN            NaN            NaN   1.97335                 NaN   1.53759       0.176918        7.05742       0.155666                 NaN            NaN
  1296.12        2500.00        83.5894                 NaN            NaN            NaN   3.20629                 NaN   2.09831       0.138272        10.5916       0.376194                 NaN            NaN
  1294.57        2500.00        87.0347                 NaN            NaN            NaN   1.72579        1.05620        1.49854       0.329435E-001   8.40776       0.244042                 NaN            NaN
  1293.02        2500.00        84.5688                 NaN            NaN            NaN   2.78495                 NaN   1.93986       0.139474        10.1930       0.373905                 NaN            NaN
  1291.47        2500.00        90.3062                 NaN            NaN            NaN   1.96379                 NaN   1.24702       0.725249E-001   6.19755       0.212905                 NaN            NaN
  1289.92        2500.00        87.6270                 NaN            NaN            NaN  0.417005        1.97109        1.58654       0.983174E-001   8.02599       0.274025                 NaN            NaN
  1288.37        2500.00        90.0874                 NaN            NaN            NaN   1.82319                 NaN   1.23520       0.894548E-001   6.53301       0.231700                 NaN            NaN
  1286.81        2500.00        87.6805                 NaN            NaN            NaN   2.31246                 NaN   1.55652       0.106979        8.06374       0.279792                 NaN            NaN
  1285.26        2500.00        92.1860                 NaN            NaN            NaN   1.37134                 NaN  0.946004       0.789581E-001   5.23174       0.185958                 NaN            NaN
  1283.71        2500.00        90.5729                 NaN            NaN            NaN   1.66068                 NaN   1.15063       0.918994E-001   6.30138       0.222540                 NaN            NaN
  1282.16        2500.00        90.2152                 NaN            NaN            NaN   1.41322                 NaN   1.15115       0.112810        6.85652       0.251155                 NaN            NaN
  1280.61        2500.00        91.5430                 NaN            NaN            NaN   1.89222                 NaN   1.15165       0.767168E-001   5.12208       0.214325                 NaN            NaN
  1279.06        2500.00        93.3906                 NaN  0.176307                 NaN  0.825075                 NaN  0.687487       0.346592E-001   4.75009       0.135771                 NaN            NaN
  1277.51        2500.00        92.7093                 NaN  0.256163                 NaN   1.01414                 NaN  0.885187       0.390464E-001   4.91169       0.184446                 NaN            NaN
  1275.96        2500.00        93.4792                 NaN  0.239986                 NaN  0.903894                 NaN  0.791118       0.340873E-001   4.38432       0.167346                 NaN            NaN
  1274.41        2500.00        93.9767                 NaN  0.232862                 NaN  0.823690                 NaN  0.727222       0.299913E-001   4.05272       0.156804                 NaN            NaN
  1272.86        2500.00        94.4776                 NaN  0.220696                 NaN  0.755011                 NaN  0.666284       0.264896E-001   3.70865       0.145223                 NaN            NaN
  1271.31        2500.00        93.4459                 NaN  0.255847                 NaN  0.898913                 NaN  0.813584       0.374272E-001   4.37151       0.176789                 NaN            NaN
  1269.76        2500.00        96.8847                 NaN  0.143210                 NaN  0.426722                 NaN  0.350653       0.798310E-002   2.10628       0.804680E-001            NaN            NaN
  1268.21        2500.00        95.0019                 NaN  0.170536                 NaN  0.684629                 NaN  0.615233       0.484693E-001   3.36334       0.115882                 NaN            NaN
  1266.66        2500.00        96.2876                 NaN  0.174537                 NaN  0.521135                 NaN  0.433693                 NaN   2.46935       0.113678                 NaN            NaN
  1265.11        2500.00        96.3069                 NaN  0.191031                 NaN  0.503038                 NaN  0.438863       0.492746E-002   2.44869       0.106578                 NaN            NaN
  1263.56        2500.00        96.7614                 NaN  0.474485E-001            NaN  0.680929                 NaN  0.496078       0.370961E-001   1.86317       0.113882                 NaN            NaN
  1262.01        2500.00        95.6502                 NaN  0.270851                 NaN  0.380579                 NaN  0.411659                 NaN   3.19747       0.892700E-001            NaN            NaN
  1260.46        2500.00        97.1409                 NaN  0.164212                 NaN  0.394318                 NaN  0.337793                 NaN   1.87873       0.840990E-001            NaN            NaN
  1258.91        2500.00        97.1998                 NaN  0.150703                 NaN  0.393519                 NaN  0.332614       0.436435E-002   1.83971       0.792643E-001            NaN            NaN
  1257.36        2500.00        95.0093                 NaN  0.240465                 NaN  0.722314                 NaN  0.593957       0.148361E-001   3.28100       0.138111                 NaN            NaN
  1255.81        2500.00        93.4827                 NaN  0.243171                 NaN  0.886327                 NaN  0.568889                 NaN   3.52659       0.118937        1.17336                 NaN
  1254.26        2500.00                 NaN            NaN   2.72830                 NaN   14.6615                 NaN   8.25976       0.493537E-001   48.2337        1.74051        17.0811        7.24569     
  1252.71        2500.00                 NaN            NaN   2.75662                 NaN   14.6610                 NaN   8.25962       0.405659E-001   48.2269        1.74045        17.1090        7.20584     
  1251.16        2500.00                 NaN            NaN   2.77806                 NaN   14.6606                 NaN   8.25961       0.339161E-001   48.2307        1.74041        17.1340        7.16269     
  1249.61        2500.00                 NaN            NaN   2.91993                 NaN   14.5636                 NaN   8.31096                 NaN   48.1642        1.75997        17.2068        7.07453     
  1248.06        2500.00                 NaN            NaN   2.93228                 NaN   14.5287                 NaN   8.33125                 NaN   48.2236        1.76752        17.2270        6.98972     
  1246.51        2500.00                 NaN            NaN   2.92340                 NaN   14.5546                 NaN   8.31716                 NaN   48.2433        1.76211        17.2403        6.95912     
  1244.96        2500.00                 NaN            NaN   2.92511                 NaN   14.5502                 NaN   8.32022                 NaN   48.2832        1.76317        17.2572        6.90094     
  1243.41        2500.00                 NaN            NaN   2.92681                 NaN   14.5458                 NaN   8.32327                 NaN   48.3233        1.76422        17.2742        6.84240     
  1241.85        2500.00                 NaN            NaN   2.92850                 NaN   14.5414                 NaN   8.32630                 NaN   48.3638        1.76526        17.2914        6.78329     
  1240.30        2500.00                 NaN            NaN   2.93026                 NaN   14.5368                 NaN   8.32945                 NaN   48.4047        1.76635        17.3088        6.72361     
  1238.75        2500.00                 NaN            NaN   2.96740                 NaN   14.4511                 NaN   8.36178                 NaN   48.4986        1.77578        17.3252        6.62012     
  1237.20        2500.00                 NaN            NaN   2.99222                 NaN   14.4965                 NaN   8.34282                 NaN   48.5504        1.75596        17.3174        6.54465     
  1235.65        2500.00                 NaN            NaN   2.99667                 NaN   14.4870                 NaN   8.34912                 NaN   48.5905        1.75538        17.3361        6.48519     
  1234.10        2500.00                 NaN            NaN   3.00368                 NaN   14.4738                 NaN   8.35689                 NaN   48.6355        1.75692        17.3514        6.42181     
  1232.55        2500.00                 NaN            NaN   3.04248                 NaN   14.3032                 NaN   8.39416                 NaN   48.7491        1.77907        17.3782        6.35391     
  1231.00        2500.00                 NaN            NaN   3.01631                 NaN   14.4511                 NaN   8.37204                 NaN   48.7236        1.75931        17.3830        6.29455     
  1229.45        2500.00                 NaN            NaN   3.06772                 NaN   14.2536                 NaN   8.40530                 NaN   48.8605        1.78022        17.4082        6.22446     
  1227.90        2500.00                 NaN            NaN   3.07853                 NaN   14.2325                 NaN   8.41012                 NaN   48.9143        1.78072        17.4239        6.15992     
  1226.35        2500.00                 NaN            NaN   3.09267                 NaN   14.2048                 NaN   8.41631                 NaN   48.9728        1.78135        17.4389        6.09316     
  1224.80        2500.00                 NaN            NaN   3.11219                 NaN   14.1663                 NaN   8.42472                 NaN   49.0385        1.78221        17.4530        6.02307     
  1223.25        2500.00                 NaN            NaN   3.11225                 NaN   14.1666                 NaN   8.42511                 NaN   49.0794        1.78225        17.4714        5.96304     
  1221.70        2500.00                 NaN            NaN   3.11230                 NaN   14.1669                 NaN   8.42550                 NaN   49.1206        1.78230        17.4898        5.90260     
  1220.15        2500.00                 NaN            NaN   3.11236                 NaN   14.1673                 NaN   8.42590                 NaN   49.1620        1.78235        17.5084        5.84177     
  1218.60        2500.00                 NaN            NaN   3.11242                 NaN   14.1676                 NaN   8.42629                 NaN   49.2037        1.78240        17.5271        5.78052     
  1217.05        2500.00                 NaN            NaN   3.11248                 NaN   14.1679                 NaN   8.42668                 NaN   49.2459        1.78244        17.5461        5.71850     
  1215.50        2500.00                 NaN            NaN   3.11254                 NaN   14.1683                 NaN   8.42708                 NaN   49.2884        1.78249        17.5652        5.65607     
  1213.95        2500.00                 NaN            NaN   3.11260                 NaN   14.1686                 NaN   8.42747                 NaN   49.3312        1.78254        17.5844        5.59321     
  1212.40        2500.00                 NaN            NaN   3.11266                 NaN   14.1689                 NaN   8.42787                 NaN   49.3742        1.78259        17.6038        5.52993     
  1210.85        2500.00                 NaN            NaN   3.11272                 NaN   14.1693                 NaN   8.42827                 NaN   49.4176        1.78263        17.6233        5.46621     
  1209.30        2500.00                 NaN            NaN   3.11278                 NaN   14.1696                 NaN   8.42866                 NaN   49.4613        1.78268        17.6429        5.40207     
  1207.75        2500.00                 NaN            NaN   3.11284                 NaN   14.1699                 NaN   8.42906                 NaN   49.5052        1.78273        17.6627        5.33750     
  1206.20        2500.00                 NaN            NaN   3.11290                 NaN   14.1703                 NaN   8.42946                 NaN   49.5494        1.78278        17.6827        5.27248     
  1204.65        2500.00                 NaN            NaN   3.11297                 NaN   14.1706                 NaN   8.42986                 NaN   49.5942        1.78283        17.7029        5.20664     
  1203.10        2500.00                 NaN            NaN   3.11303                 NaN   14.1710                 NaN   8.43026                 NaN   49.6393        1.78288        17.7232        5.14034     
  1201.55        2500.00                 NaN            NaN   3.11309                 NaN   14.1713                 NaN   8.43066                 NaN   49.6848        1.78293        17.7437        5.07356     
  1200.00        2500.00                 NaN            NaN   3.16693                 NaN   14.1764                 NaN   8.56602                 NaN   49.6856        1.78027        17.7455        4.87932     
  1198.44        2500.00                 NaN            NaN   3.17441                 NaN   14.1807                 NaN   8.57701                 NaN   49.7280        1.77809        17.7628        4.79902     
  1196.89        2500.00                 NaN            NaN   3.18068                 NaN   14.1844                 NaN   8.58628                 NaN   49.7713        1.77626        17.7808        4.72032     
  1195.34        2500.00                 NaN            NaN   3.18074                 NaN   14.1847                 NaN   8.58669                 NaN   49.8180        1.77631        17.8019        4.65157     
  1193.79        2500.00                 NaN            NaN   3.18081                 NaN   14.1851                 NaN   8.58710                 NaN   49.8651        1.77636        17.8232        4.58235     
  1192.24        2500.00                 NaN            NaN   3.18087                 NaN   14.1855                 NaN   8.58751                 NaN   49.9125        1.77641        17.8446        4.51265     
  1190.69        2500.00                 NaN            NaN   3.18094                 NaN   14.1858                 NaN   8.58792                 NaN   49.9602        1.77646        17.8662        4.44248     
  1189.14        2500.00                 NaN            NaN   3.18100                 NaN   14.1862                 NaN   8.58834                 NaN   50.0083        1.77651        17.8880        4.37160     
  1187.59        2500.00                 NaN            NaN   3.18107                 NaN   14.1865                 NaN   8.58875                 NaN   50.0569        1.77656        17.9100        4.30022     
  1186.04        2500.00                 NaN            NaN   3.18113                 NaN   14.1869                 NaN   8.58917                 NaN   50.1057        1.77661        17.9321        4.22835     
  1184.49        2500.00                 NaN            NaN   3.18120                 NaN   14.1873                 NaN   8.58959                 NaN   50.1549        1.77666        17.9544        4.15598     
  1182.94        2500.00                 NaN            NaN   3.18127                 NaN   14.1876                 NaN   8.59001                 NaN   50.2045        1.77671        17.9769        4.08290     
  1181.39        2500.00                 NaN            NaN   3.18133                 NaN   14.1880                 NaN   8.59042                 NaN   50.2546        1.77676        17.9996        4.00929     
  1179.84        2500.00                 NaN            NaN   3.18140                 NaN   14.1884                 NaN   8.59085                 NaN   50.3049        1.77682        18.0225        3.93517     
  1178.29        2500.00                 NaN            NaN   3.18147                 NaN   14.1887                 NaN   8.59127                 NaN   50.3556        1.77687        18.0455        3.86055     
  1176.74        2500.00                 NaN            NaN   3.18154                 NaN   14.1891                 NaN   8.59169                 NaN   50.4068        1.77692        18.0687        3.78518     
  1175.19        2500.00                 NaN            NaN   3.18161                 NaN   14.1895                 NaN   8.59211                 NaN   50.4584        1.77697        18.0922        3.70925     
  1173.64        2500.00                 NaN            NaN   3.18168                 NaN   14.1899                 NaN   8.59254                 NaN   50.5103        1.77702        18.1158        3.63281     
  1172.09        2500.00                 NaN            NaN   3.18175                 NaN   14.1903                 NaN   8.59296                 NaN   50.5626        1.77708        18.1395        3.55584     
  1170.54        2500.00                 NaN            NaN   3.18182                 NaN   14.1906                 NaN   8.59339                 NaN   50.6154        1.77713        18.1635        3.47811     
  1168.99        2500.00                 NaN            NaN   3.21870                 NaN   14.1444                 NaN   8.64254                 NaN   50.6912        1.78107        18.1778        3.34430     
  1167.44        2500.00                 NaN            NaN   3.22339                 NaN   14.1414                 NaN   8.64981                 NaN   50.7470        1.78192        18.1996        3.25685     
  1165.89        2500.00                 NaN            NaN   3.28281                 NaN   14.0235                 NaN   8.70495                 NaN   50.8735        1.79126        18.2199        3.10410     
  1164.34        2500.00                 NaN            NaN   3.23203                 NaN   14.1311                 NaN   8.66218                 NaN   50.8600        1.78224        18.2480        3.08447     
  1162.79        2500.00                 NaN            NaN   3.27569                 NaN   14.0684                 NaN   8.71550                 NaN   50.9512        1.78745        18.2644        2.93735     
  1161.24        2500.00                 NaN            NaN   3.24058                 NaN   14.1238                 NaN   8.67505                 NaN   50.9742        1.78293        18.2958        2.90772     
  1159.69        2500.00                 NaN            NaN   3.24493                 NaN   14.1197                 NaN   8.68150                 NaN   51.0320        1.78325        18.3200        2.81854     
  1158.14        2500.00                 NaN            NaN   3.24881                 NaN   14.1151                 NaN   8.68718                 NaN   51.0899        1.78304        18.3459        2.73012     
  1156.59        2500.00                 NaN            NaN   3.28059                 NaN   14.0421                 NaN   8.71114                 NaN   51.1951        1.79015        18.3699        2.61105     
  1155.04        2500.00                 NaN            NaN   3.28111                 NaN   14.0398                 NaN   8.71100                 NaN   51.2541        1.79044        18.3962        2.52734     
  1153.48        2500.00                 NaN            NaN   3.28002                 NaN   14.0472                 NaN   8.71299                 NaN   51.3064        1.78987        18.4216        2.44191     
  1151.93        2500.00                 NaN            NaN   3.28004                 NaN   14.0481                 NaN   8.71353                 NaN   51.3640        1.78989        18.4480        2.35644     
  1150.38        2500.00                 NaN            NaN   3.28254                 NaN   14.0337                 NaN   8.71075                 NaN   51.4331        1.79126        18.4766        2.27204     
  1148.83        2500.00                 NaN            NaN   3.27929                 NaN   14.0544                 NaN   8.71564                 NaN   51.4772        1.78952        18.5009        2.18303     
  1147.28        2500.00                 NaN            NaN   3.28201                 NaN   14.0387                 NaN   8.71257                 NaN   51.5481        1.79100        18.5300        2.09759     
  1145.73        2500.00                 NaN            NaN   3.27822                 NaN   14.0626                 NaN   8.71817                 NaN   51.5908        1.78897        18.5544        2.00685     
  1144.18        2500.00                 NaN            NaN   3.28084                 NaN   14.0477                 NaN   8.71525                 NaN   51.6622        1.79040        18.5839        1.91976     
  1142.63        2500.00                 NaN            NaN   3.27806                 NaN   14.0655                 NaN   8.71953                 NaN   51.7101        1.78891        18.6094        1.82845     
  1141.08        2500.00                 NaN            NaN   3.29461                 NaN   14.0752                 NaN   8.75573                 NaN   51.7586        1.78502        18.6327        1.69824     
  1139.53        2500.00                 NaN            NaN   3.29795                 NaN   14.0751                 NaN   8.76114                 NaN   51.8212        1.78473        18.6600        1.59984     
  1137.98        2500.00                 NaN            NaN   3.29248                 NaN   14.0733                 NaN   8.75111                 NaN   51.8853        1.78553        18.6909        1.52144     
  1136.43        2500.00                 NaN            NaN   3.28346                 NaN   14.0364                 NaN   8.71461                 NaN   51.9799        1.79189        18.7267        1.46706     
  1134.88        2500.00                 NaN            NaN   3.28354                 NaN   14.0368                 NaN   8.71508                 NaN   52.0429        1.79195        18.7555        1.37421     
  1133.33        2500.00                 NaN            NaN   3.31408                 NaN   14.0668                 NaN   8.78626                 NaN   52.0794        1.78551        18.7704        1.19766     
  1131.78        2500.00                 NaN            NaN   3.31791                 NaN   14.0653                 NaN   8.79246                 NaN   52.1447        1.78556        18.7987        1.09533     
  1130.23        2500.00                 NaN            NaN   3.32174                 NaN   14.0640                 NaN   8.79870                 NaN   52.2105        1.78561        18.8272       0.992235     
  1128.68        2500.00                 NaN            NaN   3.32553                 NaN   14.0627                 NaN   8.80485                 NaN   52.2766        1.78562        18.8561       0.888613     
  1127.13        2500.00                 NaN            NaN   3.32936                 NaN   14.0619                 NaN   8.81115                 NaN   52.3432        1.78559        18.8850       0.783824     
  1125.58        2500.00                 NaN            NaN   3.33314                 NaN   14.0607                 NaN   8.81726                 NaN   52.4106        1.78561        18.9144       0.678365     
  1124.03        2500.00                 NaN            NaN   3.33694                 NaN   14.0597                 NaN   8.82342                 NaN   52.4783        1.78562        18.9439       0.572149     
  1122.48        2500.00                 NaN            NaN   3.37225                 NaN   13.9202                 NaN   8.81994                 NaN   52.6385        1.79926        18.9798       0.470093     
  1120.93        2500.00                 NaN            NaN   3.34394                 NaN   14.0553                 NaN   8.83440                 NaN   52.6150        1.78491        19.0059       0.360525     
  1119.38        2500.00                 NaN            NaN   3.34814                 NaN   14.0570                 NaN   8.84171                 NaN   52.6841        1.78549        19.0340       0.249658     
  1117.83        2500.00                 NaN            NaN   3.29508       0.774551E-001   13.9216                 NaN   8.82140                 NaN   52.8420        1.79945        19.0735       0.169593     
  1116.28        2500.00                 NaN            NaN   3.35552                 NaN   14.0564                 NaN   8.85415                 NaN   52.8243        1.78549        19.0952       0.288608E-001
  1114.73        2500.00                 NaN            NaN   3.35813                 NaN   14.0563                 NaN   8.86105                 NaN   52.8382        1.78538        19.1009                 NaN
  1113.18        2500.00                 NaN            NaN   3.36146                 NaN   14.0538                 NaN   8.86642                 NaN   52.8360        1.78512        19.0972                 NaN
  1111.63        2500.00                 NaN            NaN   3.37615                 NaN   13.9862                 NaN   8.85722                 NaN   52.8881        1.79307        19.0993                 NaN
  1110.07        2500.00                 NaN            NaN   3.36245                 NaN   14.0058                 NaN   8.84808                 NaN   52.8852        1.79125        19.1072                 NaN
  1108.52        2500.00                 NaN            NaN   3.36946                 NaN   14.0500                 NaN   8.88540                 NaN   52.8238        1.78475        19.0866                 NaN
  1106.97        2500.00                 NaN            NaN   3.37279                 NaN   14.0500                 NaN   8.89146                 NaN   52.8193        1.78463        19.0818                 NaN
  1105.42        2500.00                 NaN            NaN   3.37553                 NaN   14.0478                 NaN   8.89731                 NaN   52.8160        1.78431        19.0790                 NaN
  1103.87        2500.00                 NaN            NaN   3.37831                 NaN   14.0476                 NaN   8.90335                 NaN   52.8115        1.78403        19.0752                 NaN
  1102.32        2500.00                 NaN            NaN   3.38109                 NaN   14.0472                 NaN   8.90946                 NaN   52.8071        1.78381        19.0713                 NaN
  1100.77        2500.00                 NaN            NaN   3.39541                 NaN   13.9778                 NaN   8.89820                 NaN   52.8613        1.79085        19.0764                 NaN
  1099.22        2500.00                 NaN            NaN   3.38635                 NaN   14.0460                 NaN   8.92168                 NaN   52.7984        1.78325        19.0642                 NaN
  1097.67        2500.00                 NaN            NaN   3.38911                 NaN   14.0460                 NaN   8.92777                 NaN   52.7939        1.78300        19.0603                 NaN
  1096.12        2500.00                 NaN            NaN   3.39198                 NaN   14.0458                 NaN   8.93359                 NaN   52.7895        1.78260        19.0565                 NaN
  1094.57        2500.00                 NaN            NaN   3.38990                 NaN   14.0331                 NaN   8.94172                 NaN   52.7889        1.78267        19.0638                 NaN
  1093.02        2500.00                 NaN            NaN   3.39689                 NaN   14.0456                 NaN   8.94594                 NaN   52.7801        1.78196        19.0495                 NaN
  1091.47        2500.00                 NaN            NaN   3.39962                 NaN   14.0442                 NaN   8.95133                 NaN   52.7766        1.78143        19.0468                 NaN
  1089.92        2500.00                 NaN            NaN   3.40179                 NaN   14.0449                 NaN   8.95796                 NaN   52.7712        1.78122        19.0429                 NaN
  1088.37        2500.00                 NaN            NaN   3.40452                 NaN   14.0463                 NaN   8.96428                 NaN   52.7657        1.78093        19.0383                 NaN
  1086.82        2500.00                 NaN            NaN   3.40715                 NaN   14.0475                 NaN   8.97057                 NaN   52.7603        1.78062        19.0339                 NaN
  1085.27        2500.00                 NaN            NaN   3.41037                 NaN   14.0468                 NaN   8.97912                 NaN   52.7537        1.78016        19.0298                 NaN
  1083.72        2500.00                 NaN            NaN   3.41235                 NaN   14.0471                 NaN   8.98464                 NaN   52.7493        1.77986        19.0268                 NaN
  1082.17        2500.00                 NaN            NaN   3.41174                 NaN   14.0377                 NaN   8.99018                 NaN   52.7497        1.77991        19.0308                 NaN
  1080.62        2500.00                 NaN            NaN   3.41739                 NaN   14.0521                 NaN   8.99501                 NaN   52.7389        1.77890        19.0176                 NaN
  1079.07        2500.00                 NaN            NaN   3.41970                 NaN   14.0512                 NaN   9.00046                 NaN   52.7351        1.77829        19.0153                 NaN
  1077.52        2500.00                 NaN            NaN   3.42225                 NaN   14.0537                 NaN   9.00692                 NaN   52.7288        1.77792        19.0104                 NaN
  1075.97        2500.00                 NaN            NaN   3.42476                 NaN   14.0562                 NaN   9.01333                 NaN   52.7226        1.77751        19.0056                 NaN
  1074.42        2500.00                 NaN            NaN   3.42725                 NaN   14.0587                 NaN   9.01969                 NaN   52.7163        1.77706        19.0010                 NaN
  1072.87        2500.00                 NaN            NaN   3.43124                 NaN   14.0532                 NaN   9.03926                 NaN   52.7014        1.77581        18.9991                 NaN
  1071.32        2500.00                 NaN            NaN   3.43187                 NaN   14.0619                 NaN   9.03205                 NaN   52.7047        1.77589        18.9936                 NaN
  1069.77        2500.00                 NaN            NaN   3.43339                 NaN   14.0615                 NaN   9.03887                 NaN   52.6996        1.77561        18.9911                 NaN
  1068.22        2500.00                 NaN            NaN   3.44653                 NaN   14.0142                 NaN   9.02777                 NaN   52.7406        1.78093        18.9899                 NaN
  1066.67        2500.00                 NaN            NaN   3.43522                 NaN   14.0497                 NaN   9.03898                 NaN   52.7079        1.77657        18.9916                 NaN
  1065.11        2500.00                 NaN            NaN   3.43550                 NaN   14.0502                 NaN   9.04012                 NaN   52.7074        1.77647        18.9903                 NaN
  1063.56        2500.00                 NaN            NaN   3.43577                 NaN   14.0507                 NaN   9.04125                 NaN   52.7070        1.77638        18.9889                 NaN
  1062.01        2500.00                 NaN            NaN   3.44684                 NaN   14.0807                 NaN   9.06981                 NaN   52.6652        1.77255        18.9648                 NaN
  1060.46        2500.00                 NaN            NaN   3.44866                 NaN   14.0816                 NaN   9.07548                 NaN   52.6601        1.77169        18.9626                 NaN
  1058.91        2500.00                 NaN            NaN   3.45090                 NaN   14.0857                 NaN   9.08225                 NaN   52.6523        1.77083        18.9580                 NaN
  1057.36        2500.00                 NaN            NaN   3.45538                 NaN   14.0944                 NaN   9.08811                 NaN   52.6428        1.76998        18.9493                 NaN
  1055.81        2500.00                 NaN            NaN   3.45760                 NaN   14.0978                 NaN   9.09443                 NaN   52.6359        1.76926        18.9450                 NaN
  1054.26        2500.00                 NaN            NaN   3.45737                 NaN   14.0954                 NaN   9.10099                 NaN   52.6323        1.76891        18.9450                 NaN
  1052.71        2500.00                 NaN            NaN   3.45960                 NaN   14.0988                 NaN   9.10723                 NaN   52.6254        1.76812        18.9408                 NaN
  1051.16        2500.00                 NaN            NaN   3.46180                 NaN   14.1038                 NaN   9.11391                 NaN   52.6174        1.76739        18.9357                 NaN
  1049.61        2500.00                 NaN            NaN   3.46399                 NaN   14.1075                 NaN   9.12016                 NaN   52.6103        1.76658        18.9315                 NaN
  1048.06        2500.00                 NaN            NaN   3.46616                 NaN   14.1121                 NaN   9.12669                 NaN   52.6026        1.76577        18.9267                 NaN
  1046.51        2500.00                 NaN            NaN   3.46863                 NaN   14.1201                 NaN   9.13404                 NaN   52.5924        1.76504        18.9197                 NaN
  1044.96        2500.00                 NaN            NaN   3.46917                 NaN   14.1204                 NaN   9.13957                 NaN   52.5880        1.76413        18.9187                 NaN
  1043.41        2500.00                 NaN            NaN   3.48512                 NaN   14.1581                 NaN   9.19414                 NaN   52.5163        1.75701        18.8893                 NaN
  1041.86        2500.00                 NaN            NaN   3.47465                 NaN   14.1321                 NaN   9.15308                 NaN   52.5704        1.76235        18.9075                 NaN
  1040.31        2500.00                 NaN            NaN   3.47691                 NaN   14.1410                 NaN   9.16075                 NaN   52.5596        1.76163        18.9002                 NaN
  1038.76        2500.00                 NaN            NaN   3.49478                 NaN   14.1972                 NaN   9.22635                 NaN   52.4676        1.75156        18.8625                 NaN
  1037.21        2500.00                 NaN            NaN   3.48505                 NaN   14.1582                 NaN   9.19496                 NaN   52.5190        1.75704        18.8858                 NaN
  1035.66        2500.00                 NaN            NaN   3.48317                 NaN   14.1578                 NaN   9.18243                 NaN   52.5323        1.75852        18.8857                 NaN
  1034.11        2500.00                 NaN            NaN   3.48485                 NaN   14.1610                 NaN   9.18687                 NaN   52.5270        1.75757        18.8827                 NaN
  1032.56        2500.00                 NaN            NaN   3.49472                 NaN   14.1973                 NaN   9.22723                 NaN   52.4702        1.75157        18.8590                 NaN
  1031.01        2500.00                 NaN            NaN   3.49470                 NaN   14.1973                 NaN   9.22744                 NaN   52.4708        1.75158        18.8581                 NaN
  1029.46        2500.00                 NaN            NaN   3.49468                 NaN   14.1973                 NaN   9.22764                 NaN   52.4715        1.75158        18.8573                 NaN
  1027.91        2500.00                 NaN            NaN   3.49466                 NaN   14.1973                 NaN   9.22785                 NaN   52.4722        1.75159        18.8564                 NaN
  1026.36        2500.00                 NaN            NaN   3.49464                 NaN   14.1973                 NaN   9.22805                 NaN   52.4728        1.75159        18.8555                 NaN
  1024.81        2500.00                 NaN            NaN   3.49462                 NaN   14.1974                 NaN   9.22826                 NaN   52.4735        1.75160        18.8547                 NaN
  1023.26        2500.00                 NaN            NaN   3.49847                 NaN   14.2121                 NaN   9.23684                 NaN   52.4579        1.74999        18.8447                 NaN
  1021.70        2500.00                 NaN            NaN   3.50030                 NaN   14.2205                 NaN   9.24426                 NaN   52.4471        1.74877        18.8391                 NaN
  1020.15        2500.00                 NaN            NaN   3.50213                 NaN   14.2292                 NaN   9.25173                 NaN   52.4361        1.74751        18.8334                 NaN
  1018.60        2500.00                 NaN            NaN   3.50394                 NaN   14.2380                 NaN   9.25926                 NaN   52.4249        1.74623        18.8277                 NaN
  1017.05        2500.00                 NaN            NaN   3.50771                 NaN   14.2541                 NaN   9.28118                 NaN   52.3955        1.74269        18.8188                 NaN
  1015.50        2500.00                 NaN            NaN   3.50793                 NaN   14.2550                 NaN   9.28311                 NaN   52.3940        1.74243        18.8176                 NaN
  1013.95        2500.00                 NaN            NaN   3.50791                 NaN   14.2550                 NaN   9.28331                 NaN   52.3947        1.74243        18.8167                 NaN
  1012.40        2500.00                 NaN            NaN   3.50789                 NaN   14.2550                 NaN   9.28352                 NaN   52.3953        1.74244        18.8158                 NaN
  1010.85        2500.00                 NaN            NaN   3.51283                 NaN   14.2782                 NaN   9.29569                 NaN   52.3716        1.73930        18.8024                 NaN
  1009.30        2500.00                 NaN            NaN   3.51448                 NaN   14.2948                 NaN   9.30546                 NaN   52.3545        1.73793        18.7929                 NaN
  1007.75        2500.00                 NaN            NaN   3.51617                 NaN   14.2979                 NaN   9.31142                 NaN   52.3474        1.73641        18.7907                 NaN
  1006.20        2500.00                 NaN            NaN   3.52617                 NaN   14.2501                 NaN   9.30028                 NaN   52.3898        1.74257        18.7911                 NaN
  1004.65        2500.00                 NaN            NaN   3.52785                 NaN   14.2605                 NaN   9.30821                 NaN   52.3773        1.74104        18.7851                 NaN
  1003.10        2500.00                 NaN            NaN   3.52953                 NaN   14.2700                 NaN   9.31591                 NaN   52.3654        1.73948        18.7797                 NaN
  1001.55        2500.00                 NaN            NaN   3.53122                 NaN   14.2792                 NaN   9.32352                 NaN   52.3537        1.73788        18.7745                 NaN
  1000.00        2500.00                 NaN            NaN   3.53290                 NaN   14.2883                 NaN   9.33112                 NaN   52.3421        1.73626        18.7694                 NaN
