|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00       0.235222E-001   99.4715       0.343521       0.161471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00       0.124749E-002   99.7501       0.212864       0.358370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00       0.454708E-002   98.1099        1.62474       0.260776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00                 NaN   98.9375       0.926109       0.136347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00                 NaN   98.9548       0.909349       0.135832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00                 NaN   98.9580       0.906674       0.135299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   98.9711       0.897949       0.130947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   98.9790       0.890336       0.130709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00                 NaN   98.9442       0.926157       0.129676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00                 NaN   99.3852       0.535572       0.792716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00                 NaN   98.6742        1.16240       0.163391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00                 NaN   99.0269       0.849623       0.123485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00                 NaN   98.9943       0.878831       0.126900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00                 NaN   99.0882       0.796508       0.115341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00                 NaN   99.0580       0.821427       0.120528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00                 NaN   99.0649       0.818572       0.116484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00                 NaN   99.0774       0.805652       0.116945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00                 NaN   99.0816       0.804482       0.113949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00                 NaN   99.0959       0.791028       0.113044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00                 NaN   99.1001       0.789896       0.110043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.81        2500.00                 NaN   99.1102       0.780212       0.109559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00                 NaN   99.1213       0.771615       0.107067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00                 NaN   99.1278       0.765515       0.106675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00                 NaN   99.1377       0.756477       0.105803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00                 NaN   99.1455       0.750180       0.104342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00                 NaN   99.1531       0.744246       0.102659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00                 NaN   99.1597       0.740298       0.100017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00                 NaN   99.1668       0.734094       0.991461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00                 NaN   99.1796       0.723311       0.970572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00                 NaN   99.1821       0.721919       0.960072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00                 NaN   99.1907       0.714495       0.947988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00                 NaN   98.9454       0.941429       0.113194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00                 NaN   99.4592       0.468244       0.725205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN   99.2173       0.691286       0.913963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00                 NaN   99.2202       0.689444       0.903759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00                 NaN   99.2276       0.682881       0.895086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00                 NaN   99.1157       0.787544       0.967668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.3561       0.570233       0.736381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00                 NaN   99.2461       0.667565       0.862983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00                 NaN   98.6587        1.19826       0.143051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00                 NaN   99.7848       0.190886       0.243529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00                 NaN   99.3364       0.590805       0.728263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00                 NaN   99.2602       0.651855       0.879445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00                 NaN   99.2920       0.636080       0.719369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00                 NaN   99.2852       0.636791       0.780530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00                 NaN   99.2903       0.630112       0.796210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
