|6.6.6
Archiving\03_Data\frac/QFM_m0.25/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1786.97        2500.00        99.4098       0.577054                 NaN  0.131479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4094       0.577466                 NaN  0.131033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4047       0.582099                 NaN  0.131541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4093       0.577704                 NaN  0.129840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4055       0.581429                 NaN  0.130244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4033       0.583659                 NaN  0.129998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4014       0.585646                 NaN  0.129949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3997       0.587333                 NaN  0.129598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4016       0.585533                 NaN  0.128723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3922       0.594826                 NaN  0.130111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3941       0.593027                 NaN  0.128857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3918       0.595333                 NaN  0.128592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4607       0.527886                 NaN  0.113723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3150       0.670731                 NaN  0.143178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3794       0.607720                 NaN  0.129246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3877       0.599622                 NaN  0.126582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3791       0.608163                 NaN  0.127790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.6083       0.383652                 NaN  0.801485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.7198        1.25408                 NaN  0.261262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.6025       0.389566                 NaN  0.791568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.6654       0.327860                 NaN  0.670468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2631       0.722230                 NaN  0.147200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3654       0.622025                 NaN  0.126067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3516       0.635521                 NaN  0.128632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3733       0.614446                 NaN  0.122980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3480       0.639252                 NaN  0.127081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3521       0.635352                 NaN  0.125646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3481       0.639360                 NaN  0.125659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3450       0.642491                 NaN  0.125267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.7765       0.219319                 NaN  0.422797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        98.9026        1.07658                 NaN  0.208240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3376       0.649956                 NaN  0.124769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3328       0.654715                 NaN  0.124804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3320       0.655546                 NaN  0.124268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3263       0.661205                 NaN  0.124524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3240       0.663614                 NaN  0.124283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3222       0.665414                 NaN  0.123704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3172       0.670420                 NaN  0.123991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3148       0.672830                 NaN  0.123564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3155       0.672255                 NaN  0.122862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3102       0.677508                 NaN  0.123283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3074       0.680299                 NaN  0.123174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2999       0.687753                 NaN  0.123528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3090       0.678895                 NaN  0.121411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3012       0.686575                 NaN  0.122300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2970       0.690759                 NaN  0.122546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2937       0.694027                 NaN  0.122467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2978       0.690084                 NaN  0.121215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2937       0.694207                 NaN  0.121405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2908       0.697017                 NaN  0.121355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2882       0.699699                 NaN  0.121289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2889       0.699022                 NaN  0.120734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2863       0.701636                 NaN  0.120604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2857       0.702273                 NaN  0.120531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2862       0.701765                 NaN  0.119870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2847       0.703271                 NaN  0.119798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2837       0.704330                 NaN  0.119547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2799       0.708131                 NaN  0.119576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2870       0.701167                 NaN  0.118311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2803       0.707748                 NaN  0.119057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2864       0.701814                 NaN  0.117796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2852       0.702998                 NaN  0.117786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2815       0.706717                 NaN  0.118047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2871       0.701175                 NaN  0.116838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2860       0.702299                 NaN  0.116922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2866       0.701736                 NaN  0.116452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2842       0.704124                 NaN  0.116819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2668       0.683209                 NaN  0.109599E-001            NaN  0.390789E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5401       0.296880                 NaN            NaN            NaN   1.16297                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4764       0.246210                 NaN            NaN            NaN   1.27740                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5009       0.242187                 NaN            NaN            NaN   1.25691                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5213       0.237141                 NaN            NaN            NaN   1.24154                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5535       0.232228                 NaN            NaN            NaN   1.21430                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5708       0.226619                 NaN            NaN            NaN   1.20256                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5917       0.225021                 NaN            NaN            NaN   1.18324                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6207       0.218927                 NaN            NaN            NaN   1.16042                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6325       0.214112                 NaN            NaN            NaN   1.15334                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6609       0.210698                 NaN            NaN            NaN   1.12840                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6806       0.208132                 NaN            NaN            NaN   1.11123                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6994       0.202970                 NaN            NaN            NaN   1.09766                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7195       0.199907                 NaN            NaN            NaN   1.08058                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7355       0.196401                 NaN            NaN            NaN   1.06808                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7568       0.192963                 NaN            NaN            NaN   1.05026                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7738       0.188678                 NaN            NaN            NaN   1.03757                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7852       0.182833                 NaN            NaN            NaN   1.03193                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8098       0.181676                 NaN            NaN            NaN   1.00850                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8244       0.179157                 NaN            NaN            NaN  0.996430                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8407       0.176611                 NaN            NaN            NaN  0.982699                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8555       0.172818                 NaN            NaN            NaN  0.971634                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8703       0.169230                 NaN            NaN            NaN  0.960485                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8854       0.165967                 NaN            NaN            NaN  0.948621                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8988       0.161512                 NaN            NaN            NaN  0.939695                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9130       0.159110                 NaN            NaN            NaN  0.927862                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9277       0.156749                 NaN            NaN            NaN  0.915534                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9335       0.150893                 NaN            NaN            NaN  0.915582                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9594       0.149230                 NaN            NaN            NaN  0.891321                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9673       0.148629                 NaN            NaN            NaN  0.884058                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9783       0.144754                 NaN            NaN            NaN  0.876959                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9929       0.142710                 NaN            NaN            NaN  0.864393                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0018       0.137974                 NaN            NaN            NaN  0.860239                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0154       0.136114                 NaN            NaN            NaN  0.848483                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0262       0.133572                 NaN            NaN            NaN  0.840199                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0365       0.128961                 NaN            NaN            NaN  0.834547                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0435       0.128759                 NaN            NaN            NaN  0.827741                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0605       0.122903                 NaN            NaN            NaN  0.816625                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0641       0.125248                 NaN            NaN            NaN  0.810678                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0782       0.115145                 NaN            NaN            NaN  0.806634                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0877       0.116056                 NaN            NaN            NaN  0.796218                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0931       0.113012                 NaN            NaN            NaN  0.793865                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1072       0.101832                 NaN            NaN            NaN  0.790979                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1136       0.114908                 NaN            NaN            NaN  0.771530                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1193       0.101738                 NaN            NaN            NaN  0.778928                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1352       0.103505                 NaN            NaN            NaN  0.761345                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1396       0.102158                 NaN            NaN            NaN  0.758273                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1515       0.100629                 NaN            NaN            NaN  0.747826                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1514       0.104595                 NaN            NaN            NaN  0.743990                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1705       0.937394E-001            NaN            NaN            NaN  0.735780                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1734       0.945587E-001            NaN            NaN            NaN  0.732013                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1788       0.851288E-001            NaN            NaN            NaN  0.736063                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1832       0.836397E-001            NaN            NaN            NaN  0.733146                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1925       0.839993E-001            NaN            NaN            NaN  0.723479                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1967       0.778354E-001            NaN            NaN            NaN  0.725505                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2032       0.745199E-001            NaN            NaN            NaN  0.722237                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2087       0.724747E-001            NaN            NaN            NaN  0.718799                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2146       0.713820E-001            NaN            NaN            NaN  0.713984                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2208       0.674983E-001            NaN            NaN            NaN  0.711743                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2223       0.657932E-001            NaN            NaN            NaN  0.711924                 NaN            NaN            NaN            NaN            NaN            NaN
