|6.6.6
Archiving\03_Data\frac/QFM_m0.25/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1468.67        2500.00        99.2351       0.644612E-001            NaN            NaN            NaN  0.700434                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.2353       0.583795E-001            NaN            NaN            NaN  0.706353                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.2409       0.562536E-001            NaN            NaN            NaN  0.702802                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.2433       0.581848E-001            NaN            NaN            NaN  0.698534                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.2535       0.511449E-001            NaN            NaN            NaN  0.695395                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.2553       0.515453E-001            NaN            NaN            NaN  0.693116                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.2577       0.447795E-001            NaN            NaN            NaN  0.697473                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.1448       0.205546E-001            NaN            NaN            NaN  0.273418       0.561215                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.1357       0.184294E-001            NaN            NaN            NaN  0.221103       0.624737                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7326       0.418761E-001            NaN            NaN            NaN            NaN  0.638365       0.587147                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5781       0.153235                 NaN            NaN            NaN  0.351177E-001   1.08942       0.144103                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5911       0.150208                 NaN            NaN            NaN  0.197171E-001  0.165797        1.07316                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.8424       0.250624                 NaN            NaN            NaN  0.384492        2.52250                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        99.0275       0.112373                 NaN            NaN            NaN  0.625608E-001  0.647304E-001  0.732853                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6523       0.144439                 NaN            NaN            NaN  0.137173        1.06612                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6597       0.133938                 NaN            NaN            NaN  0.154981        1.05137                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6664       0.125569                 NaN            NaN            NaN  0.105159        1.01991       0.829928E-001            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6738       0.119346                 NaN            NaN            NaN  0.743793E-001  0.135728       0.996731                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6833       0.117487                 NaN            NaN            NaN  0.585199E-001  0.157819       0.982907                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6933       0.113195                 NaN            NaN            NaN  0.577183E-001  0.164093       0.971699                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7015       0.109427                 NaN            NaN            NaN  0.601153E-001  0.164480       0.964471                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7099       0.107434                 NaN            NaN            NaN  0.450938E-001  0.186174       0.951425                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7176       0.103751                 NaN            NaN            NaN  0.458610E-001  0.189175       0.943591                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7251       0.999408E-001            NaN            NaN            NaN  0.476314E-001  0.935868       0.191502                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7319       0.970053E-001            NaN            NaN            NaN  0.423837E-001  0.927121       0.201585                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7382       0.937677E-001            NaN            NaN            NaN  0.395822E-001  0.918986       0.209421                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.7448       0.903427E-001            NaN            NaN            NaN  0.386978E-001  0.214411       0.911714                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.7492       0.883766E-001            NaN            NaN            NaN  0.255886E-001  0.903254       0.233616                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7226       0.429917                 NaN            NaN            NaN            NaN  0.351457       0.935221       0.560824                 NaN            NaN            NaN
  1393.48        2500.00        97.2708       0.596180                 NaN            NaN            NaN            NaN  0.950468       0.366873       0.815679                 NaN            NaN            NaN
  1390.98        2500.00        97.3562       0.589137                 NaN            NaN            NaN            NaN  0.343999       0.922169       0.788453                 NaN            NaN            NaN
  1388.47        2500.00        97.3927       0.596494                 NaN            NaN            NaN            NaN  0.917492       0.314874       0.778452                 NaN            NaN            NaN
  1385.96        2500.00        97.4442       0.597835                 NaN            NaN            NaN            NaN  0.291589       0.903645       0.762716                 NaN            NaN            NaN
  1383.46        2500.00        97.4909       0.600135                 NaN            NaN            NaN            NaN  0.266480       0.894049       0.748471                 NaN            NaN            NaN
  1380.95        2500.00        97.5379       0.601632                 NaN            NaN            NaN            NaN  0.882690       0.243503       0.734255                 NaN            NaN            NaN
  1378.45        2500.00        97.5827       0.603210                 NaN            NaN            NaN            NaN  0.872067       0.221502       0.720540                 NaN            NaN            NaN
  1375.94        2500.00        97.6266       0.604665                 NaN            NaN            NaN            NaN  0.861693       0.200008       0.707061                 NaN            NaN            NaN
  1373.43        2500.00        97.6692       0.605027                 NaN            NaN            NaN            NaN  0.852056       0.179622       0.694108                 NaN            NaN            NaN
  1370.93        2500.00        97.7054       0.606435                 NaN            NaN            NaN            NaN  0.161489       0.844320       0.682341                 NaN            NaN            NaN
  1368.42        2500.00        97.7493       0.605735                 NaN            NaN            NaN            NaN  0.143947       0.832092       0.668913                 NaN            NaN            NaN
  1365.91        2500.00        97.7890       0.605939                 NaN            NaN            NaN            NaN  0.124450       0.823862       0.656788                 NaN            NaN            NaN
  1363.41        2500.00        97.8262       0.605685                 NaN            NaN            NaN            NaN  0.814026       0.108917       0.645205                 NaN            NaN            NaN
  1360.90        2500.00        97.8593       0.605039                 NaN            NaN            NaN            NaN  0.806202       0.950818E-001  0.634354                 NaN            NaN            NaN
  1358.40        2500.00        97.8979       0.603642                 NaN            NaN            NaN            NaN  0.796421       0.794563E-001  0.622597                 NaN            NaN            NaN
  1355.89        2500.00        97.9302       0.601877                 NaN            NaN            NaN            NaN  0.678132E-001  0.788130       0.611996                 NaN            NaN            NaN
  1353.38        2500.00        97.9632       0.600086                 NaN            NaN            NaN            NaN  0.780042       0.551397E-001  0.601507                 NaN            NaN            NaN
  1350.88        2500.00        97.9962       0.597150                 NaN            NaN            NaN            NaN  0.770196       0.457015E-001  0.590780                 NaN            NaN            NaN
  1348.37        2500.00        98.0283       0.594629                 NaN            NaN            NaN            NaN  0.761439       0.349577E-001  0.580642                 NaN            NaN            NaN
  1345.86        2500.00        98.0589       0.590808                 NaN            NaN            NaN            NaN  0.752742       0.270859E-001  0.570498                 NaN            NaN            NaN
  1343.36        2500.00        98.0908       0.595888                 NaN            NaN            NaN            NaN  0.752002                 NaN  0.561307                 NaN            NaN            NaN
  1340.85        2500.00        98.1132       0.573276                 NaN            NaN            NaN            NaN  0.728111       0.343996E-001  0.551020                 NaN            NaN            NaN
  1338.35        2500.00        98.1453       0.576542                 NaN            NaN            NaN            NaN  0.988333E-002  0.726708       0.541588                 NaN            NaN            NaN
  1335.84        2500.00        98.1724       0.571191                 NaN            NaN            NaN            NaN  0.635093E-002  0.717571       0.532532                 NaN            NaN            NaN
  1333.33        2500.00        98.1985       0.564874                 NaN            NaN            NaN            NaN  0.709077       0.402170E-002  0.523503                 NaN            NaN            NaN
  1330.83        2500.00        98.2238       0.559090                 NaN            NaN            NaN            NaN  0.700737       0.142422E-002  0.514989                 NaN            NaN            NaN
  1328.32        2500.00        98.2475       0.552695                 NaN            NaN            NaN            NaN  0.113500E-002  0.691764       0.506932                 NaN            NaN            NaN
  1325.81        2500.00        98.2812       0.540783                 NaN            NaN            NaN            NaN  0.679577       0.331316E-002  0.495078                 NaN            NaN            NaN
  1323.31        2500.00        98.2994       0.534708                 NaN            NaN            NaN            NaN  0.489451E-002  0.672263       0.488714                 NaN            NaN            NaN
  1320.80        2500.00        98.3251       0.526011                 NaN            NaN            NaN            NaN  0.632058E-002  0.662466       0.480080                 NaN            NaN            NaN
  1318.30        2500.00        98.3437       0.519560                 NaN            NaN            NaN            NaN  0.101489E-001  0.652116       0.474472                 NaN            NaN            NaN
  1315.79        2500.00        98.1658       0.144617                 NaN  0.184526                 NaN            NaN  0.396930       0.650415       0.457722                 NaN            NaN            NaN
  1313.28        2500.00        97.9721                 NaN            NaN  0.364115                 NaN            NaN  0.737860       0.447920       0.477989                 NaN            NaN            NaN
  1310.78        2500.00        98.0257                 NaN            NaN  0.353317                 NaN            NaN  0.716092       0.437857       0.466999                 NaN            NaN            NaN
  1308.27        2500.00        98.0793                 NaN            NaN  0.342781                 NaN            NaN  0.694953       0.427026       0.455916                 NaN            NaN            NaN
  1305.76        2500.00        98.1313                 NaN            NaN  0.332114                 NaN            NaN  0.673544       0.417778       0.445290                 NaN            NaN            NaN
  1303.26        2500.00        98.1806                 NaN            NaN  0.321429                 NaN            NaN  0.409789       0.653207       0.434966                 NaN            NaN            NaN
  1300.75        2500.00        98.2284                 NaN            NaN  0.311540                 NaN            NaN  0.633682       0.401307       0.425037                 NaN            NaN            NaN
  1298.25        2500.00        98.2751                 NaN            NaN  0.301286                 NaN            NaN  0.394339       0.613945       0.415350                 NaN            NaN            NaN
  1295.74        2500.00        98.3208                 NaN            NaN  0.291456                 NaN            NaN  0.387230       0.594876       0.405656                 NaN            NaN            NaN
  1293.23        2500.00        84.6431                 NaN            NaN   1.18323                 NaN            NaN   2.14917        2.57790        2.05081        7.39575                 NaN            NaN
  1290.73        2500.00        75.6269                 NaN            NaN   1.65459                 NaN            NaN   2.98234        4.22134        3.13008        12.3848                 NaN            NaN
  1288.22        2500.00        80.6308                 NaN            NaN   1.28685                 NaN            NaN   2.32412        3.45375        2.51807        9.78638                 NaN            NaN
  1285.71        2500.00        83.9387                 NaN            NaN   1.05340                 NaN            NaN   2.92326        1.89967        2.11033        8.07466                 NaN            NaN
  1283.21        2500.00        86.2844                 NaN            NaN  0.893910                 NaN            NaN   1.60595        2.53122        1.81910        6.86544                 NaN            NaN
  1280.70        2500.00        88.0322                 NaN            NaN  0.780142                 NaN            NaN   2.22467        1.39413        1.60000        5.96884                 NaN            NaN
  1278.20        2500.00        86.5320                 NaN            NaN  0.718371                 NaN            NaN   1.58278        2.53526        1.80335        6.82826                 NaN            NaN
  1275.69        2500.00        93.3989                 NaN            NaN  0.678384                 NaN            NaN  0.773191        1.08186       0.907595        3.16009                 NaN            NaN
  1273.18        2500.00        91.1967                 NaN            NaN  0.576565                 NaN            NaN   1.03057        1.62839        1.20205        4.36576                 NaN            NaN
  1270.68        2500.00        84.2138                 NaN            NaN   1.08452                 NaN            NaN   2.04310        2.45288        2.18094        8.02478                 NaN            NaN
  1268.17        2500.00        99.6628                 NaN            NaN  0.572703E-001            NaN            NaN  0.267272                 NaN  0.126572E-001            NaN            NaN            NaN
  1265.66        2500.00        95.4627                 NaN            NaN  0.370905                 NaN            NaN  0.629014       0.738454       0.610247        2.18872                 NaN            NaN
  1263.16        2500.00        93.6463                 NaN            NaN  0.456375                 NaN            NaN  0.779138        1.09647       0.879146        3.14261                 NaN            NaN
  1260.65        2500.00        94.2213                 NaN            NaN  0.413330                 NaN            NaN   1.00723       0.702972       0.798199        2.85693                 NaN            NaN
  1258.15        2500.00        94.4203                 NaN            NaN  0.402770                 NaN            NaN  0.686156       0.954801       0.772166        2.76382                 NaN            NaN
  1255.64        2500.00        94.7446                 NaN            NaN  0.383971                 NaN            NaN  0.890799       0.642474       0.728279        2.60990                 NaN            NaN
  1253.13        2500.00        95.1964                 NaN            NaN  0.362235                 NaN            NaN  0.617026       0.772010       0.663566        2.38875                 NaN            NaN
  1250.63        2500.00        95.0711                 NaN            NaN  0.366135                 NaN            NaN  0.806999       0.599044       0.684915        2.47176                 NaN            NaN
  1248.12        2500.00        95.2427                 NaN            NaN  0.407071                 NaN            NaN  0.447632       0.780434       0.651314        2.47083                 NaN            NaN
  1245.61        2500.00        96.5288                 NaN            NaN  0.203682                 NaN            NaN  0.286238       0.851521       0.477181        1.65253                 NaN            NaN
  1243.11        2500.00        95.9671                 NaN            NaN  0.288408                 NaN            NaN  0.459000       0.699701       0.557768        2.02806                 NaN            NaN
  1240.60        2500.00        93.5257                 NaN            NaN  0.548074       0.260881E-002            NaN  0.615452                 NaN  0.680159        2.82861        1.78416       0.152327E-001
  1238.10        2500.00        93.0713                 NaN            NaN  0.255675                 NaN            NaN  0.880925        1.28385       0.923587        3.49288                 NaN  0.918290E-001
  1235.59        2500.00        93.8325                 NaN            NaN  0.561799                 NaN            NaN  0.754167                 NaN  0.641135        2.67103        1.53932                 NaN
  1233.08        2500.00        81.1130                 NaN            NaN   1.16611                 NaN            NaN   2.18173       0.382691        1.82301        7.62104        5.71240                 NaN
  1230.58        2500.00        86.9868                 NaN            NaN  0.338657       0.636575                 NaN   1.24296                 NaN   1.23870        5.25504        4.30126                 NaN
  1228.07        2500.00        71.8332                 NaN            NaN   1.80684                 NaN            NaN   2.86214       0.273914        2.61548        11.8753        8.73313                 NaN
  1225.56        2500.00        70.0044                 NaN            NaN   1.98871                 NaN            NaN   2.77231                 NaN   2.67112        12.9165        9.64702                 NaN
  1223.06        2500.00                 NaN            NaN            NaN   6.18604                 NaN            NaN   8.38519                 NaN   8.34737        44.2968        32.7846                 NaN
  1220.55        2500.00                 NaN            NaN            NaN   6.22095                 NaN            NaN   8.33519                 NaN   8.34114        44.2926        32.8101                 NaN
  1218.05        2500.00                 NaN            NaN            NaN   6.19406                 NaN            NaN   8.38056                 NaN   8.35206        44.2796        32.7937                 NaN
  1215.54        2500.00                 NaN            NaN            NaN   6.30131                 NaN            NaN   8.21291                 NaN   8.43462        44.1500        32.9012                 NaN
  1213.03        2500.00                 NaN            NaN            NaN   6.21650                 NaN            NaN   8.34645                 NaN   8.35612        44.2683        32.8127                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   6.22028                 NaN            NaN   8.32811                 NaN   8.36441        44.2727        32.8145                 NaN
  1208.02        2500.00                 NaN            NaN            NaN   6.22233                 NaN            NaN   8.32543                 NaN   8.37017        44.2642        32.8179                 NaN
  1205.51        2500.00                 NaN            NaN            NaN   6.34716                 NaN            NaN   8.15053                 NaN   8.46918        44.0834        32.9497                 NaN
  1203.01        2500.00                 NaN            NaN            NaN   6.23039                 NaN            NaN   8.32008                 NaN   8.37259        44.2510        32.8260                 NaN
  1200.50        2500.00                 NaN            NaN            NaN   6.23023                 NaN            NaN   8.31215                 NaN   8.38180        44.2502        32.8256                 NaN
  1197.99        2500.00                 NaN            NaN            NaN   6.24624                 NaN            NaN   8.29095                 NaN   8.38106        44.2425        32.8393                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   6.23901                 NaN            NaN   8.29510                 NaN   8.39059        44.2415        32.8338                 NaN
  1192.98        2500.00                 NaN            NaN            NaN   6.25058                 NaN            NaN   8.28284                 NaN   8.38888        44.2334        32.8443                 NaN
  1190.48        2500.00                 NaN            NaN            NaN   6.25712                 NaN            NaN   8.27669                 NaN   8.38671        44.2293        32.8502                 NaN
  1187.97        2500.00                 NaN            NaN            NaN   6.26289                 NaN            NaN   8.26654                 NaN   8.39077        44.2243        32.8555                 NaN
  1185.46        2500.00                 NaN            NaN            NaN   6.26563                 NaN            NaN   8.25483                 NaN   8.40058        44.2211        32.8578                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   6.27243                 NaN            NaN   8.24267                 NaN   8.40471        44.2163        32.8639                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   6.27877                 NaN            NaN   8.23093                 NaN   8.40924        44.2114        32.8696                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   6.28340                 NaN            NaN   8.22252                 NaN   8.41341        44.2066        32.8741                 NaN
  1175.44        2500.00                 NaN            NaN            NaN   6.28894                 NaN            NaN   8.21225                 NaN   8.41783        44.2017        32.8792                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   6.30586                 NaN            NaN   8.17755                 NaN   8.42563        44.1981        32.8929                 NaN
  1170.43        2500.00                 NaN            NaN            NaN   6.31173                 NaN            NaN   8.16597                 NaN   8.43049        44.1935        32.8983                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   6.30496                 NaN            NaN   8.17834                 NaN   8.43355        44.1888        32.8943                 NaN
  1165.41        2500.00                 NaN            NaN            NaN   6.28295                 NaN            NaN   8.19164                 NaN   8.43746        44.1821        32.8901       0.157617E-001
  1162.91        2500.00                 NaN            NaN            NaN   6.31105                 NaN            NaN   8.17260                 NaN   8.43892        44.1759        32.9015                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   6.31696                 NaN            NaN   8.16091                 NaN   8.44406        44.1712        32.9069                 NaN
  1157.89        2500.00                 NaN            NaN            NaN   6.31759                 NaN            NaN   8.15871                 NaN   8.44687        44.1658        32.9097       0.134872E-002
  1155.39        2500.00                 NaN            NaN            NaN   6.31227                 NaN            NaN   8.15020                 NaN   8.47512        44.1143        32.9293       0.187370E-001
  1152.88        2500.00                 NaN            NaN            NaN   6.28994                 NaN            NaN   8.15040                 NaN   8.47622        44.1128        32.9291       0.415143E-001
  1150.38        2500.00                 NaN            NaN            NaN   6.26741                 NaN            NaN   8.15042                 NaN   8.47737        44.1115        32.9288       0.645080E-001
  1147.87        2500.00                 NaN            NaN            NaN   6.24498                 NaN            NaN   8.15044                 NaN   8.47854        44.1101        32.9285       0.873923E-001
  1145.36        2500.00                 NaN            NaN            NaN   6.20009                 NaN            NaN   8.11552                 NaN   8.49137        44.0923        32.9469       0.153816     
  1142.86        2500.00                 NaN            NaN            NaN   6.03449                 NaN            NaN   7.98829       0.399668        8.48460        44.1051        32.8284       0.159480     
  1140.35        2500.00                 NaN            NaN            NaN   6.02196                 NaN            NaN   8.00272       0.374044        8.48699        44.1009        32.8339       0.179489     
  1137.84        2500.00                 NaN            NaN            NaN   5.98273                 NaN            NaN  0.418713        7.98727        8.49256        44.0916        32.8240       0.203097     
  1135.34        2500.00                 NaN            NaN            NaN   5.87534                 NaN            NaN  0.647682        7.88861        8.50638        44.0703        32.7751       0.236558     
  1132.83        2500.00                 NaN            NaN            NaN   5.76256                 NaN            NaN   7.78333       0.893283        8.52103        44.0468        32.7229       0.270127     
  1130.33        2500.00                 NaN            NaN            NaN   5.64560                 NaN            NaN   1.14609        7.67780        8.53631        44.0234        32.6674       0.303392     
  1127.82        2500.00                 NaN            NaN            NaN   5.57414                 NaN            NaN   1.27081        7.63237        8.54706        44.0074        32.6384       0.329822     
  1125.31        2500.00                 NaN            NaN            NaN   5.41611                 NaN            NaN   7.48235        1.63242        8.56659        43.9782        32.5573       0.366987     
  1122.81        2500.00                 NaN            NaN            NaN   5.29432                 NaN            NaN   7.37982        1.89357        8.58294        43.9534        32.4975       0.398501     
  1120.30        2500.00                 NaN            NaN            NaN   5.39834                 NaN            NaN   7.40766        1.68731        8.58866        43.9415        32.5766       0.399988     
  1117.79        2500.00                 NaN            NaN            NaN   5.08881                 NaN            NaN   2.31211        7.22440        8.61241        43.9085        32.3993       0.454513     
  1115.29        2500.00                 NaN            NaN            NaN   4.95652                 NaN            NaN   2.59719        7.11809        8.63052        43.8811        32.3317       0.484886     
  1112.78        2500.00                 NaN            NaN            NaN   4.82147                 NaN            NaN   2.88989        7.01003        8.64920        43.8531        32.2617       0.514590     
  1110.28        2500.00                 NaN            NaN            NaN   4.68350                 NaN            NaN   3.18898        6.90154        8.66843        43.8243        32.1894       0.543762     
  1107.77        2500.00                 NaN            NaN            NaN   4.54248                 NaN            NaN   6.79253        3.49478        8.68822        43.7949        32.1147       0.572386     
  1105.26        2500.00                 NaN            NaN            NaN   4.40223                 NaN            NaN   3.79891        6.68561        8.70814        43.7653        32.0398       0.599942     
  1102.76        2500.00                 NaN            NaN            NaN   4.25864                 NaN            NaN   4.11214        6.57650        8.72873        43.7349        31.9622       0.626827     
  1100.25        2500.00                 NaN            NaN            NaN   4.04958                 NaN            NaN   4.58965        6.40785        8.75804        43.6916        31.8442       0.659046     
  1097.74        2500.00                 NaN            NaN            NaN   3.77892                 NaN            NaN   6.17935        5.22656        8.79492        43.6374        31.6871       0.695710     
  1095.24        2500.00                 NaN            NaN            NaN   3.65100                 NaN            NaN   6.10324        5.48747        8.81369        43.6096        31.6170       0.718018     
  1092.73        2500.00                 NaN            NaN            NaN   3.46308                 NaN            NaN   5.89925        5.97395        8.84048        43.5694        31.5094       0.744479     
  1090.23        2500.00                 NaN            NaN            NaN   3.26945                 NaN            NaN   5.84241        6.32411        8.86828        43.5278        31.3975       0.770373     
  1087.72        2500.00                 NaN            NaN            NaN   3.04978                 NaN            NaN   5.69566        6.80872        8.89945        43.4806        31.2688       0.796966     
  1085.21        2500.00                 NaN            NaN            NaN   2.82713                 NaN            NaN   5.54179        7.30670        8.93164        43.4330        31.1372       0.822596     
  1082.71        2500.00                 NaN            NaN            NaN   2.58433                 NaN            NaN   5.37017        7.85676        8.96713        43.3809        30.9922       0.848535     
  1080.20        2500.00                 NaN            NaN            NaN   2.34211                 NaN            NaN   5.21196        8.39524        9.00189        43.3290        30.8467       0.873098     
  1077.69        2500.00                 NaN            NaN            NaN   2.12708                 NaN            NaN   5.08319        8.86219        9.03309        43.2831        30.7171       0.894328     
  1075.19        2500.00                 NaN            NaN            NaN   1.85170                 NaN            NaN   4.90391        9.47969        9.07290        43.2242        30.5490       0.918656     
  1072.68        2500.00                 NaN            NaN            NaN   1.56068                 NaN            NaN   4.71545        10.1349        9.11506        43.1620        30.3698       0.942145     
  1070.18        2500.00                 NaN            NaN            NaN   1.14852                 NaN            NaN   4.42112        11.0996        9.17500        43.0731        30.1124       0.970266     
  1067.67        2500.00                 NaN            NaN            NaN  0.795749                 NaN            NaN   4.19236        11.9030        9.22622        42.9974        29.8916       0.993735     
  1065.16        2500.00                 NaN            NaN            NaN  0.385871                 NaN            NaN   3.92120        12.8460        9.28571        42.9098        29.6331        1.01839     
  1062.66        2500.00                 NaN            NaN            NaN  0.754917E-001            NaN            NaN   3.72048        13.5573        9.33451        42.8406        29.4359        1.03569     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.74014        13.6579        9.34384        42.8268        29.3896        1.04167     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76418        13.6317        9.35217        42.8194        29.3905        1.04205     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6268        3.76853        9.35919        42.8129        29.3908        1.04169     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6841        3.72542        9.37386        42.7883        29.3925        1.03580     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80361        13.5895        9.37635        42.7961        29.3928        1.04160     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5766        3.81690        9.38446        42.7872        29.3937        1.04108     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5668        3.82770        9.39279        42.7776        29.3948        1.04034     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.83144        13.5646        9.39954        42.7698        29.3953        1.03932     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5753        3.82616        9.40740        42.7580        29.3962        1.03691     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6862        3.71915        9.40404        42.7646        29.3923        1.03368     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6876        3.71283        9.40524        42.7684        29.3912        1.03467     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6862        3.70923        9.40635        42.7723        29.3901        1.03578     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77489        13.6587        9.45071        42.6903        29.4024        1.02307     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.78905        13.6451        9.45829        42.6815        29.4035        1.02255     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5716        3.85051        9.45915        42.6881        29.4035        1.02717     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82495        13.6080        9.47266        42.6661        29.4059        1.02247     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5924        3.81495        9.44283        42.7187        29.3988        1.03223     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82212        13.6275        9.49091        42.6345        29.4091        1.01586     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5968        3.84882        9.49755        42.6293        29.4103        1.01716     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5711        3.85357        9.48761        42.6584        29.4059        1.02344     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5468        3.89301        9.51104        42.6184        29.4119        1.01883     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.86346        13.5947        9.52346        42.5918        29.4149        1.01172     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77595        13.6559        9.50851        42.6365        29.4048        1.01827     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6471        3.79199        9.51372        42.6236        29.4075        1.01619     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6294        3.81388        9.52036        42.6131        29.4095        1.01374     
