|6.6.6
Archiving\03_Data\frac/QFM_m5/NWA1068/NWA1068_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1566.42        2500.00        99.2225                 NaN            NaN            NaN            NaN  0.365914E-001  0.740959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9934                 NaN            NaN            NaN            NaN  0.509602E-001  0.955611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0065                 NaN            NaN            NaN            NaN  0.509905E-001  0.942537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0257                 NaN            NaN            NaN            NaN  0.504684E-001  0.923854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0345                 NaN            NaN            NaN            NaN  0.486721E-001  0.916847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0485                 NaN            NaN            NaN            NaN  0.476944E-001  0.903790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0595                 NaN            NaN            NaN            NaN  0.461905E-001  0.894298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0726                 NaN            NaN            NaN            NaN  0.444834E-001  0.882907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9414                 NaN            NaN            NaN            NaN  0.123024E-001  0.416284       0.630013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.8437                 NaN            NaN            NaN            NaN  0.585233E-002  0.574158E-001   1.09301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.8471                 NaN            NaN            NaN            NaN            NaN  0.456755E-001   1.10724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.8454                 NaN            NaN            NaN            NaN            NaN  0.360359E-001   1.11852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8448                 NaN            NaN            NaN            NaN            NaN  0.241220E-001   1.13107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8403                 NaN            NaN            NaN            NaN            NaN  0.120925E-001   1.14762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8296                 NaN            NaN            NaN            NaN            NaN  0.745650E-003   1.16970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8362                 NaN            NaN            NaN            NaN            NaN            NaN   1.16378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8226                 NaN            NaN            NaN            NaN            NaN            NaN   1.17745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8052                 NaN            NaN            NaN            NaN            NaN            NaN   1.19478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7803                 NaN            NaN            NaN  0.168712E-002            NaN            NaN   1.21797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.3403                 NaN            NaN            NaN  0.720448E-002            NaN            NaN  0.912632       0.739892                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.1706                 NaN            NaN            NaN  0.611373E-002            NaN            NaN   1.07365       0.749591                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.2117                 NaN            NaN            NaN  0.584549E-002            NaN            NaN  0.734786        1.04765                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.2419                 NaN            NaN            NaN  0.560667E-002            NaN            NaN   1.02935       0.723144                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.2727                 NaN            NaN            NaN  0.535318E-002            NaN            NaN  0.710881        1.01103                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.3034                 NaN            NaN            NaN  0.511233E-002            NaN            NaN  0.699250       0.992211                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.3341                 NaN            NaN            NaN  0.488845E-002            NaN            NaN  0.687226       0.973765                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.3612                 NaN            NaN            NaN  0.470063E-002            NaN            NaN  0.676213       0.957839                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3907                 NaN            NaN            NaN  0.445001E-002            NaN            NaN  0.939636       0.665168                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.4127                 NaN  0.164058E-002            NaN  0.415167E-002            NaN            NaN  0.932142       0.649348                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3886                 NaN  0.177388E-001            NaN  0.300102E-002            NaN            NaN  0.997822       0.592865                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4174                 NaN  0.172211E-001            NaN  0.283118E-002            NaN            NaN  0.584836       0.977665                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4410                 NaN  0.167480E-001            NaN  0.266649E-002            NaN            NaN  0.961485       0.578137                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4768                 NaN  0.161468E-001            NaN  0.249681E-002            NaN            NaN  0.937049       0.567530                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4998                 NaN  0.157551E-001            NaN  0.234815E-002            NaN            NaN  0.560497       0.921575                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5252                 NaN  0.152868E-001            NaN  0.220207E-002            NaN            NaN  0.904289       0.552980                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5502                 NaN  0.148479E-001            NaN  0.205500E-002            NaN            NaN  0.887737       0.545157                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5735                 NaN  0.143908E-001            NaN  0.191011E-002            NaN            NaN  0.537941       0.872213                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6001                 NaN  0.139806E-001            NaN  0.179185E-002            NaN            NaN  0.528974       0.855127                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6211                 NaN  0.135782E-001            NaN  0.166022E-002            NaN            NaN  0.522223       0.841488                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        96.7055                 NaN  0.336275E-001            NaN  0.317162E-002            NaN            NaN   1.21924        2.03844                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.9976                 NaN            NaN            NaN            NaN            NaN            NaN  0.236674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.3245                 NaN  0.482617E-002            NaN  0.789714E-003            NaN            NaN  0.405503       0.264384                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7069                 NaN  0.119268E-001            NaN  0.119678E-002            NaN            NaN  0.786747       0.493254                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7263                 NaN  0.115933E-001            NaN  0.109743E-002            NaN            NaN  0.486087       0.774931                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7464                 NaN  0.111757E-001            NaN  0.999757E-003            NaN            NaN  0.479220       0.762246                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7650                 NaN  0.107913E-001            NaN  0.904636E-003            NaN            NaN  0.750662       0.472601                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7832                 NaN  0.104588E-001            NaN  0.818789E-003            NaN            NaN  0.739506       0.465990                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8009                 NaN  0.100986E-001            NaN  0.734385E-003            NaN            NaN  0.728810       0.459468                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8186                 NaN  0.975372E-002            NaN  0.660203E-003            NaN            NaN  0.718010       0.452934                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8352                 NaN  0.939927E-002            NaN  0.577635E-003            NaN            NaN  0.707995       0.446795                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8517                 NaN  0.907933E-002            NaN  0.516322E-003            NaN            NaN  0.440481       0.698216                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7495                 NaN  0.113445E-001            NaN  0.990033E-004            NaN            NaN  0.471359       0.708356                 NaN  0.593633E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6883                 NaN  0.561520E-001            NaN            NaN            NaN            NaN   1.12481        1.00679                 NaN   1.12397                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8392                 NaN  0.529874E-001            NaN            NaN            NaN            NaN   1.07519       0.960006                 NaN   1.07258                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.9792                 NaN  0.501384E-001            NaN            NaN            NaN            NaN  0.917323        1.02835                 NaN   1.02499                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1088                 NaN  0.475495E-001            NaN            NaN            NaN            NaN  0.877035       0.985506                 NaN  0.981150                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2290                 NaN  0.449326E-001            NaN            NaN            NaN            NaN  0.839415       0.946711                 NaN  0.939897                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3408                 NaN  0.426256E-001            NaN            NaN            NaN            NaN  0.804283       0.910709                 NaN  0.901535                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4447                 NaN  0.402886E-001            NaN            NaN            NaN            NaN  0.770502       0.878059                 NaN  0.866451                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5440                 NaN  0.382735E-001            NaN            NaN            NaN            NaN  0.739773       0.845896                 NaN  0.832081                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6345                 NaN  0.363976E-001            NaN            NaN            NaN            NaN  0.711259       0.816711                 NaN  0.801122                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7196                 NaN  0.346260E-001            NaN            NaN            NaN            NaN  0.789419       0.684487                 NaN  0.771903                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8006                 NaN  0.329216E-001            NaN            NaN            NaN            NaN  0.658957       0.763564                 NaN  0.743946                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8761                 NaN  0.312557E-001            NaN            NaN            NaN            NaN  0.634222       0.740392                 NaN  0.718012                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9473                 NaN  0.297422E-001            NaN            NaN            NaN            NaN  0.717728       0.611933                 NaN  0.693330                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0149                 NaN  0.282543E-001            NaN            NaN            NaN            NaN  0.697203       0.589501                 NaN  0.670103                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0786                 NaN  0.268770E-001            NaN            NaN            NaN            NaN  0.677484       0.569019                 NaN  0.648002                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1389                 NaN  0.255547E-001            NaN            NaN            NaN            NaN  0.659282       0.549154                 NaN  0.627123                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1959                 NaN  0.243271E-001            NaN            NaN            NaN            NaN  0.530667       0.641625                 NaN  0.607508                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2497                 NaN  0.230779E-001            NaN            NaN            NaN            NaN  0.512037       0.626408                 NaN  0.588756                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3021                 NaN  0.219648E-001            NaN            NaN            NaN            NaN  0.609876       0.495506                 NaN  0.570546                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3504                 NaN  0.208926E-001            NaN            NaN            NaN            NaN  0.479348       0.595428                 NaN  0.553889                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3965                 NaN  0.199094E-001            NaN            NaN            NaN            NaN  0.581706       0.464209                 NaN  0.537648                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4417                 NaN  0.188104E-001            NaN            NaN            NaN            NaN  0.568870       0.448642                 NaN  0.521930                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4826                 NaN  0.178599E-001            NaN            NaN            NaN            NaN  0.557109       0.434810                 NaN  0.507593                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5238                 NaN  0.168849E-001            NaN            NaN            NaN            NaN  0.545576       0.420589                 NaN  0.493200                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5616                 NaN  0.160408E-001            NaN            NaN            NaN            NaN  0.534433       0.407916                 NaN  0.480046                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5985                 NaN  0.151685E-001            NaN            NaN            NaN            NaN  0.524646       0.394380                 NaN  0.467354                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6331                 NaN  0.142978E-001            NaN            NaN            NaN            NaN  0.515115       0.382468                 NaN  0.454977                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.6653                 NaN  0.135086E-001            NaN            NaN            NaN            NaN  0.506584       0.370900                 NaN  0.443736                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6992                 NaN  0.127114E-001            NaN            NaN            NaN            NaN  0.359102       0.497181                 NaN  0.431762                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7281                 NaN  0.119968E-001            NaN            NaN            NaN            NaN  0.349007       0.489330                 NaN  0.421605                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.7585                 NaN  0.111972E-001            NaN            NaN            NaN            NaN  0.482016       0.337442                 NaN  0.410892                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7860                 NaN  0.105143E-001            NaN            NaN            NaN            NaN  0.327129       0.475071                 NaN  0.401277                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8126                 NaN  0.979252E-002            NaN            NaN            NaN            NaN  0.317126       0.468573                 NaN  0.391875                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8385                 NaN  0.914347E-002            NaN            NaN            NaN            NaN  0.307312       0.462256                 NaN  0.382806                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8628                 NaN  0.846901E-002            NaN            NaN            NaN            NaN  0.298024       0.456516                 NaN  0.374185                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8861                 NaN  0.781781E-002            NaN            NaN            NaN            NaN  0.288406       0.451646                 NaN  0.366013                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9090                 NaN  0.715876E-002            NaN            NaN            NaN            NaN  0.446309       0.279654                 NaN  0.357838                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9305                 NaN  0.654257E-002            NaN            NaN            NaN            NaN  0.270799       0.441855                 NaN  0.350316                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9509                 NaN  0.599711E-002            NaN            NaN            NaN            NaN  0.262735       0.437256                 NaN  0.343072                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9713                 NaN  0.541530E-002            NaN            NaN            NaN            NaN  0.253851       0.433461                 NaN  0.336021                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9901                 NaN  0.485395E-002            NaN            NaN            NaN            NaN  0.245798       0.429884                 NaN  0.329384                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0083                 NaN  0.420912E-002            NaN            NaN            NaN            NaN  0.237315       0.427316                 NaN  0.322903                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0254                 NaN  0.365336E-002            NaN            NaN            NaN            NaN  0.229640       0.424455                 NaN  0.316835                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0421                 NaN  0.313412E-002            NaN            NaN            NaN            NaN  0.422120       0.221526                 NaN  0.311163                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0588                 NaN  0.257791E-002            NaN            NaN            NaN            NaN  0.419759       0.213728                 NaN  0.305110                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0734                 NaN  0.200425E-002            NaN            NaN            NaN            NaN  0.418612       0.205972                 NaN  0.300016                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0880                 NaN  0.147981E-002            NaN            NaN            NaN            NaN  0.198170       0.417443                 NaN  0.294955                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.1012                 NaN  0.882529E-003            NaN            NaN            NaN            NaN  0.417844       0.189795                 NaN  0.290293                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.1156                 NaN  0.395471E-003            NaN            NaN            NaN            NaN  0.182429       0.416343                 NaN  0.285265                 NaN            NaN            NaN            NaN
  1313.28        2500.00        99.1278                 NaN  0.161209E-004            NaN            NaN            NaN            NaN  0.415344       0.175689                 NaN  0.281199                 NaN            NaN            NaN            NaN
  1310.78        2500.00        84.7136                 NaN  0.890760E-001            NaN            NaN            NaN            NaN   1.42806        2.01199                 NaN   1.93772        9.81952                 NaN            NaN            NaN
  1308.27        2500.00        82.6240                 NaN  0.104177                 NaN            NaN            NaN            NaN   1.61079        2.18947                 NaN   2.15443        11.3171                 NaN            NaN            NaN
  1305.76        2500.00        84.9820                 NaN  0.916229E-001            NaN            NaN            NaN            NaN   1.40604        1.88615                 NaN   1.86537        9.76880                 NaN            NaN            NaN
  1303.26        2500.00        86.8223                 NaN  0.814224E-001            NaN            NaN            NaN            NaN   1.65756        1.24091                 NaN   1.64078        8.55703                 NaN            NaN            NaN
  1300.75        2500.00        88.3012                 NaN  0.731912E-001            NaN            NaN            NaN            NaN   1.10665        1.47804                 NaN   1.46092        7.57997                 NaN            NaN            NaN
  1298.25        2500.00        89.5188                 NaN  0.661981E-001            NaN            NaN            NaN            NaN   1.33610       0.992416                 NaN   1.31356        6.77293                 NaN            NaN            NaN
  1295.74        2500.00        90.5361                 NaN  0.602426E-001            NaN            NaN            NaN            NaN  0.894450        1.22187                 NaN   1.19069        6.09663                 NaN            NaN            NaN
  1293.23        2500.00        87.0429                 NaN  0.292820E-001            NaN            NaN            NaN            NaN  0.950927        1.58472                 NaN   1.54328        8.48870       0.360154                 NaN            NaN
  1290.73        2500.00        87.6468                 NaN  0.193103E-001            NaN            NaN            NaN            NaN   1.56753       0.790623                 NaN   1.45598        8.11144       0.408343                 NaN            NaN
  1288.22        2500.00        89.2132                 NaN  0.177065E-001            NaN            NaN            NaN            NaN   1.36038       0.708584                 NaN   1.27239        7.07040       0.357303                 NaN            NaN
  1285.71        2500.00        90.4662                 NaN  0.160079E-001            NaN            NaN            NaN            NaN  0.647700        1.19330                 NaN   1.12570        6.23482       0.316298                 NaN            NaN
  1283.21        2500.00        91.4801                 NaN  0.144042E-001            NaN            NaN            NaN            NaN  0.600989        1.05816                 NaN   1.00695        5.55651       0.282891                 NaN            NaN
  1280.70        2500.00        92.3115                 NaN  0.128785E-001            NaN            NaN            NaN            NaN  0.946512       0.565588                 NaN  0.909611        4.99872       0.255201                 NaN            NaN
  1278.20        2500.00        93.0034                 NaN  0.114527E-001            NaN            NaN            NaN            NaN  0.853812       0.537812                 NaN  0.828585        4.53307       0.231865                 NaN            NaN
  1275.69        2500.00        93.5844                 NaN  0.101729E-001            NaN            NaN            NaN            NaN  0.775521       0.516116                 NaN  0.760400        4.14144       0.211945                 NaN            NaN
  1273.18        2500.00        94.0775                 NaN  0.898862E-002            NaN            NaN            NaN            NaN  0.706698       0.500753                 NaN  0.702532        3.80884       0.194718                 NaN            NaN
  1270.68        2500.00        94.5027                 NaN  0.794832E-002            NaN            NaN            NaN            NaN  0.654531       0.482855                 NaN  0.652180        3.52007       0.179697                 NaN            NaN
  1268.17        2500.00        94.8719                 NaN  0.699055E-002            NaN            NaN            NaN            NaN  0.603173       0.472530                 NaN  0.608785        3.27030       0.166289                 NaN            NaN
  1265.66        2500.00        95.1927                 NaN  0.618568E-002            NaN            NaN            NaN            NaN  0.462549       0.560803                 NaN  0.570698        3.05268       0.154381                 NaN            NaN
  1263.16        2500.00        95.4754                 NaN  0.542568E-002            NaN            NaN            NaN            NaN  0.453685       0.523547                 NaN  0.537219        2.86097       0.143744                 NaN            NaN
  1260.65        2500.00        95.7098                 NaN            NaN            NaN            NaN  0.950722E-001            NaN  0.719401                 NaN            NaN  0.484245        2.83211       0.159420                 NaN            NaN
  1258.15        2500.00        95.2749                 NaN  0.527179E-001            NaN            NaN  0.742868E-001            NaN  0.843918                 NaN            NaN  0.568641        3.09148       0.940511E-001            NaN            NaN
  1255.64        2500.00        81.7403                 NaN            NaN            NaN            NaN  0.644448                 NaN   2.53325                 NaN            NaN   1.63731        10.0508       0.388469        3.00540                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.27699        4.59122        11.4657                 NaN   6.17153        49.9204        1.29112        16.6632        5.61986     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.31496        4.41366        11.6384                 NaN   6.18404        49.9610        1.27856        16.6854        5.52386     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.36150        4.20589        11.8070                 NaN   6.21143        49.9959        1.27264        16.7140        5.43164     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.44401        3.91801        12.0363                 NaN   6.23318        50.0313        1.26074        16.7394        5.33709     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.12830        11.0669        5.26970                 NaN   6.47458        49.8141        1.27164        16.7574        5.21730     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.60276        11.2793        5.42015                 NaN   6.77755        49.6220        1.34087        16.8238        5.13357     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.58405        11.4866        5.21626                 NaN   6.82838        49.6428        1.34403        16.8586        5.03924     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.49595        11.5290        5.23000                 NaN   6.90203        49.6458        1.35558        16.8974        4.94425     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.39397        11.4776        5.35077                 NaN   6.97396        49.6513        1.36867        16.9364        4.84736     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.28903        11.4077        5.49285                 NaN   7.04550        49.6579        1.38209        16.9758        4.74914     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.19464        11.3988        5.56973                 NaN   7.11661        49.6635        1.39321        17.0143        4.64922     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.10324        11.4074        5.62819                 NaN   7.18785        49.6689        1.40362        17.0526        4.54815     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.01162        11.4157        5.68742                 NaN   7.25942        49.6747        1.41400        17.0912        4.44591     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.91977        11.4236        5.74740                 NaN   7.33132        49.6808        1.42436        17.1302        4.34251     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82769        11.4313        5.80798                 NaN   7.40354        49.6872        1.43470        17.1695        4.23808     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.73539        11.4390        5.86909                 NaN   7.47608        49.6938        1.44501        17.2090        4.13260     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.64308        11.4467        5.93042                 NaN   7.54885        49.7008        1.45527        17.2488        4.02607     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.09879       0.107079E-004   9.54650        8.44556        7.81730        49.8366        1.75170        17.4766        4.02695     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.46620        11.4626        6.04744                 NaN   7.69114        49.7205        1.47481        17.3294        3.80796     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.37736        11.4710        6.10632                 NaN   7.76281        49.7306        1.48454        17.3700        3.69736     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.28827        11.4796        6.16535                 NaN   7.83482        49.7405        1.49425        17.4107        3.58653     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.19888        11.4885        6.22464                 NaN   7.90719        49.7517        1.50394        17.4523        3.47296     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.10929        11.4977        6.28397                 NaN   7.97989        49.7632        1.51359        17.4941        3.35826     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.01942        11.5073        6.34347                 NaN   8.05295        49.7750        1.52323        17.5362        3.24238     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.92929        11.5172        6.40307                 NaN   8.12637        49.7871        1.53285        17.5787        3.12533     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.83893        11.5276        6.46273                 NaN   8.20012        49.7996        1.54244        17.6215        3.00711     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.74829        11.5383        6.52246                 NaN   8.27425        49.8123        1.55200        17.6646        2.88769     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.65741        11.5495        6.58223                 NaN   8.34874        49.8254        1.56153        17.7081        2.76706     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.56624        11.5612        6.64210                 NaN   8.42362        49.8397        1.57104        17.7523        2.64382     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.47484        11.5733        6.70193                 NaN   8.49885        49.8539        1.58052        17.7966        2.51999     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.38318        11.5859        6.76178                 NaN   8.57447        49.8686        1.58997        17.8414        2.39474     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.29127        11.5991        6.82163                 NaN   8.65047        49.8836        1.59939        17.8865        2.26806     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.19908        11.6127        6.88149                 NaN   8.72686        49.8991        1.60879        17.9320        2.13993     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.10663        11.6269        6.94133                 NaN   8.80364        49.9151        1.61815        17.9780        2.01032     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.01393        11.6416        7.00117                 NaN   8.88082        49.9315        1.62748        18.0243        1.87923     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.923491        11.6604        7.05551                 NaN   8.95763        49.9489        1.63643        18.0709        1.74661     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.843546        11.6951        7.08684                 NaN   9.03160        49.9693        1.64390        18.1174        1.61229     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.765645        11.7308        7.11617                 NaN   9.10484        49.9911        1.65104        18.1641        1.47633     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.689715        11.7674        7.14354                 NaN   9.17739        50.0143        1.65785        18.2111        1.33871     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.04315        6.99053        11.6524                 NaN   8.67668        50.6017        1.62680        18.2332        1.17554     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82697        14.9323        2.58185                 NaN   8.54980        50.6233        1.34280        18.1574       0.985520     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82946        14.9033        2.61287                 NaN   8.57920        50.6910        1.34165        18.2029       0.839624     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.167426        9.98812        8.77828                 NaN   9.01464        50.8337        1.84886        18.5273       0.841713     
