|6.6.6
Archiving\03_Data\Deq/QFM_m2/YM20/YM20_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9858       0.141520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9858       0.141524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9858       0.141528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9858       0.141532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9858       0.141536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9858       0.141540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9858       0.141543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9858       0.141547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9858       0.141551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9858       0.141555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9858       0.141560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9858       0.141564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9858       0.141568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.9858       0.141572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.9858       0.141576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.9858       0.141580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.9858       0.141584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.9858       0.141589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.9858       0.141593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.9821       0.141271E-001  0.378721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1598       0.694184E-002  0.833216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.3710                 NaN   1.62904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.1406                 NaN   1.85938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.8500                 NaN   2.15000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.5592                 NaN   2.44077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.1272                 NaN   2.87281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.6948                 NaN   3.30515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.2622                 NaN   3.73781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.8292                 NaN   4.17077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.3011                 NaN   4.69890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.7494                 NaN   5.23737       0.131960E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        94.1671                 NaN   5.80668       0.262051E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        93.5843                 NaN   6.37651       0.392269E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        92.9784                 NaN   6.97010       0.514655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.3720                 NaN   7.56426       0.637164E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        91.7650                 NaN   8.15897       0.759796E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        91.1575                 NaN   8.75424       0.882549E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        90.5494                 NaN   9.35006       0.100542                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        89.9407                 NaN   9.94643       0.112842                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        89.3315                 NaN   10.5433       0.125153                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        88.7217                 NaN   11.1408       0.137477                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        88.1288                 NaN   11.7225       0.148764                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        87.5353                 NaN   12.3046       0.160062                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        86.9413                 NaN   12.8873       0.171370                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        86.3468                 NaN   13.4705       0.182689                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        85.7518                 NaN   14.0542       0.194018                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.1562                 NaN   14.6384       0.205358                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        84.5602                 NaN   15.2231       0.216709                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        83.9636                 NaN   15.8083       0.228070                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.3958                 NaN   16.3656       0.238571                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        82.8275                 NaN   16.9234       0.249082                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.2587                 NaN   17.4817       0.259602                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.6895                 NaN   18.0403       0.270131                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.1199                 NaN   18.5995       0.280669                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.5497                 NaN   19.1591       0.291215                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.9792                 NaN   19.7191       0.301771                 NaN            NaN            NaN            NaN            NaN            NaN
