|6.6.6
Archiving\03_Data\DeqLP/QFM_m3.5/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9607       0.392790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9607       0.392790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9607       0.392790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9607       0.392789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9607       0.392789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9607       0.392789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9607       0.392789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9607       0.392788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9607       0.392788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9607       0.392788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9607       0.392787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9607       0.392787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9607       0.392787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9607       0.392786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9607       0.392786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9607       0.392786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9607       0.392785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3002       0.369959E-001  0.662761                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.4076       0.338785E-001   1.55855                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.5359       0.307648E-001   2.43337                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.6642       0.276512E-001   3.30819                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.8351       0.245701E-001   4.14036                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.0060       0.214890E-001   4.97254                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.1769       0.184080E-001   5.80470                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        93.3478       0.153270E-001   6.63685                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        92.5663       0.122517E-001   7.42142                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        91.7848       0.917637E-002   8.20598                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        91.0034       0.610110E-002   8.99054                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        90.2219       0.302588E-002   9.77509                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        89.4650                 NaN   10.5350                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        88.7759                 NaN   11.2241                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        88.0925                 NaN   11.9075                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        87.4091                 NaN   12.5909                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        86.7409                 NaN   13.2584       0.705199E-003            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        86.0608                 NaN   13.9202       0.189834E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        85.3751                 NaN   14.5878       0.370494E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        84.6895                 NaN   15.2554       0.551155E-001            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        84.0274                 NaN   15.9000       0.725772E-001            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        83.3653                 NaN   16.5447       0.900391E-001            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        82.7031                 NaN   17.1894       0.107501                 NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        82.0410                 NaN   17.8341       0.124963                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        81.4142                 NaN   18.4444       0.141367                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        80.7874                 NaN   19.0548       0.157771                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        80.1607                 NaN   19.6652       0.174175                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        79.5339                 NaN   20.2755       0.190580                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        78.9071                 NaN   20.8859       0.206984                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        78.2803                 NaN   21.4963       0.223389                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        77.6535                 NaN   22.1067       0.239793                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        77.0267                 NaN   22.7171       0.256198                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        76.4362                 NaN   23.2925       0.271304                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        75.8457                 NaN   23.8679       0.286411                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        75.2551                 NaN   24.4433       0.301518                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        74.6646                 NaN   25.0188       0.316625                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        74.0741                 NaN   25.5942       0.331732                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        73.4835                 NaN   26.1696       0.346839                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        72.8930                 NaN   26.7451       0.361946                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        72.3024                 NaN   27.3205       0.377054                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        71.7450                 NaN   27.8640       0.391061                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        71.1875                 NaN   28.4074       0.405069                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        70.6300                 NaN   28.9509       0.419076                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        70.0726                 NaN   29.4944       0.433084                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        69.5151                 NaN   30.0378       0.447092                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        68.9576                 NaN   30.5813       0.461100                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        68.4001                 NaN   31.1247       0.475107                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        67.8427                 NaN   31.6682       0.489115                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        67.3106                 NaN   32.1873       0.502065                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        66.7785                 NaN   32.7065       0.515015                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        66.2464                 NaN   33.2256       0.527965                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        65.7143                 NaN   33.7447       0.540914                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        65.1822                 NaN   34.2639       0.553864                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        64.6502                 NaN   34.7830       0.566814                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        64.1181                 NaN   35.3022       0.579764                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        63.5860                 NaN   35.8213       0.592714                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        63.0763                 NaN   36.3189       0.604813                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        62.5667                 NaN   36.8164       0.616912                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        62.0571                 NaN   37.3139       0.629010                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        61.5474                 NaN   37.8114       0.641109                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        61.0378                 NaN   38.3090       0.653208                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        60.5282                 NaN   38.8065       0.665306                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        60.0185                 NaN   39.3041       0.677405                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        59.5089                 NaN   39.8016       0.689504                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        59.0215                 NaN   40.2778       0.700761                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        58.5341                 NaN   40.7539       0.712017                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        58.0467                 NaN   41.2300       0.723274                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        57.5593                 NaN   41.7062       0.734530                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        57.0719                 NaN   42.1823       0.745787                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        56.5845                 NaN   42.6585       0.757043                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        56.0970                 NaN   43.1347       0.768300                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        55.6096                 NaN   43.6108       0.779557                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        55.1454                 NaN   44.0645       0.790147                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        54.6811                 NaN   44.5181       0.800736                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        54.2169                 NaN   44.9718       0.811326                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        53.7526                 NaN   45.4255       0.821916                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        53.2883                 NaN   45.8792       0.832506                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        52.8241                 NaN   46.3328       0.843096                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        52.3598                 NaN   46.7865       0.853686                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        51.8955                 NaN   47.2402       0.864276                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        51.4572                 NaN   47.6686       0.874280                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        51.0188                 NaN   48.0969       0.884283                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        50.5804                 NaN   48.5253       0.894287                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        50.1420                 NaN   48.9537       0.904291                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        49.7036                 NaN   49.3821       0.914295                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        49.2652                 NaN   49.8105       0.924300                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        48.8268                 NaN   50.2389       0.934304                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        48.3884                 NaN   50.6673       0.944308                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        47.9789                 NaN   51.0674       0.953735                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        47.5693                 NaN   51.4675       0.963161                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        47.1598                 NaN   51.8677       0.972588                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        46.7502                 NaN   52.2678       0.982015                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        46.3407                 NaN   52.6679       0.991442                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        45.9311                 NaN   53.0680        1.00087                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        45.5216                 NaN   53.4682        1.01030                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        45.1120                 NaN   53.8683        1.01972                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        44.7257                 NaN   54.2452        1.02905                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        44.3395                 NaN   54.6221        1.03838                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        43.9532                 NaN   54.9991        1.04770                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        43.5670                 NaN   55.3760        1.05703                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        43.1932                 NaN   55.7407        1.06607                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        42.8195                 NaN   56.1054        1.07512                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        42.4525                 NaN   56.4635        1.08401                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        41.3748                 NaN   56.4836        1.07536        1.06620                 NaN            NaN            NaN            NaN
  1612.18        500.000        40.4542                 NaN   56.4846        1.06665        1.99452                 NaN            NaN            NaN            NaN
  1608.97        500.000        39.5337                 NaN   56.4856        1.05795        2.92284                 NaN            NaN            NaN            NaN
  1605.77        500.000        38.6131                 NaN   56.4865        1.04924        3.85116                 NaN            NaN            NaN            NaN
  1602.56        500.000        37.6925                 NaN   56.4875        1.04054        4.77949                 NaN            NaN            NaN            NaN
  1599.36        500.000        36.7719                 NaN   56.4885        1.03184        5.70782                 NaN            NaN            NaN            NaN
  1596.15        500.000        35.8513                 NaN   56.4894        1.02313        6.63615                 NaN            NaN            NaN            NaN
  1592.95        500.000        34.9307                 NaN   56.4904        1.01443        7.56449                 NaN            NaN            NaN            NaN
  1589.74        500.000        34.0101                 NaN   56.4914        1.00572        8.49283                 NaN            NaN            NaN            NaN
  1586.54        500.000        33.3148                 NaN   56.4802       0.996041        9.20898                 NaN            NaN            NaN            NaN
  1583.33        500.000        32.6196                 NaN   56.4689       0.986360        9.92513                 NaN            NaN            NaN            NaN
  1580.13        500.000        31.9243                 NaN   56.4577       0.976679        10.6413                 NaN            NaN            NaN            NaN
  1576.92        500.000        31.2290                 NaN   56.4465       0.966997        11.3574                 NaN            NaN            NaN            NaN
  1573.72        500.000        30.5338                 NaN   56.4353       0.957316        12.0736                 NaN            NaN            NaN            NaN
  1570.51        500.000        29.8385                 NaN   56.4241       0.947634        12.7897                 NaN            NaN            NaN            NaN
  1567.31        500.000        29.1433                 NaN   56.4129       0.937953        13.5059                 NaN            NaN            NaN            NaN
  1564.10        500.000        28.4480                 NaN   56.4017       0.928271        14.2221                 NaN            NaN            NaN            NaN
  1560.90        500.000        27.8905                 NaN   56.3848       0.917373        14.8074                 NaN            NaN            NaN            NaN
  1557.69        500.000        27.3330                 NaN   56.3679       0.906475        15.3927                 NaN            NaN            NaN            NaN
  1554.49        500.000        26.7754                 NaN   56.3510       0.895577        15.9780                 NaN            NaN            NaN            NaN
  1551.28        500.000        26.2179                 NaN   56.3341       0.884679        16.5633                 NaN            NaN            NaN            NaN
  1548.08        500.000        25.6604                 NaN   56.3173       0.873781        17.1486                 NaN            NaN            NaN            NaN
  1544.87        500.000        25.1029                 NaN   56.3004       0.862882        17.7339                 NaN            NaN            NaN            NaN
  1541.67        500.000        24.5454                 NaN   56.2835       0.851984        18.3192                 NaN            NaN            NaN            NaN
  1538.46        500.000        23.9878                 NaN   56.2666       0.841086        18.9045                 NaN            NaN            NaN            NaN
  1535.26        500.000        23.5163                 NaN   56.2493       0.828342        19.4060                 NaN            NaN            NaN            NaN
  1532.05        500.000        23.0448                 NaN   56.2321       0.815598        19.9075                 NaN            NaN            NaN            NaN
  1528.85        500.000        22.5734                 NaN   56.2148       0.802854        20.4090                 NaN            NaN            NaN            NaN
  1525.64        500.000        22.1019                 NaN   56.1975       0.790109        20.9105                 NaN            NaN            NaN            NaN
  1522.44        500.000        21.6304                 NaN   56.1802       0.777365        21.4121                 NaN            NaN            NaN            NaN
  1519.23        500.000        21.1589                 NaN   56.1629       0.764621        21.9136                 NaN            NaN            NaN            NaN
  1516.03        500.000        20.6874                 NaN   56.1457       0.751877        22.4151                 NaN            NaN            NaN            NaN
  1512.82        500.000        20.2159                 NaN   56.1284       0.739133        22.9166                 NaN            NaN            NaN            NaN
  1509.62        500.000        19.7979                 NaN   56.1143       0.723935        23.3638                 NaN            NaN            NaN            NaN
  1506.41        500.000        19.3800                 NaN   56.1003       0.708737        23.8110                 NaN            NaN            NaN            NaN
  1503.21        500.000        18.9620                 NaN   56.0862       0.693539        24.2583                 NaN            NaN            NaN            NaN
