|6.6.6
Archiving\03_Data\frac/QFM_m5/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              O(HP)         
  1528.82        2500.00        98.8051                 NaN            NaN            NaN            NaN  0.172552E-001   1.17760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8068                 NaN            NaN            NaN            NaN  0.649522E-002   1.18669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8060                 NaN            NaN            NaN            NaN  0.399321E-001   1.15411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8087                 NaN            NaN            NaN            NaN  0.760521E-001   1.11530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8012                 NaN            NaN            NaN            NaN            NaN   1.19875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7242                 NaN            NaN            NaN            NaN            NaN   1.27578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8598                 NaN            NaN            NaN            NaN            NaN   1.14024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7761                 NaN            NaN            NaN            NaN            NaN   1.22391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7534                 NaN            NaN            NaN            NaN            NaN   1.24657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.6480                 NaN            NaN            NaN            NaN            NaN   1.18469       0.167336                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.1224                 NaN            NaN            NaN            NaN            NaN  0.714703        1.16292                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.1632                 NaN            NaN            NaN            NaN            NaN   1.13477       0.702037                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1880                 NaN            NaN            NaN            NaN            NaN   1.12014       0.691852                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2184                 NaN            NaN            NaN            NaN            NaN  0.682332        1.09922                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2134                 NaN            NaN  0.203987E-001            NaN            NaN   1.12499       0.641181                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2145                 NaN            NaN  0.383011E-001            NaN            NaN  0.605256        1.14194                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2458                 NaN            NaN  0.367819E-001            NaN            NaN  0.597750        1.11969                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2749                 NaN            NaN  0.354428E-001            NaN            NaN  0.589931        1.09972                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3047                 NaN            NaN  0.341547E-001            NaN            NaN  0.583923        1.07718                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3320                 NaN            NaN  0.329258E-001            NaN            NaN   1.05782       0.577257                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3607                 NaN            NaN  0.315461E-001            NaN            NaN  0.569109        1.03869                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3872                 NaN            NaN  0.304184E-001            NaN            NaN   1.01933       0.563007                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4121                 NaN            NaN  0.293147E-001  0.444730E-004            NaN  0.556875        1.00168                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4399                 NaN            NaN  0.274521E-001  0.229326E-002            NaN  0.552988       0.977341                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4638                 NaN            NaN  0.263690E-001  0.210183E-002            NaN  0.546114       0.961642                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4883                 NaN            NaN  0.253811E-001  0.193132E-002            NaN  0.538969       0.945467                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5114                 NaN            NaN  0.242866E-001  0.175404E-002            NaN  0.532082       0.930438                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5341                 NaN            NaN  0.234162E-001  0.159469E-002            NaN  0.525224       0.915647                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5555                 NaN            NaN  0.224556E-001  0.143251E-002            NaN  0.518046       0.902550                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5788                 NaN            NaN  0.213399E-001  0.128424E-002            NaN  0.511932       0.886668                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5984                 NaN            NaN  0.203543E-001  0.113557E-002            NaN  0.874613       0.505532                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6188                 NaN            NaN  0.194630E-001  0.998595E-003            NaN  0.499337       0.861384                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6386                 NaN            NaN  0.185976E-001  0.869272E-003            NaN  0.848947       0.492964                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6559                 NaN            NaN  0.176023E-001  0.742012E-003            NaN  0.837308       0.488467                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6753                 NaN            NaN  0.169433E-001  0.637675E-003            NaN  0.480870       0.826290                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6953                 NaN            NaN  0.158332E-001  0.513925E-003            NaN  0.475011       0.813388                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6202                 NaN            NaN  0.198584E-001  0.637776E-004            NaN  0.500774       0.818379                 NaN  0.406967E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.2624                 NaN            NaN  0.141981                 NaN            NaN   1.32454        1.15176                 NaN   1.11936                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.4231                 NaN            NaN  0.134113                 NaN            NaN   1.10130        1.26998                 NaN   1.07152                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.5823                 NaN            NaN  0.126529                 NaN            NaN   1.05281        1.21453                 NaN   1.02384                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.7202                 NaN            NaN  0.119828                 NaN            NaN   1.00998        1.16714                 NaN  0.982838                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8511                 NaN            NaN  0.113557                 NaN            NaN   1.12317       0.968515                 NaN  0.943680                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9691                 NaN            NaN  0.107486                 NaN            NaN  0.931642        1.08318                 NaN  0.908584                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0843                 NaN            NaN  0.101729                 NaN            NaN  0.895790        1.04421                 NaN  0.873984                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.1982                 NaN            NaN  0.965314E-001            NaN            NaN   1.00727       0.858753                 NaN  0.839263                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2932                 NaN            NaN  0.917026E-001            NaN            NaN  0.975749       0.828533                 NaN  0.810807                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3876                 NaN            NaN  0.870396E-001            NaN            NaN  0.798244       0.944716                 NaN  0.782423                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4761                 NaN            NaN  0.826682E-001            NaN            NaN  0.916116       0.769519                 NaN  0.755597                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5589                 NaN            NaN  0.783266E-001            NaN            NaN  0.890676       0.741945                 NaN  0.730179                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6393                 NaN            NaN  0.745376E-001            NaN            NaN  0.863259       0.716520                 NaN  0.706389                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7118                 NaN            NaN  0.706557E-001            NaN            NaN  0.693254       0.840167                 NaN  0.684132                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7837                 NaN            NaN  0.670677E-001            NaN            NaN  0.817709       0.669219                 NaN  0.662305                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8483                 NaN            NaN  0.639259E-001            NaN            NaN  0.797246       0.647839                 NaN  0.642641                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9153                 NaN            NaN  0.602734E-001            NaN            NaN  0.625442       0.776693                 NaN  0.622248                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9732                 NaN            NaN  0.571093E-001            NaN            NaN  0.759132       0.606040                 NaN  0.604537                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0303                 NaN            NaN  0.541341E-001            NaN            NaN  0.586990       0.741528                 NaN  0.587014                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0851                 NaN            NaN  0.513419E-001            NaN            NaN  0.724731       0.568715                 NaN  0.570085                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1372                 NaN            NaN  0.484563E-001            NaN            NaN  0.550619       0.709464                 NaN  0.554280                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1865                 NaN            NaN  0.456145E-001            NaN            NaN  0.533637       0.695201                 NaN  0.539020                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2330                 NaN            NaN  0.429108E-001            NaN            NaN  0.517332       0.682104                 NaN  0.524683                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2789                 NaN            NaN  0.405102E-001            NaN            NaN  0.501491       0.668653                 NaN  0.510442                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3219                 NaN            NaN  0.381581E-001            NaN            NaN  0.486305       0.656441                 NaN  0.497200                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3628                 NaN            NaN  0.357159E-001            NaN            NaN  0.471816       0.645167                 NaN  0.484523                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4023                 NaN            NaN  0.335112E-001            NaN            NaN  0.457873       0.634038                 NaN  0.472247                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4398                 NaN            NaN  0.311725E-001            NaN            NaN  0.624391       0.443966                 NaN  0.460685                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4764                 NaN            NaN  0.289909E-001            NaN            NaN  0.430627       0.614678                 NaN  0.449333                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5106                 NaN            NaN  0.268700E-001            NaN            NaN  0.606059       0.417872                 NaN  0.438628                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5442                 NaN            NaN  0.248643E-001            NaN            NaN  0.405341       0.597321                 NaN  0.428258                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5757                 NaN            NaN  0.227718E-001            NaN            NaN  0.590045       0.393184                 NaN  0.418332                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6064                 NaN            NaN  0.208579E-001            NaN            NaN  0.381228       0.582717                 NaN  0.408787                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6354                 NaN            NaN  0.188620E-001            NaN            NaN  0.370015       0.575971                 NaN  0.399716                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6638                 NaN            NaN  0.170095E-001            NaN            NaN  0.569792       0.358577                 NaN  0.390853                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6898                 NaN            NaN  0.150457E-001            NaN            NaN  0.348064       0.564456                 NaN  0.382678                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7169                 NaN            NaN  0.132890E-001            NaN            NaN  0.336949       0.558711                 NaN  0.374186                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7415                 NaN            NaN  0.115477E-001            NaN            NaN  0.326502       0.553973                 NaN  0.366501                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7653                 NaN            NaN  0.989078E-002            NaN            NaN  0.549286       0.316414                 NaN  0.359113                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7872                 NaN            NaN  0.820374E-002            NaN            NaN  0.306153       0.546115                 NaN  0.352315                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8095                 NaN            NaN  0.625436E-002            NaN            NaN  0.296429       0.542721                 NaN  0.345123                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8328                 NaN            NaN  0.457423E-002            NaN            NaN  0.285287       0.539520                 NaN  0.337837                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8518                 NaN            NaN  0.297784E-002            NaN            NaN  0.537522       0.275731                 NaN  0.331957                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8711                 NaN            NaN  0.127511E-002            NaN            NaN  0.266170       0.535583                 NaN  0.325855                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8896                 NaN            NaN            NaN            NaN            NaN  0.533010       0.257109                 NaN  0.320238                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9040                 NaN            NaN  0.601742E-002            NaN            NaN  0.259321       0.512624                 NaN  0.318067                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9235                 NaN            NaN            NaN            NaN            NaN  0.242889       0.523105                 NaN  0.310529                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9401                 NaN            NaN            NaN            NaN            NaN  0.518324       0.235641                 NaN  0.305908                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9543                 NaN            NaN            NaN            NaN            NaN  0.229303       0.514497                 NaN  0.301885                 NaN            NaN            NaN            NaN
  1313.28        2500.00        78.0577                 NaN            NaN  0.169327                 NaN            NaN   3.89829        2.19400                 NaN   2.70563        12.9751                 NaN            NaN            NaN
  1310.78        2500.00        80.7273                 NaN            NaN  0.146406                 NaN            NaN   1.94773        3.39585                 NaN   2.38091        11.4018                 NaN            NaN            NaN
  1308.27        2500.00        83.7338                 NaN            NaN  0.101493                 NaN            NaN   1.62213        2.92679                 NaN   2.01638        9.59937                 NaN            NaN            NaN
  1305.76        2500.00        77.5664                 NaN            NaN            NaN            NaN            NaN   5.03124       0.973336                 NaN   2.91767        13.5114                 NaN            NaN            NaN
  1303.26        2500.00        86.4386                 NaN            NaN            NaN            NaN            NaN   3.06892       0.603182                 NaN   1.76663        8.12262                 NaN            NaN            NaN
  1300.75        2500.00        92.0405                 NaN            NaN            NaN            NaN            NaN  0.682579        1.62788                 NaN  0.997240        4.65185                 NaN            NaN            NaN
  1298.25        2500.00        92.0298                 NaN            NaN            NaN            NaN            NaN  0.959168        1.23157                 NaN  0.991530        4.66413       0.123837                 NaN            NaN
  1295.74        2500.00        89.2751                 NaN            NaN            NaN            NaN            NaN  0.620198        1.95377                 NaN   1.30727        6.27490       0.568749                 NaN            NaN
  1293.23        2500.00        37.6786        51.4265                 NaN            NaN            NaN            NaN   1.23605        1.24739                 NaN   1.37338        6.49372       0.544415                 NaN            NaN
  1290.73        2500.00        48.7373        42.5713                 NaN            NaN            NaN            NaN  0.323583        1.54813                 NaN   1.12586        5.27725       0.416651                 NaN            NaN
  1288.22        2500.00        94.7984                 NaN            NaN            NaN            NaN            NaN  0.665511       0.488778                 NaN  0.657137        3.11920       0.270943                 NaN            NaN
  1285.71        2500.00        79.6777                 NaN            NaN            NaN            NaN            NaN   4.02347        1.35649                 NaN   2.29166        11.7277       0.922937                 NaN            NaN
  1283.21        2500.00        97.1703                 NaN            NaN            NaN            NaN            NaN  0.537719       0.116965                 NaN  0.348922        1.65933       0.166778                 NaN            NaN
  1280.70        2500.00        97.4003                 NaN            NaN            NaN            NaN            NaN  0.621489                 NaN            NaN  0.313470        1.50377       0.160980                 NaN            NaN
  1278.20        2500.00        97.3969                 NaN            NaN            NaN            NaN            NaN  0.647466                 NaN            NaN  0.311225        1.48231       0.162118                 NaN            NaN
  1275.69        2500.00        97.1616                 NaN            NaN            NaN            NaN            NaN  0.735049                 NaN            NaN  0.333657        1.59107       0.178640                 NaN            NaN
  1273.18        2500.00        96.5132                 NaN            NaN            NaN            NaN            NaN  0.943763                 NaN            NaN  0.402009        1.92143       0.219612                 NaN            NaN
  1270.68        2500.00        52.7099        41.9179                 NaN            NaN            NaN            NaN   1.52527                 NaN            NaN  0.602092        2.90795       0.336947                 NaN            NaN
  1268.17        2500.00        13.3890        66.2971                 NaN            NaN            NaN            NaN   6.06250                 NaN            NaN   2.16760        10.8313        1.25247                 NaN            NaN
  1265.66        2500.00        87.2832                 NaN            NaN            NaN            NaN            NaN   3.31972                 NaN            NaN   1.35771        7.24832       0.791004                 NaN            NaN
  1263.16        2500.00        94.4576                 NaN            NaN            NaN            NaN            NaN   1.08602                 NaN            NaN  0.599661        3.50166       0.355077                 NaN            NaN
  1260.65        2500.00        94.7818                 NaN            NaN            NaN            NaN            NaN   1.01473                 NaN            NaN  0.562489        3.30902       0.331970                 NaN            NaN
  1258.15        2500.00        95.0892                 NaN            NaN            NaN            NaN            NaN  0.948087                 NaN            NaN  0.527190        3.12567       0.309832                 NaN            NaN
  1255.64        2500.00        95.3782                 NaN            NaN            NaN            NaN            NaN  0.885573                 NaN            NaN  0.493795        2.95338       0.289046                 NaN            NaN
  1253.13        2500.00        95.5817                 NaN            NaN            NaN            NaN            NaN  0.820938                 NaN            NaN  0.465900        2.85532       0.276192                 NaN            NaN
  1250.63        2500.00        96.0815                 NaN            NaN            NaN            NaN            NaN  0.620126                 NaN            NaN  0.514382        2.48469       0.299313                 NaN            NaN
  1248.12        2500.00        95.8756                 NaN            NaN            NaN            NaN            NaN  0.908157                 NaN            NaN  0.317297        2.71109       0.187820                 NaN            NaN
  1245.61        2500.00        96.5178                 NaN            NaN            NaN            NaN            NaN  0.575813                 NaN            NaN  0.407910        2.24142       0.257028                 NaN            NaN
  1243.11        2500.00        95.9211                 NaN            NaN            NaN            NaN            NaN  0.778445                 NaN            NaN  0.387028        2.73341       0.180018                 NaN            NaN
  1240.60        2500.00        97.0237                 NaN            NaN            NaN            NaN            NaN  0.473273                 NaN            NaN  0.302470        1.96779       0.232764                 NaN            NaN
  1238.10        2500.00        61.6616                 NaN            NaN            NaN            NaN            NaN   3.60166                 NaN            NaN   2.85510        18.7270       0.967114        12.1875                 NaN
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.15615        6.06106        2.64102        7.42474        47.6030        2.10167        33.0124                 NaN
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.09801       0.667388        8.13856        7.50220        47.4891        2.08724        33.0175                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.44777       0.609291        7.83442        7.49825        47.5052        2.09019        33.0148                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.894199E-001   5.67994        4.17865        7.51926        47.4256        2.07847        33.0286                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.810655E-001   4.15871        5.70704        7.51569        47.4298        2.07892        33.0288                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95458        6.99548                 NaN   7.50378        47.4342        2.08046        33.0315                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.31909        7.62885                 NaN   7.49983        47.4387        2.08214        33.0314                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.55635        8.41980       0.156381E-005   7.42604        47.4569        2.08658        33.0543                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.33420        2.89233        3.52733        7.40790        47.7257        2.12402        32.9885                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.40430        2.97773        3.36264        7.39671        47.7440        2.12756        32.9871                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.46235        3.04570        3.22874        7.38656        47.7600        2.13074        32.9859                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.51174        3.10286        3.11534        7.37722        47.7743        2.13363        32.9849                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.55475        3.15269        3.01642        7.36857        47.7873        2.13627        32.9840                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59230        3.19805        2.92807        7.36049        47.7992        2.13872        32.9832                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.60831        3.20962        2.90016        7.36080        47.7989        2.13896        32.9832                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62109        3.21724        2.88029        7.36244        47.7968        2.13885        32.9833                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.68121        3.19070        2.87006        7.34863        47.7925        2.12967        32.9872                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.69729        3.19584        2.84911        7.35051        47.7903        2.12963        32.9873                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.71234        3.20381        2.82640        7.35236        47.7881        2.12960        32.9874                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.72782        3.21319        2.80176        7.35410        47.7861        2.12958        32.9874                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.74536        3.22200        2.77569        7.35601        47.7839        2.12954        32.9875                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76285        3.20437        2.77668        7.35710        47.7817        2.12939        32.9879                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76829        3.18523        2.79150        7.35977        47.7786        2.12875        32.9879                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.78443        3.15522        2.80706        7.36118        47.7757        2.12815        32.9883                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.78701        3.13929        2.82104        7.36343        47.7731        2.12776        32.9884                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80918        3.10254        2.83670        7.36438        47.7712        2.12732        32.9886                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81888        3.07941        2.85129        7.36628        47.7685        2.12682        32.9889                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81700        3.06933        2.86450        7.36896        47.7649        2.12629        32.9891                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82726        3.04593        2.87877        7.37075        47.7622        2.12580        32.9893                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.83825        3.02201        2.89289        7.37268        47.7593        2.12530        32.9895                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.84904        2.99845        2.90688        7.37457        47.7565        2.12479        32.9898                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.86003        2.97478        2.92072        7.37646        47.7537        2.12429        32.9900                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.87116        2.95111        2.93447        7.37834        47.7509        2.12379        32.9902                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88227        2.92754        2.94813        7.38026        47.7481        2.12328        32.9905                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.89471        2.90302        2.96145        7.38210        47.7452        2.12279        32.9907                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.90563        2.87981        2.97491        7.38406        47.7424        2.12227        32.9909                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91662        2.85683        2.98815        7.38602        47.7395        2.12174        32.9912                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88018        2.87012        2.98861        7.40396        47.7389        2.13076        32.9874                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.89872        2.84053        3.00135        7.40503        47.7363        2.13023        32.9878                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.90786        2.81954        3.01393        7.40741        47.7335        2.12980        32.9880                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.92197        2.79296        3.02799        7.40979        47.7299        2.12908        32.9883                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.84800        3.42098        1.44778        7.41334        47.7530        2.13568        32.9812                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.85928        3.42406        1.43333        7.41563        47.7512        2.13539        32.9811                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.87054        3.42609        1.42209        7.41584        47.7490        2.13488        32.9816                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.87912        3.42966        1.41057        7.41787        47.7466        2.13448        32.9817                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.88844        3.43325        1.39993        7.41895        47.7437        2.13366        32.9820                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.90061        3.43801        1.38275        7.42211        47.7409        2.13356        32.9821                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.91056        3.44158        1.37044        7.42375        47.7382        2.13309        32.9824                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.92098        3.44552        1.35731        7.42539        47.7356        2.13262        32.9826                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.93129        3.44909        1.34467        7.42703        47.7329        2.13214        32.9829                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.94275        3.45121        1.33288        7.42763        47.7304        2.13173        32.9834                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.95214        3.45610        1.31934        7.43032        47.7275        2.13118        32.9834                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.96173        3.45894        1.30872        7.43109        47.7249        2.13065        32.9839                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.97263        3.46337        1.29410        7.43363        47.7221        2.13020        32.9839                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.328660        6.88795       0.247781E-005   7.27156        48.2369        2.24689        33.3874        1.64056     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.99449        3.46985        1.26890        7.43581        47.7172        2.12914        32.9847                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.00524        3.47337        1.25602        7.43739        47.7144        2.12862        32.9849                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.01587        3.47685        1.24328        7.43899        47.7117        2.12812        32.9852                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.02675        3.48026        1.23038        7.44060        47.7089        2.12761        32.9855                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.03779        3.48361        1.21740        7.44221        47.7061        2.12710        32.9858                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.04592        3.48819        1.20532        7.44537        47.7026        2.12665        32.9859                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.05664        3.49175        1.19244        7.44706        47.6997        2.12613        32.9862                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.06719        3.49534        1.17968        7.44877        47.6969        2.12560        32.9865                 NaN
