|6.6.6
Archiving\03_Data\frac/QFM_m5/LAR/LAR_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              O(HP)         
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91240        2.54409       0.882879        7.20599        50.0149        1.19733        34.2424                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.92033        2.54675       0.873358        7.20760        50.0108        1.19699        34.2442                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91646        2.45774       0.983251        7.19318        50.0046        1.19779        34.2470                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.93694        2.55192       0.853761        7.21084        50.0024        1.19629        34.2479                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.94491        2.55462       0.844242        7.21255        49.9980        1.19593        34.2498                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.95308        2.55718       0.834633        7.21415        49.9937        1.19558        34.2516                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.89059        2.54410       0.914296        7.22790        49.9748        1.19317        34.2551                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.95555        2.46933       0.935236        7.20316        49.9849        1.19625        34.2555                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.96249        2.47191       0.926291        7.20497        49.9813        1.19586        34.2572                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97037        2.47472       0.916339        7.20680        49.9773        1.19548        34.2590                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.99479        2.57064       0.785401        7.22250        49.9719        1.19376        34.2610                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.00420        2.57370       0.773969        7.22437        49.9675        1.19341        34.2628                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.01119        2.57605       0.766048        7.22588        49.9631        1.19301        34.2647                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.01967        2.57886       0.755983        7.22758        49.9587        1.19263        34.2666                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.02818        2.58164       0.745982        7.22931        49.9541        1.19225        34.2685                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.03641        2.58437       0.736336        7.23102        49.9496        1.19186        34.2704                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.04461        2.58698       0.726816        7.23277        49.9451        1.19148        34.2723                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.05340        2.59001       0.716335        7.23447        49.9405        1.19109        34.2742                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.06144        2.59289       0.706771        7.23621        49.9359        1.19069        34.2761                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.07036        2.59563       0.696468        7.23796        49.9313        1.19029        34.2780                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.25442        1.89467       0.598817        7.46153        49.2827        1.12396        34.3839                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.77123        1.97087                 NaN   7.46177        49.2902        1.12376        34.3822                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.54301        2.20459                 NaN   7.46877        49.2760        1.12261        34.3850                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.310604        7.55287                 NaN   7.54462        49.0782        1.09856        34.4151                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.54098        2.21800                 NaN   7.47635        49.2532        1.12029        34.3912                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.11642        2.60877       0.644909        7.24738        49.9047        1.18837        34.2895                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.06112        2.76643                 NaN   7.54142        49.1187        1.10161        34.4107                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.16266        2.67784                 NaN   7.54627        49.0962        1.10048        34.4165                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.31328        2.54014                 NaN   7.55821        49.0847        1.09247        34.4112                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.19354        2.64808                 NaN   7.54636        49.0924        1.10022        34.4194                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52635        2.25511                 NaN   7.48657        49.2056        1.11765        34.4087                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.16913        2.62848       0.584570        7.26032        49.8708        1.18503        34.3017                 NaN
