|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1929.82        500.000        99.7293       0.270720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.7293       0.270734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.7293       0.270749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.7292       0.270763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.7292       0.270778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.7292       0.270793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.7292       0.270807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.7292       0.270822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.7292       0.270836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.7291       0.270851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.7291       0.270866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.7291       0.270880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.7291       0.270895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.7291       0.270910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.7291       0.270924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.7291       0.270939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.7290       0.270954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.7290       0.270968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.7290       0.270983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.7290       0.270997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.7290       0.271012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5034       0.271070       0.225541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4410                 NaN  0.558999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4439                 NaN  0.556131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4468                 NaN  0.553154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4490                 NaN  0.550954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4510                 NaN  0.549035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4482                 NaN  0.545751       0.607373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4490                 NaN  0.541068       0.991007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4481                 NaN  0.541975       0.995858E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4551                 NaN  0.535106       0.979710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4543                 NaN  0.535876       0.983515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4554                 NaN  0.534784       0.982557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4579                 NaN  0.532345       0.976531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4603                 NaN  0.529935       0.973402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4608                 NaN  0.529524       0.971353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4629                 NaN  0.527418       0.967792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4609                 NaN  0.529365       0.973237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4670                 NaN  0.523476       0.956777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4683                 NaN  0.522112       0.955235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4674                 NaN  0.523082       0.955645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4683                 NaN  0.522174       0.953552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4688                 NaN  0.521646       0.951338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4699                 NaN  0.520579       0.948184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4697                 NaN  0.520794       0.946371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4710                 NaN  0.519590       0.942245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4707                 NaN  0.519865       0.941849E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4722                 NaN  0.518404       0.936934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4702                 NaN  0.520419       0.937045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4699                 NaN  0.520693       0.939150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4747                 NaN  0.516035       0.922983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4725                 NaN  0.518257       0.926337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4715                 NaN  0.519276       0.925431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4705                 NaN  0.520298       0.924148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4703                 NaN  0.520515       0.921664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4695                 NaN  0.521305       0.919152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4701                 NaN  0.520796       0.914962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4513                 NaN  0.539181       0.951719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4838                 NaN  0.507411       0.877840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4664                 NaN  0.524460       0.909999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4638                 NaN  0.527052       0.911067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4675                 NaN  0.523508       0.899716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5861                 NaN  0.405773       0.814124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3389                 NaN  0.651198       0.988523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4584                 NaN  0.532589       0.903606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.2580                 NaN  0.727441       0.145235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.6610                 NaN  0.335600       0.339288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4555                 NaN  0.535527       0.893294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4540                 NaN  0.537126       0.891076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4521                 NaN  0.538980       0.888903E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4499                 NaN  0.541202       0.887808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4474                 NaN  0.543756       0.886643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4453                 NaN  0.545878       0.885200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4435                 NaN  0.547724       0.881530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4385                 NaN  0.552618       0.888210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4417                 NaN  0.549564       0.873541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4360                 NaN  0.555262       0.878686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4336                 NaN  0.557650       0.875144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4285                 NaN  0.562697       0.878984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4309                 NaN  0.560451       0.868276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4156                 NaN  0.575515       0.887977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4332                 NaN  0.558309       0.852386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4198                 NaN  0.571548       0.869771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4171                 NaN  0.574259       0.867924E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4138                 NaN  0.577517       0.866536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4118                 NaN  0.579591       0.863696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4013                 NaN  0.589991       0.871882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4113                 NaN  0.580187       0.852866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4015                 NaN  0.589907       0.861167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3983                 NaN  0.593135       0.860413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3953                 NaN  0.596071       0.859745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3950                 NaN  0.596489       0.855144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3917                 NaN  0.599707       0.854655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3865                 NaN  0.604937       0.856477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3769                 NaN  0.614412       0.864629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3906                 NaN  0.600990       0.841576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3811                 NaN  0.610464       0.848217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3775                 NaN  0.614052       0.847281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3741                 NaN  0.617476       0.846933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3711                 NaN  0.620477       0.846685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3693                 NaN  0.622304       0.844045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3662                 NaN  0.625383       0.843306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3649                 NaN  0.626654       0.840139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3532                 NaN  0.638267       0.853609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3682                 NaN  0.623547       0.827094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2289                 NaN  0.760452       0.106764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4885                 NaN  0.505520       0.602117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3539                 NaN  0.637777       0.834695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3533                 NaN  0.638389       0.833095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3527                 NaN  0.639020       0.829985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3510                 NaN  0.640740       0.829081E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3443                 NaN  0.647396       0.831183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3527                 NaN  0.639140       0.820660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3469                 NaN  0.644829       0.824765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3488                 NaN  0.643051       0.819452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3474                 NaN  0.644408       0.819524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3460                 NaN  0.645758       0.819920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3474                 NaN  0.644444       0.815314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3483                 NaN  0.643569       0.812717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3477                 NaN  0.644208       0.812591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3489                 NaN  0.642973       0.808782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3410                 NaN  0.650773       0.821880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3609                 NaN  0.631181       0.791691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3514                 NaN  0.640600       0.802623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3533                 NaN  0.638669       0.799210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3532                 NaN  0.638785       0.798245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3574                 NaN  0.634680       0.793609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3583                 NaN  0.633817       0.790774E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3600                 NaN  0.632085       0.790245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3586                 NaN  0.633507       0.789724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3689                 NaN  0.623348       0.779143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3680                 NaN  0.624170       0.780674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3733                 NaN  0.618950       0.773768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3743                 NaN  0.617956       0.772767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3771                 NaN  0.615235       0.770603E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3813                 NaN  0.611067       0.766648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3839                 NaN  0.608478       0.763437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.0119                 NaN  0.338829       0.470709E-004            NaN  0.649229                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6889                 NaN  0.105209                 NaN            NaN   1.20588                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7108                 NaN  0.988440E-001            NaN            NaN   1.19038                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7350                 NaN  0.973978E-001            NaN            NaN   1.16759                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7563                 NaN  0.961498E-001            NaN            NaN   1.14755                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7778                 NaN  0.919723E-001            NaN            NaN   1.13027                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7968                 NaN  0.887044E-001            NaN            NaN   1.11446                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8171                 NaN  0.857075E-001            NaN            NaN   1.09721                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8374                 NaN  0.838753E-001            NaN            NaN   1.07872                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8526                 NaN  0.771123E-001            NaN            NaN   1.07032                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8713                 NaN  0.757959E-001            NaN            NaN   1.05295                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8842                 NaN  0.683005E-001            NaN            NaN   1.04751                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9125                 NaN  0.714961E-001            NaN            NaN   1.01603                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9237                 NaN  0.694020E-001            NaN            NaN   1.00686                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9406                 NaN  0.650580E-001            NaN            NaN  0.994353                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9563                 NaN  0.634136E-001            NaN            NaN  0.980314                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9708                 NaN  0.645797E-001            NaN            NaN  0.964652                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9873                 NaN  0.593400E-001            NaN            NaN  0.953316                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0026                 NaN  0.576378E-001            NaN            NaN  0.939716                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0170                 NaN  0.549706E-001            NaN            NaN  0.928066                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0287                 NaN  0.512528E-001            NaN            NaN  0.920069                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0421                 NaN  0.495136E-001            NaN            NaN  0.908407                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0557                 NaN  0.489104E-001            NaN            NaN  0.895385                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0693                 NaN  0.462769E-001            NaN            NaN  0.884468                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0801                 NaN  0.417463E-001            NaN            NaN  0.878104                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0932                 NaN  0.415364E-001            NaN            NaN  0.865262                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1047                 NaN  0.394192E-001            NaN            NaN  0.855876                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1147                 NaN  0.343710E-001            NaN            NaN  0.850910                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.8820                 NaN  0.344815E-001            NaN            NaN   1.08352                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.3765                 NaN  0.241853E-001            NaN            NaN  0.599357                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1492                 NaN  0.304836E-001            NaN            NaN  0.820270                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1582                 NaN  0.283483E-001            NaN            NaN  0.813487                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1682                 NaN  0.249014E-001            NaN            NaN  0.806854                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1768                 NaN  0.227972E-001            NaN            NaN  0.800413                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1736                 NaN  0.161982E-001            NaN            NaN  0.810188                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2063                 NaN  0.257664E-001            NaN            NaN  0.767900                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2066                 NaN  0.164308E-001            NaN            NaN  0.776950                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2135                 NaN  0.154057E-001            NaN            NaN  0.771099                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2217                 NaN  0.123085E-001            NaN            NaN  0.765995                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2312                 NaN  0.134239E-001            NaN            NaN  0.755423                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2365                 NaN  0.653929E-002            NaN            NaN  0.756927                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2457                 NaN  0.438144E-002            NaN            NaN  0.749888                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2521                 NaN  0.536768E-002            NaN            NaN  0.742582                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2621                 NaN  0.899853E-002            NaN            NaN  0.728889                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2699                 NaN  0.118606E-001            NaN            NaN  0.718197                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2746                 NaN            NaN            NaN            NaN  0.725381                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2815                 NaN            NaN            NaN            NaN  0.718488                 NaN            NaN            NaN            NaN            NaN            NaN
