|6.6.6
Archiving\03_Data\eq/QFM_m2.5/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5900       0.370651       0.393590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5900       0.370651       0.393590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5900       0.370651       0.393589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5900       0.370650       0.393589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5900       0.370650       0.393588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5900       0.370649       0.393588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5900       0.370649       0.393587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5900       0.370648       0.393587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5900       0.370648       0.393586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5900       0.370647       0.393586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5900       0.370647       0.393585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5900       0.370646       0.393584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5900       0.370646       0.393584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5900       0.370645       0.393583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5900       0.370645       0.393583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5900       0.370644       0.393582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5900       0.370644       0.393582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5900       0.370643       0.393581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5900       0.370643       0.393581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5900       0.370642       0.393580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5900       0.370641       0.393579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5900       0.370641       0.393579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5900       0.370640       0.393578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5900       0.370640       0.393578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5900       0.370639       0.393577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5900       0.370639       0.393576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5900       0.370638       0.393576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5900       0.370638       0.393575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5900       0.370637       0.393575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1014       0.370631       0.329379E-001  0.495030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.2934       0.370622       0.222259E-001   1.31377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.4952       0.370613       0.115268E-001   2.12264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        96.0764       0.143820                 NaN   3.36089       0.418869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        95.1815                 NaN            NaN   4.13399       0.684507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        94.6509                 NaN            NaN   4.66462       0.684509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        94.0820                 NaN            NaN   5.23353       0.684511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        93.5130                 NaN            NaN   5.80244       0.684513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        92.8980                 NaN            NaN   6.40359       0.684515       0.138455E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        92.2691                 NaN            NaN   7.01350       0.684517       0.328462E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        91.6269                 NaN            NaN   7.63712       0.684520       0.514626E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        90.9847                 NaN            NaN   8.26074       0.684522       0.700790E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        90.3368                 NaN            NaN   8.89086       0.684525       0.877902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        89.6890                 NaN            NaN   9.52098       0.684528       0.105501                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.0411                 NaN            NaN   10.1511       0.684530       0.123213                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.3933                 NaN            NaN   10.7812       0.684533       0.140924                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        87.7454                 NaN            NaN   11.4114       0.684536       0.158636                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        87.0976                 NaN            NaN   12.0415       0.684538       0.176348                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        86.4497                 NaN            NaN   12.6717       0.684541       0.194060                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        85.8018                 NaN            NaN   13.3018       0.684544       0.211772                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        85.1717                 NaN            NaN   13.9156       0.684547       0.228155                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        84.5415                 NaN            NaN   14.5294       0.684550       0.244538                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        83.9113                 NaN            NaN   15.1432       0.684553       0.260922                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        83.2811                 NaN            NaN   15.7570       0.684556       0.277305                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        82.6509                 NaN            NaN   16.3708       0.684559       0.293689                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        82.0207                 NaN            NaN   16.9846       0.684562       0.310073                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        81.3905                 NaN            NaN   17.5984       0.684565       0.326457                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        80.7603                 NaN            NaN   18.2123       0.684568       0.342841                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        80.1553                 NaN            NaN   18.8021       0.684571       0.358054                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.5502                 NaN            NaN   19.3920       0.684574       0.373267                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.9451                 NaN            NaN   19.9819       0.684578       0.388480                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        78.3400                 NaN            NaN   20.5717       0.684581       0.403693                 NaN            NaN            NaN            NaN            NaN            NaN
