|6.6.6
Archiving\03_Data\frac/QFM_m5/ALH/ALH_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1934.84        2500.00        90.3799       0.862962        8.75711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        90.3619       0.863006        8.77509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        90.3439       0.863049        8.79302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        90.3284       0.863086        8.80850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        90.2507       0.863274        8.88604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        90.2903       0.863178        8.84653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        90.2725       0.863221        8.86426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        90.2548       0.863264        8.88197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        90.2371       0.863306        8.89962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        90.2194       0.863349        8.91722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        90.1989       0.863398        8.93772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        90.1843       0.863434        8.95231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        90.1635       0.863484        8.97303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        90.1493       0.863518        8.98717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        90.1319       0.863560        9.00455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        90.1145       0.863601        9.02186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        90.0972       0.863643        9.03915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        90.0799       0.863685        9.05639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        90.0627       0.863726        9.07357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        90.0455       0.863768        9.09072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        90.0284       0.863809        9.10781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        90.0113       0.863850        9.12487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        89.9942       0.863891        9.14188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        89.9772       0.863932        9.15882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        89.9603       0.863973        9.17574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        89.6256       0.863979        9.17830       0.332135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4754                 NaN  0.132175E-001  0.511422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4991                 NaN            NaN  0.500895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4917                 NaN            NaN  0.508312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        98.8842                 NaN            NaN   1.11582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.9670                 NaN            NaN  0.329971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.8460                 NaN            NaN  0.154010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3005                 NaN  0.124744E-001  0.687002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.5039                 NaN            NaN  0.496138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.5038                 NaN            NaN  0.496171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5068                 NaN            NaN  0.493178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.9068                 NaN            NaN  0.932415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1097                 NaN            NaN  0.890280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5118                 NaN            NaN  0.488197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5114                 NaN            NaN  0.488601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5126                 NaN            NaN  0.487360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5142                 NaN            NaN  0.485752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5158                 NaN            NaN  0.484169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5155                 NaN            NaN  0.484516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5176                 NaN            NaN  0.482437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3483                 NaN            NaN  0.651745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.6853                 NaN            NaN  0.314682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5203                 NaN            NaN  0.479719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5167                 NaN            NaN  0.483344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5227                 NaN            NaN  0.477277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5206                 NaN            NaN  0.479440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5206                 NaN            NaN  0.479443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5122                 NaN            NaN  0.487774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5297                 NaN            NaN  0.470349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5201                 NaN            NaN  0.479851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5385                 NaN            NaN  0.461533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5030                 NaN            NaN  0.496969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5212                 NaN            NaN  0.478771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5185                 NaN            NaN  0.481521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5203                 NaN            NaN  0.479675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5192                 NaN            NaN  0.480777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5162                 NaN            NaN  0.483830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2514                 NaN            NaN  0.732786       0.158398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.7739                 NaN            NaN  0.226066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.8573                 NaN            NaN  0.142706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1764                 NaN            NaN  0.823611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5156                 NaN            NaN  0.484405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5972                 NaN            NaN  0.395897       0.689267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4098                 NaN            NaN  0.573036       0.171598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.5000                 NaN            NaN  0.485528       0.144966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4991                 NaN            NaN  0.486460       0.144596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4974                 NaN            NaN  0.488145       0.144292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4962                 NaN            NaN  0.489397       0.144022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4940                 NaN            NaN  0.491571       0.143888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.1991                 NaN            NaN  0.778320       0.226285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.7862                 NaN            NaN  0.207806       0.598885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4908                 NaN            NaN  0.494948       0.142727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4882                 NaN            NaN  0.497557       0.142713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4877                 NaN            NaN  0.498109       0.142116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4861                 NaN            NaN  0.499692       0.141802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4839                 NaN            NaN  0.501925       0.141737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3556                 NaN            NaN  0.626980       0.174061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.6034                 NaN            NaN  0.385697       0.109037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.5328                 NaN            NaN  0.454523       0.126839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4234                 NaN            NaN  0.561145       0.154859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4640                 NaN            NaN  0.521783       0.141714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4846                 NaN            NaN  0.501549       0.138448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4663                 NaN            NaN  0.519638       0.141066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4743                 NaN            NaN  0.511905       0.138016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        98.9434                 NaN            NaN   1.02936       0.272910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.9931                 NaN            NaN  0.670083E-002  0.176440E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4624                 NaN            NaN  0.523694       0.139100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4616                 NaN            NaN  0.524506       0.138655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4596                 NaN            NaN  0.526536       0.138306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4579                 NaN            NaN  0.528329       0.137931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4518                 NaN            NaN  0.534391       0.138544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4566                 NaN            NaN  0.529766       0.136749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4514                 NaN            NaN  0.534884       0.137486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4466                 NaN            NaN  0.539585       0.137921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4499                 NaN            NaN  0.536435       0.136212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4453                 NaN            NaN  0.541000       0.136705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4437                 NaN            NaN  0.542623       0.136483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4416                 NaN            NaN  0.544709       0.136449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4412                 NaN            NaN  0.545259       0.135749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4379                 NaN            NaN  0.548473       0.135790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4377                 NaN            NaN  0.548764       0.135413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4353                 NaN            NaN  0.551201       0.135321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4348                 NaN            NaN  0.551689       0.135009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4321                 NaN            NaN  0.554368       0.135012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4316                 NaN            NaN  0.554992       0.134531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4282                 NaN            NaN  0.558310       0.134924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4283                 NaN            NaN  0.558252       0.134149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.7420                 NaN            NaN  0.372017       0.177247E-002  0.884245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0042                 NaN            NaN  0.152795                 NaN   1.84299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0219                 NaN            NaN  0.148806                 NaN   1.82930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.0696                 NaN            NaN  0.145078                 NaN   1.78536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1000                 NaN            NaN  0.142982                 NaN   1.75701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1194                 NaN            NaN  0.141129                 NaN   1.73946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1878                 NaN            NaN  0.132543                 NaN   1.67963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1824                 NaN            NaN  0.132374                 NaN   1.68518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2557                 NaN            NaN  0.125315                 NaN   1.61898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2705                 NaN            NaN  0.124608                 NaN   1.60490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2955                 NaN            NaN  0.120941                 NaN   1.58351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2612                 NaN            NaN  0.123866                 NaN   1.61491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4229                 NaN            NaN  0.111306                 NaN   1.46583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3817                 NaN            NaN  0.112163                 NaN   1.50614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4066                 NaN            NaN  0.109326                 NaN   1.48407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4392                 NaN            NaN  0.105892                 NaN   1.45490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4616                 NaN            NaN  0.102386                 NaN   1.43603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4866                 NaN            NaN  0.100296                 NaN   1.41312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5111                 NaN            NaN  0.976324E-001            NaN   1.39131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5333                 NaN            NaN  0.936861E-001            NaN   1.37301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5547                 NaN            NaN  0.906500E-001            NaN   1.35467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5773                 NaN            NaN  0.888498E-001            NaN   1.33384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5992                 NaN            NaN  0.873302E-001            NaN   1.31351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        94.1134                 NaN            NaN  0.376085                 NaN   5.51052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.1779                 NaN            NaN  0.157308E-001            NaN  0.806334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8865                 NaN            NaN  0.614128E-001            NaN   1.05212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7372                 NaN            NaN  0.654425E-001            NaN   1.19741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7544                 NaN            NaN  0.723473E-001            NaN   1.17330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.4754                 NaN            NaN  0.824838E-001            NaN   1.44209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.7828                 NaN            NaN  0.115474E-001            NaN  0.205687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.1102                 NaN            NaN  0.964078E-001            NaN   1.79342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8236                 NaN            NaN  0.580848E-001            NaN   1.11831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8362                 NaN            NaN  0.659284E-001            NaN   1.09791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.6755                 NaN            NaN  0.100245E-005            NaN  0.442121       0.882354                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.6037                 NaN            NaN  0.184563E-001            NaN  0.865177E-001   1.29134                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.6116                 NaN            NaN            NaN            NaN  0.789492E-001   1.30945                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.6203                 NaN            NaN            NaN            NaN  0.727888E-001   1.30695                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.3305                 NaN            NaN            NaN            NaN  0.323483E-001  0.637201                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.9352                 NaN            NaN            NaN            NaN  0.901570E-001   1.97460                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.6418                 NaN            NaN            NaN            NaN  0.503100E-001   1.30787                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.6495                 NaN            NaN            NaN            NaN  0.421554E-001   1.30830                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.6539                 NaN            NaN            NaN            NaN  0.339612E-001   1.31217                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.6543                 NaN            NaN            NaN            NaN  0.249177E-001   1.32083                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.6585                 NaN            NaN            NaN            NaN  0.161422E-001   1.32540                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.6627                 NaN            NaN            NaN            NaN  0.794461E-002   1.32937                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.6618                 NaN            NaN            NaN            NaN  0.588825E-001   1.27929                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.6508                 NaN            NaN            NaN            NaN            NaN   1.34917                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.6488                 NaN            NaN            NaN            NaN            NaN   1.35125                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.6471                 NaN            NaN            NaN            NaN            NaN   1.35288                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.6325                 NaN            NaN            NaN            NaN            NaN   1.36747                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.4740                 NaN            NaN            NaN            NaN            NaN  0.204771        1.32123                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.7916                 NaN            NaN            NaN            NaN            NaN   1.23694       0.971466                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8303                 NaN            NaN            NaN            NaN            NaN  0.954705        1.21497                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8681                 NaN            NaN            NaN            NaN            NaN   1.19238       0.939565                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.9049                 NaN            NaN            NaN            NaN            NaN  0.922013        1.17307                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9396                 NaN            NaN            NaN            NaN            NaN  0.906657        1.15372                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.9755                 NaN            NaN            NaN            NaN            NaN  0.890815        1.13368                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8522                 NaN            NaN            NaN            NaN            NaN  0.642206       0.505560                 NaN            NaN            NaN            NaN            NaN
