|6.6.6
Archiving\03_Data\frac/QFM_m5/ALH/ALH_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1501.25        2500.00        97.5582                 NaN            NaN            NaN            NaN            NaN   1.36960        1.07215                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3280                 NaN            NaN            NaN            NaN            NaN  0.733851       0.938164                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.3552                 NaN            NaN            NaN            NaN            NaN  0.721492       0.923270                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3838                 NaN            NaN            NaN  0.331585E-003            NaN  0.906766       0.709070                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4097                 NaN            NaN            NaN  0.382887E-002            NaN  0.700344       0.886089                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4368                 NaN            NaN            NaN  0.360532E-002            NaN  0.687710       0.871876                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4641                 NaN            NaN            NaN  0.341718E-002            NaN  0.857637       0.674841                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4890                 NaN            NaN            NaN  0.322374E-002            NaN  0.662952       0.844818                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5138                 NaN            NaN            NaN  0.304065E-002            NaN  0.651321       0.831835                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5378                 NaN            NaN            NaN  0.286144E-002            NaN  0.819653       0.639639                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5616                 NaN            NaN            NaN  0.268026E-002            NaN  0.807592       0.628119                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5842                 NaN            NaN            NaN  0.251871E-002            NaN  0.796212       0.617044                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6064                 NaN            NaN            NaN  0.237286E-002            NaN  0.606047       0.785190                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6281                 NaN            NaN            NaN  0.222617E-002            NaN  0.595773       0.773935                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6488                 NaN            NaN            NaN  0.207536E-002            NaN  0.585834       0.763282                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6676                 NaN            NaN            NaN  0.196439E-002            NaN  0.575836       0.754608                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6905                 NaN            NaN            NaN  0.181590E-002            NaN  0.742897       0.564781                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7078                 NaN            NaN            NaN  0.169414E-002            NaN  0.556046       0.734509                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7237                 NaN            NaN            NaN  0.160333E-002            NaN  0.546862       0.727806                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7462                 NaN            NaN            NaN  0.150252E-002            NaN  0.536684       0.715589                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.1094                 NaN            NaN            NaN  0.239032E-003            NaN  0.777702       0.784462       0.328198                 NaN            NaN            NaN            NaN
  1448.62        2500.00        96.7845                 NaN            NaN            NaN            NaN            NaN  0.895311        1.30430        1.01590                 NaN            NaN            NaN            NaN
  1446.12        2500.00        96.8988                 NaN            NaN            NaN            NaN            NaN  0.861319        1.25847       0.981375                 NaN            NaN            NaN            NaN
  1443.61        2500.00        97.0111                 NaN            NaN            NaN            NaN            NaN   1.21298       0.831264       0.944678                 NaN            NaN            NaN            NaN
  1441.10        2500.00        97.1086                 NaN            NaN            NaN            NaN            NaN  0.803281        1.17405       0.914078                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.2029                 NaN            NaN            NaN            NaN            NaN   1.13612       0.776639       0.884294                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.2927                 NaN            NaN            NaN            NaN            NaN  0.751413        1.10029       0.855642                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.3765                 NaN            NaN            NaN            NaN            NaN  0.727405        1.06687       0.829230                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.4557                 NaN            NaN            NaN            NaN            NaN  0.705312        1.03517       0.803782                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.3439                 NaN  0.214137E-001            NaN            NaN            NaN  0.769388       0.999543       0.865723                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2134                 NaN  0.468177E-001            NaN            NaN            NaN  0.955501       0.845284       0.939018                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3245                 NaN  0.444780E-001            NaN            NaN            NaN  0.811271       0.918590       0.901111                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4297                 NaN  0.422324E-001            NaN            NaN            NaN  0.777739       0.884938       0.865396                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5284                 NaN  0.401293E-001            NaN            NaN            NaN  0.853663       0.746180       0.831623                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6202                 NaN  0.382200E-001            NaN            NaN            NaN  0.823855       0.717441       0.800325                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7062                 NaN  0.363349E-001            NaN            NaN            NaN  0.689724       0.796670       0.771026                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7865                 NaN  0.346164E-001            NaN            NaN            NaN  0.664354       0.770891       0.743648                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8638                 NaN  0.329139E-001            NaN            NaN            NaN  0.639258       0.746939       0.717056                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9352                 NaN  0.314089E-001            NaN            NaN            NaN  0.724540       0.616290       0.692526                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0020                 NaN  0.298828E-001            NaN            NaN            NaN  0.703854       0.594530       0.669751                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0681                 NaN  0.284906E-001            NaN            NaN            NaN  0.573329       0.683180       0.646859                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1274                 NaN  0.271648E-001            NaN            NaN            NaN  0.554130       0.664847       0.626506                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1829                 NaN  0.259890E-001            NaN            NaN            NaN  0.536284       0.647266       0.607570                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2371                 NaN  0.247323E-001            NaN            NaN            NaN  0.517925       0.631584       0.588689                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2952                 NaN  0.234765E-001            NaN            NaN            NaN  0.499279       0.613496       0.568590                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3405                 NaN  0.224346E-001            NaN            NaN            NaN  0.483601       0.600480       0.552991                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3841                 NaN  0.214891E-001            NaN            NaN            NaN  0.587175       0.469236       0.538020                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4350                 NaN  0.202798E-001            NaN            NaN            NaN  0.452112       0.572496       0.520130                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4739                 NaN  0.193658E-001            NaN            NaN            NaN  0.561143       0.438839       0.506756                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5143                 NaN  0.184164E-001            NaN            NaN            NaN  0.425052       0.549357       0.492872                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5526                 NaN  0.175243E-001            NaN            NaN            NaN  0.412114       0.538268       0.479470                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5900                 NaN  0.166726E-001            NaN            NaN            NaN  0.399240       0.527578       0.466471                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6249                 NaN  0.158066E-001            NaN            NaN            NaN  0.517986       0.386998       0.454342                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.6582                 NaN  0.150008E-001            NaN            NaN            NaN  0.375743       0.508329       0.442719                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6906                 NaN  0.142175E-001            NaN            NaN            NaN  0.364023       0.499646       0.431477                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7214                 NaN  0.134712E-001            NaN            NaN            NaN  0.352940       0.491478       0.420667                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.7509                 NaN  0.127224E-001            NaN            NaN            NaN  0.483838       0.342028       0.410508                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7789                 NaN  0.120220E-001            NaN            NaN            NaN  0.332477       0.475903       0.400660                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8064                 NaN  0.113596E-001            NaN            NaN            NaN  0.322062       0.469073       0.391075                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8319                 NaN  0.106325E-001            NaN            NaN            NaN  0.312479       0.462822       0.382178                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8566                 NaN  0.100182E-001            NaN            NaN            NaN  0.303354       0.456515       0.373545                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8809                 NaN  0.937971E-002            NaN            NaN            NaN  0.293855       0.450748       0.365143                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9034                 NaN  0.874609E-002            NaN            NaN            NaN  0.445506       0.285080       0.357233                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9253                 NaN  0.816178E-002            NaN            NaN            NaN  0.440452       0.276489       0.349560                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9453                 NaN  0.753776E-002            NaN            NaN            NaN  0.436462       0.268053       0.342636                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9664                 NaN  0.695561E-002            NaN            NaN            NaN  0.259856       0.431654       0.335086                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9858                 NaN  0.638443E-002            NaN            NaN            NaN  0.251645       0.427746       0.328471                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0040                 NaN  0.582325E-002            NaN            NaN            NaN  0.424336       0.243704       0.322153                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0215                 NaN  0.527515E-002            NaN            NaN            NaN  0.421130       0.236075       0.316012                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0384                 NaN  0.474038E-002            NaN            NaN            NaN  0.228374       0.418333       0.310197                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0552                 NaN  0.423971E-002            NaN            NaN            NaN  0.221022       0.415244       0.304330                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0702                 NaN  0.366245E-002            NaN            NaN            NaN  0.413762       0.213202       0.299137                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0855                 NaN  0.319524E-002            NaN            NaN            NaN  0.206301       0.411110       0.293863                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.0998                 NaN  0.266715E-002            NaN            NaN            NaN  0.198658       0.409879       0.289003                 NaN            NaN            NaN            NaN
  1315.79        2500.00        90.0968                 NaN  0.702531E-001            NaN            NaN            NaN   1.01518        1.38652        1.33684        6.09436                 NaN            NaN            NaN
  1313.28        2500.00        81.7249                 NaN  0.138755                 NaN            NaN            NaN   1.77895        2.22623        2.27970        11.8514                 NaN            NaN            NaN
  1310.78        2500.00        85.4404                 NaN  0.113729                 NaN            NaN            NaN   1.43463        1.78831        1.82387        9.39903                 NaN            NaN            NaN
  1308.27        2500.00        87.9183                 NaN  0.962109E-001            NaN            NaN            NaN   1.19925        1.50697        1.52033        7.75892                 NaN            NaN            NaN
  1305.76        2500.00        89.7805                 NaN  0.821096E-001            NaN            NaN            NaN   1.02257        1.30166        1.29155        6.52159                 NaN            NaN            NaN
  1303.26        2500.00        91.0771                 NaN  0.720061E-001            NaN            NaN            NaN  0.894305        1.16581        1.13290        5.65792                 NaN            NaN            NaN
  1300.75        2500.00        92.1052                 NaN  0.637515E-001            NaN            NaN            NaN   1.06026       0.792121        1.00632        4.97235                 NaN            NaN            NaN
  1298.25        2500.00        92.9021                 NaN  0.569693E-001            NaN            NaN            NaN  0.982197       0.711968       0.908228        4.43857                 NaN            NaN            NaN
  1295.74        2500.00        93.5707                 NaN  0.511821E-001            NaN            NaN            NaN  0.642881       0.918674       0.825305        3.99125                 NaN            NaN            NaN
  1293.23        2500.00        94.0970                 NaN  0.464563E-001            NaN            NaN            NaN  0.870150       0.588938       0.759961        3.63752                 NaN            NaN            NaN
  1290.73        2500.00        94.5391                 NaN  0.421999E-001            NaN            NaN            NaN  0.541275       0.833652       0.705201        3.33862                 NaN            NaN            NaN
  1288.22        2500.00        94.4050                 NaN  0.304017E-001            NaN            NaN            NaN  0.624446       0.714044       0.706837        3.44280       0.764625E-001            NaN            NaN
  1285.71        2500.00        93.9419                 NaN  0.117092E-001            NaN            NaN            NaN  0.794105       0.518299       0.737898        3.78503       0.211109                 NaN            NaN
  1283.21        2500.00        93.7614                 NaN  0.342265E-001            NaN            NaN  0.718434       0.752377                 NaN  0.473573        4.13428       0.125677                 NaN            NaN
  1280.70        2500.00        92.7103                 NaN  0.247353E-001  0.418649                 NaN   1.18220                 NaN            NaN  0.370681        5.14592       0.147480                 NaN            NaN
  1278.20        2500.00        90.4779                 NaN  0.175432E-001  0.612914                 NaN   1.45833                 NaN            NaN  0.442723        6.34595       0.169465       0.475180                 NaN
  1275.69        2500.00        76.1774                 NaN  0.197364E-001   1.36011                 NaN   3.40518                 NaN            NaN  0.899278        14.3035       0.341097        3.49371                 NaN
  1273.18        2500.00        82.7187                 NaN  0.917373E-002   1.00712                 NaN   2.42741                 NaN            NaN  0.655969        10.3908       0.251126        2.53968                 NaN
  1270.68        2500.00        84.3121                 NaN  0.127284E-001  0.881748                 NaN   2.22075                 NaN            NaN  0.567310        9.48325       0.220317        2.30183                 NaN
  1268.17        2500.00        84.6031                 NaN            NaN  0.497706                 NaN  0.114966        2.38574                 NaN   1.41961        7.90845       0.368042        2.70236                 NaN
  1265.66        2500.00        85.4438                 NaN            NaN  0.938194E-001            NaN            NaN   1.94100        1.18726        1.40257        6.95106       0.295493        2.68499                 NaN
  1263.16        2500.00        84.4184                 NaN            NaN            NaN            NaN            NaN   1.80774        1.80516        1.51469        7.28366       0.276048        2.89431                 NaN
  1260.65        2500.00        86.4850                 NaN            NaN            NaN            NaN            NaN   1.45479        1.58147        1.32689        6.42172       0.244247        2.48593                 NaN
  1258.15        2500.00        83.8960                 NaN            NaN            NaN            NaN   1.18484        2.75851                 NaN   1.08035        8.06331       0.180106        2.83685                 NaN
  1255.64        2500.00        76.8393                 NaN            NaN            NaN            NaN            NaN   2.41156        2.19941        2.01344        12.0056       0.412387        4.11837                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49395        4.16466        12.8123        6.86674        48.9109        1.28731        16.7481        5.71611     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   3.27738        4.70475        12.4520        6.95372        48.9127        1.31101        16.7943        5.59420     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   3.18201        4.83369        12.3867        7.02438        48.9147        1.32338        16.8310        5.50412     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN   3.08660        4.95998        12.3243        7.09518        48.9172        1.33573        16.8680        5.41310     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99119        5.08374        12.2644        7.16611        48.9201        1.34807        16.9052        5.32113     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89868        5.20112        12.2090        7.23589        48.9246        1.36004        16.9426        5.22815     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80296        12.1459        5.32836        7.30645        48.9292        1.37247        16.9804        5.13423     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.60508        5.77892        11.8012        7.44854        48.8677        1.40259        17.0260        5.06996     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.37901        6.60366        11.0140        7.46339        48.9744        1.46074        17.0842        5.02059     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN   2.34721        11.0154        6.62186        7.48647        49.0191        1.46535        17.1184        4.92613     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.31048        11.0313        6.63012        7.51148        49.0641        1.47040        17.1513        4.83084     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   2.27633        11.0483        6.63511        7.53443        49.1119        1.47522        17.1845        4.73417     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   1.98015        10.8782        7.02000        7.75179        48.9972        1.51026        17.2431        4.61930     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   1.94581        10.8983        7.02188        7.77513        49.0461        1.51513        17.2770        4.52059     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   1.77848        10.5814        7.41362        7.88734        49.0163        1.54190        17.3223        4.45864     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40656        6.72901        11.6372        8.36944        48.5702        1.55275        17.3532        4.38163     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   1.85953        6.31436        11.8202        8.02304        48.9916        1.48845        17.3711        4.13176     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   1.76167        6.40755        11.7977        8.09761        48.9983        1.50003        17.4118        4.02528     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   1.66374        11.7761        6.50006        8.17236        49.0056        1.51160        17.4529        3.91764     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40922        6.72258        11.6339        8.37911        48.8427        1.55574        17.4800        3.97681     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40925        6.72284        11.6344        8.37972        48.9134        1.55580        17.5119        3.87266     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40929        6.72309        11.6350        8.38034        48.9860        1.55587        17.5446        3.76575     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40931        6.72337        11.6355        8.38097        49.0595        1.55593        17.5778        3.65765     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   1.17689        6.94857        11.6819        8.54679        49.0525        1.56879        17.6634        3.36116     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   1.08360        7.03154        11.6674        8.62019        49.0654        1.57965        17.7064        3.24587     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN  0.989269        7.11082        11.6584        8.69481        49.0774        1.59038        17.7496        3.12936     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN  0.892753        7.19167        11.6501        8.77074        49.0888        1.60124        17.7931        3.01168     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.578822        7.44994        11.4992        9.00627        48.8817        1.65276        17.8132        3.11813     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.578837        7.45023        11.4997        9.00695        48.9601        1.65283        17.8488        3.00257     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.578853        7.45053        11.5003        9.00764        49.0389        1.65290        17.8845        2.88636     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.578869        7.45083        11.5009        9.00832        49.1187        1.65298        17.9208        2.76870     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN  0.169676        7.78520        11.4604        9.32172        48.9172        1.69974        17.9878        2.65825     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN  0.169680        7.78551        11.4610        9.32243        48.9985        1.69982        18.0248        2.53830     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN  0.169685        7.78583        11.4616        9.32315        49.0808        1.69989        18.0622        2.41684     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN  0.169690        7.78615        11.4621        9.32386        49.1642        1.69997        18.1002        2.29384     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.92837        11.4580        9.47542        49.1027        1.71538        18.1476        2.17252     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN  0.307925        11.8001        7.48815        9.35694        49.4043        1.66307        18.2323        1.74720     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN  0.392730        7.35988        11.8778        9.35100        49.4935        1.65031        18.2688        1.60594     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN  0.373589        11.9123        7.34815        9.39347        49.5427        1.65051        18.3122        1.46710     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.146741        11.8632        7.56656        9.53270        49.5105        1.67664        18.3686        1.33511     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8914        7.54153        9.72243        49.2869        1.70127        18.3504        1.50596     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.62997        11.8696        9.78930        49.3333        1.69023        18.4059        1.28177     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.67956        11.9087        9.70087        49.6256        1.68502        18.5024       0.897855     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9590        7.64034        9.73368        49.6879        1.68234        18.5465       0.750159     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0067        7.60964        9.77117        49.7442        1.67868        18.5905       0.599112     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0660        7.55141        9.80301        49.8134        1.67758        18.6385       0.450062     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51756        12.1156        9.84017        49.8729        1.67411        18.6839       0.295835     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1713        7.46867        9.87375        49.9407        1.67204        18.7317       0.141862     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2209        7.43299        9.90929        49.9945        1.66884        18.7734                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2805        7.40001        9.95687        49.9332        1.66271        18.7668                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3279        7.36521        9.99329        49.8912        1.65940        18.7630                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1685        7.31060        9.97931        50.0374        1.68728        18.8169                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4305        7.28171        10.0652        49.8116        1.65336        18.7577                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.35469        12.3368        10.0148        49.8771        1.65804        18.7586                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5331        7.20029        10.1454        49.7244        1.64518        18.7516                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4291        7.20841        10.1391        49.7798        1.66814        18.7755                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9364        6.73796        10.5111        49.4096        1.63080        18.7741                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7354        7.05036        10.2669        49.5765        1.63323        18.7375                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7398        7.01052        10.3089        49.5609        1.63421        18.7457                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9368        6.73795        10.5122        49.4125        1.63082        18.7698                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9698        6.71639        10.5457        49.3744        1.62730        18.7665                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9699        6.71639        10.5460        49.3753        1.62730        18.7650                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9700        6.71638        10.5464        49.3763        1.62730        18.7636                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9702        6.71638        10.5468        49.3772        1.62731        18.7621                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1418        6.73890        10.5554        49.2510        1.60249        18.7104                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0088        6.78820        10.6077        49.2540        1.61128        18.7299                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.64735        13.3077        10.6499        49.1162        1.58701        18.6919                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.59662        13.3711        10.6939        49.0676        1.58260        18.6882                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4475        6.54467        10.7395        49.0103        1.57636        18.6817                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5277        6.46236        10.7757        48.9770        1.57403        18.6832                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5873        6.41994        10.8189        48.9268        1.56879        18.6783                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6623        6.36741        10.8649        48.8703        1.56260        18.6724                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36639        13.6799        10.9096        48.8203        1.55735        18.6665                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7622        6.28658        10.9439        48.7873        1.55432        18.6657                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.22497        13.8506        11.0029        48.7154        1.54551        18.6606                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8879        6.20578        11.0498        48.6639        1.53954        18.6531                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9978        6.12924        11.0868        48.6036        1.53613        18.6464                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.14532        13.9793        11.1119        48.5869        1.52921        18.6473                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.05409        14.1251        11.1762        48.4934        1.51863        18.6326                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.99441        14.2139        11.2271        48.4286        1.51090        18.6251                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3400        5.88054        11.2884        48.3646        1.50476        18.6217                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4029        5.87154        11.3437        48.2818        1.49376        18.6062                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4847        5.80785        11.3907        48.2266        1.48751        18.6027                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.67967        14.5925        11.4861        48.1540        1.48012        18.6076                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6647        5.69234        11.4949        48.0919        1.47033        18.5859                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7591        5.63556        11.5505        48.0189        1.46059        18.5753                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.58994        14.8448        11.6004        47.9488        1.45148        18.5646                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.51630        14.9461        11.6570        47.8802        1.44246        18.5580                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9549        5.48227        11.7252        47.8339        1.43897        18.5648                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1368        5.39103        11.7558        47.7504        1.42528        18.5407                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.35957        15.2087        11.8109        47.6757        1.41455        18.5306                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2753        5.32228        11.8545        47.6188        1.40581        18.5233                 NaN
