|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/YM20/YM20_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1217.27        500.000        99.2060                 NaN            NaN  0.193814                 NaN  0.115155       0.366645       0.118368                 NaN            NaN
  1215.92        500.000        99.9569                 NaN            NaN  0.904405E-002            NaN  0.333837E-002  0.252406E-001  0.806262E-003  0.466381E-002            NaN
  1214.57        500.000        95.0087                 NaN            NaN  0.926155       0.377638       0.603234        2.91676       0.319375E-001  0.135549                 NaN
  1213.22        500.000        98.8886                 NaN            NaN  0.717892E-001  0.341652       0.128908       0.529193                 NaN  0.398437E-001            NaN
  1211.88        500.000        98.6493                 NaN            NaN  0.243654       0.984722E-001  0.160903       0.726234       0.121408                 NaN            NaN
  1210.53        500.000        97.9944                 NaN            NaN  0.138010       0.296562       0.243921        1.16737       0.149748       0.100152E-001            NaN
  1209.18        500.000        95.0349                 NaN            NaN  0.321114       0.774606       0.586497        2.86015       0.348034       0.746776E-001            NaN
  1207.83        500.000       100.0000                 NaN            NaN  0.336234E-005            NaN  0.188320E-005  0.983511E-005  0.174041E-005  0.171243E-005            NaN
  1206.48        500.000       100.0000                 NaN            NaN  0.385856E-005            NaN  0.212978E-005  0.130156E-004  0.156680E-005            NaN            NaN
  1205.13        500.000        98.7785                 NaN            NaN  0.342872       0.119960       0.176361       0.527214       0.252836E-001  0.298548E-001            NaN
  1203.78        500.000        98.7263                 NaN            NaN  0.287905                 NaN  0.113672       0.794886       0.161355E-001  0.611410E-001            NaN
  1202.43        500.000        98.5192                 NaN            NaN  0.382197       0.526424E-005  0.129942       0.939948                 NaN  0.287259E-001            NaN
  1201.08        500.000        98.3290                 NaN            NaN  0.442663       0.743033E-001  0.244767       0.845530       0.636883E-001            NaN            NaN
  1199.73        500.000        98.8445                 NaN            NaN  0.320736                 NaN  0.161048       0.573870       0.577164E-001  0.421458E-001            NaN
  1198.38        500.000        98.8569                 NaN            NaN  0.158896       0.350434E-001  0.791432E-001  0.829448       0.353936E-001  0.521884E-002            NaN
  1197.03        500.000        97.5044                 NaN            NaN  0.140779       0.445071       0.305508        1.43015       0.174099                 NaN            NaN
  1195.68        500.000        99.5053                 NaN            NaN  0.337141E-001  0.656924E-001  0.529192E-001  0.323470                 NaN  0.189062E-001            NaN
  1194.33        500.000        99.4790                 NaN            NaN  0.213870E-001  0.500717E-001  0.587523E-001  0.334114       0.566907E-001            NaN            NaN
  1192.98        500.000        97.4455                 NaN            NaN  0.242091       0.157705       0.225169        1.22591                 NaN  0.543675E-001  0.649279     
  1191.63        500.000        98.4120                 NaN            NaN  0.307832       0.127666       0.170576       0.894105       0.603533E-001  0.274548E-001            NaN
  1190.28        500.000        94.3434                 NaN            NaN  0.413577                 NaN  0.459612        2.40024       0.286379                 NaN   2.09674     
  1188.93        500.000        90.0949                 NaN            NaN  0.872637                 NaN  0.766409        3.99211       0.424199                 NaN   3.84977     
  1187.58        500.000        86.7070                 NaN            NaN  0.978644                 NaN   1.01074        5.45518       0.566645                 NaN   5.28183     
  1186.23        500.000        72.2149                 NaN            NaN  0.440158        1.56191        2.07216        11.5876        1.05830                 NaN   11.0650     
  1184.88        500.000                 NaN            NaN            NaN   6.08757                 NaN   7.13570        42.0631        4.17973                 NaN   40.5339     
  1183.54        500.000                 NaN            NaN            NaN   6.08586                 NaN   7.13752        42.0609        4.18058                 NaN   40.5351     
  1182.19        500.000                 NaN            NaN            NaN   6.08987                 NaN   7.13832        42.0617        4.17772                 NaN   40.5324     
  1180.84        500.000                 NaN            NaN            NaN   6.09849                 NaN   7.13977        42.0572        4.17277                 NaN   40.5317     
  1179.49        500.000                 NaN            NaN            NaN   6.07677                 NaN   7.14053        42.0606        4.18456                 NaN   40.5376     
  1178.14        500.000                 NaN            NaN            NaN   6.07616                 NaN   7.14172        42.0584        4.18524                 NaN   40.5385     
  1176.79        500.000                 NaN            NaN            NaN   6.14656                 NaN   7.15010        42.0369        4.14864                 NaN   40.5178     
  1175.44        500.000                 NaN            NaN            NaN   6.14110                 NaN   7.15115        42.0346        4.15199                 NaN   40.5211     
  1174.09        500.000                 NaN            NaN            NaN   6.13654                 NaN   7.15238        42.0326        4.15469                 NaN   40.5237     
  1172.74        500.000                 NaN            NaN            NaN   6.13226                 NaN   7.15398        42.0309        4.15696                 NaN   40.5259     
  1171.39        500.000                 NaN            NaN            NaN   6.13484                 NaN   7.15483        42.0294        4.15568                 NaN   40.5253     
  1170.04        500.000                 NaN            NaN            NaN   6.13151                 NaN   7.15631        42.0276        4.15751                 NaN   40.5270     
  1168.69        500.000                 NaN            NaN            NaN   6.12815                 NaN   7.15779        42.0259        4.15936                 NaN   40.5288     
  1167.34        500.000                 NaN            NaN            NaN   6.12631                 NaN   7.16099        42.0234        4.15957                 NaN   40.5297     
  1165.99        500.000                 NaN            NaN            NaN   6.12133                 NaN   7.16080        42.0224        4.16313                 NaN   40.5323     
  1164.64        500.000                 NaN            NaN            NaN   6.03198                 NaN   7.15489        42.0428        4.20979                 NaN   40.5605     
  1163.29        500.000                 NaN            NaN            NaN   6.11490                 NaN   7.16372        42.0188        4.16670                 NaN   40.5358     
  1161.94        500.000                 NaN            NaN            NaN   6.10736                 NaN   7.16732        42.0175        4.16949                 NaN   40.5383     
  1160.59        500.000                 NaN            NaN            NaN   6.10419                 NaN   7.16866        42.0156        4.17135                 NaN   40.5402     
  1159.24        500.000                 NaN            NaN            NaN   6.10094                 NaN   7.16997        42.0137        4.17329                 NaN   40.5421     
  1157.89        500.000                 NaN            NaN            NaN   6.09804                 NaN   7.17112        42.0116        4.17515                 NaN   40.5440     
  1156.54        500.000                 NaN            NaN            NaN   6.09462                 NaN   7.17250        42.0097        4.17713                 NaN   40.5460     
  1155.20        500.000                 NaN            NaN            NaN   6.09136                 NaN   7.17394        42.0078        4.17899                 NaN   40.5479     
  1153.85        500.000                 NaN            NaN            NaN   6.08849                 NaN   7.17520        42.0058        4.18078                 NaN   40.5498     
  1152.50        500.000                 NaN            NaN            NaN   6.08513                 NaN   7.17662        42.0038        4.18272                 NaN   40.5518     
  1151.15        500.000                 NaN            NaN            NaN   6.08206                 NaN   7.17793        42.0017        4.18458                 NaN   40.5537     
  1149.80        500.000                 NaN            NaN            NaN   6.08489                 NaN   7.17903        42.0005        4.18312                 NaN   40.5525     
  1148.45        500.000                 NaN            NaN            NaN   6.08224                 NaN   7.18044        41.9985        4.18465                 NaN   40.5541     
  1147.10        500.000                 NaN            NaN            NaN   6.07926                 NaN   7.18175        41.9965        4.18648                 NaN   40.5561     
  1145.75        500.000                 NaN            NaN            NaN   6.07675                 NaN   7.18282        41.9943        4.18822                 NaN   40.5579     
  1144.40        500.000                 NaN            NaN            NaN   6.07400                 NaN   7.18410        41.9922        4.18994                 NaN   40.5597     
  1143.05        500.000                 NaN            NaN            NaN   6.07004                 NaN   7.18575        41.9902        4.19209                 NaN   40.5619     
  1141.70        500.000                 NaN            NaN            NaN   6.07581                 NaN   7.18607        41.9889        4.18908                 NaN   40.5601     
  1140.35        500.000                 NaN            NaN            NaN   6.06582                 NaN   7.18798        41.9853        4.19517                 NaN   40.5658     
  1139.00        500.000                 NaN            NaN            NaN   6.06957                 NaN   7.18868        41.9866        4.19220                 NaN   40.5629     
  1137.65        500.000                 NaN            NaN            NaN   6.06596                 NaN   7.19018        41.9845        4.19430                 NaN   40.5651     
  1136.30        500.000                 NaN            NaN            NaN   6.06295                 NaN   7.19128        41.9822        4.19631                 NaN   40.5672     
  1134.95        500.000                 NaN            NaN            NaN   6.05944                 NaN   7.19274        41.9800        4.19838                 NaN   40.5694     
  1133.60        500.000                 NaN            NaN            NaN   6.05600                 NaN   7.19410        41.9779        4.20045                 NaN   40.5716     
  1132.25        500.000                 NaN            NaN            NaN   6.05273                 NaN   7.19573        41.9756        4.20231                 NaN   40.5736     
  1130.90        500.000                 NaN            NaN            NaN   6.04376                 NaN   7.19908        41.9713        4.20724                 NaN   40.5786     
  1129.55        500.000                 NaN            NaN            NaN   6.04675                 NaN   7.19828        41.9712        4.20606                 NaN   40.5777     
  1128.20        500.000                 NaN            NaN            NaN   6.04271                 NaN   7.20011        41.9689        4.20825                 NaN   40.5800     
  1126.86        500.000                 NaN            NaN            NaN   6.03984                 NaN   7.20162        41.9666        4.20998                 NaN   40.5820     
  1125.51        500.000                 NaN            NaN            NaN   6.03618                 NaN   7.20311        41.9645        4.21210                 NaN   40.5841     
  1124.16        500.000                 NaN            NaN            NaN   6.03284                 NaN   7.20463        41.9622        4.21405                 NaN   40.5863     
  1122.81        500.000                 NaN            NaN            NaN   6.02790                 NaN   7.20603        41.9597        4.21703                 NaN   40.5893     
  1121.46        500.000                 NaN            NaN            NaN   6.02879                 NaN   7.20732        41.9577        4.21675                 NaN   40.5894     
  1120.11        500.000                 NaN            NaN            NaN   6.02745                 NaN   7.20908        41.9560        4.21728                 NaN   40.5902     
  1118.76        500.000                 NaN            NaN            NaN   6.02692                 NaN   7.21064        41.9542        4.21753                 NaN   40.5907     
  1117.41        500.000                 NaN            NaN            NaN   6.02615                 NaN   7.21212        41.9522        4.21404       0.407858E-002   40.5915     
  1116.06        500.000                 NaN            NaN            NaN   6.02278                 NaN   7.21267        41.9489        4.20872       0.125309E-001   40.5944     
  1114.71        500.000                 NaN            NaN            NaN   6.02250                 NaN   7.21374        41.9466        4.20022       0.217779E-001   40.5951     
  1113.36        500.000                 NaN            NaN            NaN   6.02211                 NaN   7.21598        41.9435        4.19331       0.290435E-001   40.5960     
  1112.01        500.000                 NaN            NaN            NaN   6.02149                 NaN   7.21718        41.9413        4.18494       0.382526E-001   40.5969     
  1110.66        500.000                 NaN            NaN            NaN   6.02083                 NaN   7.21836        41.9391        4.17660       0.474333E-001   40.5976     
  1109.31        500.000                 NaN            NaN            NaN   6.01872                 NaN   7.21923        41.9366        4.17061       0.552746E-001   40.5996     
  1107.96        500.000                 NaN            NaN            NaN   6.01864                 NaN   7.22101        41.9362        4.15848       0.671300E-001   40.5985     
  1106.61        500.000                 NaN            NaN            NaN   6.01802                 NaN   7.22221        41.9340        4.15028       0.761590E-001   40.5994     
  1105.26        500.000                 NaN            NaN            NaN   6.01733                 NaN   7.22342        41.9317        4.14215       0.851532E-001   40.6002     
  1103.91        500.000                 NaN            NaN            NaN   6.01771                 NaN   7.22437        41.9279        4.13586       0.923385E-001   40.6018     
  1102.56        500.000                 NaN            NaN            NaN   6.01610                 NaN   7.22556        41.9263        4.12791       0.101483        40.6027     
  1101.21        500.000                 NaN            NaN            NaN   6.01506                 NaN   7.22709        41.9251        4.11800       0.111979        40.6028     
  1099.86        500.000                 NaN            NaN            NaN   6.01423                 NaN   7.22801        41.9219        4.11224       0.119069        40.6045     
  1098.52        500.000                 NaN            NaN            NaN   6.01324                 NaN   7.22924        41.9198        4.10454       0.127768        40.6055     
  1097.17        500.000                 NaN            NaN            NaN   6.01218                 NaN   7.23047        41.9176        4.09692       0.136401        40.6064     
  1095.82        500.000                 NaN            NaN            NaN   6.01519                 NaN   7.23393        41.9096        4.08697       0.146327        40.6080     
  1094.47        500.000                 NaN            NaN            NaN   6.01009                 NaN   7.23290        41.9129        4.08243       0.153064        40.6087     
  1093.12        500.000                 NaN            NaN            NaN   6.00790                 NaN   7.23403        41.9107        4.07607       0.161090        40.6102     
  1091.77        500.000                 NaN            NaN            NaN   6.00774                 NaN   7.23548        41.9089        4.06705       0.170415        40.6104     
  1090.42        500.000                 NaN            NaN            NaN   6.00570                 NaN   7.23681        41.9064        4.06082       0.178233        40.6120     
  1089.07        500.000                 NaN            NaN            NaN   6.00474                 NaN   7.23790        41.9049        4.05287       0.187057        40.6126     
  1087.72        500.000                 NaN            NaN            NaN   6.00412                 NaN   7.23934        41.9022        4.04562       0.195153        40.6136     
  1086.37        500.000                 NaN            NaN            NaN   6.00287                 NaN   7.24065        41.9000        4.03850       0.203358        40.6146     
  1085.02        500.000                 NaN            NaN            NaN   6.00152                 NaN   7.24194        41.8978        4.03158       0.211428        40.6157     
  1083.67        500.000                 NaN            NaN            NaN   6.00043                 NaN   7.24347        41.8958        4.02317       0.220694        40.6164     
  1082.32        500.000                 NaN            NaN            NaN   5.99874                 NaN   7.24467        41.8936        4.01700       0.228231        40.6178     
  1080.97        500.000                 NaN            NaN            NaN   5.99726                 NaN   7.24584        41.8912        4.01132       0.235224        40.6191     
  1079.62        500.000                 NaN            NaN            NaN   5.99559                 NaN   7.24711        41.8890        4.00504       0.242851        40.6205     
  1078.27        500.000                 NaN            NaN            NaN   5.99390                 NaN   7.24839        41.8867        3.99881       0.250422        40.6218     
  1076.92        500.000                 NaN            NaN            NaN   5.99221                 NaN   7.24968        41.8844        3.99262       0.257949        40.6231     
  1075.57        500.000                 NaN            NaN            NaN  0.286211E-001   5.98032        7.25279        41.8794        3.97474       0.266632        40.6175     
  1074.22        500.000                 NaN            NaN            NaN   5.95845       0.867612E-001   7.25791        41.8715        3.94411       0.276816        40.6044     
  1072.87        500.000                 NaN            NaN            NaN  0.144590        5.93681        7.26303        41.8637        3.91369       0.286827        40.5913     
  1071.52        500.000                 NaN            NaN            NaN  0.202106        5.91542        7.26815        41.8559        3.88347       0.296667        40.5783     
  1070.18        500.000                 NaN            NaN            NaN  0.259331        5.89426        7.27327        41.8481        3.85345       0.306335        40.5653     
  1068.83        500.000                 NaN            NaN            NaN   5.87267       0.317861        7.27847        41.8402        3.82300       0.315903        40.5519     
  1067.48        500.000                 NaN            NaN            NaN   5.85268       0.372434        7.28346        41.8326        3.79423       0.325153        40.5394     
  1066.13        500.000                 NaN            NaN            NaN   5.83222       0.428555        7.28855        41.8249        3.76492       0.334313        40.5265     
  1064.78        500.000                 NaN            NaN            NaN   5.81195       0.484814        7.29372        41.8171        3.73560       0.343319        40.5135     
  1063.43        500.000                 NaN            NaN            NaN   5.82361       0.430936        7.29048        41.8240        3.75422       0.348080        40.5287     
  1062.08        500.000                 NaN            NaN            NaN   5.77202       0.596223        7.30401        41.8015        3.67770       0.360835        40.4878     
  1060.73        500.000                 NaN            NaN            NaN  0.656262        5.75099        7.30945        41.7932        3.64690       0.369544        40.4736     
  1059.38        500.000                 NaN            NaN            NaN   5.73536       0.696033        7.31378        41.7864        3.62603       0.376976        40.4654     
  1058.03        500.000                 NaN  0.920624                 NaN   5.87183                 NaN   7.31070        41.8808        3.11039       0.496466        40.4092     
  1056.68        500.000                 NaN   1.37183                 NaN   5.81301                 NaN   7.33173        41.8976        2.71083       0.576802        40.2982     
  1055.33        500.000                 NaN   1.41811                 NaN   5.83095                 NaN   7.33507        41.8919        2.66405       0.579835        40.2801     
  1053.98        500.000                 NaN   1.60064                 NaN   5.81280                 NaN   7.34458        41.8949        2.50190       0.610644        40.2345     
  1052.63        500.000                 NaN   1.77570                 NaN   5.79524                 NaN   7.35373        41.8977        2.34684       0.639826        40.1909     
  1051.28        500.000                 NaN   1.93799                 NaN   5.77937                 NaN   7.36235        41.8999        2.20319       0.666615        40.1505     
  1049.93        500.000                 NaN   2.09267                 NaN   5.76428                 NaN   7.37059        41.9019        2.06662       0.691802        40.1121     
  1048.58        500.000                 NaN   2.23861                 NaN   5.75030                 NaN   7.37842        41.9036        1.93796       0.715277        40.0758     
  1047.23        500.000                 NaN   2.39849                 NaN   5.73495                 NaN   7.38688        41.9057        1.79765       0.740316        40.0360     
  1045.88        500.000                 NaN   2.53714                 NaN   5.72190                 NaN   7.39436        41.9071        1.67604       0.761891        40.0016     
  1044.53        500.000                 NaN   2.67032                 NaN   5.70935                 NaN   7.40161        41.9082        1.55959       0.782293        39.9686     
  1043.18        500.000                 NaN   2.43465                 NaN   5.68411                 NaN   7.39432        41.8913        1.81648       0.724592        40.0545     
  1041.84        500.000                 NaN   3.71510                 NaN   5.64350                 NaN   7.44685        41.9382       0.645082       0.923246        39.6880     
  1040.49        500.000                 NaN   4.16955                 NaN   5.61498                 NaN   7.46656        41.9508       0.249124       0.982750        39.5662     
  1039.14        500.000                 NaN   4.12328                 NaN   5.61494                 NaN   7.46578        41.9472       0.291006       0.977063        39.5807     
  1037.79        500.000                 NaN   3.26106                 NaN   5.65321                 NaN   7.43417        41.9116        1.04770       0.868706        39.8235     
  1036.44        500.000                 NaN   3.36568                 NaN   5.64315                 NaN   7.44003        41.9120       0.957926       0.883239        39.7980     
  1035.09        500.000                 NaN   3.46640                 NaN   5.63342                 NaN   7.44569        41.9122       0.871770       0.897007        39.7736     
  1033.74        500.000                 NaN   3.56324                 NaN   5.62402                 NaN   7.45117        41.9122       0.789210       0.910006        39.7501     
  1032.39        500.000                 NaN   4.47403                 NaN   5.57529                 NaN   7.48518        41.9465                 NaN   1.02011        39.4989     
  1031.04        500.000                 NaN   4.47468                 NaN   5.57528                 NaN   7.48760        41.9413                 NaN   1.02017        39.5010     
  1029.69        500.000                 NaN   4.48128                 NaN   5.56566                 NaN   7.48743        41.9427                 NaN   1.02033        39.5026     
  1028.34        500.000                 NaN   3.91511                 NaN   5.58956                 NaN   7.47136        41.9115       0.491646       0.955192        39.6656     
  1026.99        500.000                 NaN   3.99499                 NaN   5.58162                 NaN   7.47601        41.9111       0.424678       0.964969        39.6466     
  1025.64        500.000                 NaN   4.07191                 NaN   5.57392                 NaN   7.48052        41.9106       0.360425       0.974199        39.6284     
  1024.29        500.000                 NaN   4.14598                 NaN   5.56646                 NaN   7.48489        41.9101       0.298772       0.982911        39.6109     
  1022.94        500.000                 NaN   4.21731                 NaN   5.55923                 NaN   7.48912        41.9094       0.239612       0.991131        39.5942     
  1021.59        500.000                 NaN   4.28599                 NaN   5.55225                 NaN   7.49323        41.9087       0.182845       0.998882        39.5781     
  1020.24        500.000                 NaN   4.35235                 NaN   5.54541                 NaN   7.49729        41.9078       0.128182        1.00627        39.5627     
  1018.89        500.000                 NaN   4.50313                 NaN   5.54117                 NaN   7.49601        41.9248                 NaN   1.02061        39.5142     
  1017.54        500.000                 NaN   4.51640                 NaN   5.51744                 NaN   7.49372        41.9314                 NaN   1.02299        39.5181     
  1016.19        500.000                 NaN   4.50988                 NaN   5.52800                 NaN   7.50708        41.9053                 NaN   1.02292        39.5268     
  1014.84        500.000                 NaN   4.50879                 NaN   5.53646                 NaN   7.49784        41.9201                 NaN   1.01999        39.5168     
  1013.50        500.000                 NaN   4.51586                 NaN   5.52111                 NaN   7.50966        41.9001                 NaN   1.02303        39.5302     
  1012.15        500.000                 NaN   4.52275                 NaN   5.51452                 NaN   7.49894        41.9210                 NaN   1.02136        39.5214     
  1010.80        500.000                 NaN   4.54011                 NaN   5.48171                 NaN   7.50088        41.9229                 NaN   1.02444        39.5299     
  1009.45        500.000                 NaN   4.52643                 NaN   5.50697                 NaN   7.51241        41.8959                 NaN   1.02321        39.5351     
  1008.10        500.000                 NaN   4.54394                 NaN   5.47747                 NaN   7.50456        41.9160                 NaN   1.02472        39.5333     
  1006.75        500.000                 NaN   4.53346                 NaN   5.50262                 NaN   7.50384        41.9109                 NaN   1.02146        39.5277     
  1005.40        500.000                 NaN   4.53627                 NaN   5.49959                 NaN   7.50453        41.9094                 NaN   1.02141        39.5288     
  1004.05        500.000                 NaN   4.53881                 NaN   5.49685                 NaN   7.50618        41.9060                 NaN   1.02146        39.5307     
  1002.70        500.000                 NaN   4.54148                 NaN   5.49370                 NaN   7.50801        41.9023                 NaN   1.02158        39.5329     
  1001.35        500.000                 NaN   4.54396                 NaN   5.49113                 NaN   7.50948        41.8993                 NaN   1.02167        39.5345     
  1000.00        500.000                 NaN   4.54681                 NaN   5.48798                 NaN   7.51048        41.8972                 NaN   1.02162        39.5359     
