|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1219.97        500.000        99.7523                 NaN            NaN  0.324728E-001            NaN  0.314041E-001  0.157874                 NaN  0.259720E-001            NaN
  1218.62        500.000        97.6376                 NaN            NaN  0.243294       0.271788       0.300877        1.47801       0.684627E-001            NaN            NaN
  1217.27        500.000        99.3364                 NaN            NaN  0.138302                 NaN  0.104681       0.359838       0.607526E-001            NaN            NaN
  1215.92        500.000        99.9629                 NaN            NaN  0.645317E-002            NaN  0.303086E-002  0.247409E-001  0.418504E-003  0.246855E-002            NaN
  1214.57        500.000        95.5822                 NaN            NaN  0.641596       0.270227       0.549462        2.86777       0.167217E-001  0.719798E-001            NaN
  1213.22        500.000        99.0577                 NaN            NaN  0.511368E-001  0.235620       0.116806       0.517668                 NaN  0.210475E-001            NaN
  1211.88        500.000        98.8404                 NaN            NaN  0.173263       0.676871E-001  0.145673       0.709970       0.630307E-001            NaN            NaN
  1210.53        500.000        98.2506                 NaN            NaN  0.948044E-001  0.210684       0.220678        1.14014       0.778300E-001  0.528209E-002            NaN
  1209.18        500.000        95.6852                 NaN            NaN  0.220790       0.549833       0.530862        2.79305       0.180833       0.394037E-001            NaN
  1207.83        500.000       100.0000                 NaN            NaN  0.238369E-005            NaN  0.169300E-005  0.954485E-005  0.895931E-006  0.897421E-006            NaN
  1206.48        500.000       100.0000                 NaN            NaN  0.272252E-005            NaN  0.191470E-005  0.126358E-004  0.782918E-006            NaN            NaN
  1205.13        500.000        98.9815                 NaN            NaN  0.234008       0.847104E-001  0.158686       0.512385       0.130504E-001  0.156587E-001            NaN
  1203.78        500.000        98.8827                 NaN            NaN  0.203047                 NaN  0.102156       0.771744       0.831110E-002  0.320291E-001            NaN
  1202.43        500.000        98.6976                 NaN            NaN  0.259127       0.371656E-005  0.116708       0.911530                 NaN  0.150390E-001            NaN
  1201.08        500.000        98.5760                 NaN            NaN  0.299221       0.523686E-001  0.219677       0.820037       0.326896E-001            NaN            NaN
  1199.73        500.000        99.0237                 NaN            NaN  0.224987                 NaN  0.144292       0.555410       0.296145E-001  0.220100E-001            NaN
  1198.38        500.000        98.9708                 NaN            NaN  0.111451       0.237293E-001  0.708289E-001  0.802348       0.181451E-001  0.272233E-002            NaN
  1197.03        500.000        97.8517                 NaN            NaN  0.989772E-001  0.302471       0.273502        1.38384       0.894870E-001            NaN            NaN
  1195.68        500.000        99.5628                 NaN            NaN  0.236281E-001  0.445191E-001  0.472222E-001  0.311952                 NaN  0.983314E-002            NaN
  1194.33        500.000        99.5467                 NaN            NaN  0.145090E-001  0.351080E-001  0.524121E-001  0.322236       0.290075E-001            NaN            NaN
  1192.98        500.000        97.6890                 NaN            NaN  0.169843       0.106986       0.201148        1.18309                 NaN  0.283064E-001  0.621655     
  1191.63        500.000        98.6396                 NaN            NaN  0.215256       0.856905E-001  0.152154       0.862225       0.307863E-001  0.142730E-001            NaN
  1190.28        500.000        94.8239                 NaN            NaN  0.289512                 NaN  0.410916        2.32024       0.146153                 NaN   2.00929     
  1188.93        500.000        90.9051                 NaN            NaN  0.614133                 NaN  0.687408        3.87489       0.217363                 NaN   3.70115     
  1187.58        500.000        87.7097                 NaN            NaN  0.690411                 NaN  0.908450        5.31238       0.290312                 NaN   5.08871     
  1186.23        500.000        73.9276                 NaN            NaN  0.302897        1.11850        1.88405        11.4359       0.546802                 NaN   10.7843     
  1184.88        500.000                 NaN            NaN            NaN   4.63633                 NaN   6.89640        44.1886        2.28456                 NaN   41.9941     
  1183.54        500.000                 NaN            NaN            NaN   4.63541                 NaN   6.89810        44.1855        2.28481                 NaN   41.9962     
  1182.19        500.000                 NaN            NaN            NaN   4.63823                 NaN   6.89882        44.1856        2.28314                 NaN   41.9942     
  1180.84        500.000                 NaN            NaN            NaN   4.64418                 NaN   6.90023        44.1805        2.28024                 NaN   41.9948     
  1179.49        500.000                 NaN            NaN            NaN   4.62923                 NaN   6.90081        44.1826        2.28640                 NaN   42.0010     
  1178.14        500.000                 NaN            NaN            NaN   4.62910                 NaN   6.90192        44.1795        2.28662                 NaN   42.0029     
  1176.79        500.000                 NaN            NaN            NaN   4.68103                 NaN   6.91024        44.1579        2.26672                 NaN   41.9841     
  1175.44        500.000                 NaN            NaN            NaN   4.67732                 NaN   6.91120        44.1547        2.26852                 NaN   41.9882     
  1174.09        500.000                 NaN            NaN            NaN   4.67424                 NaN   6.91232        44.1518        2.26990                 NaN   41.9917     
  1172.74        500.000                 NaN            NaN            NaN   4.67139                 NaN   6.91380        44.1491        2.27096                 NaN   41.9948     
  1171.39        500.000                 NaN            NaN            NaN   4.67329                 NaN   6.91459        44.1468        2.27019                 NaN   41.9951     
  1170.04        500.000                 NaN            NaN            NaN   4.67115                 NaN   6.91596        44.1442        2.27097                 NaN   41.9977     
  1168.69        500.000                 NaN            NaN            NaN   4.66899                 NaN   6.91733        44.1416        2.27176                 NaN   42.0003     
  1167.34        500.000                 NaN            NaN            NaN   4.66802                 NaN   6.92034        44.1380        2.27160                 NaN   42.0020     
  1165.99        500.000                 NaN            NaN            NaN   4.66463                 NaN   6.92012        44.1363        2.27335                 NaN   42.0056     
  1164.64        500.000                 NaN            NaN            NaN   4.59952                 NaN   6.91401        44.1549        2.29803                 NaN   42.0336     
  1163.29        500.000                 NaN            NaN            NaN   4.66050                 NaN   6.92282        44.1309        2.27489                 NaN   42.0108     
  1161.94        500.000                 NaN            NaN            NaN   4.65526                 NaN   6.92621        44.1285        2.27605                 NaN   42.0140     
  1160.59        500.000                 NaN            NaN            NaN   4.65323                 NaN   6.92745        44.1257        2.27689                 NaN   42.0167     
  1159.24        500.000                 NaN            NaN            NaN   4.65115                 NaN   6.92865        44.1228        2.27779                 NaN   42.0196     
  1157.89        500.000                 NaN            NaN            NaN   4.64933                 NaN   6.92970        44.1199        2.27865                 NaN   42.0224     
  1156.54        500.000                 NaN            NaN            NaN   4.64712                 NaN   6.93099        44.1171        2.27955                 NaN   42.0252     
  1155.20        500.000                 NaN            NaN            NaN   4.64504                 NaN   6.93232        44.1142        2.28040                 NaN   42.0280     
  1153.85        500.000                 NaN            NaN            NaN   4.64323                 NaN   6.93347        44.1113        2.28121                 NaN   42.0308     
  1152.50        500.000                 NaN            NaN            NaN   4.64107                 NaN   6.93479        44.1084        2.28210                 NaN   42.0336     
  1151.15        500.000                 NaN            NaN            NaN   4.63913                 NaN   6.93600        44.1055        2.28295                 NaN   42.0364     
  1149.80        500.000                 NaN            NaN            NaN   4.64145                 NaN   6.93704        44.1035        2.28180                 NaN   42.0362     
  1148.45        500.000                 NaN            NaN            NaN   4.63980                 NaN   6.93834        44.1007        2.28245                 NaN   42.0387     
  1147.10        500.000                 NaN            NaN            NaN   4.63793                 NaN   6.93955        44.0977        2.28329                 NaN   42.0415     
  1145.75        500.000                 NaN            NaN            NaN   4.63642                 NaN   6.94053        44.0947        2.28408                 NaN   42.0442     
  1144.40        500.000                 NaN            NaN            NaN   4.63472                 NaN   6.94171        44.0918        2.28485                 NaN   42.0470     
  1143.05        500.000                 NaN            NaN            NaN   4.63213                 NaN   6.94324        44.0888        2.28585                 NaN   42.0500     
  1141.70        500.000                 NaN            NaN            NaN   4.63610                 NaN   6.94353        44.0869        2.28433                 NaN   42.0492     
  1140.35        500.000                 NaN            NaN            NaN   4.62963                 NaN   6.94529        44.0820        2.28741                 NaN   42.0557     
  1139.00        500.000                 NaN            NaN            NaN   4.63168                 NaN   6.94595        44.0830        2.28560                 NaN   42.0538     
  1137.65        500.000                 NaN            NaN            NaN   4.62935                 NaN   6.94734        44.0799        2.28659                 NaN   42.0568     
  1136.30        500.000                 NaN            NaN            NaN   4.62748                 NaN   6.94835        44.0767        2.28755                 NaN   42.0599     
  1134.95        500.000                 NaN            NaN            NaN   4.62522                 NaN   6.94970        44.0736        2.28853                 NaN   42.0630     
  1133.60        500.000                 NaN            NaN            NaN   4.62303                 NaN   6.95096        44.0705        2.28950                 NaN   42.0660     
  1132.25        500.000                 NaN            NaN            NaN   4.62096                 NaN   6.95247        44.0674        2.29034                 NaN   42.0688     
  1130.90        500.000                 NaN            NaN            NaN   4.61545                 NaN   6.95560        44.0617        2.29272                 NaN   42.0746     
  1129.55        500.000                 NaN            NaN            NaN   4.61718                 NaN   6.95483        44.0612        2.29209                 NaN   42.0747     
  1128.20        500.000                 NaN            NaN            NaN   4.61460                 NaN   6.95653        44.0579        2.29311                 NaN   42.0779     
  1126.86        500.000                 NaN            NaN            NaN   4.61283                 NaN   6.95793        44.0546        2.29389                 NaN   42.0807     
  1125.51        500.000                 NaN            NaN            NaN   4.61047                 NaN   6.95930        44.0516        2.29488                 NaN   42.0838     
  1124.16        500.000                 NaN            NaN            NaN   4.60836                 NaN   6.96072        44.0484        2.29578                 NaN   42.0867     
  1122.81        500.000                 NaN            NaN            NaN   4.60508                 NaN   6.96201        44.0450        2.29727                 NaN   42.0907     
  1121.46        500.000                 NaN            NaN            NaN   4.60608                 NaN   6.96322        44.0422        2.29684                 NaN   42.0917     
  1120.11        500.000                 NaN            NaN            NaN   4.60536                 NaN   6.96486        44.0396        2.29689                 NaN   42.0933     
  1118.76        500.000                 NaN            NaN            NaN   4.60526                 NaN   6.96632        44.0369        2.29679                 NaN   42.0947     
  1117.41        500.000                 NaN            NaN            NaN   4.60499                 NaN   6.96771        44.0341        2.29448       0.229428E-002   42.0964     
  1116.06        500.000                 NaN            NaN            NaN   4.60305                 NaN   6.96822        44.0301        2.29109       0.704872E-002   42.1005     
  1114.71        500.000                 NaN            NaN            NaN   4.60313                 NaN   6.96924        44.0272        2.28588       0.122500E-001   42.1023     
  1113.36        500.000                 NaN            NaN            NaN   4.60338                 NaN   6.97136        44.0232        2.28165       0.163365E-001   42.1041     
  1112.01        500.000                 NaN            NaN            NaN   4.60325                 NaN   6.97250        44.0202        2.27650       0.215160E-001   42.1060     
  1110.66        500.000                 NaN            NaN            NaN   4.60303                 NaN   6.97362        44.0174        2.27137       0.266794E-001   42.1079     
  1109.31        500.000                 NaN            NaN            NaN   4.60168                 NaN   6.97444        44.0142        2.26774       0.310892E-001   42.1109     
  1107.96        500.000                 NaN            NaN            NaN   4.60165                 NaN   6.97617        44.0134        2.26009       0.377566E-001   42.1109     
  1106.61        500.000                 NaN            NaN            NaN   4.60148                 NaN   6.97731        44.0105        2.25504       0.428340E-001   42.1128     
  1105.26        500.000                 NaN            NaN            NaN   4.60126                 NaN   6.97846        44.0076        2.25004       0.478917E-001   42.1148     
  1103.91        500.000                 NaN            NaN            NaN   4.60211                 NaN   6.97935        44.0029        2.24632       0.519317E-001   42.1174     
  1102.56        500.000                 NaN            NaN            NaN   4.60114                 NaN   6.98047        44.0006        2.24136       0.570735E-001   42.1193     
  1101.21        500.000                 NaN            NaN            NaN   4.60047                 NaN   6.98194        43.9989        2.23516       0.629749E-001   42.1206     
  1099.86        500.000                 NaN            NaN            NaN   4.60033                 NaN   6.98280        43.9950        2.23169       0.669613E-001   42.1233     
  1098.52        500.000                 NaN            NaN            NaN   4.59988                 NaN   6.98397        43.9921        2.22692       0.718519E-001   42.1253     
  1097.17        500.000                 NaN            NaN            NaN   4.59939                 NaN   6.98514        43.9893        2.22221       0.767048E-001   42.1273     
  1095.82        500.000                 NaN            NaN            NaN   4.60294                 NaN   6.98847        43.9803        2.21599       0.822851E-001   42.1300     
  1094.47        500.000                 NaN            NaN            NaN   4.59850                 NaN   6.98745        43.9831        2.21328       0.860716E-001   42.1316     
  1093.12        500.000                 NaN            NaN            NaN   4.59719                 NaN   6.98850        43.9802        2.20933       0.905831E-001   42.1342     
  1091.77        500.000                 NaN            NaN            NaN   4.59728                 NaN   6.98990        43.9779        2.20371       0.958249E-001   42.1354     
  1090.42        500.000                 NaN            NaN            NaN   4.59617                 NaN   6.99115        43.9746        2.19985       0.100219        42.1381     
  1089.07        500.000                 NaN            NaN            NaN   4.59570                 NaN   6.99218        43.9724        2.19488       0.105178        42.1397     
  1087.72        500.000                 NaN            NaN            NaN   4.59564                 NaN   6.99355        43.9689        2.19040       0.109728        42.1417     
  1086.37        500.000                 NaN            NaN            NaN   4.59503                 NaN   6.99479        43.9661        2.18597       0.114339        42.1438     
  1085.02        500.000                 NaN            NaN            NaN   4.59435                 NaN   6.99601        43.9632        2.18166       0.118874        42.1459     
  1083.67        500.000                 NaN            NaN            NaN   4.59386                 NaN   6.99747        43.9605        2.17642       0.124082        42.1477     
  1082.32        500.000                 NaN            NaN            NaN   4.59289                 NaN   6.99860        43.9576        2.17258       0.128316        42.1501     
  1080.97        500.000                 NaN            NaN            NaN   4.59215                 NaN   6.99971        43.9544        2.16903       0.132245        42.1524     
  1079.62        500.000                 NaN            NaN            NaN   4.59124                 NaN   7.00091        43.9514        2.16511       0.136530        42.1548     
  1078.27        500.000                 NaN            NaN            NaN   4.59032                 NaN   7.00211        43.9484        2.16123       0.140783        42.1571     
  1076.92        500.000                 NaN            NaN            NaN   4.58939                 NaN   7.00333        43.9455        2.15736       0.145012        42.1594     
  1075.57        500.000                 NaN            NaN            NaN  0.207534E-001   4.58073        7.00639        43.9400        2.14720       0.149892        42.1551     
  1074.22        500.000                 NaN            NaN            NaN   4.56449       0.629061E-001   7.01145        43.9321        2.13013       0.155617        42.1433     
  1072.87        500.000                 NaN            NaN            NaN  0.104826        4.54843        7.01652        43.9242        2.11319       0.161245        42.1316     
  1071.52        500.000                 NaN            NaN            NaN  0.146512        4.53256        7.02159        43.9163        2.09636       0.166776        42.1199     
  1070.18        500.000                 NaN            NaN            NaN  0.187980        4.51686        7.02666        43.9084        2.07965       0.172212        42.1083     
  1068.83        500.000                 NaN            NaN            NaN   4.50078       0.230386        7.03180        43.9005        2.06272       0.177591        42.0962     
  1067.48        500.000                 NaN            NaN            NaN   4.48597       0.269918        7.03674        43.8928        2.04670       0.182790        42.0851     
  1066.13        500.000                 NaN            NaN            NaN   4.47078       0.310566        7.04178        43.8850        2.03040       0.187940        42.0736     
  1064.78        500.000                 NaN            NaN            NaN   4.45579       0.351309        7.04689        43.8770        2.01411       0.193003        42.0619     
  1063.43        500.000                 NaN            NaN            NaN   4.46323       0.312157        7.04367        43.8834        2.02365       0.195673        42.0782     
  1062.08        500.000                 NaN            NaN            NaN   4.42625       0.431973        7.05706        43.8611        1.98195       0.202849        42.0388     
  1060.73        500.000                 NaN            NaN            NaN  0.475431        4.41059        7.06245        43.8529        1.96490       0.207745        42.0260     
  1059.38        500.000                 NaN            NaN            NaN   4.39931       0.504218        7.06670        43.8456        1.95322       0.211922        42.0190     
  1058.03        500.000                 NaN  0.568970                 NaN   4.50437                 NaN   7.06393        43.9456        1.67503       0.279098        41.9630     
  1056.68        500.000                 NaN  0.847751                 NaN   4.45771                 NaN   7.08539        43.9701        1.45910       0.324306        41.8556     
  1055.33        500.000                 NaN  0.875535                 NaN   4.47470                 NaN   7.08859        43.9633        1.43413       0.326005        41.8377     
  1053.98        500.000                 NaN  0.988258                 NaN   4.46151                 NaN   7.09817        43.9684        1.34655       0.343340        41.7938     
  1052.63        500.000                 NaN   1.09637                 NaN   4.44879                 NaN   7.10737        43.9731        1.26282       0.359760        41.7518     
  1051.28        500.000                 NaN   1.19661                 NaN   4.43732                 NaN   7.11604        43.9771        1.18527       0.374834        41.7129     
  1049.93        500.000                 NaN   1.29214                 NaN   4.42640                 NaN   7.12432        43.9807        1.11155       0.389007        41.6759     
  1048.58        500.000                 NaN   1.38228                 NaN   4.41627                 NaN   7.13220        43.9838        1.04212       0.402217        41.6411     
  1047.23        500.000                 NaN   1.48104                 NaN   4.40520                 NaN   7.14070        43.9876       0.966460       0.416309        41.6027     
  1045.88        500.000                 NaN   1.56668                 NaN   4.39575                 NaN   7.14821        43.9903       0.900880       0.428451        41.5697     
  1044.53        500.000                 NaN   1.64895                 NaN   4.38673                 NaN   7.15548        43.9927       0.838105       0.439933        41.5381     
  1043.18        500.000                 NaN   1.50323                 NaN   4.36989                 NaN   7.14768        43.9700       0.977595       0.407434        41.6241     
  1041.84        500.000                 NaN   2.29216                 NaN   4.33860                 NaN   7.20172        44.0386       0.346605       0.519363        41.2630     
  1040.49        500.000                 NaN   2.57206                 NaN   4.31779                 NaN   7.22186        44.0579       0.133842       0.552909        41.1436     
  1039.14        500.000                 NaN   2.54348                 NaN   4.31816                 NaN   7.22093        44.0527       0.156298       0.549687        41.1588     
  1037.79        500.000                 NaN   2.01384                 NaN   4.34662                 NaN   7.18812        44.0011       0.562398       0.488565        41.3994     
  1036.44        500.000                 NaN   2.07846                 NaN   4.33947                 NaN   7.19397        44.0021       0.514095       0.496744        41.3751     
  1035.09        500.000                 NaN   2.14066                 NaN   4.33257                 NaN   7.19963        44.0030       0.467753       0.504491        41.3519     
  1033.74        500.000                 NaN   2.20048                 NaN   4.32591                 NaN   7.20511        44.0037       0.423362       0.511806        41.3296     
  1032.39        500.000                 NaN   2.75949                 NaN   4.29100                 NaN   7.24026        44.0531                 NaN  0.573898        41.0823     
  1031.04        500.000                 NaN   2.76033                 NaN   4.29110                 NaN   7.24255        44.0468                 NaN  0.573920        41.0853     
  1029.69        500.000                 NaN   2.76416                 NaN   4.28447                 NaN   7.24231        44.0474                 NaN  0.573995        41.0877     
  1028.34        500.000                 NaN   2.41777                 NaN   4.30172                 NaN   7.22525        44.0049       0.263506       0.537229        41.2497     
  1026.99        500.000                 NaN   2.46709                 NaN   4.29615                 NaN   7.22988        44.0048       0.227563       0.542728        41.2317     
  1025.64        500.000                 NaN   2.51458                 NaN   4.29078                 NaN   7.23437        44.0047       0.193091       0.547920        41.2146     
  1024.29        500.000                 NaN   2.56031                 NaN   4.28559                 NaN   7.23872        44.0043       0.160027       0.552819        41.1982     
  1022.94        500.000                 NaN   2.60434                 NaN   4.28058                 NaN   7.24293        44.0039       0.128312       0.557441        41.1825     
  1021.59        500.000                 NaN   2.64674                 NaN   4.27574                 NaN   7.24701        44.0034       0.978926E-001  0.561800        41.1675     
  1020.24        500.000                 NaN   2.68769                 NaN   4.27103                 NaN   7.25104        44.0026       0.686136E-001  0.565954        41.1531     
  1018.89        500.000                 NaN   2.77654                 NaN   4.27053                 NaN   7.25021        44.0225                 NaN  0.574041        41.1061     
  1017.54        500.000                 NaN   2.78470                 NaN   4.25360                 NaN   7.24785        44.0281                 NaN  0.575357        41.1104     
  1016.19        500.000                 NaN   2.78487                 NaN   4.25899                 NaN   7.26071        43.9999                 NaN  0.575307        41.1203     
  1014.84        500.000                 NaN   2.77953                 NaN   4.26859                 NaN   7.25183        44.0152                 NaN  0.573651        41.1112     
  1013.50        500.000                 NaN   2.78840                 NaN   4.25502                 NaN   7.26310        43.9928                 NaN  0.575336        41.1253     
  1012.15        500.000                 NaN   2.78754                 NaN   4.25341                 NaN   7.25276        44.0145                 NaN  0.574395        41.1174     
  1010.80        500.000                 NaN   2.79973                 NaN   4.22850                 NaN   7.25445        44.0149                 NaN  0.576101        41.1263     
  1009.45        500.000                 NaN   2.79468                 NaN   4.24590                 NaN   7.26558        43.9859                 NaN  0.575397        41.1326     
  1008.10        500.000                 NaN   2.80218                 NaN   4.22633                 NaN   7.25790        44.0060                 NaN  0.576230        41.1313     
  1006.75        500.000                 NaN   2.79388                 NaN   4.24656                 NaN   7.25729        44.0008                 NaN  0.574391        41.1271     
  1005.40        500.000                 NaN   2.79531                 NaN   4.24494                 NaN   7.25791        43.9984                 NaN  0.574352        41.1291     
  1004.05        500.000                 NaN   2.79696                 NaN   4.24335                 NaN   7.25946        43.9940                 NaN  0.574364        41.1318     
  1002.70        500.000                 NaN   2.79879                 NaN   4.24135                 NaN   7.26117        43.9894                 NaN  0.574417        41.1348     
  1001.35        500.000                 NaN   2.80020                 NaN   4.24000                 NaN   7.26254        43.9855                 NaN  0.574456        41.1373     
  1000.00        500.000                 NaN   2.80183                 NaN   4.23821                 NaN   7.26346        43.9826                 NaN  0.574411        41.1395     
