|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.25/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.0338       0.966227       0.140585E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.0084       0.987841       0.373179E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.0206       0.925791       0.535967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.0287       0.919923       0.513728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0431       0.905301       0.515533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0477       0.902325       0.499619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.0627       0.889110       0.482157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.0283       0.922463       0.492734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.1197       0.834566       0.457691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0903       0.866132       0.435662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.0973       0.858809       0.438503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.1023       0.855269       0.424184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.6894       0.295550       0.150249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        98.5620        1.36896       0.690184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1325       0.828251       0.392410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.1418       0.820303       0.379238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        96.6347        3.24599       0.119333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000       100.0000                 NaN  0.185797E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        99.9999                 NaN  0.146582E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.2238       0.734921       0.412392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.1687       0.811186       0.200808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.2138       0.740189       0.460314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2120       0.753951       0.340438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2111       0.759943       0.289130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2176       0.754875       0.275716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2273       0.744690       0.279739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2325       0.738688       0.287656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.2374       0.741309       0.213254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
