|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1369.66        500.000        99.4067       0.741327E-001  0.230911       0.205821       0.823912E-001            NaN            NaN            NaN
  1368.59        500.000        99.1398       0.100715       0.336446       0.300095       0.122985                 NaN            NaN            NaN
  1367.52        500.000        99.1486       0.334974       0.959826E-001  0.297195       0.123272                 NaN            NaN            NaN
  1366.45        500.000        99.1581       0.931189E-001  0.332202       0.293866       0.122677                 NaN            NaN            NaN
  1365.38        500.000        99.1665       0.882000E-001  0.331275       0.291167       0.122835                 NaN            NaN            NaN
  1364.31        500.000        99.1753       0.843292E-001  0.329370       0.288229       0.122726                 NaN            NaN            NaN
  1363.25        500.000        99.1842       0.327532       0.800505E-001  0.285388       0.122842                 NaN            NaN            NaN
  1362.18        500.000        99.1920       0.325838       0.769180E-001  0.282667       0.122579                 NaN            NaN            NaN
  1361.11        500.000        99.2007       0.324027       0.729322E-001  0.279834       0.122536                 NaN            NaN            NaN
  1360.04        500.000        99.2082       0.695237E-001  0.322318       0.277375       0.122534                 NaN            NaN            NaN
  1358.97        500.000        99.2174       0.320783       0.658278E-001  0.274095       0.121930                 NaN            NaN            NaN
  1357.90        500.000        99.2250       0.318516       0.629645E-001  0.271564       0.121924                 NaN            NaN            NaN
  1356.84        500.000        99.2969       0.270703       0.106382       0.241406       0.846195E-001            NaN            NaN            NaN
  1355.77        500.000        99.1726       0.101782E-001  0.364197       0.295032       0.158032                 NaN            NaN            NaN
  1354.70        500.000        99.2475       0.314489       0.522889E-001  0.264083       0.121622                 NaN            NaN            NaN
  1353.63        500.000        99.2568       0.311860       0.505299E-001  0.260499       0.120316                 NaN            NaN            NaN
  1352.56        500.000        99.2624       0.477187E-001  0.311125       0.258665       0.120118                 NaN            NaN            NaN
  1351.49        500.000        99.2681       0.310341       0.450098E-001  0.256720       0.119863                 NaN            NaN            NaN
  1350.43        500.000        99.2777       0.307166       0.427128E-001  0.253385       0.119086                 NaN            NaN            NaN
  1349.36        500.000        99.2845       0.306486       0.388718E-001  0.251104       0.119049                 NaN            NaN            NaN
  1348.29        500.000        99.2904       0.305196       0.370512E-001  0.248940       0.118445                 NaN            NaN            NaN
  1347.22        500.000        99.2975       0.348893E-001  0.303294       0.246440       0.117838                 NaN            NaN            NaN
  1346.15        500.000        99.3041       0.323186E-001  0.302026       0.244135       0.117380                 NaN            NaN            NaN
  1345.08        500.000        99.3109       0.294842E-001  0.300928       0.241770       0.116929                 NaN            NaN            NaN
  1344.02        500.000        99.3173       0.281784E-001  0.299037       0.239400       0.116046                 NaN            NaN            NaN
  1342.95        500.000        99.3236       0.267138E-001  0.297153       0.237196       0.115380                 NaN            NaN            NaN
  1341.88        500.000        99.3292       0.251755E-001  0.296008       0.235109       0.114463                 NaN            NaN            NaN
  1340.81        500.000        99.3364       0.222689E-001  0.294924       0.232462       0.113941                 NaN            NaN            NaN
  1339.74        500.000        99.3415       0.294078       0.192235E-001  0.230991       0.114209                 NaN            NaN            NaN
  1338.67        500.000        99.3498       0.290956       0.197848E-001  0.227556       0.111952                 NaN            NaN            NaN
  1337.61        500.000        99.3543       0.290469       0.174898E-001  0.226021       0.111717                 NaN            NaN            NaN
  1336.54        500.000        99.3601       0.289074       0.155970E-001  0.224032       0.111157                 NaN            NaN            NaN
  1335.47        500.000        99.3575       0.283166       0.225238E-001  0.224940       0.111868                 NaN            NaN            NaN
  1334.40        500.000        99.3790       0.289614       0.825287E-002  0.216500       0.106585                 NaN            NaN            NaN
  1333.33        500.000        99.3769       0.284667       0.128115E-001  0.217596       0.108023                 NaN            NaN            NaN
  1332.26        500.000        99.3824       0.283327       0.115479E-001  0.215553       0.107148                 NaN            NaN            NaN
  1331.19        500.000        99.3767       0.238399E-002  0.287875       0.220166       0.112923                 NaN            NaN            NaN
  1330.13        500.000        99.4060       0.143563E-001  0.275543       0.204534       0.996136E-001            NaN            NaN            NaN
  1329.06        500.000        99.3982       0.824433E-002  0.279687       0.209652       0.104260                 NaN            NaN            NaN
  1327.99        500.000        99.4035       0.278097       0.710943E-002  0.207789       0.103484                 NaN            NaN            NaN
  1326.92        500.000        99.3916       0.277107       0.190385E-001  0.211796       0.100440                 NaN            NaN            NaN
  1325.85        500.000        99.4307       0.271629                 NaN  0.197207       0.100493                 NaN            NaN            NaN
  1324.78        500.000        99.4188       0.644579E-002  0.273390       0.201710       0.996352E-001            NaN            NaN            NaN
  1323.72        500.000        99.4234       0.272213       0.621051E-002  0.199834       0.983181E-001            NaN            NaN            NaN
  1322.65        500.000        99.4286       0.270747       0.515002E-002  0.197973       0.975166E-001            NaN            NaN            NaN
  1321.58        500.000        99.4331       0.269113       0.571095E-002  0.196103       0.959365E-001            NaN            NaN            NaN
  1320.51        500.000        99.4371       0.614431E-002  0.267542       0.194556       0.946706E-001            NaN            NaN            NaN
  1319.44        500.000        99.4411       0.264312       0.883385E-002  0.192859       0.928829E-001            NaN            NaN            NaN
  1318.37        500.000        99.4482       0.586263E-002  0.263646       0.190256       0.920566E-001            NaN            NaN            NaN
  1317.31        500.000        99.4514       0.263228       0.563318E-002  0.188896       0.907979E-001            NaN            NaN            NaN
  1316.24        500.000        99.4556       0.262200       0.518435E-002  0.187280       0.897333E-001            NaN            NaN            NaN
  1315.17        500.000        99.4596       0.726717E-002  0.260133       0.185420       0.875661E-001            NaN            NaN            NaN
  1314.10        500.000        99.4635       0.633999E-002  0.259732       0.183918       0.864847E-001            NaN            NaN            NaN
  1313.03        500.000        99.4681       0.257823       0.669996E-002  0.182119       0.852126E-001            NaN            NaN            NaN
  1311.96        500.000        99.4719       0.723449E-002  0.256107       0.180680       0.840503E-001            NaN            NaN            NaN
  1310.90        500.000        99.4762       0.855922E-002  0.254475       0.178770       0.819894E-001            NaN            NaN            NaN
  1309.83        500.000        98.6077       0.468906       0.375657       0.458213       0.894846E-001            NaN            NaN            NaN
  1308.76        500.000       100.0000                 NaN            NaN            NaN  0.164289E-005            NaN            NaN            NaN
  1307.69        500.000        99.8014       0.840448E-001            NaN  0.660987E-001  0.484169E-001            NaN            NaN            NaN
  1306.62        500.000        99.4936       0.253210                 NaN  0.172576       0.806436E-001            NaN            NaN            NaN
  1305.55        500.000        99.4977       0.251166                 NaN  0.171100       0.800462E-001            NaN            NaN            NaN
  1304.49        500.000        99.5017       0.248467                 NaN  0.169651       0.801477E-001            NaN            NaN            NaN
  1303.42        500.000        99.5007       0.253518                 NaN  0.169855       0.759201E-001            NaN            NaN            NaN
  1302.35        500.000        99.5102       0.251777                 NaN  0.164922       0.730712E-001            NaN            NaN            NaN
  1301.28        500.000        99.5130       0.245800                 NaN  0.165215       0.759905E-001            NaN            NaN            NaN
  1300.21        500.000        99.5096       0.243473                 NaN  0.166891       0.800402E-001            NaN            NaN            NaN
  1299.14        500.000        99.5241       0.248249                 NaN  0.159544       0.681242E-001            NaN            NaN            NaN
  1298.08        500.000        99.5212       0.247778                 NaN  0.161253       0.697549E-001            NaN            NaN            NaN
  1297.01        500.000        99.5206       0.246973                 NaN  0.161825       0.705759E-001            NaN            NaN            NaN
  1295.94        500.000        99.5305       0.251786                 NaN  0.156430       0.612834E-001            NaN            NaN            NaN
  1294.87        500.000        99.5214       0.202649       0.703052E-001  0.157822       0.478691E-001            NaN            NaN            NaN
  1293.80        500.000        99.5344       0.245539                 NaN  0.155828       0.642560E-001            NaN            NaN            NaN
  1292.73        500.000        99.5363       0.242095                 NaN  0.155571       0.660081E-001            NaN            NaN            NaN
  1291.67        500.000        99.5405       0.250809                 NaN  0.152333       0.563881E-001            NaN            NaN            NaN
  1290.60        500.000        99.5427       0.246070                 NaN  0.152133       0.590561E-001            NaN            NaN            NaN
  1289.53        500.000        99.5441       0.249218                 NaN  0.151193       0.554635E-001            NaN            NaN            NaN
  1288.46        500.000        99.5470       0.248923                 NaN  0.149950       0.541423E-001            NaN            NaN            NaN
  1287.39        500.000        99.5442       0.218071       0.445349E-001  0.149504       0.436982E-001            NaN            NaN            NaN
  1286.32        500.000        99.5466       0.468363E-001  0.216357       0.148434       0.417801E-001            NaN            NaN            NaN
  1285.26        500.000        99.5486       0.212923       0.514255E-001  0.147468       0.395368E-001            NaN            NaN            NaN
  1284.19        500.000        99.5510       0.213187       0.515550E-001  0.146447       0.378162E-001            NaN            NaN            NaN
  1283.12        500.000        99.5530       0.211508       0.543253E-001  0.145512       0.356585E-001            NaN            NaN            NaN
  1282.05        500.000        99.5553       0.212033       0.541892E-001  0.144536       0.339580E-001            NaN            NaN            NaN
  1280.98        500.000        99.3691       0.766139E-001  0.329106       0.204554       0.206190E-001            NaN            NaN            NaN
  1279.91        500.000        99.7361       0.161351                 NaN  0.829706E-001  0.195398E-001            NaN            NaN            NaN
  1278.84        500.000        99.5637       0.261761                 NaN  0.141535       0.329615E-001            NaN            NaN            NaN
  1277.78        500.000        99.5546       0.257118                 NaN  0.144708       0.339988E-001  0.960982E-002            NaN            NaN
  1276.71        500.000        94.4538        1.31645                 NaN  0.740255       0.718229E-001  0.110812        3.30684                 NaN
  1275.64        500.000        92.9156        1.63737                 NaN  0.915871       0.788088E-001  0.137677        4.31465                 NaN
  1274.57        500.000        93.4599        1.52118                 NaN  0.849321       0.713359E-001  0.126265        3.97204                 NaN
  1273.50        500.000        93.9271        1.42780                 NaN  0.791989       0.598956E-001  0.116171        3.67709                 NaN
  1272.43        500.000        94.3352        1.34097                 NaN  0.741672       0.535633E-001  0.107611        3.42095                 NaN
  1271.37        500.000        94.6935        1.25252                 NaN  0.697185       0.569262E-001  0.100701        3.19918                 NaN
  1270.30        500.000        95.0092        1.19186                 NaN  0.658036       0.467282E-001  0.937707E-001   3.00045                 NaN
  1269.23        500.000        95.2929        1.12833                 NaN  0.622581       0.441256E-001  0.879613E-001   2.82414                 NaN
  1268.16        500.000        95.5526        1.07027                 NaN  0.590183       0.401685E-001  0.826326E-001   2.66410                 NaN
  1267.09        500.000        95.7693        1.01758                 NaN  0.562420       0.436233E-001  0.784090E-001   2.52866                 NaN
  1266.02        500.000        95.9831       0.972639                 NaN  0.535577       0.378456E-001  0.738575E-001   2.39699                 NaN
  1264.96        500.000        96.1712       0.932245                 NaN  0.511689       0.339073E-001  0.698909E-001   2.28102                 NaN
  1263.89        500.000        96.3446       0.890073                 NaN  0.489364       0.348807E-001  0.664816E-001   2.17464                 NaN
  1262.82        500.000        96.5098       0.850336                 NaN  0.468293       0.339298E-001  0.631495E-001   2.07452                 NaN
  1261.75        500.000        96.6448       0.822558                 NaN  0.450636       0.314839E-001  0.602751E-001   1.99028                 NaN
  1260.68        500.000        96.7810       0.787488                 NaN  0.432892       0.327695E-001  0.576195E-001   1.90820                 NaN
  1259.61        500.000        96.9118       0.765364                 NaN  0.416051       0.246824E-001  0.545427E-001   1.82755                 NaN
  1258.55        500.000        97.0235       0.730196                 NaN  0.401109       0.316343E-001  0.526627E-001   1.76091                 NaN
  1257.48        500.000        97.1356       0.709361                 NaN  0.386448       0.261227E-001  0.500957E-001   1.69241                 NaN
  1256.41        500.000        97.2350       0.686388                 NaN  0.373206       0.254080E-001  0.480254E-001   1.63193                 NaN
  1255.34        500.000        97.3309       0.664754                 NaN  0.360399       0.237546E-001  0.459856E-001   1.57416                 NaN
  1254.27        500.000        97.4197       0.642630                 NaN  0.348480       0.240762E-001  0.441868E-001   1.52092                 NaN
  1253.20        500.000        97.5049       0.623651                 NaN  0.336946       0.225264E-001  0.423566E-001   1.46964                 NaN
  1252.14        500.000        97.5834       0.604030                 NaN  0.326280       0.227615E-001  0.407627E-001   1.42281                 NaN
  1251.07        500.000        97.6596       0.587002                 NaN  0.315891       0.211594E-001  0.391232E-001   1.37726                 NaN
  1250.00        500.000        97.7299       0.572451                 NaN  0.306318       0.191164E-001  0.375135E-001   1.33470                 NaN
  1248.93        500.000        97.7979       0.557616                 NaN  0.296978       0.172500E-001  0.360312E-001   1.29422                 NaN
  1247.86        500.000        97.8627       0.541871                 NaN  0.288047       0.169418E-001  0.346843E-001   1.25572                 NaN
  1246.79        500.000        97.9209       0.531199                 NaN  0.279746       0.144038E-001  0.333181E-001   1.22039                 NaN
  1245.73        500.000        97.9793       0.515465                 NaN  0.271659       0.152036E-001  0.321249E-001   1.18622                 NaN
  1244.66        500.000        98.0356       0.503841                 NaN  0.263814       0.130951E-001  0.308488E-001   1.15280                 NaN
  1243.59        500.000        98.0873       0.491557                 NaN  0.256461       0.128460E-001  0.297429E-001   1.12211                 NaN
  1242.52        500.000        98.1366       0.478966                 NaN  0.249433       0.130617E-001  0.287126E-001   1.09324                 NaN
  1241.45        500.000        98.1858       0.470796                 NaN  0.242545       0.980682E-002  0.275288E-001   1.06353                 NaN
  1240.38        500.000        98.2312       0.459500                 NaN  0.235960       0.979456E-002  0.265407E-001   1.03704                 NaN
  1239.32        500.000        98.2758       0.451015                 NaN  0.229659       0.745204E-002  0.254949E-001   1.01060                 NaN
  1238.25        500.000        98.3171       0.442823                 NaN  0.223660       0.612504E-002  0.245404E-001  0.985745                 NaN
  1237.18        500.000        98.3589       0.434384                 NaN  0.217717       0.416091E-002  0.235821E-001  0.961208                 NaN
  1236.11        500.000        98.3967       0.427906                 NaN  0.212240       0.198797E-002  0.226422E-001  0.938556                 NaN
  1235.04        500.000        98.4363       0.416693                 NaN  0.207168       0.285212E-002  0.216868E-001  0.915266                 NaN
  1233.97        500.000        98.4715       0.411250                 NaN  0.201522                 NaN  0.209737E-001  0.894798                 NaN
  1232.90        500.000        98.5075       0.399665                 NaN  0.197030       0.209200E-002  0.200633E-001  0.873649                 NaN
  1231.84        500.000        98.5399       0.394297                 NaN  0.191917                 NaN  0.193998E-001  0.854437                 NaN
  1230.77        500.000        98.5761       0.384551                 NaN  0.186715       0.993486E-006  0.186882E-001  0.833969                 NaN
  1229.70        500.000        98.6102       0.375215                 NaN  0.181637                 NaN  0.180370E-001  0.814887                 NaN
  1228.63        500.000        98.6395       0.368107                 NaN  0.178536                 NaN  0.170906E-001  0.796763                 NaN
  1227.56        500.000        98.6718       0.359236                 NaN  0.173784                 NaN  0.164972E-001  0.778693                 NaN
  1226.49        500.000        98.7034       0.350348                 NaN  0.168156                 NaN  0.161465E-001  0.761927                 NaN
  1225.43        500.000        98.7305       0.343520                 NaN  0.164631                 NaN  0.154591E-001  0.745913                 NaN
  1224.36        500.000        98.7604       0.335270                 NaN  0.159960                 NaN  0.150112E-001  0.729406                 NaN
  1223.29        500.000        98.7869       0.328344                 NaN  0.156147                 NaN  0.144486E-001  0.714179                 NaN
  1222.22        500.000        98.8222       0.316553                 NaN  0.149787                 NaN  0.142738E-001  0.697170                 NaN
  1221.15        500.000        98.8386       0.314435                 NaN  0.149501                 NaN  0.131820E-001  0.684288                 NaN
  1220.08        500.000        98.8667       0.306436                 NaN  0.144955                 NaN  0.128408E-001  0.669111                 NaN
  1219.02        500.000        98.8910       0.299242                 NaN  0.141259                 NaN  0.124684E-001  0.656059                 NaN
  1217.95        500.000        98.9143       0.293048                 NaN  0.137748                 NaN  0.120011E-001  0.642858                 NaN
  1216.88        500.000        98.9401       0.285544                 NaN  0.134565                 NaN  0.114850E-001  0.628296                 NaN
  1215.81        500.000        90.0449        1.25779                 NaN  0.851945                 NaN  0.451812E-001   3.99396        3.80619     
  1214.74        500.000        82.7687        2.07338                 NaN   1.43695                 NaN  0.706493E-001   6.71832        6.93203     
  1213.67        500.000        82.1523       0.139914        2.00901        1.47906                 NaN  0.727772E-001   6.94209        7.20480     
  1212.61        500.000        79.2045        1.95562                 NaN   1.76970       0.305065       0.984970E-001   8.41996        8.24671     
  1211.54        500.000        63.5012        4.05367                 NaN   2.94827       0.173135       0.138744        13.7661        15.4189     
  1210.47        500.000        99.6496       0.217482                 NaN  0.412626E-001  0.449738E-001            NaN  0.466384E-001            NaN
  1209.40        500.000        88.9293       0.511524                 NaN  0.984590       0.463305       0.412135E-001   4.51221        4.55789     
  1208.33        500.000        99.2636       0.364534                 NaN  0.705489E-001            NaN  0.237539E-002  0.298986                 NaN
  1207.26        500.000        99.7565                 NaN            NaN  0.176275E-001            NaN  0.700088E-002  0.205848       0.130437E-001
  1206.20        500.000        96.7463       0.549513                 NaN  0.256256                 NaN  0.177331E-001   1.29346        1.13669     
  1205.13        500.000        91.9178       0.727136       0.908036E-001  0.657593                 NaN  0.318037E-001   3.21218        3.36272     
  1204.06        500.000        93.0802       0.894542                 NaN  0.537008                 NaN  0.325310E-001   2.72761        2.72807     
  1202.99        500.000        46.2546        4.25384        1.66673        4.30823                 NaN  0.184895        20.9406        22.3911     
  1201.92        500.000        99.7725                 NaN            NaN  0.333757E-002  0.235827E-001  0.872807E-002  0.191857                 NaN
  1200.85        500.000        99.9652       0.347974E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1199.79        500.000        99.9819                 NaN            NaN  0.548237E-002            NaN  0.126663E-001            NaN            NaN
  1198.72        500.000        99.9322       0.369278E-001            NaN  0.308879E-001            NaN            NaN            NaN            NaN
  1197.65        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.58        500.000        99.7109       0.130999                 NaN  0.176106E-001            NaN            NaN  0.140483                 NaN
  1195.51        500.000        99.4925       0.169984                 NaN  0.523635E-001            NaN            NaN  0.285143                 NaN
  1194.44        500.000        99.5692       0.214576                 NaN  0.119530       0.680558E-001  0.554923E-002            NaN  0.230793E-001
  1193.38        500.000        99.4056       0.114298                 NaN  0.392424E-001            NaN  0.212505E-002  0.438720                 NaN
  1192.31        500.000        97.0457       0.272698       0.373764E-001  0.187319                 NaN  0.748737E-002   1.68719       0.762214     
  1191.24        500.000        68.4641        2.90429                 NaN   2.32215                 NaN  0.102238        13.3405        12.8667     
  1190.17        500.000        99.6959       0.908533E-001            NaN  0.278161E-001  0.526796E-004  0.214192E-002  0.183223                 NaN
  1189.10        500.000                 NaN   8.41981                 NaN   7.05154                 NaN  0.331504        43.1236        41.0735     
  1188.03        500.000                 NaN   8.41961                 NaN   7.05151                 NaN  0.331498        43.1231        41.0742     
  1186.96        500.000                 NaN   8.41941                 NaN   7.05148                 NaN  0.331492        43.1227        41.0750     
  1185.90        500.000                 NaN   8.41921                 NaN   7.05145                 NaN  0.331486        43.1222        41.0757     
  1184.83        500.000                 NaN   8.41901                 NaN   7.05142                 NaN  0.331480        43.1217        41.0764     
  1183.76        500.000                 NaN   8.41881                 NaN   7.05139                 NaN  0.331474        43.1212        41.0772     
  1182.69        500.000                 NaN   5.77445        2.67371        7.08649                 NaN  0.323766        43.0595        41.0821     
  1181.62        500.000                 NaN   5.59723        2.85572        7.09138                 NaN  0.322507        43.0496        41.0835     
  1180.55        500.000                 NaN   5.59710        2.85566        7.09135                 NaN  0.322501        43.0491        41.0843     
  1179.49        500.000                 NaN   5.59697        2.85559        7.09132                 NaN  0.322495        43.0486        41.0850     
  1178.42        500.000                 NaN   5.59683        2.85552        7.09129                 NaN  0.322490        43.0481        41.0857     
  1177.35        500.000                 NaN   8.44281                 NaN   7.06892                 NaN  0.326755        43.0776        41.0839     
  1176.28        500.000                 NaN   5.59549        2.85648        7.09125                 NaN  0.322475        43.0471        41.0872     
  1175.21        500.000                 NaN   8.44562                 NaN   7.07193                 NaN  0.326011        43.0707        41.0857     
  1174.14        500.000                 NaN   8.44722                 NaN   7.07359                 NaN  0.325598        43.0669        41.0867     
  1173.08        500.000                 NaN   5.59504        2.85633        7.09116                 NaN  0.322458        43.0456        41.0894     
  1172.01        500.000                 NaN   5.59614        2.85501        7.09111                 NaN  0.322455        43.0451        41.0901     
  1170.94        500.000                 NaN   5.59563        2.85532        7.09109                 NaN  0.322448        43.0446        41.0909     
  1169.87        500.000                 NaN   3.24169        5.23350        7.10764                 NaN  0.318082        43.0129        41.0862     
  1168.80        500.000                 NaN   3.28334        5.19285        7.10885                 NaN  0.317694        43.0102        41.0871     
  1167.73        500.000                 NaN   3.27427        5.20378        7.11721                 NaN  0.315076        43.0037        41.0860     
  1166.67        500.000                 NaN   3.30850        5.17070        7.11834                 NaN  0.314662        43.0009        41.0869     
  1165.60        500.000                 NaN   8.47138                 NaN   7.09884       0.245559E-005  0.320163        43.0156        41.0940     
  1164.53        500.000                 NaN   8.47069                 NaN   7.09950       0.236110E-005  0.320295        43.0150        41.0945     
  1163.46        500.000                 NaN   8.46963                 NaN   7.10033                 NaN  0.320156        43.0149        41.0950     
  1162.39        500.000                 NaN   8.47099                 NaN   7.10213                 NaN  0.319704        43.0113        41.0959     
  1161.32        500.000                 NaN   8.47368                 NaN   7.10563                 NaN  0.318905        43.0045        41.0973     
  1160.26        500.000                 NaN   3.68175        4.80427        7.12777                 NaN  0.311955        42.9815        41.0927     
  1159.19        500.000                 NaN   8.47561                 NaN   7.10768                 NaN  0.317989        42.9992        41.0995     
  1158.12        500.000                 NaN   8.47805       0.821979E-006   7.11077                 NaN  0.317629        42.9934        41.1001     
  1157.05        500.000                 NaN   8.47446                 NaN   7.10436                 NaN  0.318015        43.0059        41.0973     
  1155.98        500.000                 NaN   8.47339                 NaN   7.10683                 NaN  0.318451        43.0028        41.0985     
  1154.91        500.000                 NaN   8.48345                 NaN   7.11631                 NaN  0.316098        42.9810        41.1031     
  1153.85        500.000                 NaN   8.48715                 NaN   7.11545                 NaN  0.316213        42.9736        41.1076     
  1152.78        500.000                 NaN   8.48373                 NaN   7.11860                 NaN  0.315384        42.9771        41.1052     
  1151.71        500.000                 NaN   8.48560                 NaN   7.12024                 NaN  0.315008        42.9728        41.1063     
  1150.64        500.000                 NaN   8.48589                 NaN   7.11907                 NaN  0.315587        42.9723        41.1071     
  1149.57        500.000                 NaN   8.48707                 NaN   7.12074                 NaN  0.315180        42.9687        41.1083     
  1148.50        500.000                 NaN   8.48882                 NaN   7.12244                 NaN  0.314742        42.9647        41.1093     
  1147.44        500.000                 NaN   8.49116                 NaN   7.12581       0.141598E-005  0.313788        42.9595        41.1097     
  1146.37        500.000                 NaN   8.50674                 NaN   7.13918       0.567550E-004  0.309461        42.9299        41.1146     
  1145.30        500.000                 NaN   8.50677                 NaN   7.14023       0.561658E-004  0.309354        42.9286        41.1150     
