|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.295344E-001   99.8112       0.590388E-001  0.100222                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.100310E-002   99.4963       0.478836       0.239047E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.877073E-003   99.2778       0.511208       0.209658                 NaN  0.420799E-003            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.832448E-003   99.2816       0.209580       0.508035                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.787193E-003   99.2676       0.518890       0.211678                 NaN  0.100471E-002            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.432678E-004   99.9519       0.340924E-001  0.139261E-001            NaN  0.585530E-004            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.143993E-002   98.6476       0.394997       0.956000                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.577441E-003   99.3019       0.518433       0.142757                 NaN  0.363332E-001            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.683882E-003   99.2704       0.213347       0.515570                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.490049E-004   99.9392       0.434785E-001  0.172461E-001            NaN  0.988098E-005            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.112340E-002   98.7000       0.926040       0.363032                 NaN  0.979928E-002            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.482175E-003   99.3143       0.503186       0.155310                 NaN  0.266976E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.466132E-003   99.2975       0.160146       0.514867                 NaN  0.270655E-001            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.421687E-003   99.3389       0.484840       0.150703                 NaN  0.251669E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.400970E-003   99.3234       0.156726       0.495026                 NaN  0.244482E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.377546E-003   99.3234       0.155821       0.495428                 NaN  0.249341E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.387550E-003   99.2663       0.171574       0.535658                 NaN  0.260405E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.808971E-004   99.8688       0.230280E-001  0.875740E-001            NaN  0.205079E-001            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.218423E-002   98.8905       0.899591       0.640373E-002            NaN  0.201313                 NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN   99.3464       0.164192       0.489387                 NaN  0.196274E-005            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.565158E-003   99.3359       0.469612       0.193919                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.818874E-004   97.6201        1.71583       0.644468                 NaN  0.195092E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.201683E-004   99.7714       0.158977       0.695704E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.8200       0.505792       0.372026                 NaN  0.515271E-001  0.250682                 NaN            NaN            NaN
  1431.46        2500.00                 NaN   98.2664       0.319755       0.622771                 NaN  0.258556       0.532496                 NaN            NaN            NaN
  1430.31        2500.00                 NaN   98.2899       0.617309       0.309323                 NaN  0.257993       0.525456                 NaN            NaN            NaN
  1429.15        2500.00                 NaN   98.0119       0.403946       0.612185                 NaN  0.344183       0.627745                 NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.6331       0.190368       0.602478                 NaN  0.168371       0.405723                 NaN            NaN            NaN
  1426.84        2500.00                 NaN   98.3447       0.609803       0.275243                 NaN  0.260042       0.510164                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.3886       0.593304       0.270470                 NaN  0.252835       0.494810                 NaN            NaN            NaN
  1424.52        2500.00                 NaN   98.3971       0.259323       0.594617                 NaN  0.255896       0.493020                 NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.4169       0.249869       0.590525                 NaN  0.255591       0.487101                 NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.4364       0.586951       0.240358                 NaN  0.255153       0.481143                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.4544       0.583610       0.231162                 NaN  0.255038       0.475817                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.4733       0.579170       0.223057                 NaN  0.254539       0.469893                 NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.4860       0.579280       0.212949                 NaN  0.255372       0.466448                 NaN            NaN            NaN
  1417.58        2500.00                 NaN   98.5140       0.205793       0.570616                 NaN  0.252358       0.457232                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   98.5269       0.195962       0.570437                 NaN  0.253257       0.453403                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   98.5448       0.187389       0.566830                 NaN  0.252795       0.448170                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.5595       0.565911       0.178475                 NaN  0.252482       0.443601                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.5777       0.171221       0.561015                 NaN  0.252028       0.437991                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.5948       0.556579       0.163937                 NaN  0.251750       0.432974                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.5506       0.159702       0.580788                 NaN  0.262515       0.446389                 NaN            NaN            NaN
