|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.193313E-001   99.8433       0.512601E-001  0.860760E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.657124E-003   99.5630       0.415800       0.205290E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.574882E-003   99.3752       0.443855       0.180009                 NaN  0.338505E-003            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.545918E-003   99.3786       0.179863       0.440952                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.516570E-003   99.3669       0.450187       0.181569                 NaN  0.807207E-003            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.284190E-004   99.9584       0.295598E-001  0.119370E-001            NaN  0.468948E-004            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.946507E-003   98.8307       0.338786       0.829528                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.379404E-003   99.3990       0.449253       0.122267                 NaN  0.291242E-001            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.449476E-003   99.3703       0.182631       0.446606                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.321677E-004   99.9476       0.375917E-001  0.147330E-001            NaN  0.788707E-005            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.739811E-003   98.8785       0.802190       0.310716                 NaN  0.784378E-002            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.317404E-003   99.4103       0.435325       0.132749                 NaN  0.213363E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.307003E-003   99.3960       0.136808       0.445251                 NaN  0.216072E-001            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.277876E-003   99.4319       0.419105       0.128678                 NaN  0.200796E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.264298E-003   99.4188       0.133744       0.427712                 NaN  0.194876E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.248994E-003   99.4191       0.132916       0.427876                 NaN  0.198697E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.255738E-003   99.3703       0.146258       0.462437                 NaN  0.207290E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.533545E-004   99.8885       0.196111E-001  0.755408E-001            NaN  0.162982E-001            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.144304E-002   99.0564       0.776608       0.545592E-002            NaN  0.160110                 NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN   99.4385       0.139706       0.421811                 NaN  0.155759E-005            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.373564E-003   99.4300       0.404644       0.164935                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.542645E-004   97.9570        1.47917       0.548321                 NaN  0.154739E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.133513E-004   99.8043       0.136641       0.590034E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.9447       0.434898       0.315616                 NaN  0.406982E-001  0.264129                 NaN            NaN            NaN
  1431.46        2500.00                 NaN   98.4286       0.271127       0.535257                 NaN  0.203976       0.561076                 NaN            NaN            NaN
  1430.31        2500.00                 NaN   98.4512       0.530106       0.262035                 NaN  0.203175       0.553446                 NaN            NaN            NaN
  1429.15        2500.00                 NaN   98.2006       0.341862       0.525870                 NaN  0.270645       0.661027                 NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.7638       0.160910       0.516315                 NaN  0.132101       0.426872                 NaN            NaN            NaN
  1426.84        2500.00                 NaN   98.5046       0.522393       0.232548                 NaN  0.203730       0.536700                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.5461       0.507669       0.228235                 NaN  0.197717       0.520321                 NaN            NaN            NaN
  1424.52        2500.00                 NaN   98.5550       0.218618       0.508380                 NaN  0.199766       0.518222                 NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.5742       0.210441       0.504395                 NaN  0.199188       0.511775                 NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.5931       0.500932       0.202232                 NaN  0.198484       0.505289                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.6107       0.497551       0.194296                 NaN  0.198031       0.499468                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.6291       0.493274       0.187282                 NaN  0.197317       0.493019                 NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.6418       0.492964       0.178647                 NaN  0.197461       0.489172                 NaN            NaN            NaN
  1417.58        2500.00                 NaN   98.6682       0.172462       0.485140                 NaN  0.194928       0.479271                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   98.6812       0.164048       0.484446                 NaN  0.195277       0.475025                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   98.6984       0.156711       0.480980                 NaN  0.194582       0.469306                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.7129       0.479688       0.149104                 NaN  0.193981       0.464286                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.7305       0.142899       0.475093                 NaN  0.193294       0.458176                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.7469       0.470912       0.136691                 NaN  0.192780       0.452689                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.7090       0.133009       0.490826                 NaN  0.200707       0.466485                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   98.8301       0.445777       0.118630                 NaN  0.182826       0.422678                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.7908       0.464227       0.116748                 NaN  0.190844       0.437381                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.8042       0.462816       0.110409                 NaN  0.189936       0.432620                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.8198       0.459683       0.103921                 NaN  0.189376       0.427194                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.8329       0.977887E-001  0.457711                 NaN  0.188755       0.422800                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.8477       0.917635E-001  0.455220                 NaN  0.187878       0.417486                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.8566       0.855433E-001  0.455004                 NaN  0.188226       0.414635                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.8765       0.806515E-001  0.449736                 NaN  0.185945       0.407148                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   98.8869       0.746069E-001  0.449241                 NaN  0.185607       0.403661                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.8988       0.685676E-001  0.447881                 NaN  0.185246       0.399500                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   98.9001       0.596014E-001  0.451818                 NaN  0.187563       0.400934                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.9391       0.436783       0.599876E-001            NaN  0.180166       0.384011                 NaN            NaN            NaN
  1395.61        2500.00                 NaN   98.9300       0.445052       0.533393E-001            NaN  0.182765       0.388837                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.9514       0.439826       0.456627E-001            NaN  0.182415       0.380697                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.9563       0.441904       0.409242E-001            NaN  0.181798       0.379116                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   98.9723       0.397295E-001  0.435626                 NaN  0.179259       0.373079                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   98.9825       0.435258       0.327939E-001            NaN  0.179543       0.369856                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   98.9934       0.434278       0.278663E-001            NaN  0.178619       0.365878                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   99.0037       0.230822E-001  0.433248                 NaN  0.177761       0.362229                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0150       0.188772E-001  0.431585                 NaN  0.176527       0.357964                 NaN            NaN            NaN
  1386.35        2500.00                 NaN   99.0240       0.430858       0.144821E-001            NaN  0.175824       0.354866                 NaN            NaN            NaN
  1385.20        2500.00                 NaN   99.0345       0.854885E-002  0.431237                 NaN  0.174853       0.350874                 NaN            NaN            NaN
  1384.04        2500.00                 NaN   99.0391       0.355074E-002  0.432967                 NaN  0.174873       0.349473                 NaN            NaN            NaN
  1382.88        2500.00                 NaN   98.8634       0.513863                 NaN            NaN  0.209048       0.413694                 NaN            NaN            NaN
  1381.72        2500.00                 NaN   99.2541       0.328614       0.186702E-001            NaN  0.129956       0.268644                 NaN            NaN            NaN
  1380.57        2500.00                 NaN   99.0765       0.416566                 NaN            NaN  0.171353       0.335622                 NaN            NaN            NaN
  1379.41        2500.00                 NaN   99.0736       0.553097E-001  0.385943                 NaN  0.152159       0.332966                 NaN            NaN            NaN
  1378.25        2500.00                 NaN   99.0931       0.414481                 NaN            NaN  0.164057       0.328378                 NaN            NaN            NaN
  1377.10        2500.00                 NaN   99.1009       0.408994                 NaN            NaN  0.164272       0.325832                 NaN            NaN            NaN
  1375.94        2500.00       0.280035E-002   99.1093       0.380137                 NaN            NaN  0.177245       0.330541                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   99.1407       0.336543E-002  0.398513                 NaN  0.151861       0.305572                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.1269       0.397959                 NaN            NaN  0.159381       0.315714                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.1347       0.396260                 NaN            NaN  0.156524       0.312474                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.1423       0.395210                 NaN            NaN  0.153419       0.309075                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.1501       0.391356                 NaN            NaN  0.152391       0.306154                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.1589       0.387897                 NaN            NaN  0.150420       0.302767                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.1650       0.386890                 NaN            NaN  0.148069       0.300010                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.1746       0.380244                 NaN            NaN  0.148257       0.296862                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.1742       0.385571                 NaN            NaN  0.144195       0.296033                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.1922       0.377081                 NaN            NaN  0.141639       0.289052                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.1971       0.373945                 NaN            NaN  0.141013       0.287933                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.2036       0.371055                 NaN            NaN  0.140547       0.284754                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.2104       0.368757                 NaN            NaN  0.138573       0.282252                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.2162       0.370518                 NaN            NaN  0.133977       0.279331                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2261       0.360813                 NaN            NaN  0.136835       0.276253                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.2319       0.359024                 NaN            NaN  0.135168       0.273922                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.2368       0.353193                 NaN            NaN  0.137407       0.272628                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.2477       0.355057                 NaN            NaN  0.130014       0.267234                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.2513       0.353312                 NaN            NaN  0.129545       0.265811                 NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.2598       0.344351                 NaN            NaN  0.132019       0.263866                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.2795       0.363630                 NaN            NaN  0.106537       0.250308                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.2546       0.326933                 NaN            NaN  0.148354       0.270092                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.2825       0.343737                 NaN            NaN  0.121124       0.252661                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.2835       0.341360                 NaN            NaN  0.122035       0.253059                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2890       0.340004                 NaN            NaN  0.120251       0.250742                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.2954       0.337774                 NaN            NaN  0.118367       0.248434                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.3029       0.337146                 NaN            NaN  0.115316       0.244620                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.3062       0.329898                 NaN            NaN  0.119276       0.244603                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.3120       0.332201                 NaN            NaN  0.114413       0.241422                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3183       0.329429                 NaN            NaN  0.113255       0.239020                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.3242       0.326986                 NaN            NaN  0.112250       0.236592                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.3295       0.324685                 NaN            NaN  0.111151       0.234632                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.3336       0.325485                 NaN            NaN  0.108299       0.232591                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.3402       0.323138                 NaN            NaN  0.106812       0.229882                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3456       0.320350                 NaN            NaN  0.106100       0.227975                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3503       0.319457                 NaN            NaN  0.104400       0.225850                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.3545       0.320424                 NaN            NaN  0.101199       0.223828                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3581       0.321406                 NaN            NaN  0.983085E-001  0.222173                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.3650       0.317577                 NaN            NaN  0.980223E-001  0.219435                 NaN            NaN            NaN
