|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1560.90        500.000       0.524974E-002   99.8746       0.120169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000                 NaN   99.3084       0.666995       0.245566E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.3135       0.686531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.3237       0.676329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.3131       0.664908       0.220347E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.3478       0.616342       0.358890E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.3413       0.623478       0.352456E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   98.7430        1.20546       0.515782E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.9359       0.606369E-001  0.341606E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.3638       0.602238       0.339316E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.3616       0.604476       0.338794E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.3671       0.602114       0.308289E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.3721       0.595600       0.323318E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.3765       0.592187       0.313359E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.3812       0.590110       0.286908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.3857       0.586421       0.278767E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.3903       0.582436       0.272918E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.3874       0.587338       0.252799E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.4063       0.560250       0.334032E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   98.9713       0.998273       0.304722E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   99.7028       0.283461       0.137397E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.5534       0.428621       0.180000E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000                 NaN   99.4168       0.560621       0.226132E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000                 NaN   98.9004        1.04991       0.496875E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.16        500.000                 NaN   99.8805       0.116374       0.315840E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1525.76        500.000                 NaN   99.5073       0.475464       0.172149E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.35        500.000                 NaN   99.4326       0.548778       0.185806E-001            NaN            NaN            NaN            NaN            NaN            NaN
