|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1560.90        500.000       0.331512E-002   99.8929       0.103811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000                 NaN   99.4029       0.576479       0.206120E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.4068       0.593199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.4159       0.584065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.4075       0.574077       0.184691E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.4380       0.531967       0.300658E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.4325       0.538015       0.295135E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   98.9163        1.04054       0.431759E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.9449       0.522417E-001  0.285484E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.4525       0.519158       0.283740E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.4508       0.520870       0.283120E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.4554       0.518794       0.257574E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.4602       0.512840       0.269910E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.4642       0.509628       0.261424E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.4682       0.507875       0.239325E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.4722       0.504533       0.232409E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.4764       0.500889       0.227407E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.4740       0.504922       0.210500E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.4907       0.481521       0.278070E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.1166       0.858074       0.253608E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000                 NaN   99.7451       0.243444       0.114353E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000                 NaN   99.6171       0.367943       0.149610E-001            NaN            NaN            NaN            NaN            NaN            NaN
