|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1791.98        500.000        99.2162       0.775472       0.830008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.2162       0.775530       0.830016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.2161       0.775588       0.830024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2161       0.775646       0.830032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2160       0.775704       0.830040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2159       0.775762       0.830049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.2159       0.775820       0.830057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2158       0.775878       0.830066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.2158       0.775936       0.830074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2157       0.775994       0.830083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.2156       0.776052       0.830091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.2156       0.776110       0.830100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.2155       0.776168       0.830109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2155       0.776226       0.830118E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2154       0.776284       0.830127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2154       0.776342       0.830136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2153       0.776400       0.830145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2152       0.776458       0.830154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2152       0.776516       0.830164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2151       0.776574       0.830173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2151       0.776632       0.830182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2150       0.776690       0.830192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2149       0.776748       0.830201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2149       0.776807       0.830211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2148       0.776865       0.830220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2148       0.776923       0.830230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2147       0.776981       0.830240E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2147       0.777039       0.830250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2146       0.777097       0.830260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2145       0.777155       0.830270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2145       0.777213       0.830280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2144       0.777272       0.830290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2144       0.777330       0.830300E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2143       0.777388       0.830310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2143       0.777446       0.830321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2142       0.777504       0.830331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2141       0.777562       0.830342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2141       0.777620       0.830352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        98.9314       0.777749       0.317467E-004  0.290770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.9979                 NaN            NaN            NaN  0.207843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.9947                 NaN            NaN            NaN  0.532895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.9903                 NaN            NaN            NaN  0.973887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.9903                 NaN            NaN            NaN  0.966898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.9904                 NaN            NaN            NaN  0.959442E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.9905                 NaN            NaN            NaN  0.951649E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.9906                 NaN            NaN            NaN  0.944716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.9872                 NaN            NaN            NaN  0.127540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.9941                 NaN            NaN            NaN  0.594373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.9908                 NaN            NaN            NaN  0.918529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.9909                 NaN            NaN            NaN  0.911817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.9909                 NaN            NaN            NaN  0.905819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.9910                 NaN            NaN            NaN  0.898226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.9911                 NaN            NaN            NaN  0.892249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9912                 NaN            NaN            NaN  0.884962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.9912                 NaN            NaN            NaN  0.877871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9913                 NaN            NaN            NaN  0.870431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.9914                 NaN            NaN            NaN  0.864994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9915                 NaN            NaN            NaN  0.853746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.9915                 NaN            NaN            NaN  0.849088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.9916                 NaN            NaN            NaN  0.840762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.9916                 NaN            NaN            NaN  0.835634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9917                 NaN            NaN            NaN  0.827430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.9918                 NaN            NaN            NaN  0.821310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.5030                 NaN            NaN  0.488548       0.845448E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4074                 NaN            NaN  0.584089       0.848187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4062                 NaN            NaN  0.585316       0.847878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4090                 NaN            NaN  0.582618       0.842744E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4090                 NaN            NaN  0.582622       0.842385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4064                 NaN            NaN  0.585099       0.846351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3445                 NaN            NaN  0.646189       0.933892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4802                 NaN            NaN  0.512438       0.738013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4103                 NaN            NaN  0.581364       0.836302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0160                 NaN            NaN  0.969821       0.141402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.8207                 NaN            NaN  0.176899       0.241236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4183                 NaN            NaN  0.573430       0.825680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4205                 NaN            NaN  0.571280       0.821635E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4220                 NaN            NaN  0.569774       0.819698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4243                 NaN            NaN  0.567560       0.816237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4259                 NaN            NaN  0.565924       0.813653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4291                 NaN            NaN  0.562824       0.810069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4317                 NaN            NaN  0.560234       0.807654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4346                 NaN            NaN  0.557345       0.804152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4366                 NaN            NaN  0.555435       0.800861E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4410                 NaN            NaN  0.551003       0.796666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.2853                 NaN            NaN  0.704482       0.102165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.6019                 NaN            NaN  0.392447       0.568591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.0393                 NaN            NaN  0.266447                 NaN  0.694230                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7172                 NaN            NaN  0.531974E-001            NaN   1.22964                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7392                 NaN            NaN  0.524936E-001            NaN   1.20833                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7565                 NaN            NaN  0.477025E-001            NaN   1.19582                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7740                 NaN            NaN  0.458170E-001            NaN   1.18021                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7972                 NaN            NaN  0.458806E-001            NaN   1.15689                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8156                 NaN            NaN  0.426406E-001            NaN   1.14180                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8299                 NaN            NaN  0.390871E-001            NaN   1.13098                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8472                 NaN            NaN  0.367048E-001            NaN   1.11608                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.9957                 NaN            NaN  0.434725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.7506                 NaN            NaN  0.589638E-001            NaN   2.19043                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8946                 NaN            NaN  0.300654E-001            NaN   1.07534                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9102                 NaN            NaN  0.295382E-001            NaN   1.06028                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9241                 NaN            NaN  0.256630E-001            NaN   1.05024                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9393                 NaN            NaN  0.242636E-001            NaN   1.03648                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9503                 NaN            NaN  0.193796E-001            NaN   1.03027                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9653                 NaN            NaN  0.203324E-001            NaN   1.01440                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9789                 NaN            NaN  0.195902E-001            NaN   1.00148                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9970                 NaN            NaN  0.194071E-001            NaN  0.983590                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0040                 NaN            NaN  0.122889E-001            NaN  0.983735                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0166                 NaN            NaN  0.123814E-001            NaN  0.971029                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0287                 NaN            NaN  0.102119E-001            NaN  0.961111                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0328                 NaN            NaN  0.104105E-001            NaN  0.956778                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0591                 NaN            NaN  0.642664E-002            NaN  0.934475                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0631                 NaN            NaN  0.253503E-001            NaN  0.911521                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0721                 NaN            NaN  0.181075E-001            NaN  0.909808                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0812                 NaN            NaN            NaN            NaN  0.918797                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.8954                 NaN            NaN  0.160435E-001            NaN   1.08855                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2931                 NaN            NaN            NaN            NaN  0.706894                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1064                 NaN            NaN            NaN            NaN  0.893570                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1215                 NaN            NaN  0.118390E-001            NaN  0.866664                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1253                 NaN            NaN  0.389065E-002            NaN  0.870793                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1343                 NaN            NaN            NaN            NaN  0.865653                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1399                 NaN            NaN            NaN            NaN  0.860068                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1502                 NaN            NaN  0.847686E-006            NaN  0.849792                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9763                 NaN            NaN            NaN            NaN  0.152216       0.871459                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9181                 NaN            NaN            NaN            NaN            NaN   1.08186                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9101                 NaN            NaN            NaN            NaN  0.657757E-002   1.08335                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9149                 NaN            NaN            NaN            NaN            NaN   1.08507                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9031                 NaN            NaN            NaN            NaN            NaN   1.09690                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8878                 NaN            NaN            NaN            NaN            NaN   1.11224                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8711                 NaN            NaN            NaN            NaN            NaN   1.12891                 NaN            NaN            NaN            NaN            NaN
