|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1907.27        500.000        99.0999       0.900056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.0999       0.900054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.0999       0.900053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.0999       0.900051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.1000       0.900049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.1000       0.900048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.1000       0.900046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.1000       0.900045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.1000       0.900045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.1000       0.900044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.1000       0.900040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.1000       0.900038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.1000       0.900036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1000       0.900035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.1000       0.900033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.1000       0.900031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.1000       0.900029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1000       0.900028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1000       0.900026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1000       0.900024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1000       0.900031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1000       0.900020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1000       0.900019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1000       0.900016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1000       0.900015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1000       0.900013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1000       0.900011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1000       0.900009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1000       0.900007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1000       0.900005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1000       0.900003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1000       0.900001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1000       0.899988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1000       0.899997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1000       0.899995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1000       0.899993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1000       0.899991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1000       0.899989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1000       0.899987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1000       0.899985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1000       0.899982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1000       0.899980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1000       0.899978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1000       0.899976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1000       0.899974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1000       0.899971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1000       0.899969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1000       0.899967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1000       0.899965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1000       0.899962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1000       0.899960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1000       0.899958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1000       0.899955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1000       0.899953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1000       0.899950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1001       0.899948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1001       0.899945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1001       0.899943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1001       0.899940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1001       0.899938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1001       0.899935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1001       0.899933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1001       0.899930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1001       0.899928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.1001       0.899925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.1001       0.899922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1001       0.899920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1001       0.899917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.1001       0.899914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1001       0.899912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1001       0.899909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1001       0.899906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.1001       0.899903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1001       0.899900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1001       0.899898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1001       0.899895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.1001       0.899892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.1001       0.899889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1001       0.899895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1001       0.899884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1001       0.899880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1001       0.899877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1001       0.899874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1001       0.899871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1001       0.899868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1001       0.899865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1001       0.899861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1001       0.899858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1001       0.899855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1001       0.899852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1002       0.899849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1002       0.899845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1002       0.899842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1002       0.899839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1002       0.899835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1002       0.899832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.0934       0.899828       0.679722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.0873       0.899886       0.128167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0874       0.899997       0.126058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0778       0.900104       0.220785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.0968       0.900302       0.287445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.0873       0.900324       0.123367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0873       0.900431       0.122279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0873       0.900538       0.121276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.0873       0.900643       0.120166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.0873       0.900747       0.119172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0873       0.900851       0.118152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.0873       0.900953       0.117277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.0873       0.901055       0.116121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.0873       0.901155       0.115112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0873       0.901255       0.114411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.0874       0.901354       0.112947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0873       0.901452       0.112517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.0873       0.901549       0.111668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0873       0.901645       0.110211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.0669       0.901741       0.108686E-001  0.204681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3462                 NaN  0.117928E-001  0.642037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        97.7533                 NaN  0.405289E-001   2.20620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.9956                 NaN  0.435374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.6336                 NaN  0.633772E-001  0.303051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.9650                 NaN            NaN  0.350202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3693                 NaN            NaN  0.630661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3702                 NaN            NaN  0.629811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3735                 NaN            NaN  0.626523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3740                 NaN            NaN  0.625967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.0046                 NaN            NaN  0.995394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.7398                 NaN  0.514420E-002  0.255045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3682                 NaN  0.112320E-001  0.620557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3704                 NaN  0.111755E-001  0.618419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3720                 NaN  0.111394E-001  0.616896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3694                 NaN  0.111843E-001  0.619382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3854                 NaN  0.108860E-001  0.603740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3829                 NaN  0.109259E-001  0.606176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3845                 NaN  0.108931E-001  0.604619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3870                 NaN  0.108378E-001  0.602131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3919                 NaN  0.107511E-001  0.597315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3372                 NaN  0.117042E-001  0.651111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4551                 NaN  0.963894E-002  0.535270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3991                 NaN  0.106317E-001  0.590251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4070                 NaN  0.104877E-001  0.582524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4085                 NaN  0.104548E-001  0.580996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5662                 NaN  0.765157E-002  0.426124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.2586                 NaN  0.131005E-001  0.728317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7766                 NaN  0.215214E-001   1.20188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.9999                 NaN            NaN  0.131280E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5001                 NaN  0.883864E-002  0.491047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4294                 NaN  0.100938E-001  0.560519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4365                 NaN  0.994141E-002  0.553554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4386                 NaN  0.992365E-002  0.551519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4348                 NaN  0.985440E-002  0.555352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.9377                 NaN  0.132395E-002  0.609282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9677                 NaN  0.181300E-001   1.01414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.2961                 NaN  0.124372E-001  0.691477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.6973                 NaN  0.533047E-002  0.297335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.3806                 NaN  0.109365E-001  0.608507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4661                 NaN  0.942513E-002  0.524495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2718                 NaN  0.128173E-001  0.715385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6828                 NaN  0.580833E-002  0.311402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4652                 NaN  0.923050E-002  0.525601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4818                 NaN  0.914770E-002  0.509055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.4224                 NaN  0.101959E-001  0.567448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.5527                 NaN  0.788817E-002  0.439449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.9730                 NaN  0.463195E-003  0.265078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0209                 NaN  0.172811E-001  0.961857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.5017                 NaN  0.878791E-002  0.489548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.5032                 NaN  0.875389E-002  0.488093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3637                 NaN  0.133014E-001  0.332786       0.290217                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1203                 NaN            NaN  0.310708E-001  0.848632                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1202                 NaN            NaN  0.226513E-001  0.857197                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1282                 NaN            NaN  0.229008E-001  0.848921                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1397                 NaN            NaN  0.276668E-001  0.832648                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1471                 NaN            NaN  0.211021E-001  0.831796                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1535                 NaN            NaN  0.169762E-001  0.829533                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1608                 NaN            NaN  0.177508E-001  0.821416                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0914                 NaN            NaN  0.341147E-001  0.490597       0.383930                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9438                 NaN            NaN            NaN  0.133891E-001   1.04281                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9428                 NaN            NaN            NaN            NaN   1.05725                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1244                 NaN            NaN            NaN            NaN  0.875565                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.7466                 NaN            NaN            NaN            NaN   1.25338                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9434                 NaN            NaN            NaN  0.503222E-001   1.00626                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9246                 NaN            NaN            NaN            NaN   1.07535                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9165                 NaN            NaN            NaN            NaN   1.08346                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9002                 NaN            NaN            NaN            NaN   1.09984                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8772                 NaN  0.271149E-002            NaN            NaN   1.12005                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.7806                 NaN  0.220094E-002            NaN            NaN   1.05131       0.165867                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.3766                 NaN  0.410453E-002            NaN            NaN   1.08800       0.531321                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.4013                 NaN  0.387623E-002            NaN            NaN  0.524888        1.06990                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.4213                 NaN  0.365219E-002            NaN            NaN   1.05645       0.518601                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.4449                 NaN  0.342371E-002            NaN            NaN  0.512936        1.03871                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4655                 NaN  0.321226E-002            NaN            NaN  0.507515        1.02380                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4842                 NaN  0.303446E-002            NaN            NaN   1.01037       0.502375                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5070                 NaN  0.280913E-002            NaN            NaN  0.993803       0.496395                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5243                 NaN  0.261089E-002            NaN            NaN  0.490786       0.982327                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.5439                 NaN  0.242722E-002            NaN            NaN  0.967376       0.486324                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5621                 NaN  0.223002E-002            NaN            NaN  0.480905       0.954726                 NaN            NaN            NaN            NaN
