|6.6.6
Archiving\03_Data\eqLP/QFM_m5/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1233.97        500.000                 NaN  0.964276                 NaN  0.765554E-002  0.442996        16.1066        26.2163        28.6681        17.3803        10.2137     
  1230.77        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1227.56        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1224.36        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1221.15        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1217.95        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1214.74        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1211.54        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1208.33        500.000                 NaN  0.964276                 NaN  0.747353E-002  0.434734        16.1769        27.6769        17.5766        26.8625        10.3006     
  1205.13        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1201.92        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1198.72        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1195.51        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1192.31        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1189.10        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1185.90        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1182.69        500.000                 NaN  0.964276                 NaN  0.729297E-002  0.435479        16.2380        28.9874        25.2727        17.7090        10.3859     
  1179.49        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1176.28        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1173.08        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1169.87        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1166.67        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1163.46        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1160.26        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1157.05        500.000                 NaN  0.964276                 NaN  0.711114E-002  0.443665        16.2907        30.1825        17.8032        23.8417        10.4668     
  1153.85        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1150.64        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1147.44        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1144.23        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1141.03        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1137.82        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1134.62        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1131.41        500.000                 NaN  0.964276                 NaN  0.693061E-002  0.457750        16.3352        31.2883        22.5347        17.8695        10.5434     
  1128.21        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1125.00        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1121.79        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1118.59        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1115.38        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1112.18        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1108.97        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1105.77        500.000                 NaN  0.964276                 NaN  0.674757E-002  0.478634        16.3743        32.3106        17.9008        21.3446        10.6201     
  1102.56        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1099.36        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1096.15        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1092.95        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1089.74        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1086.54        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1083.33        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1080.13        500.000                 NaN  0.964276                 NaN  0.656450E-002  0.504783        16.4059        33.2725        20.2366        17.9165        10.6928     
  1076.92        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1073.72        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1070.51        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1067.31        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1064.10        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1060.90        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1057.69        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1054.49        500.000                 NaN  0.964276                 NaN  0.637953E-002  0.536494        16.4320        34.1786        19.2047        17.9131        10.7644     
  1051.28        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1048.08        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1044.87        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1041.67        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1038.46        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1035.26        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1032.05        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1028.85        500.000                 NaN  0.964276                 NaN  0.619350E-002  0.574068        16.4525        35.0364        18.2403        17.8903        10.8359     
  1025.64        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1022.44        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1019.23        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1016.03        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1012.82        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1009.62        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1006.41        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1003.21        500.000                 NaN  0.964276                 NaN  0.600515E-002  0.616670        16.4681        35.8569        17.3264        17.8554        10.9063     
  1000.00        500.000                 NaN  0.964277                 NaN  0.581876E-002  0.664125        16.4764        36.6463        17.8152        16.4557        10.9722     
