|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1431.08        500.000        99.2729                 NaN            NaN            NaN  0.434496E-001  0.683602                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2178                 NaN            NaN            NaN            NaN  0.782233                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.2128                 NaN            NaN            NaN            NaN  0.787248                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        99.2055                 NaN            NaN            NaN            NaN  0.794500                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.1952                 NaN            NaN            NaN            NaN  0.804769                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        99.1037                 NaN            NaN            NaN            NaN  0.729588       0.166689                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.8207                 NaN            NaN            NaN            NaN  0.785404       0.393933                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.8350                 NaN            NaN            NaN            NaN  0.387638       0.777372                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.8483                 NaN            NaN            NaN            NaN  0.382724       0.768967                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.8631                 NaN            NaN            NaN            NaN  0.756997       0.379888                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.8774                 NaN            NaN            NaN            NaN  0.374311       0.748305                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.8905                 NaN            NaN            NaN            NaN  0.738135       0.371396                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.9039                 NaN            NaN            NaN            NaN  0.729119       0.366939                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.9151                 NaN            NaN            NaN            NaN  0.363385       0.721523                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.9285                 NaN            NaN            NaN            NaN  0.711852       0.359624                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.9397                 NaN            NaN            NaN            NaN  0.354957       0.705306                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.9506                 NaN            NaN            NaN            NaN  0.697235       0.352145                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.6861                 NaN            NaN            NaN            NaN  0.718501       0.925152       0.670222                 NaN            NaN            NaN
  1385.96        500.000        97.4310                 NaN            NaN            NaN            NaN   1.04610       0.707127       0.815739                 NaN            NaN            NaN
  1383.46        500.000        97.5040                 NaN            NaN            NaN            NaN   1.01716       0.687089       0.791754                 NaN            NaN            NaN
  1380.95        500.000        97.5629                 NaN            NaN            NaN            NaN  0.994754       0.669471       0.772912                 NaN            NaN            NaN
  1378.45        500.000        97.6209                 NaN            NaN            NaN            NaN  0.972900       0.652277       0.753884                 NaN            NaN            NaN
  1375.94        500.000        97.6773                 NaN  0.295752E-002            NaN            NaN  0.637122       0.946941       0.735661                 NaN            NaN            NaN
  1373.43        500.000        97.7400                 NaN  0.321807                 NaN            NaN  0.409144       0.756539       0.772512                 NaN            NaN            NaN
  1370.93        500.000        97.7956                 NaN  0.344340                 NaN            NaN  0.753070       0.348645       0.758303                 NaN            NaN            NaN
  1368.42        500.000        97.8498                 NaN  0.348362                 NaN            NaN  0.317985       0.742613       0.741268                 NaN            NaN            NaN
  1365.91        500.000        97.9016                 NaN  0.352442                 NaN            NaN  0.732391       0.288535       0.725067                 NaN            NaN            NaN
  1363.41        500.000        97.9531                 NaN  0.356314                 NaN            NaN  0.260234       0.721399       0.708913                 NaN            NaN            NaN
  1360.90        500.000        98.0011                 NaN  0.360167                 NaN            NaN  0.712236       0.232508       0.693992                 NaN            NaN            NaN
  1358.40        500.000        98.0528                 NaN  0.362782                 NaN            NaN  0.700801       0.206234       0.677355                 NaN            NaN            NaN
  1355.89        500.000        98.0966                 NaN  0.366543                 NaN            NaN  0.691784       0.181315       0.663790                 NaN            NaN            NaN
  1353.38        500.000        98.1407                 NaN  0.368328                 NaN            NaN  0.683351       0.158191       0.649444                 NaN            NaN            NaN
  1350.88        500.000        98.1837                 NaN  0.370493                 NaN            NaN  0.673848       0.136354       0.635590                 NaN            NaN            NaN
  1348.37        500.000        98.2243                 NaN  0.372707                 NaN            NaN  0.114418       0.665935       0.622589                 NaN            NaN            NaN
  1345.86        500.000        98.2649                 NaN  0.373923                 NaN            NaN  0.955757E-001  0.656293       0.609333                 NaN            NaN            NaN
  1343.36        500.000        98.3060                 NaN  0.375131                 NaN            NaN  0.648101       0.748419E-001  0.595929                 NaN            NaN            NaN
  1340.85        500.000        98.3440                 NaN  0.377470                 NaN            NaN  0.540679E-001  0.640427       0.584053                 NaN            NaN            NaN
  1338.35        500.000        98.3802                 NaN  0.375160                 NaN            NaN  0.427360E-001  0.630668       0.571190                 NaN            NaN            NaN
  1335.84        500.000        98.4153                 NaN  0.375084                 NaN            NaN  0.622687       0.274274E-001  0.559543                 NaN            NaN            NaN
  1333.33        500.000        98.4500                 NaN  0.374590                 NaN            NaN  0.130615E-001  0.614478       0.547908                 NaN            NaN            NaN
  1330.83        500.000        98.4768                 NaN  0.362734                 NaN            NaN  0.596690       0.269004E-001  0.536882                 NaN            NaN            NaN
  1328.32        500.000        98.5130                 NaN  0.366585                 NaN            NaN  0.595270                 NaN  0.525155                 NaN            NaN            NaN
  1325.81        500.000        98.5410                 NaN  0.354764                 NaN            NaN  0.576445       0.139722E-001  0.513864                 NaN            NaN            NaN
  1323.31        500.000        98.5581                 NaN  0.359357                 NaN            NaN  0.574019                 NaN  0.508570                 NaN            NaN            NaN
  1320.80        500.000        98.6079                 NaN  0.345849                 NaN            NaN  0.556969                 NaN  0.489317                 NaN            NaN            NaN
  1318.30        500.000        98.6294                 NaN  0.341380                 NaN            NaN  0.547324                 NaN  0.481914                 NaN            NaN            NaN
  1315.79        500.000        98.6560                 NaN  0.335572                 NaN            NaN  0.536446                 NaN  0.472026                 NaN            NaN            NaN
  1313.28        500.000        98.6804                 NaN  0.331026                 NaN            NaN  0.525747                 NaN  0.462848                 NaN            NaN            NaN
  1310.78        500.000        98.7105                 NaN  0.324114                 NaN            NaN  0.513702                 NaN  0.451684                 NaN            NaN            NaN
  1308.27        500.000        98.7351                 NaN  0.317461                 NaN            NaN  0.505176                 NaN  0.442285                 NaN            NaN            NaN
  1305.76        500.000        98.6801                 NaN  0.337105                 NaN            NaN  0.496472                 NaN  0.486328                 NaN            NaN            NaN
  1303.26        500.000        98.8627                 NaN  0.275345                 NaN            NaN  0.492182                 NaN  0.369790                 NaN            NaN            NaN
  1300.75        500.000        98.8085                 NaN  0.298314                 NaN            NaN  0.478776                 NaN  0.414455                 NaN            NaN            NaN
  1298.25        500.000        98.8319                 NaN  0.293530                 NaN            NaN  0.468780                 NaN  0.405797                 NaN            NaN            NaN
  1295.74        500.000        98.8536                 NaN  0.286602                 NaN            NaN  0.462129                 NaN  0.397642                 NaN            NaN            NaN
  1293.23        500.000        98.8783                 NaN  0.280995                 NaN            NaN  0.452566                 NaN  0.388105                 NaN            NaN            NaN
  1290.73        500.000        98.8984                 NaN  0.275544                 NaN            NaN  0.445568                 NaN  0.380499                 NaN            NaN            NaN
  1288.22        500.000        98.9201                 NaN  0.270897                 NaN            NaN  0.436584                 NaN  0.372468                 NaN            NaN            NaN
  1285.71        500.000        98.9412                 NaN  0.264948                 NaN            NaN  0.429307                 NaN  0.364517                 NaN            NaN            NaN
  1283.21        500.000        98.9610                 NaN  0.261513                 NaN            NaN  0.420159                 NaN  0.357375                 NaN            NaN            NaN
  1280.70        500.000        98.9823                 NaN  0.253775                 NaN            NaN  0.414853                 NaN  0.349047                 NaN            NaN            NaN
  1278.20        500.000        99.0028                 NaN  0.248164                 NaN            NaN  0.407606                 NaN  0.341401                 NaN            NaN            NaN
  1275.69        500.000        99.0225                 NaN  0.242274                 NaN            NaN  0.401123                 NaN  0.334118                 NaN            NaN            NaN
  1273.18        500.000        99.0448                 NaN  0.234309                 NaN            NaN  0.395343                 NaN  0.325596                 NaN            NaN            NaN
  1270.68        500.000        99.0585                 NaN  0.233835                 NaN            NaN  0.386658                 NaN  0.320967                 NaN            NaN            NaN
  1268.17        500.000        99.0807                 NaN  0.226086                 NaN            NaN  0.380337                 NaN  0.312836                 NaN            NaN            NaN
  1265.66        500.000        99.0987                 NaN  0.220187                 NaN            NaN  0.375668                 NaN  0.305465                 NaN            NaN            NaN
  1263.16        500.000        95.3595                 NaN  0.459506                 NaN            NaN  0.673025E-001  0.817073       0.709597        2.58703                 NaN            NaN
  1260.65        500.000        91.9458                 NaN  0.982410E-001            NaN            NaN  0.652635        1.49095        1.05752        4.75488                 NaN            NaN
  1258.15        500.000        92.5394                 NaN  0.863314E-001            NaN            NaN   1.41287       0.597498       0.987465        4.37641                 NaN            NaN
  1255.64        500.000        93.0621                 NaN  0.743747E-001            NaN            NaN  0.547278        1.34656       0.924851        4.04488                 NaN            NaN
  1253.13        500.000        92.3930                 NaN            NaN  0.270786                 NaN  0.886536       0.999995        1.02498        4.42468                 NaN            NaN
  1250.63        500.000        92.9272                 NaN            NaN  0.287751                 NaN  0.836666       0.876101       0.958060        4.11426                 NaN            NaN
  1248.12        500.000        93.5351                 NaN            NaN  0.265004                 NaN  0.753124       0.807475       0.878074        3.76119                 NaN            NaN
  1245.61        500.000        94.0543                 NaN  0.804722E-006  0.245170                 NaN  0.748913       0.681919       0.808813        3.46086                 NaN            NaN
  1243.11        500.000        94.5046                 NaN            NaN  0.227486                 NaN  0.620911       0.696600       0.747966        3.20243                 NaN            NaN
  1240.60        500.000        94.9002                 NaN            NaN  0.211515                 NaN  0.568281       0.649546       0.693860        2.97664                 NaN            NaN
  1238.10        500.000        95.2483                 NaN            NaN  0.196954                 NaN  0.523014       0.607308       0.645669        2.77875                 NaN            NaN
  1235.59        500.000        95.5590                 NaN            NaN  0.183408                 NaN  0.567868       0.485480       0.602241        2.60198                 NaN            NaN
  1233.08        500.000        95.8415                 NaN            NaN  0.171149                 NaN  0.532494       0.449330       0.562276        2.44325                 NaN            NaN
  1230.58        500.000        96.0922                 NaN            NaN  0.159229                 NaN  0.498520       0.422077       0.526632        2.30133                 NaN            NaN
  1228.07        500.000        96.3223                 NaN            NaN  0.148083                 NaN  0.397386       0.466828       0.493520        2.17190                 NaN            NaN
  1225.56        500.000        96.5340                 NaN            NaN  0.137666                 NaN  0.375731       0.436848       0.462972        2.05279                 NaN            NaN
  1223.06        500.000        96.7278                 NaN            NaN  0.127935                 NaN  0.409341       0.355928       0.434751        1.94427                 NaN            NaN
  1220.55        500.000        96.9047                 NaN            NaN  0.118552                 NaN  0.340490       0.382720       0.408918        1.84460                 NaN            NaN
  1218.05        500.000        97.0677                 NaN            NaN  0.109732                 NaN  0.357692       0.326811       0.384965        1.75307                 NaN            NaN
  1215.54        500.000        97.2212                 NaN            NaN  0.101319                 NaN  0.334013       0.314650       0.362481        1.66631                 NaN            NaN
  1213.03        500.000        97.3573                 NaN            NaN  0.933393E-001            NaN  0.306516       0.311625       0.342280        1.58895                 NaN            NaN
  1210.53        500.000        97.4887                 NaN            NaN  0.859692E-001            NaN  0.290675       0.296825       0.323068        1.51472                 NaN            NaN
  1208.02        500.000        97.6079                 NaN            NaN  0.788940E-001            NaN  0.270702       0.290276       0.305458        1.44675                 NaN            NaN
  1205.51        500.000        84.4545                 NaN            NaN  0.333367                 NaN  0.418937        1.10151        1.33067        6.41441        5.94659                 NaN
  1203.01        500.000        78.6584                 NaN  0.244004       0.432848                 NaN   1.61489                 NaN   1.77919        8.54583        8.72487                 NaN
  1200.50        500.000        80.2075                 NaN  0.113419       0.358463                 NaN  0.513003        1.22415        1.66156        7.89341        8.02851                 NaN
  1197.99        500.000        83.4823                 NaN  0.326828       0.287556                 NaN   1.16033                 NaN   1.38018        6.61834        6.74450                 NaN
  1195.49        500.000        82.3612                 NaN  0.330433       0.311575                 NaN   1.11354                 NaN   1.45317        7.09937        7.33071                 NaN
  1192.98        500.000        86.1934                 NaN  0.294870       0.219888                 NaN   1.01261                 NaN   1.14300        5.55635        5.57991                 NaN
  1190.48        500.000        84.0838                 NaN  0.252405       0.268645                 NaN   1.15976                 NaN   1.28376        6.44538        6.50620                 NaN
  1187.97        500.000        83.0563                 NaN  0.288951       0.272838                 NaN   1.09291                 NaN   1.34334        6.97726        6.96841                 NaN
  1185.46        500.000        73.0367                 NaN  0.396972       0.424842                 NaN   1.57890                 NaN   2.04257        11.4029        11.1172                 NaN
  1182.96        500.000                 NaN            NaN   1.24146        1.54626                 NaN   5.07733                 NaN   7.14901        43.4838        41.5021                 NaN
  1180.45        500.000                 NaN            NaN   1.26439        1.53756                 NaN   5.06093                 NaN   7.15291        43.4813        41.5029                 NaN
  1177.94        500.000                 NaN            NaN   1.28728        1.52838                 NaN   5.04553                 NaN   7.15676        43.4791        41.5029                 NaN
  1175.44        500.000                 NaN            NaN   1.30900        1.51945                 NaN   5.03193                 NaN   7.16082        43.4757        41.5031                 NaN
  1172.93        500.000                 NaN            NaN   1.33111        1.51048                 NaN   5.01747                 NaN   7.16471        43.4729        41.5033                 NaN
  1170.43        500.000                 NaN            NaN   1.35242        1.50147                 NaN   5.00444                 NaN   7.16857        43.4700        41.5031                 NaN
  1167.92        500.000                 NaN            NaN   1.37466        1.49277                 NaN   4.98940                 NaN   7.17252        43.4669        41.5038                 NaN
  1165.41        500.000                 NaN            NaN   1.39303        1.48323                 NaN   4.98165                 NaN   7.17585        43.4651        41.5011                 NaN
  1162.91        500.000                 NaN            NaN   1.41695        1.47499                 NaN   4.96354                 NaN   7.18027        43.4606        41.5037                 NaN
  1160.40        500.000                 NaN            NaN   1.43725        1.46647                 NaN   4.95112                 NaN   7.18407        43.4573        41.5038                 NaN
  1157.89        500.000                 NaN            NaN   1.45535        1.45737                 NaN   4.94251                 NaN   7.18818        43.4550        41.5016                 NaN
  1155.39        500.000                 NaN            NaN   1.48585        1.44183                 NaN   4.92856                 NaN   7.19362        43.4535        41.4966                 NaN
  1152.88        500.000                 NaN            NaN   1.50011        1.44004                 NaN   4.91082                 NaN   7.20035        43.4463        41.5024                 NaN
  1150.38        500.000                 NaN            NaN   1.51747        1.43034                 NaN   4.90736                 NaN   7.19899        43.4450        41.5008                 NaN
  1147.87        500.000                 NaN            NaN   1.53762        1.42157                 NaN   4.89596                 NaN   7.20286        43.4413        41.5006                 NaN
  1145.36        500.000                 NaN            NaN   1.56853        1.40722                 NaN   4.88007                 NaN   7.20716        43.4397        41.4974                 NaN
  1142.86        500.000                 NaN            NaN   1.59552        1.39226                 NaN   4.87269                 NaN   7.21325        43.4337        41.4926                 NaN
  1140.35        500.000                 NaN            NaN   2.55558       0.466790                 NaN   4.79228                 NaN   7.29137        43.5115        41.0792       0.303314     
  1137.84        500.000                 NaN            NaN   3.05335                 NaN            NaN   4.72646                 NaN   7.33289        43.5527        40.8771       0.457555     
  1135.34        500.000                 NaN            NaN   3.05529                 NaN            NaN   4.72395                 NaN   7.33036        43.5526        40.8804       0.457437     
  1132.83        500.000                 NaN            NaN   3.06236                 NaN            NaN   4.71433                 NaN   7.33266        43.5459        40.8871       0.457620     
  1130.33        500.000                 NaN            NaN   3.06982                 NaN            NaN   4.70242                 NaN   7.33373        43.5431        40.8930       0.457935     
  1127.82        500.000                 NaN            NaN   3.07825                 NaN            NaN   4.68906                 NaN   7.33645        43.5383        40.8996       0.458370     
  1125.31        500.000                 NaN            NaN   3.08443                 NaN            NaN   4.67927                 NaN   7.33592        43.5371        40.9048       0.458531     
  1122.81        500.000                 NaN            NaN   3.09147                 NaN            NaN   4.66807                 NaN   7.33702        43.5341        40.9105       0.458831     
  1120.30        500.000                 NaN            NaN   3.09907                 NaN            NaN   4.65597                 NaN   7.33811        43.5312        40.9165       0.459147     
  1117.79        500.000                 NaN            NaN   3.10519                 NaN            NaN   4.64643                 NaN   7.33928        43.5279        40.9219       0.459378     
  1115.29        500.000                 NaN            NaN   3.11178                 NaN            NaN   4.63610                 NaN   7.34043        43.5246        40.9274       0.459636     
  1112.78        500.000                 NaN            NaN   3.12070                 NaN            NaN   4.62175                 NaN   7.34143        43.5220        40.9341       0.460032     
  1110.28        500.000                 NaN            NaN   3.12691                 NaN            NaN   4.61214                 NaN   7.34263        43.5185        40.9395       0.460262     
  1107.77        500.000                 NaN            NaN   3.13303                 NaN            NaN   4.60266                 NaN   7.34383        43.5150        40.9449       0.460488     
  1105.26        500.000                 NaN            NaN   3.13892                 NaN            NaN   4.59364                 NaN   7.34507        43.5114        40.9503       0.460694     
  1102.76        500.000                 NaN            NaN   3.15112                 NaN            NaN   4.55644                 NaN   7.33693        43.5397        40.9531       0.462738     
  1100.25        500.000                 NaN            NaN   3.15335                 NaN            NaN   4.55300                 NaN   7.33759        43.5369        40.9563       0.462781     
  1097.74        500.000                 NaN            NaN   3.15433                 NaN            NaN   4.55107                 NaN   7.33695        43.5368        40.9581       0.462682     
  1095.24        500.000                 NaN            NaN   3.15770                 NaN            NaN   4.54631                 NaN   7.33892        43.5314        40.9628       0.462861     
  1092.73        500.000                 NaN            NaN   3.15983                 NaN            NaN   4.54306                 NaN   7.33960        43.5286        40.9660       0.462898     
  1090.23        500.000                 NaN            NaN   3.16193                 NaN            NaN   4.53988                 NaN   7.34029        43.5258        40.9692       0.462933     
  1087.72        500.000                 NaN            NaN   3.16335                 NaN            NaN   4.53804                 NaN   7.34046        43.5236        40.9717       0.462829     
  1085.21        500.000                 NaN            NaN   3.16604                 NaN            NaN   4.53368                 NaN   7.34170        43.5200        40.9756       0.462996     
  1082.71        500.000                 NaN            NaN   3.16806                 NaN            NaN   4.53064                 NaN   7.34241        43.5171        40.9788       0.463026     
  1080.20        500.000                 NaN            NaN   3.17004                 NaN            NaN   4.52770                 NaN   7.34314        43.5141        40.9820       0.463051     
  1077.69        500.000                 NaN            NaN   3.17201                 NaN            NaN   4.52480                 NaN   7.34388        43.5111        40.9851       0.463076     
  1075.19        500.000                 NaN            NaN   3.17395                 NaN            NaN   4.52194                 NaN   7.34462        43.5081        40.9883       0.463099     
  1072.68        500.000                 NaN            NaN   3.17587                 NaN            NaN   4.51914                 NaN   7.34538        43.5050        40.9915       0.463120     
  1070.18        500.000                 NaN            NaN   3.17777                 NaN            NaN   4.51638                 NaN   7.34614        43.5019        40.9946       0.463139     
  1067.67        500.000                 NaN            NaN   3.17964                 NaN            NaN   4.51367                 NaN   7.34692        43.4988        40.9978       0.463157     
  1065.16        500.000                 NaN            NaN   3.18150                 NaN            NaN   4.51100                 NaN   7.34771        43.4957        41.0009       0.463173     
  1062.66        500.000                 NaN            NaN   3.22747                 NaN            NaN   4.46093                 NaN   7.36767        43.4437        41.0367       0.463602     
  1060.15        500.000                 NaN            NaN   3.22820                 NaN            NaN   4.45932                 NaN   7.36745        43.4433        41.0382       0.463540     
  1057.64        500.000                 NaN            NaN   3.23308                 NaN            NaN   4.45198                 NaN   7.36880        43.4393        41.0432       0.463715     
  1055.14        500.000                 NaN            NaN   3.23787                 NaN            NaN   4.44482                 NaN   7.37017        43.4352        41.0481       0.463883     
  1052.63        500.000                 NaN            NaN   3.24177                 NaN            NaN   4.43964                 NaN   7.37179        43.4301        41.0528       0.463947     
  1050.13        500.000                 NaN            NaN   3.24558                 NaN            NaN   4.43463                 NaN   7.37343        43.4250        41.0574       0.464003     
  1047.62        500.000                 NaN            NaN   3.24927                 NaN            NaN   4.42988                 NaN   7.37510        43.4197        41.0620       0.464048     
  1045.11        500.000                 NaN            NaN   3.25284                 NaN            NaN   4.42541                 NaN   7.37682        43.4143        41.0666       0.464079     
  1042.61        500.000                 NaN            NaN   3.25647                 NaN            NaN   4.42078                 NaN   7.37853        43.4089        41.0712       0.464121     
  1040.10        500.000                 NaN            NaN   3.25999                 NaN            NaN   4.41640                 NaN   7.38027        43.4034        41.0758       0.464151     
  1037.59        500.000                 NaN            NaN   3.26343                 NaN            NaN   4.41218                 NaN   7.38205        43.3978        41.0803       0.464175     
  1035.09        500.000                 NaN            NaN   3.26685                 NaN            NaN   4.40800                 NaN   7.38383        43.3922        41.0849       0.464198     
  1032.58        500.000                 NaN            NaN   3.27023                 NaN            NaN   4.40393                 NaN   7.38564        43.3865        41.0894       0.464217     
  1030.08        500.000                 NaN            NaN   3.29252                 NaN            NaN   4.35967                 NaN   7.38528        43.3942        41.1019       0.466480     
  1027.57        500.000                 NaN            NaN   3.29544                 NaN            NaN   4.35642                 NaN   7.38714        43.3883        41.1062       0.466466     
  1025.06        500.000                 NaN            NaN   3.29831                 NaN            NaN   4.35327                 NaN   7.38902        43.3824        41.1106       0.466449     
  1022.56        500.000                 NaN            NaN   3.30073                 NaN            NaN   4.35116                 NaN   7.39103        43.3759        41.1148       0.466374     
  1020.05        500.000                 NaN            NaN   3.30393                 NaN            NaN   4.34725                 NaN   7.39285        43.3703        41.1192       0.466403     
  1017.54        500.000                 NaN            NaN   3.30669                 NaN            NaN   4.34435                 NaN   7.39479        43.3642        41.1236       0.466377     
  1015.04        500.000                 NaN            NaN   3.30917                 NaN            NaN   4.34198                 NaN   7.39678        43.3579        41.1278       0.466319     
  1012.53        500.000                 NaN            NaN   3.31210                 NaN            NaN   4.33868                 NaN   7.39870        43.3520        41.1322       0.466318     
  1010.03        500.000                 NaN            NaN   3.31429                 NaN            NaN   4.33710                 NaN   7.40082        43.3452        41.1364       0.466221     
  1007.52        500.000                 NaN            NaN   3.31731                 NaN            NaN   4.33358                 NaN   7.40275        43.3393        41.1408       0.466236     
  1005.01        500.000                 NaN            NaN   3.31988                 NaN            NaN   4.33112                 NaN   7.40480        43.3329        41.1451       0.466192     
  1002.51        500.000                 NaN            NaN   3.32239                 NaN            NaN   4.32880                 NaN   7.40687        43.3264        41.1494       0.466142     
  1000.00        500.000                 NaN            NaN   3.32487                 NaN            NaN   4.32654                 NaN   7.40897        43.3198        41.1537       0.466089     
