|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1443.68        500.000        99.2024       0.674268E-001            NaN  0.290356       0.439803                 NaN            NaN            NaN            NaN            NaN
  1442.31        500.000        99.2097       0.637021E-001            NaN  0.435820       0.290770                 NaN            NaN            NaN            NaN            NaN
  1440.94        500.000        99.1742       0.290462                 NaN  0.989093E-001  0.436469                 NaN            NaN            NaN            NaN            NaN
  1439.56        500.000        99.2643                 NaN            NaN  0.298901       0.436821                 NaN            NaN            NaN            NaN            NaN
  1438.19        500.000        99.2311       0.112675                 NaN  0.228314       0.427939                 NaN            NaN            NaN            NaN            NaN
  1436.82        500.000        99.2359                 NaN            NaN  0.419068       0.345078                 NaN            NaN            NaN            NaN            NaN
  1435.44        500.000        99.2408                 NaN            NaN  0.416666       0.342485                 NaN            NaN            NaN            NaN            NaN
  1434.07        500.000        99.2491                 NaN            NaN  0.412396       0.338484                 NaN            NaN            NaN            NaN            NaN
  1432.69        500.000        99.2550       0.230599E-001            NaN  0.311222       0.410725                 NaN            NaN            NaN            NaN            NaN
  1431.32        500.000        99.3850       0.433573E-001            NaN  0.340932       0.230711                 NaN            NaN            NaN            NaN            NaN
  1429.95        500.000        99.1404       0.542686E-001            NaN  0.475631       0.329740                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2739       0.502558E-001            NaN  0.273042       0.402777                 NaN            NaN            NaN            NaN            NaN
  1427.20        500.000        99.2790       0.516632E-001            NaN  0.400303       0.268993                 NaN            NaN            NaN            NaN            NaN
  1425.83        500.000        99.2853       0.482513E-001            NaN  0.396913       0.269574                 NaN            NaN            NaN            NaN            NaN
  1424.45        500.000        99.9990                 NaN            NaN  0.991332E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1423.08        500.000        98.5906       0.907398E-001            NaN  0.783522       0.535103                 NaN            NaN            NaN            NaN            NaN
  1421.71        500.000        99.3015       0.436544E-001            NaN  0.388357       0.266524                 NaN            NaN            NaN            NaN            NaN
  1420.33        500.000        99.3074       0.442416E-001            NaN  0.262908       0.385434                 NaN            NaN            NaN            NaN            NaN
  1418.96        500.000        99.3125       0.457032E-001            NaN  0.382967       0.258864                 NaN            NaN            NaN            NaN            NaN
  1417.58        500.000        98.4948       0.713244E-001            NaN  0.598144       0.835699                 NaN            NaN            NaN            NaN            NaN
  1416.21        500.000        99.9995                 NaN            NaN  0.464953E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1414.84        500.000        99.4882       0.324600E-001            NaN  0.285856       0.193478                 NaN            NaN            NaN            NaN            NaN
  1413.46        500.000        99.3339       0.422296E-001            NaN  0.371899       0.251937                 NaN            NaN            NaN            NaN            NaN
  1412.09        500.000        99.3387       0.417110E-001            NaN  0.369588       0.249963                 NaN            NaN            NaN            NaN            NaN
  1410.72        500.000        99.3439       0.415016E-001            NaN  0.366886       0.247700                 NaN            NaN            NaN            NaN            NaN
  1409.34        500.000        98.6456                 NaN            NaN  0.417303       0.608867       0.328226                 NaN            NaN            NaN            NaN
  1407.97        500.000        98.4540                 NaN            NaN  0.696604       0.426849       0.422590                 NaN            NaN            NaN            NaN
  1406.60        500.000        98.4772                 NaN            NaN  0.685975       0.420474       0.416341                 NaN            NaN            NaN            NaN
  1405.22        500.000        98.5059                 NaN            NaN  0.411839       0.673885       0.408405                 NaN            NaN            NaN            NaN
  1403.85        500.000        98.5311                 NaN            NaN  0.662928       0.404362       0.401614                 NaN            NaN            NaN            NaN
  1402.47        500.000        98.5520                 NaN            NaN  0.653885       0.398272       0.395822                 NaN            NaN            NaN            NaN
  1401.10        500.000        98.5759                 NaN            NaN  0.391353       0.643411       0.389347                 NaN            NaN            NaN            NaN
  1399.73        500.000        98.5987                 NaN            NaN  0.633526       0.384627       0.383099                 NaN            NaN            NaN            NaN
  1398.35        500.000        98.7885       0.846268E-001            NaN  0.336694       0.459391       0.330740                 NaN            NaN            NaN            NaN
  1396.98        500.000        98.4727                 NaN            NaN  0.417955       0.691764       0.417597                 NaN            NaN            NaN            NaN
  1395.61        500.000        98.6633                 NaN            NaN  0.366179       0.605168       0.365312                 NaN            NaN            NaN            NaN
  1394.23        500.000        98.6825                 NaN            NaN  0.360157       0.597138       0.360182                 NaN            NaN            NaN            NaN
  1392.86        500.000        98.7019                 NaN            NaN  0.354612       0.588708       0.354819                 NaN            NaN            NaN            NaN
  1391.49        500.000        98.7205                 NaN            NaN  0.348787       0.580944       0.349790                 NaN            NaN            NaN            NaN
  1390.11        500.000        98.7398                 NaN            NaN  0.343466       0.572466       0.344311                 NaN            NaN            NaN            NaN
  1388.74        500.000        98.7580                 NaN            NaN  0.338219       0.564421       0.339362                 NaN            NaN            NaN            NaN
  1387.36        500.000        98.7757                 NaN            NaN  0.333018       0.556859       0.334474                 NaN            NaN            NaN            NaN
  1385.99        500.000        98.7926                 NaN            NaN  0.549542       0.327977       0.329832                 NaN            NaN            NaN            NaN
  1384.62        500.000        98.8100                 NaN            NaN  0.541911       0.323203       0.324880                 NaN            NaN            NaN            NaN
  1383.24        500.000        98.8270                 NaN            NaN  0.534817       0.317828       0.320358                 NaN            NaN            NaN            NaN
  1381.87        500.000        98.8424                 NaN            NaN  0.313465       0.528089       0.316028                 NaN            NaN            NaN            NaN
  1380.50        500.000        98.8581                 NaN            NaN  0.308583       0.521475       0.311883                 NaN            NaN            NaN            NaN
  1379.12        500.000        98.8709                 NaN            NaN  0.516129       0.304875       0.308100                 NaN            NaN            NaN            NaN
  1377.75        500.000        98.8913                 NaN  0.230714E-005  0.507252       0.298976       0.302472                 NaN            NaN            NaN            NaN
  1376.38        500.000        98.9033                 NaN            NaN  0.502194       0.295342       0.299197                 NaN            NaN            NaN            NaN
  1375.00        500.000        98.9177                 NaN  0.287349E-005  0.291151       0.495901       0.295230                 NaN            NaN            NaN            NaN
  1373.63        500.000        98.9319                 NaN            NaN  0.489927       0.286802       0.291388                 NaN            NaN            NaN            NaN
  1372.25        500.000        98.9448                 NaN            NaN  0.282986       0.484454       0.287761                 NaN            NaN            NaN            NaN
  1370.88        500.000        98.9594                 NaN            NaN  0.278852       0.478140       0.283627                 NaN            NaN            NaN            NaN
  1369.51        500.000        98.9713                 NaN            NaN  0.275184       0.473120       0.280388                 NaN            NaN            NaN            NaN
  1368.13        500.000        98.9860                 NaN            NaN  0.466935       0.270834       0.276211                 NaN            NaN            NaN            NaN
  1366.76        500.000        98.9977                 NaN            NaN  0.267201       0.462024       0.273029                 NaN            NaN            NaN            NaN
  1365.39        500.000        99.0099                 NaN            NaN  0.263836       0.456721       0.269529                 NaN            NaN            NaN            NaN
  1364.01        500.000        99.0222                 NaN            NaN  0.259925       0.451672       0.266205                 NaN            NaN            NaN            NaN
  1362.64        500.000        99.0334                 NaN            NaN  0.446954       0.256649       0.263000                 NaN            NaN            NaN            NaN
  1361.27        500.000        99.0457                 NaN            NaN  0.441614       0.253123       0.259555                 NaN            NaN            NaN            NaN
  1359.89        500.000        99.0570                 NaN            NaN  0.249821       0.436742       0.256438                 NaN            NaN            NaN            NaN
  1358.52        500.000        99.0680                 NaN            NaN  0.246602       0.432094       0.253264                 NaN            NaN            NaN            NaN
  1357.14        500.000        99.0788                 NaN            NaN  0.427506       0.243272       0.250378                 NaN            NaN            NaN            NaN
  1355.77        500.000        99.0897                 NaN  0.306158E-005  0.422946       0.240138       0.247257                 NaN            NaN            NaN            NaN
  1354.40        500.000        99.1007                 NaN            NaN  0.236825       0.418232       0.244275                 NaN            NaN            NaN            NaN
  1353.02        500.000        99.1107                 NaN            NaN  0.233722       0.414085       0.241468                 NaN            NaN            NaN            NaN
  1351.65        500.000        99.1209                 NaN            NaN  0.230750       0.409810       0.238523                 NaN            NaN            NaN            NaN
  1350.28        500.000        99.1303                 NaN            NaN  0.228085       0.405716       0.235866                 NaN            NaN            NaN            NaN
  1348.90        500.000        99.1320                 NaN            NaN  0.227059       0.405374       0.235554                 NaN            NaN            NaN            NaN
  1347.53        500.000        99.1631                 NaN  0.260381E-001  0.224752       0.356190       0.229930                 NaN            NaN            NaN            NaN
  1346.16        500.000        99.1696                 NaN  0.733489E-001  0.289032       0.234418       0.233551                 NaN            NaN            NaN            NaN
  1344.78        500.000        99.1738                 NaN  0.729762E-001  0.287692       0.233045       0.232457                 NaN            NaN            NaN            NaN
  1343.41        500.000        99.1913                 NaN  0.738434E-001  0.279068       0.228445       0.227328                 NaN            NaN            NaN            NaN
  1342.03        500.000        99.2936                 NaN  0.207615       0.281092                 NaN  0.217702                 NaN            NaN            NaN            NaN
  1340.66        500.000        99.1182                 NaN            NaN  0.463332       0.182236       0.236190                 NaN            NaN            NaN            NaN
  1339.29        500.000        99.2072                 NaN  0.122089E-001  0.208583       0.356292       0.215744                 NaN            NaN            NaN            NaN
  1337.91        500.000        99.2235                 NaN  0.733351E-001  0.265796       0.219105       0.218254                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.2304                 NaN  0.744857E-001  0.217668       0.260907       0.216541                 NaN            NaN            NaN            NaN
  1335.17        500.000        99.2413                 NaN  0.720498E-001  0.260089       0.213603       0.212996                 NaN            NaN            NaN            NaN
  1333.79        500.000        99.2478                 NaN  0.735282E-001  0.254876       0.212431       0.211408                 NaN            NaN            NaN            NaN
  1332.42        500.000        99.2564                 NaN  0.729493E-001  0.209705       0.252112       0.208863                 NaN            NaN            NaN            NaN
  1331.05        500.000        99.2620                 NaN  0.757563E-001  0.208712       0.245702       0.207816                 NaN            NaN            NaN            NaN
  1329.67        500.000        99.2734                 NaN  0.697097E-001  0.204156       0.249319       0.203400                 NaN            NaN            NaN            NaN
  1328.30        500.000        99.2797                 NaN  0.728533E-001  0.203067       0.242090       0.202284                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.2872                 NaN  0.722272E-001  0.201096       0.239514       0.199977                 NaN            NaN            NaN            NaN
  1325.55        500.000        99.2946                 NaN  0.724833E-001  0.198984       0.235998       0.197958                 NaN            NaN            NaN            NaN
  1324.18        500.000        99.3016                 NaN  0.720845E-001  0.196984       0.233450       0.195865                 NaN            NaN            NaN            NaN
  1322.80        500.000        99.3079                 NaN  0.720322E-001  0.194704       0.231259       0.194099                 NaN            NaN            NaN            NaN
  1321.43        500.000        99.3166                 NaN  0.713917E-001  0.192658       0.227889       0.191505                 NaN            NaN            NaN            NaN
  1320.06        500.000        99.3228                 NaN  0.714863E-001  0.190821       0.225096       0.189766                 NaN            NaN            NaN            NaN
  1318.68        500.000        99.3298                 NaN  0.710681E-001  0.188733       0.222646       0.187707                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.3368                 NaN  0.709257E-001  0.186646       0.219826       0.185754                 NaN            NaN            NaN            NaN
  1315.94        500.000        99.3430                 NaN  0.707680E-001  0.217273       0.184978       0.183981                 NaN            NaN            NaN            NaN
  1314.56        500.000        99.3496                 NaN  0.699674E-001  0.215657       0.182827       0.181923                 NaN            NaN            NaN            NaN
  1313.19        500.000        99.3561                 NaN  0.699636E-001  0.212690       0.181138       0.180109                 NaN            NaN            NaN            NaN
  1311.81        500.000        99.3623                 NaN  0.698831E-001  0.179115       0.210348       0.178372                 NaN            NaN            NaN            NaN
  1310.44        500.000        99.3685                 NaN  0.691617E-001  0.177415       0.208470       0.176434                 NaN            NaN            NaN            NaN
  1309.07        500.000        99.3744                 NaN  0.688415E-001  0.206366       0.175598       0.174752                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.3809                 NaN  0.687166E-001  0.203688       0.173785       0.172919                 NaN            NaN            NaN            NaN
  1306.32        500.000        99.3868                 NaN  0.681657E-001  0.201819       0.172104       0.171137                 NaN            NaN            NaN            NaN
  1304.95        500.000        99.3923                 NaN  0.675800E-001  0.170329       0.200318       0.169498                 NaN            NaN            NaN            NaN
  1303.57        500.000        99.3979                 NaN  0.674150E-001  0.168625       0.198118       0.167925                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.4035                 NaN  0.664808E-001  0.196916       0.166957       0.166143                 NaN            NaN            NaN            NaN
  1300.83        500.000        99.4092                 NaN  0.669646E-001  0.193779       0.165398       0.164619                 NaN            NaN            NaN            NaN
  1299.45        500.000        99.4147                 NaN  0.656764E-001  0.163510       0.193167       0.162919                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.4198                 NaN  0.651372E-001  0.191684       0.161997       0.161358                 NaN            NaN            NaN            NaN
  1296.70        500.000        99.4245                 NaN  0.648613E-001  0.160243       0.190309       0.160111                 NaN            NaN            NaN            NaN
  1295.33        500.000        99.4314                 NaN  0.638338E-001  0.158529       0.188315       0.157893                 NaN            NaN            NaN            NaN
  1293.96        500.000        99.4352                 NaN  0.638121E-001  0.186733       0.157390       0.156890                 NaN            NaN            NaN            NaN
  1292.58        500.000        99.4414                 NaN  0.630495E-001  0.155427       0.185140       0.155023                 NaN            NaN            NaN            NaN
  1291.21        500.000        99.4447                 NaN  0.620517E-001  0.185195       0.154037       0.154041                 NaN            NaN            NaN            NaN
  1289.84        500.000        99.4517                 NaN  0.619597E-001  0.181868       0.152541       0.151889                 NaN            NaN            NaN            NaN
  1288.46        500.000        99.4557                 NaN  0.611488E-001  0.150932       0.181449       0.150775                 NaN            NaN            NaN            NaN
  1287.09        500.000        84.9882                 NaN  0.592839        2.50140        1.43033        1.68021        8.80705                 NaN            NaN            NaN
  1285.72        500.000        83.3836                 NaN  0.642224        1.58166        2.77320        1.85344        9.76588                 NaN            NaN            NaN
  1284.34        500.000        84.8160                 NaN  0.588560        2.54366        1.46596        1.70492        8.88087                 NaN            NaN            NaN
  1282.97        500.000        86.0305                 NaN  0.542383        2.35274        1.36431        1.57862        8.13147                 NaN            NaN            NaN
  1281.59        500.000        87.0800                 NaN  0.502598        2.18739        1.27579        1.46917        7.48505                 NaN            NaN            NaN
  1280.22        500.000        87.9636                 NaN  0.468680        2.05117        1.20029        1.37688        6.93942                 NaN            NaN            NaN
  1278.85        500.000        88.7558                 NaN  0.438077        1.13147        1.92840        1.29378        6.45246                 NaN            NaN            NaN
  1277.47        500.000        89.4597                 NaN  0.412695        1.06999        1.81686        1.21970        6.02103                 NaN            NaN            NaN
  1276.10        500.000        90.0756                 NaN  0.388916        1.01492        1.72291        1.15481        5.64287                 NaN            NaN            NaN
  1274.73        500.000        90.6323                 NaN  0.368232        1.63483       0.965623        1.09601        5.30302                 NaN            NaN            NaN
  1273.35        500.000        91.1238                 NaN  0.344746       0.917017        1.57128        1.04389        4.99923                 NaN            NaN            NaN
  1271.98        500.000        91.5686                 NaN  0.326529       0.874910        1.50640       0.996689        4.72684                 NaN            NaN            NaN
  1270.61        500.000        91.9754                 NaN  0.309803       0.835516        1.44776       0.953422        4.47815                 NaN            NaN            NaN
  1269.23        500.000        92.3468                 NaN  0.293542        1.39620       0.798505       0.913796        4.25120                 NaN            NaN            NaN
  1267.86        500.000        92.6646                 NaN  0.278810       0.764323        1.35681       0.880251        4.05523                 NaN            NaN            NaN
  1266.49        500.000        93.0092                 NaN  0.262868       0.731291        1.30728       0.842394        3.84694                 NaN            NaN            NaN
  1265.11        500.000        93.2781                 NaN  0.248910        1.27671       0.700680       0.813906        3.68172                 NaN            NaN            NaN
  1263.74        500.000        90.7328                 NaN            NaN   1.19266        1.43584        1.11057        4.94776       0.580404                 NaN            NaN
  1262.36        500.000        91.2684                 NaN            NaN   1.30404        1.14417        1.05127        4.65182       0.580308                 NaN            NaN
  1260.99        500.000        91.9678                 NaN            NaN   1.05079        1.20162       0.971053        4.27591       0.532843                 NaN            NaN
  1259.62        500.000        92.5620                 NaN            NaN  0.972001        1.11338       0.902653        3.95708       0.492923                 NaN            NaN
  1258.24        500.000        93.0759                 NaN            NaN   1.03483       0.904342       0.843253        3.68227       0.459437                 NaN            NaN
  1256.87        500.000        93.5244                 NaN            NaN  0.845637       0.965640       0.791177        3.44279       0.430375                 NaN            NaN
  1255.50        500.000        93.9206                 NaN            NaN  0.902215       0.794674       0.744851        3.23211       0.405557                 NaN            NaN
  1254.12        500.000        94.2710                 NaN            NaN  0.844922       0.749842       0.703874        3.04623       0.384140                 NaN            NaN
  1252.75        500.000        94.1068                 NaN            NaN  0.767077       0.853385       0.727694        3.15346       0.391538                 NaN            NaN
  1251.38        500.000        95.2231                 NaN            NaN  0.641325       0.678416       0.588622        2.53360       0.334980                 NaN            NaN
  1250.00        500.000        94.8420                 NaN            NaN  0.634574       0.820276       0.639651        2.75380       0.309699                 NaN            NaN
  1248.63        500.000        93.2854                 NaN            NaN  0.451363        1.06956       0.828286        3.75462       0.610784                 NaN            NaN
  1247.25        500.000        97.9872                 NaN            NaN  0.740927       0.116166       0.250885       0.879458       0.254065E-001            NaN            NaN
  1245.88        500.000        92.3782                 NaN            NaN   1.09433        1.00897       0.998518        3.94795       0.572037                 NaN            NaN
  1244.51        500.000        98.5537                 NaN            NaN  0.394825                 NaN  0.137829       0.878643       0.350420E-001            NaN            NaN
  1243.13        500.000        96.3730                 NaN            NaN  0.498909       0.499151       0.455309        1.93948       0.234178                 NaN            NaN
  1241.76        500.000        93.8977                 NaN            NaN  0.847184       0.946376       0.754820        3.37746       0.176442                 NaN            NaN
  1240.39        500.000        98.4470                 NaN            NaN  0.265377                 NaN  0.153199       0.918823       0.215642                 NaN            NaN
  1239.01        500.000        97.3775                 NaN            NaN  0.905808E-001  0.456207       0.339679        1.28308       0.452988                 NaN            NaN
  1237.64        500.000        96.6993                 NaN            NaN  0.450414       0.419955       0.409401        1.77773       0.243180                 NaN            NaN
  1236.27        500.000        95.9795                 NaN            NaN  0.560929       0.544159       0.527362        2.08567       0.302384                 NaN            NaN
  1234.89        500.000        96.3856                 NaN            NaN  0.468201       0.486235       0.450520        1.96792       0.241559                 NaN            NaN
  1233.52        500.000        97.8042                 NaN            NaN  0.328351       0.185015       0.238724        1.30546       0.138263                 NaN            NaN
  1232.14        500.000        97.6445                 NaN            NaN  0.349680       0.233872       0.289992        1.24795       0.233966                 NaN            NaN
  1230.77        500.000        97.1732                 NaN            NaN  0.393883       0.323453       0.348523        1.54444       0.216521                 NaN            NaN
  1229.40        500.000        97.2104                 NaN            NaN  0.298798       0.409684       0.343055        1.53303       0.205006                 NaN            NaN
  1228.02        500.000        97.1873                 NaN            NaN  0.364177       0.351812       0.355664        1.51903       0.221997                 NaN            NaN
  1226.65        500.000        95.8034                 NaN            NaN  0.691324                 NaN  0.517087        2.35709       0.631051                 NaN            NaN
  1225.28        500.000        98.0315                 NaN            NaN  0.241345       0.543140       0.282885       0.901156                 NaN            NaN            NaN
  1223.90        500.000        96.8944                 NaN            NaN  0.309189       0.586374       0.363409        1.77176                 NaN  0.748472E-001            NaN
  1222.53        500.000        99.4550                 NaN            NaN  0.416589E-002  0.668487E-001  0.161112E-001  0.457923                 NaN            NaN            NaN
  1221.16        500.000        97.7254                 NaN            NaN  0.213780       0.331074       0.274661        1.26922       0.185866                 NaN            NaN
