|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        San(TH)        ilm            q             
  1210.20        2500.00                 NaN            NaN   10.0117        2.24269                 NaN            NaN   8.61728        46.3061                 NaN  0.620686        32.2014     
  1209.10        2500.00                 NaN            NaN   10.0218        2.23337                 NaN            NaN   8.62141        46.3012                 NaN  0.620298        32.2019     
  1207.99        2500.00                 NaN            NaN   10.0562        2.20001                 NaN            NaN   8.62465        46.2968                 NaN  0.619867        32.2025     
  1206.89        2500.00                 NaN            NaN   10.0775        2.17942                 NaN            NaN   8.62880        46.2918                 NaN  0.619472        32.2030     
  1205.79        2500.00                 NaN            NaN   10.0906        2.16673                 NaN            NaN   8.63375        46.2866                 NaN  0.619111        32.2032     
  1204.69        2500.00                 NaN            NaN   12.2643                 NaN            NaN            NaN   8.64529        46.2694                 NaN  0.617006        32.2040     
  1203.59        2500.00                 NaN            NaN   10.1700        2.08928                 NaN            NaN   8.64137        46.2768                 NaN  0.618221        32.2043     
  1202.49        2500.00                 NaN            NaN   10.2099        2.05039                 NaN            NaN   8.64566        46.2716                 NaN  0.617782        32.2047     
  1201.39        2500.00                 NaN            NaN   10.2541        2.00697                 NaN            NaN   8.65008        46.2664                 NaN  0.617355        32.2051     
  1200.29        2500.00                 NaN            NaN   10.3039        1.95801                 NaN            NaN   8.65452        46.2611                 NaN  0.616909        32.2056     
  1199.19        2500.00                 NaN            NaN   10.3589        1.90384                 NaN            NaN   8.65904        46.2557                 NaN  0.616459        32.2060     
  1198.09        2500.00                 NaN            NaN   10.4190        1.84469                 NaN            NaN   8.66360        46.2503                 NaN  0.615998        32.2064     
  1196.99        2500.00                 NaN            NaN   1.78385        10.4807                 NaN            NaN   8.66840        46.2447                 NaN  0.615524        32.2068     
  1195.89        2500.00                 NaN            NaN   1.72789        10.5374                 NaN            NaN   8.67371        46.2389                 NaN  0.615038        32.2071     
  1194.79        2500.00                 NaN            NaN   1.66741        10.5985                 NaN            NaN   8.67874        46.2333                 NaN  0.614574        32.2074     
  1193.69        2500.00                 NaN            NaN   1.60329        10.6634                 NaN            NaN   8.68396        46.2275                 NaN  0.614062        32.2077     
  1192.59        2500.00                 NaN            NaN   1.53528        10.7321                 NaN            NaN   8.68889        46.2220                 NaN  0.613585        32.2081     
  1191.49        2500.00                 NaN            NaN   1.46554        10.8025                 NaN            NaN   8.69390        46.2165                 NaN  0.613181        32.2084     
  1190.39        2500.00                 NaN            NaN   11.3257       0.943279                 NaN            NaN   8.69899        46.2105                 NaN  0.612714        32.2088     
  1189.29        2500.00                 NaN            NaN   11.4191       0.849965                 NaN            NaN   8.70429        46.2052                 NaN  0.612341        32.2090     
  1188.19        2500.00                 NaN            NaN   11.5889       0.681377                 NaN            NaN   8.70881        46.1996                 NaN  0.611784        32.2095     
  1187.09        2500.00                 NaN            NaN   11.6546       0.617778                 NaN            NaN   8.71420        46.1917                 NaN  0.611199        32.2105     
  1185.98        2500.00                 NaN            NaN   11.0261        1.24334                 NaN            NaN   8.71641        46.1931                 NaN  0.611055        32.2099     
  1184.88        2500.00                 NaN            NaN   11.1598        1.11122                 NaN            NaN   8.72046        46.1874                 NaN  0.610535        32.2105     
  1183.78        2500.00                 NaN            NaN   11.3063       0.966380                 NaN            NaN   8.72479        46.1814                 NaN  0.609981        32.2112     
  1182.68        2500.00                 NaN            NaN   11.4670       0.807532                 NaN            NaN   8.72944        46.1749                 NaN  0.609386        32.2118     
  1181.58        2500.00                 NaN            NaN   12.2848                 NaN            NaN            NaN   8.73704        46.1571                 NaN  0.606708        32.2143     
  1180.48        2500.00                 NaN            NaN  0.486299E-001   12.2452                 NaN            NaN   8.74379        46.1413                 NaN  0.604311        32.2168     
  1179.38        2500.00                 NaN            NaN  0.159718        12.1326                 NaN            NaN   8.74665        46.1394                 NaN  0.604434        32.2172     
  1178.28        2500.00                 NaN            NaN  0.268082        12.0227                 NaN            NaN   8.74935        46.1376                 NaN  0.604566        32.2177     
  1177.18        2500.00                 NaN            NaN  0.373333        11.9159                 NaN            NaN   8.75190        46.1360                 NaN  0.604704        32.2181     
  1176.08        2500.00                 NaN            NaN  0.475623        11.8122                 NaN            NaN   8.75431        46.1345                 NaN  0.604848        32.2186     
  1174.98        2500.00                 NaN            NaN  0.574911        11.7114                 NaN            NaN   8.75658        46.1331                 NaN  0.604997        32.2191     
  1173.88        2500.00                 NaN            NaN  0.671241        11.6136                 NaN            NaN   8.75871        46.1318                 NaN  0.605152        32.2195     
  1172.78        2500.00                 NaN            NaN  0.764553        11.5188                 NaN            NaN   8.76072        46.1305                 NaN  0.605311        32.2200     
  1171.68        2500.00                 NaN            NaN   12.3008                 NaN            NaN            NaN   8.75874        46.1159                 NaN  0.601830        32.2227     
  1170.58        2500.00                 NaN            NaN   12.2888                 NaN            NaN            NaN   8.76650        46.1210                 NaN  0.604115        32.2197     
  1169.48        2500.00                 NaN            NaN   12.2902                 NaN            NaN            NaN   8.76994        46.1158                 NaN  0.603594        32.2204     
  1168.38        2500.00                 NaN            NaN   12.2929                 NaN            NaN            NaN   8.77383        46.1090                 NaN  0.602784        32.2214     
  1167.28        2500.00                 NaN            NaN   12.2923                 NaN            NaN            NaN   8.77904        46.1032                 NaN  0.601760        32.2237     
  1166.18        2500.00                 NaN            NaN   12.2963                 NaN            NaN            NaN   8.78357        46.0944                 NaN  0.600552        32.2252     
  1165.08        2500.00                 NaN            NaN   12.3005                 NaN            NaN            NaN   8.78813        46.0854                 NaN  0.599321        32.2266     
  1163.97        2500.00                 NaN            NaN   12.3138                 NaN            NaN            NaN   8.79170        46.0691                 NaN  0.597283        32.2282     
  1162.87        2500.00                 NaN            NaN   12.3143                 NaN            NaN            NaN   8.79527        46.0647                 NaN  0.596940        32.2287     
  1161.77        2500.00                 NaN            NaN   12.1945       0.125927                 NaN            NaN   8.79875        46.0542                 NaN  0.595434        32.2311     
  1160.67        2500.00                 NaN            NaN   12.3010                 NaN            NaN            NaN   8.79947        46.0740                 NaN  0.599423        32.2261     
  1159.57        2500.00                 NaN            NaN  0.133896        12.1868                 NaN            NaN   8.80672        46.0458                 NaN  0.594606        32.2322     
  1158.47        2500.00                 NaN            NaN   12.3203                 NaN            NaN            NaN   8.81176        46.0419                 NaN  0.594381        32.2317     
  1157.37        2500.00                 NaN            NaN   12.3168                 NaN            NaN            NaN   8.81421        46.0427                 NaN  0.594918        32.2314     
  1156.27        2500.00                 NaN            NaN   12.3231                 NaN            NaN            NaN   8.81930        46.0312                 NaN  0.593251        32.2332     
  1155.17        2500.00                 NaN            NaN   12.3137                 NaN            NaN            NaN   8.81878        46.0416                 NaN  0.596072        32.2298     
  1154.07        2500.00                 NaN            NaN   12.3280                 NaN            NaN            NaN   8.82729        46.0183                 NaN  0.591981        32.2345     
  1152.97        2500.00                 NaN            NaN   12.3296                 NaN            NaN            NaN   8.83091        46.0133                 NaN  0.591672        32.2345     
  1151.87        2500.00                 NaN            NaN   12.3352                 NaN            NaN            NaN   8.83646        46.0016                 NaN  0.589810        32.2370     
  1150.77        2500.00                 NaN            NaN   12.3310                 NaN            NaN            NaN   8.83711        46.0043                 NaN  0.590505        32.2371     
  1149.67        2500.00                 NaN            NaN   12.3248                 NaN            NaN            NaN   8.83510        46.0117                 NaN  0.592035        32.2364     
  1148.57        2500.00                 NaN            NaN   12.3280                 NaN            NaN            NaN   8.84017        46.0038                 NaN  0.590919        32.2371     
  1147.47        2500.00                 NaN            NaN   12.3254                 NaN            NaN            NaN   8.84566        46.0007                 NaN  0.590886        32.2373     
  1146.37        2500.00                 NaN            NaN   12.3092                 NaN            NaN            NaN   8.83958        46.0236                 NaN  0.594633        32.2330     
  1145.27        2500.00                 NaN            NaN   12.3268                 NaN            NaN            NaN   8.85298        45.9916                 NaN  0.589985        32.2386     
  1144.17        2500.00                 NaN            NaN   12.3282                 NaN            NaN            NaN   8.85756        45.9857                 NaN  0.589348        32.2391     
  1143.07        2500.00                 NaN            NaN   12.3290                 NaN            NaN            NaN   8.86169        45.9807                 NaN  0.588860        32.2397     
  1141.96        2500.00                 NaN            NaN   12.3218                 NaN            NaN            NaN   8.86256        45.9869                 NaN  0.590244        32.2384     
  1140.86        2500.00                 NaN            NaN   12.3328                 NaN            NaN            NaN   8.86879        45.9709                 NaN  0.588672        32.2388     
  1139.76        2500.00                 NaN            NaN   12.2911       0.458453E-001            NaN            NaN   8.87248        45.9623                 NaN  0.587244        32.2411     
  1138.66        2500.00                 NaN            NaN   12.2028       0.130871                 NaN            NaN   8.87493        45.9614                 NaN  0.587099        32.2429     
  1137.56        2500.00                 NaN            NaN   12.0912       0.258498                 NaN            NaN   8.88022        45.9391                 NaN  0.583649        32.2473     
  1136.46        2500.00                 NaN            NaN   12.0553       0.279648                 NaN            NaN   8.87922        45.9543                 NaN  0.586732        32.2448     
  1135.36        2500.00                 NaN            NaN   11.9880       0.347225                 NaN            NaN   8.88143        45.9511                 NaN  0.586581        32.2457     
  1134.26        2500.00                 NaN            NaN   11.9229       0.412799                 NaN            NaN   8.88364        45.9476                 NaN  0.586391        32.2467     
  1133.16        2500.00                 NaN            NaN   11.8373       0.511764                 NaN            NaN   8.88784        45.9282                 NaN  0.583719        32.2511     
  1132.06        2500.00                 NaN            NaN   11.8113       0.540743                 NaN            NaN   8.89189        45.9216                 NaN  0.582495        32.2520     
  1130.96        2500.00                 NaN            NaN   11.7629       0.589428                 NaN            NaN   8.89439        45.9181                 NaN  0.582261        32.2529     
  1129.86        2500.00                 NaN            NaN   11.1028        1.19002                 NaN            NaN   8.84616        46.0145       0.210071E-002  0.596959        32.2475     
  1128.76        2500.00                 NaN            NaN   1.22980        11.0628                 NaN            NaN   8.84716        46.0148                 NaN  0.596936        32.2484     
  1127.66        2500.00                 NaN            NaN   11.0248        1.26768                 NaN            NaN   8.84817        46.0130                 NaN  0.596910        32.2494     
  1126.56        2500.00                 NaN            NaN   1.30379        10.9886                 NaN            NaN   8.84916        46.0113                 NaN  0.596882        32.2503     
  1125.46        2500.00                 NaN            NaN   10.9540        1.33827                 NaN            NaN   8.85016        46.0095                 NaN  0.596853        32.2512     
  1124.36        2500.00                 NaN            NaN   1.37119        10.9210                 NaN            NaN   8.85115        46.0077                 NaN  0.596822        32.2521     
  1123.26        2500.00                 NaN            NaN   10.8894        1.40266                 NaN            NaN   8.85214        46.0060                 NaN  0.596790        32.2530     
  1122.16        2500.00                 NaN            NaN   1.43275        10.8593                 NaN            NaN   8.85312        46.0042                 NaN  0.596757        32.2539     
  1121.06        2500.00                 NaN            NaN   10.8304        1.46155                 NaN            NaN   8.85409        46.0024                 NaN  0.596723        32.2548     
  1119.95        2500.00                 NaN            NaN   10.8027        1.48913                 NaN            NaN   8.85506        46.0006                 NaN  0.596687        32.2558     
  1118.85        2500.00                 NaN            NaN   10.7763        1.51552                 NaN            NaN   8.85602        45.9989                 NaN  0.596650        32.2567     
  1117.75        2500.00                 NaN            NaN   1.54086        10.7509                 NaN            NaN   8.85698        45.9971                 NaN  0.596614        32.2576     
  1116.65        2500.00                 NaN            NaN   1.56507        10.7266                 NaN            NaN   8.85794        45.9953                 NaN  0.596574        32.2585     
  1115.55        2500.00                 NaN            NaN   1.58836        10.7033                 NaN            NaN   8.85888        45.9936                 NaN  0.596535        32.2594     
  1114.45        2500.00                 NaN            NaN   1.61069        10.6809                 NaN            NaN   8.85982        45.9918                 NaN  0.596495        32.2603     
  1113.35        2500.00                 NaN            NaN   11.1504        1.20670                 NaN            NaN   8.93285        45.8628                 NaN  0.579302        32.2679     
  1112.25        2500.00                 NaN            NaN   11.1175        1.24013                 NaN            NaN   8.93516        45.8592                 NaN  0.579094        32.2689     
  1111.15        2500.00                 NaN            NaN   11.0856        1.27256                 NaN            NaN   8.93748        45.8556                 NaN  0.578884        32.2699     
  1110.05        2500.00                 NaN            NaN   11.0544        1.30430                 NaN            NaN   8.93980        45.8520                 NaN  0.578675        32.2709     
  1108.95        2500.00                 NaN            NaN   1.33246        11.0258                 NaN            NaN   8.94185        45.8495                 NaN  0.578620        32.2718     
  1107.85        2500.00                 NaN            NaN   1.36219        10.9966                 NaN            NaN   8.94418        45.8458                 NaN  0.578394        32.2728     
  1106.75        2500.00                 NaN            NaN   10.9687        1.39075                 NaN            NaN   8.94654        45.8421                 NaN  0.578162        32.2738     
  1105.65        2500.00                 NaN            NaN   10.9409        1.41901                 NaN            NaN   8.94903        45.8383                 NaN  0.577953        32.2748     
  1104.55        2500.00                 NaN            NaN   10.9244        1.43616                 NaN            NaN   8.95153        45.8347                 NaN  0.577682        32.2755     
  1103.45        2500.00                 NaN            NaN   1.47805        10.8825                 NaN            NaN   8.95328        45.8320                 NaN  0.577616        32.2766     
  1102.35        2500.00                 NaN            NaN   1.49047        10.8719                 NaN            NaN   8.95658        45.8261                 NaN  0.577026        32.2779     
  1101.25        2500.00                 NaN            NaN   10.8408        1.52147                 NaN            NaN   8.95854        45.8229                 NaN  0.577375        32.2789     
  1100.15        2500.00                 NaN            NaN   10.8170        1.54737                 NaN            NaN   8.96042        45.8183                 NaN  0.576707        32.2803     
  1099.05        2500.00                 NaN            NaN   1.57526        10.7897                 NaN            NaN   8.96240        45.8147                 NaN  0.576557        32.2814     
  1097.94        2500.00                 NaN            NaN   1.59189        10.7737                 NaN            NaN   8.96570        45.8102                 NaN  0.576210        32.2823     
  1096.84        2500.00                 NaN            NaN   10.7487        1.61674                 NaN            NaN   8.96815        45.8075                 NaN  0.575993        32.2830     
  1095.74        2500.00                 NaN            NaN   10.7971        1.57580                 NaN            NaN   8.97380        45.7947                 NaN  0.574467        32.2841     
  1094.64        2500.00                 NaN            NaN   10.6959        1.67013                 NaN            NaN   8.97291        45.8006                 NaN  0.575646        32.2848     
  1093.54        2500.00                 NaN            NaN   10.7268        1.64413                 NaN            NaN   8.97747        45.7915                 NaN  0.574533        32.2856     
  1092.44        2500.00                 NaN            NaN   10.7021        1.67052                 NaN            NaN   8.98311        45.7835                 NaN  0.574037        32.2868     
  1091.34        2500.00                 NaN            NaN   10.6279        1.74082                 NaN            NaN   8.97971        45.7887                 NaN  0.574852        32.2880     
  1090.24        2500.00                 NaN            NaN   10.6075        1.76181                 NaN            NaN   8.98208        45.7849                 NaN  0.574615        32.2890     
  1089.14        2500.00                 NaN            NaN   10.5876        1.78239                 NaN            NaN   8.98445        45.7811                 NaN  0.574376        32.2901     
  1088.04        2500.00                 NaN            NaN   10.5681        1.80257                 NaN            NaN   8.98682        45.7772                 NaN  0.574135        32.2911     
  1086.94        2500.00                 NaN            NaN   10.5490        1.82236                 NaN            NaN   8.98920        45.7734                 NaN  0.573893        32.2921     
  1085.84        2500.00                 NaN            NaN   10.5303        1.84178                 NaN            NaN   8.99158        45.7695                 NaN  0.573650        32.2932     
  1084.74        2500.00                 NaN            NaN   10.5120        1.86084                 NaN            NaN   8.99396        45.7656                 NaN  0.573405        32.2942     
  1083.64        2500.00                 NaN            NaN   10.4940        1.87954                 NaN            NaN   8.99634        45.7617                 NaN  0.573160        32.2953     
  1082.54        2500.00                 NaN            NaN   10.4761        1.89759                 NaN            NaN   8.99879        45.7581                 NaN  0.572908        32.2964     
  1081.44        2500.00                 NaN            NaN   10.4589        1.91561                 NaN            NaN   9.00118        45.7542                 NaN  0.572659        32.2975     
  1080.34        2500.00                 NaN            NaN   10.4419        1.93332                 NaN            NaN   9.00357        45.7503                 NaN  0.572409        32.2985     
  1079.24        2500.00                 NaN            NaN   10.4252        1.95071                 NaN            NaN   9.00596        45.7463                 NaN  0.572158        32.2996     
  1078.14        2500.00                 NaN            NaN   10.4089        1.96780                 NaN            NaN   9.00835        45.7424                 NaN  0.571906        32.3006     
  1077.04        2500.00                 NaN            NaN   10.3929        1.98459                 NaN            NaN   9.01075        45.7384                 NaN  0.571652        32.3017     
  1075.93        2500.00                 NaN            NaN   10.3772        2.00110                 NaN            NaN   9.01315        45.7344                 NaN  0.571396        32.3028     
  1074.83        2500.00                 NaN            NaN   10.3617        2.01732                 NaN            NaN   9.01555        45.7305                 NaN  0.571140        32.3038     
  1073.73        2500.00                 NaN            NaN   10.3465        2.03328                 NaN            NaN   9.01795        45.7265                 NaN  0.570882        32.3049     
  1072.63        2500.00                 NaN            NaN   10.3317        2.04897                 NaN            NaN   9.02036        45.7225                 NaN  0.570622        32.3059     
  1071.53        2500.00                 NaN            NaN   10.3170        2.06440                 NaN            NaN   9.02276        45.7184                 NaN  0.570361        32.3070     
  1070.43        2500.00                 NaN            NaN   10.3027        2.07959                 NaN            NaN   9.02517        45.7144                 NaN  0.570099        32.3081     
  1069.33        2500.00                 NaN            NaN   10.2885        2.09452                 NaN            NaN   9.02759        45.7104                 NaN  0.569836        32.3092     
  1068.23        2500.00                 NaN            NaN   10.2747        2.10923                 NaN            NaN   9.03000        45.7063                 NaN  0.569571        32.3102     
  1067.13        2500.00                 NaN            NaN   10.2610        2.12370                 NaN            NaN   9.03242        45.7022                 NaN  0.569305        32.3113     
  1066.03        2500.00                 NaN            NaN   10.2476        2.13794                 NaN            NaN   9.03483        45.6981                 NaN  0.569037        32.3124     
  1064.93        2500.00                 NaN            NaN   10.2345        2.15197                 NaN            NaN   9.03725        45.6941                 NaN  0.568768        32.3135     
  1063.83        2500.00                 NaN            NaN   10.2215        2.16578                 NaN            NaN   9.03968        45.6900                 NaN  0.568498        32.3146     
  1062.73        2500.00                 NaN            NaN   10.2088        2.17938                 NaN            NaN   9.04210        45.6858                 NaN  0.568226        32.3156     
  1061.63        2500.00                 NaN            NaN   10.1963        2.19278                 NaN            NaN   9.04453        45.6817                 NaN  0.567953        32.3167     
  1060.53        2500.00                 NaN            NaN   10.1840        2.20598                 NaN            NaN   9.04696        45.6776                 NaN  0.567679        32.3178     
  1059.43        2500.00                 NaN            NaN   10.1719        2.21899                 NaN            NaN   9.04939        45.6734                 NaN  0.567403        32.3189     
  1058.33        2500.00                 NaN            NaN   10.1600        2.23181                 NaN            NaN   9.05182        45.6693                 NaN  0.567126        32.3200     
  1057.23        2500.00                 NaN            NaN   10.1483        2.24444                 NaN            NaN   9.05426        45.6651                 NaN  0.566847        32.3211     
  1056.13        2500.00                 NaN            NaN   10.1367        2.25689                 NaN            NaN   9.05670        45.6609                 NaN  0.566568        32.3222     
  1055.03        2500.00                 NaN            NaN   10.1254        2.26917                 NaN            NaN   9.05914        45.6567                 NaN  0.566286        32.3233     
  1053.92        2500.00                 NaN            NaN   10.1142        2.28128                 NaN            NaN   9.06158        45.6525                 NaN  0.566004        32.3244     
  1052.82        2500.00                 NaN            NaN   10.1032        2.29322                 NaN            NaN   9.06402        45.6483                 NaN  0.565720        32.3256     
  1051.72        2500.00                 NaN            NaN   10.0924        2.30500                 NaN            NaN   9.06647        45.6440                 NaN  0.565435        32.3267     
  1050.62        2500.00                 NaN            NaN   10.0818        2.31661                 NaN            NaN   9.06892        45.6398                 NaN  0.565148        32.3278     
  1049.52        2500.00                 NaN            NaN   10.0713        2.32807                 NaN            NaN   9.07137        45.6355                 NaN  0.564860        32.3289     
  1048.42        2500.00                 NaN            NaN   10.0610        2.33938                 NaN            NaN   9.07382        45.6312                 NaN  0.564570        32.3300     
  1047.32        2500.00                 NaN            NaN   10.0508        2.35054                 NaN            NaN   9.07628        45.6269                 NaN  0.564280        32.3311     
  1046.22        2500.00                 NaN            NaN   10.0434        2.35870                 NaN            NaN   9.07854        45.6234                 NaN  0.563935        32.3320     
  1045.12        2500.00                 NaN            NaN   2.36954        10.0336                 NaN            NaN   9.08099        45.6191                 NaN  0.563644        32.3331     
  1044.02        2500.00                 NaN            NaN   2.38025        10.0239                 NaN            NaN   9.08344        45.6148                 NaN  0.563353        32.3343     
  1042.92        2500.00                 NaN            NaN   10.0143        2.39081                 NaN            NaN   9.08589        45.6105                 NaN  0.563060        32.3354     
  1041.82        2500.00                 NaN            NaN   2.40124        10.0049                 NaN            NaN   9.08834        45.6062                 NaN  0.562766        32.3365     
  1040.72        2500.00                 NaN            NaN   2.41153        9.99564                 NaN            NaN   9.09079        45.6019                 NaN  0.562471        32.3377     
  1039.62        2500.00                 NaN            NaN   9.98650        2.42170                 NaN            NaN   9.09325        45.5976                 NaN  0.562175        32.3388     
  1038.52        2500.00                 NaN            NaN   9.97750        2.43175                 NaN            NaN   9.09570        45.5932                 NaN  0.561878        32.3400     
  1037.42        2500.00                 NaN            NaN   2.44166        9.96863                 NaN            NaN   9.09816        45.5889                 NaN  0.561580        32.3411     
  1036.32        2500.00                 NaN            NaN   2.45146        9.95989                 NaN            NaN   9.10062        45.5845                 NaN  0.561281        32.3422     
  1035.22        2500.00                 NaN            NaN   2.46114        9.95128                 NaN            NaN   9.10308        45.5801                 NaN  0.560981        32.3434     
  1034.12        2500.00                 NaN            NaN   2.47070        9.94279                 NaN            NaN   9.10554        45.5757                 NaN  0.560679        32.3445     
  1033.02        2500.00                 NaN            NaN   2.48015        9.93442                 NaN            NaN   9.10801        45.5713                 NaN  0.560377        32.3457     
  1031.91        2500.00                 NaN            NaN   9.92616        2.48949                 NaN            NaN   9.11047        45.5669                 NaN  0.560073        32.3469     
  1030.81        2500.00                 NaN            NaN   2.49513        9.92167                 NaN            NaN   9.11314        45.5623                 NaN  0.559724        32.3480     
  1029.71        2500.00                 NaN            NaN   9.91540        2.50367                 NaN            NaN   9.11656        45.5557                 NaN  0.559231        32.3495     
  1028.61        2500.00                 NaN            NaN   9.91271        2.50789                 NaN            NaN   9.11950        45.5505                 NaN  0.558781        32.3506     
  1027.51        2500.00                 NaN            NaN   9.91053        2.51164                 NaN            NaN   9.12248        45.5452                 NaN  0.558316        32.3518     
  1026.41        2500.00                 NaN            NaN   9.90889        2.51492                 NaN            NaN   9.12551        45.5399                 NaN  0.557837        32.3529     
  1025.31        2500.00                 NaN            NaN   9.90780        2.51769                 NaN            NaN   9.12858        45.5345                 NaN  0.557342        32.3541     
  1024.21        2500.00                 NaN            NaN   9.90728        2.51994                 NaN            NaN   9.13170        45.5290                 NaN  0.556829        32.3552     
  1023.11        2500.00                 NaN            NaN   9.90754        2.52149                 NaN            NaN   9.13489        45.5234                 NaN  0.556294        32.3564     
  1022.01        2500.00                 NaN            NaN   9.90935        2.52164                 NaN            NaN   9.13821        45.5176                 NaN  0.555715        32.3575     
  1020.91        2500.00                 NaN            NaN   9.91200        2.52102                 NaN            NaN   9.14161        45.5116                 NaN  0.555109        32.3587     
  1019.81        2500.00                 NaN            NaN   9.93662        2.49663                 NaN            NaN   9.14468        45.5079                 NaN  0.554681        32.3595     
  1018.71        2500.00                 NaN            NaN   9.92403        2.51307                 NaN            NaN   9.14866        45.4993                 NaN  0.553872        32.3610     
  1017.61        2500.00                 NaN            NaN   9.92956        2.50582                 NaN            NaN   9.15010        45.4988                 NaN  0.553956        32.3617     
  1016.51        2500.00                 NaN            NaN   9.93244        2.50974                 NaN            NaN   9.15609        45.4861                 NaN  0.552381        32.3633     
  1015.41        2500.00                 NaN            NaN   9.94073        2.50322                 NaN            NaN   9.15959        45.4803                 NaN  0.551761        32.3644     
  1014.31        2500.00                 NaN            NaN   2.49373        9.95108                 NaN            NaN   9.16267        45.4759                 NaN  0.551314        32.3654     
  1013.21        2500.00                 NaN            NaN   2.48283        9.96268                 NaN            NaN   9.16572        45.4715                 NaN  0.550885        32.3663     
  1012.11        2500.00                 NaN            NaN   2.47824        9.96897                 NaN            NaN   9.16897        45.4660                 NaN  0.550334        32.3675     
  1011.01        2500.00                 NaN            NaN   2.47863        9.97101                 NaN            NaN   9.17235        45.4596                 NaN  0.549689        32.3687     
  1009.90        2500.00                 NaN            NaN   9.97278        2.47933                 NaN            NaN   9.17574        45.4532                 NaN  0.549040        32.3699     
  1008.80        2500.00                 NaN            NaN   9.97430        2.48032                 NaN            NaN   9.17914        45.4467                 NaN  0.548385        32.3712     
  1007.70        2500.00                 NaN            NaN   9.97558        2.48157                 NaN            NaN   9.18253        45.4401                 NaN  0.547727        32.3725     
  1006.60        2500.00                 NaN            NaN   9.97666        2.48306                 NaN            NaN   9.18593        45.4336                 NaN  0.547064        32.3737     
  1005.50        2500.00                 NaN            NaN   2.48477        9.97755                 NaN            NaN   9.18934        45.4269                 NaN  0.546396        32.3750     
  1004.40        2500.00                 NaN            NaN   9.99985        2.46583                 NaN            NaN   9.18630        45.4268                 NaN  0.544603        32.3767     
  1003.30        2500.00                 NaN            NaN   10.0035        2.46470                 NaN            NaN   9.18898        45.4210                 NaN  0.543833        32.3780     
  1002.20        2500.00                 NaN            NaN   10.0071        2.46367                 NaN            NaN   9.19169        45.4153                 NaN  0.543069        32.3792     
  1001.10        2500.00                 NaN            NaN   10.0105        2.46274                 NaN            NaN   9.19443        45.4095                 NaN  0.542312        32.3805     
  1000.00        2500.00                 NaN            NaN   10.0139        2.46189                 NaN            NaN   9.19719        45.4037                 NaN  0.541560        32.3818     
