|6.6.6
Archiving\03_Data\Deq/QFM_m5/WD94/WD94_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1737.18        2500.00        63.4830        5.81043        30.2504       0.456231                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        62.8975        5.73659        30.8956       0.470275                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        62.3123        5.66278        31.5406       0.484313                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        61.7274        5.58900        32.1852       0.498345                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        61.1427        5.51525        32.8297       0.512372                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        60.5583        5.44153        33.4738       0.526392                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        59.9740        5.36784        34.1177       0.540407                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        59.3704        5.27750        34.7981       0.554007                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        58.7671        5.18721        35.4781       0.567601                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        58.1641        5.09697        36.1577       0.581187                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        57.5614        5.00677        36.8371       0.594766                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        56.9590        4.91662        37.5160       0.608339                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        56.3569        4.82651        38.1947       0.621904                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        55.7551        4.73645        38.8730       0.635463                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        55.1537        4.64644        39.5509       0.649015                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        55.0478        4.61659        39.6836       0.652087                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        53.5571        4.47745        40.7861       0.668230       0.511210                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        51.7820        4.44828        41.0473       0.661361        2.06113                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        50.0072        4.41913        41.3084       0.654493        3.61079                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        48.5009        4.38647        41.5505       0.646848        4.91528                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        46.9950        4.35381        41.7925       0.639203        6.21953                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        45.4893        4.32116        42.0344       0.631560        7.52355                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        43.9839        4.28852        42.2763       0.623919        8.82732                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        42.8632        4.24886        42.4949       0.616115        9.77693                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        41.7428        4.20920        42.7134       0.608312        10.7263                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        40.6226        4.16956        42.9318       0.600512        11.6755                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        39.5027        4.12992        43.1502       0.592713        12.6245                 NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        38.3830        4.09029        43.3686       0.584916        13.5732                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        37.2636        4.05067        43.5869       0.577120        14.5218                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        36.1444        4.01106        43.8051       0.569326        15.4701                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        35.0254        3.97146        44.0233       0.561534        16.4183                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        34.2259        3.92340        44.2284       0.553805        17.0684                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        33.4266        3.87535        44.4335       0.546077        17.7184                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        32.6276        3.82732        44.6386       0.538352        18.3682                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        31.8287        3.77930        44.8436       0.530628        19.0178                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        31.0301        3.73129        45.0485       0.522907        19.6673                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        30.2316        3.68330        45.2534       0.515188        20.3165                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        29.4334        3.63532        45.4582       0.507471        20.9656                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        28.6354        3.58735        45.6629       0.499756        21.6145                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        28.0344        3.53076        45.8699       0.492667        22.0723                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        27.4335        3.47419        46.0767       0.485581        22.5300                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        26.8329        3.41764        46.2835       0.478497        22.9875                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        26.2324        3.36111        46.4902       0.471415        23.4448                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        25.6321        3.30459        46.6969       0.464336        23.9021                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        25.0321        3.24809        46.9035       0.457259        24.3591                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        24.4322        3.19161        47.1100       0.450184        24.8160                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        23.8325        3.13515        47.3165       0.443111        25.2728                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        23.3573        3.06909        47.5371       0.436477        25.6001                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        22.8822        3.00306        47.7576       0.429846        25.9273                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        22.4073        2.93704        47.9780       0.423217        26.2544                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        21.9326        2.87106        48.1984       0.416590        26.5813                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        21.4581        2.80509        48.4186       0.409966        26.9082                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        20.9838        2.73916        48.6388       0.403345        27.2349                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        20.5096        2.67324        48.8589       0.396726        27.5615                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        20.0357        2.60735        49.0790       0.390109        27.8879                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        19.6421        2.53085        49.3220       0.384074        28.1210                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        19.2488        2.45438        49.5649       0.378042        28.3539                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        18.8556        2.37794        49.8077       0.372012        28.5868                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        18.4626        2.30154        50.0503       0.365985        28.8195                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        18.0698        2.22517        50.2929       0.359961        29.0522                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        17.6771        2.14883        50.5354       0.353939        29.2847                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        17.2846        2.07253        50.7778       0.347920        29.5172                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        16.8923        1.99626        51.0200       0.341903        29.7495                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        16.5598        1.90681        51.2954       0.337419        29.9006                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        16.2274        1.81741        51.5707       0.332937        30.0516                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        15.8952        1.72805        51.8458       0.328458        30.2024                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        15.5632        1.63874        52.1208       0.323981        30.3533                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        15.2314        1.54947        52.3957       0.319506        30.5040                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        14.8997        1.46025        52.6704       0.315033        30.6547                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        14.5682        1.37108        52.9449       0.310563        30.8053                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        14.2368        1.28195        53.2194       0.306095        30.9558                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        13.9362        1.18087        53.5246       0.303912        31.0544                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        13.6358        1.07986        53.8296       0.301731        31.1530                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        13.3356       0.978898        54.1345       0.299551        31.2515                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        13.0355       0.877997        54.4392       0.297372        31.3500                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        12.6707       0.772646        54.7580       0.301936        31.3274       0.169322                 NaN            NaN            NaN            NaN
  1493.59        2500.00        12.1135       0.671291        55.0616       0.317272        31.1426       0.693677                 NaN            NaN            NaN            NaN
  1490.38        2500.00        11.6103       0.559055        55.3904       0.336305        30.9202        1.18378                 NaN            NaN            NaN            NaN
  1487.18        2500.00        11.1073       0.446891        55.7189       0.355327        30.6980        1.67357                 NaN            NaN            NaN            NaN
  1483.97        2500.00        10.6232       0.333389        56.0434       0.377348        30.4705        2.15226                 NaN            NaN            NaN            NaN
  1480.77        2500.00        10.1938       0.201250        56.4189       0.403406        30.1514        2.59112       0.401031E-001            NaN            NaN            NaN
  1477.56        2500.00        9.68464       0.818652E-001   56.7322       0.441282        29.6089        3.01940       0.431717                 NaN            NaN            NaN
  1474.36        2500.00        9.18263                 NaN   56.9371       0.475212        29.1903        3.43260       0.782061                 NaN            NaN            NaN
  1471.15        2500.00        9.18263                 NaN   56.9371       0.475212        29.1903        3.43260       0.782061                 NaN            NaN            NaN
  1467.95        2500.00        9.18263                 NaN   56.9371       0.475212        29.1903        3.43260       0.782061                 NaN            NaN            NaN
  1464.74        2500.00        9.18263                 NaN   56.9371       0.475212        29.1903        3.43260       0.782061                 NaN            NaN            NaN
  1461.54        2500.00        7.35050                 NaN   56.8250       0.564950        28.5834        1.82152        4.85457                 NaN            NaN            NaN
  1458.33        2500.00        7.35050                 NaN   56.8250       0.564950        28.5834        1.82152        4.85457                 NaN            NaN            NaN
  1455.13        2500.00        7.35050                 NaN   56.8250       0.564950        28.5834        1.82152        4.85457                 NaN            NaN            NaN
  1451.92        2500.00        7.35050                 NaN   56.8250       0.564950        28.5834        1.82152        4.85457                 NaN            NaN            NaN
  1448.72        2500.00        5.90612                 NaN   56.6946       0.650696        28.2753        6.00492        2.46835                 NaN            NaN            NaN
  1445.51        2500.00        5.90612                 NaN   56.6946       0.650696        28.2753        6.00492        2.46835                 NaN            NaN            NaN
  1442.31        2500.00        5.31372                 NaN   56.6235       0.692168        28.1836        6.48326        2.70371                 NaN            NaN            NaN
  1439.10        2500.00        5.04495                 NaN   56.5905       0.711919        28.1475        2.80337        6.70171                 NaN            NaN            NaN
  1435.90        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1432.69        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1429.49        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1426.28        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1423.08        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1419.87        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1416.67        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1413.46        2500.00        4.76877                 NaN   56.5691       0.729916        28.1011        6.88927        2.91641       0.254239E-001            NaN            NaN
  1410.26        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1407.05        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1403.85        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1400.64        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1397.44        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1394.23        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1391.03        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1387.82        2500.00        2.88650                 NaN   56.7289       0.797608        27.4276        3.97009        7.47015       0.719216                 NaN            NaN
  1384.62        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1381.41        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1378.21        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1375.00        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1371.79        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1368.59        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1365.38        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1362.18        2500.00        1.79087                 NaN   56.7703       0.860074        26.9645        7.79563        4.63761        1.18104                 NaN            NaN
  1358.97        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1355.77        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1352.56        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1349.36        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1346.15        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1342.95        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1339.74        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1336.54        2500.00        1.02391                 NaN   56.7707       0.916525        26.6343        8.01609        5.10173        1.53667                 NaN            NaN
  1333.33        2500.00       0.422412                 NaN   56.7186       0.972617        26.3995        5.46437        8.20136        1.82115                 NaN            NaN
  1330.13        2500.00       0.422412                 NaN   56.7186       0.972617        26.3995        5.46437        8.20136        1.82115                 NaN            NaN
  1326.92        2500.00       0.284543                 NaN   56.6711       0.991139        26.3456        8.25590        5.57076        1.88093                 NaN            NaN
  1323.72        2500.00       0.222407                 NaN   56.6866       0.993644        26.3350        8.26864        5.58107        1.91269                 NaN            NaN
  1320.51        2500.00                 NaN            NaN   56.7012        1.00099        26.3006        8.30303        5.62292        1.95669       0.114539                 NaN
  1317.31        2500.00                 NaN            NaN   56.7012        1.00099        26.3006        8.30303        5.62292        1.95669       0.114539                 NaN
  1314.10        2500.00                 NaN            NaN   56.7012        1.00099        26.3006        8.30303        5.62292        1.95669       0.114539                 NaN
  1310.90        2500.00                 NaN            NaN   56.7012        1.00099        26.3006        8.30303        5.62292        1.95669       0.114539                 NaN
  1307.69        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1304.49        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1301.28        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1298.08        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1294.87        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1291.67        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1288.46        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1285.26        2500.00                 NaN            NaN   56.7243        1.01664        26.4024        5.45159        8.28648        1.99267       0.125910                 NaN
  1282.05        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1278.85        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1275.64        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1272.44        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1269.23        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1266.03        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1262.82        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1259.62        2500.00                 NaN            NaN   56.7378        1.05455        26.5742        5.16675        8.26334        2.05898       0.144352                 NaN
  1256.41        2500.00                 NaN            NaN   56.7487        1.09511        26.7189        8.24146        4.91540        2.11971       0.160661                 NaN
  1253.21        2500.00                 NaN            NaN   56.7487        1.09511        26.7189        8.24146        4.91540        2.11971       0.160661                 NaN
  1250.00        2500.00                 NaN            NaN   56.7487        1.09511        26.7189        8.24146        4.91540        2.11971       0.160661                 NaN
  1246.79        2500.00                 NaN            NaN   56.7487        1.09511        26.7189        8.24146        4.91540        2.11971       0.160661                 NaN
  1243.59        2500.00                 NaN            NaN   56.7487        1.09511        26.7189        8.24146        4.91540        2.11971       0.160661                 NaN
  1240.38        2500.00                 NaN            NaN   56.7487        1.09511        26.7189        8.24146        4.91540        2.11971       0.160661                 NaN
