|6.6.6
Archiving\03_Data\Deq/QFM_m5/WD94/WD94_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1807.69        2500.00        80.4823        2.88570        16.5409       0.910589E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        79.9446        2.87220        17.0811       0.102139                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        79.4066        2.85868        17.6215       0.113224                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        78.8684        2.84515        18.1622       0.124315                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        78.3299        2.83161        18.7030       0.135413                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        77.7817        2.81298        19.2594       0.145931                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        77.2333        2.79434        19.8159       0.156455                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        76.6848        2.77568        20.3726       0.166983                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        76.1360        2.75701        20.9294       0.177515                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        75.5871        2.73834        21.4865       0.188051                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        75.0381        2.71965        22.0437       0.198592                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        74.4888        2.70095        22.6011       0.209137                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        73.9394        2.68224        23.1587       0.219686                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        73.3736        2.65833        23.7381       0.229887                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        72.8078        2.63441        24.3177       0.240090                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        72.2418        2.61048        24.8975       0.250297                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        71.6757        2.58654        25.4773       0.260506                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        71.1094        2.56258        26.0573       0.270719                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        70.5431        2.53862        26.6373       0.280934                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        69.9767        2.51465        27.2175       0.291152                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        69.4102        2.49067        27.7978       0.301373                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        68.8206        2.46044        28.4077       0.311255                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        68.2309        2.43021        29.0177       0.321139                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        67.6413        2.39996        29.6278       0.331024                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        67.0515        2.36971        30.2378       0.340911                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        66.4618        2.33945        30.8480       0.350800                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        65.8720        2.30918        31.4581       0.360690                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        65.2822        2.27890        32.0683       0.370581                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        64.6924        2.24862        32.6786       0.380473                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        64.0818        2.21135        33.3168       0.390039                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        63.4712        2.17408        33.9551       0.399606                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        62.8607        2.13680        34.5933       0.409172                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        62.2503        2.09952        35.2315       0.418739                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        61.6399        2.06223        35.8696       0.428305                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        61.0295        2.02494        36.5077       0.437872                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        60.4192        1.98764        37.1457       0.447438                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        59.8090        1.95034        37.7836       0.457004                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        59.6990        1.93792        37.9039       0.459228                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        58.1863        1.88128        38.9632       0.470761       0.498493                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        56.3746        1.87241        39.2731       0.467067        2.01277                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        54.5567        1.86351        39.5841       0.463359        3.53239                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        53.0085        1.85258        39.8657       0.458850        4.81431                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        51.4559        1.84162        40.1482       0.454325        6.10000                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        49.8988        1.83062        40.4313       0.449786        7.38947                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        48.3373        1.81958        40.7152       0.445232        8.68274                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        47.1712        1.80480        40.9592       0.440344        9.62455                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        46.0027        1.78999        41.2036       0.435445        10.5683                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        44.8318        1.77514        41.4485       0.430534        11.5141                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        43.6586        1.76026        41.6938       0.425612        12.4618                 NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        42.4830        1.74535        41.9395       0.420678        13.4115                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        41.3051        1.73040        42.1857       0.415733        14.3631                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        40.1248        1.71541        42.4323       0.410777        15.3168                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        38.9421        1.70040        42.6793       0.405809        16.2724                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        38.0945        1.68116        42.8976       0.400719        16.9260                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        37.2458        1.66190        43.1161       0.395622        17.5806                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        36.3961        1.64261        43.3349       0.390516        18.2359                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        35.5452        1.62329        43.5539       0.385403        18.8922                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        34.6933        1.60394        43.7731       0.380282        19.5494                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        33.8402        1.58457        43.9926       0.375154        20.2074                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        32.9861        1.56517        44.2124       0.370018        20.8663                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        32.1310        1.54574        44.4324       0.364874        21.5261                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        31.4849        1.52225        44.6430       0.360075        21.9898                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        30.8383        1.49873        44.8539       0.355271        22.4538                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        30.1912        1.47519        45.0648       0.350462        22.9183                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        29.5436        1.45163        45.2760       0.345649        23.3832                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        28.8955        1.42806        45.4872       0.340831        23.8484                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        28.2468        1.40445        45.6986       0.336008        24.3141                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        27.5977        1.38083        45.9102       0.331180        24.7801                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        26.9481        1.35719        46.1219       0.326348        25.2465                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        26.4317        1.32918        46.3384       0.321772        25.5790                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        25.9150        1.30116        46.5551       0.317193        25.9115                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        25.3982        1.27312        46.7718       0.312611        26.2443                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        24.8811        1.24506        46.9886       0.308026        26.5772                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        24.3637        1.21699        47.2055       0.303439        26.9103                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        23.8462        1.18891        47.4226       0.298849        27.2435                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        23.3284        1.16081        47.6396       0.294255        27.5769                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        22.8104        1.13270        47.8568       0.289659        27.9104                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        22.3790        1.09984        48.0888       0.285452        28.1469                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        21.9476        1.06698        48.3209       0.281243        28.3833                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        21.5160        1.03411        48.5530       0.277032        28.6198                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        21.0844        1.00123        48.7852       0.272821        28.8564                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        20.6527       0.968344        49.0174       0.268607        29.0930                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        20.2209       0.935447        49.2496       0.264392        29.3296                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        19.7890       0.902540        49.4819       0.260176        29.5663                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        19.3571       0.869625        49.7143       0.255958        29.8030                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        18.9899       0.830884        49.9713       0.252842        29.9551                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        18.6226       0.792142        50.2283       0.249726        30.1072                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        18.2554       0.753398        50.4853       0.246609        30.2593                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        17.8882       0.714652        50.7423       0.243492        30.4113                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        17.5211       0.675906        50.9993       0.240375        30.5633                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        17.1539       0.637158        51.2563       0.237258        30.7153                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        16.7868       0.598408        51.5134       0.234140        30.8673                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        16.4197       0.559658        51.7704       0.231022        31.0193                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        16.0858       0.515649        52.0515       0.229670        31.1173                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        15.7521       0.471645        52.3327       0.228319        31.2153                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        15.4184       0.427647        52.6137       0.226968        31.3133                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        15.0848       0.383654        52.8948       0.225617        31.4112                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        14.6791       0.337730        53.1926       0.229436        31.3896       0.171587                 NaN            NaN            NaN            NaN
  1493.59        2500.00        14.0597       0.293614        53.4902       0.241716        31.2116       0.703212                 NaN            NaN            NaN            NaN
  1490.38        2500.00        13.4988       0.244660        53.8058       0.256815        30.9936        1.20024                 NaN            NaN            NaN            NaN
  1487.18        2500.00        12.9377       0.195682        54.1216       0.271924        30.7755        1.69754                 NaN            NaN            NaN            NaN
  1483.97        2500.00        12.3967       0.146061        54.4327       0.289447        30.5514        2.18365                 NaN            NaN            NaN            NaN
  1480.77        2500.00        11.9157       0.882085E-001   54.7836       0.309996        30.2327        2.62934       0.404379E-001            NaN            NaN            NaN
  1477.56        2500.00        11.3454       0.359021E-001   55.0851       0.339881        29.6934        3.06495       0.435397                 NaN            NaN            NaN
  1474.36        2500.00        10.7834                 NaN   55.2929       0.366933        29.2819        3.48588       0.788956                 NaN            NaN            NaN
  1471.15        2500.00        10.7829                 NaN   55.2932       0.366947        29.2822        3.48590       0.788964                 NaN            NaN            NaN
  1467.95        2500.00        10.7823                 NaN   55.2935       0.366960        29.2824        3.48592       0.788972                 NaN            NaN            NaN
  1464.74        2500.00        10.7817                 NaN   55.2938       0.366973        29.2826        3.48594       0.788980                 NaN            NaN            NaN
  1461.54        2500.00        8.72987                 NaN   55.3094       0.440567        28.7355        1.84189        4.94283                 NaN            NaN            NaN
  1458.33        2500.00        8.72943                 NaN   55.3096       0.440582        28.7357        1.84190        4.94285                 NaN            NaN            NaN
  1455.13        2500.00        8.72900                 NaN   55.3098       0.440598        28.7358        1.84192        4.94287                 NaN            NaN            NaN
  1451.92        2500.00        8.72856                 NaN   55.3100       0.440613        28.7360        1.84194        4.94290                 NaN            NaN            NaN
  1448.72        2500.00        7.09467                 NaN   55.2870       0.511773        28.4776        6.12787        2.50108                 NaN            NaN            NaN
  1445.51        2500.00        7.09434                 NaN   55.2871       0.511791        28.4777        6.12789        2.50110                 NaN            NaN            NaN
  1442.31        2500.00        6.41846                 NaN   55.2649       0.546335        28.4059        6.62243        2.74194                 NaN            NaN            NaN
  1439.10        2500.00        6.11060                 NaN   55.2530       0.562860        28.3804        2.84426        6.84883                 NaN            NaN            NaN
  1435.90        2500.00        5.79269                 NaN   55.2515       0.577880        28.3429        7.04371        2.96021       0.311098E-001            NaN            NaN
  1432.69        2500.00        5.79244                 NaN   55.2516       0.577899        28.3430        7.04373        2.96023       0.311117E-001            NaN            NaN
  1429.49        2500.00        5.79219                 NaN   55.2517       0.577918        28.3431        7.04375        2.96025       0.311137E-001            NaN            NaN
  1426.28        2500.00        5.79195                 NaN   55.2518       0.577938        28.3432        7.04377        2.96027       0.311156E-001            NaN            NaN
  1423.08        2500.00        5.79170                 NaN   55.2518       0.577957        28.3433        7.04379        2.96029       0.311176E-001            NaN            NaN
  1419.87        2500.00        5.79145                 NaN   55.2519       0.577975        28.3434        7.04381        2.96031       0.311195E-001            NaN            NaN
  1416.67        2500.00        5.79120                 NaN   55.2520       0.577994        28.3436        7.04383        2.96033       0.311215E-001            NaN            NaN
  1413.46        2500.00        5.79094                 NaN   55.2520       0.578013        28.3437        7.04385        2.96036       0.311234E-001            NaN            NaN
  1410.26        2500.00        3.59032                 NaN   55.4811       0.633202        27.7120        4.04188        7.65942       0.882075                 NaN            NaN
  1407.05        2500.00        3.59020                 NaN   55.4811       0.633222        27.7120        4.04190        7.65943       0.882129                 NaN            NaN
  1403.85        2500.00        3.59008                 NaN   55.4811       0.633241        27.7121        4.04192        7.65943       0.882182                 NaN            NaN
  1400.64        2500.00        3.58995                 NaN   55.4810       0.633261        27.7122        4.04194        7.65944       0.882236                 NaN            NaN
  1397.44        2500.00        3.58983                 NaN   55.4810       0.633280        27.7122        4.04197        7.65945       0.882289                 NaN            NaN
  1394.23        2500.00        3.58970                 NaN   55.4809       0.633299        27.7123        4.04199        7.65945       0.882343                 NaN            NaN
  1391.03        2500.00        3.58958                 NaN   55.4809       0.633319        27.7124        4.04201        7.65946       0.882396                 NaN            NaN
  1387.82        2500.00        3.58945                 NaN   55.4808       0.633338        27.7124        4.04204        7.65947       0.882450                 NaN            NaN
  1384.62        2500.00        2.27153                 NaN   55.5791       0.684269        27.2720        8.00959        4.73265        1.45085                 NaN            NaN
  1381.41        2500.00        2.27147                 NaN   55.5790       0.684289        27.2720        8.00959        4.73267        1.45094                 NaN            NaN
  1378.21        2500.00        2.27141                 NaN   55.5789       0.684309        27.2721        8.00959        4.73269        1.45103                 NaN            NaN
  1375.00        2500.00        2.27135                 NaN   55.5788       0.684330        27.2721        8.00959        4.73271        1.45111                 NaN            NaN
  1371.79        2500.00        2.27128                 NaN   55.5787       0.684350        27.2722        8.00959        4.73274        1.45120                 NaN            NaN
  1368.59        2500.00        2.27122                 NaN   55.5786       0.684370        27.2722        8.00959        4.73276        1.45128                 NaN            NaN
  1365.38        2500.00        2.27116                 NaN   55.5784       0.684390        27.2723        8.00959        4.73278        1.45137                 NaN            NaN
  1362.18        2500.00        2.27109                 NaN   55.5783       0.684410        27.2723        8.00959        4.73281        1.45146                 NaN            NaN
  1358.97        2500.00        1.32039                 NaN   55.6203       0.731008        26.9673        8.25140        5.21920        1.89040                 NaN            NaN
  1355.77        2500.00        1.32036                 NaN   55.6202       0.731029        26.9673        8.25140        5.21922        1.89051                 NaN            NaN
  1352.56        2500.00        1.32033                 NaN   55.6200       0.731050        26.9673        8.25139        5.21924        1.89062                 NaN            NaN
  1349.36        2500.00        1.32030                 NaN   55.6199       0.731071        26.9674        8.25139        5.21927        1.89073                 NaN            NaN
  1346.15        2500.00        1.32028                 NaN   55.6197       0.731091        26.9674        8.25138        5.21929        1.89084                 NaN            NaN
  1342.95        2500.00        1.32025                 NaN   55.6195       0.731112        26.9674        8.25138        5.21931        1.89095                 NaN            NaN
  1339.74        2500.00        1.32022                 NaN   55.6194       0.731133        26.9675        8.25138        5.21934        1.89106                 NaN            NaN
  1336.54        2500.00        1.32019                 NaN   55.6192       0.731153        26.9675        8.25137        5.21936        1.89118                 NaN            NaN
  1333.33        2500.00       0.552329                 NaN   55.6179       0.777604        26.7517        5.60246        8.45456        2.24339                 NaN            NaN
  1330.13        2500.00       0.552319                 NaN   55.6177       0.777626        26.7518        5.60248        8.45456        2.24352                 NaN            NaN
  1326.92        2500.00       0.373160                 NaN   55.6028       0.792450        26.6906        8.51118        5.71197        2.31781                 NaN            NaN
  1323.72        2500.00       0.292160                 NaN   55.6077       0.795098        26.6931        8.52806        5.72651        2.35735                 NaN            NaN
  1320.51        2500.00                 NaN            NaN   55.6333       0.801285        26.6635        8.56617        5.77170        2.41219       0.151829                 NaN
  1317.31        2500.00                 NaN            NaN   55.6331       0.801307        26.6635        8.56617        5.77173        2.41233       0.151832                 NaN
  1314.10        2500.00                 NaN            NaN   55.6329       0.801329        26.6635        8.56616        5.77175        2.41247       0.151835                 NaN
  1310.90        2500.00                 NaN            NaN   55.6327       0.801351        26.6635        8.56616        5.77177        2.41261       0.151839                 NaN
  1307.69        2500.00                 NaN            NaN   55.6433       0.813828        26.7690        5.59770        8.55230        2.45691       0.166901                 NaN
  1304.49        2500.00                 NaN            NaN   55.6431       0.813850        26.7690        5.59772        8.55229        2.45705       0.166904                 NaN
  1301.28        2500.00                 NaN            NaN   55.6429       0.813872        26.7691        5.59774        8.55228        2.45719       0.166907                 NaN
  1298.08        2500.00                 NaN            NaN   55.6427       0.813894        26.7691        5.59777        8.55228        2.45734       0.166911                 NaN
  1294.87        2500.00                 NaN            NaN   55.6425       0.813916        26.7691        5.59779        8.55227        2.45748       0.166914                 NaN
  1291.67        2500.00                 NaN            NaN   55.6423       0.813938        26.7692        5.59782        8.55226        2.45762       0.166917                 NaN
  1288.46        2500.00                 NaN            NaN   55.6421       0.813960        26.7692        5.59784        8.55226        2.45776       0.166921                 NaN
  1285.26        2500.00                 NaN            NaN   55.6419       0.813982        26.7692        5.59787        8.55225        2.45790       0.166924                 NaN
  1282.05        2500.00                 NaN            NaN   55.6497       0.843807        26.9368        5.30649        8.53248        2.53943       0.191343                 NaN
  1278.85        2500.00                 NaN            NaN   55.6495       0.843829        26.9368        5.30651        8.53247        2.53957       0.191347                 NaN
  1275.64        2500.00                 NaN            NaN   55.6492       0.843852        26.9368        5.30654        8.53246        2.53972       0.191351                 NaN
  1272.44        2500.00                 NaN            NaN   55.6490       0.843875        26.9369        5.30656        8.53245        2.53987       0.191354                 NaN
  1269.23        2500.00                 NaN            NaN   55.6488       0.843897        26.9369        5.30659        8.53244        2.54001       0.191358                 NaN
  1266.03        2500.00                 NaN            NaN   55.6486       0.843920        26.9369        5.30661        8.53244        2.54016       0.191362                 NaN
  1262.82        2500.00                 NaN            NaN   55.6483       0.843942        26.9370        5.30664        8.53243        2.54030       0.191366                 NaN
  1259.62        2500.00                 NaN            NaN   55.6481       0.843965        26.9370        5.30666        8.53242        2.54045       0.191369                 NaN
  1256.41        2500.00                 NaN            NaN   55.6509       0.876076        27.0801        8.51450        5.05021        2.61517       0.212961                 NaN
  1253.21        2500.00                 NaN            NaN   55.6507       0.876099        27.0802        8.51449        5.05024        2.61532       0.212965                 NaN
  1250.00        2500.00                 NaN            NaN   55.6505       0.876122        27.0802        8.51448        5.05026        2.61547       0.212969                 NaN
  1246.79        2500.00                 NaN            NaN   55.6503       0.876146        27.0802        8.51447        5.05029        2.61562       0.212973                 NaN
  1243.59        2500.00                 NaN            NaN   55.6500       0.876169        27.0803        8.51446        5.05031        2.61577       0.212977                 NaN
  1240.38        2500.00                 NaN            NaN   55.6498       0.876192        27.0803        8.51445        5.05034        2.61592       0.212981                 NaN
