|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.1687       0.831252                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.1687       0.831250                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.1688       0.831248                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.1688       0.831246                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.1688       0.831244                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.1688       0.831241                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.1688       0.831239                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.1688       0.831237                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.1688       0.831235                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.1688       0.831233                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.1688       0.831230                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.1688       0.831228                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.1688       0.831225                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.1688       0.831223                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.1688       0.831221                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.1688       0.831218                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.1688       0.831216                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.1688       0.831213                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1688       0.831211                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1688       0.831208                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1688       0.831205                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1688       0.831203                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1688       0.831200                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1688       0.831198                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1688       0.831195                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1688       0.831192                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1688       0.831189                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.1688       0.831185                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.1688       0.831182                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.1688       0.831179                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.1688       0.831176                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.1688       0.831173                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.1688       0.831170                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.1688       0.831167                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.1688       0.831164                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.1688       0.831161                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.1688       0.831158                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.1688       0.831156                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.1688       0.831153                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.1688       0.831150                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.1689       0.831147                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.1689       0.831144                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.1689       0.831141                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.1689       0.831137                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.1689       0.831134                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.1689       0.831131                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.1689       0.831127                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.1689       0.831124                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.1689       0.831120                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.1689       0.831117                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.1689       0.831113                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.1689       0.831110                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.1689       0.831106                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.1689       0.831102                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.1689       0.831099                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.1689       0.831095                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.1689       0.831091                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.1621       0.831087       0.678583E-002            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.1477       0.831083       0.212178E-001            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.1250       0.831078       0.439462E-001            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.1023       0.831073       0.666743E-001            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0803       0.831068       0.886538E-001            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0583       0.831064       0.110633                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0363       0.831059       0.132612                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0144       0.831054       0.154591                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        98.9934       0.831048       0.175575                 NaN            NaN            NaN            NaN            NaN
